[00:00:00.110 --> 00:00:06.719]  It's Friday.
[03:09:57.540 --> 03:10:19.139]  For example, they set up a huge CIA mission in Kosovo called the Kosovo Diplomatic Observer Mission, the KDOM. This was really all staffed with U.S. Naval Intelligence, British SAS, the CIA, and others to go in and provide reconnaissance and deep surveillance and intelligence.
[03:10:19.600 --> 03:10:20.920]  This was successful.
[03:10:21.040 --> 03:10:26.639]  This was a huge mistake that Milosevic made by allowing this in, and they were able to eventually, as we said, overthrow him.
[03:10:27.040 --> 03:10:35.680]  This was all done because the Kosovo mission was headed by William Walker, the very man who ousted and overthrew Manuel Noriega.
[03:10:38.219 --> 03:10:40.780]  Strategy, a technique, it's a skeleton key.
[03:10:41.000 --> 03:10:44.139]  You can use the same plans, the same operations, the same structure.
[03:10:44.760 --> 03:10:48.899]  And this was even, it even included famous corporations like DynCorp.
[03:10:49.000 --> 03:10:58.559]  Many of the officers who worked in this operation also worked under DynCorp, the Virginia-based company, full of former CA operatives, etc.
[03:10:59.379 --> 03:11:19.100]  And they eventually had a massacre called the ROSAC. I'm not saying that that makes Milosevic good,
[03:11:19.200 --> 03:11:31.600]  but the point is that this is the style and the type of operations that are run to overthrow these regimes to put in people who are Zelensky's.
[03:11:33.180 --> 03:11:38.559]  The same people who ran this, and they used, by the way, USAID in these operations as well.
[03:11:38.760 --> 03:11:57.219]  There was the overthrow of Panama in 1989. There was the overthrow of Serbia in 2000, Belarus in 2001, Venezuela in 2003, Georgia in 2003, Ukraine in 2004, Kyrgyzstan in 2005, Lebanon in 2007. So this is what they do for these smaller countries and for the satellite.
[03:11:58.050 --> 03:12:06.569]  You know, former Eastern Bloc Cold War countries, why they have to be taken over control to keep Russia at bay, supposedly.
[03:12:06.870 --> 03:12:16.329]  And, of course, when NATO made the promise that they would not expand, that's exactly what they did, violating what they had promised not to do.
[03:12:16.939 --> 03:12:18.899]  So that's what led to this war.
[03:12:19.059 --> 03:12:26.159]  So it's great to see the moves that are being made to put an end to this because it's all really fraudulent and it's a lot of money laundering.
[03:12:26.340 --> 03:12:27.879]  The U.S. is paying for this.
[03:12:28.000 --> 03:12:29.399]  Our tax money is paying for this.
[03:12:30.379 --> 03:12:33.100]  And so that's why the color revolutions are a scam.
[03:12:33.280 --> 03:12:36.000]  The Orange Revolution was used in Ukraine.
[03:12:36.180 --> 03:12:38.360]  That was a lot of Soros money was put into that.
[03:12:38.559 --> 03:12:45.000]  Soros was actually running in the 1980s and 90s a lot of these color revolution models, people power revolutions.
[03:12:45.639 --> 03:12:47.059]  But they're fake revolutions.
[03:12:47.260 --> 03:12:48.799]  They're not people power revolutions.
[03:12:49.959 --> 03:12:58.819]  They are revolutions for this inner super state, deep state, breakaway intelligence operation that we've been talking about.
[03:12:59.319 --> 03:13:09.620]  And they're able to do this because they've manufactured the fracturing and the restructuring of countries to an almost scientific level.
[03:13:09.840 --> 03:13:13.100]  But once you see this, once you know how they do it...
[03:13:13.290 --> 03:13:24.270]  Once you know they use the Carnegie Foundation, the Rockefeller Foundation, the National Endowment for Democracy, the Carnegie Endowment for Peace, I should have said.
[03:13:24.889 --> 03:13:36.010]  Once you know how they do all this, and if you remember some years ago, the New York Times reported that the Ford Foundation was now surpassed by the Soros Foundation as the largest foundation in the world.
[03:13:36.030 --> 03:13:37.250]  These foundations...
[03:13:37.870 --> 03:13:40.709]  Do and run a lot of these operations in the other countries.
[03:13:40.930 --> 03:13:45.610]  But just because they're running other countries doesn't mean they can't be run here at home.
[03:13:45.829 --> 03:14:04.629]  And that's exactly what we see going on with this entrenched bureaucracy of shadow government, deep state people, the stay-behind units that are still there running these operations to undermine the possibility of any progress in reforming our disastrous state of the nation.
[03:14:05.360 --> 03:14:08.899]  I want to look also at the IRA because a lot of people don't know this history.
[03:14:09.100 --> 03:14:10.940]  I know Alex for many, many years.
[03:14:11.079 --> 03:14:28.200]  I remember back in the 2000s, I used to download the local cable access broadcasts that Alex would put out on Windows Media Player when he would interview people from British intelligence who had talked about infiltrating and how the IRA was destroyed through British intelligence ops.
[03:14:28.879 --> 03:14:31.420]  And that's important because it's the same structure.
[03:14:31.420 --> 03:14:47.799]  If you understand and just watch a few documentaries that even the BBC has put out on how British intelligence disrupted and destroyed the IRA, you're going to get a window, an insight into how Western intelligence and the establishment runs false flag operations.
[03:14:47.799 --> 03:14:54.360]  And that's very important because that's precisely what we might see, what type of thing they could try to pop off.
[03:14:55.020 --> 03:15:02.479]  In the near future, as Alex has been talking about all day today and probably hundreds of times in the last several months.
[03:15:02.899 --> 03:15:09.079]  So if we go back to the late 1700s, just in brief, there was a guy named Tone.
[03:15:09.200 --> 03:15:19.680]  And Tone wrote an essay in Ireland about how the English Protestants who had come in, landowners and others, they were taking over Catholic Irish lands.
[03:15:20.250 --> 03:15:21.870]  And they were being very unruly.
[03:15:22.049 --> 03:15:32.469]  And he wrote a treatise that said that really the indigenous Catholic population of Ireland should not be taken over by British lords and they should not have their land stolen.
[03:15:32.729 --> 03:15:36.489]  They should be able to retain their Catholic beliefs and so forth.
[03:15:37.069 --> 03:15:40.450]  This essay sparked a lot of popularity.
[03:15:41.159 --> 03:15:44.600]  It sparked a minor rebellion, but it was quickly put down.
[03:15:44.760 --> 03:15:49.219]  However, it did begin the seeds of what would become the Irish Republican Army.
[03:15:49.559 --> 03:15:51.360]  And again, let's be clear here.
[03:15:51.399 --> 03:15:58.440]  I am not saying that the Irish Republican Army are the good guys, nor am I saying that British intelligence are the bad guys or the good guys.
[03:15:58.559 --> 03:16:03.399]  Really, this is just an insight, a window into how an imperial structure...
[03:16:04.479 --> 03:16:08.680]  It creates a coup and a division within a country to divide Ireland between North and South.
[03:16:08.819 --> 03:16:23.200]  You have the poor Catholic South, which will make up much of the IRA. And then you have the more wealthy North, which is eventually Protestant and in union with the British Empire.
[03:16:23.920 --> 03:16:28.040]  So this leads to a long period of revolts.
[03:16:28.180 --> 03:16:30.319]  You have the Irish War for Independence.
[03:16:30.940 --> 03:16:32.799]  And eventually you get...
[03:16:33.659 --> 03:16:41.600]  By the 1930s, 40s, and 50s, more of a coordinated attempt on the part of the IRA to throw off English rules.
[03:16:41.780 --> 03:16:51.260]  So in 1916, they had fought for full-on independence, and they had a deal with the British where the British said, okay, we will have a deal with you.
[03:16:51.420 --> 03:16:54.860]  You can have an Irish monarch, and you can be ruled by Irish principles.
[03:16:56.239 --> 03:16:59.620]  We will have a British monarch and we'll be in some sort of loose union.
[03:16:59.760 --> 03:17:00.639]  These were called unionists.
[03:17:00.760 --> 03:17:06.420]  But many of the IRA in the South believe that this was a traitor operation.
[03:17:06.579 --> 03:17:08.920]  So they thought these people were traitors and this was a scam.
[03:17:09.180 --> 03:17:11.840]  And ultimately it did actually end up being kind of a scam.
[03:17:12.620 --> 03:17:26.629]  The Catholic South was screwed over in this operation and the country was set up in an imperial divided structure to where the Brits Could not only control the North, but also keep the South in check.
[03:17:26.889 --> 03:17:29.090]  And they didn't really have their own independence.
[03:17:29.950 --> 03:17:40.110]  Well, in the 1950s, this led to a lot of people selling their farms in Ireland to kick off the real IRA. Initially, they were very successful.
[03:17:40.270 --> 03:17:41.750]  It's kind of funny if you read about their operations.
[03:17:41.930 --> 03:17:43.969]  They would raid British barracks.
[03:17:44.090 --> 03:17:46.209]  They would raid and steal the guns, armories.
[03:17:46.530 --> 03:17:52.190]  And they did pretty good for being basically just a bunch of farmers figuring things out on their own.
[03:17:52.879 --> 03:17:56.319]  And eventually they decide that they're going to start making moves against the British.
[03:17:57.079 --> 03:18:14.879]  These moves pretty much fail, but the failures are so intense and people die in pretty extreme, almost martyrdom ways, at least in the minds of the southern Catholic IRA population, or IRA-minded or affiliated population,
[03:18:14.879 --> 03:18:31.479]  that this becomes a huge PR disaster for Northern Ireland and for the UK. This is what begins the next, say, 30 years of bombing the British IRA bombs and then counterattacks and operations on the part of British intelligence.
[03:18:32.520 --> 03:18:35.659]  So, although overall...
[03:18:35.629 --> 03:18:39.409]  This operation of the IRA ended up as a giant failure.
[03:18:39.590 --> 03:18:41.010]  They were not ultimately successful.
[03:18:41.309 --> 03:18:51.149]  The most important aspect of this is the way in which British intelligence eventually took down the IRA. And it was not through overt warfare.
[03:18:51.409 --> 03:18:58.649]  They, in fact, brought in the head of MI6, Maurice Oldfield, who was an old kind of Cold War guy.
[03:18:58.889 --> 03:19:02.829]  And Oldfield came to Northern Ireland and helped set up.
[03:19:02.959 --> 03:19:10.420]  The networks and the structures that would allow for the IRA to be completely, essentially dismantled.
[03:19:10.600 --> 03:19:30.399]  And what they did was they infiltrated so well the entire structure of the IRA that the most famous counterintelligence operative of the IRA, the very guy who would interrogate people that they thought were British spies, his name was Steakknife.
[03:19:30.540 --> 03:19:32.000]  That was his code name.
[03:19:32.579 --> 03:19:37.120]  The entire time, throughout the 80s and 90s, he was actually British intelligence.
[03:19:37.420 --> 03:19:43.799]  So they were that successful at putting people in, having them for many, many decades as deep cover, run these operations.
[03:19:44.219 --> 03:19:47.379]  And if you watch the BBC documentaries on this, I recommend it.
[03:19:47.440 --> 03:19:47.959]  They're all on YouTube.
[03:19:48.120 --> 03:19:49.819]  It's called the Troubles documentaries.
[03:19:50.059 --> 03:19:59.280]  And watch the State Knife episode, because that will show you that what the British did was essentially put a bunch of false flag operations into play.
[03:20:00.169 --> 03:20:04.569]  And blame all these operations on the IRA, which they did.
[03:20:04.709 --> 03:20:16.190]  I'm not saying they were completely innocent in, but it's the same model of honeypot entrapment that the FBI or the CIA or any of these operations and entities can do all over the world.
[03:20:17.209 --> 03:20:23.290]  This is what intelligence agencies do, is they entrap and they get people involved in these things and they create false flags.
[03:20:23.469 --> 03:20:24.549]  And in this case...
[03:20:24.729 --> 03:20:40.790]  The individual known as Steakknife, who was originally kind of a local criminal figure who had been recruited into local Irish police informing, then he went up the ladder to become an actual British intelligence operative.
[03:20:40.889 --> 03:20:43.950]  And so Maurice Oldfield masterminded all of this.
[03:20:44.209 --> 03:20:59.149]  And I think maybe out of desperation, by the 60s and 70s, the mainline Sinn Féin and the mainline IRA had almost Forcibly been uniting themselves to communism, Marxism, socialism.
[03:20:59.510 --> 03:21:01.809]  This also contributed to their downfall.
[03:21:01.930 --> 03:21:06.950]  This is why, for example, Sinn Féin nowadays is pro-Skittles.
[03:21:07.069 --> 03:21:08.610]  It's a Marxist socialist organization.
[03:21:08.670 --> 03:21:22.870]  It all began in the 1960s, 70s, and 80s with this gradual downfall and sort of pining for leftist support, which usually ends up just petering out.
[03:21:23.120 --> 03:21:24.440]  And coming to nothing.
[03:21:24.799 --> 03:21:27.120]  But the guy's name was Freddy Scappatici.
[03:21:27.219 --> 03:21:41.579]  He was the most famous infiltrator of the IRA by MI6. But of course, the people all around him, we have to admit or note as well, were also of various levels of police informants and British spies as well.
[03:21:41.659 --> 03:21:42.680]  He wasn't the only one.
[03:21:43.200 --> 03:21:49.899]  But essentially, they were able to provoke and They engineer false flags like the Omar bombing.
[03:21:50.100 --> 03:21:52.200]  This is one of the most famous operations.
[03:21:52.440 --> 03:22:00.500]  You can read the entire reports from The Guardian, actually, where The Guardian discusses the whole trial of the various figures involved in this bombing.
[03:22:02.920 --> 03:22:11.959]  The trials really admit that they were provocateur into this operation by Internal plans, informers, and operatives.
[03:22:12.340 --> 03:22:17.819]  In fact, the Guardian noted, Britain allowed the IRA informers to organize the human bombing attacks.
[03:22:18.079 --> 03:22:24.600]  This tactic was involved in forcing civilians to drive vehicles laden with bombs into any checkpoints.
[03:22:24.940 --> 03:22:38.040]  In fact, there was a recent Netflix documentary about, is it called, I'm going for memory, the Snow Crash event, because there was a band called Snow Crash, I think was their name, and they were actually set up.
[03:22:39.280 --> 03:22:48.760]  The music band's van was laced and planted with bombs by British intelligence operatives as part of this false flag operation.
