# Transcription model: nvidia/parakeet-tdt-0.6b-v2, and large-v3-turbo
[00:00:00.000 --> 00:00:01.040]  He's like, yeah, kid.
[01:46:08.560 --> 01:46:14.880]  These interviews are there with the admiral, with the chairman of Joint Chiefs of Staff, with the Judge Advocate General, the whole thing, the trials, everything.
[01:46:15.200 --> 01:46:17.200]  And they brought him in and told him this is all secret.
[01:46:17.280 --> 01:46:18.320]  National Security got to shut up.
[01:46:18.480 --> 01:46:24.080]  LBJ set it up with Israel, like the Gulf of Tonga, that got us into Vietnam in 64, where we did attack our ships.
[01:46:24.320 --> 01:46:25.280]  So it came out.
[01:46:25.360 --> 01:46:25.760]  It was fake.
[01:46:25.920 --> 01:46:27.120]  He said, no, we're going to do this for real.
[01:46:27.360 --> 01:46:28.800]  So it's called Pond Sacrifice.
[01:46:28.960 --> 01:46:30.000]  They put the ship out there.
[01:46:30.320 --> 01:46:33.200]  LBJ intended to sink it to get us into full war.
[01:46:33.520 --> 01:46:36.640]  And the Joint Chiefs of Staff wanted to go to war with Russia.
[01:46:36.960 --> 01:46:37.920]  Some of them did.
[01:46:38.240 --> 01:46:40.240]  And so this was going to be World War III.
[01:46:41.120 --> 01:46:42.640]  And it got shut down.
[01:46:43.040 --> 01:46:44.800]  Now, I said I interviewed the chairman of Joint Chiefs of Staff.
[01:46:44.880 --> 01:46:46.000]  He was the head of the Navy at the time.
[01:46:46.080 --> 01:46:48.080]  He later became the Chairman of the Joint Chiefs of Staff.
[01:46:48.160 --> 01:46:49.760]  That was Admiral Thomas Moore.
[01:46:50.560 --> 01:46:58.880]  He came on my show two weeks before he died, still totally cogent, wanted to spill his guts, released all this classified information on my show about it because he was the head of the Navy.
[01:46:58.960 --> 01:47:00.640]  Then he became the chairman of the Joint Chiefs of Staff later.
[01:47:00.880 --> 01:47:08.320]  But my point was, I interviewed the head of the Judge Advocate General, the other judge that was on the panel, all about it.
[01:47:08.640 --> 01:47:10.800]  And so they send jets to save it.
[01:47:10.960 --> 01:47:11.840]  This goes on for a day.
[01:47:12.240 --> 01:47:14.640]  LBJ goes, sir, order from the president.
[01:47:14.960 --> 01:47:16.240]  First, it comes from the Pentagon.
[01:47:16.400 --> 01:47:17.120]  Turn the jets back.
[01:47:17.200 --> 01:47:17.760]  He turns them back.
[01:47:18.000 --> 01:47:18.960]  The attack continues.
[01:47:19.120 --> 01:47:21.280]  He fires jets again off the aircraft carrier.
[01:47:22.400 --> 01:47:24.080]  They say, turn the jets back.
[01:47:25.040 --> 01:47:27.040]  He goes, I want to hear from the president on this.
[01:47:27.360 --> 01:47:32.080]  Five minutes later, LBJ goes, goddamn, he goes, I want that goddamn ship on the bottom.
[01:47:32.160 --> 01:47:32.880]  Is that an order?
[01:47:33.120 --> 01:47:34.080]  You understand that order?
[01:47:34.240 --> 01:47:36.800]  I want that goddamn ship on the bottom.
[01:47:37.440 --> 01:47:41.120]  So I explained that, of course, yes, the Liberty was an inside job.
[01:47:41.440 --> 01:47:42.800]  Israel claims it's an accident.
[01:47:42.960 --> 01:47:45.440]  No, our government with them set it up.
[01:47:45.600 --> 01:47:49.120]  The Jew haters go, Jones is a Jew covering it up.
[01:47:49.360 --> 01:47:50.960]  He says the U.S. government was involved.
[01:47:51.200 --> 01:47:52.480]  No, it proves it all.
[01:47:52.720 --> 01:47:53.680]  It's what happened.
[01:47:54.000 --> 01:47:56.240]  You didn't interview the chairman of the joints and staff.
[01:47:56.400 --> 01:47:57.600]  You didn't interview the admiral.
[01:47:57.760 --> 01:47:58.960]  You didn't interview the first mate.
[01:47:59.120 --> 01:48:00.560]  You didn't interview the fighter pilots.
[01:48:00.640 --> 01:48:03.520]  You didn't interview the Israeli pilot that turned back and refused to do it.
[01:48:03.760 --> 01:48:04.160]  I did.
[01:48:04.400 --> 01:48:05.200]  You didn't.
[01:48:05.760 --> 01:48:08.000]  You didn't interview the two Mossad whistleblowers about it.
[01:48:08.240 --> 01:48:09.920]  So the point is you don't know.
[01:48:10.160 --> 01:48:20.800]  And in your mother's basement, you want to feel official and powerful and all this stuff and say that exposing what really happened with our government, with Israel, in a false flag, totally proving it.
[01:48:21.120 --> 01:48:22.560]  The Admiral then.
[01:48:23.280 --> 01:48:24.480]  It's the order for the president.
[01:48:24.720 --> 01:48:26.320]  He gets another communication secret.
[01:48:26.560 --> 01:48:30.240]  He calls all the men on that survive and they tell him, they call him in one-on-one.
[01:48:30.400 --> 01:48:33.200]  He says, we want you to know that you won't just be court-martialed.
[01:48:33.360 --> 01:48:34.560]  We've been given national security orders.
[01:48:34.640 --> 01:48:36.400]  You're going to be killed if you tell anybody.
[01:48:36.720 --> 01:48:44.720]  And I interviewed the guy that made the threats and I interviewed the bunch of the survivors in his office, one after one, saying, we're going to kill you if you tell anyone.
[01:48:45.040 --> 01:48:45.840]  Damn.
[01:48:46.160 --> 01:48:47.280]  So there you go.
[01:48:47.360 --> 01:48:53.280]  Yes, Augustus Liberty was 100% a false flag by Israel and the United States to get us into full war with Egypt and Russia.
[01:48:53.600 --> 01:48:55.040]  And that's how you cover up for Israel.
[01:48:55.280 --> 01:48:57.840]  Benjamin Danyah, who blew up the World Trade Center and Building 7.
[01:48:57.920 --> 01:48:58.800]  That's how he cover up.
[01:48:59.040 --> 01:49:00.240]  But see, you're little kids.
[01:49:00.400 --> 01:49:01.440]  You want to feel powerful.
[01:49:01.680 --> 01:49:03.120]  So you just say, I work for Israel.
[01:49:03.280 --> 01:49:05.440]  That's why you're discredited, and it's why you're idiots.
[01:49:05.760 --> 01:49:06.080]  Boom.
[01:49:06.240 --> 01:49:06.880]  Does that make sense?
[01:49:07.120 --> 01:49:10.880]  So this whole, this whole, oh my God, there was a fire this week down the street.
[01:49:11.040 --> 01:49:12.160]  Jews, Jews.
[01:49:12.400 --> 01:49:15.760]  The point is, is that all these big governments do evil, bad stuff.
[01:49:16.000 --> 01:49:20.160]  And that's why the Nazis were mad because they want to ascribe that only Israel can do evil stuff.
[01:49:20.400 --> 01:49:21.200]  And I'm sorry.
[01:49:21.360 --> 01:49:23.200]  The Jews ain't got a monopoly on evil folks.
[01:49:23.280 --> 01:49:25.120]  Let's just stop lying to ourselves.
[01:49:25.760 --> 01:49:26.640]  Well, fuck me.
[01:49:26.880 --> 01:49:27.440]  That was awesome.
[01:49:27.600 --> 01:49:28.480]  You think it was a good interview?
[01:49:28.640 --> 01:49:28.880]  That was great.
[01:49:29.120 --> 01:49:29.760]  Kind of round up today.
[01:49:30.160 --> 01:49:30.400]  That was great.
[01:49:30.480 --> 01:49:32.400]  We're going to come back and do a 9-11 one soon.
[01:49:32.960 --> 01:49:33.760]  You want to do that?
[01:49:34.080 --> 01:49:34.560]  I'll do it.
[01:49:34.640 --> 01:49:34.960]  You know what?
[01:49:35.040 --> 01:49:36.000]  I've asked the crew to do it.
[01:49:36.080 --> 01:49:36.960]  They're overwhelmed.
[01:49:37.280 --> 01:49:40.320]  Everything we've got until about 2009, we've got.
[01:49:40.880 --> 01:49:47.120]  But even some of the most powerful stuff, because most of them, I was interviewing them like 96, 97, 98, 99, 2000.
[01:49:47.200 --> 01:49:49.200]  And they were all, I mean, I think Moore died.
[01:49:49.520 --> 01:49:51.600]  Look up when Tom, come on, look at when Thomas Moore died.
[01:49:52.320 --> 01:49:54.160]  I think he died like 2001 or something.
[01:49:54.480 --> 01:49:58.240]  I mean, these guys, what was weird is, I didn't realize I wasn't sophisticated then.
[01:49:58.960 --> 01:50:03.600]  There was a Newsmax back then was hardcore.
[01:50:03.760 --> 01:50:05.520]  They were all writers except for Newsmax.
[01:50:05.840 --> 01:50:08.240]  So they were like, hey, you want this guest?
[01:50:08.400 --> 01:50:08.960]  Hey, you want that guest?
[01:50:09.040 --> 01:50:11.440]  But all these old guys were like literally coming on right before they died.
[01:50:12.080 --> 01:50:14.160]  Sometimes I wonder they were in the hospital.
[01:50:14.800 --> 01:50:15.200]  There it is.
[01:50:15.280 --> 01:50:16.320]  When you die.
[01:50:20.560 --> 01:50:22.400]  No, that's another Thomas Moore.
[01:50:24.720 --> 01:50:26.480]  Admiral Thomas Moore.
[01:50:27.760 --> 01:50:29.280]  Admiral Thomas More.
[01:50:30.880 --> 01:50:33.280]  He died like 25 years ago.
[01:50:34.560 --> 01:50:34.640]  Yeah.
[01:50:34.800 --> 01:50:35.200]  21.
[01:50:35.440 --> 01:50:36.960]  Yeah, Chad tweet.
[01:50:37.200 --> 01:50:38.000]  About 2004.
[01:50:38.160 --> 01:50:38.880]  Oh, 2004.
[01:50:39.040 --> 01:50:40.240]  Yeah, right on top of you.
[01:50:40.480 --> 01:50:44.240]  So the point is, is that we need to get those interviews.
[01:50:44.480 --> 01:50:44.720]  Yeah.
[01:50:45.360 --> 01:50:46.800]  I've asked listeners to do this.
[01:50:47.440 --> 01:50:49.760]  Chase Geyser got an archive of it.
[01:50:50.080 --> 01:50:50.800]  I need to call him.
[01:50:51.120 --> 01:50:51.920]  He posted it somewhere.
[01:50:52.000 --> 01:50:55.200]  We've got to get, because we have to crowdsource this.
[01:50:55.440 --> 01:50:56.480]  I mean, I have a small crew now.
[01:50:56.560 --> 01:50:57.680]  They crush us down to almost nothing.
[01:50:57.760 --> 01:50:58.640]  I said like 80 employees.
[01:50:58.720 --> 01:50:59.520]  I got like 40 now.
[01:50:59.840 --> 01:51:01.760]  Like a janitor and customer service.
[01:51:01.840 --> 01:51:04.320]  And so production, like 15 people for all the shows.
[01:51:04.640 --> 01:51:09.600]  We do like four or five shows, but we need people to go in and like get stuff like that.
[01:51:09.760 --> 01:51:10.000]  Yeah.
[01:51:10.240 --> 01:51:13.680]  I mean, because there is so much stuff like this that is just historic.
[01:51:14.000 --> 01:51:14.320]  Yeah.
[01:51:15.280 --> 01:51:17.360]  Well, thank you so much for coming on, brother.
[01:51:19.280 --> 01:51:22.560]  Dude, it's so incredible to listen to you fucking talk about all this stuff.
[01:51:22.800 --> 01:51:24.080]  Well, I'm sorry I babbled so much.
[01:51:24.320 --> 01:51:25.360]  No, I love so much.
[01:51:25.920 --> 01:51:26.800]  I want to let you go.
[01:51:26.960 --> 01:51:27.600]  Like, just go.
[01:51:27.760 --> 01:51:29.120]  That's why I love bringing you on.
[01:51:29.440 --> 01:51:31.920]  Like, let you just like fucking run, dude.
[01:51:32.080 --> 01:51:33.200]  And like, just go.
[01:51:33.840 --> 01:51:36.240]  Well, I hope you, I know you edit your own show and you did a great job.
[01:51:36.320 --> 01:51:37.120]  I watch it all the time.
[01:51:37.440 --> 01:51:43.280]  Hope you give this to Rob there or the crew because he can sit there because he has such a huge knowledge, been working for me 16 years.
[01:51:43.760 --> 01:51:45.120]  He'll know where all this stuff is.
[01:51:45.600 --> 01:51:47.440]  He can just throw a small clip in right there.
[01:51:47.920 --> 01:51:50.320]  He can have it ready in a couple days because it'll take it to a whole other level.
[01:51:50.400 --> 01:51:52.160]  Because it's one thing to hear me say all this.
[01:51:53.120 --> 01:51:56.880]  What you have to do, he'll probably find more, you know, those guys, and it'll like freak people out.
[01:51:56.960 --> 01:51:57.760]  They're like, whoa, you know?
[01:51:58.000 --> 01:51:59.120]  Yeah, we'll give this to Rob.
[01:51:59.440 --> 01:52:00.560]  Yeah, fantastic.
[01:52:00.640 --> 01:52:02.640]  And just separately, you asked when we're being shut down.
[01:52:02.800 --> 01:52:04.480]  It could be Monday, could be two weeks, three weeks.
[01:52:04.640 --> 01:52:08.720]  But now I'm at peace with it because it's been a corrupt process.
[01:52:08.880 --> 01:52:09.360]  We fought him.
[01:52:09.440 --> 01:52:10.560]  We exposed them in the process.
[01:52:10.880 --> 01:52:12.080]  New stuff's about to happen.
[01:52:12.320 --> 01:52:15.440]  I don't own the Alex Showstore.com, so they can't shut that down.
[01:52:15.760 --> 01:52:17.840]  That's got the best supplements, t-shirts, all of it.
[01:52:18.080 --> 01:52:19.840]  That's funding the new thing we're doing.
[01:52:20.160 --> 01:52:23.840]  And so much, you know, very, very exciting things happening there.
[01:52:24.160 --> 01:52:26.480]  And so I just thank people for their support, their word of mouth.
[01:52:26.720 --> 01:52:29.120]  And thank you so much, Sean, for helping get me back in shape.
[01:52:29.360 --> 01:52:29.920]  Thank you, brother.
[01:52:30.000 --> 01:52:31.280]  I appreciate you for coming on.
[01:52:31.600 --> 01:52:34.960]  And I'll end it with still no Epstein list.
[01:52:37.520 --> 01:52:40.240]  So all you know is chaos we've been talking about.
[01:52:40.560 --> 01:52:41.520]  Still no Epstein list.
[01:52:41.680 --> 01:52:43.120]  And you know who's over not releasing it?
[01:52:43.840 --> 01:52:44.640]  Todd Blanche.
[01:52:44.800 --> 01:52:45.600]  Oh, that's weird.
[01:52:45.760 --> 01:52:49.600]  The guy that went and interviewed Gisling Maxwell and then put her in a minimum security prison, the best in the country?
[01:52:49.840 --> 01:52:50.000]  Yeah.
[01:52:50.640 --> 01:52:51.520]  He's a nice man.
[01:52:52.160 --> 01:52:52.320]  Yeah.
[01:52:53.120 --> 01:52:54.720]  And he's Trump's right-hand man right now.
[01:52:54.960 --> 01:52:56.000]  So, anyways.
[01:52:56.240 --> 01:52:57.360]  Yeah, that implicates Trump.
[01:52:57.520 --> 01:53:04.320]  I mean, here's the deal: they had that high-level whistleblower that was the head of the case the first five years that they caught on tech going, no, Trump's not involved.
[01:53:05.200 --> 01:53:06.000]  Which we already know.
[01:53:06.320 --> 01:53:06.960]  But it doesn't matter.
[01:53:07.120 --> 01:53:12.400]  After the fact, he's been convinced for the CIA and Massad, who are both involved, to cover it up.
[01:53:12.560 --> 01:53:12.880]  Yeah.
[01:53:13.200 --> 01:53:14.880]  And so, and who is there?
[01:53:15.040 --> 01:53:15.840]  Todd Blanche.
