[00:00:00.069 --> 00:00:01.609]  Threat to America.
[02:53:42.088 --> 02:53:44.350]  And we're sitting there barbecuing or whatever, hanging out.
[02:53:44.370 --> 02:53:46.632]  And they're like, yeah, we got a report of fireworks.
[02:53:46.672 --> 02:53:47.592]  We're just going, uh-huh.
[02:53:48.293 --> 02:53:50.195]  My parents have a fire pit out there by the pool.
[02:53:50.675 --> 02:53:52.397]  We're just like, no, we're not shooting fireworks off.
[02:53:55.619 --> 02:53:58.382]  But that's the country we live in.
[02:53:59.182 --> 02:54:00.644]  So, so much of it is
[02:54:05.163 --> 02:54:12.905]  Used to, you'd have a family unit in a tribe, and if some man beat up a woman bad, the brother or the father would come over and deal with him.
[02:54:14.206 --> 02:54:15.606]  We don't have families like that anymore.
[02:54:15.966 --> 02:54:17.607]  We have men in uniforms that show up.
[02:54:19.107 --> 02:54:23.208]  And I like how the guy points out, why don't you go knock on all the doors?
[02:54:24.709 --> 02:54:29.370]  Because I've already dealt with this with these neighbors that like to call the police the drop of a hat.
[02:54:31.531 --> 02:54:34.692]  Out in the country, where I've got a place for my family.
[02:54:37.921 --> 02:54:44.245]  All my neighbors have had the police called on them, including myself, but they didn't know who was doing it, so they drove by.
[02:54:44.265 --> 02:54:46.066]  I was going somewhere, so I didn't talk to them.
[02:54:46.706 --> 02:55:03.557]  If you shoot a rifle or shotgun on your own property, all these Californians, we've talked to the neighbors, they're all Californians, I've been back there shooting a shotgun before with my children in the middle of the country, and I hear screaming 300 yards away down the creek with a woman and children running.
[02:55:04.636 --> 02:55:10.140]  And I'm shooting a shotgun the opposite direction, into a clay embankment, shooting targets with my children, a 410.
[02:55:11.201 --> 02:55:12.361]  And I hear, they're shooting!
[02:55:12.662 --> 02:55:12.782]  Ah!
[02:55:13.482 --> 02:55:13.622]  Ah!
[02:55:13.903 --> 02:55:14.183]  Ah!
[02:55:14.243 --> 02:55:19.346]  I mean, 300 yards away, like screaming bloody murder, running up the hill, hyperventilating.
[02:55:22.248 --> 02:55:25.291]  A lot of this is just the degeneration of society.
[02:55:26.391 --> 02:55:28.653]  And just the absolute mindlessness of it.
[02:55:29.614 --> 02:55:29.814]  But,
[02:55:31.465 --> 02:55:34.847]  You can err on the side of, yeah, let the cops come in, let the cops do whatever they want.
[02:55:35.227 --> 02:55:37.809]  That will always turn into a nightmare, that's all I'm saying.
[02:55:38.829 --> 02:55:43.332]  Like it's been known for a long time, the cops want to search your house without a warrant, they claim a 911 call came in.
[02:55:44.332 --> 02:55:47.314]  There's just a lot of this stuff going on and it's got to be dealt with.
[02:55:47.594 --> 02:55:48.815]  That's my only point on that front.
[02:55:49.035 --> 02:55:52.317]  I want to go to George and Gary with a little bit of overdrive if we need to, to talk to them.
[02:55:53.578 --> 02:55:57.140]  Before I go any further, please remember this entire broadcast is listener supported.
[02:55:57.480 --> 02:56:00.302]  The nightly news, the documentary films, the special reports,
[02:56:01.874 --> 02:56:04.699]  The magazine, the reporters going around the country and the world.
[02:56:05.881 --> 02:56:06.822]  Everything we do.
[02:56:06.883 --> 02:56:09.827]  The news websites, the studios, everything.
[02:56:10.916 --> 02:56:30.200]  So we bring you the highest quality supplements, water filtration, pro-gun, pro-liberty t-shirts, ball caps, belt buckles, InfoWarsStore.com, InfoWarsLife.com for the high quality supplements, the super male vitality, the super female vitality.
[02:56:30.220 --> 02:56:31.840]  I mean, it's the best stuff out there in my view.
[02:56:32.181 --> 02:56:32.941]  Nothing else like it.
[02:56:33.721 --> 02:56:37.482]  The Occupower, the Survival Shield X2, nascent iodine.
[02:56:37.502 --> 02:56:38.522]  You've heard the rave reviews.
[02:56:39.929 --> 02:56:40.690]  Take the challenge.
[02:56:40.830 --> 02:56:42.191]  Buy a couple bottles of supplements.
[02:56:42.231 --> 02:56:43.152]  See what it does for you.
[02:56:43.553 --> 02:56:46.256]  Talk to your physician or healthcare provider if you've got any questions.
[02:56:46.856 --> 02:56:47.797]  Give us a call.
[02:56:47.817 --> 02:56:48.198]  It's all free.
[02:56:48.218 --> 02:56:49.239]  We can answer all your questions.
[02:56:49.579 --> 02:56:51.001]  Tell you about any of the specials we're running.
[02:56:51.021 --> 02:56:51.461]  888-253-3139.
[02:56:51.481 --> 02:56:51.601]  888-253-3139.
[02:56:51.681 --> 02:56:53.764]  And also spread the word about our AM and FM affiliates.
[02:57:01.715 --> 02:57:02.095]  We're good to go.
[02:57:17.309 --> 02:57:22.173]  I thought of three possible solutions to getting these globalists and throwing them back.
[02:57:22.494 --> 02:57:25.496]  I call my first suggestion, lob back the grenades.
[02:57:26.377 --> 02:57:32.622]  Basically taking all their incidents, say like the border situation, and making it a major incident and combining things.
[02:57:32.682 --> 02:57:35.465]  Take the vets, take the Tea Party and people like that.
[02:57:35.485 --> 02:57:40.189]  They call us all, put on the special list, let's all go down to the border, have a party,
[02:57:41.009 --> 02:57:50.452]  And basically seal up the border and all the gun people at the border will have a gun show, a barbecue, and maybe some sort of, you know, concert or something like that.
[02:57:50.812 --> 02:57:51.953]  Make a big thing of it.
[02:57:51.993 --> 02:57:58.275]  Get hundreds of thousands of people to get down there and show that 80% of the people, it's the number one issue in the country.
[02:57:58.295 --> 02:57:59.415]  That's the first suggestion.
[02:57:59.535 --> 02:58:00.416]  It's a great idea.
[02:58:00.436 --> 02:58:01.996]  You gotta stop the infiltrators.
[02:58:02.016 --> 02:58:04.297]  They'll try to provocateur, but yeah.
[02:58:05.704 --> 02:58:08.446]  A second point may be calling Operation Break the Bubble.
[02:58:08.486 --> 02:58:14.090]  Most of these globalists are in their little bubble because they don't have any reaction from these situations.
[02:58:14.111 --> 02:58:16.612]  What we should do is, I suggest... Hold on, stay there, George.
[02:58:16.652 --> 02:58:17.293]  This is genius.
[02:58:17.313 --> 02:58:18.174]  I want to come back to you.
[02:58:18.914 --> 02:58:19.515]  Yeah, no.
[02:58:19.855 --> 02:58:34.726]  Go to their businesses, go to their houses, go to their public events, get tickets to their speaking events, and get in their face, make them uncomfortable, let them know you're aware of their program, and let everybody else be aware so that when all this stuff comes down, they get the blame.
[02:58:35.026 --> 02:58:39.229]  They're not going to escape Nuremberg 2, not George Soros, not Hillary Clinton.
[02:58:39.469 --> 02:58:43.152]  When Al Qaeda attacks Benghazi, Libya, they did this.
[02:58:43.232 --> 02:58:46.174]  Obama and the globalists launched Libya.
[02:58:46.214 --> 02:58:48.396]  Now Al Qaeda is running around murdering everybody.
[02:58:48.776 --> 02:58:49.677]  They need to pay for it.
[02:58:52.290 --> 02:58:53.350]  In the near future.
[02:58:53.630 --> 02:58:57.792]  When you realize how fake it all is, the football, the basketball.
[02:58:58.132 --> 02:58:59.172]  Security alert.
[02:58:59.352 --> 02:59:01.113]  This is Homeland Security.
[02:59:01.373 --> 02:59:04.914]  Analysis, info wars, building, independent media operations.
[02:59:04.934 --> 02:59:07.875]  You let the worst people get controlled and tell us that we
[02:59:07.875 --> 02:59:09.898]  We are the ones responsible.
[02:59:09.938 --> 02:59:10.859]  Crime Directive.
[02:59:10.979 --> 02:59:12.281]  Discredit Alex Jones.
[02:59:12.501 --> 02:59:15.325]  Jones is the wildly popular conspiracy theorist.
[02:59:15.385 --> 02:59:18.429]  A popular conspiracy theory talk show called Info Wars.
[02:59:18.629 --> 02:59:20.852]  Alex Jones is now in an Austin jail.
[02:59:20.932 --> 02:59:22.434]  These people are assaulting us.
[02:59:22.474 --> 02:59:24.777]  Targeting of patriots engaged.
[02:59:25.277 --> 02:59:26.939]  They're never going to stop.
[02:59:27.219 --> 02:59:30.883]  They're never going to deviate from their program until we stop them.
[02:59:30.903 --> 02:59:37.529]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[02:59:38.210 --> 02:59:42.595]  Intellectually, it's begun and you can feel it.
[02:59:51.812 --> 02:59:54.694]  Coast to Coast, direct from Austin.
[02:59:55.415 --> 02:59:58.617]  You're listening to the Alex Jones Broadcasting Network.
[03:00:06.909 --> 03:00:07.550]  Big Brother.
[03:00:08.210 --> 03:00:09.231]  Mainstream media.
[03:00:09.972 --> 03:00:11.073]  Government cover-ups.
[03:00:11.733 --> 03:00:12.554]  You want answers?
[03:00:13.335 --> 03:00:14.276]  Well, so does he.
[03:00:14.876 --> 03:00:18.499]  He's Alex Jones on the GCN Radio Network.
[03:00:19.060 --> 03:00:23.163]  And now, live from Austin, Texas, Alex Jones.
[03:00:25.465 --> 03:00:27.027]  I love this headline confusion.
[03:00:27.387 --> 03:00:33.232]  Congressional Black Caucus campaign against militarized police equipment after voting for it in June.
[03:00:34.593 --> 03:00:40.497]  More schools across the country are kicking Michelle Obama's program out.
[03:00:41.458 --> 03:00:43.299]  Obama, her school lunch program.
[03:00:43.659 --> 03:00:46.041]  Obama says we will not be intimidated by ISIS.
[03:00:46.101 --> 03:00:47.161]  What a joke, folks.
[03:00:48.642 --> 03:00:49.963]  The globalists helped create it.
[03:00:50.003 --> 03:00:51.084]  It's just so sick.
[03:00:51.804 --> 03:00:53.205]  That's some of the stuff up on Drudge.
[03:00:53.225 --> 03:00:56.587]  A lot of new headlines up on Infowars.com as well.
[03:00:57.768 --> 03:00:59.950]  George in Connecticut, you were bringing up solutions.
[03:01:01.270 --> 03:01:03.272]  Go ahead and recap that second one you were getting to.
[03:01:04.093 --> 03:01:30.890]  Yeah, the operation Break the Bubble from these globalists, because once they feel that they are basically people who know who they are, what they're doing, like you said, go to their office, things like that, but other things, find out their fax numbers, whether it's their business or whatever, send them postcards from all around the world so they know that they're being attacked, or not attacked, but are basically being noticed from around the world so that it's not just our country, so there's nowhere they can go
[03:01:31.510 --> 03:01:34.272]  Yeah, they want us to know they're watching us, we're watching them.
[03:01:35.053 --> 03:01:35.353]  Right.
[03:01:36.034 --> 03:01:56.751]  And then the third point I'm calling drone the trees and basically maybe make a $100 reward for using these pro cameras with a drone going over these places where they collect these illegals and stuff or any sort of illegal operation that the globalists are doing and then record it so that it becomes a major issue.
[03:01:59.056 --> 03:01:59.517]  Absolutely.
[03:01:59.557 --> 03:02:00.518]  Record everything.
[03:02:00.558 --> 03:02:01.659]  Become your own press.
[03:02:02.120 --> 03:02:05.784]  Confront globalists, congresspeople, you name it, when they're out in their districts.
[03:02:06.164 --> 03:02:07.266]  Call into talk radio.
[03:02:07.286 --> 03:02:10.449]  Just make the focus being free and fighting this tyranny.
[03:02:10.890 --> 03:02:12.211]  You'll meet like-minded people.
[03:02:12.592 --> 03:02:13.313]  It's fulfilling.
[03:02:13.613 --> 03:02:15.295]  It's not exhausting to be involved.
[03:02:15.676 --> 03:02:16.496]  It's empowering.
[03:02:17.017 --> 03:02:19.819]  They've sold the idea that being informed, being involved is boring.
[03:02:20.239 --> 03:02:20.500]  No!
[03:02:20.900 --> 03:02:24.883]  The animating contest of liberty that Jefferson called it, here's what it is to be alive.
[03:02:24.923 --> 03:02:25.723]  God bless you, George.
[03:02:26.044 --> 03:02:27.445]  Last caller, thanks for calling.
[03:02:27.825 --> 03:02:29.086]  Gary in Texas.
[03:02:30.467 --> 03:02:31.748]  Yes, Alex, hi.
[03:02:31.848 --> 03:02:33.209]  I'm a first-time caller.
[03:02:33.289 --> 03:02:33.609]  Welcome.
[03:02:35.110 --> 03:02:36.972]  Are you familiar with Richard Day?
[03:02:38.293 --> 03:02:38.893]  It rings a bell.
[03:02:38.953 --> 03:02:39.674]  Who is he again?
[03:02:40.915 --> 03:02:42.836]  From the Rockefeller Planned Parenthood.
[03:02:43.657 --> 03:02:45.198]  Oh yeah, I think I've had him on the show.
[03:02:46.533 --> 03:02:48.213]  Correct, well he's now deceased.
[03:02:48.554 --> 03:02:48.974]  Oh really?
[03:02:49.274 --> 03:02:50.654]  Um, yes.
[03:02:52.315 --> 03:02:53.435]  Let me explain something, okay?
[03:02:53.495 --> 03:02:57.476]  They all talked about all this stuff that's coming out now.
[03:02:58.076 --> 03:02:58.196]  In 1969.
[03:03:00.257 --> 03:03:01.877]  They talked about a global police state.
[03:03:02.677 --> 03:03:03.917]  They talked about terrorism.
[03:03:04.838 --> 03:03:07.238]  Uh, MI6, Mossad, CIA.
[03:03:09.599 --> 03:03:11.179]  So all of this is coming true now.
[03:03:11.980 --> 03:03:13.440]  They also talked about using
[03:03:14.088 --> 03:03:16.491]  Nuclear bombs to convince people we mean business.
[03:03:21.156 --> 03:03:23.038]  Yeah, well, recap Richard Day.
[03:03:23.759 --> 03:03:26.161]  Was he the guy in Colorado who was in some of their meetings?
[03:03:28.364 --> 03:03:29.325]  Pittsburgh, actually.
[03:03:29.345 --> 03:03:32.068]  The Pediatric Society?
[03:03:32.568 --> 03:03:32.849]  Yeah.
[03:03:34.470 --> 03:03:34.611]  Yeah.
[03:03:35.530 --> 03:03:40.791]  There were a lot of doctors and scientists that got brought into these meetings, because that's who they recruit.
[03:03:41.291 --> 03:03:46.612]  They tried to recruit my dad at UT, because he was at the top of his class, right out of high school.
