[00:00:00.109 --> 00:00:00.550]  Big Brother!
[02:37:50.031 --> 02:37:52.934]  But still sometimes they actually go back to the old propaganda and say it doesn't exist.
[02:37:53.455 --> 02:37:58.600]  But the point is we forced them to admit they exist and that they're the authors of what's happening.
[02:37:58.760 --> 02:38:04.807]  Because see, they don't want you to know they exist so as things get bad you know that they did it because they're going to pose as the saviors.
[02:38:05.227 --> 02:38:06.488]  We expose who's behind it.
[02:38:06.568 --> 02:38:07.710]  We expose who they are.
[02:38:08.090 --> 02:38:09.371]  We expose their agenda.
[02:38:09.612 --> 02:38:11.333]  We expose the plan they're setting up.
[02:38:12.154 --> 02:38:17.837]  Then they're never going to get away with it, because as the fruits of their tyranny come in, they're going to get the blame.
[02:38:17.917 --> 02:38:19.818]  So, exposure comes first.
[02:38:19.838 --> 02:38:25.902]  I'm going to give you the floor for the next 12 minutes of this segment, and then a six-minute segment after that, editor of New American Magazine.
[02:38:25.922 --> 02:38:36.548]  But I wanted to just quote from history how key this exposure is that you and others have been part of, and that thanks to our forebearers that did this,
[02:38:37.967 --> 02:38:42.610]  We now have a fighting chance to expose what they've been doing behind the curtain.
[02:38:42.650 --> 02:38:43.450]  William F. Jasper.
[02:38:45.091 --> 02:39:02.521]  Well Alex, there is so much to cover and I jumped on the Federal Reserve just because less than 24 hours ago that major, major keystone of this whole conspiracy was really put in the headlights for a moment.
[02:39:03.321 --> 02:39:13.085]  And we need to keep the spotlight on that because this is one of the eyes of the octopus rather than the tentacles.
[02:39:13.846 --> 02:39:21.229]  And as you pointed out, Jekyll Island, this was 100 years ago when we had the meeting, the secret meeting at Jekyll Island.
[02:39:21.289 --> 02:39:29.933]  Now, if you go to Jekyll Island today and you can take the tour, they will actually, the tour guide will explain that, yes,
[02:39:30.313 --> 02:39:34.570]  All these Wall Street representatives of JP Morgan and
[02:39:35.982 --> 02:39:38.785]  And Rothschild, one I've met here in secret.
[02:39:38.825 --> 02:39:40.026]  They all had assumed names.
[02:39:40.066 --> 02:39:41.427]  They came on secret trains.
[02:39:41.487 --> 02:39:50.295]  They didn't acknowledge each other because this was all a secret operation to bring this Federal Reserve into existence.
[02:39:51.276 --> 02:39:57.082]  They admit that at the famous site at the hotel where this took place.
[02:39:57.702 --> 02:40:01.666]  And the Federal Reserve historians themselves now admit that.
[02:40:02.006 --> 02:40:10.830]  They say, well, this was necessary for the greater good in order to create this institution which was going to protect us from booms and bust cycles, etc.
[02:40:11.271 --> 02:40:14.752]  And of course now we have a hundred year history to judge it on.
[02:40:15.453 --> 02:40:23.317]  And this past decade, this past five years to judge it on, where we've seen the greatest transfer of wealth
[02:40:24.017 --> 02:40:27.119]  Shouldn't just call it trans, we should call it robbery for what it is.
[02:40:28.080 --> 02:40:37.326]  You know when General Inspector of the Federal Reserve Coleman, Elizabeth Coleman I believe her name is, testified in 2009.
[02:40:37.626 --> 02:40:42.029]  You may recall, I'm sure you've run that testimony, that YouTube testimony.
[02:40:42.430 --> 02:40:43.450]  She was asked by
[02:40:45.163 --> 02:40:45.524]  I don't
[02:41:02.083 --> 02:41:19.815]  Question after question while we are conducting a high-level review It was it was complete blah blah yada yada to the United States Congress, which is supposed to be supervising this Congress created the Federal Reserve and Basically gave them now.
[02:41:20.355 --> 02:41:31.683]  We've been pointing out for years This is a very important a very important point is that this institution is very much a communist Marxist style institution
[02:41:32.063 --> 02:41:41.169]  It's the plank number four of the Communist Manifesto, creating a central bank in the hands of the government, which will control currency and credit.
[02:41:42.390 --> 02:41:43.471]  That's a communist feature.
[02:41:43.531 --> 02:41:44.952]  It's not a capitalist feature.
[02:41:45.292 --> 02:41:52.377]  True capitalism, if Wall Street people really are true capitalism, they believe in a free enterprise.
[02:41:52.877 --> 02:42:05.563]  And people freely assuming, letting the market decide what the interest rates will be, how much capital will be available for loans, not having the government come in and dictate that.
[02:42:05.883 --> 02:42:10.385]  That command economy is thoroughly totalitarian, communistic.
[02:42:10.965 --> 02:42:14.887]  And so this is where we get into this whole issue of convergence.
[02:42:14.947 --> 02:42:15.807]  What we see is that
[02:42:17.248 --> 02:42:34.877]  For the past century, since the Federal Reserve was established, the insiders, the big Wall Street bankers, have been working hand-in-hand with communist and socialist movements throughout the world to centralize, cartelize, concentrate power.
[02:42:35.438 --> 02:42:41.661]  That's the main feature that you see in every totalitarian government, the concentration and centralization of power.
[02:42:41.701 --> 02:42:42.121]  We're good to go.
[02:43:01.239 --> 02:43:14.467]  Now it's expanded a whole plethora of various other groups from the Brookings Institution, the Aspen Institution, and various other groups, Trilateral Commission, to coordinate these activities.
[02:43:14.567 --> 02:43:24.913]  But you'll see in the Federal Reserve, the Treasury Department, the Department of State, Department of War, which became the Department of Defense, and all of the other major cabinet
[02:43:26.434 --> 02:43:28.997]  I just published an article on the New American just shortly before I
[02:43:43.091 --> 02:43:47.033]  I came on the program here about the Yellen vote yesterday.
[02:43:47.173 --> 02:43:53.377]  Janet Yellen, member of the Council on Foreign Relations, made chairman of the Federal Reserve Board.
[02:43:53.737 --> 02:44:03.963]  Now the next person up for vote, he hasn't been officially put forward yet, but all the establishment is saying he's going to be the vice chairman, is Stanley Fisher.
[02:44:04.643 --> 02:44:07.204]  Remember the Council on Foreign Relations for a long time.
[02:44:07.244 --> 02:44:20.866]  In fact, now he just stepped down as chairman of the Bank of Israel to come back to the United States in September and was made a senior fellow at the Council on Foreign Relations.
[02:44:20.886 --> 02:44:24.907]  And that was one of the first clues that he was going to be the next one.
[02:44:25.187 --> 02:44:29.568]  And then Obama hired the new top economist last year who was the Marxist
[02:44:30.769 --> 02:44:32.810]  head economist over in France.
[02:44:32.870 --> 02:44:38.455]  This is globalism, where people from Israel, France, you name it, are here openly running our country.
[02:44:38.516 --> 02:44:44.901]  Obama became the head of the UN Security Council a few years ago, violating Article 1, Section 9.
[02:44:45.482 --> 02:44:49.826]  It's the flaunting, and that's why I got you here today, and I know I digressed in other things as well.
[02:44:50.286 --> 02:44:55.351]  I want to talk about convergence, because, you know, we were talking about all these secret treaties being ratified right now.
[02:44:55.971 --> 02:45:01.154]  But when you talk about convergence, how they then bring all this together, because that's so central.
[02:45:01.194 --> 02:45:10.500]  But it's also important to understand, in the ten planks, they have an income tax and a private central bank to control the winners and losers.
[02:45:11.340 --> 02:45:13.441]  And people go, why are the ultra-rich for communism?
[02:45:13.802 --> 02:45:18.885]  They make us communists and have no rights as slaves and, oh, communalize our wealth.
[02:45:19.725 --> 02:45:26.889]  But then meanwhile, they're always exempt offshore, literally making us colonies.
[02:45:26.969 --> 02:45:34.033]  So globalists create communist structures as their plantation colonies to then extract the wealth.
[02:45:35.173 --> 02:45:42.239]  Again, number five, central bank, centralized credit, and then they also have an income tax, public school.
[02:45:42.580 --> 02:45:47.944]  I mean, we are, for all intents and purposes, a communist, quasi-fascist state.
[02:45:47.984 --> 02:45:49.626]  But let's get into convergence.
[02:45:50.438 --> 02:46:18.610]  Well, in order to discuss that, because we could end up ranging far afield and I might neglect it, I have to bring up, because I would like to, I'm sure you've brought it up many times, but in order to really understand convergence, which means the melding together of the so-called capitalist West with the communist East and the socialist middle ground of Europe.
[02:46:19.410 --> 02:46:31.476]  And this has been underway for a long time, and one of the first big revelations on this came out, and you can find it on the internet.
[02:46:31.516 --> 02:46:33.197]  I'm sure you have it on your website.
[02:46:33.377 --> 02:46:34.457]  We have it on our website.
[02:46:35.358 --> 02:46:44.242]  Norman Dodd was an investigator for the Congressional Committee investigation of the tax-exempt foundations.
[02:46:45.563 --> 02:46:47.944]  The Rockefeller Foundation, Ford Foundation,
[02:46:49.415 --> 02:46:49.756]  I don't
[02:47:08.099 --> 02:47:08.360]  I think?
[02:47:24.375 --> 02:47:34.420]  People were objecting to this and saying, how come these guys have tax exemption and they're funding all of these political programs, particularly ones that are subversive and that are anti-American?
[02:47:34.520 --> 02:47:47.586]  So, Congress held a number of investigations, but during the recent investigations, Norman Dodd was their chief investigator, and he and his investigators went to all the different foundations.
[02:47:47.646 --> 02:47:50.708]  But in one of his visits with the president of the Ford Foundation,
[02:47:50.908 --> 02:47:56.130]  Council on Foreign Relations member Rowan Gaither, he had this astounding revelation.
[02:47:56.170 --> 02:48:05.434]  This is one of those things like when Goldfinger tells James Bond, you know, he comes out and just has to gloat and tells him what his plans are.
[02:48:06.034 --> 02:48:07.315]  We see it in the movies all the time.
[02:48:07.335 --> 02:48:08.595]  Well, this does happen in real life.
[02:48:08.655 --> 02:48:10.396]  It's happened to me on a couple of occasions.
[02:48:11.496 --> 02:48:15.218]  But in this particular case, Norman Dodd
[02:48:16.300 --> 02:48:24.167]  Was told by Ron Gaither, would you like to know what kind of instructions we're operating under here?
[02:48:24.187 --> 02:48:25.289]  And he said, well, yes, I would.
[02:48:25.329 --> 02:48:36.219]  He says, we are operating under instructions to use our grant making powers so to alter life in the United States that we can be comfortably merged with the Soviet Union.
[02:48:37.120 --> 02:48:37.320]  Well,
[02:48:38.266 --> 02:48:40.088]  Mr. Gaither was astounded.
[02:48:40.508 --> 02:48:48.756]  I mean, Mr. Dodd was astounded because he knew that's exactly what it looked like they were doing, but he never thought he'd get an admission like that.
[02:48:49.417 --> 02:48:54.842]  And so he said, well, will you say that publicly to our committee?
[02:48:54.862 --> 02:48:56.944]  And he says, we would never dream of doing that.
[02:48:57.504 --> 02:49:01.268]  So this was just a gloat off the record.
[02:49:01.288 --> 02:49:01.348]  But
[02:49:03.750 --> 02:49:07.913]  It is confirmed by the actual facts.
[02:49:07.953 --> 02:49:12.236]  This is what these foundations have been doing for decades.
[02:49:12.396 --> 02:49:17.240]  And by the way, I've had globalists as a so-called, you know, talk show host.
[02:49:18.301 --> 02:49:21.023]  I can say whatever I want and, you know, give my punditry.
[02:49:21.043 --> 02:49:27.067]  But as a journalist, I have to, when somebody says this is off record, unless it's openly illegal, I have to keep that confidence.
