[00:00:00.009 --> 00:00:02.093]  Host, direct from Austin.
[02:48:47.325 --> 02:48:49.686]  Do you think they're moving fast because they see us gaining ground?
[02:48:49.726 --> 02:49:00.993]  Or why do you think they're coming out of the sicko closet with the pedophilia and the state owns your kids and we're gonna take your 11 year old to have an abortion even if you don't want it?
[02:49:01.033 --> 02:49:03.195]  I mean, why are they doing this, Reverend?
[02:49:03.775 --> 02:49:07.879]  It's shockingly, so I have to believe it's evil's deadline.
[02:49:08.359 --> 02:49:14.445]  That I can't see humans being that galvanized and that strategic.
[02:49:14.825 --> 02:49:23.773]  It's almost like it is pure evil as if it knows something that we don't and that we must get this nation to succumb.
[02:49:23.873 --> 02:49:26.876]  If this nation succumbs, they basically have the world.
[02:49:27.617 --> 02:49:34.483]  If the Christians in America fold, they will fold, in their mindset, it will fold globally.
[02:49:34.903 --> 02:49:38.006]  So we have to understand, we are at that point.
[02:49:38.086 --> 02:49:39.347]  We're at the crossroads.
[02:49:40.228 --> 02:49:43.451]  Once again, you're mentioning so many fronts.
[02:49:44.051 --> 02:49:44.732]  The schools.
[02:49:45.052 --> 02:49:51.857]  Most of your listeners, I don't believe, know that they are already conditioning your children for pedophilia.
[02:49:52.498 --> 02:49:57.042]  There's going to be a lack of identity crisis in the African-American community.
[02:49:57.082 --> 02:50:08.791]  Can you imagine how painful and how hurtful that's going to be when there's already 70% of the homes do not have the very element that God started with first man in the house?
[02:50:09.512 --> 02:50:13.114]  And you think they're not going to have a problem with their identity?
[02:50:13.254 --> 02:50:15.736]  You think they're not going to have a problem with their sexuality?
[02:50:16.136 --> 02:50:16.777]  Absolutely!
[02:50:17.277 --> 02:50:22.641]  And the public school system feels this is the America that we are creating now.
[02:50:22.941 --> 02:50:23.882]  It's too demonic.
[02:50:24.122 --> 02:50:26.604]  There's no way in the world this could be a person.
[02:50:27.045 --> 02:50:32.008]  This is a group of people whom we probably don't ever see, no doubt.
[02:50:32.949 --> 02:50:35.631]  And I honestly believe the rollout
[02:50:36.051 --> 02:50:38.092]  It was a message from God to us.
[02:50:38.652 --> 02:50:40.053]  This is what you're agreeing to.
[02:50:40.533 --> 02:50:58.483]  I believe that the NSA and the IRS and all this being exposed, thank God for Snowden, that is being exposed, that is saying we are coming into a police state where we will not have any say so and certainly they're not going to want to hear about our religion.
[02:50:58.503 --> 02:51:00.784]  Remember, religion is the opiate of the people.
[02:51:01.767 --> 02:51:05.811]  This is the man's face who has chosen to bring this new world.
[02:51:05.851 --> 02:51:06.412]  Well said.
[02:51:06.432 --> 02:51:07.112]  Stay there, Robin.
[02:51:07.132 --> 02:51:07.993]  We're gonna come right back.
[02:51:09.955 --> 02:51:12.418]  An e-cig revolution is sweeping across the country.
[02:51:12.738 --> 02:51:14.280]  But is yours American-made?
[02:51:14.660 --> 02:51:20.786]  Vapriate e-liquid by Le Cig is manufactured in Arkansas with 100% USA-sourced ingredients.
[02:51:21.126 --> 02:51:24.049]  And when you buy American, you support local jobs.
[02:51:24.430 --> 02:51:24.770]  Vapriate
[02:51:24.790 --> 02:51:27.931]  Vapriate e-liquid by LASIG is top quality at an affordable price.
[02:51:28.211 --> 02:51:31.052]  The very principle that once drove the American economy.
[02:51:31.432 --> 02:51:34.032]  Get great taste with no ash, tar, or smoke.
[02:51:34.352 --> 02:51:38.433]  You'll be wondering why you didn't make the change to Vapriate e-liquid by LASIG a long time ago.
[02:51:38.833 --> 02:51:47.356]  LASIG.com has everything you need for beginners to the advanced vaping enthusiast with a wide variety of hardware and also imported e-liquid flavors as well.
[02:51:47.716 --> 02:51:51.777]  Plus, LASIG smokes the competition with fast, free, same-day shipping.
[02:51:52.077 --> 02:51:53.217]  Real people customer service.
[02:51:53.217 --> 02:51:53.797]  It's been
[02:52:10.391 --> 02:52:12.994]  Those who control the food control the people.
[02:52:13.214 --> 02:52:16.937]  Are you concerned about GMO foods making you sick and affecting your mind?
[02:52:17.017 --> 02:52:22.983]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[02:52:23.223 --> 02:52:26.726]  Genetically modified crops, processed foods, and toxic chemicals.
[02:52:26.766 --> 02:52:33.293]  Pro-EM1 probiotics can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
[02:52:33.393 --> 02:52:37.898]  Take back control of your health with Pro-EM1 probiotics from Terragonics.
[02:52:38.078 --> 02:52:45.125]  Pro-EM1 probiotics helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease.
[02:52:45.165 --> 02:52:45.886]  We're good.
[02:53:09.225 --> 02:53:10.887]  Introducing Pro-1.
[02:53:11.127 --> 02:53:14.650]  All of your filtration in one system, portable, on-the-go.
[02:53:14.790 --> 02:53:19.194]  No more do you have two or three filters to just reduce sodium fluoride.
[02:53:19.314 --> 02:53:25.319]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:53:25.440 --> 02:53:36.149]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[02:53:36.409 --> 02:53:42.714]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[02:53:42.915 --> 02:53:57.647]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[02:53:58.067 --> 02:54:05.834]  By the way, because of Fukushima getting unstable again and the fuel rod removal and that radioactive wave coming towards the United States, obviously the federal government has ordered 14 million dosages of the
[02:54:27.203 --> 02:54:30.324]  Medical-type iodine that protects the thyroid from radiation.
[02:54:30.764 --> 02:54:31.944]  But that's for the federal workers.
[02:54:32.004 --> 02:54:33.144]  We called them yesterday.
[02:54:33.184 --> 02:54:35.625]  The video's up on Infowars.com.
[02:54:36.325 --> 02:54:38.466]  And they hung up when we brought up Fukushima.
[02:54:38.506 --> 02:54:39.546]  It's very incriminating.
[02:54:39.566 --> 02:54:40.626]  Very scary.
[02:54:40.686 --> 02:54:42.446]  Here's some of the other headlines.
[02:54:42.546 --> 02:54:46.087]  Iran says Saudi intelligence ordered embassy bombing in Lebanon.
[02:54:46.167 --> 02:54:47.868]  Yeah, they also ordered the bombing of the Russians.
[02:54:48.308 --> 02:54:50.668]  Scientists look for evidence of time travelers on the internet.
[02:54:51.208 --> 02:54:53.929]  That's not our kind of story usually, but they're actually doing it.
[02:54:54.409 --> 02:55:00.352]  Crazed hypocrite Congressman King calls Snowden terrorist appeaser when our own government runs Al Qaeda.
[02:55:00.712 --> 02:55:02.893]  Labels New York Times an accomplice.
[02:55:03.593 --> 02:55:06.714]  Did North Korea Kim Jong Un feed his uncle to the starving dogs?
[02:55:06.754 --> 02:55:08.875]  That's the craziness of authoritarianism.
[02:55:09.196 --> 02:55:11.777]  Government official hangs up when asked about Iodine purchases.
[02:55:11.797 --> 02:55:13.377]  There's that article by Paul Joseph Watson.
[02:55:13.798 --> 02:55:15.578]  Infographic on Infowars.com.
[02:55:15.878 --> 02:55:17.399]  How to handle a police encounter.
[02:55:17.839 --> 02:55:20.881]  Now Disney can track your every move with NSA style wristbands.
[02:55:21.801 --> 02:55:27.783]  That's just some of the stories up on InfoWars.com and PrisonPlanet.com.
[02:55:28.543 --> 02:55:31.164]  And we are... I'm sorry to the other callers, I'm out of time.
[02:55:31.204 --> 02:55:33.104]  I gotta deal with some stuff with family after the show.
[02:55:33.124 --> 02:55:35.805]  Alright, go into overdrive and take your calls.
[02:55:35.825 --> 02:55:37.486]  We'll be back Sunday, 4 to 6 p.m.
[02:55:37.886 --> 02:55:40.346]  We're gonna get a final word from Reverend Shoulders here in a moment.
[02:55:41.107 --> 02:55:42.267]  But folks, here's the deal.
[02:55:42.287 --> 02:55:48.529]  I, in my gut, feel empathy when I know they're targeting black people to kill 52% of them.
[02:55:50.427 --> 02:55:56.913]  And then it makes me mad when they weaponize the black culture through MTV to make it anti-white, everything else, and to push the whole agenda.
[02:55:56.933 --> 02:55:58.214]  I mean, it's just, like, incredible.
[02:55:58.814 --> 02:56:02.698]  It's like you're trying to save people, you're trying to save yourself, and then they're taught to hate you.
[02:56:02.978 --> 02:56:08.182]  And then that makes white people think the blacks are all out to get them, and that creates the hate on the other side, which is divide and conquer.
[02:56:08.723 --> 02:56:16.750]  And just to watch these evil people, especially on MSNBC, knowingly punching buttons, following playbooks, makes me very, very angry.
[02:56:17.819 --> 02:56:21.000]  And I'm beyond anger because I want a civilization, I want a future.
[02:56:21.521 --> 02:56:27.063]  And let me tell you something folks, if they can target black people with all these secret tests and aborting them, they can do it to anybody.
[02:56:27.403 --> 02:56:28.604]  And that's why I have empathy.
[02:56:28.664 --> 02:56:34.466]  Empathy is because in your gut, in your spirit, you know what's happening to somebody else is happening to you because you're connected to them.
[02:56:34.786 --> 02:56:36.347]  And it's going to end up happening to your family.
[02:56:37.463 --> 02:56:43.384]  And so we better all come together against the New World Order and realize Barack Obama is the more effective of evils.
[02:56:43.444 --> 02:56:46.085]  He's carrying the ball for the New World Order.
[02:56:46.405 --> 02:56:48.125]  It's not that the Republican leadership's good either.
[02:56:48.665 --> 02:56:52.846]  Notice how they're going after the Tea Party, because it's got real people in it that know what's going on.
[02:56:53.366 --> 02:57:01.948]  That's why they say it's racist, because they don't want black people or anybody else to feel like they could have the American dream of a Bill of Rights, Constitution, due process.
[02:57:02.528 --> 02:57:03.708]  That's what this is about, folks.
[02:57:04.696 --> 02:57:08.020]  So I think the answer is white people need to go to the black neighborhoods.
[02:57:08.380 --> 02:57:09.982]  Black people need to go to the white neighborhoods.
[02:57:10.362 --> 02:57:13.906]  Everybody needs to start coming together for the Bill of Rights and Constitution.
[02:57:14.206 --> 02:57:15.808]  People organize themselves in groups.
[02:57:16.349 --> 02:57:19.892]  We need to organize ourselves as Christians and people that love justice.
[02:57:20.613 --> 02:57:21.875]  Final comments, Reverend Childress.
[02:57:23.336 --> 02:57:25.658]  You said it, that's right, and that's what's going to happen.
[02:57:25.718 --> 02:57:37.444]  I believe that we're going to come based on values that no longer judge anyone by the color of their skin, by the content of character, and that's all we're going to have is the same values.
[02:57:38.525 --> 02:57:42.267]  The beauty of the Tea Party is that no one perceived it.
[02:57:42.387 --> 02:57:49.571]  It birthed out of disdain for laws that were infringing upon their rights and upon their wealth and prosperity.
[02:57:51.152 --> 02:57:53.274]  It has to continue to grow.
[02:57:53.834 --> 02:58:01.060]  And unquestionably that I believe it will always come from people who have a heart for the things of God.
[02:58:01.240 --> 02:58:03.602]  I think it's something that God is waiting for.
[02:58:03.622 --> 02:58:06.184]  He did say, if my people, which are called by my name.
[02:58:06.664 --> 02:58:09.466]  And so we have to recognize we're at that point.
[02:58:09.646 --> 02:58:11.728]  Please don't wait for 2015.
[02:58:12.989 --> 02:58:13.830]  We have to do this.
[02:58:13.910 --> 02:58:15.391]  There has to be a clear
[02:58:16.343 --> 02:58:21.104]  Clarion cry this year, this year, this time, this season.
[02:58:21.244 --> 02:58:30.085]  Everyone in their spirit, everyone in their spirit has got to realize that there's dread in the air.
[02:58:30.425 --> 02:58:30.966]  And you're right.
