[00:00:00.029 --> 00:00:00.629]  It's your family.
[02:47:46.094 --> 02:47:47.795]  We've already had a lot of success.
[02:47:47.855 --> 02:47:48.516]  It's just not fast enough.
[02:47:48.536 --> 02:47:49.296]  Let's take calls.
[02:47:49.316 --> 02:47:51.517]  Up first is Rodney in Connecticut.
[02:47:51.537 --> 02:47:52.238]  Rodney, go ahead.
[02:48:15.754 --> 02:48:17.495]  Hi Alex, thanks for taking my call today.
[02:48:17.515 --> 02:48:19.816]  Can you hear me?
[02:48:19.956 --> 02:48:20.797]  Yes I can, go ahead.
[02:48:25.984 --> 02:48:30.186]  The number of that bill and when do you think it might be implemented?
[02:48:30.426 --> 02:48:38.550]  Okay, well they've got John McCain's bill introduced.
[02:48:38.930 --> 02:48:40.131]  Bush is supporting the bill.
[02:48:40.391 --> 02:48:44.353]  If you get here, you're legalized for three years automatically.
[02:48:44.373 --> 02:48:45.333]  I don't have the bill in front of me.
[02:48:45.373 --> 02:48:46.514]  I covered it two weeks ago.
[02:48:47.354 --> 02:48:49.375]  But that's been big news everywhere.
[02:48:51.176 --> 02:48:53.717]  So has it been brought up
[02:48:54.235 --> 02:49:02.242]  Well, you know, they did this once before.
[02:49:02.522 --> 02:49:07.186]  It wasn't that, what, two or three years ago they had that mass deal under the Clintons.
[02:49:13.450 --> 02:49:15.552]  That if you're here, you're good to go.
[02:49:15.672 --> 02:49:17.294]  But this is complete and unlimited.
[02:49:17.334 --> 02:49:18.956]  If you ever get here, you're good to go.
[02:49:19.876 --> 02:49:23.760]  And that's the same reason they haven't sealed off the southern border.
[02:49:23.800 --> 02:49:26.683]  That's the same reason that they allow anybody to get into this country.
[02:49:26.703 --> 02:49:31.268]  I mean, here we're supposed to be fighting terror sneaking into the country, and yet we keep the doors open and our eyes closed.
[02:49:31.696 --> 02:49:32.257]  It's ludicrous.
[02:49:32.297 --> 02:49:33.277]  It's because they want disaster.
[02:49:33.297 --> 02:49:35.859]  But we've got helicopters flying around aiming machine guns at people.
[02:49:36.180 --> 02:49:40.583]  Yeah, they want a disaster to occur so that they can step in with UN forces.
[02:49:40.663 --> 02:49:41.784]  I mean, that's the bottom line.
[02:49:41.824 --> 02:49:45.086]  We talked about this ten years ago and everybody laughed and said, that could never happen here.
[02:49:45.407 --> 02:49:51.131]  We did army exercises on it five years ago, that this is what we would do if we didn't have enough troops to defend.
[02:49:51.331 --> 02:49:56.075]  And now they've announced, if our troops are tied down in the war on terror, we'll use, quote, foreign assets.
[02:49:56.175 --> 02:49:58.116]  That's what General Barry McCaffrey told
[02:49:59.481 --> 02:50:04.482]  The Cascade Class 11 worked that about four years ago, and they have done it.
[02:50:04.562 --> 02:50:12.484]  They've already brought in foreign troops and used them in the skies over America right after 9-11, and even had them ready to come in on the ground if they needed them.
[02:50:12.804 --> 02:50:13.964]  Yeah, thanks Rodney.
[02:50:14.084 --> 02:50:15.544]  One more thing, Alex.
[02:50:16.025 --> 02:50:23.426]  If they do do that, is that going to mean people can fly in on the airlines and not have to be checked?
[02:50:24.686 --> 02:50:27.807]  Basically, according to the Miami Herald, they have a thing called acing.
[02:50:28.419 --> 02:50:32.262]  And when you come in from a third world country, you just hold your papers up and walk by.
[02:50:33.263 --> 02:50:35.305]  See, this is all about training you to be a slave.
[02:50:35.345 --> 02:50:36.265]  So yes, thanks for the call.
[02:50:36.285 --> 02:50:36.786]  Thank you very much.
[02:50:36.806 --> 02:50:50.517]  We're going to come back and jam Chris, Ian, and Marcello in real quick with our two guests who I've been so honored to have with us here in the final show of 2003.
[02:50:52.238 --> 02:50:54.220]  Final segment, stay the course, stay with us.
[02:50:57.566 --> 02:51:00.474]  What really happened September 11th and who stands to gain?
[02:51:01.158 --> 02:51:02.439]  Alex Jones here, America.
[02:51:02.659 --> 02:51:08.403]  We answer these vital questions and much, much more in my newest and most explosive documentary yet, 9-1-1, The Road to Tyranny.
[02:51:08.663 --> 02:51:13.946]  In two hours and 24 minutes, we point a searing light of truth on the history of problem-reaction solution.
[02:51:14.226 --> 02:51:18.369]  Brace yourselves as the new world order program for world domination is blown wide open.
[02:51:18.549 --> 02:51:22.351]  A nightmarish post-September 11th world, where the military and the police are merged.
[02:51:22.591 --> 02:51:27.234]  Witnesses populations beg for national ID cards, and yes, even implantable microchips.
[02:51:27.314 --> 02:51:30.036]  Troops on the streets, foreign NATO aircraft in the skies.
[02:51:30.376 --> 02:51:33.538]  Psychotic UN Population Control Plans and much, much more.
[02:51:33.598 --> 02:51:35.459]  This is one film you cannot afford to miss.
[02:51:35.920 --> 02:51:38.001]  Order 9-1-1 The Road to Tyranny today.
[02:51:38.081 --> 02:51:42.364]  Call toll free 1-888-253-3139.
[02:51:42.444 --> 02:51:44.485]  That's 1-888-253-3139.
[02:51:45.226 --> 02:51:49.589]  Or order online at infowars.com or infowars.net.
[02:51:49.729 --> 02:51:51.730]  You see Big Brother's afraid of this documentary.
[02:51:51.970 --> 02:51:53.491]  Order today and spread the word.
[02:51:53.652 --> 02:51:55.713]  America's future depends on the truth getting out.
[02:51:57.796 --> 02:52:02.299]  Through the years of providing water filters to America, you've come to us and we've listened.
[02:52:02.640 --> 02:52:06.723]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[02:52:07.023 --> 02:52:07.583]  We listened.
[02:52:07.883 --> 02:52:12.887]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[02:52:13.147 --> 02:52:13.628]  We listened.
[02:52:14.028 --> 02:52:17.070]  You asked us to develop a filter that was made in the USA.
[02:52:17.471 --> 02:52:17.991]  We listened.
[02:52:18.467 --> 02:52:22.528]  You asked us to include an emergency light for camping and during power outages.
[02:52:22.908 --> 02:52:23.389]  We listened.
[02:52:23.749 --> 02:52:28.970]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[02:52:29.390 --> 02:52:30.751]  Again, we listened.
[02:52:31.111 --> 02:52:38.493]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[02:52:38.873 --> 02:52:41.914]  Get the Berkey Light, the American water filter, for only $259
[02:52:50.612 --> 02:53:03.660]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[02:53:03.880 --> 02:53:06.141]  We specialize in keeping you alive and healthy.
[02:53:06.321 --> 02:53:12.665]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[02:53:13.075 --> 02:53:13.655]  I think so.
[02:53:35.704 --> 02:53:36.365]  All right, folks!
[02:54:05.154 --> 02:54:08.675]  We have covered so much in the last two hours and 54 minutes.
[02:54:10.235 --> 02:54:14.437]  And it's always great to have Colonel Roberts and Jack McClam on the show.
[02:54:14.717 --> 02:54:18.158]  And God bless you both, gentlemen, for your fine work.
[02:54:18.178 --> 02:54:20.758]  Let's cram a few more calls in here quickly.
[02:54:21.479 --> 02:54:23.139]  Chris in Kentucky, you're on the air.
[02:54:23.179 --> 02:54:23.659]  Go ahead.
[02:54:26.060 --> 02:54:26.700]  Go ahead, Chris.
[02:54:28.523 --> 02:54:29.343]  Yes, am I on the air now?
[02:54:29.623 --> 02:54:30.324]  You sure are.
[02:54:30.444 --> 02:54:31.664]  Okay, thank you very much.
[02:54:31.984 --> 02:54:40.027]  Well tonight, you know, it's going to be all this securities coming out here tonight about just roadblocks and all this and also looking for suspicious activity.
[02:54:40.627 --> 02:54:46.609]  I am so sick and tired of these mainstream news conditioning everybody out here, saying how good this is.
[02:54:46.889 --> 02:54:48.930]  So I guess Hitler was evil, that's bad.
[02:54:49.170 --> 02:54:53.671]  But the torture they want to do to us, search our vehicles without a fourth amendment, do that kind of style is good here.
[02:54:53.691 --> 02:54:55.892]  I mean, it's just getting so out of hand out here.
[02:54:56.397 --> 02:54:58.079]  I've been reaching a lot of people out here.
[02:54:58.320 --> 02:55:00.402]  You do have some listeners, the people I've talked to.
[02:55:00.422 --> 02:55:15.321]  I hope you, Kentucky listeners out there, get active and keep going with this because since 9-11, I have seen such behavioral problems with the police, not that they're bad, but I have seen people get searched for no reason in public parks, harassed,
[02:55:16.257 --> 02:55:19.459]  Anything that looks like you're a terrorist or you're with Al Qaeda.
[02:55:19.559 --> 02:55:20.439]  Chris, great points.
[02:55:20.479 --> 02:55:21.140]  Thanks for the call.
[02:55:21.180 --> 02:55:33.165]  There's a new thing about world almanacs, farmers' almanacs, maps in your car, and the feds in the article yesterday said, yeah, well, we're doing this to give police an excuse to search people and take them in.
[02:55:33.185 --> 02:55:37.067]  I mean, they're now admitting while they're doing it, Craig and Jack.
[02:55:37.267 --> 02:55:37.587]  Yeah.
[02:55:38.828 --> 02:55:39.728]  Oh, it's incredible.
[02:55:39.748 --> 02:55:41.509]  You know, I mean, what is terrorist material?
[02:55:41.589 --> 02:55:42.750]  It's anything they say it is now.
[02:55:43.399 --> 02:55:47.363]  I mean, a can of beans can be terrorist material because you might hit somebody in the head with it, you know?
[02:55:48.404 --> 02:55:50.105]  And what is a terrorist, Craig?
[02:55:50.405 --> 02:55:53.228]  They're saying anybody they say is a terrorist, too, right?
[02:55:53.508 --> 02:55:54.129]  Oh, absolutely.
[02:55:54.169 --> 02:55:57.972]  See, what they've done is they've created a brandy and iron that one size fits all.
[02:55:58.172 --> 02:56:00.875]  Well, did you hear they're going after Limbaugh with the Patriot Act?
[02:56:04.027 --> 02:56:10.938]  Sometimes people will wake up when they do such ridiculously stupid things as that that's so outrageously asinine.
[02:56:10.978 --> 02:56:14.504]  It's like going to the carnival and watching all the clowns get out of the car, you know?
[02:56:16.943 --> 02:56:21.046]  I mean, how far can you go before you step on your own foot and shoot yourself in the toe?
[02:56:21.367 --> 02:56:24.229]  Jack, you got a comment about the evil almanacs?
[02:56:24.729 --> 02:56:27.011]  Well, it's just more of the same.
[02:56:27.351 --> 02:56:30.894]  Total control of the population, and the people love it so.
[02:56:31.194 --> 02:56:37.639]  You know, the people are just digging it because our good Christian president is protecting us from all these evils.
[02:56:38.123 --> 02:56:47.331]  I wanted to say, too, that Captain Darryl Eberhardt wrote to us and talked about, we put his article in our latest Ain't About Police Military newsletter on the coming national draft.
[02:56:48.131 --> 02:56:55.057]  And I believe that this could very well happen in the next year, because Bush didn't expect to be bogged down in Iraq.
[02:56:55.398 --> 02:57:05.426]  He thought he'd be on to crush Iran and Syria next, and take over the oil and so forth, and those nations.
[02:57:06.047 --> 02:57:18.874]  And now he's bogged down and the world won't come to help him because they don't want to get their men and women shot up in this war for oil and taking over these natural resources because the Bush crime family probably won't share it.
[02:57:19.434 --> 02:57:27.178]  So Captain Darryl Eberhardt makes the good case that we will probably see a national draft and it could be a universal draft.
[02:57:27.238 --> 02:57:28.699]  Ron Paul said that last week.
[02:57:28.839 --> 02:57:30.239]  One final caller of the year.
[02:57:31.040 --> 02:57:32.681]  Let's talk to Ian in Canada.
[02:57:32.701 --> 02:57:33.361]  Real quick Ian.
[02:57:35.092 --> 02:57:35.993]  Oh, Alex, what an honor.
[02:57:36.053 --> 02:57:42.258]  Do you think that the media announced mad cow disease more than three decades ago?
