[00:00:00.189 --> 00:00:00.689]  Iodine.
[02:40:11.338 --> 02:40:12.119]  It's not enough.
[02:40:12.219 --> 02:40:17.042]  It's not going to make the difference except in a very short perceptual time.
[02:40:17.382 --> 02:40:21.585]  And what I mean by that is again talking about emotion and how people react.
[02:40:21.625 --> 02:40:22.426]  People react.
[02:40:22.526 --> 02:40:23.527]  Markets will react.
[02:40:23.967 --> 02:40:28.130]  And then the brain will kick back in and they will analyze the data and they will go oh.
[02:40:28.795 --> 02:40:29.616]  Bad idea.
[02:40:29.956 --> 02:40:31.959]  But the globalists already analyzed the data.
[02:40:31.979 --> 02:40:35.242]  If you're watching CNN, Bloomberg, Fox News, you're too late.
[02:40:36.163 --> 02:40:43.952]  You're about a month too late, or a year too late, or 10 years too late in some cases, as those of us who look at the alternative news feeds know.
[02:40:44.915 --> 02:40:58.821]  So when you get the benefit of the Alex Jones and all of the guys that work here in terms of production, you get the benefit of hundreds and hundreds of hours of condensation
[02:40:59.597 --> 02:41:00.618]  To get information.
[02:41:00.978 --> 02:41:03.540]  And then we challenge everyone, of course, to go look it up.
[02:41:03.741 --> 02:41:05.222]  Go verify the sources.
[02:41:05.282 --> 02:41:06.083]  Go look it up.
[02:41:06.763 --> 02:41:09.445]  And if you've got a contrarian view, we want to hear it.
[02:41:09.565 --> 02:41:16.892]  If it's backed up by real information, not just some emotional litter thrown around like garbage on the side of your house.
[02:41:17.232 --> 02:41:18.573]  You know, this is junk.
[02:41:19.754 --> 02:41:21.976]  You know, stick to what you know.
[02:41:22.842 --> 02:41:26.166]  You know, during the break, I was talking to one of the guys in the control room.
[02:41:26.186 --> 02:41:32.092]  We were talking about, you know, how does all this go, you know, and the effort is what's important.
[02:41:32.112 --> 02:41:35.656]  I talked about intention and effort and, you know, as human beings, we're going to make mistakes.
[02:41:35.676 --> 02:41:36.697]  We're going to screw it up.
[02:41:37.297 --> 02:41:44.205]  But if your intentions are good, even in the screw ups, if you learn from them and you and you change, you change your choices.
[02:41:45.160 --> 02:41:48.243]  The universe, God uses that anyway, makes it all work.
[02:41:49.124 --> 02:41:53.387]  If your intention is to do the right thing and you do the wrong thing, fix it.
[02:41:53.948 --> 02:41:55.990]  Take responsibility, fix it and move on.
[02:41:56.470 --> 02:41:59.533]  You know, God doesn't burn you any more than you would.
[02:42:00.402 --> 02:42:03.203]  Or your two-year-old making a mistake and fix it and move on.
[02:42:03.583 --> 02:42:04.643]  That's how God sees us.
[02:42:04.683 --> 02:42:05.844]  At least that's what I believe.
[02:42:06.004 --> 02:42:07.124]  Like, we're the two-year-old.
[02:42:07.184 --> 02:42:07.844]  And we are.
[02:42:07.964 --> 02:42:09.385]  I don't care how smart we are.
[02:42:09.765 --> 02:42:10.705]  We're the two-year-old.
[02:42:11.246 --> 02:42:14.847]  But our intention matters, our heart matters, and what we do matters.
[02:42:15.007 --> 02:42:17.828]  And every single step each of us take matters.
[02:42:18.608 --> 02:42:23.229]  You may be the one waving at the person across the street, as I started to say in the last segment.
[02:42:24.010 --> 02:42:26.751]  And that person maybe was on their way to blow their brains out.
[02:42:27.251 --> 02:42:28.131]  They were so depressed.
[02:42:28.860 --> 02:42:31.181]  But you express some human emotion their way.
[02:42:32.261 --> 02:42:35.702]  Connected to your intellect with an intention to say and mean it.
[02:42:36.623 --> 02:42:36.983]  Hey!
[02:42:37.763 --> 02:42:38.223]  Hello!
[02:42:38.963 --> 02:42:39.604]  I know you.
[02:42:39.804 --> 02:42:40.484]  You're a person.
[02:42:41.164 --> 02:42:51.148]  You know that little thing that maybe diverted that person from killing themselves and maybe that's the person that cures cancer or does something really remarkable in life.
[02:42:52.048 --> 02:42:53.428]  And then who's more responsible?
[02:42:53.448 --> 02:42:54.489]  The guy who waved hello?
[02:42:55.149 --> 02:42:56.609]  That diverted him from his path?
[02:42:57.170 --> 02:42:58.230]  Or the one who made the cure?
[02:42:59.251 --> 02:43:04.835]  I say they were equal in the Creator's universe of God.
[02:43:04.915 --> 02:43:05.635]  They were equal.
[02:43:06.036 --> 02:43:12.220]  They acted on what they knew to be right and true within their capacity, within their faith of knowing.
[02:43:12.600 --> 02:43:13.521]  And they did something.
[02:43:14.181 --> 02:43:15.282]  We all get to do that.
[02:43:15.822 --> 02:43:18.964]  And what ripple in the pond we create, we do not know.
[02:43:19.104 --> 02:43:22.747]  And we will not know until we make the leap to the other side.
[02:43:23.337 --> 02:43:30.679]  And then we'll get the picture maybe, you know, and you'll find out what you did that you didn't even know you did because you held that intention.
[02:43:30.719 --> 02:43:32.799]  You held your heart clean.
[02:43:33.140 --> 02:43:33.720]  You tried.
[02:43:33.820 --> 02:43:34.300]  You made effort.
[02:43:34.980 --> 02:43:35.700]  You corrected.
[02:43:35.740 --> 02:43:36.580]  You self-corrected.
[02:43:36.620 --> 02:43:37.601]  You self-navigated.
[02:43:37.641 --> 02:43:44.022]  Your traumas you converted into the gold, into the scar tissue, the things that armored you for the next steps in life.
[02:43:44.682 --> 02:43:46.723]  This is what it all boils down to.
[02:43:47.680 --> 02:43:50.281]  It's the armoring of who we are.
[02:43:50.301 --> 02:44:01.165]  And I was talking to the guys in the control room helping us today, you know, and I was talking about this in the context of, you know, it all looks so chaotic, right?
[02:44:01.225 --> 02:44:04.806]  I mean, we look at it all and we see chaos, it's just craziness.
[02:44:05.527 --> 02:44:14.490]  But if you can step back far enough, in science they'll teach you about fractals, these things that actually show pattern out of chaos.
[02:44:15.532 --> 02:44:19.717]  You know, if you get far enough back, you can see the whole pattern.
[02:44:20.177 --> 02:44:22.039]  I believe God sees the whole pattern.
[02:44:23.381 --> 02:44:24.122]  Think about that.
[02:44:24.943 --> 02:44:32.811]  So we see a bit, or we're lost in the fractal, or what we think is a hurricane, and we get lost in it.
[02:44:33.432 --> 02:44:36.796]  Center of the storm, you know, this is where
[02:44:37.938 --> 02:44:43.261]  The creation intends us to be is in the center of the storm as part of the creation process.
[02:44:43.981 --> 02:44:50.545]  All of us, not some of us shoved off to be drones being replaced by robots.
[02:44:51.906 --> 02:44:57.089]  Every single living soul has equal potential.
[02:44:58.469 --> 02:44:59.270]  Potential.
[02:45:00.411 --> 02:45:01.191]  This is a big thing.
[02:45:01.231 --> 02:45:02.732]  We talk a lot about InfoWars.
[02:45:02.772 --> 02:45:04.553]  All the hosts talk about potential.
[02:45:05.271 --> 02:45:06.392]  What can we do?
[02:45:06.872 --> 02:45:12.415]  You can do that which you believe you can do and step into it and know that's faith.
[02:45:12.976 --> 02:45:15.517]  And then you can hope for a bigger thing down the road.
[02:45:15.677 --> 02:45:16.197]  That's hope.
[02:45:17.278 --> 02:45:19.119]  Start to think about the word symbols.
[02:45:19.759 --> 02:45:21.380]  Start to think about what you're hearing.
[02:45:22.341 --> 02:45:29.165]  And then start to think about how does that resonate, connect with you on the intention level.
[02:45:29.265 --> 02:45:30.045]  Do you feel it?
[02:45:30.125 --> 02:45:30.726]  Do you know it?
[02:45:30.786 --> 02:45:31.746]  That's called discernment.
[02:45:32.107 --> 02:45:32.827]  Start to use it.
[02:45:33.673 --> 02:45:36.274]  Use your discernment in analyzing the words.
[02:45:36.654 --> 02:45:39.154]  Are they moving you emotionally, herding you along?
[02:45:39.534 --> 02:45:40.895]  Are they challenging your intellect?
[02:45:40.935 --> 02:45:51.197]  Are they bringing the intellect and the emotion together into one form that changes you, and then changes those around you, and then changes the world?
[02:45:51.237 --> 02:45:52.717]  Because that's the answer.
[02:45:52.757 --> 02:45:55.398]  It's not the herd mentality, it's individual sovereignty.
[02:45:56.764 --> 02:46:04.411]  This is the opposite, you see, ladies and gentlemen, of what globalists are trying to drive us into, into this sense of squishy collectivism.
[02:46:05.152 --> 02:46:07.274]  You know, where groupthink dominates everything.
[02:46:07.334 --> 02:46:09.816]  Nobody will make a decision without a committee action.
[02:46:10.396 --> 02:46:12.118]  This is not what we are.
[02:46:12.618 --> 02:46:15.201]  We act on what we believe to be right and true.
[02:46:15.934 --> 02:46:22.739]  We act in the spirit of creation, of God, of what we understand God to be.
[02:46:23.320 --> 02:46:24.721]  Accept people where they are.
[02:46:25.181 --> 02:46:26.982]  Think of what Christ did in his life.
[02:46:27.803 --> 02:46:29.044]  Met people where they were.
[02:46:30.004 --> 02:46:31.966]  Didn't judge them at that moment at all.
[02:46:32.506 --> 02:46:33.547]  That was for another day.
[02:46:34.788 --> 02:46:36.189]  Meet people where they are.
[02:46:37.170 --> 02:46:41.073]  Recognize that people don't come to their realities randomly.
[02:46:41.113 --> 02:46:44.175]  They do it by combining either their intellect or their emotion.
[02:46:44.858 --> 02:46:51.223]  And talk, communicate, reach into each other and listen carefully to what constructs someone else's thought.
[02:46:51.943 --> 02:46:56.186]  And then that will help you understand them as a human being and perhaps change the way you think.
[02:46:56.787 --> 02:47:03.272]  Or perhaps you'll discover the missing links in the conversation where you can then inform and educate each other.
[02:47:03.832 --> 02:47:13.219]  This is the change that I'm hoping for that comes out of this trauma that we're experiencing together in this day, in this age, in this century.
[02:47:14.016 --> 02:47:28.381]  What I hope reshifts us, sets a new foundation in order as we battle what I call clearly that consciousness of the Antichrist, of that that destroys, that takes, that sucks the humanity out of each of us.
[02:47:29.982 --> 02:47:32.743]  It's time to recognize that we are not that.
[02:47:33.743 --> 02:47:40.346]  It is time to recognize that these things, these tools that are being misused against us, need to be reclaimed in this century.
