[00:00:00.535 --> 00:00:00.895]  Warning.
[03:31:11.064 --> 03:31:11.965]  It's just disgusting.
[03:31:12.345 --> 03:31:15.027]  And I can't believe this is going on.
[03:31:15.047 --> 03:31:16.348]  It's not a shock with Iran.
[03:31:17.048 --> 03:31:21.572]  It's a shock that Americans and Democrats and progressives are being the enemy they are.
[03:31:22.212 --> 03:31:23.253]  You know, they're terrible people.
[03:31:30.617 --> 03:31:31.497]  Interesting stuff.
[03:31:31.517 --> 03:31:34.938]  So what would you like to see the response from America be right now?
[03:31:37.019 --> 03:31:39.079]  I mean, I don't want to go to war.
[03:31:39.759 --> 03:31:42.040]  You know, I'm like, I don't, I want peace.
[03:31:42.060 --> 03:31:42.660]  You know what I'm saying?
[03:31:42.700 --> 03:31:46.461]  But like, you know, if, if they want a war, we'll give them a war.
[03:31:46.481 --> 03:31:47.501]  You know what I'm saying?
[03:31:47.521 --> 03:31:49.961]  Like, you know, that's just, that's just how I am.
[03:31:50.222 --> 03:31:56.083]  You know, I feel like, you know, if they want to talk all their crap, like, you know, let's, let's give them a war.
[03:31:56.123 --> 03:31:56.763]  You know what I'm saying?
[03:31:59.119 --> 03:32:00.260]  Yeah, I get that.
[03:32:00.280 --> 03:32:07.245]  I think that's been a pretty established large majority of the callers tonight.
[03:32:07.265 --> 03:32:10.308]  I guess maybe I'm in the minority here.
[03:32:10.788 --> 03:32:13.850]  To me, I just don't see the strategic outcome.
[03:32:13.930 --> 03:32:16.512]  I don't see what we could possibly achieve.
[03:32:19.133 --> 03:32:21.995]  In order to say, OK, we have now won and now we can go home.
[03:32:22.055 --> 03:32:23.977]  It seems like we've been there for 20 years.
[03:32:24.037 --> 03:32:32.983]  We were just on the cusp of maybe being able to largely pull our boys home and no longer be involved in the Middle East, nearly at the level that we have been for so long.
[03:32:33.584 --> 03:32:36.706]  And yet here we are, you know, on the cusp of going in once again.
[03:32:36.746 --> 03:32:41.389]  And I don't see a situation in which Iran is defeated easily.
[03:32:41.449 --> 03:32:42.890]  I don't see a situation in which they
[03:32:44.051 --> 03:32:45.051]  I mean, I do see, I do see...
[03:33:04.580 --> 03:33:27.181]  A win in this and not if it's done anyway the way the neocons would have it done like if we had John Bolton in here doing it it would be it would be ruining a nation having it filled and the vacuum would then be filled with radical Islam or whatever lawlessness basically to just add to the chaos that they've been brewing all over that was really the plan
[03:33:28.042 --> 03:33:32.723]  Of the neocons, the seven countries plan and everything.
[03:33:32.743 --> 03:33:33.163]  Right.
[03:33:33.463 --> 03:33:35.144]  But I do see a way out of this.
[03:33:35.184 --> 03:33:43.066]  And the main reason I see a way out of this is because Iran is different than a lot of places.
[03:33:43.106 --> 03:33:47.967]  In fact, a lot of the nations in the Middle East have only struggled with Islam in recent years.
[03:33:48.547 --> 03:33:49.608]  But especially Iran.
[03:33:49.648 --> 03:33:52.249]  Iran has a very rich history.
[03:33:52.309 --> 03:33:54.870]  It really depends upon the people of Iran.
[03:33:54.910 --> 03:33:59.633]  It depends on their strength to... because we can't...
[03:34:00.635 --> 03:34:02.436]  We can't change their country for them.
[03:34:02.956 --> 03:34:13.820]  What we could do is if a war started with us, we could complete the job of destroying the Mullah regime, and then it would be then up to them to rebuild.
[03:34:14.020 --> 03:34:24.143]  And in fact, the Restart Movement does want to hold constitutional parties, have five different parties, and draft a constitution, and have their own government.
[03:34:24.383 --> 03:34:27.204]  And that's really where I come from in all this, is because they have
[03:34:29.165 --> 03:34:30.085]  It's been hundreds of years.
[03:34:30.126 --> 03:34:34.247]  I think it's been 200 years since the Persian people have had their own government.
[03:34:34.267 --> 03:34:42.511]  They've been under the thumb of England, of Russia, and now under these radical Islamists, which is not part of their culture.
[03:34:42.971 --> 03:34:44.612]  In fact, they're not allowed to celebrate their culture.
[03:34:44.632 --> 03:34:45.112]  They're not allowed.
[03:34:45.772 --> 03:34:49.034]  There was just something posted where New Year's Eve, they call it New Roos.
[03:34:49.114 --> 03:34:50.174]  They're not allowed to celebrate that.
[03:34:50.194 --> 03:34:51.215]  They have to do it inside.
[03:34:51.235 --> 03:34:54.596]  They have to hide, dance inside, put their celebrations inside.
[03:34:54.616 --> 03:34:56.057]  And their celebrations are very similar
[03:34:56.577 --> 03:34:59.924]  To those of us in the Western world, it's very similar to a Christian culture.
[03:35:00.766 --> 03:35:05.916]  And this is probably why they've been easily oppressed is because many of them are young and they have a very
[03:35:06.969 --> 03:35:10.771]  Passive compassionate culture, so they're they're being held hostage by these people.
[03:35:10.811 --> 03:35:34.145]  That's my opinion Yeah, well, and you know one things about Soleimani was that he was not well known as a Partisan within Iran he was seen as a nationalist figure and that's actually one of the things that the leader of Hezbollah Hassan Nasrallah has said recently is that this has inspired a nationalistic reawakening in in the Middle East where it's Middle Easterners going a
[03:35:35.086 --> 03:35:35.146]  You
[03:35:54.365 --> 03:35:59.409]  Some of the leaders in Iran, or in the Middle East in general, are pushing for, you know, nationalism.
[03:35:59.469 --> 03:36:03.812]  Which, hey, if it's nationalistic and peaceful, that's great.
[03:36:03.852 --> 03:36:11.017]  But yeah, if they're under the thumb of some sort of totalitarian, you know, religious dictatorship, you know.
[03:36:11.792 --> 03:36:12.112]  I don't know.
[03:36:12.332 --> 03:36:12.932]  I don't know.
[03:36:12.952 --> 03:36:15.173]  You want to say, yeah, we should help them at the same time.
[03:36:15.193 --> 03:36:21.754]  I just think so many Americans are just sick of it, you know, in terms of practicality.
[03:36:22.114 --> 03:36:24.595]  I say come home, but we shall see.
[03:36:24.995 --> 03:36:25.555]  We shall see.
[03:36:26.355 --> 03:36:29.896]  Let's go out to the calls one more time while I check some of the newest breaking news.
[03:36:29.996 --> 03:36:32.536]  Brian in New York has dialed in.
[03:36:32.556 --> 03:36:33.277]  Thanks for calling, Brian.
[03:36:33.297 --> 03:36:33.777]  You're on the air.
[03:36:35.297 --> 03:36:36.097]  Hi, Harrison.
[03:36:36.117 --> 03:36:36.637]  Hi, Greg.
[03:36:36.677 --> 03:36:37.057]  How are you?
[03:36:37.417 --> 03:36:37.597]  Good.
[03:36:37.637 --> 03:36:37.937]  Thank you.
[03:36:38.218 --> 03:36:39.878]  Thanks for taking my call.
[03:36:40.990 --> 03:36:42.811]  Basically, I had two questions to ask.
[03:36:43.151 --> 03:36:50.074]  One, the defense readiness condition, which is DEFCON, the alert level, is at five now.
[03:36:51.014 --> 03:36:55.256]  Do you foresee that being raised to, let's say, level three?
[03:36:56.837 --> 03:36:58.698]  Because, you know, nobody's really been talking about that.
[03:37:00.258 --> 03:37:05.041]  During September 11th, it was up to three, and then during the Cuban Missile Crisis, it went up all the way to two.
[03:37:05.781 --> 03:37:10.583]  I don't think it's going to be nearly that high, but this is serious, what's going on with the Iran conflict.
[03:37:11.284 --> 03:37:12.986]  So I wanted to know your take on that.
[03:37:13.866 --> 03:37:20.832]  Also, the second question was the, you know, President Trump's threat to target the cultural sites in Iran.
[03:37:20.852 --> 03:37:27.538]  That would put him in a really, my opinion, it was kind of like a bizarre statement.
[03:37:27.618 --> 03:37:28.899]  I mean, I'm an independent voter.
[03:37:29.419 --> 03:37:30.480]  My wife is an independent voter.
[03:37:30.500 --> 03:37:30.981]  We have no kids.
[03:37:31.001 --> 03:37:38.327]  But I basically want to know, you know, those sites, some of them are 5,000 years old and, you know, attacking them.
[03:37:39.028 --> 03:37:43.912]  Would be really like, not just an attack against our enemy, but it would be, you know, attack against humanity.
[03:37:45.333 --> 03:37:47.855]  So I thought that statement was a little out of bounds.
[03:37:48.876 --> 03:37:52.559]  But, you know, those are the two questions I wanted to ask your broadcast.
[03:37:52.579 --> 03:37:54.700]  This is my first time calling and I'm a big fan.
[03:37:55.681 --> 03:38:05.269]  You do a lot of solid work and you're changing the world as we speak with your know-how and, you know, and bright, bright reporting Alex Jones as well.
[03:38:06.175 --> 03:38:06.896]  Thank you so much.
[03:38:06.936 --> 03:38:11.600]  It is an information war, so we are on the battlefield as we speak.
[03:38:14.986 --> 03:38:18.009]  Your second question was about, or your first question was about DEF CON.
[03:38:18.309 --> 03:38:21.852]  You sound like you might actually be more informed than I am, personally.
[03:38:21.872 --> 03:38:23.133]  I don't know, Greg, do you have a comment about that?
[03:38:23.153 --> 03:38:33.522]  I think what you're talking about is, I remember after 9-11 they had this goofy DEF CON thing that they actually, for I think over a year or something, they showed it all the time and they would have like, you know, today here's where it's at.
[03:38:34.463 --> 03:38:35.304]  And I forgot all about that.
[03:38:35.324 --> 03:38:36.385]  I think that's what you're talking about.
[03:38:36.625 --> 03:38:41.630]  And I say goofy because I think my opinion of that was that was just this way of
[03:38:42.310 --> 03:38:59.055]  Of keeping the fear alive after 9-11, you know, because 9-11 to me was an inside job, in my opinion, and a big part of it was to put the country in a state of traumatic stress disorder, and that little DEFCON thing to me was just this little
[03:39:00.175 --> 03:39:02.677]  I think they thought up to just sort of try to keep poking us there.
[03:39:02.697 --> 03:39:03.318]  That's my take on it.
[03:39:03.338 --> 03:39:04.439]  Yeah, the alert level.
[03:39:04.559 --> 03:39:06.321]  I remember it was like a rainbow thing.
[03:39:06.341 --> 03:39:10.564]  Do you think that added to the goofiness where it was like, it's orange today, be careful.
[03:39:11.005 --> 03:39:13.126]  Like a, you know, a force fire warning sign.
[03:39:14.347 --> 03:39:17.390]  But is that what you're talking about or is DEF CON a more militaristic thing?
[03:39:17.410 --> 03:39:26.378]  Because I think that would be the answer to your question is whether, you know, I think if they, if it's a military thing, I think the military installations are probably on very high alert and they should be.
[03:39:27.038 --> 03:39:33.779]  But I'm not sure there's been too much of a threat to civilian populations whatsoever.
[03:39:33.819 --> 03:39:50.722]  In fact, Hezbollah and others have come out to advocate specifically against targeting civilians and only targeting militaristic installations because, you know, they know how extreme America tends to get in its retribution of innocents being killed.
[03:39:51.142 --> 03:39:54.843]  So I'm not sure which one the answer is to that.
