[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[03:27:16.750 --> 03:27:21.815]  Obviously because one of his neighbours snitched on him because the music was too loud.
[03:27:22.175 --> 03:27:23.857]  So you are going to get a lot of that.
[03:27:23.877 --> 03:27:34.167]  You're going to get a lot of curtain twitches over the Christmas and New Year period reporting their neighbours to the police because the government literally encouraged them to do that.
[03:27:35.768 --> 03:27:38.651]  There you see the Elvis impersonator, the Covid
[03:27:39.594 --> 03:27:44.155]  Police force, the COVID inspectors just burst into his house, no warrant whatsoever.
[03:27:44.476 --> 03:27:48.557]  He tries to attack them, not realizing that it's the police and not an intruder.
[03:27:49.057 --> 03:27:51.618]  And you're going to see more of that over the next week.
[03:27:52.338 --> 03:27:53.738]  Because you're going to have New Year's Eve.
[03:27:54.179 --> 03:27:57.560]  They've banned, you know, all the pubs are closed for tens of millions of people.
[03:27:58.220 --> 03:28:01.521]  People being told they're not allowed to gather, even with their own friends and family.
[03:28:01.761 --> 03:28:03.822]  Do you really think they're going to abide by that?
[03:28:03.882 --> 03:28:07.963]  In fact, there was a poll a few weeks ago, or in fact, I think it was a couple of months ago,
[03:28:08.880 --> 03:28:23.325]  Which found that although the vast majority of people agree, in the polls they say they consent to these lockdown measures, when they were asked to be honest about if they've actually complied with them personally, only 18% said they had.
[03:28:24.085 --> 03:28:26.026]  So of course there's mass non-compliance.
[03:28:26.386 --> 03:28:37.690]  Of course you're going to get people, in their dozens in some cases, or at least groups of 10-15 people, going to each other's houses on New Year's Eve for massive
[03:28:38.038 --> 03:28:42.503]  House parties, now the question remains, are the police going to break those up?
[03:28:42.843 --> 03:28:54.275]  Because you can be damn sure that there are going to be thousands upon thousands of house parties across the country on New Year's Eve, in violation of this ridiculous, ludicrous law.
[03:28:54.295 --> 03:28:56.517]  Will the police stop?
[03:30:00.103 --> 03:30:02.024]  Now let's go to Old Dude in Missouri.
[03:30:02.144 --> 03:30:03.065]  Old Dude, thanks for holding.
[03:30:03.085 --> 03:30:03.345]  Go ahead.
[03:30:03.465 --> 03:30:05.806]  First off, man, hey, I just want to thank you for what you've done.
[03:30:05.846 --> 03:30:06.907]  I know you hear that a lot.
[03:30:06.947 --> 03:30:09.828]  You've been very influential in a lot of people's lives.
[03:30:10.489 --> 03:30:15.451]  Second thing I want to say is the bodies and the X2 is amazing.
[03:30:15.671 --> 03:30:16.872]  I played football in college.
[03:30:16.952 --> 03:30:17.912]  I had some injuries.
[03:30:18.173 --> 03:30:21.855]  And the bodies allows me to do things that most people my age just can't do.
[03:30:22.095 --> 03:30:24.396]  I mean, I went out and played flag football here a few weeks ago.
[03:30:24.816 --> 03:30:28.018]  And was running with guys that were in their early 20s and I'm almost 40.
[03:30:28.539 --> 03:30:29.860]  So the products are awesome.
[03:30:30.100 --> 03:30:37.425]  As far as what Donald Trump could do is make a call out to all local law enforcement and militias to organize all able-bodied patriots.
[03:30:37.585 --> 03:30:44.190]  And now I realize he would be signaling to the people who have control over things in the economy and they could take some steps.
[03:30:44.690 --> 03:30:50.735]  But if we can organize together, I feel like that could be an effective thing that we could do to keep our own local communities safe.
[03:30:51.095 --> 03:30:51.735]  That's right, brother.
[03:30:51.836 --> 03:30:54.998]  It is a spiritual war, and we see the enemy attacking.
[03:30:55.578 --> 03:30:57.960]  That's because the enemy knows it's in trouble.
[03:30:58.020 --> 03:30:59.181]  It's been forced out in the open.
[03:30:59.441 --> 03:31:03.383]  So as negative as this is at one level, I see it as very, very positive at others.
[03:31:04.084 --> 03:31:09.808]  So people need to organize, and they need to stand on the foundation of reality that God has provided us.
[03:31:10.268 --> 03:31:23.147]  Through Jesus Christ and the people who brought the message forth to the world and understand that we have God on our side because the literal essence of his truth is written in his words and communicated to humanity.
[03:31:35.456 --> 03:31:43.323]  Not David Rockefeller, not Bill Gates, not Barack Obama, not Joe Biden, but Jesus Christ is King!
[03:31:45.785 --> 03:31:51.550]  And God gave us and rose up Donald Trump to stand against the enemy and draw out the enemy.
[03:31:51.931 --> 03:31:59.277]  So as dark as some of these days are, understand this is the beginning of the great revival before the Antichrist comes!
[03:32:00.322 --> 03:32:01.744]  Hello, useless eaters.
[03:32:02.245 --> 03:32:13.681]  As your unqualified, non-elected global human health overlord, I'd like to take this opportunity to flaunt my position of power and influence over society and share some of my plans for you and your future.
[03:32:14.262 --> 03:32:16.806]  When I amassed my fortune in computer software,
[03:32:16.926 --> 03:32:24.531]  I demonstrated that I was willing to lie, steal code, cheat my partners, and exercise monopolistic control to destroy my competitors.
[03:32:25.172 --> 03:32:28.754]  Now that I've retired, I can rebrand myself as a humanitarian.
[03:32:29.134 --> 03:32:40.302]  With my for-profit foundation MassGrading as a charity, I can advocate for population reduction and sponsor mass human experiments with unproven vaccines in vulnerable populations.
[03:32:40.842 --> 03:32:50.908]  Like my father, a powerful banker, eugenicist, and Rockefeller crony himself, it's always been my ambition to decide who lives and, more importantly, how many have to die.
[03:32:51.208 --> 03:32:59.514]  Whether it's under the guise of climate change or world health, it's really all about controlling and culling the human herd for fun and profit.
[03:33:02.095 --> 03:33:07.999]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:14.810 --> 03:33:19.216]  You're listening to Summit.News with Paul Joseph Watson.
[03:33:22.460 --> 03:33:30.670]  So in the United Kingdom we have officially now internal borders while the external borders remain wide open.
[03:33:31.211 --> 03:33:32.332]  And all for what?
[03:33:33.570 --> 03:33:39.631]  The amount of deaths year-on-year in the United Kingdom is roughly the same as it's been for the past 5-10 years.
[03:33:40.191 --> 03:33:47.912]  In fact, the 2017-18 flu season claimed more deaths year-on-year than this current season, 2019-2020.
[03:33:47.932 --> 03:33:52.433]  Now we have this headline out of the Mail Online.
[03:33:52.533 --> 03:33:56.634]  Are hospitals really creaking under the strain of Covid before Christmas?
[03:33:56.694 --> 03:34:02.695]  The hospitals are emptier right now compared to this same time last year.
[03:34:04.031 --> 03:34:09.514]  Last year they were 90% full, now they're only 85% full.
[03:34:10.335 --> 03:34:23.703]  The article states, and this is based on official data by the way, NHS data still shows hospitals to be quieter than they were this time last year, compared to this time last year, amid the looming threat of a third national lockdown in the new year.
[03:34:24.403 --> 03:34:32.448]  Despite the health service having more breathing room than 12 months ago, Boris Johnson refused to rule out another national shutdown, and that's going to happen by the way.
[03:34:33.732 --> 03:34:36.213]  January, the whole country is going to be shut down again.
[03:34:36.973 --> 03:34:48.559]  Figures show there were 15,465 people in hospital with Covid in England on December 16th, compared to 18,974 on the worst day in spring.
[03:34:49.159 --> 03:34:51.280]  November's lockdown effects appear to have worn off.
[03:34:52.000 --> 03:34:56.682]  Oh yeah, there were more infections before the lockdown than after the lockdown.
[03:34:56.702 --> 03:34:59.423]  Sorry, after the lockdown than before the lockdown in London.
[03:34:59.723 --> 03:35:00.864]  The lockdown didn't work,
[03:35:01.593 --> 03:35:02.634]  So now we have another one.
[03:35:03.014 --> 03:35:03.795]  And then another one.
[03:35:04.155 --> 03:35:04.876]  And then another one.
[03:35:04.936 --> 03:35:06.417]  Because these lockdowns work so well.
[03:35:07.978 --> 03:35:09.019]  Article continues.
[03:35:10.220 --> 03:35:13.603]  In more confirmation, the number 10 is struggling to keep a lid on the epidemic.
[03:35:13.643 --> 03:35:18.727]  SAGE today claimed Britain's COVID-19 reproduction R-rate is definitely above 1 again.
[03:35:19.188 --> 03:35:24.893]  But statistics suggest the health service is overall coping better with its workload than it did last winter.
[03:35:25.613 --> 03:35:27.635]  Before this pandemic was even a thing.
[03:35:28.968 --> 03:35:31.390]  A greater proportion of ward beds are free.
[03:35:31.930 --> 03:35:33.992]  Intensive care units have more room.
[03:35:34.452 --> 03:35:38.935]  And A&E departments aren't yet turning ambulances away more often than usual.
[03:35:39.956 --> 03:35:44.039]  With the exception of a bad day at one NHS trust in the Midlands.
[03:35:44.679 --> 03:35:50.724]  Meanwhile, of course, they're cancelling all the both elective procedures and serious treatments
[03:35:51.684 --> 03:36:04.009]  Cancers and the like, so people aren't getting access to their cancer treatments, either because they're afraid to go into the hospitals because they've been so terrified by the mainstream media, or because those treatments, those operations are being cancelled.
[03:36:04.909 --> 03:36:06.630]  So more excess deaths from that.
[03:36:06.670 --> 03:36:09.191]  They don't even take that into account when they make these policies.
[03:36:10.351 --> 03:36:17.614]  And the occupancy figure does not take into account bolstered capacity at the mothballed Nightingale Hospitals, of course.
[03:36:18.214 --> 03:36:19.695]  Just like you had the Navy ship
[03:36:20.484 --> 03:36:28.786]  Cruising into New York at the height of the pandemic back in spring, which was almost immediately turned away because they didn't need it.
[03:36:29.346 --> 03:36:33.206]  We had all these temporary Nightingale hospitals built in the United Kingdom.
[03:36:34.767 --> 03:36:39.167]  And almost to every single one of them, they were not used.
[03:36:40.108 --> 03:36:45.088]  The NHS is also benefiting from record levels of staff, so they're completely not overwhelmed.
[03:36:46.189 --> 03:36:47.869]  There's a graph here on this article
[03:36:48.911 --> 03:36:50.991]  It says, how does NHS pressure compare to 2019?
