# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[02:43:44.463 --> 02:43:45.323]  Well, let me ask you this.
[02:43:45.383 --> 02:43:46.303]  I know you read the filings.
[02:43:46.723 --> 02:43:48.223]  What do you think of the lawyers I got now?
[02:43:48.243 --> 02:43:50.623]  I think they're doing a very good job.
[02:43:50.763 --> 02:43:57.404]  I mean, especially to be able to, that appeals court in Austin, for those that don't know, is a bunch of liberal Democratic women.
[02:43:57.784 --> 02:43:58.644]  So they're the Democrats.
[02:43:58.724 --> 02:44:01.084]  And they say they're under my control and I threaten them.
[02:44:01.884 --> 02:44:09.485]  I know, which is the funniest thing in the world because they are the least sympathetic group of judges that you could possibly draw anywhere in the country, frankly.
[02:44:09.805 --> 02:44:12.925]  But even they're starting to see they're the ones being embarrassed by this.
[02:44:13.225 --> 02:44:16.126]  The American legal system is what's being embarrassed by this.
[02:44:16.226 --> 02:44:21.486]  Well, listen, the lawyers I've got, as you know, Are very famous and very successful and basically almost retired.
[02:44:21.986 --> 02:44:24.086]  They saw the case, learned about it, and got pissed.
[02:44:24.726 --> 02:44:25.706]  And now that's why they're so successful.
[02:44:25.726 --> 02:44:32.687]  Yeah, well, anybody that cares about the rule of law or the Constitution or First Amendment or our freedoms, I mean, that guy's trying to talk about the Constitution.
[02:44:32.707 --> 02:44:33.207]  What a crock.
[02:44:33.507 --> 02:44:36.847]  He wouldn't pass like, he wouldn't get past 5% of getting the Constitution right.
[02:44:37.227 --> 02:44:40.128]  But anybody who cares about the Constitution should be outraged.
[02:44:40.148 --> 02:44:43.708]  And what I love is when the behind the scenes threatened my lawyers like they did you and you didn't back off either.
[02:44:44.288 --> 02:44:47.228]  When they threatened them and did all this, slowly pissed them off more.
[02:44:48.168 --> 02:44:50.108]  Well, and that's a good reaction to have.
[02:44:50.248 --> 02:44:52.589]  Unfortunately, there's not enough lawyers who do have that reaction.
[02:44:52.609 --> 02:44:59.769]  A lot of lawyers do get intimidated these days, but it's part of the problem of the decay and the decline of our legal profession, of our profession of law.
[02:45:00.129 --> 02:45:02.509]  But it's, well, everything they've done.
[02:45:02.529 --> 02:45:03.270]  Yeah, they're threatening.
[02:45:03.350 --> 02:45:05.230]  The only way my lawyer is to be obsessed with this now.
[02:45:06.430 --> 02:45:22.691]  Yeah, and anybody that's sort of old school, conscientious, constitutionally conscientious in the legal profession and the profession of law, who simply cares about the profession of law as well as caring about the reputation and integrity of our legal system, should be outraged by this case.
[02:45:23.651 --> 02:45:27.492]  And from day one, because everything about it, you can't find a parallel.
[02:45:27.832 --> 02:45:34.072]  Find somebody that was defaulted who disclosed millions of pages of documents and sat for hundreds of hours of depositions.
[02:45:34.292 --> 02:45:35.312]  There's no such case in the court.
[02:45:35.332 --> 02:45:36.112]  You know what I'll explain?
[02:45:36.212 --> 02:45:42.053]  The judges gave me death penalty sanctions all coordinated when they were given everything, and there was no case, so they did this.
[02:45:43.153 --> 02:45:43.493]  Exactly.
[02:45:43.533 --> 02:45:51.454]  Not only did they give you the death penalty for what was effectively a misdemeanor offense, there was no misdemeanor offense because nothing had happened.
[02:45:51.734 --> 02:45:55.874]  Everything that had been asked to be disclosed had been disclosed, even more had been disclosed.
[02:45:56.014 --> 02:45:57.834]  All of your information had been turned over.
[02:45:57.894 --> 02:46:00.994]  You'd sat for days and days and days of depositions.
[02:46:01.394 --> 02:46:04.435]  Other people had sat for days and days and days of depositions.
[02:46:04.795 --> 02:46:06.155]  There was no default of anything.
[02:46:06.535 --> 02:46:15.616]  But the judges and the lawyers knew they could not even allow a fixed, rigged case to show the facts because it would be so damning to their case.
[02:46:15.976 --> 02:46:19.976]  It would expose how completely fabricated the foundation of their case is.
[02:46:19.996 --> 02:46:22.676]  And now the appeals courts refuse to certify their fraud.
[02:46:23.036 --> 02:46:24.637]  What do you predict is going to happen next?
[02:46:25.637 --> 02:46:37.038]  Well, I think if they finally start to wake up, if the Texas Supreme Court ever takes the case, three of the four, I mean, you were one judge away from that happening right at the outset, recognizing the flaws in this case.
[02:46:37.118 --> 02:46:38.078]  Yeah, you were one judge.
[02:46:38.098 --> 02:46:39.818]  You just said, this is ridiculous.
[02:46:40.978 --> 02:46:41.858]  Oh, yeah, absolutely.
[02:46:41.978 --> 02:46:43.098]  Everything about it was absurd.
[02:46:43.138 --> 02:46:44.878]  And the judgment was insane.
[02:46:45.318 --> 02:46:47.518]  The fake trial was insane.
[02:46:47.858 --> 02:46:49.699]  Movie cameras in the courtroom was insane.
[02:46:49.719 --> 02:46:50.479]  By the way, you were right.
[02:46:50.499 --> 02:46:50.879]  You're right.
[02:46:50.899 --> 02:46:51.859]  These courts are rigged.
[02:46:52.199 --> 02:46:57.019]  We got to punt direct to it because this is so clear cut.
[02:46:57.119 --> 02:46:57.879]  That's your only chance.
[02:46:57.899 --> 02:46:58.339]  You were right.
[02:46:59.479 --> 02:47:01.640]  Otherwise, like, oh, Barnes doesn't know what he's doing.
[02:47:01.680 --> 02:47:02.380]  The courts are.
[02:47:03.840 --> 02:47:05.480]  No, it's just reality how the system is.
[02:47:06.140 --> 02:47:10.720]  And that the Texas Supreme Court was the only court that appeared to be aware of it.
[02:47:10.820 --> 02:47:14.821]  What's good is the Texas Court of Appeals, at least, is starting to realize how bad this looks.
[02:47:15.121 --> 02:47:18.241]  For them, it makes the whole legal system look rigged.
[02:47:18.661 --> 02:47:20.441]  It makes the whole legal system look fixed.
[02:47:20.901 --> 02:47:24.182]  It makes the whole legal system appear to be partisan and prejudiced.
[02:47:24.202 --> 02:47:26.402]  It appears that when you can turn it on.
[02:47:26.942 --> 02:47:27.982]  I peed on Graves.
[02:47:28.362 --> 02:47:29.562]  No one peed on Graves.
[02:47:30.062 --> 02:47:31.502]  There's no police report, no nothing.
[02:47:31.862 --> 02:47:32.542]  I didn't peed.
[02:47:32.622 --> 02:47:33.322]  No one peed.
[02:47:33.722 --> 02:47:36.042]  But it comes down to you peed on Graves.
[02:47:36.943 --> 02:47:48.904]  When you have a courtroom literally turned into a movie set with movie cameras present, movie directors present, and then the judge walks the red carpet at the movie premiere.
[02:47:49.344 --> 02:47:58.624]  Then you've crossed every red line of judicial impartiality, integrity, reputational credibility that you possibly could.
[02:47:59.024 --> 02:48:14.246]  So if the Court of Appeals is going to wake up to how embarrassing this is for them, I wish they'd care about the Constitution because the whole case is an affront to the Constitution of the United States of America, the First Amendment, paramount there too, the right of petition, the right of press, the right of association.
[02:48:14.266 --> 02:48:17.666]  I'm going to give you a flash because I talked about lawyers like, don't go too far in it, don't do it.
[02:48:17.966 --> 02:48:20.146]  But they were apoplectic today.
[02:48:20.226 --> 02:48:22.126]  Banks and all of them were just flipping out.
[02:48:22.566 --> 02:48:24.327]  Completely crazy because it's all lies.
[02:48:24.507 --> 02:48:25.067]  Like, I never.
[02:48:25.787 --> 02:48:26.707]  So, what do you.
[02:48:26.867 --> 02:48:27.667]  What should we look out for?
[02:48:27.707 --> 02:48:28.607]  What do you expect to happen?
[02:48:29.087 --> 02:48:31.687]  Because you saw the arrogant, self avowed say this.
[02:48:32.247 --> 02:48:32.447]  Yeah.
[02:48:32.667 --> 02:48:35.707]  If the courts finally wake up, the Texas courts will throw it all out.
[02:48:36.168 --> 02:48:38.868]  And so then you just have to deal with the craziness from the Connecticut courts.
[02:48:39.208 --> 02:48:41.608]  But they have to come back to the Texas courts to enforce that.
[02:48:42.068 --> 02:48:44.548]  So, if they ever do the right thing, that's what the right thing is to do.
[02:48:44.948 --> 02:48:48.189]  Whether they will ever do the right thing has always been the open question in the United States.
[02:48:48.209 --> 02:48:50.229]  Well, as Maddie says, you won't get one cent.
[02:48:50.709 --> 02:48:52.369]  I'm, you know me, I'm pretty chill.
[02:48:52.449 --> 02:48:53.829]  I got a good steak once a week or so.
[02:48:54.029 --> 02:48:54.689]  Okay, that's fine.
[02:48:56.129 --> 02:48:57.869]  Under Texas law, I get my house, I get my car.
[02:48:58.069 --> 02:48:59.569]  I don't care about a bunch of money.
[02:48:59.609 --> 02:49:02.450]  So they're like, oh, you can do your show, you'll have no money.
[02:49:02.510 --> 02:49:03.970]  Great, I'll do more shows, bitch.
[02:49:04.750 --> 02:49:06.010]  Don't they get my psychology?
[02:49:07.450 --> 02:49:07.870]  No, they don't.
[02:49:08.470 --> 02:49:12.251]  No, they fund it because people that are anti human can't understand the human.
[02:49:12.831 --> 02:49:20.971]  So they will always be Klingons and understanding the rest of us, and that they will always be disconnected from that and not understanding the rest of us.
[02:49:21.011 --> 02:49:23.271]  And they don't get it's a pleasure to work for free and fight them.
[02:49:23.591 --> 02:49:25.272]  They don't know for years I've not been paid.
[02:49:25.812 --> 02:49:26.472]  They think it's funny.
[02:49:26.592 --> 02:49:27.492]  Yeah.
[02:49:27.832 --> 02:49:30.352]  Dude, to them, they can't imagine someone doing that.
[02:49:30.612 --> 02:49:32.712]  Remember, I had a $9 million Bitcoin donation.
[02:49:32.752 --> 02:49:34.412]  I donated it all in Enforce when we needed it.
[02:49:34.812 --> 02:49:36.052]  They were going to get you with Justice Department.
[02:49:36.072 --> 02:49:37.413]  We know you're lying on the state of Connecticut.
[02:49:37.773 --> 02:49:38.333]  And it all came out.
[02:49:38.353 --> 02:49:41.133]  Of course, I told the truth because it was a pleasure to give the money.
[02:49:41.333 --> 02:49:42.813]  They thought I'd run to the Caribbean with that.
[02:49:44.073 --> 02:49:47.893]  Well, it's one of the great assets our side has is that they can't.
[02:49:47.953 --> 02:49:48.514]  Self sacrifice.
[02:49:49.454 --> 02:49:50.734]  Yeah, we understand them.
[02:49:51.074 --> 02:49:52.234]  They can't understand us.
[02:49:52.794 --> 02:49:54.034]  And so we can do that.
[02:49:54.074 --> 02:49:57.674]  It was a pleasure to take the private donation and put it into the fight.
[02:49:57.994 --> 02:49:59.474]  It wasn't, I wasn't giving something up.
[02:49:59.574 --> 02:50:02.475]  It was, I had a spiritual orgasm doing it.
[02:50:03.275 --> 02:50:05.595]  Because it turned out for three years that was the underage we had.
[02:50:05.855 --> 02:50:06.715]  It carried us through.
[02:50:07.715 --> 02:50:14.256]  Well, and the irony is, had they not launched this whole assault, I mean, you were in a position where you might have stepped back for a little while.
[02:50:14.336 --> 02:50:18.636]  No, I told my wife, I said, I'm going to just do write a book a year, a film.
[02:50:18.756 --> 02:50:19.536]  I'm so committed.
[02:50:19.936 --> 02:50:20.677]  I've done my work.
[02:50:21.477 --> 02:50:23.877]  Before they sue me, I said, I'm going to quasi retire soon.
[02:50:23.917 --> 02:50:24.477]  Well, I was.
[02:50:25.557 --> 02:50:27.937]  But instead, they've now turned me into a young soldier.
[02:50:28.617 --> 02:50:32.938]  You'll step back from being on the battlefield, and they dragged you back onto the battlefield.
[02:50:33.018 --> 02:50:34.098]  It was one of the great things.
[02:50:34.118 --> 02:50:35.978]  Godfather III goes, they keep making me come back.
[02:50:36.798 --> 02:50:37.178]  Yeah, exactly.
[02:50:37.218 --> 02:50:39.018]  Every time you try to get out, they brought you back in.
[02:50:39.678 --> 02:50:40.658]  Which was, you know, the.
[02:50:40.778 --> 02:50:42.178]  And maybe you keep nailing it.
[02:50:42.258 --> 02:50:43.618]  I never told you my private self of mine.
[02:50:44.338 --> 02:50:45.059]  That's true, too.
[02:50:45.659 --> 02:50:48.799]  How'd you know I wanted to get off the battlefield?
[02:50:48.879 --> 02:50:55.699]  Well, I gathered that from various conversations we had had and where you were progressing and where other people around you had been planning on certain things.
[02:50:55.799 --> 02:50:57.620]  And it was like, okay.
[02:50:58.060 --> 02:51:00.460]  It just showed they don't understand humanity.
[02:51:00.480 --> 02:51:01.400]  They don't understand you.
[02:51:01.420 --> 02:51:02.740]  They don't understand your audience.
[02:51:02.780 --> 02:51:05.860]  They don't understand the people that are committed to these causes and ideas.
[02:51:06.440 --> 02:51:15.281]  It's like the people who didn't understand the revolution that we were in the quarter millennia anniversary of our revolution, the 250th anniversary.
[02:51:15.641 --> 02:51:39.723]  And one of the reasons why it succeeded is the elites in Britain could not understand us, that they could not understand the mindset that would be willing to sacrifice at Valley Forge, that would be willing to sacrifice their physical freedoms, their financial freedoms, their lives in order for this ideal of liberty that had not even meaningfully existed up until 1776, created it in the Constitution and the Declaration of Independence and the Bill of Rights.
