# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[03:21:47.039 --> 03:21:48.879]  We're selling it for $40, $40 something bucks.
[03:21:49.119 --> 03:21:49.439]  Okay.
[03:21:49.679 --> 03:21:51.679]  So look at that flip flips right out.
[03:21:52.319 --> 03:21:55.599]  Got a nice little, you know, my signature on it real small, nice little memento.
[03:21:55.679 --> 03:21:56.799]  You support the broadcast.
[03:21:57.119 --> 03:21:58.799]  That is a really nice knife.
[03:21:59.119 --> 03:22:01.439]  It clips on your belt buckles.
[03:22:01.519 --> 03:22:02.399]  We have it in the green.
[03:22:02.719 --> 03:22:04.319]  We have it in the murdered out black.
[03:22:04.559 --> 03:22:06.959]  We have it also in silver without it being blacked out.
[03:22:07.279 --> 03:22:08.559]  Those are great knives.
[03:22:08.879 --> 03:22:10.079]  Those are the new designs.
[03:22:10.239 --> 03:22:16.639]  Now, those 200 left of the Skull Crusher World War II trench knife with the Spartan tip of the spear.
[03:22:16.959 --> 03:22:17.919]  So they held those back.
[03:22:18.079 --> 03:22:19.359]  Those are available.
[03:22:19.839 --> 03:22:24.559]  A little bit left they held back in their overstock of the fire with its beauty.
[03:22:24.879 --> 03:22:25.999]  But this is a really cool knife.
[03:22:26.159 --> 03:22:28.159]  Alex Jones Phantom Folding Knife.
[03:22:28.639 --> 03:22:30.319]  A limited stock of that came back in.
[03:22:30.559 --> 03:22:32.559]  Also, the Alex Jones Burnt Orange Folding Knife.
[03:22:32.719 --> 03:22:34.959]  And this is the knife that sold out the quickest fitting knife.
[03:22:35.119 --> 03:22:37.359]  They got 500 of these, 1,000 now just came in.
[03:22:37.679 --> 03:22:39.119]  The first one sold out like an hours.
[03:22:39.199 --> 03:22:40.719]  Alex Jones Ring Blade.
[03:22:40.879 --> 03:22:41.839]  I guess those are popular.
[03:22:41.999 --> 03:22:43.999]  This is something I didn't really call for, but it's awesome.
[03:22:44.319 --> 03:22:45.919]  Got that ring on the back, got the deal.
[03:22:46.079 --> 03:22:47.039]  It's really nice.
[03:22:47.519 --> 03:22:52.159]  Those are all back in stock right now at thealixshowstore.com.
[03:22:52.239 --> 03:22:54.719]  But while you're at it, get methylene blue, Irish sea moss, and more.
[03:22:54.879 --> 03:22:57.738]  And check out the Patriot Apparel, theallshowstore.com.
[03:22:58.158 --> 03:23:08.578]  Hey, guys.
[03:23:08.959 --> 03:23:10.639]  Welcome back to the Alex Jones Show.
[03:23:10.719 --> 03:23:16.559]  My name is Kelsey Sharon, and we are going through all of the super positive things about euthanasia in MAID today.
[03:23:16.879 --> 03:23:26.159]  And then soon, don't worry, we are also going to get into the uncomfortable topic of the most recent shooter and the mental health crisis that is going on pretty much everywhere in the globe.
[03:23:26.479 --> 03:23:35.999]  But as I was stating before, if you guys weren't here, we were just going through the new bills that are being introduced into America, which are going to cover euthanasia.
[03:23:36.319 --> 03:23:39.279]  Well, MAID, poisoning, killing you to death by your doctor.
[03:23:39.599 --> 03:23:48.159]  And it's important to note because I've stated this before, you already have 14 jurisdictions offering MAID to your loved ones who are track one only.
[03:23:48.479 --> 03:23:49.999]  And that is just the way it starts.
[03:23:50.159 --> 03:23:53.999]  Track one, if you have never heard of it before, it's just really simple.
[03:23:54.239 --> 03:23:55.119]  You're terminally ill.
[03:23:55.279 --> 03:23:55.839]  You're going to die.
[03:23:55.999 --> 03:24:00.479]  And they give you a certain day waiting period before you can be killed by your doctor.
[03:24:00.799 --> 03:24:02.799]  Now, don't get me wrong.
[03:24:03.119 --> 03:24:04.159]  People get old.
[03:24:04.479 --> 03:24:05.599]  People go through cancer.
[03:24:05.759 --> 03:24:06.799]  People go through pain.
[03:24:07.119 --> 03:24:08.399]  People go through really hard things.
[03:24:08.639 --> 03:24:11.199]  But it doesn't mean our doctors should have the right to kill you.
[03:24:11.519 --> 03:24:12.799]  They're supposed to heal you.
[03:24:12.959 --> 03:24:14.639]  That's what the Hippocratic Oath is.
[03:24:14.879 --> 03:24:16.639]  At least that's what it was.
[03:24:16.959 --> 03:24:18.639]  But that's not where we are now.
[03:24:19.119 --> 03:24:21.039]  These new bills are going to expand.
[03:24:21.199 --> 03:24:21.919]  So, I'm going to list.
[03:24:22.079 --> 03:24:29.519]  I know it sounds like I'm repeating myself, but we're going to list the states that are already offering MAID and the newest one, which was New York.
[03:24:30.079 --> 03:24:32.719]  And then we're going to go through the ones that are coming next.
[03:24:32.959 --> 03:24:41.759]  Now, Compassion and Choices, as I stated before, right after this, we're going to do a breakdown of how financially flush these guys are because they are who I am up against.
[03:24:42.079 --> 03:24:47.759]  And I got to tell you, with over $33 million in the bank, I have an uphill climb.
[03:24:48.079 --> 03:25:09.759]  So the states that currently provide MAID, and by provide MAID, I mean kill your loved ones, are Maine, Hawaii, California, Colorado, Delaware, Illinois, Montana, New Jersey, New Mexico, Oregon, Vermont, Washington State, Washington, D.C., and the newest you guys heard about in the media the past couple weeks is New York.
[03:25:10.079 --> 03:25:19.199]  Kathy Hogle put that one in because she's a real treat because she took her time and really just broke down the fact that her mother had ALS and, you know, wished she could help her out.
[03:25:19.439 --> 03:25:22.479]  You know, I got to tell you, side tangent story.
[03:25:22.799 --> 03:25:25.519]  You know, a friend of mine, Alex Schaddenberg, told me this great story one day.
[03:25:25.599 --> 03:25:34.239]  He goes, I was at a conference about MAID and one of the doctors was saying, well, her mother was, she was mating her and she just wasn't dying fast enough.
[03:25:34.559 --> 03:25:37.999]  So she put a pillow over her face to make it end faster.
[03:25:38.319 --> 03:25:39.519]  No, I'm not joking.
[03:25:39.839 --> 03:25:40.959]  These doctors are great.
[03:25:41.119 --> 03:25:42.239]  These are what we call killers.
[03:25:42.319 --> 03:25:42.959]  They're a good time.
[03:25:43.199 --> 03:25:45.679]  So you do not want this in your state, friends.
[03:25:45.999 --> 03:25:47.359]  You do not want this in America.
[03:25:47.679 --> 03:25:56.959]  You know, the America that is coming back, the one that exists, the freedom-loving, freedom of speech, freedom of movement, gun rates, just great America.
[03:25:57.279 --> 03:26:01.199]  I need you guys to pay attention because you can stop these states from expanding.
[03:26:01.359 --> 03:26:09.519]  So the first new bill that has come up was introduced in 2025 by a representative Matt Pierce out of Indiana.
[03:26:09.759 --> 03:26:11.759]  The House bill is 1011.
[03:26:11.839 --> 03:26:17.759]  It's important for you guys to know that because this is who you call and reference and say, no, thanks.
[03:26:18.079 --> 03:26:21.599]  We don't really want our loved ones to be murdered in Indiana.
[03:26:21.919 --> 03:26:23.519]  It's kind of a problem for us.
[03:26:23.839 --> 03:26:27.039]  So you guys got to give him a call and let him know we're not here for it.
[03:26:27.359 --> 03:26:29.759]  Arizona, holy bananas.
[03:26:30.079 --> 03:26:33.759]  Can you guys tell me the correlation between Arizona and Florida?
[03:26:34.079 --> 03:26:38.799]  Is it that, I don't know, the majority of the population is elderly and aging and frail?
[03:26:39.119 --> 03:26:55.519]  Because I'm going to bet it is because Compassion and Choices has made it abundantly clear that they are planning to not only roll out, but expand rapidly in terms of funding with the Rabbin group in changing the narrative in Arizona and Florida.
[03:26:55.839 --> 03:27:17.519]  And yes, I am aware Florida does not have a bill on the floor right now, but in Compassion and Choice's own words, they have stated that they plan to split the Republican Libertarian vote using funding and the Rabin group on the ground to actually change the narrative so that Floridians and Arizonans, how is it Arizonas, Arizonians?
[03:27:17.839 --> 03:27:18.479]  You guys are great.
[03:27:18.559 --> 03:27:19.919]  You have nicknames for all your states.
[03:27:20.239 --> 03:27:23.999]  The people in Arizona are going to be killed by their doctors if this bill goes through.
[03:27:24.239 --> 03:27:32.319]  So on January 20th, 2026, this is when they would authorize the medical aid in dying in Arizona.
[03:27:32.479 --> 03:27:41.599]  The bill was introduced by Representative Christopher Mathis with a co-sponsor, Oscar Del D. Los Santos.
[03:27:41.759 --> 03:27:43.279]  Sorry, you guys have a lot of Mexican names.
[03:27:43.359 --> 03:27:44.079]  I'm not used to them.
[03:27:44.399 --> 03:27:48.319]  The bill is assigned to both the Health and Human Services Rules Committee.
[03:27:48.559 --> 03:28:06.959]  And the MAID bill would allow the terminally ill, the mentally capable adults with prognosis of six months or less to live to option the request to obtain or obtain or stop medication if they choose to die peacefully in their sleep if their suffering becomes unbearable.
[03:28:07.279 --> 03:28:08.959]  I love the words they use.
[03:28:09.279 --> 03:28:12.719]  Peaceful, die in their sleep.
[03:28:13.759 --> 03:28:15.039]  None of this is peaceful, by the way.
[03:28:15.199 --> 03:28:17.359]  If you use MAID, I can show you some case studies.
[03:28:17.679 --> 03:28:18.559]  not peaceful.
[03:28:18.879 --> 03:28:24.719]  So just like I stated it takes, you know, you know, on average, the longest we have is 137 hours to die.
[03:28:24.799 --> 03:28:26.559]  I don't know how peaceful that is, guys.
[03:28:26.879 --> 03:28:27.679]  Iowa.
[03:28:27.999 --> 03:28:30.639]  Now, I know Iowa is a battleground state for you guys.
[03:28:30.799 --> 03:28:32.719]  Well, this one should spark interest.
[03:28:32.959 --> 03:28:46.079]  February 3rd of this year, so just a week ago, week and a half ago, the HF2262 bill, which was author, what would authorize medical aid in dying in Iowa, was introduced by Representative Ken Crockin.
