[00:00:00.131 --> 00:00:00.495]  I'm good.
[03:40:04.716 --> 03:40:06.979]  You said don't do it, Iran will take over.
[03:40:07.459 --> 03:40:17.989]  I mean, look, you can say that today and everybody can say that, but you said that in 2001, 2002, 2003 when it was very unpopular because you've done your research and had good advisors.
[03:40:18.309 --> 03:40:20.752]  How did you know that when almost no one else did?
[03:40:21.701 --> 03:40:24.464]  Well, first of all, I'm the most militaristic person there is.
[03:40:24.524 --> 03:40:25.345]  I'm going to build the military.
[03:40:25.365 --> 03:40:29.570]  If I win, I'm going to make our military so strong, so powerful that nobody's going to mess with us.
[03:40:29.590 --> 03:40:31.793]  We're going to take care of our vets and all of that.
[03:40:32.353 --> 03:40:36.658]  But I have to tell you, you have to know if you're going to go to war, you have to do it properly and you have to know what to do.
[03:40:36.778 --> 03:40:38.780]  I viewed it as this Iran and Iraq
[03:40:39.321 --> 03:40:39.782]  We're good to go.
[03:40:54.278 --> 03:40:54.658]  Forever.
[03:40:55.018 --> 03:40:55.778]  And this is the way it is.
[03:40:56.279 --> 03:41:01.680]  I said, if you take out Iran, or if you take out Iraq, either one, you're going to destabilize the Middle East.
[03:41:01.700 --> 03:41:02.720]  Well, we took out Iraq.
[03:41:03.380 --> 03:41:07.661]  And, by the way, Iraq has the second largest oil reserves in the world.
[03:41:07.761 --> 03:41:08.722]  People don't even know that.
[03:41:08.782 --> 03:41:10.502]  So we gave, like, incredible.
[03:41:10.802 --> 03:41:11.482]  We took out Iraq.
[03:41:11.522 --> 03:41:12.583]  I said, you're going to destabilize.
[03:41:12.623 --> 03:41:21.625]  Well, and I said, and you'll know this, and you know this, and I appreciate what you just said, then Iran is going to come in, and Iran is going to take over Iraq.
[03:41:22.290 --> 03:41:23.931]  And they're just taking it over right now.
[03:41:23.971 --> 03:41:25.192]  As we speak, they're taking it over.
[03:41:25.453 --> 03:41:29.936]  Iran is running a rack, and very soon will be virtually, gonna be totally running a rack.
[03:41:30.236 --> 03:41:33.079]  Especially after all of, you know, the deal we just made, which is the worst.
[03:41:33.479 --> 03:41:35.240]  So, I said, keep the oil.
[03:41:36.121 --> 03:41:42.726]  And I said, if you're gonna leave, you shouldn't have gone in, but they shouldn't have, they should have left soldiers behind, like 20,000 or a certain number of soldiers.
[03:41:43.367 --> 03:41:44.688]  But if you're gonna leave, take the oil.
[03:41:44.948 --> 03:41:45.429]  And I've said it.
[03:41:46.260 --> 03:41:46.840]  Then they left.
[03:41:46.860 --> 03:41:47.701]  They didn't take the oil.
[03:41:47.881 --> 03:41:49.062]  So ISIS got the oil.
[03:41:49.302 --> 03:41:50.443]  Iran is getting the oil.
[03:41:50.543 --> 03:41:51.884]  Everybody's getting everything but us.
[03:41:52.204 --> 03:41:53.865]  So we lost thousands of soldiers.
[03:41:53.905 --> 03:41:55.726]  We spent two trillion dollars in Iraq.
[03:41:56.247 --> 03:41:58.428]  We have wounded warriors who I love all over the place.
[03:41:58.548 --> 03:41:59.889]  And what do we get out of it, Alex?
[03:41:59.949 --> 03:42:00.730]  We get nothing.
[03:42:00.810 --> 03:42:01.450]  We have nothing.
[03:42:01.530 --> 03:42:04.632]  No, the French and the Germans are getting the oil and the Iranians are getting the oil.
[03:42:05.073 --> 03:42:07.074]  And you know who the number one customer for the oil is?
[03:42:07.334 --> 03:42:07.794]  Guess what?
[03:42:07.935 --> 03:42:08.255]  China.
[03:42:08.655 --> 03:42:08.996]  That's right.
[03:42:27.458 --> 03:42:28.479]  Uh, minerals in the world.
[03:42:28.739 --> 03:42:35.225]  How is the United States or nobody else even trying to get rare earth minerals when it's what goes in the smartphones, the computers, trillions is made a year.
[03:42:35.465 --> 03:42:37.907]  How did we just give them the global market in that?
[03:42:37.927 --> 03:42:38.548]  That's crazy.
[03:42:39.208 --> 03:42:41.270]  Well, what a lot of people don't know Afghanistan.
[03:42:41.310 --> 03:42:47.195]  Now, Afghanistan is a place we can go in because you know, you have Pakistan and you have nuclear weapons, a lot of things going on there, but
[03:42:47.896 --> 03:42:52.120]  We go into Afghanistan, we're fighting, you know, tremendous mountains and ridges.
[03:42:52.380 --> 03:42:56.685]  We're fighting on one side, and you know who's got their excavators on the other side?
[03:42:56.705 --> 03:42:56.865]  China.
[03:42:56.885 --> 03:42:57.966]  China, looking at all the minerals.
[03:42:58.266 --> 03:43:02.230]  You know, Afghanistan, nobody knew this, Afghanistan is rich with minerals.
[03:43:02.271 --> 03:43:03.372]  Not oil, but minerals.
[03:43:03.452 --> 03:43:04.293]  Lithium, everything.
[03:43:05.188 --> 03:43:06.909]  And China has taken out all the minerals.
[03:43:07.269 --> 03:43:12.813]  And here we are fighting, we have trillions, we have like a trillion dollars in Afghanistan, and we get nothing out of it.
[03:43:12.853 --> 03:43:16.715]  And we're going to end up leaving and keeping a couple of thousand soldiers there and this and that.
[03:43:16.995 --> 03:43:17.616]  We get nothing.
[03:43:17.896 --> 03:43:19.737]  China has taken out the minerals.
[03:43:20.057 --> 03:43:27.822]  They're the buyers, the big buyers at very, very low prices of, as you know, of the oil in Iraq and probably in Syria.
[03:43:27.842 --> 03:43:29.423]  But China is a big buyer of the oil.
[03:43:29.803 --> 03:43:32.185]  But one thing with the oil, because you've covered it,
[03:43:32.765 --> 03:43:36.046]  For three years I've been saying, hit the oil, because ISIS is getting stronger.
[03:43:36.066 --> 03:43:39.787]  They know JV, as the President said, and they're certainly not contained.
[03:43:40.308 --> 03:43:42.548]  But I said, hit the oil, and hit them hard.
[03:43:43.329 --> 03:43:44.129]  And they laughed at me.
[03:43:44.349 --> 03:43:48.070]  And they would put generals on television saying, no, that strategy wouldn't work.
[03:43:48.090 --> 03:43:50.071]  Well, after Paris, they started hitting the oil.
[03:43:50.511 --> 03:43:51.151]  And it does work.
[03:43:51.192 --> 03:43:53.692]  The problem is, we've given them a two-year edge.
[03:43:53.712 --> 03:43:54.993]  They have billions of dollars.
[03:43:55.053 --> 03:43:58.634]  The Russians started hitting the oil for one month, and ISIS is already rolling over.
[03:43:58.934 --> 03:44:00.915]  So Putin is following your strategy.
[03:44:01.215 --> 03:44:02.376]  You know Vladimir Putin well.
[03:44:02.396 --> 03:44:04.076]  We should have done it two years ago, Alex.
[03:44:04.096 --> 03:44:05.117]  That's the only problem.
[03:44:05.137 --> 03:44:06.257]  Donald Trump joins us live.
[03:44:06.277 --> 03:44:13.220]  Can you speak to, as president, what your relationship would be with foreign leaders and what you know about Vladimir Putin?
[03:44:13.260 --> 03:44:17.202]  Because all I know is, why are we starting a fight with Russia when they're not doing anything to us?
[03:44:17.782 --> 03:44:18.003]  Right.
[03:44:18.203 --> 03:44:22.345]  Well, number one, and just to finish on the oil, by the way, I say hit the oil, but we should keep the oil.
[03:44:22.445 --> 03:44:23.345]  In other words, we should keep it.
[03:44:23.365 --> 03:44:24.365]  We'll get Exxon Mobil.
[03:44:24.485 --> 03:44:25.026]  They'll go in.
[03:44:25.086 --> 03:44:26.827]  We'll get other of our oil companies.
[03:44:26.867 --> 03:44:29.048]  We'll get some of the great oil companies we bidded at.
[03:44:29.228 --> 03:44:29.888]  We should keep the oil.
[03:44:30.188 --> 03:44:32.591]  You know, in the old days, to the victor belong the spoils, right?
[03:44:32.631 --> 03:44:33.231]  We don't have that.
[03:44:33.291 --> 03:44:34.773]  We go in, we fight a war, and we leave.
[03:44:35.013 --> 03:44:35.594]  We get nothing.
[03:44:35.854 --> 03:44:38.237]  Except we get death, and we get deficit.
[03:44:38.337 --> 03:44:39.037]  That's all we get.
[03:44:39.758 --> 03:44:41.360]  I think I get along great with people.
[03:44:41.400 --> 03:44:45.504]  I mean, I will probably get along well with him, and if I don't, somebody else will, and who knows?
[03:44:45.524 --> 03:44:46.786]  You know, he's a difficult cookie.
[03:44:47.266 --> 03:44:48.367]  He's tough and he's smart.
[03:44:48.527 --> 03:44:51.410]  I was on the show 60 Minutes with him recently.
[03:44:52.151 --> 03:44:52.832]  Not together.
[03:44:52.892 --> 03:44:55.774]  I mean, they did him and they profiled me at the same show, which was there.
[03:44:55.794 --> 03:44:56.874]  We were stable mates, right?
[03:44:57.315 --> 03:44:59.356]  But I think I'd get along very well with him.
[03:44:59.396 --> 03:45:00.497]  I think it's too fine.
[03:45:00.937 --> 03:45:01.878]  Look, here's the thing.
[03:45:02.258 --> 03:45:05.060]  We lose with every country and yet we don't get along with any countries.
[03:45:05.160 --> 03:45:06.241]  China is killing us.
[03:45:06.441 --> 03:45:07.481]  Everybody's killing us.
[03:45:07.641 --> 03:45:09.703]  China is just beating us to a pulp and trade.
[03:45:09.763 --> 03:45:11.824]  Japan, Mexico is killing us.
[03:45:12.225 --> 03:45:13.585]  And yet we don't get along with anybody.
[03:45:14.026 --> 03:45:15.567]  With me, they're not going to get so rich.
[03:45:15.647 --> 03:45:17.608]  Believe me, they're not going to get so rich at all.
[03:45:17.888 --> 03:45:19.069]  We're going to take back our jobs.
[03:45:19.089 --> 03:45:20.630]  We're going to take back our manufacturing.
[03:45:20.670 --> 03:45:21.591]  We take back our base.
[03:45:22.251 --> 03:45:24.012]  Yeah, they'll like us more than they do now.
[03:45:25.033 --> 03:45:25.773]  Sort of amazing.
[03:45:25.993 --> 03:45:27.214]  Well, Donald Trump, let me say this.
[03:45:27.354 --> 03:45:30.655]  My audience, I'd say 90% supports you, okay?
[03:45:31.256 --> 03:45:36.058]  And you definitely have shown your knowledge of geopolitical systems.
[03:45:36.619 --> 03:45:42.962]  Hillary and others have been demonizing you for saying radical Muslims celebrated on 9-11, but she got caught a few years ago.
[03:45:43.442 --> 03:45:47.283]  Claiming that she got shot at in Bosnia, in the air, on the ground.
[03:45:47.723 --> 03:45:48.863]  They have video of it all.
[03:45:48.943 --> 03:45:49.623]  None of it happened.
[03:45:49.643 --> 03:45:50.663]  She admits she lied.
[03:45:51.044 --> 03:45:52.424]  If you did that, you'd be done.
[03:45:52.444 --> 03:45:53.744]  But you wouldn't do something like that.
[03:45:53.784 --> 03:45:55.744]  You don't steal glory from our veterans.
[03:45:56.045 --> 03:46:00.085]  But they demonize you for made-up scandals every day, trying to see what'll stick.
[03:46:00.505 --> 03:46:03.226]  And then you got Hillary involved in Benghazi.
[03:46:03.246 --> 03:46:04.346]  You've got them involved in everything.
[03:46:04.706 --> 03:46:06.087]  And people love you for tough talk.
[03:46:06.527 --> 03:46:08.907]  Is it not time for impeachment hearings against Obama?
[03:46:09.267 --> 03:46:13.028]  I mean, what do we do politically to really try to prosecute Hillary Clinton?
[03:46:14.380 --> 03:46:15.360]  Well, you remember this.
[03:46:15.760 --> 03:46:19.581]  The best thing that we have going with Obama is he's got a year left, okay?
[03:46:19.682 --> 03:46:24.343]  Because, you know, by the time you do the hearings and everything, I don't... So don't make him a martyr.
[03:46:24.363 --> 03:46:26.623]  In a way, you'll make him a martyr, but I don't even say that.
[03:46:26.643 --> 03:46:35.806]  You know, one of the things that I'm the most disappointed in Republicans, because they go to Washington, they're going to do all this stuff, they're going to impeach Obama, they're going to end Obamacare, which has to be ended.
[03:46:35.826 --> 03:46:38.027]  I don't know if you've seen the premiums they're going up.
[03:46:38.047 --> 03:46:38.887]  It's killing everything.
[03:46:39.507 --> 03:46:42.909]  55%.
[03:46:39.787 --> 03:46:42.909]  You know, it's going to implode anyway.
[03:46:43.330 --> 03:46:46.972]  In 2017, Obamacare blows up.
[03:46:47.052 --> 03:46:47.492]  It's over.
[03:46:47.652 --> 03:46:48.173]  I mean, it's over.
[03:46:48.213 --> 03:46:49.053]  And everybody knows it.
[03:46:49.093 --> 03:46:50.534]  And they're doing big stories.
