[00:00:00.070 --> 00:00:00.332]  The show.
[03:04:06.755 --> 03:04:13.119]  So in the natural, we've had the rise of Hollywood, the TV and music industry, the virtual reality versus life reality.
[03:04:13.179 --> 03:04:14.780]  That's right.
[03:04:15.040 --> 03:04:24.686]  If you take God out of it, flooding in is the worst of the worst that will take four and then force-feed our children demoniac garbage to enslave them.
[03:04:26.001 --> 03:04:31.866]  Yeah, we've also had the corruption of the church's thinking with so-called Christian psychology, which makes self-God.
[03:04:32.466 --> 03:04:34.808]  Well, we've had the rise of Freudian and Jungian... Oh, I know.
[03:04:34.848 --> 03:04:43.375]  I cannot tell you what it's done with people I know with these name-it-and-claim-it brainwasher churches that turn people into, like, psychopaths.
[03:04:43.415 --> 03:04:45.897]  They believe they can do anything they want because God's on their side.
[03:04:45.957 --> 03:04:46.978]  It is bizarre.
[03:04:48.693 --> 03:04:55.556]  And, uh, we've also had the corruption of the church at stand with this preacher of rapture fantasy rather than fight on and endure to the end.
[03:04:55.597 --> 03:04:56.537]  Yeah, I'm gonna come back to you.
[03:04:56.557 --> 03:04:57.537]  I'm gonna keep doing Overdrive.
[03:04:57.577 --> 03:05:00.659]  Steve, stay there and then Ed, Randy, and that'll be it for calls.
[03:05:00.719 --> 03:05:05.241]  I'm gonna keep going for Ed and Randy and Steve and a few final news stories straight ahead.
[03:05:05.421 --> 03:05:06.302]  Overdrive continues.
[03:05:12.202 --> 03:05:13.704]  Are you always five minutes late?
[03:05:14.164 --> 03:05:16.506]  Maybe you're only late when you don't want to be somewhere.
[03:05:16.947 --> 03:05:19.169]  Then you realize you're always five minutes late.
[03:05:19.650 --> 03:05:25.916]  For work, you set three alarms, drag your feet in the shower, drink your coffee slowly until you're rushing out the door.
[03:05:26.276 --> 03:05:27.277]  Five minutes late.
[03:05:27.618 --> 03:05:29.079]  It's not that you hate your job.
[03:05:29.099 --> 03:05:30.721]  Hate is such a strong word.
[03:05:30.961 --> 03:05:32.703]  You're just not that excited about it.
[03:05:33.163 --> 03:05:35.365]  But most people don't love what they do, right?
[03:05:35.786 --> 03:05:48.379]  Listen, if you're local to the Twin Cities, are hardworking, self-driven, with experience in sales, marketing, or advertising, are personable, and a whiz on the phone, you might want to join one of the largest independent talk radio networks in the world, GCN.
[03:05:49.520 --> 03:05:52.243]  Because right now, we are hiring, and we offer benefits.
[03:05:52.704 --> 03:05:55.046]  Experience preferred, but we'll train the right person.
[03:05:55.327 --> 03:05:55.847]  Is that you?
[03:05:56.188 --> 03:06:00.292]  Submit your resume today to advertise at gcnlive.com.
[03:06:00.452 --> 03:06:03.456]  That's advertise at gcnlive.com.
[03:06:03.616 --> 03:06:09.563]  Come work with the Genesis Communications Network, where you'll want to be five minutes early every day.
[03:06:10.626 --> 03:06:14.608]  Several months back, I started taking your nascent iodine and your super meal.
[03:06:14.668 --> 03:06:16.589]  Prior to this, I was barely walking.
[03:06:16.649 --> 03:06:19.330]  Now, I'm able to function as a human again.
[03:06:19.611 --> 03:06:21.552]  InfoWarsLife.com.
[03:06:21.672 --> 03:06:23.593]  You've heard the callers of the show.
[03:06:23.653 --> 03:06:24.773]  Your products are great.
[03:06:24.913 --> 03:06:31.517]  I use DNA Force, I use XQ, Super Male Vitality, and Lung Cleanse.
[03:06:32.037 --> 03:06:33.558]  Every day, they're great stuff.
[03:06:33.638 --> 03:06:39.781]  Whether it's Survival Shield Nascent Iodine or DNA Force, Super Male Vitality, Super Female Vitality,
[03:06:39.941 --> 03:06:43.122]  Lung cleanse, fluoride shields, oxy powder.
[03:06:43.482 --> 03:06:51.446]  I believe that all of these products will blow you away like they've done the thousands of other customers that have visited Infowarslife.com.
[03:06:51.626 --> 03:06:52.366]  That's true.
[03:06:52.906 --> 03:06:56.968]  Just amazing what it's able to do to actually detox the body.
[03:06:57.248 --> 03:06:58.068]  It's great stuff.
[03:06:58.148 --> 03:07:05.852]  Check out Infowarslife.com today and the entire line of groundbreaking, cutting-edge, hardcore products.
[03:07:09.801 --> 03:07:16.604]  If the IRS has garnished your paycheck or seized money from your bank account, you need to get professional tax help now.
[03:07:16.804 --> 03:07:20.966]  Fast action is required to put a halt to these aggressive IRS collection tactics.
[03:07:21.106 --> 03:07:25.288]  You can count on the knowledgeable team of tax professionals at Wall and Associates.
[03:07:25.348 --> 03:07:31.271]  With over 30 years of experience, Wall and Associates has settled the tax problems of thousands of taxpayers.
[03:07:31.391 --> 03:07:33.412]  For a small fraction of what they owed.
[03:07:33.632 --> 03:07:41.877]  For a free face-to-face consultation, call 1-800-425-4610 to put a wall between you and the IRS.
[03:07:41.897 --> 03:07:42.638]  1-800-425-4610.
[03:07:42.778 --> 03:07:46.500]  Or look for us on the web at wallandassociates.net.
[03:07:46.540 --> 03:07:48.081]  We solve tax problems.
[03:07:48.241 --> 03:07:52.824]  If you hire Walland Associates today, you'll never have to talk to the IRS again.
[03:07:53.084 --> 03:07:56.586]  To stop the levies and seizures today, take action now.
[03:07:56.766 --> 03:07:58.427]  Call Walland Associates at 1-800-425-4610.
[03:08:01.089 --> 03:08:03.910]  Wall and Associates, 1-800-425-4610.
[03:08:03.970 --> 03:08:07.392]  Based on actual cases, results may vary.
[03:08:07.452 --> 03:08:08.973]  Not a solicitation for legal services.
[03:08:08.993 --> 03:08:24.240]  You are listening to an Infowars.com Frontline Report.
[03:08:25.200 --> 03:08:28.822]  If you are receiving this transmission, you are the resistant
[03:08:38.464 --> 03:08:39.625]  Alright, let's hurry through your calls.
[03:08:39.665 --> 03:08:40.806]  We're in overdrive here.
[03:08:41.346 --> 03:08:43.408]  Taking your calls on a few other stories I want to hit on.
[03:08:43.428 --> 03:08:50.333]  To show how conditioned I've gotten, they're at Davos on TV talking about micro-mosquitoes that'll force us to take our shots.
[03:08:50.813 --> 03:08:53.575]  They're saying, get over it, you have no privacy, as they announce each year.
[03:08:54.716 --> 03:08:58.459]  And I'm just so conditioned, I'm like, yeah, they're announcing micro-mosquitoes, robots, huh?
[03:08:59.280 --> 03:08:59.840]  Eh, big deal.
[03:09:00.901 --> 03:09:03.383]  See, first it doesn't exist, and now, oh, it's just no big deal.
[03:09:03.403 --> 03:09:04.584]  And even I'm being conditioned.
[03:09:04.604 --> 03:09:06.325]  It's just amazing.
[03:09:06.385 --> 03:09:07.206]  Steve, um...
[03:09:10.285 --> 03:09:11.006]  Absolutely.
[03:09:11.066 --> 03:09:15.648]  You know, they talk about religion being used for wars and not spirituality or not a belief in Christ.
[03:09:16.709 --> 03:09:19.111]  But you look at these big mega-churches.
[03:09:19.191 --> 03:09:21.412]  They're just government intelligence agencies.
[03:09:22.713 --> 03:09:34.640]  And they take normal people and then get them all hyped up to be super confident and believe they can act or do whatever they want because Jesus is going to reward them because they go to that church.
[03:09:35.160 --> 03:09:37.202]  And it creates mentally ill monsters.
[03:09:38.195 --> 03:09:40.597]  It's almost like a type of narcissism they're teaching them.
[03:09:40.997 --> 03:09:44.219]  I noticed you mentioned that, and I have witnessed that myself.
[03:09:45.960 --> 03:09:48.081]  Yeah, I have a couple more real quick.
[03:09:48.361 --> 03:09:54.465]  There's been a corruption of the church's mission, which is the Great Commission, that's been neutralized, neglected.
[03:09:54.625 --> 03:09:59.327]  We've replaced it with this Kingdom Now church growth movement, focusing on our property, etc.
[03:09:59.768 --> 03:10:07.112]  While here in the natural, we have the rise of the laziness of the welfare EBT class, burning out our kids, our elderly, and our industry.
[03:10:07.839 --> 03:10:12.042]  And then the corruption of the Church's perspective, where it's temporal rather than eternal.
[03:10:12.462 --> 03:10:18.706]  Well, we've got the rise of the me generation and instant gratification, gotta have it now rather than think long-term.
[03:10:19.146 --> 03:10:26.511]  The corruption of the Church's stand with this pre-trib rapture fantasy rather than fight on and endure to the end.
[03:10:26.551 --> 03:10:31.674]  And so we've got the rise of the zombie nation with the sports, the game shows, the tabloid reality.
[03:10:32.235 --> 03:10:37.118]  And then finally, the corruption of the Church leadership with their greed, perversion, and egotism.
[03:10:37.625 --> 03:10:40.648]  So we had the rise of the criminal government and their dad tripped.
[03:10:42.530 --> 03:10:43.071]  Well said.
[03:10:43.091 --> 03:10:51.660]  I'm going to take the call you made earlier and then finishing up in this segment and put it out as a video because I think what you said is absolutely on target and it's scary.
[03:10:53.817 --> 03:10:57.138]  And I'm not, again, up here saying I'm some moral perfect person.
[03:10:57.238 --> 03:10:58.139]  I'm fleshly.
[03:10:58.739 --> 03:10:59.719]  I have bad thoughts.
[03:11:00.339 --> 03:11:02.860]  But, I mean, part of that is you war game things in your mind.
[03:11:02.880 --> 03:11:04.801]  I get in the mind of the enemy.
[03:11:05.221 --> 03:11:06.322]  I understand how they think.
[03:11:07.102 --> 03:11:18.026]  And then I look at just the stupid, dumbed-down, me-me-me people that just want to believe Obama's going to give them free college or a free car or a free house, and all the illegals worldwide coming here to get a free lunch.
[03:11:19.267 --> 03:11:21.309]  As if anybody's really going to get a free lunch.
[03:11:21.870 --> 03:11:24.113]  As if it isn't about creepy total enslavement.
[03:11:25.455 --> 03:11:32.423]  And even though they get lied to over and over again, they still bet again because they want to believe they're going to get something for free.
[03:11:34.192 --> 03:11:35.153]  They're just chumps.
[03:11:36.033 --> 03:11:38.716]  And then you see how soft and dumb the public's gotten.
[03:11:39.016 --> 03:11:40.237]  Part of industrialization.
[03:11:40.557 --> 03:11:41.838]  It's not all the globalists doing.
[03:11:42.138 --> 03:11:43.459]  They're just exacerbating it.
[03:11:44.160 --> 03:11:52.547]  Imagine when everything falls and goes to hell in a handbasket what it'll be like with these giant hordes of entitled, weak, pathetic people.
[03:11:53.347 --> 03:11:55.169]  And then all these fake, tough men.
[03:11:57.423 --> 03:12:01.986]  All these fake tough guys strutting around thinking they're Billy Badass.
[03:12:02.046 --> 03:12:06.109]  I mean, what's it going to be like for them when the, you know what, hits the oscillating device?
[03:12:06.509 --> 03:12:07.430]  It's going to be crazy.
[03:12:07.450 --> 03:12:07.970]  Anything else?
[03:12:09.471 --> 03:12:11.352]  Yeah, I just want to say this in conclusion.
[03:12:12.313 --> 03:12:17.276]  I'm not for perpetuating this, you know, self-fulfilling prophecy.
[03:12:17.316 --> 03:12:18.757]  Well, you know, it's the last day.
[03:12:18.837 --> 03:12:19.718]  God said this would happen.
[03:12:19.758 --> 03:12:20.778]  There's nothing we can do.
[03:12:20.798 --> 03:12:23.400]  I'm going to stand for the truth and fight on.
[03:12:23.440 --> 03:12:24.581]  But I want to say this, Alex.
[03:12:25.413 --> 03:12:34.401]  What we see happening in America is the judgment of God, not just on the nation, but on the church, because of their mockery of God before the law.
[03:12:34.981 --> 03:12:38.284]  And unless the church turns and changes the direction they're going,
[03:12:38.780 --> 03:12:54.709]  I believe we're going to see a total implosion of America, which I believe has to happen to wake people up to the reality of what's going on, because they're so complacent and lukewarm and living in a fantasy world, and believing we're going to get transported out of here before this all comes down.
[03:12:55.069 --> 03:13:01.253]  I don't see any other way, because most of them have this knee-jerk, deer-in-the-headlights, dare-reaction when I try to tell them what's going on.
[03:13:01.573 --> 03:13:04.855]  Well, sure, you tell the average fake Christian their daughter's on crack cocaine.
