[00:00:00.069 --> 00:00:00.935]  Spend Liberty Worldwide!
[03:48:24.688 --> 03:48:27.871]  We're just showing the hypocrisy behind all of this.
[03:48:28.012 --> 03:48:32.676]  Why Christianity is being attacked for holding their beliefs, for not wanting to do that.
[03:48:33.056 --> 03:48:40.003]  Meanwhile, are these, will this group be attacked just as well if they deny, or will they just let it slide and go by?
[03:48:41.303 --> 03:48:56.400]  And I bet if Mark Dice went out and did a video, Mark if you're listening, and went out and asked people, hey, we want to force the local mosque to, we're going to force them to marry gay people, I wonder if the liberals would go, well no, it's their religion not to do that, so we have to respect it.
[03:48:56.420 --> 03:48:58.182]  I guarantee you that's what they would say.
[03:48:58.502 --> 03:49:02.865]  Or if they'll say, no, force them, you know, because they like forcing everything on everybody via petitions.
[03:49:03.446 --> 03:49:04.706]  So who knows?
[03:49:04.907 --> 03:49:13.433]  We showed that video earlier about how the liberals wanted to ban the Bible out of Amazon.com and Barnes and Noble.
[03:49:14.153 --> 03:49:16.614]  And only one guy stood up and got in Mark's face.
[03:49:16.634 --> 03:49:18.154]  What did you think of that guy who got up in Mark's face?
[03:49:18.174 --> 03:49:18.694]  Did you see that?
[03:49:19.074 --> 03:49:20.655]  No, I haven't had a chance to see it yet.
[03:49:21.435 --> 03:49:27.417]  It was great to see one person who wasn't awake, who had the glasses on and could see, just go, hey man, what are you doing?
[03:49:27.537 --> 03:49:31.898]  Everybody else is just blindly signing it, or they go, nah, I'm not interested, and just kind of shuffle off.
[03:49:32.438 --> 03:49:37.520]  And they weren't too interested in pursuing that line of questioning any further.
[03:49:38.220 --> 03:49:48.665]  So, yeah, if people do want to get married, if we can't find a couple to go over there and who, you know, seriously want to get married, we'll definitely, we want to shoot it on video, show people the hypocrisy behind it.
[03:49:49.666 --> 03:49:55.389]  Because that's where we can have the greatest effect, I think, in showing how different people are treated differently.
[03:49:55.449 --> 03:49:56.189]  And that's wrong.
[03:49:56.529 --> 03:49:59.211]  I mean, everybody can agree, we want to treat everybody the same.
[03:49:59.491 --> 03:50:02.292]  So you can't have some groups getting preferential treatment over others.
[03:50:02.752 --> 03:50:03.353]  When you do that,
[03:50:04.501 --> 03:50:05.882]  It's only bad things that are going to happen.
[03:50:06.883 --> 03:50:10.846]  Let's see, I'm going to take phone calls since we got a couple more minutes before we go to break.
[03:50:10.866 --> 03:50:11.827]  What do we got, like a minute left?
[03:50:14.188 --> 03:50:14.529]  One minute.
[03:50:15.209 --> 03:50:19.112]  Jason, I'm going to let you start with your question and we'll finish it up.
[03:50:19.132 --> 03:50:20.493]  We'll pick it up at the end of the break.
[03:50:20.533 --> 03:50:21.634]  Thanks for Joe Biggs for popping in.
[03:50:21.674 --> 03:50:22.815]  Jason, what is your question?
[03:50:23.976 --> 03:50:25.417]  Hey, how you doing today, Bobby?
[03:50:26.858 --> 03:50:27.378]  Doing good.
[03:50:27.478 --> 03:50:28.399]  What is your question?
[03:50:28.419 --> 03:50:30.941]  You got refugees, solutions, jobs, and a phone app.
[03:50:33.058 --> 03:50:40.322]  You know, you got all these people migrating, and it's happened over, since the dawn of time, people have always migrated.
[03:50:41.002 --> 03:50:49.226]  But the problem is, what's causing them to migrate is more likely ISIS, or al-Qaeda if you want to call them ISIS.
[03:50:50.326 --> 03:50:53.068]  Or our creation, is what you could call them as well, the U.S.
[03:50:53.088 --> 03:50:53.468]  creation.
[03:50:55.047 --> 03:50:56.728]  Oh yeah, and we openly fund it.
[03:50:56.988 --> 03:50:59.549]  I mean, how do they get them nice Tundra trucks?
[03:50:59.910 --> 03:51:00.990]  Alright, hey Jason, hold that.
[03:51:01.010 --> 03:51:02.031]  We're gonna be right back with you.
[03:51:02.051 --> 03:51:03.531]  It'll be the final segment of Overdrive.
[03:51:03.552 --> 03:51:06.553]  This is Rob Due with the Alex Jones Show in Overdrive, Infowars.com.
[03:51:15.316 --> 03:51:19.618]  Why do over 50% of North Americans suffer from some form of chronic ailment?
[03:51:19.898 --> 03:51:21.739]  Could it be due to a toxic overload?
[03:51:22.239 --> 03:51:23.799]  It's time to take back your life.
[03:51:24.160 --> 03:51:27.241]  Get the lead out as well as the cadmium, mercury and calcium.
[03:51:27.941 --> 03:51:39.706]  ExtendoVite is a garlic cayenne supplement with five other herbs that acts like a natural drain-o, cleaning out the stored toxins, restoring your energy and youthfulness that we've lost.
[03:51:40.430 --> 03:51:45.693]  If you would like to live your life free of sickness, pain, or fear, then Xtendivite is for you.
[03:51:45.973 --> 03:51:51.596]  Available in either capsules or liquid, you too can see why Xtendivite is the number one heart drop available.
[03:51:51.996 --> 03:51:52.937]  To order, call 1-877-928-8822.
[03:51:52.957 --> 03:51:53.537]  That's 1-877-928-8822.
[03:51:53.617 --> 03:51:55.178]  Or visit our website at heartdrop.com.
[03:52:09.629 --> 03:52:12.591]  A clean, toxic-free body is the foundation of true health.
[03:52:12.831 --> 03:52:22.355]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[03:52:22.616 --> 03:52:27.778]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[03:52:27.878 --> 03:52:36.720]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[03:52:36.960 --> 03:52:45.582]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[03:52:45.822 --> 03:52:52.763]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[03:52:52.903 --> 03:52:56.384]  We use only the highest quality organic herbs backed by serious research.
[03:52:56.564 --> 03:52:59.149]  And we still bring it to you at the best price out there.
[03:52:59.309 --> 03:53:04.059]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[03:53:04.239 --> 03:53:06.203]  That's InfoWarsLife.com or call 888-253-3139.
[03:53:09.298 --> 03:53:12.260]  Don't complain about your cable bill going up and up and up.
[03:53:12.400 --> 03:53:13.441]  Do something about it.
[03:53:13.601 --> 03:53:16.643]  Grab a pencil and jot down this special number.
[03:53:18.464 --> 03:53:22.027]  The more cable TV rates go up, the better digital satellite TV looks.
[03:53:22.427 --> 03:53:24.048]  Say goodbye to the cable guy.
[03:53:24.168 --> 03:53:28.011]  And get more of your favorite channels in 100% digital quality for less money.
[03:53:28.131 --> 03:53:28.611]  Call 1-855-905-MY-TV.
[03:53:31.093 --> 03:53:34.814]  Sign up for packages starting as low as $19.99, and there's no equipment to buy.
[03:53:34.894 --> 03:53:39.756]  You get free HDTV upgrade, a free DVR upgrade, and free professional installation.
[03:53:39.956 --> 03:53:42.316]  You control what you watch, when you watch it.
[03:53:42.577 --> 03:53:47.198]  Record your favorite shows, pause and rewind live TV, even skip the commercials.
[03:53:47.538 --> 03:53:48.859]  Watch local channels, too.
[03:53:49.059 --> 03:53:51.520]  At just $19.99, what are you waiting for?
[03:53:51.700 --> 03:53:53.541]  Pull out your major credit or debit card.
[03:53:53.641 --> 03:53:56.922]  Call 1-855-905-MY-TV.
[03:53:56.942 --> 03:53:58.483]  1-855-905-MY-TV.
[03:53:58.983 --> 03:54:00.644]  Say goodbye to the cable guy.
[03:54:00.824 --> 03:54:02.365]  Cut costs and get more.
[03:54:02.385 --> 03:54:02.765]  1-855-905-MY-TV.
[03:54:02.785 --> 03:54:03.145]  1-855-905-MY-TV.
[03:54:18.348 --> 03:54:20.370]  Final segment of Overdrive.
[03:54:20.410 --> 03:54:20.890]  That's right.
[03:54:21.050 --> 03:54:22.551]  We're going to do this live from now on.
[03:54:22.591 --> 03:54:24.833]  The fourth hour of Overdrive at the Alex Jones Show.
[03:54:25.033 --> 03:54:37.762]  If you are listening to this on one of our different platforms via the YouTube or if you're watching it on InfoWars.com forward slash show but you're not getting it in your local radio station, well you know other people are missing out too.
[03:54:38.063 --> 03:54:39.284]  So call your local radio station.
[03:54:39.304 --> 03:54:40.705]  Tell them to carry that fourth hour now.
[03:54:41.365 --> 03:54:42.846]  Because it's going to go on like this.
[03:54:42.886 --> 03:54:44.507]  Some people would replay the first hour.
[03:54:44.587 --> 03:54:45.748]  No, now you've got the fourth hour.
[03:54:45.768 --> 03:54:48.030]  You don't have to hear a repeat of the first hour.
[03:54:48.310 --> 03:54:50.732]  And then we're putting this out on YouTube.
[03:54:51.152 --> 03:54:53.534]  PrisonPlanet.tv members can also watch it live.
[03:54:54.034 --> 03:54:55.555]  We want to thank those members out there.
[03:54:55.575 --> 03:54:59.098]  And also you can watch it at InfoWars.com forward slash show.
[03:54:59.118 --> 03:55:03.281]  You can watch all four hours and then that repeats and repeats and repeats until the next day.
[03:55:04.041 --> 03:55:06.022]  Jason, finish up with your points there.
[03:55:06.063 --> 03:55:08.925]  You want to talk about refugees, solutions, jobs and the phone app.
[03:55:08.965 --> 03:55:09.305]  Go for it.
[03:55:10.683 --> 03:55:15.448]  Yeah, I think people are migrating just because of fear of dying from ISIS.
[03:55:16.248 --> 03:55:21.834]  And a lot of people have came to America because we were the greatest country in the world.
[03:55:22.354 --> 03:55:26.138]  We were, you know, and it's slowly declining.
[03:55:27.639 --> 03:55:33.705]  And also I got one of my main points I wanted to point out was we have a huge working poor class.
[03:55:34.716 --> 03:55:42.079]  That that is just phenomenal that the middle class is not can't even out out by the top 1%.
[03:55:43.419 --> 03:55:52.122]  And, you know, you get all these people that are coming in and getting handouts that that, you know, I'm a hard working construction worker, I'm an electrician by trade.
[03:55:53.163 --> 03:55:56.724]  And I went into a guy's house that was on section eight.
[03:55:57.284 --> 03:55:59.265]  And he had three times as much food as I had.
[03:56:00.342 --> 03:56:03.064]  He had a nicer place, nicer TV, nicer car.
[03:56:03.084 --> 03:56:08.748]  I'm thinking to myself, why am I working when this guy is over here getting it handed to him?
[03:56:08.788 --> 03:56:12.250]  Well, you work because you're an honest person and you don't like handouts.
[03:56:12.270 --> 03:56:12.971]  That's one reason.
[03:56:14.151 --> 03:56:14.892]  But I hear you.
[03:56:14.952 --> 03:56:17.494]  When you give people handouts, it encourages them not to work.
[03:56:17.834 --> 03:56:18.935]  Eric in New Jersey, go ahead.
[03:56:21.033 --> 03:56:23.194]  First plug is I love Survival Shield.
[03:56:23.354 --> 03:56:26.616]  My dreams are a lot more vivid when I'm on it, and I notice when I'm not on it.
[03:56:26.736 --> 03:56:27.156]  I love it.
[03:56:28.117 --> 03:56:29.297]  Second, solution.
[03:56:30.078 --> 03:56:49.367]  For all these refugees that are coming over here into this country, I think that what would be the ultimate silver bullet into the devil's heart would be if InfoWars started putting out all the information, including the magazine, in multiple languages so that we can educate all these people and begin converting them over to the liberty side and work them against the establishment.
[03:56:50.868 --> 03:56:51.668]  You know what I'd like to see?
[03:56:51.688 --> 03:56:58.710]  I'd like to see a Hispanic fellow do, like, replay the Alex Jones Show but, like, translate what Alex is saying in Spanish.
[03:56:58.730 --> 03:57:03.172]  But just like Alex, I think that would be a mega, mega viral situation.
[03:57:03.212 --> 03:57:04.132]  And then other people do it.
[03:57:04.152 --> 03:57:05.372]  We have a Czech guy who does it.
[03:57:05.472 --> 03:57:06.233]  A Russian guy.
[03:57:06.593 --> 03:57:14.135]  And just have a different Alex Jones in every part of the world slamming their fist on the desk, you know, pissed off at the system.
