[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[03:25:23.033 --> 03:25:33.281]  But Darren McBreen found an actual Gardasil ad that is about 30 seconds long and, you know, this is actually the truth.
[03:25:33.301 --> 03:25:34.803]  This is what they should be saying about Gardasil.
[03:25:35.103 --> 03:25:36.264]  So here's that ad.
[03:25:37.782 --> 03:25:42.066]  Gardasil, destroying little girls' lives one injection at a time.
[03:25:42.546 --> 03:25:45.288]  And now, boys, too, can get the Gardasil shot.
[03:25:45.789 --> 03:25:51.614]  My stepson, 10 months ago, had the HPV immunization, and a week later went blind in the left eye.
[03:25:51.934 --> 03:25:53.756]  Yeah, they can't wait to give it to boys.
[03:25:53.836 --> 03:26:02.063]  May cause convulsions, grand mal seizures, deafness, circulatory collapse, blood problems, leading to unexplained bruising or bleeding.
[03:26:02.723 --> 03:26:10.687]  Fainting or brief loss of consciousness, chronic fatigue syndrome, foaming at the mouth, blindness and death.
[03:26:11.187 --> 03:26:11.928]  Gardasil!
[03:26:13.285 --> 03:26:13.765]  There you go.
[03:26:14.045 --> 03:26:16.786]  And they want to now mandate that in Rhode Island.
[03:26:17.366 --> 03:26:22.308]  They actually are trying to put that on, and you can only get out of it with a religious exemption.
[03:26:22.328 --> 03:26:27.850]  And I'm going to play a bit of a video of a parent confronting the health director in Rhode Island.
[03:26:27.870 --> 03:26:30.111]  I'm going to play that coming up probably in the next segment.
[03:26:30.891 --> 03:26:32.451]  But first, let's go back to your calls.
[03:26:32.532 --> 03:26:35.152]  Joseph in Michigan, what is your vaccine story?
[03:26:36.893 --> 03:26:38.994]  Hey, thanks for having me on.
[03:26:40.214 --> 03:26:42.375]  I'm kind of getting notified about this last minute.
[03:26:43.502 --> 03:26:45.503]  Calling about, uh, vaccine-injured children?
[03:26:45.683 --> 03:26:46.304]  Sure, yeah.
[03:26:47.764 --> 03:26:52.087]  My sister Lauren, 31 years old.
[03:26:52.107 --> 03:26:53.427]  1984, she was 4 months old.
[03:26:53.928 --> 03:26:55.909]  She got her first DTP shot.
[03:26:57.009 --> 03:27:01.792]  About half hour, 45 minutes later, she went into a 15 minute long grand mal seizure.
[03:27:03.273 --> 03:27:08.776]  My sister has cerebral palsy, epilepsy, and autism from the DTP shot.
[03:27:09.904 --> 03:27:12.925]  That started me being a conspiracy theorist 31 years ago.
[03:27:12.985 --> 03:27:15.586]  I've had a long time to study and do a lot of research.
[03:27:16.606 --> 03:27:34.791]  I researched the ethylmercury and how it bonds to the membrane on the mitochondrial DNA and how it permeates and saturates and gets inside of that membrane to permeate the cell and then switches to a methylmercury which is like 10 times more toxic and it starts confusing
[03:27:35.461 --> 03:27:43.488]  The caspase-3, 7, and 10, which are your biological time clock for your RNA-DNA transfer, and it confuses everything about your development.
[03:27:44.389 --> 03:28:00.844]  And when the aluminum hydroxide attaches to the red blood cell and coats it to the point where it cannot transfer ATP, energy, anymore, and also the same thing with the DNA transfer, it cripples the child immediately.
[03:28:01.676 --> 03:28:22.500]  And in going through the research and doing all these links with the polysorbate 80 and the MSGs and the formaldehydes and what they do to the immune system, they said that they've been talking bullshit now for these last... I'm sorry, I'm getting a little elevated.
[03:28:22.520 --> 03:28:26.361]  We'll bleep that out.
[03:28:28.001 --> 03:28:28.962]  They've been denying it.
[03:28:29.002 --> 03:28:29.862]  They said back in the 80s,
[03:28:31.198 --> 03:28:38.050]  Lift your child over onto their belly, or onto their back, because if they're on their belly, they're suffocating, you know?
[03:28:38.311 --> 03:28:38.471]  Right.
[03:28:38.511 --> 03:28:42.278]  But that was when they started putting the ethylmercury into the vaccine.
[03:28:43.493 --> 03:28:48.678]  And the children that were dying of SIDS, they knew why then and they know why now.
[03:28:48.938 --> 03:28:51.140]  SIDS now is at its highest rate in history.
[03:28:51.620 --> 03:28:52.901]  And so is the vaccine schedule.
[03:28:53.182 --> 03:28:54.463]  What a coincidence.
[03:28:54.663 --> 03:28:56.384]  The vaccine schedule is the highest in history.
[03:28:56.885 --> 03:28:58.006]  SIDS is highest in history.
[03:28:58.326 --> 03:29:01.088]  We have the worst infant mortality in the developed world.
[03:29:02.410 --> 03:29:02.650]  You know?
[03:29:02.670 --> 03:29:07.154]  What they did was they changed the ICD code so that they don't use SIDS anymore.
[03:29:07.274 --> 03:29:07.454]  Right.
[03:29:07.830 --> 03:29:11.731]  They put lack of respiratory, stop breathing, other.
[03:29:12.011 --> 03:29:13.331]  They don't say SIDS anymore.
[03:29:13.391 --> 03:29:16.872]  So SIDS, you know, supposedly has gone down, but it's actually, it's worse.
[03:29:16.932 --> 03:29:30.934]  But when I looked at it, when the ethylmercury gets in there and it starts confusing the caspase 3, 7, and 10, those trigger a cellular apoptosis that goes after neuronal cells and immune cells.
[03:29:31.474 --> 03:29:36.915]  And when the neuronal cells that are under attack from the apoptosis that is
[03:29:38.075 --> 03:29:40.997]  This is naturally supposed to occur in our bodies.
[03:29:42.338 --> 03:29:48.002]  When they're involuntary motor neurons, the respiratory and cardiovascular systems fail.
[03:29:48.843 --> 03:29:51.745]  Hey Joe, Joe, I'm gonna let you finish that up on the other side of the break.
[03:29:51.785 --> 03:29:52.786]  We're going to break right now.
[03:29:53.226 --> 03:29:54.627]  But you sound very educated.
[03:29:54.647 --> 03:29:56.168]  You need to start making some YouTube videos.
[03:29:56.428 --> 03:29:57.289]  We'll be back with more.
[03:29:57.309 --> 03:29:58.290]  It's the Alex Jones Show.
[03:29:58.610 --> 03:29:59.511]  We're on the march.
[03:29:59.991 --> 03:30:01.612]  The Empire's on the run.
[03:30:02.533 --> 03:30:05.215]  Alex Jones and the GCN Radio Network.
[03:30:09.335 --> 03:30:16.420]  A humanitarian crisis of a magnitude not seen since the Second World War is happening right now across the globe.
[03:30:16.620 --> 03:30:32.651]  Syrian refugees streaming into Europe refuse to be put into camps and are boarding trains for Germany, where the government has pledged billions of dollars in euros to support them, to cover the cost of social benefits, language courses and refugee integration into the labor market.
[03:30:32.912 --> 03:30:34.793]  Germany expects 800,000 refugees this year, up from 200,000 last year.
[03:30:37.955 --> 03:30:42.999]  More than 4 million more wait to enter Europe from camps in Turkey, Jordan, and Lebanon.
[03:30:43.279 --> 03:30:53.628]  Most of the refugees are Sunni Muslims, but yet these wealthy Sunni Muslim countries like Qatar, United Arab Emirates, Saudi Arabia, Kuwait, and Bahrain have refused to take in refugees.
[03:30:53.988 --> 03:31:05.401]  The unfolding humanitarian crisis in Europe, the largest since the Second World War, is a direct result of the effort by the United States and the Gulf Emirates to overthrow the Syrian government.
[03:31:05.661 --> 03:31:08.124]  Leanne McAdoo reporting for InfoWars.com
[03:31:09.275 --> 03:31:13.057]  Alex Jones here with a very important news alert for InfoWars listeners.
[03:31:13.357 --> 03:31:23.662]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up supplies all over the world.
[03:31:23.822 --> 03:31:26.723]  So prices are going up and it's very hard to secure it.
[03:31:26.903 --> 03:31:35.648]  We have been able to secure a limited supply of the Pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2.
[03:31:35.688 --> 03:31:37.449]  This is the good halogen.
[03:31:37.549 --> 03:31:40.291]  This is the opposite of the bad halogens like fluoride.
[03:31:40.611 --> 03:31:52.398]  Now we at InfoWarsLife.com are bringing you the only source of clean, pure, 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[03:31:52.618 --> 03:31:53.879]  Watch the informational videos
[03:31:54.079 --> 03:32:00.328]  At Infowarslife.com, discover how transformational pure iodine can be for you and your family.
[03:32:00.528 --> 03:32:01.450]  Folks, this isn't hype.
[03:32:01.590 --> 03:32:04.694]  Read the reviews for yourself at Infowarslife.com or call 888-253-3139.
[03:32:08.951 --> 03:32:18.859]  Most of the InfoWars radio listening audience is aware of the high quality, affordable firearms available that are made right here in America at HDFirearms.com.
[03:32:19.059 --> 03:32:25.044]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[03:32:25.204 --> 03:32:27.306]  They call it their low profile platform.
[03:32:27.526 --> 03:32:28.886]  PVX Muzzle Brakes.
[03:32:29.147 --> 03:32:32.108]  Proven to help control muzzle rise.
[03:32:32.128 --> 03:32:34.648]  6061 Billet Material with Time III Hard Coating.
[03:32:34.909 --> 03:32:38.170]  Bolt Carrier Group for .308 and .556 ARs.
[03:32:38.530 --> 03:32:39.790]  Custom Kydex Holsters.
[03:32:40.090 --> 03:32:44.772]  Ideal for concealed carry with .080 Thick Kydex to ensure durability.
[03:32:44.952 --> 03:32:47.353]  Most competitors material use .060.
[03:32:47.453 --> 03:32:50.614]  Configure yours today at hdfirearms.com.
[03:32:50.854 --> 03:32:52.735]  And my favorite, Single Stage Trigger.
[03:32:52.895 --> 03:32:56.276]  A home run upgrade for your AR-15 and AR-10 platforms.
[03:32:56.516 --> 03:32:59.881]  Find out more at HDFirearms.com today or call 770-485-7015.
[03:32:59.901 --> 03:33:01.163]  That's HDFirearms.com or call 770-485-7015.
[03:33:10.026 --> 03:33:15.107]  This is going to be the next big question for all these presidential candidates, how they feel about mandatory vaccines.
[03:33:15.267 --> 03:33:17.108]  It's time to get back in their face.
[03:33:17.388 --> 03:33:19.448]  They're trying to bully us into medical tyranny.
[03:33:19.768 --> 03:33:25.449]  I wanted to take issue with you anti-vaxxers, right-wingers, rednecks.
[03:33:25.689 --> 03:33:30.490]  It's about Big Brother, but on the other hand, some things do require some involvement of Big Brother.
[03:33:30.770 --> 03:33:34.731]  What gives you the right to tell me that I should get a shot, that my children should be shot?
[03:33:34.751 --> 03:33:37.672]  I don't think there's anything extraordinary about resorting to freedom.
[03:33:38.012 --> 03:33:41.154]  Hillary Clinton took to Twitter to voice her support for vaccinations.
[03:33:41.214 --> 03:33:43.155]  Meanwhile, the insert says it can make you get measles.
[03:34:00.623 --> 03:34:01.184]  Understand that?
[03:34:01.404 --> 03:34:08.710]  We have to break through our kind of private idea that kids belong to their parents, or kids belong to their families, and recognize that kids belong to whole communities.
[03:34:08.750 --> 03:34:10.712]  But I think the parents should have some input.
[03:34:11.032 --> 03:34:15.997]  The state doesn't own your children, parents own the children, and it is an issue of freedom.
[03:34:16.257 --> 03:34:18.919]  But the 10% can't go to school unless they get vaccinated.
[03:34:18.939 --> 03:34:21.702]  The science of vaccines, which work effectively,
[03:34:22.362 --> 03:34:23.542]  100% of the time.
[03:34:23.903 --> 03:34:25.223]  And the white race... Oh, wait a minute.
[03:34:25.303 --> 03:34:28.104]  I'm sorry, you haven't read the CDC memo, have you?
[03:34:28.244 --> 03:34:29.624]  It was 99% last week.
[03:34:29.644 --> 03:34:31.125]  Now they're telling people it's 97%.
[03:34:31.285 --> 03:34:34.446]  So, it's not 100% even by their own statistics.
[03:34:34.606 --> 03:34:39.247]  Meanwhile, the outbreak was caused by vaccinated people!
[03:34:39.447 --> 03:34:43.008]  Resistance to tyrants is obedience to God.
[03:34:43.568 --> 03:34:45.389]  It's Alex Jones.
[03:34:47.236 --> 03:34:52.199]  And what you saw Alex Jones doing right there, getting loud, getting in people's faces, that's what we need to do.
[03:34:52.839 --> 03:34:55.220]  But we also need to be respectful of that.
[03:34:55.240 --> 03:34:58.322]  And I'm going to show you the right way to do it later on in the show.
[03:34:58.522 --> 03:35:00.863]  We're going to go back to your calls here in a second as well.
[03:35:01.823 --> 03:35:06.986]  And I'm also going to show you how they're lying to you about this DTaP vaccine, which our caller Joseph was just talking about.
[03:35:07.026 --> 03:35:10.248]  His sister got it and has cerebral palsy, autism.
[03:35:10.748 --> 03:35:13.309]  There's one other condition that she is suffering.
[03:35:13.329 --> 03:35:16.631]  And I mean, that's and now they want to give it to pregnant women.
[03:35:17.031 --> 03:35:19.332]  So I'm going to tell you how they lie to you about that.
[03:35:19.392 --> 03:35:24.656]  But first, one thing you can do to protect your health is the use of colloidal silver.
