[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[03:43:49.053 --> 03:43:51.915]  And here is two more insurance cards, old ones, just so you can double check.
[03:43:51.955 --> 03:43:53.095]  This is a health club card.
[03:43:53.115 --> 03:43:54.196]  You've got plenty of ID.
[03:43:54.216 --> 03:43:54.656]  Good to go.
[03:43:54.676 --> 03:43:55.536]  We're going to get you to it right now.
[03:43:55.556 --> 03:43:57.577]  I just need for you to answer these first three questions.
[03:43:57.597 --> 03:43:59.478]  Take a look at these questions there and go over them.
[03:43:59.538 --> 03:44:00.558]  So I don't have to thumb scan?
[03:44:00.979 --> 03:44:01.859]  Well, we're going to get to that.
[03:44:02.119 --> 03:44:03.540]  You are eventually going to have to.
[03:44:03.560 --> 03:44:03.840]  Yes, sir.
[03:44:05.731 --> 03:44:08.814]  Not at this point, but you will before we're done with the process.
[03:44:09.235 --> 03:44:09.495]  Why?
[03:44:10.016 --> 03:44:10.997]  Because it's required.
[03:44:11.357 --> 03:44:12.839]  It's required by Bill Clinton in 1992.
[03:44:12.919 --> 03:44:15.762]  And it was instituted here in Texas in 1993.
[03:44:15.862 --> 03:44:16.723]  I know the code, sir.
[03:44:16.843 --> 03:44:19.385]  Are you going to institute his urine and blood testing when he commands you?
[03:44:19.405 --> 03:44:22.509]  Are you going to stick a needle in my arm when I have no criminal record?
[03:44:22.729 --> 03:44:27.134]  The only questions I'm going to answer right now are concerning driver's license issuance.
[03:44:27.961 --> 03:44:29.184]  You just follow orders, don't you?
[03:44:29.645 --> 03:44:37.505]  So you're saying you're going to deny me the constitutional right to travel if I do not submit to this digital thumb scanning?
[03:44:39.045 --> 03:44:44.170]  What I will tell you, today you will not receive a duplicate driver's license if you do not submit to a thumbprint.
[03:44:44.190 --> 03:44:46.312]  Okay, look, I feel like I'm being raped here.
[03:44:46.613 --> 03:44:49.656]  Well, I would sit down with you for hours and try to do what I could to help you.
[03:44:50.096 --> 03:44:52.739]  Then just give me my license without digitally thumb scanning.
[03:44:52.879 --> 03:44:54.881]  I am not going to violate DPS policy.
[03:44:54.961 --> 03:44:56.062]  Is there a religious exception?
[03:44:56.202 --> 03:44:57.664]  For your exception.
[03:44:57.704 --> 03:44:58.665]  Is there a religious exception?
[03:45:01.089 --> 03:45:02.310]  Everyone must take the mark.
[03:45:02.810 --> 03:45:04.651]  A digitally enhanced mark.
[03:45:06.052 --> 03:45:07.433]  A digital tattoo.
[03:45:07.773 --> 03:45:08.173]  I'm good to go.
[03:45:08.193 --> 03:45:09.034]  Why do you need my thumbprint?
[03:45:09.054 --> 03:45:10.495]  It's part of Bill Clinton's law, isn't it?
[03:45:10.535 --> 03:45:11.175]  It's an executive order.
[03:45:19.020 --> 03:45:22.062]  It's a decree by Bill Clinton.
[03:45:22.142 --> 03:45:22.402]  NCIC.
[03:45:22.542 --> 03:45:22.842]  NCIC.
[03:45:22.862 --> 03:45:24.743]  Drive without a license.
[03:45:24.763 --> 03:45:28.225]  Yeah, and if I drive without a license, what's the penalties for driving without a license?
[03:45:28.245 --> 03:45:29.506]  You know, I don't even want to go there.
[03:45:29.766 --> 03:45:30.227]  That's right.
[03:45:30.627 --> 03:45:31.047]  You know why?
[03:45:31.067 --> 03:45:31.647]  I'm asking you.
[03:45:31.667 --> 03:45:32.608]  It doesn't pertain to it.
[03:45:32.648 --> 03:45:33.969]  You're an officer, I'm asking you the law.
[03:45:34.549 --> 03:45:35.870]  I would be glad to sit down with you.
[03:45:35.890 --> 03:45:39.012]  So you're saying I'll be committing a crime by driving if I don't take your mark?
[03:45:40.352 --> 03:45:42.754]  This is against the grain of the Constitution.
[03:45:42.934 --> 03:45:43.094]  Look,
[03:45:43.783 --> 03:45:47.026]  If I don't take the mark, my right to travel is taken.
[03:45:47.387 --> 03:45:50.049]  You're taking my rights and telling me that it's no big deal?
[03:45:50.470 --> 03:45:51.751]  And now you want to hear in a blood test.
[03:45:51.791 --> 03:45:52.992]  Bring me the document.
[03:45:54.415 --> 03:45:56.016]  Who has the urine and blood testing document?
[03:45:56.077 --> 03:45:56.757]  I need it.
[03:45:56.777 --> 03:45:58.439]  I'm going to pass these out to people.
[03:45:59.499 --> 03:46:02.042]  Ladies and gentlemen, the Federal Register.
[03:46:02.122 --> 03:46:02.942]  Bill Clinton.
[03:46:03.183 --> 03:46:05.084]  Urine and blood testing plan for you.
[03:46:05.425 --> 03:46:06.485]  Tell your friends about it.
[03:46:06.826 --> 03:46:08.307]  We have got to stand against this.
[03:46:08.727 --> 03:46:10.889]  The states are preparing to implement this plan.
[03:46:10.909 --> 03:46:14.072]  If I leave now, I will be forced to arrest you.
[03:46:14.112 --> 03:46:15.473]  Sir, I am here to get a driver's license.
[03:46:15.553 --> 03:46:16.694]  I have never had a criminal record.
[03:46:16.754 --> 03:46:17.695]  It's time to go.
[03:46:17.735 --> 03:46:18.115]  Here I go.
[03:46:18.276 --> 03:46:18.936]  Get my stuff for me.
[03:46:22.858 --> 03:46:23.159]  Yeah, I think so.
[03:46:38.951 --> 03:46:41.814]  Often it's the patrol cars stopping terrorism, aren't they?
[03:46:41.834 --> 03:47:02.853]  I hope people were watching that on Infowars.com forward slash show because you know that was vintage vintage vintage vintage Alex Jones like at his best with the documents trying to change the system right up against you know the giant DMV which you know and those guys there they were right they were just following orders they didn't even know the law they didn't they probably didn't even know about the
[03:47:03.533 --> 03:47:05.315]  The blood and urine samples coming down the line.
[03:47:05.335 --> 03:47:05.695]  Of course not.
[03:47:05.735 --> 03:47:06.896]  Did you see how scared they looked?
[03:47:06.916 --> 03:47:08.618]  They were like, he is crazy.
[03:47:08.978 --> 03:47:09.639]  What's going on?
[03:47:09.679 --> 03:47:10.200]  We don't know.
[03:47:10.580 --> 03:47:10.820]  Yeah.
[03:47:10.900 --> 03:47:12.141]  We're just following orders, sir.
[03:47:12.202 --> 03:47:13.263]  We're just following orders.
[03:47:13.303 --> 03:47:17.547]  That trooper who arrested him, funny enough, we ran into him when we were opposing the TSA.
[03:47:17.927 --> 03:47:18.848]  Sort of the same thing.
[03:47:18.888 --> 03:47:20.850]  We were going to oppose the TSA.
[03:47:20.870 --> 03:47:21.230]  There it is.
[03:47:21.370 --> 03:47:24.774]  Alex reunited with trooper who arrested him for a thumb scan refusal.
[03:47:25.214 --> 03:47:26.015]  Guy's still working.
[03:47:26.035 --> 03:47:26.655]  He's like, you know what?
[03:47:26.896 --> 03:47:28.137]  A lot of things you said were right.
[03:47:28.557 --> 03:47:31.481]  It was really an amazing conversation.
[03:47:32.843 --> 03:47:43.758]  We were storming the Capitol to get them to uphold their ban on these naked body scanners and the TSA pat-downs.
[03:47:45.180 --> 03:47:51.745]  Which turned out they were like, oh they're completely harmless and then of course they had to get rid of those because they weren't in fact completely harmless.
[03:47:51.765 --> 03:47:52.065]  Right.
[03:47:52.105 --> 03:47:57.849]  So whenever I go to the TSA and I'm like, I'm opting out and they always try to say, oh it's not a microwave.
[03:47:57.909 --> 03:47:58.229]  Yeah.
[03:47:58.610 --> 03:47:59.550]  I'm like, you know what?
[03:47:59.791 --> 03:48:03.393]  You aren't a woman and I still would like to have children that aren't deformed.
[03:48:03.413 --> 03:48:04.874]  You unzip your DNA and say that.
[03:48:04.934 --> 03:48:05.475]  Exactly.
[03:48:06.295 --> 03:48:07.656]  So where does this all go?
[03:48:07.716 --> 03:48:10.777]  The feds are getting your blood and DNA in other ways.
[03:48:11.478 --> 03:48:24.764]  Anybody who has had kids at a hospital knows they come and prick the kid's heel and then they put these blood spots, they take these little spots and they put the blood on the heel on there and they send them off and they go, hey we're gonna do this to check for diseases.
[03:48:24.784 --> 03:48:25.304]  Right.
[03:48:25.684 --> 03:48:29.746]  And we're gonna check see if your kid's got any chromosomal deficiencies and we'll let you know.
[03:48:30.776 --> 03:48:35.579]  Well, I've had four children done this four times, never come back with anything.
[03:48:36.139 --> 03:48:37.300]  I haven't gotten one thing back.
[03:48:37.660 --> 03:48:38.361]  But you know what they do do?
[03:48:38.381 --> 03:48:40.262]  They keep this stuff and put it in a secret database.
[03:48:40.742 --> 03:48:42.503]  And they weren't telling people that that's what it was for.
[03:48:42.963 --> 03:48:44.344]  Here's the Texas Tribune.
[03:48:45.685 --> 03:48:49.167]  DSHS turned over hundreds of DNA samples to the feds.
[03:48:49.367 --> 03:48:49.747]  Wow.
[03:48:50.328 --> 03:49:00.054]  And it reveals a newborn screening program that transferred hundreds of infant blood spots to an armed forces lab to build a national and someday international mitochondrial DNA
[03:49:00.955 --> 03:49:01.677]  Uh, registry.
[03:49:02.039 --> 03:49:02.340]  Wow.
[03:49:03.243 --> 03:49:04.708]  Okay, and they do that with every kid that's born.
[03:49:05.319 --> 03:49:05.519]  Yeah.
[03:49:06.180 --> 03:49:08.502]  Every little baby that's born, they get your DNA.
[03:49:08.782 --> 03:49:12.965]  And now they've been sued, so now you fill out a card that says you want them destroyed.
[03:49:13.446 --> 03:49:13.606]  Right.
[03:49:14.106 --> 03:49:15.547]  Who knows if they really do it.
[03:49:15.687 --> 03:49:15.948]  Yeah.
[03:49:16.388 --> 03:49:17.589]  How is there any way to tell?
[03:49:17.769 --> 03:49:18.650]  And that's exactly it.
[03:49:18.690 --> 03:49:28.838]  They're wanting to create this database just like you have those other companies that tell people to send in their blood samples so we can tell you your history, your genealogical history.
[03:49:28.878 --> 03:49:29.599]  Where do you come from?
[03:49:29.659 --> 03:49:30.439]  It's so amazing.
[03:49:30.499 --> 03:49:32.361]  Maybe you were descended from a king or
[03:49:32.421 --> 03:49:36.085]  And when you sign something, you probably sign away your rights to have that.
[03:49:36.666 --> 03:49:39.028]  You consent to them owning it and being able to use it.
[03:49:39.369 --> 03:49:41.591]  Well, yeah.
[03:49:41.832 --> 03:49:44.054]  That's what came out, you know, just earlier this year.
[03:49:44.094 --> 03:49:50.441]  And of course, that 23andMe is Google's, one of the Google founders' wife owns that company.
[03:49:50.501 --> 03:49:51.002]  So it's just...
[03:49:52.023 --> 03:49:54.386]  You know, I wouldn't willingly give up my bloods.
[03:49:54.466 --> 03:49:58.650]  I mean, I'd be interested to trace my genealogy, but... I got a personal story.
[03:49:58.690 --> 03:50:03.455]  When I went to go get my license renewed this year, I wasn't able to do it, and I was like, well, what's wrong?
[03:50:04.036 --> 03:50:05.597]  Well, something from California back in 2009.
[03:50:07.879 --> 03:50:11.322]  Apparently, I got hit with a speeding camera back in 2009.
[03:50:11.542 --> 03:50:12.322]  Never knew about it.
[03:50:12.342 --> 03:50:14.203]  It's been sitting around in California.
[03:50:14.604 --> 03:50:15.084]  Who knows?
[03:50:15.104 --> 03:50:16.665]  I had to track them down.
[03:50:16.705 --> 03:50:20.127]  Try to get through the... I had to try to get through California DMV to get anything done.
[03:50:20.587 --> 03:50:21.588]  Crazy town!
[03:50:22.168 --> 03:50:23.729]  And, you know, everything's merging.
[03:50:23.809 --> 03:50:25.710]  Everything's merging, so everything talks to each other.
[03:50:25.730 --> 03:50:26.551]  Yeah.
[03:50:26.591 --> 03:50:27.511]  And everything can be hacked.
[03:50:27.591 --> 03:50:29.433]  As we've shown yesterday, we got hacked yesterday.
[03:50:29.453 --> 03:50:29.693]  Right.
[03:50:29.713 --> 03:50:31.214]  So, it's a crazy world we live in.
[03:50:31.254 --> 03:50:34.776]  We should all just go hide in our homes and put our little virtual reality headsets on.
[03:50:34.796 --> 03:50:36.197]  Or play rock and roll till we're 70.
[03:50:36.397 --> 03:50:36.577]  Right.
[03:50:38.101 --> 03:50:39.983]  My name is Don Whiskin.
[03:50:40.063 --> 03:50:44.328]  In 1994, I lost my 62-year-old father to complications of bypass surgery.
[03:50:45.028 --> 03:50:48.832]  In 1977, my 44-year-old brother was found dead in his apartment.
[03:50:49.052 --> 03:50:50.174]  He suffered a heart attack.
[03:50:50.614 --> 03:50:54.038]  In January of 98, my mother had a stroke and passed away in her bed.
[03:50:54.058 --> 03:50:59.003]  21 days later, my 53-year-old brother passed away on his arrival to the hospital.
[03:50:59.283 --> 03:51:00.124]  He waited too long.
[03:51:00.524 --> 03:51:03.547]  In June, that same year, I almost joined them at 42.
[03:51:03.887 --> 03:51:04.548]  What did I do?
