[00:00:00.392 --> 00:00:01.220]  Let's show.
[02:51:47.098 --> 02:51:52.720]  The Rebel Flag is still a long-standing symbol of Southern pride and Southern heritage.
[02:51:52.980 --> 02:51:58.122]  So if the big retailers want to play into political correctness and try to deny the history of America, let them.
[02:51:58.582 --> 02:52:00.203]  Go to RFLAGS.com.
[02:52:00.243 --> 02:52:03.324]  That's R like rebel, R, the letter R. RFLAGS.com.
[02:52:03.504 --> 02:52:06.425]  Get your Rebel Flag before they actually do outlaw the things, huh?
[02:52:06.645 --> 02:52:07.505]  RFLAGS.com.
[02:52:07.525 --> 02:52:08.806]  That's RFLAGS.com.
[02:52:08.826 --> 02:52:09.066]  Go now.
[02:52:09.861 --> 02:52:13.923]  Communist China freely allows the sale of bulletproof armor plates, while our U.S.
[02:52:13.983 --> 02:52:16.984]  politicians argue from banning Americans from owning body armor.
[02:52:17.164 --> 02:52:18.505]  Does that sound right to you?
[02:52:18.785 --> 02:52:21.826]  Arm your American body at InfidelBodyArmor.com.
[02:52:22.127 --> 02:52:23.067]  Infidel Body Armor.
[02:52:23.627 --> 02:52:24.748]  Just won't quit.
[02:52:25.419 --> 02:52:27.520]  Hi, Ted Anderson with Midas Resources.
[02:52:27.760 --> 02:52:32.303]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[02:52:32.463 --> 02:52:34.044]  Get our 10 Reasons book free.
[02:52:34.224 --> 02:52:34.524]  Call 800-686-2237.
[02:52:34.544 --> 02:52:34.724]  That's 800-686-2237.
[02:52:40.728 --> 02:52:41.509]  This is Dan Pilla.
[02:52:41.529 --> 02:52:43.030]  Do you have the IRS money you can't pay?
[02:52:43.350 --> 02:52:44.631]  Are tax debts crippling you?
[02:52:44.991 --> 02:52:47.333]  I've defended people from the IRS for over 30 years.
[02:52:47.814 --> 02:52:49.675]  I've helped thousands and I can help you too.
[02:52:50.115 --> 02:52:54.158]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[02:52:54.619 --> 02:52:58.322]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:52:58.562 --> 02:53:02.025]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:53:02.345 --> 02:53:02.765]  Call 800-34-NO-TAX.
[02:53:02.785 --> 02:53:04.406]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:53:10.819 --> 02:53:12.280]  Hi, this is Walt Augustinowicz.
[02:53:12.720 --> 02:53:14.682]  I'm the founder and CEO of ID Stronghold.
[02:53:15.242 --> 02:53:18.865]  By now you've heard our commercials about wallets that protect you from electronic pickpocketing.
[02:53:19.105 --> 02:53:27.570]  Ten years ago I created a way to protect my own cards from prying eyes after government officials started talking about issuing a national ID card with a built-in radio chip called RFID.
[02:53:27.911 --> 02:53:31.293]  I felt having to broadcast my personal information was an invasion of privacy.
[02:53:32.073 --> 02:53:35.176]  Soon after it was also announced that credit cards, debit cards, U.S.
[02:53:35.216 --> 02:53:35.736]  passports,
[02:53:36.056 --> 02:53:39.819]  Hotel room keys and even transit passes would all soon incorporate RFID.
[02:53:40.579 --> 02:53:44.802]  It was then I formed ID Stronghold to share my inventions in blocking RFID signals with the world.
[02:53:45.503 --> 02:53:48.305]  There are a lot of misconceptions out there today about RFID.
[02:53:48.645 --> 02:53:50.907]  I encourage everyone to get informed and get protected.
[02:53:51.747 --> 02:53:58.009]  Please go to idstronghold.com and get the facts and the wallets, sleeves, or badge holders you need to protect your personal financial data.
[02:53:58.769 --> 02:54:04.011]  You'll be pleasantly surprised that through our direct sales model you won't pay more than other comparable unprotected wallets.
[02:54:04.391 --> 02:54:06.072]  It is as though the protection is free.
[02:54:06.752 --> 02:54:08.373]  Visit idstronghold.com today.
[02:54:14.944 --> 02:54:15.904]  This just broke.
[02:54:15.924 --> 02:54:19.065]  We're going to do five minutes of overdrive with Anthony Gucciardi to break it down.
[02:54:19.545 --> 02:54:23.886]  Facebook censors post revealing secret bill to ban GMO labeling.
[02:54:24.506 --> 02:54:27.746]  It's not just our Facebook that's banning it, it's all the other Facebooks.
[02:54:28.227 --> 02:54:30.967]  We've talked to other folks that have tried to post any comment on it.
[02:54:31.747 --> 02:54:34.888]  This just shows how controlled Zuckerberg and Facebook are.
[02:54:35.268 --> 02:54:38.669]  We'll continue to operate on Facebook to reach the sheeple.
[02:54:39.209 --> 02:54:40.629]  I want to go to Omega
[02:54:41.966 --> 02:54:47.510]  In Indiana, and I want to go to Matt in Tennessee, he's actually first, and others.
[02:54:48.410 --> 02:55:03.340]  But Pastor Chuck Baldwin, what did you make of her just enjoying, I mean it's sickening to watch somebody talk about their Mercedes-Benz and how it's the best in the world, just to see the fact that they're worshipping it just for what it is.
[02:55:04.100 --> 02:55:11.025]  But talking about baby parts, like she's talking about cutlets of filet mignon and all the money they're going to get, truly sickening.
[02:55:12.338 --> 02:55:15.400]  Yeah, and the thing is, we've been talking about this for a long time.
[02:55:16.761 --> 02:55:27.487]  You and I and others have been trying to warn the American people as to what was really going on relative to abortion and the industry that came into being as a result of it, the selling of body parts, etc.
[02:55:28.128 --> 02:55:29.308]  Nobody would listen to us.
[02:55:29.329 --> 02:55:31.470]  They all thought we were exaggerating, etc.
[02:55:31.970 --> 02:55:37.434]  But now we've got the evidence from the people involved themselves, as you say, bragging about it.
[02:55:37.494 --> 02:55:41.296]  I think it just demonstrates how confident they are
[02:55:42.071 --> 02:55:47.355]  That they will not have repercussion in any shape, manner, or form to what they're doing.
[02:55:47.375 --> 02:55:53.779]  And I think, you know, what the Scripture says about the conscience being seared as with a hot iron.
[02:55:53.799 --> 02:55:56.821]  I think these people have a seared conscience.
[02:55:57.221 --> 02:56:00.623]  They no longer feel the basic human empathy.
[02:56:00.643 --> 02:56:07.368]  I mean, it's hard to imagine that somebody could stand up and brag about cutting up children
[02:56:08.175 --> 02:56:10.877]  And selling their body parts for profit.
[02:56:11.337 --> 02:56:17.040]  And then they're on a pedestal because they're liberal and they support Jenner, so that makes it all okay.
[02:56:17.980 --> 02:56:29.986]  Yeah, again, I think it just goes back to A, the steered conscience that they have, and secondly, the brazen boldness that they have that this is not going to be, there's not going to be ramifications for this.
[02:56:30.046 --> 02:56:32.848]  This, you know, this is acceptable to society.
[02:56:32.888 --> 02:56:34.689]  I mean, so now we've gone from that
[02:56:35.467 --> 02:56:54.755]  To, you know, the forced acceptance of a perverse lifestyle, homosexuality, legally, officially, in our country, and now it's going to translate culturally into, you know, unisex bathrooms in our schools and transgender curriculum in the schools.
[02:56:54.775 --> 02:56:59.457]  Well, I mean, even Dave Chappelle, whose kids go to a rich, you know, liberal private school,
[02:57:00.077 --> 02:57:16.288]  So that in the articles on Infowars said he's tired of the lesbians that have kids there bossing him around and trying to make all the men feel weird and like, what's the exact quote he uses here, and that he has to participate in their self-image.
[02:57:16.588 --> 02:57:20.971]  See he gets that it's their culture is aggressive taking him over.
[02:57:22.031 --> 02:57:24.093]  Yeah and let's remember this too.
[02:57:24.233 --> 02:57:28.796]  I want to get this on the show before I leave because it's important that we understand that
[02:57:29.673 --> 02:57:34.521]  Marriage until the mid to late 1900s and early 20th century.
[02:57:38.434 --> 02:57:41.616]  Marriages were never performed with a state license.
[02:57:41.977 --> 02:57:42.237]  Never.
[02:57:42.437 --> 02:57:50.122]  I mean, in terms of Western civilization, almost, you know, 2,000 years of Western civilization, it's only been the last hundred and a few years.
[02:57:50.182 --> 02:58:01.330]  It's an ancient human private ceremony of the species, so old it goes back to the beginning of us being a true species under God's creation, and that's why they want to destroy it.
[02:58:01.570 --> 02:58:03.892]  Well, the point is that the pastors
[02:58:05.208 --> 02:58:05.408]  Yes.
[02:58:23.217 --> 02:58:24.678]  Speeches and sermons and everything.
[02:58:24.698 --> 02:58:38.547]  I'm trying to show the correlation between the acceptance of the license of the 501c3 church categorization of non-profit status in 1954 and the accepting of the marriage license by the state a little bit earlier.
[02:58:38.888 --> 02:58:41.589]  Now that brings state dogma into the church.
[02:58:42.010 --> 02:58:49.635]  Yeah, I've made the decision as Pastor Alex that I will not marry anyone, heterosexual or homosexual, if they have a state license.
[02:58:49.755 --> 02:58:50.396]  Great idea.
[02:58:51.137 --> 02:58:52.979]  Christians need to take that back.
[02:58:53.099 --> 02:58:54.200]  It's our institution.
[02:58:54.480 --> 02:58:56.102]  First Amendment, you have no jurisdiction.
[02:58:56.422 --> 02:58:57.524]  Chuck Baldwin, great job.
[02:58:59.935 --> 02:59:08.943]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:59:09.043 --> 02:59:17.270]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:59:17.450 --> 02:59:22.155]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:59:22.315 --> 02:59:25.978]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[02:59:27.179 --> 02:59:27.979]  We're good to go.
[02:59:51.169 --> 02:59:53.011]  You're listening to the Alex Jones Show!
[03:00:12.688 --> 03:00:18.690]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:19.310 --> 03:00:22.351]  It's Alex Jones and the GCN Radio Network.
[03:00:24.631 --> 03:00:28.733]  We are back live, breaking censorship news, and it shows how covert it is.
[03:00:29.273 --> 03:00:39.536]  And while Zuckerberg goes to Bilderberg and is on such an inside track with the TPP, with his pump and dump operations, Facebook, Anthony Gucciardi has the breaking report from InfoWars.com.
[03:00:40.663 --> 03:00:55.049]  This is really, really disturbing stuff, because for the first time that I'm aware of, talking to some of the developer experts we talked to, some of the SEO people that have ties with Google, this is the most blatant attempt at censorship that I've ever seen from Facebook.
[03:00:55.389 --> 03:01:01.552]  Because it's not just blocking all of InfoWars, it's blocking one article on numerous platforms.
[03:01:02.112 --> 03:01:05.714]  And so yesterday night... And then we checked with other people, well they're Facebooks, they can't do it either.
[03:01:05.914 --> 03:01:06.314]  Exactly.
[03:01:06.355 --> 03:01:07.435]  So we're going to show you some images.
[03:01:07.576 --> 03:01:09.077]  It's all on InfoWars.com right now.
[03:01:09.637 --> 03:01:13.501]  So there's an article that I wrote called, This New Bill Could Ban GMO Labeling for Good.
[03:01:13.561 --> 03:01:15.383]  It's about HR 1599.
[03:01:15.803 --> 03:01:18.505]  It's been called the Monsanto Protection Act on Steroids.
[03:01:18.545 --> 03:01:22.249]  And what it would do is it would literally ban GMO labeling in the United States.
[03:01:22.729 --> 03:01:26.673]  And as you can see on screen, if you're a radio listener, I tried to share this article.
[03:01:27.293 --> 03:01:33.523]  On Facebook, and I received an update that this message contains content has been blocked by our security systems.
[03:01:33.883 --> 03:01:35.866]  And it says, you know, if you think this is a mistake, let us know.
[03:01:36.067 --> 03:01:39.893]  And I thought, well, this is a weird glitch because I'm not immediately going to say, oh, they're censoring me, right?
[03:01:40.654 --> 03:01:41.956]  So I kind of left it alone.
[03:01:42.236 --> 03:01:45.679]  Then I started getting about 100 emails that it was blocked on Facebook.
[03:01:45.719 --> 03:01:49.623]  And then I heard from another major group, March Against Monsanto, which has millions of followers.
