[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[03:29:17.574 --> 03:29:18.175]  I haven't even seen it.
[03:29:18.175 --> 03:29:19.356]  I'm told there's a couple of clips.
[03:29:19.356 --> 03:29:19.977]  Listen to me on the radio.
[03:29:20.816 --> 03:29:22.137]  I haven't seen it.
[03:29:22.137 --> 03:29:23.798]  The Discovery Channel shows on them the last few years.
[03:29:23.798 --> 03:29:26.620]  I shoot them, never watch them, because it's not about me.
[03:29:26.620 --> 03:29:37.347]  And it's such a pleasure to go from kind of liking Hollywood and thinking it's something cool, to now it's uncool, and I don't even want to be associated with it, and now it's all begging, begging, begging.
[03:29:37.347 --> 03:29:38.628]  Again, that shows how...
[03:29:39.028 --> 03:29:40.630]  We've totally taken the culture back, Shane.
[03:29:40.630 --> 03:29:44.994]  Well, yeah, I mean, Mark, what you were talking about, like, I literally went through that.
[03:29:44.994 --> 03:29:48.338]  I would go and have meetings with the label about what I was wearing.
[03:29:48.338 --> 03:29:54.685]  I had to go take classes, you know, about what to say in interviews and stuff.
[03:29:54.685 --> 03:29:55.966]  You wouldn't even tell them.
[03:29:55.966 --> 03:29:57.748]  They would tell you what country you supposedly liked.
[03:29:58.749 --> 03:30:06.012]  Like, they would ask me what my influencers were and I would say Aerosmith and Fleetwood Mac and they go, no, no, no, no.
[03:30:06.012 --> 03:30:11.895]  They almost cover up the mic and say, hey, you're supposed to say George Jones and, you know, or something like that.
[03:30:11.895 --> 03:30:18.017]  You know, it's like, they don't want you to tell, it was Haggard and Jones is what you're supposed to go to.
[03:30:18.017 --> 03:30:20.359]  Oh yeah, man, I grew up on Haggard and Jones and I did.
[03:30:20.359 --> 03:30:23.460]  I listened to a lot of Haggard and Jones but, you know, when
[03:30:24.914 --> 03:30:28.783]  It was really Metallica and Trent Reznor and Skinny Puppy.
[03:30:28.783 --> 03:30:29.304]  Well, you were there.
[03:30:29.304 --> 03:30:31.229]  Yeah, I was there.
[03:30:31.229 --> 03:30:32.031]  No, no, I know.
[03:30:34.314 --> 03:30:41.118]  They're trying to steal the thunder, steal my viewership, my, you know, my influence now.
[03:30:41.118 --> 03:30:53.145]  And I mean, I just had a brand offer, offered me thousands of dollars to promote this bogus app in order to monitor and sort of identify, quote, hateful speech.
[03:30:53.145 --> 03:30:55.747]  And they wanted me to promote it as if it was free speech.
[03:30:55.747 --> 03:30:57.908]  It was actually completely the opposite.
[03:30:57.908 --> 03:31:03.031]  They were wanting you to be opted into their ADL program for a few thousand dollars a month.
[03:31:03.838 --> 03:31:12.082]  It was a joke, and I've seen other popular YouTubers promoting it as if it's... Dude, I had them offer me $10 million six years ago, the biggest offer, pure cash, everything paid for.
[03:31:12.082 --> 03:31:14.604]  I would be in New York or LA, my choice.
[03:31:14.604 --> 03:31:16.525]  I was going to be bigger than Rush Limbaugh.
[03:31:16.525 --> 03:31:19.506]  And it was, and I just said, and they go, they go, sir, this is $10 million.
[03:31:19.506 --> 03:31:21.227]  And I said, big deal!
[03:31:21.227 --> 03:31:27.210]  I remember when Fox offered you some deal to be on, on a... Oh yeah, oh yeah, Mankow could come on and talk about that.
[03:31:27.210 --> 03:31:28.211]  They offered us the contract.
[03:31:28.211 --> 03:31:29.351]  There was a show every week.
[03:31:29.351 --> 03:31:30.432]  But you stuck to your guns.
[03:31:31.152 --> 03:31:32.473]  And now you get to celebrate.
[03:31:32.473 --> 03:31:37.718]  Yeah, no, I mean, and again, for viewers, we're not here telling you these stories to say we're big.
[03:31:37.718 --> 03:31:39.240]  We're saying they're a joke.
[03:31:39.240 --> 03:31:40.421]  They're over.
[03:31:40.421 --> 03:31:41.722]  They're nothing.
[03:31:41.722 --> 03:31:43.284]  Not that we're big.
[03:31:43.284 --> 03:31:44.765]  It's that they're a joke.
[03:31:44.765 --> 03:31:50.971]  I'm going to say bye to Dyson on the side, Ann Steiner, and Leanne Mackin is coming up, and we do have the Tim Kennedy breakdown.
[03:31:50.971 --> 03:31:52.773]  Stay with us.
[03:31:52.773 --> 03:31:55.456]  Alex Jones and the GCN Radio Network.
[03:31:59.881 --> 03:32:02.844]  Hillary Clinton wins the election!
[03:32:02.844 --> 03:32:07.087]  She has defeated the fear and hate-based conservative Donald Trump.
[03:32:07.087 --> 03:32:16.896]  Well, that's according to Newsweek, who reportedly has already issued a special commemorative edition with Hillary on the cover behind the words, Madam President.
[03:32:16.896 --> 03:32:20.059]  Hillary Clinton's historic journey to the White House.
[03:32:20.059 --> 03:32:21.600]  Do they know something we don't?
[03:32:21.840 --> 03:32:24.883]  DC Clothesline reports that the fix is in.
[03:32:24.883 --> 03:32:30.528]  Newsweek already has an issue in print, boxed and ready to ship, declaring Hillary the winner.
[03:32:30.528 --> 03:32:33.570]  But others think the whole thing might be a hoax.
[03:32:33.570 --> 03:32:39.696]  Newsweek has been asked repeatedly whether the magazine is real, but has failed to respond so far.
[03:32:39.696 --> 03:32:42.799]  If the issue is indeed a fake, well it's very convincing.
[03:32:42.799 --> 03:32:44.140]  The one thing we know for sure,
[03:32:44.881 --> 03:32:52.037]  Newsweek will not be publishing a special commemorative edition that is favorable to Donald Trump if he wins.
[03:32:52.037 --> 03:32:54.622]  You can learn more right now at Infowars.com
[03:32:59.464 --> 03:33:07.732]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar.
[03:33:07.732 --> 03:33:08.954]  A 360 win.
[03:33:08.954 --> 03:33:15.540]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[03:33:15.540 --> 03:33:23.048]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[03:33:23.448 --> 03:33:28.112]  Number three, we're giving you free shipping on all orders above $50.
[03:33:28.112 --> 03:33:34.618]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[03:33:34.618 --> 03:33:42.405]  Just go to InfoWarsStore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[03:33:42.405 --> 03:33:49.631]  As you know, I coined the term 360 win, and with the new auto ship feature at InfoWarsLife.com, this is a sure win.
[03:33:49.631 --> 03:33:50.432]  10% off on auto ship.
[03:33:50.572 --> 03:33:53.014]  Win-win-win at Infowarslife.com.
[03:33:53.014 --> 03:33:54.995]  Free shipping on orders above 50 bucks.
[03:33:54.995 --> 03:33:59.158]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[03:33:59.158 --> 03:34:03.181]  There was a mighty nation, blessed above all of creation.
[03:34:03.181 --> 03:34:04.321]  Charlie Daniels.
[03:34:04.321 --> 03:34:05.843]  He's always loved America.
[03:34:05.843 --> 03:34:07.844]  He's always defended the Second Amendment.
[03:34:08.044 --> 03:34:10.805]  Let me just read a little thing here from Agenda 21.
[03:34:10.805 --> 03:34:14.968]  The American system of justice must be changed to conform to the rest of the world.
[03:34:14.968 --> 03:34:18.930]  Individual rights will have to take a back seat to the collected.
[03:34:18.930 --> 03:34:20.871]  Well, you know what this expo's gonna be, don't you?
[03:34:20.871 --> 03:34:22.492]  There's gonna be coming a few guns.
[03:34:22.492 --> 03:34:23.292]  Oh, yeah.
[03:34:23.292 --> 03:34:24.833]  I'll tell you, it ain't gonna sit well down my way.
[03:34:25.413 --> 03:34:26.374]  At all.
[03:34:26.374 --> 03:34:27.434]  It ain't gonna sit well.
[03:34:27.434 --> 03:34:29.535]  Do you ever wonder what happened to America?
[03:34:29.535 --> 03:34:30.796]  It's time to ride, boys.
[03:34:30.796 --> 03:34:32.777]  We need a thousand Paul Revere's.
[03:34:32.777 --> 03:34:38.840]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[03:34:38.840 --> 03:34:40.701]  And beef was for supper.
[03:34:41.421 --> 03:34:44.043]  Revelation, dawn of global government.
[03:34:44.043 --> 03:34:45.725]  Theatrical screenings on demand.
[03:34:45.725 --> 03:34:47.426]  DVDs now available.
[03:34:47.426 --> 03:34:51.790]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin.
[03:34:51.790 --> 03:34:55.493]  Wanna shed some tears over the red, white, and blue?
[03:34:55.493 --> 03:34:57.835]  Revelation, the movie, dot info.
[03:34:57.835 --> 03:34:58.616]  Let's fix it.
[03:35:21.664 --> 03:35:24.292]  Waging war on corruption.
[03:35:24.292 --> 03:35:26.217]  It's Alex Jones.
[03:35:26.217 --> 03:35:27.320]  Yeah!
[03:35:27.320 --> 03:35:28.524]  The threat is real.
[03:35:28.524 --> 03:35:29.125]  Megadeth!
[03:35:31.883 --> 03:35:37.608]  Just to show the cultural power of the InfoWars, Dave Mustaine asked me to co-write this album with him about a year and a half ago.
[03:35:37.608 --> 03:35:38.569]  I said, I'm just too busy.
[03:35:38.569 --> 03:35:43.793]  You're the guy that wrote The Four Horsemen, that launched Metallica, I will just allow you to do this yourself.
[03:35:43.793 --> 03:35:48.277]  Not bragging, it just shows, but I did contribute a little bit to the thread, it's real.
[03:35:48.277 --> 03:35:49.938]  This song, put a little secret away in it.
[03:35:49.938 --> 03:35:51.799]  But it's not about us bragging.
[03:35:51.799 --> 03:35:54.982]  It's about how at every level, this is the reality.
[03:35:54.982 --> 03:35:58.365]  We are countering the globalists with Americanism, not globalism.
[03:35:58.365 --> 03:36:00.507]  We're just one small part of it, and everybody's exploding.
[03:36:01.027 --> 03:36:03.248]  Now we got Leanne McAdoo and Joe Biggs.
[03:36:03.248 --> 03:36:04.628]  Roger Stone's coming in here real quick.
[03:36:04.628 --> 03:36:05.749]  He's shaking off a bunch of reporters.
[03:36:05.749 --> 03:36:08.330]  He's got him with us tonight right through tomorrow.
[03:36:08.330 --> 03:36:10.710]  50 plus hour broadcast right through tomorrow at 3 p.m.
[03:36:10.710 --> 03:36:12.331]  to the Nightly News at 7 o'clock.
[03:36:12.331 --> 03:36:15.132]  Infowars.com forward slash show.
[03:36:15.132 --> 03:36:23.975]  But again, it's that they all try to act all powerful and the tabloids in Hollywood, and I've been sucked into it too when I was younger, and I'm just saying it's all broken.
[03:36:23.975 --> 03:36:26.176]  It's all, it's all over.
[03:36:26.176 --> 03:36:26.736]  You just popped my ear.
[03:36:26.736 --> 03:36:26.876]  What?
[03:36:29.381 --> 03:36:33.543]  Oh, and we do want to go to Leigh Ann, briefly, and Joe Biggs.
[03:36:33.543 --> 03:36:37.164]  What do you guys have coming up before I finish up with Steiner and Dice?
[03:36:37.164 --> 03:36:40.646]  Well, we are getting so many reports of election fraud going on.
[03:36:40.646 --> 03:36:50.110]  We're seeing the machines switching, people are documenting it on camera, and of course the media is trying to point out how, hey, well that's illegal, you're not allowed to take photos of that.
[03:36:50.110 --> 03:36:54.852]  It's like, if the election fraud was happening on the other side, they'd be in an uproar, but because it's
[03:36:55.552 --> 03:36:56.352]  Not allowing people to vote.
[03:36:56.352 --> 03:36:56.753]  You're right.
[03:36:56.753 --> 03:36:59.814]  I should stop celebrating how the media is dying and killing themselves to steal it.
[03:36:59.814 --> 03:37:01.635]  We should be focused on the stealing.
[03:37:01.635 --> 03:37:05.997]  DrudgeReport.com, PA Voters Report, seeing Trump votes switch to Clinton.
[03:37:05.997 --> 03:37:07.037]  And we have it here in Austin.
[03:37:07.037 --> 03:37:08.618]  I'm about to go vote after this, right now.
[03:37:08.618 --> 03:37:09.618]  I'm going to go do a live feed.
[03:37:09.618 --> 03:37:10.379]  They're telling us!
[03:37:11.696 --> 03:37:13.657]  That you're not supposed to film your own deal.
[03:37:13.657 --> 03:37:21.659]  They've told people, we've interviewed in Texas this, and look at this, Steiner, Report, Infowars.com, Reuters pulls poll showing huge Trump surge.
[03:37:21.659 --> 03:37:28.241]  They put it out showing a huge Trump surge of seven points against Hillary.
[03:37:28.241 --> 03:37:29.641]  They've had them dead heat.
[03:37:29.641 --> 03:37:30.942]  They pulled the stinker.
[03:37:30.942 --> 03:37:31.922]  Didn't give a reason why.
[03:37:31.922 --> 03:37:32.702]  What do you say to that?
[03:37:32.702 --> 03:37:39.064]  Well, I was going to say, Eric, what she was saying was people are more concerned with getting at their cameras at a polling place
[03:37:39.764 --> 03:37:42.945]  It kind of reminds me of how they've switched the argument.
