[00:00:04.375 --> 00:00:05.997]  Here we are.
[03:27:37.089 --> 03:27:50.811]  This is what, why is the president of the United States dealing, you know, again, this is, this gets back to, you know, having zero relationship or having a relationship where it's one of weakness and you're, you're afraid, he's afraid to make this call and afraid to see what's going to be said.
[03:27:50.811 --> 03:27:57.812]  And I think that all, all that, all that we really need to do here is we need to talk, we need to take a step back.
[03:27:57.812 --> 03:28:01.393]  We need to see who has the strongest relationship and we need to get involved
[03:28:01.873 --> 03:28:02.994]  You know, at that level.
[03:28:02.994 --> 03:28:06.217]  Not the President of the United States talking to the President of Ukraine.
[03:28:06.217 --> 03:28:10.600]  Why isn't the President of the United States calling up Putin and saying, hey, look, you know, we don't want to go here.
[03:28:10.600 --> 03:28:13.282]  And this is, let's figure out how we can move around this.
[03:28:13.282 --> 03:28:15.224]  But, but the reason why... Exactly.
[03:28:15.224 --> 03:28:22.570]  So why would, why would Western establishment that's always been engaged with foreign countries, especially superpowers, be paralyzed?
[03:28:22.570 --> 03:28:27.254]  Because what you're describing sounds like people that are asleep at the switch.
[03:28:27.254 --> 03:28:27.774]  Yeah.
[03:28:27.774 --> 03:28:30.236]  Well, the big message to our adversaries is one of weakness.
[03:28:30.875 --> 03:28:32.877]  And it's not just people that are asleep at the switch.
[03:28:32.877 --> 03:28:43.586]  These are people who look at foreign policy as a way to enhance their own equities, and particularly in this particular administration, to distract.
[03:28:43.586 --> 03:28:45.368]  Because I really do believe that... All right, folks.
[03:28:45.368 --> 03:28:47.590]  The really important parts are coming up.
[03:28:47.590 --> 03:28:48.430]  We'll be right back.
[03:28:48.430 --> 03:28:49.091]  I'm Alex Jones.
[03:28:49.091 --> 03:28:50.132]  This is the InfoWard.
[03:28:50.132 --> 03:28:52.294]  The General Flynn interview is now at Band on Video.
[03:28:55.538 --> 03:29:00.480]  It's hard to believe January 2022 is almost over.
[03:29:00.480 --> 03:29:04.322]  And that means our big New Year's special is about to end.
[03:29:04.322 --> 03:29:16.328]  The highest quality, whole food based, multi-vitamin and our best-selling vitamin C with zinc and rose hips formula that absolutely turbo charges your immune system.
[03:29:16.708 --> 03:29:16.788]  I'm
[03:29:32.048 --> 03:29:45.972]  You've just got three days to save 40% off on high-quality products at InfoWarsTore.com, like our Vitamin C Zinc Rosehips Formula that is, again, amazing for your immune system and so much more.
[03:29:45.972 --> 03:29:52.934]  And, of course, our Whole Food Multivitamin, meaning it comes from organic sources and is, again, the highest quality for your body.
[03:29:52.934 --> 03:29:55.315]  It's all available at InfoWarsTore.com right now.
[03:29:55.515 --> 03:30:00.359]  I've been fighting as hard as I can for almost 28 years against the globalists.
[03:30:00.359 --> 03:30:02.421]  I wanted to stop their agenda.
[03:30:02.421 --> 03:30:07.905]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[03:30:07.905 --> 03:30:09.006]  But we failed.
[03:30:09.006 --> 03:30:10.668]  Yes, a lot of people are awake.
[03:30:10.668 --> 03:30:12.169]  Yes, we're not getting caught flat-footed.
[03:30:12.509 --> 03:30:18.534]  But they are going ahead with their full operational deindustrialization Great Reset.
[03:30:18.534 --> 03:30:27.462]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[03:30:27.462 --> 03:30:30.745]  So we've got to information warfare the enemy and try to stop their agenda.
[03:30:30.745 --> 03:30:32.987]  We've also got to get personally prepared.
[03:30:32.987 --> 03:30:35.549]  And one of the number one things to do is high quality, storable food.
[03:30:35.549 --> 03:30:39.953]  We've got the best food ready to ship at very affordable prices at infowarestore.com.
[03:30:40.313 --> 03:30:45.875]  So whether it's a month, or a six month, or a year supply, or specialty diets, it's ready to ship right now!
[03:30:45.875 --> 03:30:50.777]  Lock your orders in before food prices go up, and before there are long lines in wait.
[03:30:50.777 --> 03:30:53.118]  Because believe me, serious times are coming.
[03:30:53.118 --> 03:30:54.999]  Get ready at InfoWarsTore.com.
[03:30:55.745 --> 03:30:57.066]  Let's go ahead and take another call.
[03:30:57.066 --> 03:30:59.088]  Let's talk to Malcolm in Tennessee.
[03:30:59.088 --> 03:30:59.508]  Welcome.
[03:30:59.508 --> 03:31:00.229]  Hello, Alex?
[03:31:00.229 --> 03:31:00.789]  Yes, Malcolm.
[03:31:00.789 --> 03:31:05.353]  All right, I'll make this quick and real short, where the other Patriots can get on the line.
[03:31:05.353 --> 03:31:09.696]  Uh, Alex, I have to promote one thing from one of your co-hosts, Owen Schroyer.
[03:31:09.696 --> 03:31:12.699]  Super male vitality and brain force plus.
[03:31:12.699 --> 03:31:15.341]  Mix those two together, you're an unstoppable tank.
[03:31:15.581 --> 03:31:17.382]  Supermill Vitality really, really works.
[03:31:17.382 --> 03:31:29.051]  It's cold-pressed herbs and natural compounds that have never been heated up, and so it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[03:31:29.051 --> 03:31:30.893]  This is like a very fine wine.
[03:31:30.893 --> 03:31:33.034]  In fact, each batch is different.
[03:31:33.034 --> 03:31:35.476]  Sometimes it's super strong, sometimes it's just okay.
[03:31:35.476 --> 03:31:38.739]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[03:31:38.739 --> 03:31:39.679]  That's just how it is.
[03:31:39.679 --> 03:31:40.340]  It's how it works.
[03:31:41.321 --> 03:31:42.962]  So it's always good.
[03:31:42.962 --> 03:31:45.064]  It's just sometimes it's like super strong.
[03:31:45.064 --> 03:31:55.974]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[03:31:55.974 --> 03:31:59.437]  Nootropics is a fancy way of saying brain pill.
[03:31:59.437 --> 03:32:03.781]  And it is the fastest growing market in supplements in the world for good reason.
[03:32:05.131 --> 03:32:12.454]  There are a lot of amazing compounds out there, some healthy, some not, that do incredible things in our brains.
[03:32:12.454 --> 03:32:21.818]  And we've tried them all, we've researched them all, and we will not sell you anything that is linked to any problems or any type of toxicity or any type of extreme hangovers.
[03:32:22.638 --> 03:32:27.541]  Because I'm not saying some of our brain products, you won't have a little bit of a letdown once you take them, but that would just be a lie.
[03:32:27.541 --> 03:32:31.704]  But these are very, very clean with compounds that God gave us that are good for you.
[03:32:31.704 --> 03:32:39.248]  And one of our best sellers is back in stock, Brain Force Plus, a good, clean nootropic, a good, clean brain pill.
[03:32:39.248 --> 03:32:41.450]  You can find stuff that's stronger, but it's not good for you.
[03:32:41.450 --> 03:32:43.271]  This is a high quality system.
[03:32:43.271 --> 03:32:45.352]  It's available at InfoWareStore.com.
[03:32:45.352 --> 03:32:48.094]  It's sold out for a long time at 40% off.
[03:32:48.094 --> 03:32:51.896]  So get your Brain Force Plus today at InfoWareStore.com and help keep us on air.
[03:32:52.196 --> 03:32:57.317]  Thank you so much, and I'll see you out there.
[03:32:57.317 --> 03:33:08.179]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:08.179 --> 03:33:17.121]  From the front lines of the Information War, it's Alex Jones.
[03:33:19.022 --> 03:33:23.344]  What you're describing sounds like people that are asleep at the switch.
[03:33:23.344 --> 03:33:23.864]  Yeah.
[03:33:23.864 --> 03:33:26.746]  Well, the big message to our adversaries is one of weakness.
[03:33:26.746 --> 03:33:28.987]  And it's not just people that are asleep at the switch.
[03:33:28.987 --> 03:33:39.732]  These are people who look at foreign policy as a way to enhance their own equities, and particularly in this particular administration, to distract.
[03:33:39.732 --> 03:33:41.313]  Because I really do believe that
[03:33:42.037 --> 03:33:44.679]  And I say this, I think I maybe I said this at the very beginning.
[03:33:44.679 --> 03:33:47.301]  These are these are people who are masters of distraction.
[03:33:47.301 --> 03:33:53.044]  I mean, the fact that we're up now talking about Ukraine, you know, we're not talking about the lockdowns and the mandates.
[03:33:53.044 --> 03:33:53.985]  We're not talking about that.
[03:33:53.985 --> 03:33:59.849]  This is why I'm going to the border today, the Mexican-Texas border, Mexico-Texas border.
[03:33:59.849 --> 03:34:04.392]  This is why I'm going down there today to visit it and then have a big rally down there.
[03:34:04.392 --> 03:34:08.435]  And it's because we need to start to look at what's happening domestically.
[03:34:08.435 --> 03:34:10.116]  We need to say, really pay attention to it.
[03:34:10.743 --> 03:34:18.266]  This administration is causing us to look in places where we really don't have huge national security interests.
[03:34:18.266 --> 03:34:26.490]  And the reason why we are where we are in the Ukraine is because of just incredible weakness and frankly stupid foreign policy.
[03:34:26.490 --> 03:34:29.691]  And I use that word, you know, just what it means, stupid.
[03:34:29.691 --> 03:34:34.473]  I mean, these are people who have gotten us into this mess because of all of the things that we have
[03:34:35.183 --> 03:34:39.867]  Allowed to happen and I and I go back to this business about energy.
[03:34:39.867 --> 03:34:42.288]  Energy is a big deal globally.
[03:34:42.288 --> 03:34:49.514]  And when Russia is providing Germany, I think it's they're providing like 70% and then the Germans then export that around Europe.
[03:34:49.514 --> 03:34:53.377]  So they're providing them like 70% of their energy needs right now to Germany.
[03:34:53.377 --> 03:34:53.497]  So
[03:34:53.977 --> 03:34:57.601]  You know, what does Germany have to say about all this stuff in the Ukraine?
[03:34:57.601 --> 03:35:01.325]  I'd be interested and I think we're going to see very little coming out of there.
[03:35:01.325 --> 03:35:06.591]  I think from a military perspective, I think they talked about sending some helmets or something like that.
[03:35:06.591 --> 03:35:11.817]  I mean, you know, I do not want to get involved in a conflict in the Ukraine.
[03:35:14.137 --> 03:35:17.081]  Because I just don't see the objectives.
[03:35:17.081 --> 03:35:21.045]  I don't see what it is in terms of our national security interest.
[03:35:21.045 --> 03:35:23.127]  I don't think Putin does either, to be honest with you.
[03:35:23.127 --> 03:35:24.309]  I really don't think Putin does.
[03:35:24.309 --> 03:35:29.455]  But I think that what we have to do is we have to develop and get better at these relationships.
[03:35:29.455 --> 03:35:31.337]  But we're not going to get it, sadly.
[03:35:31.337 --> 03:35:33.439]  We're not going to have it, Alex, under this administration.
[03:35:34.781 --> 03:35:35.581]  Has blown it.
[03:35:35.581 --> 03:35:39.782]  Our foreign policy is in a state of shambles right now.
[03:35:39.782 --> 03:35:51.405]  And when we start to, I don't use in my article, the article that was written there, I don't use, I don't talk about nuclear weapons in a very, in a light way.
