[00:00:00.402 --> 00:00:01.444]  Brother.
[02:51:42.088 --> 02:51:49.192]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[02:51:49.192 --> 02:51:51.353]  BlockItPocket.com.
[02:51:51.353 --> 02:51:53.394]  Enhancing health and privacy.
[02:51:53.394 --> 02:51:57.636]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[02:51:57.636 --> 02:51:58.276]  It's true.
[02:51:58.276 --> 02:52:02.418]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[02:52:02.418 --> 02:52:04.820]  It's a disinfectant called chloramine.
[02:52:04.820 --> 02:52:09.302]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[02:52:09.602 --> 02:52:22.469]  New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[02:52:22.469 --> 02:52:26.271]  Big Berkey water filters are the original and most trusted on the market.
[02:52:26.271 --> 02:52:28.912]  The gold standard in water purification.
[02:52:28.912 --> 02:52:33.235]  And our filters last for years at less than two cents per gallon.
[02:52:33.235 --> 02:52:37.517]  Big Berkey, the one that's powerful enough to purify stagnant pond water.
[02:52:37.757 --> 02:52:39.498]  Get your Big Berkey today.
[02:52:39.498 --> 02:52:41.820]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[02:52:41.820 --> 02:52:42.621]  That's 1-877-99-BERKEY.
[02:52:42.621 --> 02:52:44.042]  Big Berkey Water Filters.
[02:52:44.042 --> 02:52:45.062]  For the love of clean water.
[02:52:53.291 --> 02:52:55.053]  Honey, it's time for dinner.
[02:52:55.053 --> 02:52:56.935]  What are you doing over there on your computer?
[02:52:56.935 --> 02:52:58.416]  I'm shopping for a new wallet.
[02:52:58.416 --> 02:52:59.958]  Mine is falling apart.
[02:52:59.958 --> 02:53:06.124]  Hey, did you know there's a company called ID Stronghold that makes shielded wallets to prevent electronic pickpocketing?
[02:53:06.124 --> 02:53:09.347]  Oh, I didn't realize there was such a thing as electronic pickpocketing.
[02:53:09.347 --> 02:53:09.888]  What is that?
[02:53:10.188 --> 02:53:19.735]  Well apparently, many of the new credit and debit cards being issued have radio chips inside them called RFID to transmit our banking information to card readers when we pay.
[02:53:19.735 --> 02:53:28.441]  Unfortunately, a bad guy can also get one of these readers and go around the city scanning people, collecting their credit card numbers and personal information without us knowing it.
[02:53:28.441 --> 02:53:29.082]  Wow!
[02:53:29.082 --> 02:53:30.403]  That sounds scary.
[02:53:30.403 --> 02:53:34.846]  Since you're getting a new wallet anyway, you should definitely get an ID Stronghold shielded wallet.
[02:53:34.846 --> 02:53:35.667]  Are they more expensive?
[02:53:36.107 --> 02:53:36.607]  No.
[02:53:36.607 --> 02:53:44.290]  In fact, I can get a shielded leather wallet from IDStronghold.com for the same price or less than regular unshielded wallets from other stores.
[02:53:44.290 --> 02:53:45.470]  Sounds great!
[02:53:45.470 --> 02:53:48.111]  My wallet isn't falling apart yet, but let me pick one out too.
[02:53:48.111 --> 02:53:54.253]  I want to be protected, and these wallets at IDStronghold.com look fantastic!
[02:53:54.253 --> 02:53:55.294]  Federal agents!
[02:53:55.294 --> 02:53:55.994]  We are armed!
[02:54:01.730 --> 02:54:11.659]  We did a pretty good job today.
[02:54:11.659 --> 02:54:14.903]  There is mass tons of news, though I didn't get to.
[02:54:14.903 --> 02:54:19.287]  And I shot three special reports for the nightly news last night.
[02:54:19.287 --> 02:54:20.428]  I may just have to do it again.
[02:54:23.132 --> 02:54:26.914]  I just can't believe they're trying to start a war with Russia and have thousands of U.S.
[02:54:26.914 --> 02:54:30.677]  troops doing combat training and fighting Russians.
[02:54:30.677 --> 02:54:31.337]  I mean, the U.S.
[02:54:31.337 --> 02:54:32.838]  military is fighting Russia right now.
[02:54:32.838 --> 02:54:41.544]  I mean, crazy, crazy in their backyard over Crimea that's been part of Russia for 500 years.
[02:54:45.265 --> 02:54:50.829]  There's an article from Phyllis Schlafly, no wonder Obama won't let us read TPP, they've got more sections of it.
[02:54:50.829 --> 02:54:59.616]  It's just open borders, authorizes the president to form a new transnational governance structure, close quote, with the power to compel and restrict US policy.
[02:54:59.616 --> 02:55:02.138]  That's from the document.
[02:55:02.138 --> 02:55:05.820]  I mean, just that alone we could spend three hours on.
[02:55:05.820 --> 02:55:09.163]  This is the takeover of the country right now.
[02:55:09.163 --> 02:55:11.865]  And we're like in a sword fight, barely beat them last week, we're just like,
[02:55:12.827 --> 02:55:14.967]  And then people are like, they keep attacking.
[02:55:14.967 --> 02:55:15.748]  They're going to win.
[02:55:15.748 --> 02:55:20.109]  No, we've got to decide to fight and never quit.
[02:55:20.109 --> 02:55:28.590]  Again, growing up, I was unfortunate enough to be in a lot of serious fist fights that kind of escalated by the time I was about 17 and really brutal fights.
[02:55:28.590 --> 02:55:35.172]  And one thing I learned is if you stop and wait once you're in a fight and kind of really think about what you're doing, you're going to get stomped on the ground.
[02:55:37.045 --> 02:55:39.307]  Like, people will punch you and then wait to see what it did.
[02:55:39.307 --> 02:55:42.449]  I mean, by the time you've connected with me, I'm going to connect three times.
[02:55:42.449 --> 02:55:43.290]  I'm not thinking.
[02:55:43.290 --> 02:55:45.331]  I'm going to full power attack you.
[02:55:45.331 --> 02:55:47.173]  And that's what the globalists do.
[02:55:47.173 --> 02:55:50.015]  Except they start the fight and then they start pounding.
[02:55:50.015 --> 02:55:52.877]  We have to start pounding back and not think about winning.
[02:55:52.877 --> 02:55:53.577]  It's like a race.
[02:55:53.577 --> 02:55:55.118]  I used to be a really good swimmer.
[02:55:55.118 --> 02:55:56.840]  Used to win blue ribbons every time.
[02:55:56.840 --> 02:55:58.181]  You know, like Dallas level meets.
[02:55:58.181 --> 02:55:59.261]  I mean, I was a good swimmer.
[02:55:59.261 --> 02:56:00.382]  I quit when I was 13, but I was...
[02:56:01.523 --> 02:56:02.464]  Really good.
[02:56:02.464 --> 02:56:04.865]  You know, could have gotten scholarships and stuff.
[02:56:04.865 --> 02:56:16.011]  And a lot of people would be in a long race, a relay or something, or a long distance race, however many meters, and they would like look to see who was behind them.
[02:56:16.011 --> 02:56:17.851]  You don't look to see who's behind.
[02:56:17.851 --> 02:56:24.455]  I remember so many times I'd watch a film of it and I'd be right behind him and the person would look and I'd beat him.
[02:56:25.902 --> 02:56:26.703]  And it's the same thing.
[02:56:26.703 --> 02:56:28.644]  Stop worrying about who's going to win.
[02:56:28.644 --> 02:56:29.845]  They're in the wrong.
[02:56:29.845 --> 02:56:30.986]  We're going to fight them.
[02:56:30.986 --> 02:56:32.367]  We're going to tell the truth.
[02:56:32.367 --> 02:56:34.108]  Let the chips fall where they may.
[02:56:34.108 --> 02:56:36.330]  We're done.
[02:56:36.330 --> 02:56:37.151]  Same thing.
[02:56:37.151 --> 02:56:39.052]  You'll see these Olympic runners.
[02:56:39.052 --> 02:56:40.754]  And one of them's winning, one of them's winning.
[02:56:40.754 --> 02:56:41.734]  And they look back.
[02:56:41.734 --> 02:56:43.956]  And as soon as they do that, they lose momentum.
[02:56:43.956 --> 02:56:45.958]  It's like, why do you do that?
[02:56:45.958 --> 02:56:46.878]  Why do you look back?
[02:56:46.878 --> 02:56:53.203]  Don't look back.
[02:56:53.203 --> 02:56:54.925]  I mean, there's so much I meant to get to here.
[02:56:56.482 --> 02:57:07.068]  I've got this article where a sheriff in his uniform gave a speech and so they're flipping out saying he should be removed.
[02:57:07.068 --> 02:57:15.614]  He's elected, he can wear a cosmonaut outfit if he wants to up on the stage.
[02:57:15.614 --> 02:57:17.475]  Look at this, always in Florida.
[02:57:17.475 --> 02:57:21.777]  Florida sheriff under fire for preaching in a uniform.
[02:57:21.777 --> 02:57:25.840]  Grady Judd asked if the world would be better if we all behaved like Christians.
[02:57:27.145 --> 02:57:28.885]  Polk County Sheriff Grady Judd.
[02:57:28.885 --> 02:57:31.066]  See, now they're saying you don't have any free speech.
[02:57:31.066 --> 02:57:34.887]  He can do whatever he wants, but they twist it where it's offensive.
[02:57:34.887 --> 02:57:39.208]  He's under fire after a group says he broke the law by giving a sermon in uniform.
[02:57:39.208 --> 02:57:40.668]  He didn't break any law!
[02:57:40.668 --> 02:57:43.168]  He's elected!
[02:57:43.168 --> 02:57:55.311]  Now, if he was a city police chief, the council could reprimand him if they want to be a bunch of communists and violate his free speech, but Judd spoke from a pulpit at First Baptist Church in the mall in Lakeland two months ago.
[02:57:57.045 --> 02:58:03.129]  Freedom from Religion Foundation sent judge a letter accusing him of excluding other religions and making non-believers feel like outsiders in the country.
[02:58:03.129 --> 02:58:06.892]  And see how they ran the fraud, the hoax?
[02:58:06.892 --> 02:58:09.934]  You know, in their statement that it was illegal, but then there's no law.
[02:58:09.934 --> 02:58:13.197]  It's all just, it's illegal not to take vaccines, no law.
[02:58:13.197 --> 02:58:15.738]  It's illegal to live in uniform, you have an opinion.
[02:58:15.738 --> 02:58:18.340]  I mean, it's all lies!
[02:58:18.340 --> 02:58:18.881]  Lies!
[02:58:21.912 --> 02:58:23.473]  Alright, I'm out of... I'm out of time.
[02:58:23.473 --> 02:58:24.413]  There's a bunch I didn't get to.
[02:58:24.413 --> 02:58:28.655]  It's up on InfoWars.com and PrisonPlanet.com, like this whopper.
[02:58:28.655 --> 02:58:28.935]  You know what?
[02:58:28.935 --> 02:58:30.135]  I'm gonna do Father's Overdrive.
[02:58:30.135 --> 02:58:31.275]  You know I can't help it.
[02:58:31.275 --> 02:58:32.296]  Some stations don't carry it.
[02:58:32.296 --> 02:58:34.557]  InfoWars.com forward slash show.
[02:58:34.557 --> 02:58:37.678]  And don't forget the new product, Liver Shield's out.
[02:58:37.678 --> 02:58:38.198]  InfoWars Live.
[02:58:38.198 --> 02:58:39.318]  Visit GCNLive.com today.
[02:58:44.039 --> 02:58:49.180]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[02:58:49.180 --> 02:58:55.302]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[02:58:55.302 --> 02:59:00.083]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[02:59:00.083 --> 02:59:03.664]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:59:03.664 --> 02:59:05.624]  No needles, no injections.
[02:59:05.624 --> 02:59:10.745]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[02:59:13.826 --> 02:59:17.327]  When cells become toxic, they die early and aging sets in.
[02:59:17.327 --> 02:59:25.570]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:59:25.570 --> 02:59:30.971]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:59:30.971 --> 02:59:33.512]  You want the best that's out there at the lowest price anywhere?
[02:59:33.512 --> 02:59:35.633]  We now have the synergistic solution.
[02:59:35.633 --> 02:59:39.814]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:59:46.574 --> 02:59:49.180]  You're listening to The Alex Jones Show.
[02:59:56.764 --> 03:00:03.388]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[03:00:03.388 --> 03:00:07.071]  It's Alex Jones and the GCN Radio Network.
[03:00:07.071 --> 03:00:12.655]  From InfoWars.com, privacy expert, time-traveling robots could punish future crimes.
[03:00:12.655 --> 03:00:14.616]  That's what they're actually talking about.
[03:00:14.616 --> 03:00:17.698]  You're committing signs of the future that you don't know or sense yet.
[03:00:19.164 --> 03:00:21.126]  You're committing sins of the future.
[03:00:21.126 --> 03:00:33.596]  Privacy expert Brad Tibbleman warns that artificial intelligent robots could one day come through digital data left by internet users and retroactively punish them for future crimes that are not yet detected or considered to be a crime at that time.
