[00:00.000 --> 00:29.000]  Don't bother, they're here.
[3:22:34.440 --> 3:22:36.440]  then we're going back into lockdowns.
[3:22:36.440 --> 3:22:38.440]  So, this is a GOP leader of the Senate.
[3:22:38.440 --> 3:22:41.440]  Basically, I mean, it sounds a lot like a threat, like,
[3:22:41.440 --> 3:22:45.440]  hey, you better get vaccinated, or we're going to punish you.
[3:22:45.440 --> 3:22:47.440]  We're going to make you a slave in your own home,
[3:22:47.440 --> 3:22:49.440]  or a prisoner in your own home,
[3:22:49.440 --> 3:22:52.440]  and then they're going to systematically destroy the economy
[3:22:52.440 --> 3:22:55.440]  with the universal basic income payments to these people
[3:22:55.440 --> 3:22:57.440]  to get the culture used to not working.
[3:22:57.440 --> 3:22:59.440]  But my question to you, I mean, you know all this,
[3:22:59.440 --> 3:23:05.440]  the listeners know all this, how bad are things going to get
[3:23:05.440 --> 3:23:08.440]  if they succeed in all their plans of all the lockdowns
[3:23:08.440 --> 3:23:10.440]  and the economic destruction?
[3:23:10.440 --> 3:23:13.440]  Because people don't know you've seen things overseas
[3:23:13.440 --> 3:23:16.440]  that would give people nightmares.
[3:23:16.440 --> 3:23:17.440]  You've seen collapse.
[3:23:17.440 --> 3:23:18.440]  What does it look like?
[3:23:18.440 --> 3:23:20.440]  What do you think is coming?
[3:23:20.440 --> 3:23:22.440]  Well, what it looks like is very unpleasant.
[3:23:22.440 --> 3:23:26.440]  People will sell things that they'd never even think they'd sell,
[3:23:26.440 --> 3:23:28.440]  including family members.
[3:23:28.440 --> 3:23:33.440]  Anything you have to put food on your table, people will do.
[3:23:33.440 --> 3:23:35.440]  I've seen it.
[3:23:35.440 --> 3:23:37.440]  It's very unpleasant to think about.
[3:23:37.440 --> 3:23:42.440]  It's, you know, when you have a mother offering you a young child
[3:23:42.440 --> 3:23:44.440]  for a certain amount of money,
[3:23:44.440 --> 3:23:48.440]  and you can basically do what that child is you want.
[3:23:48.440 --> 3:23:51.440]  Now, we think that offends our sensibilities so much
[3:23:51.440 --> 3:23:53.440]  that we would never do it here.
[3:23:53.440 --> 3:23:56.440]  But in this country today, millions of children have to sell
[3:23:56.440 --> 3:24:00.440]  themselves in one way or another just to meet basic necessities.
[3:24:00.440 --> 3:24:02.440]  We just try to put it out of sight.
[3:24:02.440 --> 3:24:05.440]  And this is what I was saying, Americans right now,
[3:24:05.440 --> 3:24:08.440]  those watching this program, watching your program
[3:24:08.440 --> 3:24:12.440]  and other people like that, need to take this information
[3:24:12.440 --> 3:24:16.440]  and decide how do I use this to benefit my family?
[3:24:16.440 --> 3:24:18.440]  Because that's the real thing.
[3:24:18.440 --> 3:24:23.440]  If you do not take this information now and do have a plan
[3:24:23.440 --> 3:24:27.440]  that's going to, you know, fit your family's needs,
[3:24:27.440 --> 3:24:30.440]  you are going to go the way that they want you to go.
[3:24:30.440 --> 3:24:33.440]  And that's to the slaughterhouse, you know, the death camp,
[3:24:33.440 --> 3:24:35.440]  whatever it will be.
[3:24:35.440 --> 3:24:38.440]  And like, you know, this isn't hyperbole anymore.
[3:24:38.440 --> 3:24:41.440]  This is what these people are saying, the Georgia guide stones.
[3:24:41.440 --> 3:24:44.440]  They want to eliminate billions of people off the planet.
[3:24:44.440 --> 3:24:47.440]  I mean, you know, when Adolf Hitler wrote Mein Kampf,
[3:24:47.440 --> 3:24:49.440]  if you believed it, you acted on it.
[3:24:49.440 --> 3:24:51.440]  If you just thought it was hyperbole
[3:24:51.440 --> 3:24:54.440]  and just the rentings of a madman, then you ignored it
[3:24:54.440 --> 3:24:58.440]  and you ended up probably in a death camp, you know,
[3:24:58.440 --> 3:25:01.440]  being gassed to death or worked to death.
[3:25:01.440 --> 3:25:03.440]  So that's the choice of Americans.
[3:25:03.440 --> 3:25:07.440]  Well, sorry to interrupt, but tens of millions of Americans
[3:25:07.440 --> 3:25:09.440]  are oblivious to what's happening.
[3:25:09.440 --> 3:25:12.440]  Mostly people on the left, they're taking the vaccine shots.
[3:25:12.440 --> 3:25:14.440]  They don't know that they're not really vaccines.
[3:25:14.440 --> 3:25:17.440]  It's gene therapy, you know, maybe transhumanism tech.
[3:25:17.440 --> 3:25:19.440]  It's hard to say exactly what the outcome is going to be.
[3:25:19.440 --> 3:25:22.440]  But they think the economy is going to get back to normal
[3:25:22.440 --> 3:25:24.440]  if just everybody would take the shot.
[3:25:24.440 --> 3:25:27.440]  They think that Biden is somehow good for America
[3:25:27.440 --> 3:25:29.440]  when he's allowing hundreds of thousands of illegals
[3:25:29.440 --> 3:25:32.440]  to invade the southern border every month now, month after month.
[3:25:32.440 --> 3:25:36.440]  I mean, they're living in an oblivious, fake reality.
[3:25:36.440 --> 3:25:37.440]  Bob, isn't it true?
[3:25:37.440 --> 3:25:41.440]  Their cities will collapse if this is allowed to continue.
[3:25:41.440 --> 3:25:43.440]  And their cities will become death traps.
[3:25:43.440 --> 3:25:45.440]  They will kill themselves.
[3:25:45.440 --> 3:25:47.440]  Yeah, their cities are collapsing.
[3:25:47.440 --> 3:25:51.440]  I mean, all you have to do is just look at history right now.
[3:25:51.440 --> 3:25:52.440]  History, what did Mark Twain say?
[3:25:52.440 --> 3:25:54.440]  It doesn't repeat, but it sure does rhyme.
[3:25:54.440 --> 3:25:58.440]  I mean, we are looking at just a massive infusion
[3:25:58.440 --> 3:26:02.440]  of fake money into this economy right now.
[3:26:02.440 --> 3:26:05.440]  Half the money in the economy right now was added
[3:26:05.440 --> 3:26:07.440]  within the last year.
[3:26:07.440 --> 3:26:08.440]  Think of that.
[3:26:08.440 --> 3:26:10.440]  Half of it that's floating around the economy
[3:26:10.440 --> 3:26:12.440]  was added in the last year.
[3:26:12.440 --> 3:26:14.440]  And at the same time on top of that,
[3:26:14.440 --> 3:26:18.440]  we've had a major disruption in shipping, trucking,
[3:26:18.440 --> 3:26:21.440]  and all of the manner of delivery of goods.
[3:26:21.440 --> 3:26:23.440]  I mean, right now, I have a desk right here
[3:26:23.440 --> 3:26:25.440]  that I have in my new office.
[3:26:25.440 --> 3:26:27.440]  It took me six months to get this desk.
[3:26:27.440 --> 3:26:29.440]  I ordered in it and they told me a month,
[3:26:29.440 --> 3:26:32.440]  but it's six months later, it finally showed up.
[3:26:32.440 --> 3:26:34.440]  That's what you're looking at.
[3:26:34.440 --> 3:26:36.440]  And so we have all this money right now
[3:26:36.440 --> 3:26:38.440]  chasing fewer and fewer goods.
[3:26:38.440 --> 3:26:40.440]  And that's how they're going to eliminate...
[3:26:40.440 --> 3:26:42.440]  You're exactly right, but let me jump in with a question.
[3:26:42.440 --> 3:26:44.440]  And I'm sorry to interrupt,
[3:26:44.440 --> 3:26:46.440]  but you might not be able to hear me
[3:26:46.440 --> 3:26:48.440]  because of the audio setup.
[3:26:48.440 --> 3:26:50.440]  So you're in a commercial business.
[3:26:50.440 --> 3:26:52.440]  I'm in a commercial business.
[3:26:52.440 --> 3:26:54.440]  Alex Jones is in a commercial business.
[3:26:54.440 --> 3:26:56.440]  All three of us see the same thing,
[3:26:56.440 --> 3:26:58.440]  and I want you to describe what are you seeing
[3:26:58.440 --> 3:27:00.440]  with commercial supply lines,
[3:27:00.440 --> 3:27:03.440]  because I'm seeing a collapse in commercial quantities of food.
[3:27:03.440 --> 3:27:06.440]  We buy millions of pounds of food a year and so on.
[3:27:06.440 --> 3:27:08.440]  It's collapsing.
[3:27:08.440 --> 3:27:10.440]  They're telling us they can't guarantee food after 90 days
[3:27:10.440 --> 3:27:12.440]  from July 1st, by the way.
[3:27:12.440 --> 3:27:14.440]  What are you seeing?
[3:27:14.440 --> 3:27:16.440]  Because you're in a different business,
[3:27:16.440 --> 3:27:18.440]  like night vision and stuff like that.
[3:27:18.440 --> 3:27:20.440]  What are you seeing?
[3:27:20.440 --> 3:27:22.440]  Chicken. That's one meat right now.
[3:27:22.440 --> 3:27:24.440]  That's becoming scarcer and scarcer.
[3:27:24.440 --> 3:27:26.440]  All you have to do is look at what the big companies
[3:27:26.440 --> 3:27:28.440]  are doing right now.
[3:27:28.440 --> 3:27:30.440]  Supermarkets are stocking up more than they normally do.
[3:27:30.440 --> 3:27:32.440]  Fast food restaurants,
[3:27:32.440 --> 3:27:34.440]  you see them stocking up extra food
[3:27:34.440 --> 3:27:36.440]  because they know a shortage is coming.
[3:27:36.440 --> 3:27:38.440]  We can ignore that.
[3:27:38.440 --> 3:27:40.440]  You can ignore that data point and say,
[3:27:40.440 --> 3:27:42.440]  well, it'll always be there because it's always been there.
[3:27:42.440 --> 3:27:44.440]  But what's going to happen
[3:27:44.440 --> 3:27:46.440]  when all of a sudden you don't have your vaccine passport?
[3:27:46.440 --> 3:27:48.440]  You don't have the money
[3:27:48.440 --> 3:27:50.440]  because all, you know,
[3:27:50.440 --> 3:27:52.440]  you're $10 that used to buy a pound of chicken.
[3:27:52.440 --> 3:27:54.440]  Now it's $50 and you can't buy it.
[3:27:54.440 --> 3:27:56.440]  All these things are coming into play.
[3:27:56.440 --> 3:27:58.440]  So the question is not really
[3:27:58.440 --> 3:28:00.440]  to just address the issues,
[3:28:00.440 --> 3:28:02.440]  but how do you fix it?
[3:28:02.440 --> 3:28:04.440]  And there's only one way to fix it right now.
[3:28:04.440 --> 3:28:06.440]  The money that you have realized
[3:28:06.440 --> 3:28:08.440]  that in six months it's going to be worth
[3:28:08.440 --> 3:28:10.440]  maybe half of what it's worth right now.
[3:28:10.440 --> 3:28:12.440]  And if you don't take that money
[3:28:12.440 --> 3:28:14.440]  and put it into goods and tangibles
[3:28:14.440 --> 3:28:16.440]  that your family needs in six months from now,
[3:28:16.440 --> 3:28:18.440]  instead of buying a pound of chicken,
[3:28:18.440 --> 3:28:20.440]  you'll buy a half a pound with the same amount of money.
[3:28:20.440 --> 3:28:22.440]  And also all of a sudden your savings
[3:28:22.440 --> 3:28:24.440]  and all that is depreciated
[3:28:24.440 --> 3:28:26.440]  and you'll be working harder and harder
[3:28:26.440 --> 3:28:28.440]  for less and less.
[3:28:28.440 --> 3:28:30.440]  And at the same time, many Americans won't be able
[3:28:30.440 --> 3:28:32.440]  to do it and they'll be
[3:28:32.440 --> 3:28:34.440]  they'll just get sick and die.
[3:28:34.440 --> 3:28:36.440]  I mean, that's what's going to happen.
[3:28:36.440 --> 3:28:38.440]  We've already entered
[3:28:38.440 --> 3:28:40.440]  essentially hyperinflation at least in the food sector
[3:28:40.440 --> 3:28:42.440]  because that, I mean, that's beyond the definition
[3:28:42.440 --> 3:28:44.440]  of hyperinflation and I think you're right.
[3:28:46.440 --> 3:28:48.440]  I mean, just a lumber price.
[3:28:48.440 --> 3:28:50.440]  Well, yeah.
[3:28:50.440 --> 3:28:52.440]  And then copper, aluminum, steel,
[3:28:52.440 --> 3:28:54.440]  try to build a steel building these days.
[3:28:54.440 --> 3:28:56.440]  But look, Bob, we're going to go to break here shortly
[3:28:56.440 --> 3:28:58.440]  and we're going to have you
[3:28:58.440 --> 3:29:00.440]  continue with us on the other side of that.
[3:29:00.440 --> 3:29:02.440]  But I want to specifically
[3:29:02.440 --> 3:29:04.440]  help people address this issue
[3:29:04.440 --> 3:29:06.440]  of when they understand
[3:29:06.440 --> 3:29:08.440]  what we're talking about, but they have a family member
[3:29:08.440 --> 3:29:10.440]  who doesn't get it.
[3:29:10.440 --> 3:29:12.440]  How do you wake up a family member
[3:29:12.440 --> 3:29:14.440]  so that they can get prepared for what's coming
[3:29:14.440 --> 3:29:16.440]  and you don't end up committing, you know,
[3:29:16.440 --> 3:29:18.440]  a lack of preparedness suicide?
[3:29:18.440 --> 3:29:20.440]  So we're going to talk about that when we come back.
[3:29:20.440 --> 3:29:22.440]  I'm Mike Adams here. This is the Alex Jones show
[3:29:22.440 --> 3:29:24.440]  the fourth hour today and we're talking with Bob Griswold.
[3:29:24.440 --> 3:29:26.440]  So stay with us after this break.
[3:29:26.440 --> 3:29:28.440]  We'll be right back with more
[3:29:28.440 --> 3:29:57.440]  on this topic to help you stay alive.
[3:29:58.440 --> 3:30:00.440]  We'll see you next time.
[3:30:28.440 --> 3:30:30.440]  We'll see you next time.
[3:30:58.440 --> 3:31:00.440]  We'll see you next time.
[3:31:28.440 --> 3:31:30.440]  We'll see you next time.
[3:31:58.440 --> 3:32:00.440]  We'll see you next time.
[3:32:28.440 --> 3:32:30.440]  We'll see you next time.
[3:32:58.440 --> 3:33:00.440]  Alex, thanks for taking my call.
[3:33:00.440 --> 3:33:02.440]  If I could, I just want to throw a quick plug out
[3:33:02.440 --> 3:33:04.440]  for the product. The X2 does wonders.
[3:33:04.440 --> 3:33:06.440]  They recommend it to everybody.
[3:33:06.440 --> 3:33:08.440]  You're on the fence about it. Get off the fence.
[3:33:08.440 --> 3:33:10.440]  Get the product. Support the import.
[3:33:10.440 --> 3:33:12.440]  Tyler in Maine, you're on the year.
[3:33:12.440 --> 3:33:14.440]  Thanks for holding it. Go ahead.
[3:33:14.440 --> 3:33:16.440]  Hey Alex, it's great to be on with you. It's an honor.
[3:33:16.440 --> 3:33:18.440]  It's an honor to talk to you. Awesome.
[3:33:18.440 --> 3:33:20.440]  So first thing I wanted to do is say
[3:33:20.440 --> 3:33:22.440]  I love the products. Alpha Power
[3:33:22.440 --> 3:33:24.440]  even at 29, if you ask my better half,
[3:33:24.440 --> 3:33:26.440]  she loves it.
[3:33:26.440 --> 3:33:28.440]  This is the bedroom, so just number one
[3:33:28.440 --> 3:33:30.440]  for a few of you. I like that one.
[3:33:30.440 --> 3:33:32.440]  It works. It's not a joke.
[3:33:32.440 --> 3:33:34.440]  Absolutely.
[3:33:34.440 --> 3:34:02.440]  You're listening to the Alex Jones show.
[3:34:02.440 --> 3:34:04.440]  Welcome back. This is Mike Adams,
[3:34:04.440 --> 3:34:06.440]  the health ranger here.
[3:34:06.440 --> 3:34:08.440]  This is the Alex Jones show on infowars.com.
[3:34:08.440 --> 3:34:10.440]  I'm the publisher of naturalnews.com.
[3:34:10.440 --> 3:34:12.440]  We've got a guest with us for this segment,
[3:34:12.440 --> 3:34:14.440]  Bob Griswold from ready-made resources.
[3:34:14.440 --> 3:34:16.440]  But real quick, just a comment.
[3:34:16.440 --> 3:34:18.440]  I don't know what you saw during the break,
[3:34:18.440 --> 3:34:20.440]  but I saw, you know, an ad,
[3:34:20.440 --> 3:34:22.440]  Alex and Mike Lindell
[3:34:22.440 --> 3:34:24.440]  getting together commercially
[3:34:24.440 --> 3:34:26.440]  with my pillow.
[3:34:26.440 --> 3:34:28.440]  And I think it's awesome.
[3:34:28.440 --> 3:34:30.440]  Mike Lindell really walks his talk.
[3:34:30.440 --> 3:34:32.440]  And folks, if you want this country
[3:34:32.440 --> 3:34:34.440]  to survive all of what's coming,
[3:34:34.440 --> 3:34:36.440]  it's absolutely crucial
[3:34:36.440 --> 3:34:38.440]  to vote with your consumer dollars
[3:34:38.440 --> 3:34:40.440]  for those platforms
[3:34:40.440 --> 3:34:42.440]  and those individuals
[3:34:42.440 --> 3:34:44.440]  who are fighting for America.
[3:34:44.440 --> 3:34:46.440]  And it's mypillow.com
[3:34:46.440 --> 3:34:48.440]  and use promo code Alex.
[3:34:48.440 --> 3:34:50.440]  And you'll be supporting both infowars
[3:34:50.440 --> 3:34:52.440]  as well as Mike Lindell's operation.
[3:34:52.440 --> 3:34:54.440]  So mypillow.com,
[3:34:54.440 --> 3:34:56.440]  promo code Alex for great discounts.
[3:34:56.440 --> 3:34:58.440]  I'm going to get some towels
[3:34:58.440 --> 3:35:00.440]  and pillowcases myself, by the way.
[3:35:00.440 --> 3:35:02.440]  So getting back to our topic
[3:35:02.440 --> 3:35:04.440]  of this segment,
[3:35:04.440 --> 3:35:06.440]  Bob, we left off
[3:35:06.440 --> 3:35:08.440]  with the question of, you know, a lot of people
[3:35:08.440 --> 3:35:10.440]  are fully aware of what's happening,
