[00:00:01.000 --> 00:00:15.000]  Intro
[03:27:59.780 --> 03:28:05.180]  A KC-135 military tanker, U.S. military tanker can dump 100 tons in one payload.
[03:28:05.180 --> 03:28:09.540]  So they use, again, the smaller scale weather modification as a smokescreen for the larger
[03:28:09.540 --> 03:28:14.740]  geoengineering operations in regards to their ability to affect weather.
[03:28:14.740 --> 03:28:18.980]  We know from historical record, Project Popeye in Vietnam was so successful at affecting
[03:28:18.980 --> 03:28:25.580]  rain, precipitation, that they passed international treaties in the 70s forbidding weather modification.
[03:28:25.580 --> 03:28:27.180]  Not that anybody follows those treaties.
[03:28:27.180 --> 03:28:31.940]  And we have, as far as cutting off the precipitation, immediately after 9-11, we had the list of
[03:28:31.940 --> 03:28:35.980]  countries the U.S. targeted, a list that existed clearly before 9-11.
[03:28:35.980 --> 03:28:41.580]  And we had all of those countries subsequently underwent a once in 1,000 year drought.
[03:28:41.580 --> 03:28:45.980]  Statistically, mathematically, it's impossible to have that kind of coincidence without climate
[03:28:45.980 --> 03:28:46.980]  engineering.
[03:28:46.980 --> 03:28:47.980]  We've got to go to break again.
[03:28:47.980 --> 03:28:48.980]  We've got to go to break.
[03:28:48.980 --> 03:28:50.980]  We'll be back in a short time.
[03:28:50.980 --> 03:28:51.980]  Don't go anywhere.
[03:28:51.980 --> 03:28:55.980]  We're here with Dane Wigington, geoengineeringwatch.org.
[03:28:55.980 --> 03:29:00.980]  Just weeks ago, I warned the world that the globalists were going to move against Tucker
[03:29:00.980 --> 03:29:01.980]  Carlson and take him off the air.
[03:29:01.980 --> 03:29:04.980]  People said, no way, he's the most powerful thing that ever happened.
[03:29:04.980 --> 03:29:06.980]  They've got quadrillions of stolen money.
[03:29:06.980 --> 03:29:09.980]  They only had Tucker Carlson on the air because they believed they could control him.
[03:29:09.980 --> 03:29:12.980]  But as soon as they figured out they couldn't, he was taken off the air.
[03:29:12.980 --> 03:29:14.980]  It's the same thing with Infowars.
[03:29:14.980 --> 03:29:20.980]  But Infowars is not owned by Fox, or controlled by George Soros, or owned by Spotify like
[03:29:20.980 --> 03:29:21.980]  Joe Rogan.
[03:29:21.980 --> 03:29:24.980]  We are only beholden to our viewers and our listeners.
[03:29:24.980 --> 03:29:26.980]  And when you support us, we're unstoppable.
[03:29:26.980 --> 03:29:31.980]  I'm not underwritten by Rupert Murdoch or by George Soros.
[03:29:31.980 --> 03:29:35.980]  I'm underwritten by you, which is we the people.
[03:29:35.980 --> 03:29:38.980]  So I want to thank you for your support and encourage viewers and listeners to understand,
[03:29:38.980 --> 03:29:40.980]  please don't take Infowars for granted.
[03:29:40.980 --> 03:29:42.980]  We're barely hanging on.
[03:29:42.980 --> 03:29:45.980]  We need your word of mouth, your prayer, your financial support, while getting great
[03:29:45.980 --> 03:29:47.980]  products at the same time at Infowarsstore.com.
[03:29:47.980 --> 03:29:52.980]  So don't procrastinate, go to Infowarsstore.com, get amazing products that keep us on the air
[03:29:52.980 --> 03:29:55.980]  and never submit to these tyrants.
[03:29:55.980 --> 03:30:00.980]  Ladies and gentlemen, the truth, the solution is laying right there in front of you, hidden
[03:30:00.980 --> 03:30:01.980]  in plain view.
[03:30:01.980 --> 03:30:04.980]  Please listen to me in the next 60 seconds.
[03:30:04.980 --> 03:30:08.980]  If you go to Wikipedia, it has links to the UN's own website where they admit the number
[03:30:09.980 --> 03:30:14.980]  one cause of cognitive disability in the world is iodine deficiency.
[03:30:14.980 --> 03:30:21.980]  The number one preventable cause of intellectual disability is lack of real, pure iodine in
[03:30:21.980 --> 03:30:27.980]  the body as they bomb us with the bad halogens, bromine, bromide, chlorine, and so much more.
[03:30:27.980 --> 03:30:34.980]  Upwards of 2 billion people in a Lancet Medical Journal study in 2007 worldwide have cognitive
[03:30:34.980 --> 03:30:37.980]  disabilities because they don't have high quality iodine.
[03:30:37.980 --> 03:30:39.980]  Most iodine is bound to other elements.
[03:30:39.980 --> 03:30:40.980]  You don't absorb it.
[03:30:40.980 --> 03:30:45.980]  We have X3, all three types of good iodine together that supercharges your body.
[03:30:45.980 --> 03:30:48.980]  X3 is now back in stock at Infowarsstore.com.
[03:30:48.980 --> 03:30:51.980]  It's being sold out for over six months for 25% off.
[03:30:51.980 --> 03:30:53.980]  X3, back in stock.
[03:30:53.980 --> 03:30:54.980]  Take action now.
[03:30:54.980 --> 03:30:55.980]  Infowarsstore.com.
[03:30:55.980 --> 03:30:59.980]  Ladies and gentlemen, this book, The Great Reset and War for the World, is a historic
[03:30:59.980 --> 03:31:03.980]  book that documents the globalists in their own words, plan for our future.
[03:31:03.980 --> 03:31:05.980]  That is the hellish future.
[03:31:05.980 --> 03:31:08.980]  Now, you'll always, while they still allow books, I guess they're starting to ban them,
[03:31:08.980 --> 03:31:12.980]  be able to get an unsigned copy of The Great Reset and The War for the World at bookstores,
[03:31:12.980 --> 03:31:14.980]  Amazon, or Infowarsstore.com.
[03:31:14.980 --> 03:31:18.980]  But you will never be able to get another signed copy of the book after the signed
[03:31:18.980 --> 03:31:20.980]  copies we got run out.
[03:31:20.980 --> 03:31:22.980]  And there's about a thousand left of them right now.
[03:31:22.980 --> 03:31:28.980]  So get your copy of The Great Reset and The War for the World, a signed copy, at Infowarsstore.com.
[03:31:28.980 --> 03:31:32.980]  And there is a markup there because this is a fundraiser to keep us on the air.
[03:31:32.980 --> 03:31:35.980]  So you won't just have this historic memento and this powerful book.
[03:31:35.980 --> 03:31:38.980]  You'll also know that you help keep Infowars on the air.
[03:31:38.980 --> 03:31:42.980]  I want to thank those of you that have gotten signed copies of the book or unsigned copies.
[03:31:42.980 --> 03:31:47.980]  But I want to encourage all of you who haven't yet to go to Infowarsstore.com and get a signed
[03:31:47.980 --> 03:31:51.980]  copy and buy a couple of unsigned copies and donate them to the library or give them to
[03:31:51.980 --> 03:31:52.980]  the local school.
[03:31:52.980 --> 03:31:53.980]  This is an Infowar.
[03:31:53.980 --> 03:31:55.980]  I'm counting on you and thank you for your support.
[03:31:55.980 --> 03:31:58.980]  Please give me one minute of your time.
[03:31:58.980 --> 03:32:00.980]  Please write this down and please go look this up.
[03:32:00.980 --> 03:32:02.980]  It will change your life.
[03:32:02.980 --> 03:32:07.980]  The UN admits and the Lansing Medical Journal admits that upwards of 2 billion people have
[03:32:07.980 --> 03:32:11.980]  mental disabilities and declining cognitive abilities.
[03:32:11.980 --> 03:32:16.980]  The term they use is intellectual disability because of lack of iodine.
[03:32:16.980 --> 03:32:22.980]  Most iodine in the environment is bound to other elements so your body can't absorb it.
[03:32:22.980 --> 03:32:26.980]  Only pure iodine can really be absorbed right into the cells.
[03:32:26.980 --> 03:32:33.980]  And Infowarsstore.com has the only iodine out there that actually has this type of full effect.
[03:32:33.980 --> 03:32:36.980]  Ladies and gentlemen, X3 has been sold out for six months.
[03:32:36.980 --> 03:32:39.980]  It's very hard to produce and it's finally back in stock.
[03:32:39.980 --> 03:32:42.980]  In fact, I was just taking some before I shot this ad.
[03:32:42.980 --> 03:32:44.980]  This, ladies and gentlemen, is powerful.
[03:32:44.980 --> 03:32:46.980]  You and your family need it.
[03:32:46.980 --> 03:32:48.980]  It's 25% off, back in stock.
[03:32:48.980 --> 03:32:52.980]  X3, triiodine, exclusively at Infowarsstore.com.
[03:32:52.980 --> 03:32:53.980]  Take action now.
[03:32:53.980 --> 03:32:55.980]  But regardless, research is info.
[03:32:57.980 --> 03:33:01.980]  Leading a frontal assault on the lies of the New World Order.
[03:33:01.980 --> 03:33:03.980]  It's Alex Jones.
[03:33:05.800 --> 03:33:20.679]  Weather warfare today is perhaps one of the most egregious, if not the most criminal aspects
[03:33:20.679 --> 03:33:25.439]  to this war that is being waged against humanity because it's something that we simply can't
[03:33:25.439 --> 03:33:26.439]  control.
[03:33:26.439 --> 03:33:31.359]  We can control what we put in our bodies, but we can't control what they are spraying
[03:33:31.359 --> 03:33:38.140]  above us and the absolute disaster that they are creating to this planet with their weather
[03:33:38.140 --> 03:33:39.779]  warfare.
[03:33:39.779 --> 03:33:44.880]  Before the break, Dane, you were talking about the fact that geoengineering is not supposed
[03:33:44.880 --> 03:33:50.400]  to happen and they had treaties to prevent this.
[03:33:50.400 --> 03:33:54.400]  We have similar treaties as far as biological warfare goes, but the globalists don't seem
[03:33:54.400 --> 03:33:55.599]  to care about that anymore.
[03:33:55.599 --> 03:33:59.039]  They're just waging this warfare everywhere.
[03:33:59.039 --> 03:34:01.080]  They do whatever they want because they can.
[03:34:01.080 --> 03:34:04.519]  So to cut to the chase on how these weapons are used, again, the crown jewel weapon of
[03:34:04.519 --> 03:34:08.439]  the military-industrial complex, that they can bring populations to their knees without
[03:34:08.439 --> 03:34:10.480]  those populations even knowing they're under assault.
[03:34:10.480 --> 03:34:17.320]  So the Middle Eastern countries were hit hard, again, cutting off their precipitation, destabilizing
[03:34:17.320 --> 03:34:19.560]  food production, thus destabilizing populations.
[03:34:19.560 --> 03:34:25.480]  Same programs have been used throughout Africa for decades, destabilizing those countries.
[03:34:25.480 --> 03:34:32.560]  U.S. government forcing those countries to allow U.S. occupation, again, a very covert
[03:34:32.560 --> 03:34:34.199]  and very effective weapon.
[03:34:34.199 --> 03:34:36.480]  And I don't want to implicate just the U.S. military.
[03:34:36.480 --> 03:34:38.119]  They are all involved with this.
[03:34:38.119 --> 03:34:43.039]  We have documents at GeoengineeringWatch.org, in fact, one Senate document 800 pages long
[03:34:43.039 --> 03:34:45.400]  going back to the 70s.
[03:34:45.400 --> 03:34:49.320]  You listeners can look this up under MassiveSenateDocumentGeoengineeringWatch.org.
[03:34:49.320 --> 03:34:53.160]  And that outlines the global cooperation in these programs for exactly the reasons you
[03:34:53.160 --> 03:34:57.279]  so correctly mentioned earlier, Maria, that when you geoengineer over any part of the
[03:34:57.279 --> 03:34:58.759]  world, you affect the entire world.
[03:34:58.759 --> 03:35:02.679]  So they all have to be colluding and cooperating, and indeed they are.
[03:35:02.679 --> 03:35:09.640]  And this Senate document calls for that intergovernmental cooperation, even between otherwise adversarial
[03:35:09.640 --> 03:35:14.960]  nations, i.e., China, Russia, U.S., on these programs, because, again, you can't just geoengineer
[03:35:14.960 --> 03:35:15.960]  over your own country.
[03:35:15.960 --> 03:35:19.599]  They're all involved, U.S. military being the biggest player of all, because our military
[03:35:19.599 --> 03:35:21.960]  is bigger than the next 10 biggest militaries combined.
[03:35:21.960 --> 03:35:28.599]  And if we look at the tanker fleets, aerial tanker fleets, U.S. military aerial tanker
[03:35:28.599 --> 03:35:33.679]  fleet is three times bigger than all other militaries in the world combined.
[03:35:33.679 --> 03:35:36.519]  So it's the biggest player, but not the only player.
[03:35:36.519 --> 03:35:37.519]  They're all involved.
[03:35:37.519 --> 03:35:40.240]  Whatever the surface tensions are, Maria, they are all involved with these programs
[03:35:40.240 --> 03:35:41.599]  for numerous reasons.
[03:35:41.599 --> 03:35:43.679]  It's not just a this or that reason.
[03:35:43.679 --> 03:35:48.199]  There are many reasons, and we outline those at GeoengineeringWatch.org.
[03:35:48.199 --> 03:35:52.519]  And you and I have spoken about this before, but for anyone who hasn't seen our prior interviews,
[03:35:52.519 --> 03:35:55.359]  talk to us about things on the ground, like HAARP.
[03:35:55.359 --> 03:36:00.320]  What is the difference between that technology, and how does it affect the weather differently
[03:36:00.320 --> 03:36:03.439]  to what's being sprayed?
[03:36:03.439 --> 03:36:07.039]  Thank you for asking a very, very important question.
[03:36:07.039 --> 03:36:10.560]  We have these atmospheric particulates which are electrically conductive.
