[00:00.000 --> 00:01.200]  We'll protect voting rights.
[02:51:37.360 --> 02:51:41.840]  you know again 2007 i first first called in and that's what we talked about and here we are
[02:51:42.400 --> 02:51:49.040]  many many years later and uh yeah it looks like they they went with that i am legend type of
[02:51:49.040 --> 02:51:52.240]  scenario even though everybody's not dead from a bio weapon i'm not trying to i'm not trying to
[02:51:52.240 --> 02:51:57.120]  say that obviously that's not the case but what i'm saying is that the people who are in charge
[02:51:58.240 --> 02:52:02.800]  they do seem to like this bio-release scenario they do seem to like this idea and this approach
[02:52:02.800 --> 02:52:10.080]  um and they do work on uh gene specific race specific bio weapons according to them according
[02:52:10.080 --> 02:52:15.840]  to their papers their public policy white papers and so is that really where we want to go do we
[02:52:15.840 --> 02:52:23.440]  want to be ruled by uh an elite that are hell bent on malthusian depopulation
[02:52:25.280 --> 02:52:32.480]  and until we recognize that it's not communist it's not socialist it's not it's not even uh
[02:52:32.480 --> 02:52:37.840]  the the corporations themselves it's that the elite of these corporations of these private
[02:52:37.840 --> 02:52:45.280]  entities they are all on the same page openly fortune 100 fortune 500 the big banks etc and
[02:52:45.280 --> 02:52:49.760]  this is their game plan and it's in all their books it's in claus's fourth industrial revolution
[02:52:49.760 --> 02:52:54.480]  book the last third of the book is about this bringing in the sky net technocracy you want to
[02:52:54.480 --> 02:53:03.440]  get my books go to jason ellison uh get them in the shop and support alex
[02:53:04.800 --> 02:53:08.160]  you know where the cia tunes in right you know where the russian's tune in you know everybody
[02:53:08.160 --> 02:53:12.320]  tunes in right you know tucker carlson tunes in to and joe rogan and elon musk you know where
[02:53:12.320 --> 02:53:19.600]  they tune in right they tune in right here info wars tomorrow's news today we are witnessing
[02:53:19.600 --> 02:53:26.240]  the mark of the beast system openly rolled out and announced whether you believe the bible is
[02:53:26.240 --> 02:53:31.600]  inspired by god or the word of god or not what was written number 2000 years ago by john the
[02:53:31.600 --> 02:53:37.680]  revelator on the isle of patmos is coming true a world government that makes you take a mark in
[02:53:37.680 --> 02:53:42.240]  the hand or the head to be able to buy and sell and that you must worship the beast that means
[02:53:42.240 --> 02:53:46.800]  follow what the beast says or you can't buy or sell it's not just that you have to have the mark
[02:53:46.800 --> 02:53:54.880]  to buy or sell you've got to do what the beast wants you to do or you cannot buy and sell and
[02:53:54.880 --> 02:54:00.400]  that's where in late 2022 we are last week the world economic forum was given over 100 million
[02:54:00.400 --> 02:54:05.360]  dollars by government of canada to roll out a world id through the un based on the communist
[02:54:05.360 --> 02:54:11.360]  chinese digital social credit score system and now just today bill gates came out here's the
[02:54:11.360 --> 02:54:18.080]  article right here and his foundation donated 200 million dollars to expand digital id surveillance
[02:54:18.080 --> 02:54:23.200]  system for the same chinese communist control program so the social credit score and communist
[02:54:23.200 --> 02:54:28.320]  china and all the control you see is the model of this system being rolled out in spain rolled
[02:54:28.320 --> 02:54:32.480]  out in idly rolled out in germany rolled out in canada and now they're trying to roll it out here
[02:54:32.480 --> 02:54:38.720]  in america just a few years ago claus schwaab had the wf said you will have to take a microchip
[02:54:38.720 --> 02:54:47.120]  to buy and sell in the near future and now here we are so this is a huge huge issue that they can
[02:54:47.120 --> 02:54:53.040]  then dictate to you through this new digital currency through this world id every action
[02:54:53.040 --> 02:54:59.120]  you take in your life with a carbon tax through the social credit score through universal basic
[02:54:59.120 --> 02:55:04.320]  income as they shut off the regular economy and small businesses making you sign on for government
[02:55:04.320 --> 02:55:12.080]  handout but with that handout comes all of the rules of the game this is no longer theoretical
[02:55:12.640 --> 02:55:19.040]  on some drawing board or some computer this is something the bureaucrats and the megacorporations
[02:55:19.040 --> 02:55:24.640]  and major governments are doing and there's a race between the west and communist china
[02:55:24.640 --> 02:55:32.800]  to see with big tech who can put this in first so it's scary but at least we are exposing it
[02:55:32.800 --> 02:55:37.760]  and at least we know about it just last week paypal said if you criticize government if you
[02:55:37.760 --> 02:55:43.600]  criticize open borders or forced injections or anything else gun control we're going to find
[02:55:43.600 --> 02:55:49.120]  you two thousand five hundred dollars for what we say you're doing in your own personal life we're
[02:55:49.120 --> 02:55:54.160]  going to surveil you and then we're going to censor you but within days of the announcement they
[02:55:54.160 --> 02:55:59.840]  had to back off because of the backlash so submitting to this only makes things worse
[02:55:59.840 --> 02:56:05.200]  standing up to it saying no only makes things better and that's why it's so important today
[02:56:05.200 --> 02:56:12.320]  ladies and gentlemen to say no to world war no to nuclear war no to open borders no to pedophilia
[02:56:12.320 --> 02:56:18.560]  no to the satanism that is the new world order and you cannot do that better than sharing the
[02:56:18.560 --> 02:56:23.280]  articles and videos and links from info wars.com and bandot video to be the paul reveres of your
[02:56:23.280 --> 02:56:29.360]  error and to get amazing products that god gave us through mother nature to empower our stamina our
[02:56:29.360 --> 02:56:33.520]  energy our libido everything else including our immune systems and that's why if you want to support
[02:56:33.520 --> 02:56:39.200]  the info war at this critical time go to info wars store.com and get x3 the missing link for health
[02:56:39.200 --> 02:56:44.080]  that blocks the bad halogens it's the good halogen the opposite of fluoride at info wars store.com
[02:56:44.080 --> 02:56:51.440]  50 off we've got a save info wars 1776 mega sail running for the next week the biggest sales up to
[02:56:51.440 --> 02:56:57.440]  60 off in the history of info wars at info wars store.com thank you so much and join us during
[02:56:57.440 --> 02:57:08.320]  this important part of history you got us the amazing sponsor a few years ago that have been
[02:57:08.320 --> 02:57:13.120]  great the problem was everybody sold out of high quality but the same time affordable sat phones
[02:57:13.120 --> 02:57:18.480]  they finally got them back in they also have this amazing bivvy stick dongle that turns any phone
[02:57:18.480 --> 02:57:24.240]  into a sat phone spend a few minutes telling folks about info wars phone.com well first of all anybody
[02:57:24.240 --> 02:57:29.680]  who's watched what happened in florida absolutely saw people without power people without communication
[02:57:29.680 --> 02:57:35.520]  and the word when you lose communication is you panic the nice thing about satellite phone stores
[02:57:35.520 --> 02:57:41.200]  the owners have dedicated themselves to making sure everyone can stay in touch with their loved
[02:57:41.200 --> 02:57:46.240]  ones that they understand how fragile the electrical grid is and also the cell phone
[02:57:46.240 --> 02:57:50.720]  communication grid i'm told that there are hundreds of thousands of people without cell phones
[02:57:50.720 --> 02:57:56.000]  in florida and what was neat about satellite phone store alex they sent out vans and we're
[02:57:56.000 --> 02:58:01.920]  finding people that had to communicate to let their loved ones know that they're alive communication
[02:58:01.920 --> 02:58:08.160]  in a survival situation is paramount not just to be keeping in contact with your loved ones but for
