[00:00.000 --> 00:26.000]  Infowars, the most banned network in the world.
[3:36:31.920 --> 3:36:39.920]  to divert 100% of their output to the State Department while signing agreements that mean they cannot disclose this fact to their own customers.
[3:36:39.920 --> 3:36:47.920]  So it's not just the Defense Production Act that's been used for infant formula, it's being used right now for preparedness and long-term storeable food
[3:36:47.920 --> 3:36:52.920]  that is going into the underground bunkers and underground tunnels and military bases all across America.
[3:36:52.920 --> 3:36:56.920]  That's been going on for more than six months, by the way.
[3:36:56.920 --> 3:37:05.920]  You can imagine if we have this intelligence now from Chinese sources, Chinese people who are openly leaking it to us now,
[3:37:05.920 --> 3:37:10.920]  you can imagine how much sooner the US government would be on to this.
[3:37:10.920 --> 3:37:20.920]  Look, you cannot, a country with 1.4 billion people preparing for wars like turning the Titanic. Everybody's seeing this turn.
[3:37:20.920 --> 3:37:28.920]  They shut their ports, they locked their population down, they're turning their factories from making the stuff at Walmart to making more materials.
[3:37:28.920 --> 3:37:36.920]  Look, Walmart in the Southeast, I heard from another researcher that Walmart is preparing to close a lot of its stores.
[3:37:36.920 --> 3:37:39.920]  Why? Nothing's going to be coming from China.
[3:37:39.920 --> 3:37:44.920]  Don't expect your orders from China to come through. Look at the baby formula from China.
[3:37:44.920 --> 3:37:50.920]  Yeah, but you just mentioned something really important that the lockdowns of Shanghai especially,
[3:37:50.920 --> 3:37:56.920]  that those, the shutdowns which were blamed on COVID, which I never believed that excuse, that was insane,
[3:37:56.920 --> 3:38:02.920]  you don't lock down 26 million people because 20 people test positive on a PCR test.
[3:38:02.920 --> 3:38:04.920]  That was a cover story.
[3:38:04.920 --> 3:38:10.920]  They've locked down 280 million people, it's not just Shanghai, it's many places in China.
[3:38:10.920 --> 3:38:22.920]  That's right, but the lockdowns are a cover story for their wartime preparations and use of the ports to load ships and seafaring vessels with military supplies, correct?
[3:38:22.920 --> 3:38:24.920]  Would you agree with that assessment?
[3:38:24.920 --> 3:38:32.920]  It is partly that, but it is they're moving to war footing and they've got so many people, they have to sift their population.
[3:38:32.920 --> 3:38:38.920]  They're executing people, they're liquidating people, they're looking at people who are unreliable
[3:38:38.920 --> 3:38:41.920]  and they're saying, we don't need these people.
[3:38:41.920 --> 3:38:48.920]  They're sending people to labor camps, they're figuring out who's loyal, who's naughty and nice, so to speak, as they go to war.
[3:38:48.920 --> 3:38:54.920]  And they're making sure that the whole country is under very strict military control.
[3:38:54.920 --> 3:39:00.920]  So it's about establishing military-type control over the country. That's what it's really about.
[3:39:00.920 --> 3:39:07.920]  You're exactly right. I saw in the transcript of the leaked audio, they specifically mentioned special operations, Chinese military forces,
[3:39:07.920 --> 3:39:13.920]  to be able to put down the uprisings that they expect to take place in Guangzhou and Shenzhen,
[3:39:13.920 --> 3:39:19.920]  two of the mega cities in China that are fairly close to Hong Kong in that area.
[3:39:19.920 --> 3:39:27.920]  But even China is expecting massive civil unrest in their own country as they wage war against the rest of the world.
[3:39:27.920 --> 3:39:34.920]  Yeah, China is extremely vulnerable to that. One of the reasons is they've just shut off their economy.
[3:39:34.920 --> 3:39:39.920]  They have shut off, look at all the money that they've made selling things abroad.
[3:39:39.920 --> 3:39:45.920]  They're closing their ports. Why? Because they can't conduct normal trade with the rest of the world
[3:39:45.920 --> 3:39:50.920]  when there's a war in the ocean right outside their country. They can't do that.
[3:39:50.920 --> 3:39:54.920]  So they are shutting down their economy. That means no money. That means no salaries.
[3:39:54.920 --> 3:40:00.920]  What do they tell people? You have no money. Here's your food ration. Here you have to go to work here.
[3:40:00.920 --> 3:40:07.920]  They have to establish extremely strict control to get people to work basically as slaves because it's a war emergency.
[3:40:07.920 --> 3:40:11.920]  You have to obey the Communist Party. We're going to war against America.
[3:40:11.920 --> 3:40:19.920]  The Communist Party is the only thing that can save us. By the way, we've even heard policemen on the streets of Shanghai saying this to people.
[3:40:19.920 --> 3:40:26.920]  You must obey. Don't you know we're going to war with America? The Communist Party, you have to obey their rules.
[3:40:26.920 --> 3:40:31.920]  This is all part of the transition to a wartime China.
[3:40:31.920 --> 3:40:38.920]  Yeah, the creepy little robot dogs walking around saying, you know, give up all your dreams of freedom and things like that.
[3:40:38.920 --> 3:40:46.920]  I mean, pure China. But, you know, we've also seen that in addition to converting over to wartime preparations,
[3:40:46.920 --> 3:40:52.920]  China is engaging currency wars. They appear to be dumping the dollar and stocking up on other global currencies.
[3:40:52.920 --> 3:40:58.920]  They appear to be ditching anything related to treasuries or things that would be affected by the collapse of the dollar.
[3:40:58.920 --> 3:41:09.920]  And from other sources I've interviewed, it is believed that China and Russia and some other nations are going to launch a digital currency backed by commodities
[3:41:09.920 --> 3:41:20.920]  in order to take down the dollar and weaken the United States in preparation for the invasion, thereby depriving the US of the ability to print its way to more manufacturing of more military defense equipment.
[3:41:20.920 --> 3:41:22.920]  What would you think of that?
[3:41:22.920 --> 3:41:31.920]  Yeah, of course. They want to prevent us from reorganizing our industrial base of rebuilding and reconstituting our production.
[3:41:31.920 --> 3:41:40.920]  After all, if you're going to bomb and invade North America, you have to prevent North America from having the wherewithal to defend itself.
[3:41:40.920 --> 3:41:45.920]  So the nuclear bombs, you know, are not enough. They can destroy a lot of things.
[3:41:45.920 --> 3:41:51.920]  But there's tremendous potential. You have hundreds of millions of people in a huge continental area with large resources.
[3:41:51.920 --> 3:41:54.920]  They're going to be able to reconstitute forces.
[3:41:54.920 --> 3:42:06.920]  You look at tiny Ukraine, you know, tiny in terms of economic resources, what they were able to do, the devastating loss of Russian forces to repel an attack.
[3:42:06.920 --> 3:42:09.920]  Imagine trying to invade North America, even with nuclear strikes.
[3:42:09.920 --> 3:42:14.920]  I was told by a Russian military defector, this is not an easy thing.
[3:42:14.920 --> 3:42:19.920]  But just to jump in, Ukraine had the benefit of all of this free money coming from the West.
[3:42:19.920 --> 3:42:24.920]  Whereas when the West is attacked, where is the money going to come from to bail out America?
[3:42:24.920 --> 3:42:32.920]  And if the money printing machine no longer functions because, well, we printed too many trillions, and then the world repudiates the petrodollar status,
[3:42:32.920 --> 3:42:36.920]  the US collapses almost even without an invasion, it seems.
[3:42:36.920 --> 3:42:44.920]  We've got to go to a break, Jeffrey, sorry to stump you with that right before the break, but we're going to do one more break and then we'll come back.
[3:42:44.920 --> 3:42:47.920]  I'd like your answer to that, or you could bring in something else.
[3:42:47.920 --> 3:43:06.920]  You're watching the Alex Jones show fourth hour here on Infowars.com. We'll be right back with JR Nyquist after this break.
[3:43:18.920 --> 3:43:23.920]  But now Alpha Power is back in stock at Infowars.com at 40% off.
[3:43:23.920 --> 3:43:29.920]  Go to Infowars.com and read about these compounds and ingredients for yourself and then try it for yourself.
[3:43:29.920 --> 3:43:34.920]  Now, the formula is made for men, but it does amazing things for women as well.
[3:43:34.920 --> 3:43:39.920]  Find out what just one of the ingredients does, LJ100 and then go on from there.
[3:43:39.920 --> 3:43:46.920]  Alpha Power, exclusively available right now, 40% off at Infowars.com and it funds the Infowar.
[3:43:46.920 --> 3:43:50.920]  You are really missing out if you don't experience what Alpha Power does.
[3:43:50.920 --> 3:43:55.920]  It has improved my life and so many others, just incredible levels.
[3:43:57.920 --> 3:43:59.920]  Get our great bag of it here.
[3:43:59.920 --> 3:44:04.920]  I mean, this is from, people say, why is it from Chiapas, Mexico, the communists?
[3:44:04.920 --> 3:44:11.920]  Well, that's where some of the best coffee in the world that's wild harvested above organic in the volcanic soil, better than Guatemalan coffee.
[3:44:11.920 --> 3:44:16.920]  And yeah, we buy it from the little farmers that, you know, the media calls communists, but really they're just a commune.
[3:44:16.920 --> 3:44:19.920]  And whatever the point is, is that it's good coffee and we've got it.
[3:44:19.920 --> 3:44:21.920]  And the farmers don't let the Mexican government take over.
[3:44:21.920 --> 3:44:26.920]  So I actually buy this from the Mexican rebels and I've been buying it for, what, 14 years and the price has never gone up.
[3:44:26.920 --> 3:44:30.920]  The same stuff sold at Whole Foods under another name for about 50% more per pound.
