[00:00.000 --> 00:10.000]  When I grow up I want to be a rock star!
[03:39:24.000 --> 03:39:33.000]  Because people are realizing that the entire Democrat media complex has just been creating a lie the whole time.
[03:39:33.000 --> 03:39:38.000]  What about delusional Antiovetti or how do you say that idiot's name?
[03:39:38.000 --> 03:39:43.000]  I think him and his client are just media whores, period.
[03:39:43.000 --> 03:39:48.000]  Well, no, exactly. He says the top Democrats want me to run for president. Boy, I hope so.
[03:39:48.000 --> 03:39:59.000]  He's totally delusional, but the left is delusional in general. And this is what happens when you get this spiral towards harder and harder Marxism.
[03:39:59.000 --> 03:40:08.000]  As people at the edges get red-pilled and come over to our side, what's left becomes more radical and starts spinning faster.
[03:40:08.000 --> 03:40:15.000]  And this is where I'm not saying the man Bob Kramer, I'm just using him as an example of the cutout, the intermediary.
[03:40:15.000 --> 03:40:22.000]  Nobody at the upper echelon of the Democratic National Committee is going to say, I think it's time to start shooting people.
[03:40:22.000 --> 03:40:29.000]  But what they'll say is, we can no longer, it looks like we just can't work through the system with these Republicans.
[03:40:29.000 --> 03:40:33.000]  And it gets translated down the line until people are handing guns to Antifa.
[03:40:33.000 --> 03:40:41.000]  And that's what I think is coming. I think that there are James Hodgkessons out there right now practicing with their SKS.
[03:40:41.000 --> 03:40:47.000]  They're admittedly doing it. These people are crazy.
[03:40:47.000 --> 03:40:55.000]  The Supreme Court has become, we play by the Marquis to Queensbury rules, the Marquis to Queensbury rules.
[03:40:55.000 --> 03:41:01.000]  No matter what happens, it's the Alinsky playbook. Make us play by our rules.
[03:41:01.000 --> 03:41:08.000]  So we get back up and get back into a, okay. And meanwhile, the other guys got the referee stabbing us in the back.
[03:41:08.000 --> 03:41:18.000]  They're throwing rocks from the audience. And finally, the squishy Republicans are getting red-pilled and realizing they're in a street fight.
[03:41:18.000 --> 03:41:19.000]  So we're going to have a vote.
[03:41:19.000 --> 03:41:25.000]  I agree. It's a Republican leadership now knowing if they give into this, it's the stampede they're done.
[03:41:25.000 --> 03:41:27.000]  Democrats don't want to share power anymore in the corrupt system.
[03:41:27.000 --> 03:41:32.000]  They want to eradicate the Republicans and split the Democrats into two parties, Communists and Socialists.
[03:41:32.000 --> 03:41:36.000]  And now the blue bloods finally get in and they're finally digging in.
[03:41:36.000 --> 03:41:42.000]  And on our side, even the never-trumpers are realizing that this is an existential moment.
[03:41:42.000 --> 03:41:47.000]  That's why I say between Kavanaugh to the midterms, this is Gettysburg.
[03:41:47.000 --> 03:41:53.000]  I think it's a better analogy than Waterloo, which was international.
[03:41:53.000 --> 03:41:56.000]  Sure, no, Gettysburg is better because it's America. I get it.
[03:41:56.000 --> 03:41:59.000]  Right. And it was the high watermark. It's like we're going for broke.
[03:41:59.000 --> 03:42:03.000]  I'm not comparing either the left or the right to the south or the north.
[03:42:03.000 --> 03:42:07.000]  I'm just saying in terms of a civil war, this is one of those moments, you know,
[03:42:07.000 --> 03:42:11.000]  there's going to be a before and an after this Gettysburg midterm.
[03:42:11.000 --> 03:42:16.000]  Kavanaugh gets confirmed. Republicans control Congress.
[03:42:16.000 --> 03:42:18.000]  The left will go go crazy violent.
[03:42:18.000 --> 03:42:25.000]  If they take Congress, it's going to be impeachment and no more Internet, which is rather when and make them get violent
[03:42:25.000 --> 03:42:30.000]  and then finally have a tipping point and fully defeat them forever.
[03:42:30.000 --> 03:42:36.000]  You know, the left writes most of the history books, but there have been some occasions in history
[03:42:36.000 --> 03:42:41.000]  when the communists jumped the gun or overreached and they got wiped out.
[03:42:41.000 --> 03:42:47.000]  And there are perfect analogies. You know, you can look at the CIA did some, you know,
[03:42:47.000 --> 03:42:50.000]  did work in Chile and Guatemala, places like that.
[03:42:50.000 --> 03:42:51.000]  But also...
[03:42:51.000 --> 03:42:53.000]  So the left just took over the CIA.
[03:42:53.000 --> 03:43:01.000]  Fueling your body is hard work. That's why we've introduced the Info Wars Life Daily Digestive Pack to help you fuel it right.
[03:43:01.000 --> 03:43:06.000]  Combine fluorolife everyday maintenance and carnivore to help you fuel your gut and body
[03:43:06.000 --> 03:43:09.000]  and take advantage of the powerful nutrients you receive.
[03:43:09.000 --> 03:43:12.000]  There's no better way to power your body.
[03:43:12.000 --> 03:43:19.000]  Fluorolife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:43:19.000 --> 03:43:24.000]  When paired with carnivore, our incredible enzyme formula that helps you break down nutrients.
[03:43:24.000 --> 03:43:30.000]  These formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:43:30.000 --> 03:43:38.000]  These incredible formulas can help keep your body in tip top shape in the fight against stress, age and outside toxins.
[03:43:38.000 --> 03:43:44.000]  There's no better time to try fluorolife and carnivore to see how well they can support your body.
[03:43:44.000 --> 03:43:48.000]  Don't miss out on the chance to fuel your body and support recovery.
[03:43:48.000 --> 03:43:52.000]  Try the Info Wars Life Daily Digestive Pack today.
[03:44:19.000 --> 03:44:22.000]  If you want the best at an extremely low price, this is it.
[03:44:22.000 --> 03:44:26.000]  Winner's Sun is the result of our pursuit of the best source of Vitamin D3.
[03:44:26.000 --> 03:44:31.000]  The research and development took over two years, but the result, as verified by independent laboratories,
[03:44:31.000 --> 03:44:34.000]  is the best vegan Vitamin D3 product in the world.
[03:44:34.000 --> 03:44:39.000]  Read the facts at InfoWarsLife.com about Winner's Sun Vitamin D3.
[03:44:39.000 --> 03:44:45.000]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[03:44:45.000 --> 03:44:53.000]  Something the globalists are targeting, visit InfoWars.com today or call 888-253-3139.
[03:44:53.000 --> 03:45:00.000]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing
[03:45:00.000 --> 03:45:04.000]  to find the very best systems that God gave us through Mother Nature to detoxify the body.
[03:45:04.000 --> 03:45:09.000]  That's why I'm introducing Z Shield, Toxic Metal and Chemical Defense Support.
[03:45:09.000 --> 03:45:16.000]  It's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body
[03:45:16.000 --> 03:45:19.000]  and it supports the InfoWars. It is a classical 360-win.
[03:45:19.000 --> 03:45:23.000]  This is the formula that I personally have been taking for over a year,
[03:45:23.000 --> 03:45:29.000]  and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[03:45:29.000 --> 03:45:34.000]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world
[03:45:34.000 --> 03:45:39.000]  that Patriots stay as healthy and as clean and as focused as you can be
[03:45:39.000 --> 03:45:44.000]  because we need you, the remnant of America, to reignite those brush fires to the next level
[03:45:44.000 --> 03:45:46.000]  and to be healthy and as focused as you can be.
[03:45:46.000 --> 03:45:49.000]  Thanks to your support and your prayers together, we're changing the world.
[03:45:49.000 --> 03:46:15.000]  Now it's time to change our bodies with Z Shield at InfoWarsLive.com.
[03:46:19.000 --> 03:46:27.000]  Millennium is an electrochemical. It's needed as well in all activity in the body, particularly neurons.
[03:46:27.000 --> 03:46:30.000]  So these go incredibly well together. We have a combo of those.
[03:46:30.000 --> 03:46:34.000]  Just experience it for yourself. Why do you think they fear me so much?
[03:46:34.000 --> 03:46:37.000]  Very simple stuff. Filter your water.
[03:46:37.000 --> 03:46:39.000]  Yeah, I've found myself some water filters.
[03:46:39.000 --> 03:46:41.000]  Best out there for the price.
[03:46:41.000 --> 03:46:45.000]  When I say it's the last run, I think it'll be six bucks a year until we get more.
[03:46:45.000 --> 03:46:57.000]  I hope we get more. This is the last run. It looks like Survival Short X2, InfoWarsTour.com, or InfoWarsLive.com, or AAA-253-3139.
[03:46:57.000 --> 03:47:05.000]  You're listening to the Alex Jones Show.
[03:47:05.000 --> 03:47:27.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the InfoWars.
[03:47:27.000 --> 03:47:38.000]  Hey, Matt Bracken with the final segment of the Alex Jones Show today. I'd like to talk about what the ramifications of the last couple hours.
[03:47:38.000 --> 03:47:53.000]  We've been talking about the Kavanaugh hearings, the midterms, what it's going to mean in terms of our American freedom, depending on if Kavanaugh is confirmed or rejected, and if we hold the Congress or not in the midterms.
[03:47:53.000 --> 03:47:59.000]  Either way, it's obvious that the left is gunning for us on social media and the internet.
[03:47:59.000 --> 03:48:07.000]  This is how we see it with Google slanting their search results, even though they deny it. It's obvious.
[03:48:07.000 --> 03:48:15.000]  We see it with Google cooperating with the Chinese communists on programs to locate and punish dissidents.
[03:48:15.000 --> 03:48:26.000]  Don't think they wouldn't do it here. I don't consider Google to be an American company in any respect. To me, it's purely a globalist country located in California.
[03:48:26.000 --> 03:48:32.000]  It's buildings in California, but it's a globalist country, a company, period.
[03:48:32.000 --> 03:48:47.000]  And as we've seen, not only are patriots being kicked off of YouTube, demonetized now for more than a year, not even allowed to use Patreon. They're picking us off one at a time.
[03:48:47.000 --> 03:48:55.000]  And we've seen partial solutions or partial answers, and people are working hard to try to provide alternatives.
[03:48:55.000 --> 03:49:07.000]  Some of them have been bit-shoot, which has a lot of problems. GAB is up, which is kind of like a more or less a slower Twitter clone, but doing some pretty good work.
[03:49:07.000 --> 03:49:15.000]  And there's mines.com, which I never really got into, a Facebook alternative.
[03:49:15.000 --> 03:49:35.000]  But over the past couple of weeks, I've been let in on a project that's been ongoing for a year. I consider this to be probably the culmination of my contribution as a patriot over the last decades, since I've been an author for the last 15 years.
[03:49:35.000 --> 03:49:48.000]  Anyway, I guess it's given me a certain amount of credibility and enough of a profile that some people would approach me with insight or knowledge like this.
[03:49:48.000 --> 03:49:54.000]  But stay tuned over the next couple of days for some pretty major announcements.
[03:49:54.000 --> 03:50:07.000]  I would put this at the level of the way that the media was so left-wing controlled before Rush Limbaugh came along in the late 80s or Fox News, I guess, around 1990.
[03:50:07.000 --> 03:50:20.000]  That's how much of a watershed moment this is going to be. I'm being a little bit cagey right now about the announcement, because while an infant like this is in its cradle, it might be the time to choke it off.
[03:50:20.000 --> 03:50:40.000]  So we're going to make some announcements and make a move to a platform that will be combining the best attributes and strengths and powers of YouTube, Facebook, Twitter, Patreon, podcasts, some elements of Skype for internal communication,
[03:50:40.000 --> 03:51:01.000]  your blogcasts, all within our own friendly hands, not just a segment of it or a corner of this internet social media world, but the entire universe under one roof, under friendly, libertarian, conservative control.
[03:51:01.000 --> 03:51:20.000]  Now, one of the problems with alternative social media has been their small size. When you only occupy a little segment of the internet, it's easy for the giants surrounding you to isolate you like you are a virus and just blockade you from every angle.
[03:51:20.000 --> 03:51:40.000]  You know, not allow your apps to be sold in their stores, for example, so that you're choked off. And in the case of Gab, I would have to say that their pure First Amendment No Limits policy has been kind of a poison pill that they built in, unfortunately,
