[00:00:06.172 --> 00:00:07.074]  That's a hit.
[03:08:18.164 --> 03:08:20.844]  It is a game-changer.
[03:08:20.844 --> 03:08:26.506]  It is Brain Force Ultra, discounted, out of the gates, at infowarestore.com.
[03:08:26.506 --> 03:08:27.967]  I'll tell you what else is amazing about it.
[03:08:28.467 --> 03:08:32.312]  Do you think it's a bad trait of Mike Lindell that he's so optimistic that he's so positive?
[03:08:32.312 --> 03:08:32.352]  No.
[03:08:44.907 --> 03:08:47.728]  It's that type of optimism that built this country.
[03:08:47.728 --> 03:08:53.569]  We would have never defeated the British 250 years ago if we didn't have a lot of optimism and we didn't persevere.
[03:08:53.569 --> 03:08:59.210]  George Washington lost most of his major battles, but he kept fighting for six years and finally we won.
[03:08:59.210 --> 03:09:06.091]  Well, Mike Lindell has been fighting as a man in the arena and he's continuing to expose serious issues with the 2020 election.
[03:09:06.091 --> 03:09:07.332]  We need to keep him in the fight.
[03:09:07.332 --> 03:09:13.853]  Plus, he's got hundreds of incredible made in American products, not just pillows, not just towels, not just sheets, not just beds, and he's got
[03:09:14.133 --> 03:09:19.017]  Up to 66% off at MyPillow.com with promo code Alex.
[03:09:19.017 --> 03:09:20.359]  You get the best deals.
[03:09:20.359 --> 03:09:21.540]  It's made in America.
[03:09:21.540 --> 03:09:23.001]  He's investigating the election.
[03:09:23.001 --> 03:09:24.222]  He's fighting the globalists.
[03:09:24.222 --> 03:09:26.704]  He's standing up against forced inoculations.
[03:09:26.704 --> 03:09:28.686]  His organization is reaching millions of people.
[03:09:28.686 --> 03:09:33.190]  We need to support it and support InfoWars at the same time at MyPillow.com.
[03:09:33.190 --> 03:09:34.872]  Promo code Alex.
[03:09:34.872 --> 03:09:35.692]  Up to 66% off.
[03:09:35.692 --> 03:09:36.914]  You need these products already?
[03:09:36.914 --> 03:09:38.035]  They're high quality?
[03:09:38.035 --> 03:09:39.376]  Use promo code Alex and save big.
[03:09:41.798 --> 03:09:44.430]  You're listening to The Alex Jones Show!
[03:09:57.210 --> 03:10:00.312]  Hello everyone, and welcome back to the Alex Jones Show.
[03:10:00.312 --> 03:10:08.236]  I'm Dr. Andrew Kaufman, host of this fourth hour, and I have another exciting show today, and we have two main feature stories.
[03:10:08.236 --> 03:10:18.101]  The first story is back-to-school tyranny, when we'll follow up from last week, looking at the dark side, and we'll specifically be talking about Massachusetts.
[03:10:18.101 --> 03:10:26.105]  And secondly, we'll be talking about, do the world's governments have any proof that this virus even exists?
[03:10:26.835 --> 03:10:32.740]  And today's guest is an expert on these topics and has been doing a lot of investigative work on them lately.
[03:10:32.740 --> 03:10:47.673]  And her name is Ramola D. And Ramola D. is one of the most respected independent science and technology journalists that I know of in the alt media space and has done a great service to humanity over the past
[03:10:48.500 --> 03:10:50.221]  Thank you so much for joining us.
[03:11:12.037 --> 03:11:26.149]  Sinister plots against humanity such as geoengineering, also having difficulties with issues in the local school system, and she began her career as an independent journalist where she's done great work.
[03:11:26.149 --> 03:11:30.352]  So Ramola, welcome to the Alex Jones Show!
[03:11:30.352 --> 03:11:32.594]  Thank you so much for having me, Dr. Kaufman.
[03:11:32.594 --> 03:11:37.979]  I'm truly honored to be here with you hosting it, and thank you for that great introduction.
[03:11:39.099 --> 03:11:40.500]  Well, it's my pleasure.
[03:11:40.500 --> 03:11:53.512]  And so last week I had Layla Centner, the owner of the Centner Academy in Miami, Florida, who told us about perhaps the world's only school that has zero COVID restrictions.
[03:11:53.512 --> 03:12:04.903]  And it was a really inspiring and heartwarming story to see how children can actually survive and thrive as they once did in our not so recent past.
[03:12:06.468 --> 03:12:16.574]  And today you want to tell us a little bit about a very contrary story of what's happening in Massachusetts as we go back to school.
[03:12:16.574 --> 03:12:22.937]  So Ramola, why don't you set us up with what's going on and how you came to be interested in this story?
[03:12:24.290 --> 03:12:27.252]  Okay, well, just a commentary on Lila Centner.
[03:12:27.252 --> 03:12:33.656]  I mean, she's doing a fabulous job in Florida, and I wish more principals and schools would follow her example.
[03:12:33.656 --> 03:12:35.777]  It's absolutely brilliant.
[03:12:35.777 --> 03:12:44.222]  Well, as you know, over here in Massachusetts, unfortunately, Dr. Kaufman, something very different is rolling out, and that is the Commissioner of Education.
[03:12:44.222 --> 03:12:52.927]  This is the Board of Elementary and Secondary School Education, has issued an edict or a mandate or whatever
[03:12:53.127 --> 03:13:08.036]  One can call it that every single K through 12 school is required to have its students mask up for eight hours a day, five days a week, starting with the beginning of the school year, which is this week.
[03:13:08.036 --> 03:13:12.878]  You know, school starts this Thursday, literally tomorrow, actually, or two days from now.
[03:13:12.878 --> 03:13:21.063]  So this is very similar to mandates that we're hearing from around the country, right, that are following last year's similar mandates.
[03:13:21.892 --> 03:13:25.837]  And does this also include private schools in Massachusetts?
[03:13:25.837 --> 03:13:35.129]  And I know that you wrote very strongly that essentially that their plan is to turn the schools into field hospitals.
[03:13:35.129 --> 03:13:40.236]  So can you tell us a little bit about what distinguishes Massachusetts at the present time?
[03:13:41.613 --> 03:13:42.394]  Oh, absolutely.
[03:13:42.394 --> 03:13:48.982]  Well, it seems to me, just looking at what's going on, Dr. Kaufman, it's not just masking, you know, which of course they are doing.
[03:13:48.982 --> 03:13:58.032]  And I was just reading that they're planning to do the masking for a certain reason, and that reason is to ensure vaccination for the student body.
[03:13:58.032 --> 03:14:00.975]  And apparently right now, between certain age groups,
[03:14:02.670 --> 03:14:11.174]  15 and above, 16 and above, there's already in Massachusetts something like 68% vaccination, you know, among teenagers.
[03:14:11.174 --> 03:14:22.100]  So they are trying to force through more vaccination on the student body and they're trying to kind of predicate the masking on-off wrapping is what the commissioner is calling it.
[03:14:22.100 --> 03:14:29.403]  So he's promising people that he will get the mask mandate off if a certain amount of vaccination can be achieved in the schools.
[03:14:29.403 --> 03:14:30.804]  I see, so blackmail.
[03:14:32.026 --> 03:14:33.268]  Yeah, it sounds like blackmail.
[03:14:33.268 --> 03:14:35.510]  And then on top of that, they're going to be testing.
[03:14:35.510 --> 03:14:51.868]  So literally, and this is why I use the terminology that I used in my letter and in my article that I wrote publishing my letter to the Commissioner, Dr. Goffman, I called it, looking at what's happening, it seems to me they're trying to turn the schools into prison wards.
[03:14:52.228 --> 03:14:55.330]  Into hospital wards, into policing zones.
[03:14:55.330 --> 03:15:00.573]  Because as soon as the kids get into school, from the morning to the evening, they're going to be watched.
[03:15:00.573 --> 03:15:08.858]  And they're going to be watched for even one single symptom of the supposed, famed, professed, not proved to exist virus, COVID-19.
[03:15:08.858 --> 03:15:16.463]  If there's a child that blows their nose in class, they have to go to the school nurse for a full evaluation, correct?
[03:15:16.463 --> 03:15:17.884]  That's correct, exactly.
[03:15:17.884 --> 03:15:21.406]  So we're no longer allowed to have normal bodily functions.
[03:15:22.664 --> 03:15:25.025]  Without any scrutiny.
[03:15:25.025 --> 03:15:25.566]  Exactly.
[03:15:25.566 --> 03:15:35.991]  And Charlie Baker, as you point out rightly, is very much, you know, at the head of the show, certainly sort of hiding behind the scenes right now, because they've kind of pushed the Commissioner of Education to the fore.
[03:15:35.991 --> 03:15:40.713]  But of course, the government and the governor is behind all of this, right?
[03:15:40.713 --> 03:15:42.334]  It's sort of a state scheme.
[03:15:42.334 --> 03:15:49.097]  It's the Commonwealth of Massachusetts that's running this charade that unfortunately is being
[03:15:49.557 --> 03:15:53.539]  Committed on the bodies and brains and the psyches of our children.
[03:15:53.539 --> 03:16:09.508]  Because as you may know, Dr. Kaufman, there have been so many studies out showing how detrimental these masking mandates are both to the physical health of children and also to their psychological health, their psychological and mental well-being.
[03:16:09.508 --> 03:16:09.828]  Right?
[03:16:09.828 --> 03:16:10.868]  Absolutely, Paula.
[03:16:10.868 --> 03:16:15.671]  And in fact, I'm getting calls now this time of year as I did last year
[03:16:16.309 --> 03:16:25.873]  Asking me to, you know, be an expert witness for cases where they're suing schools and school districts on this matter because of my background in psychiatry.
[03:16:25.873 --> 03:16:41.339]  So I've actually researched this issue and I think, aside from the combined turmoil leading to increased substance abuse, anxiety, depression, and suicide attempts, where there's been a major increase among school-aged children,
[03:16:41.914 --> 03:16:50.481]  You know, we can't pinpoint those things to be caused by masks alone, but certainly we know masks is a main contributing factor.
[03:16:50.481 --> 03:16:57.686]  But there are three areas in psychological realm that masks have a clear harm.
[03:16:57.686 --> 03:17:07.514]  The first is in language perception, because children, as they're learning language, they need to read lips to distinguish certain types of sounds and inflections.
[03:17:08.620 --> 03:17:20.086]  The second would be reading emotions, because reading emotions in the facial expression requires looking around at the mouth and the muscles around the mouth.
[03:17:20.086 --> 03:17:29.031]  And there are specific emotions, in fact, that can't be recognized without that, such as actually disgust and joy, interestingly.
[03:17:29.031 --> 03:17:33.833]  So you cannot see the joy or disgust on other people's faces when they're covered with a mask.
[03:17:34.457 --> 03:17:39.138]  And then the third aspect really has to do with social development overall.
[03:17:39.138 --> 03:17:48.961]  And part of that is just being able to recognize and identify the actual identity of the people that you're interacting with, which can be a very big barrier.
[03:17:48.961 --> 03:17:50.722]  I mean, imagine meeting someone.
[03:17:51.491 --> 03:17:56.814]  While their face is covered with a mask and then only knowing them, seeing them, right?
[03:17:56.814 --> 03:17:59.375]  It's like you don't really know who that person is.
[03:17:59.375 --> 03:18:05.378]  But aside from that, all of these limitations, of course, affect the socialization of children.
[03:18:05.378 --> 03:18:08.560]  And this is really the root of all the turmoil and anguish.
[03:18:09.484 --> 03:18:10.085]  We discussed.
[03:18:10.085 --> 03:18:13.227]  So Ramola, we're about to hit break here.
[03:18:13.227 --> 03:18:21.592]  But when we come back, I'd like to talk a little bit more about the action people are taking to fight against these mandates in Massachusetts.
[03:18:21.592 --> 03:18:26.055]  And perhaps there is some hope for our children in the future.
[03:18:26.055 --> 03:18:32.319]  So please stay tuned to the Alex Jones Show and we'll be right back after these messages.
[03:18:36.991 --> 03:18:46.034]  You know, listeners call into the show and they thank me, and it makes me feel pathetic, because I sit there and I beg you for support, constantly.
[03:18:46.034 --> 03:18:50.836]  For prayer, for financial support, and for word of mouth, and we're all in this together.
[03:18:50.836 --> 03:18:56.157]  And you know, it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:18:56.157 --> 03:18:56.838]  But it's true.
[03:18:56.838 --> 03:19:00.239]  We're the only media organization in the United States that promotes liberty at this level.
[03:19:00.999 --> 03:19:03.461]  That is not beholden to the big corporate sponsors.
[03:19:03.461 --> 03:19:05.522]  And they've harassed and almost shut down everybody else.
[03:19:05.522 --> 03:19:07.303]  They've crippled all the other groups.
