[00:00:04.133 --> 00:00:04.353]  Wow!
[03:29:39.419 --> 03:29:40.700]  The point is, you don't love it.
[03:29:40.700 --> 03:29:42.541]  You don't, like, make it your god.
[03:29:42.541 --> 03:29:44.562]  You know, you don't, like, run around.
[03:29:44.562 --> 03:29:48.344]  We're gonna come back, take a few calls, and play this compilation clip.
[03:29:48.344 --> 03:29:50.166]  Stay with us.
[03:29:50.166 --> 03:29:51.546]  We're on the march.
[03:29:51.546 --> 03:29:54.088]  The empire's on the run.
[03:29:54.088 --> 03:29:56.770]  Alex Jones and the GCN Radio Network.
[03:30:00.680 --> 03:30:07.946]  Well, just in case you missed it, InfoWars was on the ground live covering every piece of action imaginable on the Washington, D.C.
[03:30:07.946 --> 03:30:10.188]  grounds as the inauguration was taking place.
[03:30:10.188 --> 03:30:14.111]  And we caught, not surprisingly, a number of protesters behaving badly.
[03:30:14.111 --> 03:30:18.415]  One video shows a man frustrated with anti-fascists blocking a street in Washington, D.C.
[03:30:18.755 --> 03:30:22.018]  And one of these fascists punches the man in the face before being attacked.
[03:30:22.018 --> 03:30:25.340]  The incident taking place on Friday, during Trump's inaugural speech.
[03:30:25.340 --> 03:30:33.586]  The video starts with an unnamed man, let's call him Thor, asking the anti-fata stooges if they're going to prevent him from going to work because they're crying, you know what.
[03:30:33.586 --> 03:30:35.908]  Then they seem to have lost it with the word war.
[03:30:35.908 --> 03:30:39.591]  Yes, pretty much a masked female responds, come on babe, let the ladies through.
[03:30:39.591 --> 03:30:41.492]  At which point, some of the women pass.
[03:30:41.492 --> 03:30:46.977]  Now, this guy rushes behind the women and turns around and says, F you, your roadblocks are expletive.
[03:30:47.577 --> 03:30:49.258]  She responds by attacking him.
[03:30:49.258 --> 03:30:51.258]  Yes, she punches him right in the face.
[03:30:51.258 --> 03:30:56.441]  Looks like these protesters that are part of the Women's March after the inauguration were just as bad.
[03:30:56.441 --> 03:30:58.121]  Catch us here for all of the action.
[03:30:58.121 --> 03:31:00.642]  I'm Margaret Halver reporting for InfoWars.com.
[03:31:00.642 --> 03:31:03.743]  Hey everyone, Pharmacist Ben Fuchs here, host of The Bright Side.
[03:31:03.743 --> 03:31:07.585]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[03:31:07.585 --> 03:31:09.666]  You've all heard the shocking statistics.
[03:31:09.666 --> 03:31:14.968]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country,
[03:31:15.408 --> 03:31:19.952]  Obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[03:31:19.952 --> 03:31:26.396]  One out of three or four people is dealing with some kind of health challenge and everyone knows at least one person with a degenerative disease.
[03:31:26.396 --> 03:31:40.827]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats,
[03:31:40.987 --> 03:31:41.387]  I think so.
[03:32:00.339 --> 03:32:11.226]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[03:32:11.226 --> 03:32:19.010]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[03:32:19.010 --> 03:32:24.934]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[03:32:25.014 --> 03:32:31.217]  You said when you talked to people that have been using this actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[03:32:31.217 --> 03:32:32.157]  What did they really say about it?
[03:32:32.157 --> 03:32:33.978]  They want to know how do they get it?
[03:32:33.978 --> 03:32:34.999]  Where do they find it?
[03:32:34.999 --> 03:32:38.720]  A lot of my law enforcement official buddies want to know the same thing.
[03:32:38.720 --> 03:32:40.861]  The backpack body armor is only $200.
[03:32:42.682 --> 03:32:43.502]  I mean, it's unbelievable.
[03:32:43.502 --> 03:32:44.523]  It's a quarter-inch thick.
[03:32:44.523 --> 03:32:45.663]  It's got a 20-year warranty.
[03:32:45.663 --> 03:32:46.344]  It's waterproof.
[03:32:46.344 --> 03:32:46.804]  You can wear it.
[03:32:46.804 --> 03:32:47.504]  It's comfortable.
[03:32:47.504 --> 03:32:49.625]  And we shot everything you can imagine at it.
[03:32:49.625 --> 03:32:51.386]  Again, fund the InfoWard.
[03:32:51.386 --> 03:32:54.107]  Get the game-changing Nanotech Tubes.
[03:32:54.107 --> 03:32:55.888]  It's a win-win.
[03:32:55.888 --> 03:32:55.908]  $200.
[03:32:55.908 --> 03:32:59.149]  Go check out all their different products at InfoWardStore.com.
[03:32:59.149 --> 03:32:59.850]  It's amazing.
[03:33:12.128 --> 03:33:17.670]  Before America can be great again, she must be free again.
[03:33:17.670 --> 03:33:21.692]  You're listening to the Alex Jones Show.
[03:33:21.692 --> 03:33:27.654]  Broadcasting live from deep in the heart of Texas, Austin, in the final days of the first month of 2017.
[03:33:27.654 --> 03:33:29.554]  Here we are.
[03:33:29.554 --> 03:33:30.635]  Donald Trump's the president.
[03:33:31.676 --> 03:33:34.038]  He's delivering, just fantastically.
[03:33:34.038 --> 03:33:38.121]  You know, the crew made the point, because I always tell them to bring up points that they think are important.
[03:33:38.121 --> 03:33:40.803]  They go, this is almost a diversion.
[03:33:40.803 --> 03:33:46.327]  The saying he removed the bust of Martin Luther King, saying that there was no crowd there to see him.
[03:33:46.327 --> 03:33:51.251]  But you know, we have to fight these fights, because they've gone and defended themselves once they've been caught.
[03:33:51.251 --> 03:33:53.593]  I'm using the term double down too much, but that's what it is.
[03:33:54.824 --> 03:33:56.024]  We have to discredit them.
[03:33:56.024 --> 03:33:57.184]  So, these are real fights.
[03:33:57.184 --> 03:33:58.285]  He knows what he's doing.
[03:33:58.285 --> 03:34:01.445]  He's making a big deal out of it because they want to discredit him.
[03:34:01.445 --> 03:34:06.386]  We've got to discredit them.
[03:34:06.386 --> 03:34:07.426]  That we need to bring over.
[03:34:07.426 --> 03:34:15.968]  Those people in the middle of the road who are seeing the people crying on the airplanes, seeing the people crying on the streets, seeing us discredit the fake news, they're starting to come over to our side.
[03:34:15.968 --> 03:34:21.629]  That's why people chant USA when that liberal gets kicked off the plane.
[03:34:21.629 --> 03:34:23.349]  Who's just, they feel so entitled, but
[03:34:24.520 --> 03:34:27.882]  Trump, I mean, the TPP's gone.
[03:34:27.882 --> 03:34:30.063]  That and GATT being renegotiated.
[03:34:30.063 --> 03:34:31.885]  Huge jobs being announced.
[03:34:31.885 --> 03:34:36.788]  Every day coming back, the stock market exploding while the globalists try to deflate it.
[03:34:36.788 --> 03:34:42.271]  I mean, Trump is on the phone, hundreds of phone calls a day, trying to get jobs back to the U.S.
[03:34:42.271 --> 03:34:43.132]  and having success.
[03:34:43.132 --> 03:34:44.753]  I mean, he's doing it.
[03:34:44.753 --> 03:34:46.053]  It's straightforward.
[03:34:46.053 --> 03:34:47.294]  He's telling the truth.
[03:34:47.294 --> 03:34:48.195]  There's nothing hidden.
[03:34:49.065 --> 03:34:49.946]  How much do you think Obama even tried?
[03:34:49.946 --> 03:34:51.207]  Just thank God we have a Russian president.
[03:34:51.207 --> 03:34:53.309]  Do you think Obama even tried to bring jobs back?
[03:34:53.309 --> 03:34:55.130]  Do you think he even tried calling anyone?
[03:34:55.130 --> 03:35:03.217]  But notice how they steal this piece of classic New York Americana from us and tell us this is a Russian blueprint.
[03:35:03.217 --> 03:35:09.602]  Well, I guess the Russians are our friends if they're running trying to get all the jobs back here and trying to stop war and trying to empower the family.
[03:35:09.602 --> 03:35:10.443]  Thank you Putin!
[03:35:10.443 --> 03:35:11.184]  Thanks Russia!
[03:35:11.184 --> 03:35:16.048]  They'll probably take clips that have us saying that, but again, people know they're lying and it's out of context.
[03:35:16.048 --> 03:35:17.049]  And again, how, okay.
[03:35:18.749 --> 03:35:22.592]  The WikiLeaks have never been denied, and Donald Trump is delivering for America.
[03:35:22.592 --> 03:35:25.495]  So if he's a Russian agent, thank you Russia.
[03:35:25.495 --> 03:35:27.036]  I mean, it's just, it's the most ridiculous thing.
[03:35:27.036 --> 03:35:29.659]  But that whole thing is falling on deaf ears now, Alex.
[03:35:29.659 --> 03:35:31.921]  You notice how- Although Gallup admits he's exploding.
[03:35:31.921 --> 03:35:35.043]  You notice how they're not trying to push that fake news anymore about Russia?
[03:35:35.043 --> 03:35:36.845]  They've pretty much given that up.
[03:35:36.845 --> 03:35:37.626]  Nobody talks about it.
[03:35:37.626 --> 03:35:39.487]  Chuck Schumer, CNN, they just-
[03:35:40.208 --> 03:35:40.789]  Just let it go.
[03:35:40.789 --> 03:35:42.090]  It was a huge deal!
[03:35:42.090 --> 03:35:43.051]  Oh my gosh!
[03:35:43.051 --> 03:35:43.631]  Oh my gosh!
[03:35:43.631 --> 03:35:44.692]  Like, this is the end of the world!
[03:35:44.692 --> 03:35:45.773]  And Russia's pissing on him!
[03:35:45.773 --> 03:35:46.974]  This is the end of the world!
[03:35:46.974 --> 03:35:48.255]  Trump is a Russian agent!
[03:35:48.255 --> 03:35:49.056]  Trump elected!
[03:35:49.056 --> 03:35:50.037]  He was elected by Russia!
[03:35:50.037 --> 03:35:52.760]  Oh my god, they're flipping, they're filing, it's Russia!
[03:35:52.760 --> 03:35:55.863]  And then just a week later, oh wait... Listen, drain the swamps from Putin!
[03:35:55.863 --> 03:35:56.383]  Yeah, oh!
[03:35:56.383 --> 03:35:56.703]  Hey!
[03:35:56.703 --> 03:35:58.805]  All these American jobs are for Russians!
[03:35:58.805 --> 03:36:02.228]  Don't you know we're bringing Russians over here to fill all these factories?
[03:36:02.228 --> 03:36:03.750]  No we're not!
[03:36:03.750 --> 03:36:04.971]  No we're not!
[03:36:04.971 --> 03:36:05.491]  We're like...
[03:36:07.194 --> 03:36:07.975]  But they gave it up!
[03:36:07.975 --> 03:36:08.496]  That's my point.
[03:36:08.496 --> 03:36:09.757]  I want to go to phone calls.
[03:36:09.757 --> 03:36:10.919]  I want to play this clip.
[03:36:10.919 --> 03:36:11.580]  It didn't work.
[03:36:11.580 --> 03:36:13.123]  They've been really nice waiting.
[03:36:13.123 --> 03:36:14.545]  What do you expect them to do next?
[03:36:14.545 --> 03:36:16.848]  Because I'm sure we've already played this.
[03:36:16.848 --> 03:36:17.790]  No, we haven't played it.
[03:36:17.790 --> 03:36:21.175]  The anti-Trump feminist chant a la Ackbar during protests in Germany.
[03:36:21.175 --> 03:36:21.936]  I want to play that in a minute.
[03:36:22.276 --> 03:36:27.822]  Apparently, honor killing, stoning women to death, and FGM are compatible with women's rights.
[03:36:27.822 --> 03:36:38.674]  And I had people, when Islamic groups were leading the march and had women putting the jibs on, I was like, hey, you claim him and locker room talk out of context 12 years ago is bad, okay, I don't really do that.
[03:36:38.674 --> 03:36:41.678]  But, you record me all the time, maybe sometime I'll say something like that.
[03:36:41.678 --> 03:36:43.420]  The point is, is that
[03:36:44.881 --> 03:36:59.147]  He's not actually running mass sex slavery of women, like the Islamic Jihad out of Saudi Arabia, and killing women if they drive the car to the grocery store, you know, and they just scream, you're an effing white male, shut up!
[03:36:59.147 --> 03:37:05.229]  Let's cue that Clubhub video, anti-Trump feminist chant, Allah, God is great, Allah Akbar during protests in Germany, here it is.
[03:37:13.671 --> 03:37:23.615]  That's a woman that looks like a man.
[03:37:23.615 --> 03:37:27.857]  They don't even let women speak in Islam.
[03:37:27.857 --> 03:37:29.237]  You just hit a woman!
[03:37:29.237 --> 03:37:30.918]  That doesn't look like a woman!
[03:37:30.918 --> 03:37:32.559]  Here, let's back this up.
[03:37:32.559 --> 03:37:33.259]  I got 20 seconds.
[03:37:39.878 --> 03:37:46.802]  I saw a woman without her man and I chopped her head off.
[03:37:46.802 --> 03:37:47.943]  I'm going to kill my daughter.
[03:37:47.943 --> 03:37:51.225]  She talked back to me.
[03:37:51.225 --> 03:37:52.806]  But it shows cuckolding.
[03:37:52.806 --> 03:37:53.987]  We haven't acted like men.
[03:37:54.947 --> 03:37:59.169]  And so now our women are running off, literally wanting to be in sex slavery.
[03:37:59.169 --> 03:38:00.730]  I guess that's the dynamic here.
[03:38:00.730 --> 03:38:01.530]  Here, let's go back to it.
[03:38:01.530 --> 03:38:06.552]  The unreal, obvious, she's obviously the man in the relationship.
[03:38:06.552 --> 03:38:09.593]  She's got a little girl there, so she loves her Islam.
[03:38:09.593 --> 03:38:10.254]  She's in charge.
[03:38:10.254 --> 03:38:10.754]  She likes it.
[03:38:11.789 --> 03:38:14.551]  She's like kind of a Janet Reno, Rachel Maddow type.
[03:38:14.551 --> 03:38:19.395]  Which is fine, except you're chanting Allah Akbar while saying I'm a misogynist.
[03:38:19.395 --> 03:38:22.977]  Because I believe in, you know, males being strong and women being strong.
[03:38:22.977 --> 03:38:26.920]  Here in the West, it gave birth to the entire putting women on a pedestal.
[03:38:26.920 --> 03:38:28.802]  This entire attack is on women.
[03:38:28.802 --> 03:38:29.722]  They are the species.
[03:38:29.722 --> 03:38:30.523]  Make no mistake.
[03:38:30.523 --> 03:38:33.305]  I'm a first-wave masculinist.
[03:38:33.305 --> 03:38:34.326]  I want to hear more about this.
