[00:00:02.611 --> 00:00:04.412]  It makes zero sense.
[03:23:44.102 --> 03:23:46.702]  We saw him down there last week with all that craziness.
[03:23:46.702 --> 03:23:49.243]  And he's got breaking news for us right now.
[03:23:49.243 --> 03:23:52.184]  Investigative journalist Drew Hernandez, thanks for joining us.
[03:23:52.184 --> 03:23:52.924]  What's going on, Alex?
[03:23:52.924 --> 03:23:53.744]  Thanks for having me.
[03:23:53.744 --> 03:23:55.205]  Well, you were telling us you got breaking news.
[03:23:55.205 --> 03:23:56.405]  We know you always break big news.
[03:23:56.405 --> 03:23:56.885]  What's happening?
[03:23:58.044 --> 03:24:02.825]  Yeah, I mean, I think everyone can see by now just exactly what's taking place in Minneapolis.
[03:24:02.825 --> 03:24:05.366]  Riots are breaking out, literally, all last night.
[03:24:05.366 --> 03:24:07.546]  The looting is starting all over again.
[03:24:07.546 --> 03:24:10.567]  I'm pretty sure we're going to start to see some burning buildings in the upcoming days.
[03:24:10.567 --> 03:24:12.667]  The body cam footage has been released.
[03:24:12.667 --> 03:24:16.248]  And like always, Alex, BLM, Black Lives Matter, they don't want to wait for evidence.
[03:24:16.248 --> 03:24:17.968]  They don't want to wait for the body cam footage.
[03:24:17.968 --> 03:24:20.329]  All their activists, they start getting riled up on the scene.
[03:24:20.329 --> 03:24:26.870]  They don't even wait for what's taking place actually in real time, because now it's come to find out that the guy that actually was shot and killed
[03:24:27.250 --> 03:24:27.891]  We're good to go.
[03:24:49.614 --> 03:24:50.594]  They don't want the evidence.
[03:24:50.594 --> 03:24:51.935]  They don't want the body cam footage.
[03:24:51.935 --> 03:24:55.056]  They just immediately mobilize and start looting buildings.
[03:24:55.056 --> 03:24:59.158]  And even one of the businesses that got looted last night, Alex, was actually Asian-owned.
[03:24:59.158 --> 03:25:00.318]  So, I mean, this is just a mess.
[03:25:00.318 --> 03:25:08.981]  It's going to continue to get worse, and I think we're going to see a lot more horrific things coming out of Minneapolis, especially with the Chauvin case that's going to conclude very soon.
[03:25:08.981 --> 03:25:13.363]  Why do you think CNN, the Globalists, and the WikiLeaks want racial division?
[03:25:14.705 --> 03:25:17.626]  Is this a distraction from Apple running death camps?
[03:25:17.626 --> 03:25:19.166]  I mean, what is it?
[03:25:19.166 --> 03:25:34.631]  Why do they keep doing this and then covering up and defending really bad elements of society going around and robbing the local beauty salon, the local liquor store, the local tennis shoe shop, Target, pizza places?
[03:25:34.631 --> 03:25:35.511]  I mean, this is ridiculous.
[03:25:36.351 --> 03:25:41.352]  I mean, I could tell you, Alex, why Black Lives Matter wants this, especially the founders and co-founders.
[03:25:41.352 --> 03:25:42.933]  She's spending millions of dollars.
[03:25:42.933 --> 03:25:49.515]  She's racking in millions of dollars, Alex, spending millions on mansions, estates across the United States of America.
[03:25:49.515 --> 03:25:56.437]  These are the same people, Alex, that are, oh, running around with Marxist-Communist ideology saying, oh, we all need equality, especially financially.
[03:25:56.437 --> 03:25:59.978]  But every time a black person dies, BLM gets paid.
[03:25:59.978 --> 03:26:03.239]  Every time a black person gets shot by a cop, BLM gets paid.
[03:26:03.579 --> 03:26:04.240]  Millions.
[03:26:04.240 --> 03:26:05.280]  That's on record.
[03:26:05.280 --> 03:26:06.081]  That's a fact.
[03:26:06.081 --> 03:26:07.662]  That's their brand, Alex.
[03:26:07.662 --> 03:26:09.123]  That is literally their niche.
[03:26:09.123 --> 03:26:09.983]  That is what they do.
[03:26:09.983 --> 03:26:22.852]  Their brand is black people getting shot by cops because now it's on record that BLM founders and co-founders are spending millions of dollars on mansions while they preach to us, Alex, that, oh, black people are financially and systemically
[03:26:22.892 --> 03:26:39.234]  And then you have this big giant riot in California and Minnesota, then another black guy gets killed brandishing a gun, and then thank God it just creates this self-fulfilling prophecy, because then all the white liberals will then donate money, $10.6 billion, to these three women that are building private airports.
[03:26:40.054 --> 03:26:49.558]  Yeah, well at the same time they preach to us that black people are financially suppressed, they're systemically oppressed, and that they're not having any success in the United States of America.
[03:26:49.558 --> 03:26:51.739]  Their Marxist ideology makes no sense.
[03:26:51.739 --> 03:26:59.923]  They need a capitalist system in order to thrive and succeed because they say they want utopia for all, they want equality for all, when they're literally stuffing their pockets
[03:27:00.223 --> 03:27:05.444]  Listen, even their BLM activists, Alex, they have autonomous zones across the United States of America.
[03:27:05.444 --> 03:27:10.085]  Some of these autonomous zones, especially BLM Plaza in D.C., is rat infested.
[03:27:10.085 --> 03:27:11.005]  It's disgusting.
[03:27:11.005 --> 03:27:25.288]  The living quarters people are living there, while BLM founders are sitting high and mighty in million dollar estates, while they're just racking in millions of dollars, while they're useful idiots are just sleeping on streets, thinking that they're ushering in the new world order in utopia.
[03:27:25.288 --> 03:27:26.268]  These people are getting played.
[03:27:26.268 --> 03:27:26.969]  It's a scam.
[03:27:26.969 --> 03:27:29.289]  The United States of America needs to wake up to this garbage.
[03:27:29.509 --> 03:27:29.889]  I agree.
[03:27:29.889 --> 03:27:50.099]  What about the paradox, because you've been tracking all this, your Twitter's full of amazing footage I haven't seen anywhere else, of churches in Europe, in Asia, in Canada, the U.S., all shut down, but Walmart, the topless bars are open, but then when Black Lives Matter marches and burns the stuff down, they go, oh statistics show that helped fight COVID.
[03:27:50.099 --> 03:27:51.719]  That was a real fake study they had.
[03:27:51.719 --> 03:27:53.040]  I mean, it's just none of it holds water.
[03:27:54.312 --> 03:27:55.933]  I think it's as simple as this, Alex.
[03:27:55.933 --> 03:27:59.435]  I mean, they don't want any type of righteous law.
[03:27:59.435 --> 03:28:04.299]  They are legalizing criminal activity, and they are criminalizing righteousness.
[03:28:04.299 --> 03:28:05.499]  That is exactly what they want.
[03:28:05.499 --> 03:28:07.661]  This is all about power and control.
[03:28:07.661 --> 03:28:09.042]  They know what they're doing is wrong.
[03:28:09.042 --> 03:28:11.803]  Don't be mistaken, and I'm not talking to you, Alex, the viewers.
[03:28:11.803 --> 03:28:18.648]  Don't think that these people don't know that they're hypocrites, and they're not aware that what they're doing is 100% a double standard.
[03:28:18.648 --> 03:28:22.090]  They know, but they don't care, because this is about power, it's about control.
[03:28:22.110 --> 03:28:22.530]  You're right.
[03:28:22.530 --> 03:28:23.692]  It's all a big joke.
[03:28:23.692 --> 03:28:26.074]  It's all a big joke to them.
[03:28:26.074 --> 03:28:26.755]  Absolutely.
[03:28:26.755 --> 03:28:28.236]  And they want to control us.
[03:28:28.236 --> 03:28:36.785]  Whatever their form of religion is or whatever they declare is truth, whatever their relative minds declares is acceptable in society, that is what they will go with.
[03:28:36.785 --> 03:28:40.609]  And this is why people are trying to wrap their minds around like, oh, what about the Capitol?
[03:28:40.609 --> 03:28:42.170]  What about the Capitol riot on January 6th?
[03:28:43.511 --> 03:28:51.255]  Everyone on the left, all these left-leaning journals, they mobilized immediately, became PIs, working hand-in-hand with the FBI when they were to fund the police all 2020.
[03:28:51.255 --> 03:28:51.915]  Where are they now?
[03:28:51.915 --> 03:28:53.976]  They're nowhere to be found because it doesn't matter.
[03:28:53.976 --> 03:28:55.077]  It's what their narrative is.
[03:28:55.077 --> 03:29:02.480]  If they want to target right-wingers, conservatives, or centrists, they will do so even at the expense of their morality, or literally, their hypocrisy.
[03:29:02.740 --> 03:29:03.421]  They don't care.
[03:29:03.421 --> 03:29:07.264]  It's literally a polarized information war and that is what they are doing.
[03:29:07.264 --> 03:29:11.967]  And honestly, Alex, they are literally winning in the mainstream media because people buy into this stuff.
[03:29:11.967 --> 03:29:20.834]  They want to accept the reality that Black Lives Matter is a scam because what they are doing is making millions of dollars every time a black person is shot by a cop.
[03:29:20.834 --> 03:29:26.338]  And they try to preach to us that black people are financially oppressed when they're living in mansions.
[03:29:26.338 --> 03:29:28.479]  Who believes this at this point, Alex?
[03:29:28.479 --> 03:29:29.080]  It's a scam!
[03:29:29.801 --> 03:29:31.422]  People need to wake the hell up!
[03:29:31.422 --> 03:29:32.483]  They're liars!
[03:29:32.483 --> 03:29:33.664]  It's not real!
[03:29:33.664 --> 03:29:35.285]  It's 100% fake!
[03:29:35.285 --> 03:29:36.106]  And fraudulent!
[03:29:36.106 --> 03:29:39.469]  And they're using black people in order to stuff their profits!
[03:29:39.469 --> 03:29:40.810]  Actually, I take that back.
[03:29:40.810 --> 03:29:46.414]  They're using dead, shot black people to stuff their pockets with millions of dollars.
[03:29:46.414 --> 03:29:49.577]  Well, the only thing you're wrong about, Drew Hernandez, is it's billion.
[03:29:49.577 --> 03:29:52.479]  10.6 billion to Black Lives Matter, these three women.
[03:29:52.939 --> 03:29:54.640]  And the headlines are wrong.
[03:29:54.640 --> 03:29:56.842]  They found one $1.5 million house.
[03:29:56.842 --> 03:30:01.846]  Now they found four more worth tens of millions and private air runways.
[03:30:01.846 --> 03:30:07.991]  I mean, this woman's got private jets, everything, in like the whitest neighborhoods anywhere in America.
[03:30:09.033 --> 03:30:18.157]  Yeah, while we're told that they're financially oppressed and black people are living in horrible situations, which might I add is like, listen, I'm just going to say this to the black community.
[03:30:18.157 --> 03:30:25.361]  Honestly, for a lot of these communities that are torn, that are worn, that are literally living in poverty, I don't think it's smart.
[03:30:25.361 --> 03:30:30.343]  You guys are literally being gaslit in order to destroy your own communities even further.
[03:30:30.723 --> 03:30:37.367]  What this organization does and these political-leaning people do, especially the mainstream media, CNN wants you to act wild.
[03:30:37.367 --> 03:30:40.769]  CNN wants you to go werewolf and act wild in your own community.
[03:30:40.769 --> 03:30:43.631]  They want you because it's good for clicks, it's good for optics.
[03:30:43.631 --> 03:30:46.172]  They want your communities to do this to yourselves.
[03:30:46.172 --> 03:30:49.735]  So don't sit here and tell us that, oh, you're living in such bad situations.
[03:30:49.735 --> 03:30:53.597]  Your communities are literally dying because of ghetto and poverty policies.
[03:30:54.375 --> 03:31:00.396]  Maybe right now the idea for the black community isn't to continue to further rip their own communities apart.
[03:31:00.396 --> 03:31:03.917]  Maybe right now they should wake up to the reality that they are being used!
[03:31:03.917 --> 03:31:06.798]  They are being used even by their own people!
[03:31:06.798 --> 03:31:20.901]  Well that's the thing, they're Marxist Leninists that say they want to get rid of the nuclear family, they want black men to be trans, and that all white people are the devil and need to be basically eradicated, and then they move into the most rich white neighborhoods they can with private airfields in their yard.
[03:31:22.509 --> 03:31:25.445]  If I didn't know how much that cost, folks, I mean, that is insane.
[03:31:26.269 --> 03:31:27.930]  It is literally a scam.
[03:31:27.930 --> 03:31:31.533]  I think that's where it falls in the terms and the context of Black Lives Matter.
[03:31:31.533 --> 03:31:33.074]  They are being used.
[03:31:33.074 --> 03:31:35.616]  The black community is literally being hustled.
[03:31:35.616 --> 03:31:37.698]  The black community is being finessed.
[03:31:37.698 --> 03:31:39.960]  The black community is being manipulated.
[03:31:39.960 --> 03:31:55.272]  The black community, especially left-leaning blacks right now, are being used to usher in, like a Trojan horse, communism into the United States of America while the founders are leveraging and utilizing a capitalist system while trying to preach to us communism.
