[00:00:00.000 --> 00:00:18.080]  InfoWars! Tomorrow's news, today.
[02:41:31.939 --> 02:41:36.260]  not our pockets these are the people the bushes in the Clintons who was it who
[02:41:36.260 --> 02:41:40.500]  said I got a great idea let's make all of our most important pharmaceuticals
[02:41:40.500 --> 02:41:44.580]  and drugs in China what a great idea and they'll pay us millions did anybody stand
[02:41:44.580 --> 02:41:47.540]  up whoever did that should be in a lot of trouble there's no question but did
[02:41:47.540 --> 02:41:50.980]  anybody stop and say is this in the best interest of the United States of
[02:41:50.980 --> 02:41:55.779]  America should we do this no so it was a bipartisan leadership that brought us to
[02:41:55.779 --> 02:41:59.340]  the point where a Donald Trump could emerge and Trump was really challenging
[02:41:59.340 --> 02:42:02.860]  that right there Roger this has been amazing interview we're gonna do a quick
[02:42:02.860 --> 02:42:09.860]  tour here around this shrine to Nixon Reagan conservatism to history at Bob
[02:42:09.860 --> 02:42:13.340]  Dole over there look you can put these guys down and say they weren't perfect
[02:42:13.340 --> 02:42:18.220]  but my god William F Buckley compare them to the left today they run America
[02:42:18.220 --> 02:42:23.740]  but they want to destroy it because they have some weird neurotic envy of it well
[02:42:23.740 --> 02:42:27.460]  what is this see the thing I think it has changed Alex is there was a time
[02:42:27.460 --> 02:42:31.900]  when the people in the country whose wealth had come from the free enterprise
[02:42:31.900 --> 02:42:35.020]  system were conservatives and believed in the free enterprise system what's
[02:42:35.020 --> 02:42:38.180]  ironic here is the wealthiest people in the country the people who made their
[02:42:38.180 --> 02:42:41.820]  money through business through free enterprise now want to crush free
[02:42:41.820 --> 02:42:45.700]  enterprise for everyone else that they want to centralize government they want
[02:42:45.700 --> 02:42:49.860]  government control of business it doesn't even make sense it's almost
[02:42:49.860 --> 02:42:53.660]  antithetical but you got to ask where are the conservative billionaires why
[02:42:53.660 --> 02:42:58.660]  aren't they buying network television stations or cable news stations why
[02:42:58.660 --> 02:43:03.939]  aren't they fighting for the the war for digital censorship it's hard to
[02:43:03.939 --> 02:43:09.900]  understand why their financiers are prepared to lose money as long as they
[02:43:09.900 --> 02:43:14.460]  can assert control in other words when Facebook makes decisions to de-platform
[02:43:14.460 --> 02:43:18.500]  and to censor Roger Stone Alex Jones and thousands of other patriots they're
[02:43:18.500 --> 02:43:22.560]  costing themselves money they made money on me year after year after year they
[02:43:22.560 --> 02:43:25.779]  don't care about money it's all about control they've broken the social
[02:43:25.779 --> 02:43:30.060]  contract they don't care about humanity it's a pure extraction of wealth for
[02:43:30.060 --> 02:43:34.119]  pure power it's anti-human well before we do this tour I want to salute you
[02:43:34.119 --> 02:43:37.580]  for your hard work your perseverance you're not turning on the president and
[02:43:37.580 --> 02:43:40.740]  the American people you become a symbol that they hate info wars that as well
[02:43:40.740 --> 02:43:45.580]  Trump at an even greater level General Flynn it's a very small club that's been
[02:43:45.580 --> 02:43:49.180]  through the fire and survived and we have a responsibility not to give up not
[02:43:49.180 --> 02:43:52.260]  go away but to keep you fighting despite all you've been through you keep
[02:43:52.260 --> 02:43:55.740]  fighting Roger that's why I admire you thank you Alex great to be here here is
[02:43:55.740 --> 02:44:01.140]  to Roger Stone here here Roger Stone did nothing wrong we're gonna have a very
[02:44:01.140 --> 02:44:04.340]  nice dinner with another patriot tonight really with that ladies and gentlemen
[02:44:04.340 --> 02:44:11.660]  this is history happening we're about to talk to Roger Stone we're about to
[02:44:11.660 --> 02:44:17.779]  get a tour of the biggest Richard Nixon Museum on the planet it's here in Florida
[02:44:17.779 --> 02:44:22.939]  let's go in and talk to Roger Stone and ladies and gentlemen he's waiting on us
[02:44:22.939 --> 02:44:28.460]  here is Roger Stone Roger great to be here brother now it's great to see you
[02:44:28.460 --> 02:44:32.140]  so this used to be the info wars Miami studio this is where we did our daily
[02:44:32.300 --> 02:44:36.860]  war room broadcast then every Wednesday thanks to the relief of your fans I
[02:44:36.860 --> 02:44:40.619]  would sit in for you which they seem to like and I worked here every day five
[02:44:40.619 --> 02:44:46.060]  days a week and of course the FBI raided this facility smashed our our desktop
[02:44:46.060 --> 02:44:50.260]  computers destroyed three laptops cut the cords on the microphones destroyed
[02:44:50.260 --> 02:44:54.180]  two digital cameras essentially all the equipment I was using to do my daily
[02:44:54.180 --> 02:44:59.820]  syndicated radio show plus the plus the our daily show and info wars so I
[02:44:59.860 --> 02:45:03.540]  consider everything here pretty much art it's artwork that interested maybe
[02:45:03.540 --> 02:45:07.380]  there's one common theme that's anti-communism Richard Nixon was
[02:45:07.380 --> 02:45:10.939]  sustained throughout his career he was trusted on the right because he was an
[02:45:10.939 --> 02:45:15.980]  anti-communist because he took down Alger as a communist spy Barry Goldwater
[02:45:15.980 --> 02:45:19.860]  really rose in American politics not because he had a charming personality
[02:45:19.860 --> 02:45:24.420]  but because he was an anti-communist Ronald Reagan emerged from the ashes of
[02:45:24.420 --> 02:45:29.300]  the Goldwater debacle as the new champion of anti-communism that's why
[02:45:29.300 --> 02:45:32.580]  the charge that guys like you and I were working for the Russians is so
[02:45:32.580 --> 02:45:38.180]  insulting we hate communism we're not hot on Russians personally I'm somebody who
[02:45:38.180 --> 02:45:42.540]  had members of my own family mowed down by Russian tanks in Budapest so to say
[02:45:42.540 --> 02:45:46.220]  that we're that we're Russian assets that's insulting well the Democrats are
[02:45:46.220 --> 02:45:49.860]  anti-americans so they project who they are and us this place is an incredible
[02:45:49.860 --> 02:45:54.180]  piece of history let's start right over here Roger because I mean there's so
[02:45:54.180 --> 02:46:00.619]  many places to start I think this is emblematic of our time I think this you
[02:46:00.619 --> 02:46:05.340]  have right here is emblematic this time vote like your whole world depends on it
[02:46:05.340 --> 02:46:08.939]  I mean that's where we are we have Biden in power now we see the shutdown of the
[02:46:08.939 --> 02:46:11.980]  country it's incredible well let's remember that this is addressing the
[02:46:11.980 --> 02:46:17.220]  times 1968 is a time of tumult it's a time of upheaval the cities are burning
[02:46:17.220 --> 02:46:22.820]  the campuses are burning there's a giant movement against the government because
[02:46:22.820 --> 02:46:27.900]  of the war in Vietnam there's there's our there are race riots Robert Kennedy
[02:46:27.900 --> 02:46:32.680]  is murdered Martin Luther King is murdered all of these events clear the
[02:46:32.680 --> 02:46:37.020]  way for Nixon's comeback in other words without the assassination of John
[02:46:37.020 --> 02:46:41.100]  Kennedy which inadvertently breathes life back into the career of Richard
[02:46:41.100 --> 02:46:45.660]  Nixon the subsequent murders of Bobby Kennedy the murder of dr. King the
[02:46:45.660 --> 02:46:50.380]  Vietnam War that creates the perfect storm for Nixon's comeback and of course
[02:46:50.380 --> 02:46:53.420]  the deep state thinks that when Nixon gets to be president he's going to be
[02:46:53.420 --> 02:46:56.180]  another hardliner keep us in Vietnam forever
[02:46:56.180 --> 02:47:01.660]  Nixon's a little smarter he wants to he wants peace so he decides that he's
[02:47:01.660 --> 02:47:06.380]  going to recognize the Chinese so you play them off against the Russians not
[02:47:06.380 --> 02:47:10.180]  because he loves the Chinese but because he can now say look Mao if you don't
[02:47:10.180 --> 02:47:13.060]  want to do the deal I'll go talk to Brezhnev because he wants to do the deal
[02:47:13.060 --> 02:47:17.340]  he saves us hundreds of billions of dollars in defense spending ends the war
[02:47:17.340 --> 02:47:22.580]  in Vietnam 18 year old vote gets rid of the 18 year old draft desegregates the
[02:47:22.580 --> 02:47:25.820]  public schools and that's why the left the entire by the hating just like the
[02:47:25.820 --> 02:47:29.500]  left attack Trump who was ending wars and doing similar thing it is very
[02:47:29.500 --> 02:47:34.260]  similar so just as they want to they and they effectively erased any history of
[02:47:34.260 --> 02:47:38.260]  Nixon Nixon Watergate he's a criminal nothing else to talk about they want to
[02:47:38.260 --> 02:47:41.619]  do this with Trump Oh Donald Trump impeachment he was impeached twice they
[02:47:41.619 --> 02:47:45.500]  don't talk about the record economy they don't talk about record wage growth
[02:47:45.500 --> 02:47:49.660]  record job growth record low levels of unemployment among all Americans
[02:47:49.660 --> 02:47:53.420]  rebuilding the American military appointing conservatives to the
[02:47:53.420 --> 02:47:57.619]  judiciary they don't talk about any of that they want to erase Donald Trump as
[02:47:57.619 --> 02:48:01.980]  an aberration as a mistake as a temporary mistake they don't understand
[02:48:01.980 --> 02:48:07.300]  that the American first agenda is still has a has a has a majority well that's
[02:48:07.300 --> 02:48:10.779]  the country existing it's the only thing that exists outside global
[02:48:10.779 --> 02:48:14.060]  takeover so walk us through you've got your order start so where should we
[02:48:14.060 --> 02:48:22.460]  start there's so many so in 1960 Richard Nixon lost the presidency by a
[02:48:22.460 --> 02:48:27.380]  hair to John Kennedy John Kennedy was not today's Democrat he was an
[02:48:27.380 --> 02:48:32.900]  anti-communist he was he was a favor favored a size sound either gold or
[02:48:32.900 --> 02:48:36.180]  silver backed dollar he was very skeptical about the Central Intelligence
[02:48:36.180 --> 02:48:40.700]  Agency in the deep state of his day he gave his life for as you can see in my
