[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[02:50:01.329 --> 02:50:01.689]  I don't know.
[02:50:21.503 --> 02:50:25.288]  Israel will have to put into place exactly where it belongs.
[02:50:25.288 --> 02:50:27.050]  It'll have to learn to get along.
[02:50:27.050 --> 02:50:34.618]  Herzog and Sippy and others will learn that Israel has to make accommodations with the Palestinians, with the Jordanians in the Middle East.
[02:50:34.618 --> 02:50:36.040]  They have no other choice because...
[02:50:36.260 --> 02:50:41.523]  I want to do two more minutes with the other side, if you can do it, because there's a big article out today.
[02:50:41.523 --> 02:50:44.725]  CIA insider, forget Iran, Iraq, Ukraine, and Syria.
[02:50:44.725 --> 02:50:46.726]  This is where World War III will start.
[02:50:46.726 --> 02:50:49.008]  In a startling interview, he reveals that all 16 U.S.
[02:50:49.008 --> 02:50:52.350]  intelligence agencies have begun to prepare for World War III.
[02:50:52.350 --> 02:50:55.151]  What's your take on that, briefly, and the latest on Russia?
[02:50:55.151 --> 02:50:58.473]  And that's just some of the news that Jim Rickards is putting out.
[02:50:58.473 --> 02:51:00.635]  I want to get your take on that on the other side.
[02:51:02.432 --> 02:51:03.512]  This is an alert.
[02:51:03.512 --> 02:51:07.634]  If your business or church is building this year, you're about to pay more than you should.
[02:51:07.634 --> 02:51:11.816]  This could mean thousands of dollars more for your office, retail space, church, or warehouse.
[02:51:11.816 --> 02:51:17.198]  A General Steel building can save you as much as half the cost and time of similar conventional construction.
[02:51:17.198 --> 02:51:20.719]  And we're offering rebates of up to $20,000 to help you build today.
[02:51:20.719 --> 02:51:23.940]  Call General Steel for free information that could save you thousands.
[02:51:23.940 --> 02:51:24.420]  Call 866-91-STEEL.
[02:51:24.420 --> 02:51:24.660]  866-91-STEEL.
[02:51:24.660 --> 02:51:24.980]  That's 866-917-8335.
[02:51:31.883 --> 02:51:34.785]  My name is Del and I live in El Cajon, California.
[02:51:34.785 --> 02:51:43.649]  I was concerned about my cholesterol readings because I knew that high cholesterol is related to clogging of the arteries and increases the risk for heart attack and stroke.
[02:51:43.649 --> 02:51:49.832]  One day, I heard an ad for heart and body extract and I was skeptical, but I decided to give it a try.
[02:51:49.832 --> 02:51:51.393]  Man, the numbers don't lie.
[02:51:51.733 --> 02:52:01.425]  Learn the secrets of an effective, natural, 100% organic nutritional supplement for a healthy heart and circulation at HBextract.com.
[02:52:01.425 --> 02:52:08.333]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:52:08.633 --> 02:52:18.239]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:52:18.239 --> 02:52:26.523]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[02:52:26.523 --> 02:52:35.889]  InfoWarsLife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at InfoWarsLife.com.
[02:52:36.169 --> 02:52:43.271]  Now, Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:52:43.271 --> 02:52:48.512]  Now more than ever, it's important to stock up on high-quality silver bullet from Infowarslife.com.
[02:52:48.512 --> 02:52:51.573]  No survival chest is complete without silver bullet.
[02:52:51.573 --> 02:52:56.054]  Secure your silver bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[02:52:56.054 --> 02:52:56.394]  Silver Bullet.
[02:53:00.970 --> 02:53:03.571]  Hunters, anglers, campers and survivalists.
[02:53:03.571 --> 02:53:04.672]  Get back to nature.
[02:53:04.672 --> 02:53:11.854]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:53:11.854 --> 02:53:14.896]  Slingbow products are compact and models start from just $17.98.
[02:53:14.896 --> 02:53:18.697]  They're perfect for your bug out bag or storing in your vehicle.
[02:53:18.697 --> 02:53:22.839]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:53:22.839 --> 02:53:27.361]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:53:27.361 --> 02:53:29.982]  Feel the thrill only at slingbow.com.
[02:53:31.260 --> 02:53:32.240]  Hey, Boomer!
[02:53:32.240 --> 02:53:35.681]  I learned in school today that 60% of our bodies are made of water.
[02:53:35.681 --> 02:53:37.362]  Good thing we have the Berkey system.
[02:53:37.362 --> 02:53:39.322]  It's the cleanest, best water ever.
[02:53:39.322 --> 02:53:45.143]  Mom says it's because the Berkey filtration system cleans out the bad stuff and leaves only pure, delicious water.
[02:53:45.143 --> 02:53:45.984]  I know, right?
[02:53:45.984 --> 02:53:47.284]  You love it, too!
[02:53:47.284 --> 02:53:48.724]  Yeah, I'm thirsty, too.
[02:53:48.724 --> 02:53:49.765]  Let's go get some.
[02:53:49.765 --> 02:53:51.505]  Get Berkey clean water by calling 877-886-3653.
[02:53:51.505 --> 02:53:51.845]  That's 877-886-3653.
[02:53:51.845 --> 02:53:52.665]  Or visit GoBerkey.com.
[02:54:04.876 --> 02:54:07.077]  Alright folks, final segment of the main broadcast.
[02:54:07.077 --> 02:54:09.118]  We'll do five minutes of overdrive to finish with calls.
[02:54:09.118 --> 02:54:12.020]  But I'm going to go to AD and others here in just a moment.
[02:54:12.020 --> 02:54:15.441]  By the way, the FCC won't release the 300 plus pages.
[02:54:15.441 --> 02:54:16.642]  Won't testify before Congress.
[02:54:17.898 --> 02:54:24.322]  We had the former Chief Counsel Bruce Feinon from the FCC saying it's just that an FCC power grab.
[02:54:24.322 --> 02:54:26.704]  South by Southwest schedule coming up March 17th.
[02:54:26.704 --> 02:54:33.749]  They're going to have the FCC subhead there propagandizing about how great and open this is but they won't release the documents.
[02:54:33.749 --> 02:54:34.569]  So that's what it's all about.
[02:54:34.569 --> 02:54:38.232]  It's why they won't release it is so they can run around and lie about it all day.
[02:54:38.232 --> 02:54:45.576]  Dr. Steve Pachinik, finishing up with the statements about preparing for war with Russia.
[02:54:45.576 --> 02:54:46.777]  What's the latest on Ukraine?
[02:54:46.777 --> 02:54:47.658]  Where do you think that's going?
[02:54:48.198 --> 02:54:49.899]  Well, I don't think it's a war with Russia.
[02:54:49.899 --> 02:55:08.426]  Basically, the Ukraine has... This administration has been effective in running an economic war and basically reducing the price of oil and at the same time reducing the ruble by 50 to 60 percent and making the Russian bond a junk bond.
[02:55:09.486 --> 02:55:15.889]  Putin has a real problem, both with inflation, economic chaos, and impending political chaos.
[02:55:15.889 --> 02:55:17.370]  It's more of an internal issue.
[02:55:17.370 --> 02:55:19.131]  He cannot fund a war.
[02:55:19.131 --> 02:55:21.112]  He's not capable of funding a war.
[02:55:21.112 --> 02:55:23.213]  The Russians don't want to fight a war.
[02:55:23.213 --> 02:55:27.975]  They need to reconstruct their own internal capacity to grow internally.
[02:55:27.975 --> 02:55:29.416]  The Russians are great people.
[02:55:29.416 --> 02:55:31.457]  They understand that this cannot continue.
[02:55:32.037 --> 02:55:35.799]  They want to live a good life, and Putin is not able to really control it.
[02:55:35.799 --> 02:55:39.902]  Contrary to what a lot of people say, Putin is not as smart as everybody says.
[02:55:39.902 --> 02:55:42.663]  What do you think about the latest assassination of the opposition leader?
[02:55:42.663 --> 02:55:45.405]  Well, I think it was an old KGB technique.
[02:55:45.405 --> 02:55:54.310]  I mean, I've said it 10, 12 years ago when I wrote in the Intelligence Journal that Putin was always going to be KGB forever, and this is an old, awkward technique.
[02:55:54.310 --> 02:55:56.412]  You don't think it's a false flag to create a martyr?
[02:55:56.412 --> 02:55:56.512]  No.
[02:55:57.052 --> 02:56:00.997]  No, because Putin has done this way before with the Chechens.
[02:56:00.997 --> 02:56:06.605]  Putin is not that clever to create a martyr and reverse it because those days are gone.
[02:56:06.605 --> 02:56:10.109]  False flag has become now the natural narrative to this.
[02:56:10.109 --> 02:56:13.113]  And the CIA doesn't have a real, you know,
[02:56:14.134 --> 02:56:16.374]  I don't have a credible narrative for this right now.
[02:56:16.374 --> 02:56:27.536]  The CIA is too busy, along with our military intelligence, running all kinds of other operations in terms of economic warfare, psychological warfare, which is far more effective.
[02:56:27.536 --> 02:56:42.219]  Assassinating an opposition leader is very systematic and it's a very old system of operation for the KGB, whether Putin directly did it, or he claims that Chechens who did it, or because the man was Jewish.
[02:56:42.219 --> 02:56:43.079]  It's all nonsense.
[02:56:43.519 --> 02:56:45.861]  The point of fact is he was assassinated.
[02:56:45.861 --> 02:56:49.844]  The point of fact is Putin is in trouble, and the people need some liberty.
[02:56:49.844 --> 02:56:51.205]  It's as simple as that.
[02:56:51.205 --> 02:56:58.029]  In terms of Bibi and his representatives, they don't represent Israel, they don't represent anybody but themselves.
[02:56:58.029 --> 02:56:58.810]  Doc, thank you.
[02:56:58.810 --> 02:56:59.751]  StephenShank.com.
[02:56:59.751 --> 02:57:01.152]  Thank you for that perspective.
[02:57:02.052 --> 02:57:03.093]  All right, there he goes.
[02:57:03.093 --> 02:57:06.994]  We're out of time for the main broadcast, but some stations carry this next part.
[02:57:06.994 --> 02:57:09.836]  So I'm going to go to a call right now before the main show ends.
[02:57:09.836 --> 02:57:13.457]  Please don't forget, we sold out of Super Mel Vitality, Credible Herbs.
[02:57:13.457 --> 02:57:16.819]  You've heard about people's responses with it, the testimonials.
[02:57:16.819 --> 02:57:20.901]  The Super Female is just because we wanted a female variety because women wanted their own formula.
[02:57:21.701 --> 02:57:26.324]  It's the same stuff with one added ingredient that's great for men as well.
[02:57:26.324 --> 02:57:27.164]  This is what I take.
[02:57:27.164 --> 02:57:28.745]  I think it's better than Supermail.
[02:57:28.745 --> 02:57:29.826]  It's going to sell out as well.
[02:57:29.826 --> 02:57:31.447]  30% off right now.
[02:57:31.447 --> 02:57:33.328]  Super Female Vitality.
[02:57:33.328 --> 02:57:35.589]  Infowarsandlife.com or 888-253-3139.
[02:57:35.589 --> 02:57:40.813]  You can find all the other great products at Infowarshealth.com.
[02:57:40.813 --> 02:57:41.193]  A.D.
[02:57:41.193 --> 02:57:41.793]  in Delaware.
[02:57:41.793 --> 02:57:42.834]  Thanks for holding her on the air.
[02:57:44.164 --> 02:57:45.806]  Hey Alex, thanks for having me on.
[02:57:45.806 --> 02:57:47.668]  I'll get right to my point.
[02:57:47.668 --> 02:57:55.097]  State of the Nation had a Putin-Snowden document dump regarding 9-11 and everything that's led up to what we're seeing right now.
[02:57:55.097 --> 02:57:59.482]  The five major nations were involved, which is United States... Wait, I wasn't aware of this.
[02:57:59.482 --> 02:57:59.702]  When?
[02:57:59.702 --> 02:58:02.465]  I mean, WikiLeaks just put out stuff on 9-11?
[02:58:04.232 --> 02:58:05.753]  Well, it's State of the Nation.
[02:58:05.753 --> 02:58:09.616]  It's a document dump from Putin and Snowden from September.
[02:58:09.616 --> 02:58:11.097]  It spells everything out.
[02:58:11.097 --> 02:58:11.677]  He was involved.
[02:58:11.677 --> 02:58:16.360]  He stole $200 trillion, 350 nuclear warheads.
[02:58:16.360 --> 02:58:18.622]  There's 235 underground bunkers ready to go.
[02:58:18.622 --> 02:58:22.744]  What this is all about... I'm not sure that's a real... I remember that.
[02:58:22.744 --> 02:58:26.147]  I'm not sure that was a real Snowden release, sir.
[02:58:27.250 --> 02:58:34.636]  This is about Israel going into the Middle East and taking over all the, you know, they need the water, they need the oil, they need the space.
[02:58:34.636 --> 02:58:35.997]  They're sick and tired of fighting.
[02:58:35.997 --> 02:58:38.359]  He's right what he says about Netanyahu.
[02:58:38.359 --> 02:58:40.181]  Hold on, I want you to finish your thought.
[02:58:40.181 --> 02:58:41.061]  Hold on.
[02:58:41.061 --> 02:58:43.023]  Infowars.com forward slash show.
[02:58:43.023 --> 02:58:47.527]  If you want to find the free video and audio feeds, tell folks about all the free apps.
