[00:00.000 --> 00:04.880]  Founder Alex Jones is calling out alleged collusion between Google and Democrats
[3:28:01.260 --> 3:28:05.020]  Most people can't answer this. No one can answer this. Why is that?
[3:28:05.820 --> 3:28:07.660]  Because there is no answer
[3:28:07.660 --> 3:28:11.500]  There is literally no answer your lives haven't been changed or altered
[3:28:12.300 --> 3:28:17.340]  Do you remember the gal in the 90s who was spewing climate change and she was going to be dead by the end of the decade?
[3:28:18.140 --> 3:28:22.540]  Yes, she went on to get married and have a couple kids that are pretty much grown now
[3:28:22.540 --> 3:28:28.060]  Hmm. How does that happen? How does that happen? I thought the world was going to end. We were promised
[3:28:28.140 --> 3:28:32.860]  She was screaming from the pulpit. She just ended up being what some ambassador's daughter
[3:28:33.500 --> 3:28:38.460]  Uh, that they got to come in and scream about climate change. She was the pre Gretta version. Yeah
[3:28:39.020 --> 3:28:41.660]  Uh, the free zombie the the pre zombie version
[3:28:42.140 --> 3:28:46.860]  Anyway, she went on to have a family. You don't really hear her spouting that the world's going to end anytime soon
[3:28:47.500 --> 3:28:48.300]  Nope
[3:28:48.300 --> 3:28:52.940]  And none of you have been affected by climate change human-caused climate change because it's just cyclical
[3:28:53.340 --> 3:28:55.340]  I'll be right back. I'm k. Daly your guest host
[3:28:56.140 --> 3:28:58.140]  Sold out for seven months
[3:28:58.860 --> 3:29:02.300]  Body's ultimate turmeric formula is back in stock
[3:29:02.860 --> 3:29:07.260]  turmeric's been known for thousands of years to do amazing things for your joints
[3:29:07.820 --> 3:29:10.460]  Your stamina your immune system for your libido
[3:29:10.940 --> 3:29:15.340]  And look the average level of the shelves is five six seven percent pure humanoid
[3:29:15.340 --> 3:29:19.740]  We have the strongest brand on earth. There's nobody else decided to do it
[3:29:20.060 --> 3:29:23.660]  It's 95 percent humanoid at info warsword.com
[3:29:24.220 --> 3:29:26.300]  Body's ultimate turmeric formula
[3:29:26.860 --> 3:29:31.020]  95 percent humanoid it is incredible and
[3:29:31.500 --> 3:29:34.380]  What's even more incredible is it funds the info war
[3:29:34.940 --> 3:29:37.980]  So the only way you fail is not taking action today
[3:29:38.540 --> 3:29:44.060]  And ordering body's ultimate turmeric formula at info warsword.com. It is simply amazing
[3:29:44.060 --> 3:29:53.820]  Discover the power of your humanoids at 95 percent at infowarstore.com today with body's ultimate turmeric formula
[3:29:56.940 --> 3:30:02.060]  The great reset in the war for the world is the book that the government doesn't want you to read that
[3:30:02.460 --> 3:30:07.180]  Most of the big powerful companies trying to control your life the big tech companies
[3:30:07.420 --> 3:30:13.100]  They don't want you to read this book. They want to control what you think what you do what you read
[3:30:13.100 --> 3:30:18.300]  But you don't want that and alex jones doesn't want that and this book shows you what's happening
[3:30:18.460 --> 3:30:21.900]  And gives you the sort of playbook for how to fight against it
[3:30:21.980 --> 3:30:28.220]  And so by buying this book you're going to prove that censorship doesn't work that freedom is alive in this country
[3:30:28.540 --> 3:30:30.540]  This is a central reading
[3:30:30.540 --> 3:30:37.340]  And you know, I would go right now and buy it before the censorship kicks in. It's not going to be available in bookstores
[3:30:37.500 --> 3:30:39.660]  It's not going to be available in libraries
[3:30:39.660 --> 3:30:44.860]  They're going to try to take it down from every platform that they can but they're not going to be able to do it
[3:30:45.020 --> 3:30:49.340]  Prove that censorship doesn't work by the great reset. Thank you, alex jones
[3:30:49.340 --> 3:30:54.780]  I really appreciate you having me on and I appreciate you writing this book and getting the information out there
[3:30:58.060 --> 3:31:01.820]  Sold out for more than a year and a half because of supply chain breakdowns
[3:31:02.300 --> 3:31:07.420]  Our best-selling product super blue is finally back in stock the original
[3:31:07.420 --> 3:31:14.460]  Available at info or store.com. It only came in three weeks ago and already half of our stock has sold out
[3:31:14.700 --> 3:31:16.300]  So thank you all for the support
[3:31:16.300 --> 3:31:21.180]  But super blue has a lot of fans and you can get it for 40 off by itself
[3:31:21.420 --> 3:31:24.860]  But when you get it in the trifecta with our activated charcoal toothpaste
[3:31:25.260 --> 3:31:28.460]  Infused with essential oils so great for your mouth and gums
[3:31:28.780 --> 3:31:33.740]  You can get it for 50 off with super coral whitening toothpaste as well
[3:31:33.740 --> 3:31:41.260]  So get the trifecta for 50 off together or 40 off individually at infowarstore.com
[3:31:41.340 --> 3:31:44.300]  You'll have great health with your gums and your mouth and your teeth
[3:31:44.380 --> 3:31:48.380]  And you know you're funding the tip of the spear in the fight against the globalist
[3:31:48.780 --> 3:31:54.700]  Super blue being sold out for more than a year and a half finally back available at infowarstore.com
[3:31:56.620 --> 3:31:59.100]  DNA force plus
[3:31:59.100 --> 3:32:05.740]  After almost a year of being out of stock is now exclusively available at infowarstore.com
[3:32:06.700 --> 3:32:13.740]  PQQ and CoQ10 are on record as making the telomeres and your DNA last longer
[3:32:14.380 --> 3:32:17.740]  This is as close as the fountain of youth as you're going to get
[3:32:18.540 --> 3:32:21.740]  And on top of that this great product funds the info war
[3:32:21.740 --> 3:32:28.780]  Which defends liberty and freedom and your second amendment and your first amendment and so much more at a critical time
[3:32:29.820 --> 3:32:36.460]  So it is a true 360 win-win situation when you go to infowarstore.com and get DNA force plus
[3:32:36.940 --> 3:32:39.660]  Finally our flagship product back at stock
[3:32:40.380 --> 3:32:42.140]  It keeps us on the air
[3:32:42.140 --> 3:32:46.380]  And it's going to sell out quick but despite that we're offering it for 50
[3:32:46.380 --> 3:32:56.140]  3% off at infowarstore.com to support our long time viewers and listeners and for new folks to take advantage of it
[3:32:57.820 --> 3:33:03.820]  Leading a frontal assault on the lies of the new world order. It's alex jones
[3:33:03.820 --> 3:33:17.100]  Back here with you on the alex jones show. So glad to be a part of your day today. I'm k dally your guest host and
[3:33:17.420 --> 3:33:21.820]  You know, I don't mind talking about this subject because it's such a boneheaded subject
[3:33:22.140 --> 3:33:29.900]  I hate to be mean, but if you still believe in this 60 years later, and I always say, you know, you have your your climate
[3:33:29.900 --> 3:33:39.180]  Theorists, okay. That is a true theory. They they believe a theory now to be fair. They could say the same thing about me, right?
[3:33:39.980 --> 3:33:45.660]  I think the fed the federal reserve is going to go belly up. I think I think our currency is over
[3:33:46.140 --> 3:33:49.340]  I think that government is trying to control and take liberty
[3:33:50.140 --> 3:33:53.660]  Now which one of us truly has history backing us up?
[3:33:53.660 --> 3:34:02.940]  I'm going to go with me. I'm going to go with me. I actually have history backing me up because what is government capable of? Only one thing
[3:34:03.660 --> 3:34:06.060]  They can only move forward to strip your liberty
[3:34:06.700 --> 3:34:14.860]  And to do it under lies. That's what they've always done for centuries. And when I study history, this is this is what you see
[3:34:15.900 --> 3:34:17.500]  climate theorists
[3:34:17.500 --> 3:34:24.860]  So coincidence theorists and climate theorists believe that the world is going to end for 60 years
[3:34:25.900 --> 3:34:27.180]  now
[3:34:27.180 --> 3:34:36.220]  Climate change has always put out 10 years ahead. Why is that? Well, if they did 20 years, you wouldn't pay any attention and it wouldn't catch your immediate focus
[3:34:36.540 --> 3:34:38.540]  Okay, 20 years is too long
[3:34:38.620 --> 3:34:45.500]  But if you make it 10 years that at the beginning of every decade, you're going to die at the end of every decade conveniently
[3:34:45.500 --> 3:34:47.980]  And then we start again. We start anew
[3:34:48.860 --> 3:34:50.060]  so in the
[3:34:50.060 --> 3:34:52.060]  60s in the 70s
[3:34:52.860 --> 3:35:00.620]  Life magazine time magazine was promising us that we were going to be doomed and turned into icicles and the biggest freeze to ever hit mankind
[3:35:00.860 --> 3:35:03.900]  By 1979 did it happen? No
[3:35:04.380 --> 3:35:10.220]  And then in the 80s the warming started again with gore and uh, and I'll talk about that for just a moment
[3:35:10.220 --> 3:35:15.820]  So in 1970 earth day, right earth day had its big debut
[3:35:15.980 --> 3:35:22.620]  And of course new york times had a huge article about this and it was like, oh the earth the earth the earth the mother earth
[3:35:22.940 --> 3:35:25.820]  We should all worship the earth forget about god just worship the earth
[3:35:26.300 --> 3:35:32.860]  And uh, and that and they also played the indian crying commercials and all of a sudden everybody was polluting everywhere
[3:35:33.340 --> 3:35:36.380]  Now as you were probably driving around if you were alive in this era
[3:35:36.380 --> 3:35:43.260]  You were driving around and noticing that no not everybody was polluting everything but they wanted you to think that every body of water was now
[3:35:44.060 --> 3:35:50.460]  Becoming extinct and that we were just trashing the place all of the sudden after years of never mentioning this at all
[3:35:50.780 --> 3:35:56.140]  We get to the 1970s and we have the crying indian who wasn't even an indian. He was actually italian
[3:35:56.780 --> 3:36:04.220]  Dressed up with a feather in his head to tell us that we were ruining every lake and every body of water and every piece of land in america
[3:36:04.220 --> 3:36:11.340]  And of course the epa got rolling 10,000 employees overnight and all of a sudden we had a huge agency
[3:36:12.140 --> 3:36:14.140]  To then go into the 70s to hide
[3:36:14.940 --> 3:36:19.740]  Um, what was also considered the oil shortage at the time, which wasn't actually going on
[3:36:19.820 --> 3:36:27.180]  We have plenty of reserves here, but they wanted it to look like uh to look like the world was being upended by everything
[3:36:27.820 --> 3:36:31.260]  Environmental that had to do with gas and oil everything else, right?
[3:36:31.260 --> 3:36:34.220]  And this is what started this whole nonsense
[3:36:34.540 --> 3:36:37.900]  But let me bring you back because I like to go back in history and look at headlines a little bit
[3:36:38.220 --> 3:36:47.580]  The harvard biologist george walled estimated that civilization would end by 1985 or 2000 unless immediate action was taken against problems facing mankind
[3:36:48.060 --> 3:36:51.900]  And so people heard this over and over and over again paul ehrlich
