[00:00:04.735 --> 00:00:06.256]  It is Wednesday.
[03:34:34.196 --> 03:34:43.382]  And you can also do a combo and get both of them, and then get my CD with the music of two of my films by Graham Reynolds.
[03:34:44.643 --> 03:34:46.444]  For absolutely free.
[03:34:46.444 --> 03:34:55.471]  And we have a discount where you can get my, the music of my films by Graham Reynolds at a discount when you get one of Steve Voss' albums as well.
[03:34:55.471 --> 03:34:57.433]  So that's up on InfoWars.com.
[03:34:57.433 --> 03:35:01.336]  You can also go to SteveVoss.com and get his DVDs.
[03:35:01.336 --> 03:35:07.761]  I keep calling them DVDs because I'm a filmmaker and I'm always thinking about DVDs.
[03:35:07.761 --> 03:35:08.302]  CDs!
[03:35:08.982 --> 03:35:13.107]  Man, I tell you, sometimes I get something in my head and I just can't get it out of my head.
[03:35:13.107 --> 03:35:14.750]  Going back to Steve Voss.
[03:35:14.750 --> 03:35:17.613]  Steve, the country is really in real peril now.
[03:35:17.613 --> 03:35:22.580]  I mean, we knew a long time ago that globalism and corruption and government corruption was out of control.
[03:35:22.580 --> 03:35:25.363]  Now, the dollars plunging, GMs,
[03:35:26.024 --> 03:35:28.025]  Being federalized and bankrupt.
[03:35:28.025 --> 03:35:31.107]  Chrysler's been sold to the Bilderberg Group-owned Fiat.
[03:35:31.107 --> 03:35:33.509]  They're openly announcing world government.
[03:35:33.509 --> 03:35:37.372]  Openly announcing a bank of the world will pay our carbon taxes to.
[03:35:37.372 --> 03:35:41.995]  Openly announcing FEMA camps for our safety.
[03:35:41.995 --> 03:35:45.657]  I mean, this is even starting to freak me out and I've been expecting all this to happen.
[03:35:45.657 --> 03:35:46.158]  What about you?
[03:35:47.850 --> 03:35:50.191]  You know, I go back to the basics.
[03:35:50.191 --> 03:36:00.778]  It's like we keep drifting farther and farther away from what this country's founders envisioned and intended.
[03:36:00.778 --> 03:36:06.822]  And, you know, it's incremental, I suppose you could say, over the last 20 years or so, but now
[03:36:07.575 --> 03:36:08.075]  Absolutely.
[03:36:08.075 --> 03:36:12.239]  And they love to say it's anti-military, but it's not anti-military when you have
[03:36:33.050 --> 03:36:47.601]  Seventy plus percent of the donations given by the troops to Ron Paul, not to other candidates, and you have Ron Paul speaking out against all these urban warfare drills, Northcom announcing they're going to police the American people.
[03:36:47.601 --> 03:36:53.466]  You know, the troops don't want to do this, and I know the people don't want this.
[03:36:53.466 --> 03:37:00.892]  Where do you see this country going if we don't energize a mass awakening and a realization that we're going down the tubes towards tyranny?
[03:37:02.273 --> 03:37:05.397]  Hell in a handbasket.
[03:37:05.397 --> 03:37:08.902]  I mean, it's as simple as that.
[03:37:08.902 --> 03:37:13.509]  Now they're floating this idea of adding a value-added tax to pay for healthcare.
[03:37:14.373 --> 03:37:19.457]  And, you know, federal control of virtually everything you can imagine.
[03:37:19.457 --> 03:37:21.718]  And I think the folks in Texas have the right idea.
[03:37:21.718 --> 03:37:32.906]  And I'm going to give serious thought to moving down there, not just coming down there to sing, because they're talking about, you know what, maybe we're going to back out of this thing being part of the United States of America.
[03:37:32.906 --> 03:37:35.427]  We are in deep, deep trouble, folks.
[03:37:35.427 --> 03:37:37.829]  I mean, I'm not chicken little saying the sky is falling.
[03:37:37.829 --> 03:37:40.351]  All you've got to do is read even the mainstream press.
[03:37:40.351 --> 03:37:43.893]  And if you don't realize we're in deep trouble, then you need to get your eyes checked.
[03:37:44.994 --> 03:37:46.196]  Well, you're right.
[03:37:46.196 --> 03:37:53.426]  You know, what's happening is we need the states to declare sovereignty and reconstitute the federal government.
[03:37:53.426 --> 03:37:57.511]  And we have to secede, but the globalists
[03:37:59.167 --> 03:38:04.512]  Are in control, as you know, Steve, of the Congress and both major political parties.
[03:38:04.512 --> 03:38:06.614]  And people think, oh, I want free health care.
[03:38:06.614 --> 03:38:08.316]  That won't be free health care.
[03:38:08.316 --> 03:38:15.762]  That will be just like they take $1 from the states and send 30 cents back on average, 33 cents back on average with strings attached.
[03:38:16.403 --> 03:38:20.787]  They are coming in with all these strings attached to control our lives.
[03:38:20.787 --> 03:38:22.048]  This is going to be eugenics.
[03:38:22.048 --> 03:38:24.070]  This is going to be government control.
[03:38:24.070 --> 03:38:27.113]  This is going to be paid for government abortions.
[03:38:27.113 --> 03:38:32.017]  And I've got an article here with a judge saying I'll give you probation if you get sterilized.
[03:38:32.017 --> 03:38:36.381]  This is government eugenics healthcare that I cover in my film Endgame.
[03:38:36.381 --> 03:38:39.744]  You don't want the government in control of something like this.
[03:38:39.744 --> 03:38:42.466]  They can use it as a tool to control people.
[03:38:42.466 --> 03:38:43.267]  They already are.
[03:38:45.106 --> 03:38:47.727]  Yeah, it's absolutely frightening.
[03:38:47.727 --> 03:39:01.111]  In my simplistic view, I think we need to go back to the old, old days of citizen lawmakers that go and serve a term for two years or six years, then they go home and go back to their farm.
[03:39:01.111 --> 03:39:03.992]  We've got to get back to basics and common sense here.
[03:39:04.762 --> 03:39:17.687]  Uh, the only piece I find in all of this, the only thing that gives me comfort is we have a farm out in the hinterlands of Virginia that is a long time before anybody can find it, let alone try and take control of it.
[03:39:17.687 --> 03:39:20.208]  And, you know, that's our safety valve.
[03:39:20.208 --> 03:39:27.871]  Uh, you know, because I'm not real optimistic at this point that even if everybody wakes up tomorrow that we're going to be able to fight the forces that are in charge.
[03:39:28.476 --> 03:39:29.336]  Well, I agree with you.
[03:39:29.336 --> 03:39:30.697]  Here's the problem.
[03:39:30.697 --> 03:39:34.597]  Earlier, before you were on, I covered the cyber security grid.
[03:39:34.597 --> 03:39:39.158]  They admit they're thumbprinting biometrically the kids in school without even asking the parents.
[03:39:39.158 --> 03:39:49.861]  They got face scanning cameras, license plate reading cameras, North American Union hemispheric travel passes, no fly list for gun owners, no guns for people on no fly list.
[03:39:50.601 --> 03:39:50.822]  I don't
[03:40:07.262 --> 03:40:18.570]  Bureaucrats arresting Amish for selling cheese and milk to other Amish, arresting Amish for not getting license plates now, arresting people selling eggs and watermelons without a permit on the side of the highway.
[03:40:18.570 --> 03:40:20.491]  I mean, Steve, I'm sure you know about this.
[03:40:20.491 --> 03:40:33.780]  They are coming after the farms and ranches, and they're doing it in Europe, too, and Australia, and the Feds are using surveillance satellites with the new environmental laws in these cities and towns where you can't build on your own property.
[03:40:34.580 --> 03:40:38.922]  To go, oh, you built a shed and a SWAT team comes and arrests you?
[03:40:38.922 --> 03:40:43.244]  I mean, they are coming after your farm in Virginia.
[03:40:43.244 --> 03:40:44.665]  They'll get there sooner or later.
[03:40:44.665 --> 03:40:54.250]  You know, the thing that scares me more than anything, I'm sure you saw the story a couple days ago on WorldNetDaily about the folks that were hosting a Bible study out here in San Diego.
[03:40:54.250 --> 03:40:55.891]  Been happening for years.
[03:40:55.891 --> 03:40:56.371]  Yep.
[03:40:56.371 --> 03:40:59.973]  And, you know, the government comes out and says, well, you need a permit to do this.
[03:41:00.560 --> 03:41:01.881]  Need a permit to gather?
[03:41:01.881 --> 03:41:03.442]  You can't have ten people in your house.
[03:41:03.442 --> 03:41:06.684]  That first time I saw that was about ten years ago in Denver.
[03:41:06.684 --> 03:41:10.906]  And then now they're saying, not just Christians, rabbis can't have meetings at their houses.
[03:41:10.906 --> 03:41:13.868]  I mean, this is a right of assembly First Amendment.
[03:41:13.868 --> 03:41:15.169]  Yeah, tell folks about that.
[03:41:16.221 --> 03:41:17.202]  Oh, God.
[03:41:17.202 --> 03:41:25.106]  You know, it was folks with a Bible study right here in San Diego, and somebody from zoning shows up at the front door and says, well, are you having these gatherings?
[03:41:25.106 --> 03:41:26.106]  Are you saying amen?
[03:41:26.106 --> 03:41:28.408]  Are you reading from the Bible and all that stuff?
[03:41:28.408 --> 03:41:32.170]  And they were going to tell them they had to get a conditional use permit or a major use permit.
[03:41:32.170 --> 03:41:34.811]  Something like that was going to cost tens of thousands of dollars.
[03:41:35.490 --> 03:41:44.837]  Well, the defecation hit the rotary oscillator on that one because people found out thanks to World Net Daily and then it made it into the local papers here and, you know, the county is back down.
[03:41:44.837 --> 03:41:48.239]  But I think it's just the tip of the iceberg.
[03:41:48.239 --> 03:41:57.146]  You know, the other thing that concerns me greatly is the fact that you look at the numbers of how the Muslim population of the United States is growing and, you know, now we've got
[03:41:57.887 --> 03:42:03.350]  President Barack Hussein Obama saying, well, you know, we really are one of the largest Muslim countries in the world.
[03:42:03.350 --> 03:42:07.313]  I mean, my God, have we lost our bearing so badly?
[03:42:07.313 --> 03:42:10.234]  I guess for now the answer is yes.
[03:42:10.234 --> 03:42:13.156]  Well, by the way, Steve, I never even got to this.
[03:42:13.156 --> 03:42:18.960]  Kurt Nemo did a story this morning with just the headline from the ABC News article.
[03:42:20.421 --> 03:42:24.624]  Where Obama begins to announce his Muslim roots.
[03:42:24.624 --> 03:42:26.986]  Not even saying it was good or bad.
[03:42:26.986 --> 03:42:32.231]  We just stated that he denied all these roots that were public and said it was a conspiracy theory.
[03:42:32.231 --> 03:42:34.172]  Whether it's good, bad, or indifferent.
[03:42:34.172 --> 03:42:37.655]  And then now he's using it saying, yeah, I'm basically a Muslim.
[03:42:37.655 --> 03:42:39.036]  We know he went to Muslim schools.
[03:42:39.036 --> 03:42:40.337]  His dad was a Muslim.
[03:42:40.337 --> 03:42:43.320]  With Odinga, his cousin, they told him.
[03:42:44.887 --> 03:42:49.392]  In Senate letterhead, go ahead and contest the election and engage in violence.
[03:42:49.392 --> 03:42:53.537]  I mean, Obama really is a terrorist in every sense of the word.
[03:42:53.537 --> 03:42:55.280]  And I don't think he's really, quote, a Muslim.
[03:42:55.280 --> 03:42:56.181]  I think he uses that.
[03:42:56.181 --> 03:42:57.542]  He's a chameleon.
[03:42:57.542 --> 03:43:00.245]  He really works for offshore banks to take over this country.
[03:43:00.245 --> 03:43:03.229]  But all these commenters in the article were telling me
[03:43:04.170 --> 03:43:16.799]  That I was making this up when all I was doing was, because I called Kurt this morning and asked him to do a story, and he did, when all we were doing was, I'm looking for the article, was pointing out what he said in speeches!
[03:43:16.799 --> 03:43:27.446]  You know, it's like he introduces all this gun control legislation, the most draconian ever, we list the gun bills, and people send me threatening emails saying, you're a liar, there's no gun bills.
[03:43:27.446 --> 03:43:28.807]  I mean, can you comment on that?
[03:43:30.539 --> 03:43:35.301]  Only that some people are so damn blind because they don't want to see.
[03:43:35.301 --> 03:43:37.362]  You know, the facts are the facts.
[03:43:37.362 --> 03:43:54.168]  And, you know, regardless of what we think about Barack Hussein Obama, the fact is that he's taken this country towards socialism or Marxism, whatever color you want to call it, and it's so far from what the founders intended for this country, it ought to scare us all to death.
[03:43:55.293 --> 03:43:58.996]  And notice, the deeper they get us down this road, Steve Voss, it only gets worse.
[03:43:58.996 --> 03:44:03.159]  Their solutions always only make it worse.
[03:44:03.159 --> 03:44:07.683]  Yeah, you know, but they're going to give us all health care and they're going to manage it.
