[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[03:23:07.552 --> 03:23:12.593]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[03:23:12.593 --> 03:23:17.594]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that it could even happen again.
[03:23:18.163 --> 03:23:23.384]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[03:23:23.384 --> 03:23:30.486]  They call it a Survival Seed Bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[03:23:30.486 --> 03:23:31.606]  And here's the best part.
[03:23:31.606 --> 03:23:38.308]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[03:23:38.308 --> 03:23:41.489]  So visit them today at SurvivalSeedBank.com.
[03:23:41.489 --> 03:23:43.709]  That's SurvivalSeedBank.com.
[03:23:43.709 --> 03:23:44.629]  Or give them a call at 877-327-0365.
[03:23:48.291 --> 03:23:49.712]  That's 877-327-0365.
[03:23:49.712 --> 03:23:57.337]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[03:23:57.337 --> 03:24:08.004]  This is Alex Jones for survivalseedbank.com.
[03:24:08.004 --> 03:24:10.486]  Monday through Friday from 11 a.m.
[03:24:10.486 --> 03:24:11.247]  to 3 p.m.
[03:24:11.247 --> 03:24:12.728]  Central Standard Time.
[03:24:13.905 --> 03:24:16.628]  We are here live, ladies and gentlemen.
[03:24:16.628 --> 03:24:19.210]  Don't forget, Sundays, 4 to 6 p.m.
[03:24:19.210 --> 03:24:21.993]  Central Standard Time.
[03:24:21.993 --> 03:24:32.242]  We will continue to watch this North Korea situation with the truce of 56 years being broken and a state of war now effectively being in place.
[03:24:32.242 --> 03:24:34.905]  Continue to watch the destabilization of Pakistan by design.
[03:24:36.564 --> 03:24:46.864]  We will continue to watch all the different activities that are taking place with Israel and Iran, NATO manipulating and trying to start a war with Russia.
[03:24:46.864 --> 03:24:48.026]  We are in interesting times.
[03:24:49.335 --> 03:24:53.678]  GM says bondholder offer fails, bankruptcy looms.
[03:24:53.678 --> 03:25:06.026]  That's the type of news that we have here as the Feds take that over with your tax money, $19.4 billion in loans, so GM can move its main principal operations to China and Brazil.
[03:25:06.026 --> 03:25:07.127]  And that's on record.
[03:25:07.127 --> 03:25:11.130]  They are moving to China and Brazil and will manufacture what the government says.
[03:25:11.130 --> 03:25:12.071]  Talk about power!
[03:25:12.071 --> 03:25:17.194]  The few GM factories or jobs that stay here will now be dictated by the federal government.
[03:25:17.194 --> 03:25:18.375]  I mean, this is, uh,
[03:25:20.131 --> 03:25:25.355]  This is the end, my friend, of the free republic, unless we use their attack as a way to wake people up and say no to it.
[03:25:25.355 --> 03:25:29.879]  That's why they want economic implosion, is to terrorize the public into going along with them.
[03:25:29.879 --> 03:25:34.263]  I just want to spend three or four minutes with you, and then we've got a guest popping in for ten minutes, then more of your calls.
[03:25:34.263 --> 03:25:37.265]  I wanted to bring Jim Newcomer up, because he hadn't been on in a few days with us.
[03:25:37.265 --> 03:25:39.927]  Gold has been flat at $9.559 billion.
[03:25:41.909 --> 03:25:44.211]  Sixty or so the last few days.
[03:25:44.211 --> 03:25:52.077]  It's been holding up though at that amount and they're at the very very tail end of some of that gold Ted got four weeks ago.
[03:25:52.077 --> 03:25:56.201]  Four weeks ago at the 880 level and he factors that into what he sells it.
[03:25:56.201 --> 03:26:03.867]  They're at the very end of some of the Franks, some of the Sovereigns, some of the other golds going up, but still is the best deal out there in the industry.
[03:26:03.867 --> 03:26:07.950]  They still have the silver at the insane price with those
[03:26:09.434 --> 03:26:10.635]  Franklin, half dollars.
[03:26:10.635 --> 03:26:11.955]  I don't know about the Lakotas.
[03:26:11.955 --> 03:26:13.016]  I didn't ask him.
[03:26:13.016 --> 03:26:17.058]  Jim Newcomer, give us the Midas Resources specials of the day.
[03:26:17.058 --> 03:26:18.798]  Okay, Alex, I'd be glad to.
[03:26:18.798 --> 03:26:24.221]  The $20 Liberty, the VF, the private gold, pre-$33, is at $16.27.
[03:26:24.221 --> 03:26:27.662]  The $10, that's the half ounce coin, is at $7.99.
[03:26:27.662 --> 03:26:30.484]  We do have the Lakota Silver, but that price had to go up.
[03:26:30.484 --> 03:26:34.525]  That's at $20.50 now, or $410 a roll.
[03:26:34.525 --> 03:26:36.286]  People have still been calling in, buying it.
[03:26:36.286 --> 03:26:37.507]  Silver really offers
[03:26:38.231 --> 03:26:40.252]  A great opportunity here.
[03:26:40.252 --> 03:26:45.515]  The Franklin half dollars are at $8.80 or $176 a roll.
[03:26:45.515 --> 03:26:49.197]  Now to explain to people, that's basically what you buy them for.
[03:26:49.197 --> 03:26:52.598]  You're not going to find these anywhere near that, the way Silver's moved up.
[03:26:52.598 --> 03:26:53.599]  Still $8.80.
[03:26:53.599 --> 03:26:55.020]  How long until those run out?
[03:26:55.020 --> 03:26:57.221]  Because most of those other deals have run out.
[03:26:57.221 --> 03:26:59.982]  Well, when Ted gets back, he's going to talk to them.
[03:26:59.982 --> 03:27:03.764]  I don't know how many he secured at that price, but we did run out of the original.
[03:27:03.764 --> 03:27:05.665]  We did have to go out and acquire more.
[03:27:06.577 --> 03:27:12.980]  And our costs went up on it fairly significantly, but we're doing our best to hold these prices down so that everybody can get involved.
[03:27:12.980 --> 03:27:14.740]  It's important that they do.
[03:27:14.740 --> 03:27:17.221]  You know, you talked about the world events and things.
[03:27:17.221 --> 03:27:23.243]  This world's about to just explode here, and that's going to put a lot, a lot of pressure on the metals.
[03:27:23.243 --> 03:27:27.025]  But we do have the Sovereigns at $278.90, and the Franks at $225.90.
[03:27:27.025 --> 03:27:29.826]  They're exceptional opportunities.
[03:27:29.826 --> 03:27:31.586]  They're not going to get any cheaper.
[03:27:31.586 --> 03:27:33.347]  So, folks, give us a call here at 800-686-2237.
[03:27:36.244 --> 03:27:38.866]  If you have any questions at all, give us a call.
[03:27:38.866 --> 03:27:42.829]  We have 25 brokers here, so somebody will be here to answer your questions.
[03:27:42.829 --> 03:27:46.492]  Now, Jim Newcomer, what about the Franks and the Sovereigns?
[03:27:46.492 --> 03:27:51.777]  Am I correct in saying that we're at the very end of those special deals, or is that over too?
[03:27:51.777 --> 03:27:55.720]  Well, we did have to raise the price on those slightly, but Ted's over there in Europe now.
[03:27:55.720 --> 03:28:02.385]  He's trying to secure a supply that's going to be able to let us drop the price on it, but we won't know that until he gets back.
[03:28:02.385 --> 03:28:03.286]  But we did have to
[03:28:03.988 --> 03:28:07.350]  We did have to rate it slightly through our current supplier on it.
[03:28:07.350 --> 03:28:09.271]  Yeah, because you're having to buy it.
[03:28:09.271 --> 03:28:10.872]  So again, how much for the francs?
[03:28:10.872 --> 03:28:11.812]  How much for the sovereigns?
[03:28:11.812 --> 03:28:12.833]  Okay, the sovereigns are at $278.90.
[03:28:12.833 --> 03:28:15.634]  That's a quarter ounce coin.
[03:28:15.634 --> 03:28:16.355]  The francs are at $225.90.
[03:28:16.355 --> 03:28:17.375]  That's a fifth ounce coin.
[03:28:19.726 --> 03:28:22.228]  That's 800-686-2237.
[03:28:22.228 --> 03:28:32.417]  Great prices, great prices on gold, excellent prices, amazing prices on silver, especially those half dollars, those silver half dollars.
[03:28:32.417 --> 03:28:32.697]  800-686-2237.
[03:28:32.697 --> 03:28:41.504]  And you're selling those Lakotas for three, four bucks under what almost everybody else that I've seen is selling them for.
[03:28:41.504 --> 03:28:41.744]  So 800-686-2237.
[03:28:45.307 --> 03:28:59.424]  Folks, I believe in precious metals, and to me they're a hedge against inflation, they're a diversification, they're an emergency backup plan, but for people that are heavily invested in the stock market and annuities and all these things that aren't insured, or even the banks, you're
[03:29:00.265 --> 03:29:06.150]  Really, I think, irresponsible if you don't look strongly at moving part of your assets into silver and gold today.
[03:29:06.150 --> 03:29:08.131]  And the place to get it is Midas Resources.
[03:29:08.131 --> 03:29:12.655]  That's where I get my precious metals.
[03:29:12.655 --> 03:29:13.155]  1-800-686-2237.
[03:29:13.155 --> 03:29:15.698]  800-686-2237.
[03:29:15.698 --> 03:29:18.280]  Jim Newcomer, thank you so much for spending time with us.
[03:29:18.280 --> 03:29:20.221]  Will the brokers be there until midnight tonight?
[03:29:20.221 --> 03:29:21.642]  There will be people here until midnight.
[03:29:21.642 --> 03:29:21.923]  Yes, sir.
[03:29:22.566 --> 03:29:23.268]  All right, thank you.
[03:29:23.268 --> 03:29:24.030]  Yes, sir, to you.
[03:29:24.030 --> 03:29:27.337]  That is the Chief Financial Analyst there at Minus Resources.
[03:29:27.337 --> 03:29:28.761]  Helps Ted do a lot of his buying.
[03:29:28.761 --> 03:29:29.943]  Thank you, Jim Newcomer.
[03:29:29.943 --> 03:29:31.387]  Have a great day.
[03:29:31.387 --> 03:29:31.687]  You bet. 800.
[03:29:34.010 --> 03:29:34.970]  686-2237.
[03:29:34.970 --> 03:29:37.411]  I am Alex Jones.
[03:29:37.411 --> 03:29:41.854]  This is the one and only GCN Radio Network in association with Infowars.com.
[03:29:41.854 --> 03:29:43.895]  Last caller was telling me to put more shows on.
[03:29:43.895 --> 03:29:44.955]  Uh-uh.
[03:29:44.955 --> 03:29:47.557]  I don't want a radio or TV network, folks.
[03:29:47.557 --> 03:29:51.859]  I got Burmess here as my doppelganger apprentice stand-in.
[03:29:51.859 --> 03:29:53.260]  We're on the march.
[03:29:53.260 --> 03:29:55.781]  The empire's on the run.
[03:29:55.781 --> 03:29:58.463]  Alex Jones and the GCN Radio Network.
[03:30:01.730 --> 03:30:10.377]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[03:30:10.377 --> 03:30:15.221]  Many studies have shown that the majority of Americans are deficient in minerals.
[03:30:15.221 --> 03:30:20.405]  Deficiency in any one of the more important minerals actually results in disease.
[03:30:20.945 --> 03:30:30.289]  Go to RawOrganicVeganSuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[03:30:30.289 --> 03:30:34.791]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[03:30:34.791 --> 03:30:36.291]  Folks, you've got to try this.
[03:30:36.291 --> 03:30:42.454]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[03:30:42.774 --> 03:30:48.758]  Many foods today have herbicides, pesticides, fungicides, and insecticides that were not intended for human consumption.
[03:30:48.758 --> 03:30:54.202]  Go to raworganicvegansuperfoods.com today and see some of the amazing products available.
[03:30:54.202 --> 03:30:57.044]  You are what you eat, so eat what your body needs.
[03:30:57.044 --> 03:31:02.047]  Remember to go to raworganicvegansuperfoods.com today.
[03:31:02.047 --> 03:31:04.609]  In the New World Order's war against humanity,
[03:31:05.234 --> 03:31:07.856]  Barack Obama is the tip of the spear.
[03:31:07.856 --> 03:31:14.823]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[03:31:15.436 --> 03:31:22.020]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:31:22.020 --> 03:31:24.001]  Well, Obama's already fudging.
[03:31:24.001 --> 03:31:26.502]  He's fudged since day one in this election.
[03:31:26.502 --> 03:31:37.308]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[03:31:38.067 --> 03:31:39.748]  It's not about left or right.
[03:31:39.748 --> 03:31:41.589]  It's about a one-world government.
[03:31:41.589 --> 03:31:48.513]  This film documents who Obama works for, the lies he is told, and his real agenda.
