[00:00.000 --> 00:02.000]  now
[03:46:02.640 --> 03:46:06.640]  As the years went on, and more toxins were pumped into the environment,
[03:46:06.640 --> 03:46:10.640]  our team knew we had to create a bigger and better formula to help support your gut health.
[03:46:10.640 --> 03:46:14.640]  MycoZX Plus is the result of the search for that formula,
[03:46:14.640 --> 03:46:19.640]  a unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[03:46:19.640 --> 03:46:22.640]  There's no better product to help your body fight back.
[03:46:22.640 --> 03:46:25.640]  MycoZX Plus helps support a healthy microbial balance in the body,
[03:46:25.640 --> 03:46:27.640]  supports your digestive tract,
[03:46:27.640 --> 03:46:31.640]  and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[03:46:31.640 --> 03:46:35.640]  Powered by an impressive list of ingredients, including grapefruit seed extract,
[03:46:35.640 --> 03:46:41.640]  poudarco bark, and grape seed extract, our formula is fueled by ingredients that stood the test of time
[03:46:41.640 --> 03:46:43.640]  as powerful microbalancing properties.
[03:46:43.640 --> 03:46:48.640]  Pick up a bottle of the new and improved MycoZX Plus today at infowarslife.com.
[03:46:48.640 --> 03:47:14.640]  You're listening to The Alex Jones Show.
[03:47:14.640 --> 03:47:19.640]  You may be an ambassador to England now, friends.
[03:47:19.640 --> 03:47:24.640]  You may like to gamble. You might like to dance.
[03:47:24.640 --> 03:47:29.640]  You may be the heavyweight champion of the world.
[03:47:29.640 --> 03:47:31.640]  Hey, welcome back, welcome back.
[03:47:31.640 --> 03:47:35.640]  And remember, put your money where your mind is,
[03:47:35.640 --> 03:47:38.640]  keep infowars alive and moving and growing,
[03:47:38.640 --> 03:47:44.640]  and support Alex Jones and all the staff that do the best they can
[03:47:44.640 --> 03:47:48.640]  to bring you what you can't get anywhere else when it comes to news.
[03:47:48.640 --> 03:47:51.640]  Of course, if you want trends news, that's a different story.
[03:47:51.640 --> 03:47:56.640]  But anyway, I was talking about the migrant crisis
[03:47:56.640 --> 03:48:07.640]  and how this is going to be the major issue worldwide for quite a while.
[03:48:07.640 --> 03:48:10.640]  We have population numbers.
[03:48:10.640 --> 03:48:15.640]  If you went back to 1900, that's not ancient history.
[03:48:15.640 --> 03:48:21.640]  There were about 1.5 billion people on the planet around then.
[03:48:21.640 --> 03:48:23.640]  And now what do we have?
[03:48:23.640 --> 03:48:27.640]  What do we add about 6 billion since then?
[03:48:27.640 --> 03:48:34.640]  So it's really self-sustaining economies that really have to make it happen.
[03:48:34.640 --> 03:48:38.640]  And people that are having children to understand,
[03:48:38.640 --> 03:48:44.640]  if you can't support yourself and if you're living in a dangerous area,
[03:48:44.640 --> 03:48:48.640]  why would you bring anybody into that kind of situation?
[03:48:48.640 --> 03:48:51.640]  Just a question to ask.
[03:48:51.640 --> 03:48:59.640]  But the United States and Europe are not prepared to take in more people
[03:48:59.640 --> 03:49:05.640]  when you look at the unemployment rates, particularly in Europe, in Italy rather,
[03:49:05.640 --> 03:49:13.640]  and Greece and Spain of young adults, you're looking at 30% ranges.
[03:49:13.640 --> 03:49:17.640]  And now you're going to bring more people in?
[03:49:17.640 --> 03:49:21.640]  And when you bring more people in and they take more jobs,
[03:49:21.640 --> 03:49:25.640]  your wages get lower, supply and demand.
[03:49:25.640 --> 03:49:30.640]  So moving on to some other trend issues of importance,
[03:49:30.640 --> 03:49:37.640]  of course the markets are down as we speak, over 400 points.
[03:49:37.640 --> 03:49:43.640]  As you well know, I was the first to call to Trump rally just weeks after he got elected,
[03:49:43.640 --> 03:49:45.640]  and I've been on Alex Jones a lot of years,
[03:49:45.640 --> 03:49:50.640]  and you know when I'm negative on the economy and positive on the economy.
[03:49:50.640 --> 03:49:55.640]  And then as all my colleagues in the same field of mind kept saying it would go down,
[03:49:55.640 --> 03:49:57.640]  I kept saying it would go up.
[03:49:57.640 --> 03:50:03.640]  And then in the Trends Journal in December we said the Trump rally will peak in 2018,
[03:50:03.640 --> 03:50:06.640]  and it'll hit a correction, and it did.
[03:50:06.640 --> 03:50:11.640]  So basically the stocks are overvalued and overleveraged.
[03:50:11.640 --> 03:50:14.640]  We don't see a trade war coming.
[03:50:14.640 --> 03:50:19.640]  China has a $385 billion trade surplus with us.
[03:50:19.640 --> 03:50:22.640]  Mexico, $71 billion.
[03:50:22.640 --> 03:50:25.640]  They're making more money than us in those numbers.
[03:50:25.640 --> 03:50:27.640]  It's going to be a negotiation.
[03:50:27.640 --> 03:50:31.640]  It's the art of the deal to quote a Trump.
[03:50:31.640 --> 03:50:35.640]  And so as we're hearing about all this, the markets fluctuating,
[03:50:35.640 --> 03:50:40.640]  there are market fundamentals that are driving down overvalued stocks.
[03:50:40.640 --> 03:50:46.640]  And another big one to look at, if the markets are really in trouble today,
[03:50:46.640 --> 03:50:50.640]  as I see it as a trend forecaster and I don't give financial advice,
[03:50:50.640 --> 03:50:55.640]  gold prices would be shooting through the roof.
[03:50:55.640 --> 03:50:58.640]  They is flat.
[03:50:58.640 --> 03:51:01.640]  And they are in a down hit.
[03:51:01.640 --> 03:51:04.640]  Can't stay over that $1,300 mark.
[03:51:04.640 --> 03:51:09.640]  And you've heard me now for the last five years sound like a broken record?
[03:51:09.640 --> 03:51:14.640]  Gold has to go over $1,475 to break out.
[03:51:14.640 --> 03:51:17.640]  It hasn't done that in five years.
[03:51:17.640 --> 03:51:22.640]  The downside risk we see of gold is around $1,200 an ounce.
[03:51:22.640 --> 03:51:25.640]  So your downside risk is very small.
[03:51:25.640 --> 03:51:27.640]  Again, I'm not giving financial advice.
[03:51:27.640 --> 03:51:29.640]  I'm a trend forecaster.
[03:51:29.640 --> 03:51:35.640]  I say $1,200 an ounce because would you make something
[03:51:35.640 --> 03:51:40.640]  that cost you more than you can sell it for?
[03:51:40.640 --> 03:51:47.640]  And that's what gold is at $1,200 an ounce.
[03:51:47.640 --> 03:51:51.640]  That's what it cost to extract it from the ground.
[03:51:51.640 --> 03:51:57.640]  So those are some trend insights and some other insights are
[03:51:57.640 --> 03:52:03.640]  introducing extend the wise from info wars life
[03:52:03.640 --> 03:52:07.640]  in introductory 35% off sale.
[03:52:07.640 --> 03:52:12.640]  Extender wise is a heart health soft gel supplement
[03:52:12.640 --> 03:52:18.640]  and a 60 day supply that contains CLQ 10,
[03:52:18.640 --> 03:52:24.640]  EPA and garlic extract that focus on providing you with long term
[03:52:24.640 --> 03:52:29.640]  heart cardiovascular and blood vessel support.
[03:52:29.640 --> 03:52:36.640]  Just one of info wars soft gels just one of these soft gels
[03:52:36.640 --> 03:52:44.640]  every day provides as much EPA as 3.6 ounces of salmon
[03:52:44.640 --> 03:52:52.640]  and as much CLQ 10 as five pounds of beef or pork.
[03:52:52.640 --> 03:52:58.640]  And studies have shown that as you age, which I'm doing,
[03:52:58.640 --> 03:53:05.640]  your levels of the incredible CLQ 10 antioxidant decrease.
[03:53:05.640 --> 03:53:11.640]  So to keep up with your body's needs, extend the wise was made
[03:53:11.640 --> 03:53:16.640]  to support your heart health and energy production.
[03:53:16.640 --> 03:53:18.640]  So there you got it.
[03:53:18.640 --> 03:53:19.640]  You know, I talk about more garlic.
[03:53:19.640 --> 03:53:20.640]  I don't have that.
[03:53:20.640 --> 03:53:21.640]  That's one thing I don't need.
[03:53:21.640 --> 03:53:23.640]  I use garlic all the time.
[03:53:23.640 --> 03:53:26.640]  I live on garlic and olive oil and pasta.
[03:53:26.640 --> 03:53:28.640]  I love to cook.
[03:53:28.640 --> 03:53:32.640]  Anyway, moving on and staying on the economy in sorts
[03:53:32.640 --> 03:53:36.640]  as we're talking about the markets.
[03:53:36.640 --> 03:53:39.640]  Gold is a key indicator, but here's something very important
[03:53:39.640 --> 03:53:41.640]  to watch.
[03:53:41.640 --> 03:53:44.640]  Watch what's going on in the emerging markets.
[03:53:44.640 --> 03:53:48.640]  And again, to read past the headlines and not get sold by them.
[03:53:48.640 --> 03:53:52.640]  Beijing eases capital reserve rules to soften impact
[03:53:52.640 --> 03:53:55.640]  of U.S. trade war, financial times, top story.
[03:53:55.640 --> 03:54:01.640]  That's not why they're easing capital reserve rules.
[03:54:01.640 --> 03:54:05.640]  The reason they're doing it is because the Chinese economy's
[03:54:05.640 --> 03:54:06.640]  not doing well.
[03:54:06.640 --> 03:54:09.640]  You're looking at some data coming out of China.
[03:54:09.640 --> 03:54:12.640]  It's back to 22 year lows.
[03:54:12.640 --> 03:54:14.640]  Investment.
[03:54:14.640 --> 03:54:17.640]  They have real problems.
[03:54:17.640 --> 03:54:21.640]  They have a debt to GDP ratio of about 300.
[03:54:21.640 --> 03:54:24.640]  The United States is hovering around 100.
[03:54:24.640 --> 03:54:29.640]  They, they're dead 22 years ago.
[03:54:29.640 --> 03:54:32.640]  Total is about 500 billion.
[03:54:32.640 --> 03:54:36.640]  Today, 30 trillion.
[03:54:36.640 --> 03:54:40.640]  I, if you're interested in where the economies are going,
[03:54:40.640 --> 03:54:43.640]  and by the way, there's a global slowdown.
[03:54:43.640 --> 03:54:46.640]  If you look, I read these numbers all the time coming out
[03:54:46.640 --> 03:54:51.640]  of Germany with Europe, China is a slowdown.
[03:54:51.640 --> 03:54:53.640]  Here's the deal.
[03:54:53.640 --> 03:54:56.640]  As the dollar gets stronger because they're raising interest
[03:54:56.640 --> 03:54:59.640]  rates, that's why you're seeing gold prices go down.
[03:54:59.640 --> 03:55:02.640]  Because gold doesn't pay any interest.
[03:55:02.640 --> 03:55:05.640]  There's an opportunity cost to hold it.
[03:55:05.640 --> 03:55:08.640]  But all that money that was borrowed by those emerging markets,
[03:55:08.640 --> 03:55:12.640]  when the dollar was cheap, the currencies are going down,
[03:55:12.640 --> 03:55:18.640]  they got to pay back that debt with more of their money
[03:55:18.640 --> 03:55:20.640]  as it's being devalued.
[03:55:20.640 --> 03:55:23.640]  Watch what's going on in the emerging markets.
[03:55:23.640 --> 03:55:25.640]  Going back to the stock markets,
[03:55:25.640 --> 03:55:29.640]  all this merger and acquisition activity, AT&T, this one,
[03:55:29.640 --> 03:55:34.640]  that one, the mountains of debt that they are requiring
[03:55:34.640 --> 03:55:38.640]  to do these deals, they have to pay it back.
[03:55:38.640 --> 03:55:45.640]  How are they going to pay it back when interest rates go up
[03:55:45.640 --> 03:55:48.640]  and they have to pay it back with more money
[03:55:48.640 --> 03:55:51.640]  and they're not making that kind of profit?
[03:55:51.640 --> 03:55:55.640]  Like a Toys R Us or a Toys R Goodbye.
[03:55:55.640 --> 03:56:00.640]  So this is why you're seeing market reaction as we view it.
[03:56:00.640 --> 03:56:04.640]  Has very little to do with tariffs and trade.
[03:56:04.640 --> 03:56:09.640]  There's going to be back and forth on this and there should be.
[03:56:09.640 --> 03:56:15.640]  Unless you're at a different camp and you like buying cheap
[03:56:15.640 --> 03:56:18.640]  so you could sell out America.
[03:56:18.640 --> 03:56:23.640]  Rather than paying a little bit more for American quality
[03:56:23.640 --> 03:56:26.640]  made in USA.
[03:56:26.640 --> 03:56:28.640]  And to me, that's the answer.
[03:56:28.640 --> 03:56:32.640]  Everything that we could manufacture here,
[03:56:32.640 --> 03:56:36.640]  that is of the quality that we demand,
[03:56:36.640 --> 03:56:40.640]  made in America's self-sustaining economy.
[03:56:40.640 --> 03:56:45.640]  You boost the economy and then when you do,
[03:56:45.640 --> 03:56:49.640]  then you could start bringing in other people
[03:56:49.640 --> 03:56:52.640]  to create more jobs and build the country.
[03:56:52.640 --> 03:56:57.640]  But right now, look at this infrastructure.
[03:56:57.640 --> 03:56:59.640]  I go on the subways in New York.
[03:56:59.640 --> 03:57:01.640]  It's like a night in Calcutta.
[03:57:01.640 --> 03:57:06.640]  But hey, look at those subways and rail lines
[03:57:06.640 --> 03:57:08.640]  they're building in Pakistan.
[03:57:08.640 --> 03:57:10.640]  Much better than ours.
[03:57:10.640 --> 03:57:12.640]  And who's doing it? The Chinese.
[03:57:12.640 --> 03:57:16.640]  Because the business of China's business only used to make your money.
[03:57:16.640 --> 03:57:19.640]  If America's business keeps being war,
[03:57:19.640 --> 03:57:21.640]  that's not going to be so good.
[03:57:21.640 --> 03:57:24.640]  So we need to go into a different direction.
[03:57:24.640 --> 03:57:27.640]  And to me, it's a self-sustaining economy.
[03:57:27.640 --> 03:57:34.640]  Buy America and buy what Alex Jones gets made in America.
[03:57:34.640 --> 03:57:36.640]  Products that will keep you healthy,
[03:57:36.640 --> 03:57:38.640]  keep you alert,
[03:57:38.640 --> 03:57:42.640]  will keep you young, and most of all, keep you alive.
[03:57:42.640 --> 03:58:11.640]  See you next time. Thanks, Pat.
[03:58:12.640 --> 03:58:41.640]  Thanks, Pat.
[03:58:43.640 --> 03:58:47.640]  Staying healthy on the go is just as important as staying healthy at home.
[03:58:47.640 --> 03:58:50.640]  But sometimes supplements don't work fast enough.
[03:58:50.640 --> 03:58:55.640]  That's why InfoWarsLife has created a powerful new addition to the Super Blue Line.
[03:58:55.640 --> 03:58:57.640]  Super Blue Silver Immune Gargle.
[03:58:57.640 --> 03:59:01.640]  Available in one ounce, three and a half ounce, and 16 ounce bottles,
[03:59:01.640 --> 03:59:05.640]  Immune Gargle is perfect for the bathroom, kitchen, or wherever you go.
[03:59:05.640 --> 03:59:09.640]  The incredible new purifying formula is dentist recommended
[03:59:09.640 --> 03:59:12.640]  for daily use whenever you feel like you need to stay clean.
[03:59:12.640 --> 03:59:15.640]  As a powerful hand purifier or oral cleansing formula,
[03:59:15.640 --> 03:59:20.640]  just a small spray will help you stay clean when you feel surrounded by toxins.
[03:59:20.640 --> 03:59:22.640]  With powerful yet simple ingredients,
[03:59:22.640 --> 03:59:27.640]  Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
