[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[03:48:24.300 --> 03:48:27.363]  Human trafficking is a big problem.
[03:48:27.363 --> 03:48:28.023]  Right.
[03:48:28.023 --> 03:48:29.584]  Prostitution is a big problem.
[03:48:32.225 --> 03:48:41.448]  To make a connotation like, you know, someone's a hoe and a pimp and this and that and you think it's funny or cool about our First Lady, that was said about Michelle Obama.
[03:48:41.448 --> 03:48:42.168]  Are you joking?
[03:48:42.168 --> 03:48:47.249]  I would be everywhere and everyone would say, shame on you.
[03:48:47.249 --> 03:48:49.270]  But for some reason, because she's Slovenian,
[03:48:50.430 --> 03:48:56.380]  Um, you know, and white and Mr. Trump's wife, somehow that feels like it's okay.
[03:48:56.380 --> 03:49:02.950]  But at what point is racism racism and being discriminative toward women in a whole?
[03:49:05.189 --> 03:49:07.210]  It's disgusting.
[03:49:07.210 --> 03:49:19.254]  Those kinds of messages are teaching kids that it's okay to bully and abuse and be uncouth and be rude to an elder or someone in a higher position.
[03:49:19.254 --> 03:49:20.995]  Respect your elders.
[03:49:20.995 --> 03:49:26.397]  Respect people that have earned those four stars, that have earned the right of running the government.
[03:49:26.397 --> 03:49:27.997]  And by the way, he earned the right.
[03:49:27.997 --> 03:49:30.518]  He played the game and he played it better than anyone else.
[03:49:30.518 --> 03:49:32.199]  Everyone was worried about popular votes.
[03:49:32.659 --> 03:49:40.385]  And he understood that, hey, I can hit way more states and go with, you know, with the college, with the collective.
[03:49:40.385 --> 03:49:42.126]  I can go and grab that.
[03:49:42.126 --> 03:49:43.327]  And that's smart to me.
[03:49:43.327 --> 03:49:46.029]  That's not, oh, he was unfair.
[03:49:46.029 --> 03:49:47.651]  He was the smarter of the two candidates.
[03:49:47.651 --> 03:49:51.053]  I mean, I would have thought maybe she would have, how could she not have known that?
[03:49:51.954 --> 03:49:53.034]  How could she not have known that?
[03:49:53.034 --> 03:49:54.115]  Her husband was a president.
[03:49:54.115 --> 03:49:57.596]  I mean, you have to know kind of the stream of how you can catch these votes.
[03:49:57.596 --> 03:50:02.317]  And it was focused on bigger populated areas, but not as many states.
[03:50:02.317 --> 03:50:03.737]  And so everyone's so confused.
[03:50:03.737 --> 03:50:07.198]  Well, the truth is, Kaia, they thought that they were going to rig this thing.
[03:50:07.198 --> 03:50:08.579]  They thought they had it stolen.
[03:50:08.579 --> 03:50:09.699]  They thought they were going to cheat.
[03:50:09.699 --> 03:50:10.839]  And they thought they were going to rig it.
[03:50:10.839 --> 03:50:11.760]  They thought they had the votes.
[03:50:11.760 --> 03:50:13.480]  They thought they had the illegals.
[03:50:13.480 --> 03:50:14.180]  And they lost.
[03:50:14.180 --> 03:50:15.161]  They didn't get the numbers.
[03:50:15.161 --> 03:50:16.601]  It was a complete landslide for Trump.
[03:50:16.601 --> 03:50:19.122]  We're joined by Kaia Jones, formerly of the Pussycat Dolls.
[03:50:19.702 --> 03:50:21.343]  Now, I want to get to this on the other side.
[03:50:21.343 --> 03:50:22.564]  We're about to take a break here.
[03:50:22.564 --> 03:50:29.028]  And by the way, I think that we probably should have maybe slapped a pair of handcuffs on Bow Wow, not just across the side of the head.
[03:50:29.028 --> 03:50:32.931]  But I get the feeling that there may be some politics involved here.
[03:50:32.931 --> 03:50:37.414]  But behind the scenes, people like Snoop Dogg, people like Bow Wow, people like Madonna.
[03:50:37.414 --> 03:50:38.295]  These are all people.
[03:50:38.295 --> 03:50:38.935]  Lady Gaga.
[03:50:38.935 --> 03:50:41.497]  These are all people with albums that are set for release.
[03:50:41.497 --> 03:50:45.640]  All of a sudden, they make a negative comment about Donald Trump and they get publicity across the board.
[03:50:45.640 --> 03:50:47.101]  I think there might be something more to that.
[03:50:47.341 --> 03:50:49.765]  We're going to get the answer from Kaia Jones on the other side.
[03:50:49.765 --> 03:50:52.569]  Leanne McAdoo, Owen Schroer, Kaia Jones, Alex Jones Show.
[03:50:52.569 --> 03:50:53.971]  Final segment on the other side.
[03:51:01.078 --> 03:51:03.639]  Are you happy washing your hands with harsh chemicals?
[03:51:03.639 --> 03:51:05.779]  Are you happy doing laundry with detergents?
[03:51:05.779 --> 03:51:07.760]  Are you happy paying high prices?
[03:51:07.760 --> 03:51:09.821]  Find your happiness with Pure Soap.
[03:51:09.821 --> 03:51:14.682]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:51:14.682 --> 03:51:15.562]  Buy in bulk.
[03:51:15.562 --> 03:51:18.483]  Get a 12-, 36-, or 48-month supply.
[03:51:18.483 --> 03:51:20.924]  Or get items individually and still save big.
[03:51:21.184 --> 03:51:24.486]  You're getting soap products twice as good as what you're using now.
[03:51:24.486 --> 03:51:26.747]  Earth-friendly and natural soaps.
[03:51:26.747 --> 03:51:28.508]  Your family deserves the best.
[03:51:28.508 --> 03:51:31.169]  Happiness is 5starsoap.com.
[03:51:31.169 --> 03:51:33.950]  Why not put your money up the drain for a change?
[03:51:33.950 --> 03:51:40.293]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:51:40.293 --> 03:51:47.497]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[03:51:47.497 --> 03:51:49.638]  Soaps made from vegetable and coconut oils.
[03:51:49.958 --> 03:51:53.641]  See their full selection of soaps at 5starsoap.com.
[03:51:53.641 --> 03:51:56.403]  That's F-I-V-E, starsoap.com.
[03:51:56.403 --> 03:52:00.606]  Or call 1-800-340-7091 for a catalog.
[03:52:00.606 --> 03:52:02.007]  Hi, this is Ron Paul.
[03:52:02.007 --> 03:52:05.269]  I am a former congressman, physician, and presidential candidate.
[03:52:05.269 --> 03:52:06.790]  The world is in turmoil.
[03:52:06.790 --> 03:52:11.334]  Things like Ebola, earthquakes, wars, and famines are commonplace.
[03:52:11.334 --> 03:52:14.436]  As Americans, we are largely sheltered from these events.
[03:52:14.436 --> 03:52:18.119]  However, in parts of the world, just having enough food is a huge problem.
[03:52:18.399 --> 03:52:22.822]  For some of us, there is the nagging thought that we may not always have it so good.
[03:52:22.822 --> 03:52:25.703]  So we keep some food on hand just in case.
[03:52:25.703 --> 03:52:29.406]  My family and I have found a product that helps us do this better.
[03:52:29.406 --> 03:52:31.927]  It's a home freeze dryer from Harvest Right.
[03:52:31.927 --> 03:52:35.529]  With it, we eat healthier and store a little more food.
[03:52:35.529 --> 03:52:40.692]  We freeze dry everything we love to eat, and it lasts up to 25 years.
[03:52:40.692 --> 03:52:42.753]  Who knows what the future will bring?
[03:52:42.753 --> 03:52:46.796]  One thing's certain, my family and I will always have food on the table.
[03:52:47.116 --> 03:52:49.677]  To learn more, go to HarvestRight.com or call 800-763-5999.
[03:52:49.677 --> 03:52:50.798]  That's HarvestRight.com or 800-763-5999.
[03:52:50.798 --> 03:52:55.139]  The Genesis Communications Network is one of America's premier broadcasters of captivating talk radio.
[03:52:55.139 --> 03:52:56.060]  We thank you for listening.
[03:52:56.060 --> 03:52:56.520]  Now, just imagine.
[03:53:08.885 --> 03:53:12.806]  There are thousands of people who are just as passionate about radio as you are.
[03:53:12.806 --> 03:53:17.187]  But what you may not realize is how easy and affordable it is to advertise with us.
[03:53:17.187 --> 03:53:21.709]  Radio commercials for your business could be heard on hundreds of radio stations across the U.S.
[03:53:21.709 --> 03:53:22.769]  every day.
[03:53:22.769 --> 03:53:27.831]  We can help you by creating an effective radio advertising campaign for your company.
[03:53:27.831 --> 03:53:32.672]  From script writing to producing your commercial, just like the one you're listening to right now.
[03:53:33.032 --> 03:53:36.615]  No other network provides the level of customer service we do.
[03:53:36.615 --> 03:53:40.518]  When it comes to radio advertising, we are your one-stop shop.
[03:53:40.518 --> 03:53:44.482]  And no matter how big or small your business is, we can help.
[03:53:44.482 --> 03:53:54.550]  Email us at advertise at GCNLive.com and an experienced advertising executive will help you take the first step towards driving more customers to your business or website.
[03:53:54.550 --> 03:53:56.952]  Advertise at GCNLive.com.
[03:53:56.952 --> 03:53:57.432]  Easy.
[03:53:57.432 --> 03:53:58.213]  Affordable.
[03:53:58.213 --> 03:53:58.954]  Effective.
[03:54:10.410 --> 03:54:12.532]  Welcome back to the final segment of the Alex Jones Show.
[03:54:12.532 --> 03:54:18.856]  Owen Schroer, Leanne McAdoo, we're joined by Kaia Jones, formerly of the Pussycat Dolls, now solo EDM artist doing her own stuff.
[03:54:18.856 --> 03:54:20.657]  You can check her out on YouTube.
[03:54:20.657 --> 03:54:23.760]  You know, Kaia, you have actually worked with Snoop Dogg in the past.
[03:54:23.760 --> 03:54:24.980]  Many people probably forget that.
[03:54:24.980 --> 03:54:26.662]  You can choose to comment on that or not.
[03:54:26.662 --> 03:54:28.323]  But let's go back to my question before the break.
[03:54:28.843 --> 03:54:39.480]  How much of Snoop Dogg, Bow Wow, Madonna, Lady Gaga coming out and making these anti-Trump remarks, how much of that is personal political slash how much of it is personal business?
[03:54:39.480 --> 03:54:41.063]  I just need attention to try to sell albums.
[03:54:41.727 --> 03:54:44.268]  Well, you know, this is the thing.
[03:54:44.268 --> 03:54:50.010]  I do believe that there's a good amount of it that is solely focused on getting attention.
[03:54:50.010 --> 03:54:57.353]  And we know that President Trump has a lot of, you know, placement in the news every single day.
[03:54:57.353 --> 03:55:00.634]  I don't think there is any news article that doesn't include him.
[03:55:00.634 --> 03:55:03.555]  I say he's the most popular human in the history of the world, at least as far as
[03:55:03.955 --> 03:55:07.517]  Yeah, and he has the most powerful position as well.
[03:55:07.517 --> 03:55:11.679]  But everyone needs to lay off of it because he actually has to do a job.
[03:55:11.679 --> 03:55:18.122]  I don't really love Kasich, but I will say that his analogy is spot on.
[03:55:18.122 --> 03:55:23.625]  Am I going to not agree with my pilot or go against my pilot if I'm on a plane?
[03:55:25.287 --> 03:55:28.291]  He's kind of the pilot of this country right now.
[03:55:28.291 --> 03:55:29.252]  Nothing's going to change.
[03:55:29.252 --> 03:55:30.954]  He's not going to be impeached.
[03:55:30.954 --> 03:55:38.483]  By the way, you have to hold the House, the Senate, and all three are not with you guys, so you can't impeach him.
[03:55:38.483 --> 03:55:41.467]  I know you want to think that you can, and it sounds really good to keep
[03:55:41.687 --> 03:55:43.728]  Pushing that narrative, but that's false.
[03:55:43.728 --> 03:55:45.009]  That's not true.
[03:55:45.009 --> 03:55:47.070]  And you're not educating viewers.
[03:55:47.070 --> 03:55:52.713]  Viewers need to understand, like, this is what's going on, now take what you want from it and make it your own.
