[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:50:49.640 --> 03:50:51.640]  Everyone needs to take a DNA test now.
[03:50:51.640 --> 03:50:53.640]  This has established the new rule.
[03:50:53.640 --> 03:51:01.640]  If you have, what is it, one out of a thousand or more percentage of any non-white DNA as a white person,
[03:51:01.640 --> 03:51:05.640]  that means you are oppressed, that means you can claim safe space,
[03:51:05.640 --> 03:51:10.640]  you know, you can claim extra juicy benefits, positive discrimination basically.
[03:51:10.640 --> 03:51:15.640]  Scientists say the average European American is 0.18% Native American.
[03:51:15.640 --> 03:51:19.640]  So that now double qualifies you as a person of color.
[03:51:19.640 --> 03:51:25.640]  And basically, they're still claiming that she never exploited it to get ahead.
[03:51:25.640 --> 03:51:27.640]  Even though it's literally in the Fordham Law Review,
[03:51:27.640 --> 03:51:31.640]  they said that there were no professors who were women of color
[03:51:31.640 --> 03:51:37.640]  until Harvard Law School hired its first woman of color, Elizabeth Warren, in 1995.
[03:51:37.640 --> 03:51:39.640]  So yes, she did exploit it.
[03:51:39.640 --> 03:51:41.640]  She literally, what was it, said her mother.
[03:51:41.640 --> 03:51:45.640]  She basically said her dad was racist against her mother to some extent
[03:51:45.640 --> 03:51:47.640]  because of her Native American heritage.
[03:51:47.640 --> 03:51:50.640]  Turns out that it's like 10 generations back.
[03:51:50.640 --> 03:51:52.640]  What a huge own goal.
[03:51:52.640 --> 03:51:57.640]  Even most resistance members realize it, they're freaking out all over Twitter
[03:51:57.640 --> 03:51:59.640]  telling her to shut up about it.
[03:51:59.640 --> 03:52:02.640]  The longer that Trump can drag this on, the better it will be.
[03:52:02.640 --> 03:52:06.640]  Again, a massive backfire, if ever there was one.
[03:52:06.640 --> 03:52:09.640]  Let's get into some news out of Europe though,
[03:52:09.640 --> 03:52:12.640]  because we had a big story up on InForwards.com yesterday.
[03:52:12.640 --> 03:52:18.640]  Macron, President Macron of France says the epicenter of the French language is now in Africa
[03:52:18.640 --> 03:52:21.640]  during a visit to Armenia, French President Emmanuel Macron.
[03:52:21.640 --> 03:52:25.640]  So the epicenter of the French language is now not in Paris, but in Africa.
[03:52:25.640 --> 03:52:27.640]  Yes, he literally said that.
[03:52:27.640 --> 03:52:32.640]  He said, quote, the French language does not belong to any of us, but belongs to everyone.
[03:52:32.640 --> 03:52:37.640]  She emancipated herself from a bond with the French nation to welcome all imaginaries.
[03:52:37.640 --> 03:52:41.640]  He went on to say, quote, when I speak French, I speak our French languages.
[03:52:41.640 --> 03:52:46.640]  Its epicenter is neither on the right nor the left of the Seine, which is the river in Paris.
[03:52:46.640 --> 03:52:51.640]  It is probably in the Congo basin or somewhere in that region.
[03:52:51.640 --> 03:52:57.640]  Now, recall that this is the same guy who only a couple of months ago during a visit to Denmark
[03:52:57.640 --> 03:53:03.640]  asserted that true Frenchmen and Danes do not exist and that now everyone is a European.
[03:53:03.640 --> 03:53:05.640]  And I've talked about it before.
[03:53:05.640 --> 03:53:07.640]  He literally cited a book.
[03:53:07.640 --> 03:53:12.640]  I think there's a book, basically an argument made by an American professor called Stephen Smith,
[03:53:12.640 --> 03:53:17.640]  who said that the number of Africans living in Europe will grow from 9 million, which is what it is now roughly,
[03:53:17.640 --> 03:53:22.640]  to between 150 million and 200 million within the next 30 years.
[03:53:22.640 --> 03:53:30.640]  President Emmanuel Macron embraced this, said it was the destiny for Europe he heralded the birth of Eurabia.
[03:53:30.640 --> 03:53:36.640]  Of course, what happens if you invite 200 million Africans into Europe is that Europe becomes Africa.
[03:53:36.640 --> 03:53:41.640]  For better or worse, you can make that argument, but that's what happens.
[03:53:41.640 --> 03:53:46.640]  Is there any wonder that Macron's approval ratings sunk to 29 percent?
[03:53:46.640 --> 03:53:49.640]  The guy's only been in office for less than 18 months.
[03:53:49.640 --> 03:53:51.640]  He's already at 29 percent.
[03:53:51.640 --> 03:53:53.640]  People point to polls about Trump.
[03:53:53.640 --> 03:53:57.640]  You know, you've got the Rasmussen poll, which shows Trump at around 50, 51 percent right now.
[03:53:57.640 --> 03:54:02.640]  You've got CNN polls and others, ABC that say, what, 38, 39, 40 people say,
[03:54:02.640 --> 03:54:04.640]  oh, those approval ratings are so bad.
[03:54:04.640 --> 03:54:07.640]  Well, they're better than any other major European leader right now.
[03:54:07.640 --> 03:54:12.640]  Angela Merkel's polls have collapsed. Theresa May is basically not much above 30.
[03:54:12.640 --> 03:54:14.640]  Macron is at 29 percent.
[03:54:14.640 --> 03:54:18.640]  And is there any wonder with that kind of insulting rhetoric?
[03:54:18.640 --> 03:54:25.640]  Meanwhile, in Greece, large Christian cross pulled down because it could be offensive to Muslim migrants.
[03:54:25.640 --> 03:54:30.640]  Literally, they erected this big cross upon a hill on the island of Lesbos,
[03:54:30.640 --> 03:54:35.640]  which is where all these refugees, call them refugees, economic migrants are flooding in.
[03:54:35.640 --> 03:54:40.640]  This left-wing pro-refugee group wrote a letter to the local mayor and said,
[03:54:40.640 --> 03:54:43.640]  literally, it was grossly offensive to Muslims.
[03:54:43.640 --> 03:54:47.640]  It was racist to have a Christian cross upon this cliff.
[03:54:47.640 --> 03:54:51.640]  In a Christian nation, they ordered it to be pulled down.
[03:54:51.640 --> 03:54:54.640]  Days later, it was toppled.
[03:54:54.640 --> 03:54:57.640]  That's happening in Greece, meanwhile.
[03:54:57.640 --> 03:55:01.640]  U.S. school bans Christmas carols containing the word Jesus
[03:55:01.640 --> 03:55:05.640]  in fear that they may be offensive to diverse students.
[03:55:05.640 --> 03:55:10.640]  Again, you can have all this diversity, but when it comes to Christian diversity,
[03:55:10.640 --> 03:55:14.640]  when they need to get represented, no, that doesn't count, does it?
[03:55:14.640 --> 03:55:17.640]  Students at Robius Middle School in Chesterfield County, Virginia
[03:55:17.640 --> 03:55:23.640]  have been told they won't be singing any songs representing Jesus due to the sacred nature of Christ.
[03:55:23.640 --> 03:55:27.640]  We had a few students who weren't comfortable singing a piece I've done many times in the past,
[03:55:27.640 --> 03:55:31.640]  but it is of a sacred nature and does mention Jesus, God forbid.
[03:55:31.640 --> 03:55:34.640]  The school's chorus teacher tells parents in an email,
[03:55:34.640 --> 03:55:37.640]  after meeting with school administrators, the school opted again singing
[03:55:37.640 --> 03:55:40.640]  any carols of directly sacred nature.
[03:55:40.640 --> 03:55:43.640]  By sacred, they just mean anything Christian, basically,
[03:55:43.640 --> 03:55:47.640]  in an attempt to be more sensitive to the school's diverse population.
[03:55:47.640 --> 03:55:50.640]  So, again, that's not about diversity.
[03:55:50.640 --> 03:55:54.640]  That's about extinguishing Christianity within that school.
[03:55:54.640 --> 03:55:57.640]  Isn't diversity about acknowledging and embracing all religions?
[03:55:57.640 --> 03:56:00.640]  No, apart from that one.
[03:56:00.640 --> 03:56:02.640]  The plans haven't been well received.
[03:56:02.640 --> 03:56:04.640]  What a surprise that is.
[03:56:04.640 --> 03:56:07.640]  One parent, David Allen, argues that the plans go against the very idea
[03:56:07.640 --> 03:56:08.640]  the school is trying to promote.
[03:56:08.640 --> 03:56:11.640]  He said, quote, I'm trying to rationalize how you can encourage diversity
[03:56:11.640 --> 03:56:15.640]  and yet be exclusionary in one specific area,
[03:56:15.640 --> 03:56:18.640]  and that's what it's all about.
[03:56:18.640 --> 03:56:22.640]  In Germany, Islamic State Syrian asylum seekers shot by police
[03:56:22.640 --> 03:56:24.640]  after Molotov attack hostage taken.
[03:56:24.640 --> 03:56:27.640]  Again, numerous incidents in Germany over the past three years
[03:56:27.640 --> 03:56:30.640]  since they opened the borders to a million-plus migrants,
[03:56:30.640 --> 03:56:31.640]  mostly Muslim migrants.
[03:56:31.640 --> 03:56:34.640]  Now, a Syrian asylum seeker who rented about the Islamic State
[03:56:34.640 --> 03:56:37.640]  during an apparent attack on one of Germany's busiest railway stations
[03:56:37.640 --> 03:56:40.640]  remains in intensive care after being shot during a police operation
[03:56:40.640 --> 03:56:42.640]  to free a hostage.
[03:56:42.640 --> 03:56:45.640]  This was a 55-year-old Syrian male.
[03:56:45.640 --> 03:56:48.640]  His victim was a 14-year-old girl.
[03:56:48.640 --> 03:56:51.640]  He basically threw a Molotov cocktail and started a fire.
[03:56:51.640 --> 03:56:55.640]  The girl suffered severe burns, but thankfully, she managed to escape,
[03:56:55.640 --> 03:56:58.640]  and the police were able to shoot him.
[03:56:58.640 --> 03:57:02.640]  Again, Germany continues to have now-actual no-go zones in Germany.
[03:57:02.640 --> 03:57:05.640]  Germany never had Islamic no-go zones before.
[03:57:05.640 --> 03:57:08.640]  Now they officially do after Merkel opened the borders.
[03:57:08.640 --> 03:57:11.640]  Again, no surprise that her approval ratings are in the toilet.
[03:57:11.640 --> 03:57:14.640]  No surprise that AFD is surging.
[03:57:14.640 --> 03:57:15.640]  Recorded hate crime surge.
[03:57:15.640 --> 03:57:18.640]  Hatred of men consumed me a crime in the UK.
[03:57:18.640 --> 03:57:22.640]  Now, I'm not the biggest fan of feminists, but I don't think you should be charged
[03:57:22.640 --> 03:57:24.640]  with a hate crime if you say I don't like men.
[03:57:24.640 --> 03:57:29.640]  They're also talking about making it illegal to talk bad about gods.
[03:57:29.640 --> 03:57:34.640]  Yes, really, the United Kingdom is a meme at this point.
[03:57:34.640 --> 03:57:36.640]  That's going to wrap it up for the show.
