[00:00:01.000 --> 00:00:16.000]  Intro Music
[03:30:50.300 --> 03:30:53.300]  and donate them to the library or give them to the local school.
[03:30:53.300 --> 03:30:54.300]  This is an info war.
[03:30:54.300 --> 03:30:56.300]  I'm counting on you, and thank you for your support.
[03:30:56.300 --> 03:30:59.300]  There is a war for the future happening right now.
[03:30:59.300 --> 03:31:04.300]  There is a war that will control my destiny, your destiny, our children's destinies.
[03:31:04.300 --> 03:31:08.300]  And that war is something that we can win, but it takes dedication.
[03:31:08.300 --> 03:31:09.300]  It takes commitment.
[03:31:09.300 --> 03:31:13.300]  That's why I ask listeners respectfully to go to infowarsstore.com
[03:31:13.300 --> 03:31:16.300]  and buy great products that will enrich and empower your life
[03:31:16.300 --> 03:31:20.300]  while keeping us on air at the very same time.
[03:31:20.300 --> 03:31:22.300]  infowarsstore.com
[03:31:22.300 --> 03:31:26.300]  To get a signed or unsigned copy of my book, The Great Reset and War for the World,
[03:31:26.300 --> 03:31:29.300]  Ultimate Bone Broth, Back in Stock, Nitric Boost,
[03:31:29.300 --> 03:31:34.300]  the amazing CBD oil we have that's the highest quality you're going to find anywhere
[03:31:34.300 --> 03:31:36.300]  at more than half off.
[03:31:36.300 --> 03:31:40.300]  It's all available at infowarsstore.com, some of the very best products.
[03:31:40.300 --> 03:31:42.300]  And a lot of you have never shopped at infowarsstore.
[03:31:42.300 --> 03:31:43.300]  You've been watching for years.
[03:31:43.300 --> 03:31:44.300]  You've been listening for years.
[03:31:44.300 --> 03:31:47.300]  But you've never taken the step to go to infowarsstore.
[03:31:47.300 --> 03:31:50.300]  These are great products that really work and are amazing.
[03:31:50.300 --> 03:31:51.300]  Plus, they keep us on air.
[03:31:51.300 --> 03:31:53.300]  So again, please take action.
[03:31:53.300 --> 03:31:56.300]  Go to infowarsstore.com today, and I thank you.
[03:31:56.300 --> 03:32:01.300]  Turbo Force is back, sold out for eight months, and it's Turbo Force Plus.
[03:32:01.300 --> 03:32:03.300]  We made it even stronger.
[03:32:03.300 --> 03:32:07.300]  The strongest long-term energy you're going to find anywhere,
[03:32:07.300 --> 03:32:14.300]  Turbo Force is back in stock at infowarsstore.com or 888-253-3139.
[03:32:14.300 --> 03:32:20.300]  It's not just wide-spectrum natural herbs that time release over 10 hours.
[03:32:20.300 --> 03:32:22.300]  It should be called 10-hour energy.
[03:32:22.300 --> 03:32:26.300]  It has a bunch of vitamins and minerals and a bunch of other key things
[03:32:26.300 --> 03:32:31.300]  and amino acids that turbocharge everything and are good for your heart,
[03:32:31.300 --> 03:32:34.300]  your brain, your liver, you name it.
[03:32:35.300 --> 03:32:37.300]  It is the super fuel.
[03:32:37.300 --> 03:32:39.300]  Rain Force Plus is great.
[03:32:39.300 --> 03:32:40.300]  Rain Force Ultra is great.
[03:32:40.300 --> 03:32:41.300]  They're two different nootropics.
[03:32:41.300 --> 03:32:42.300]  They go good with this.
[03:32:42.300 --> 03:32:44.300]  But this is the King Kong.
[03:32:44.300 --> 03:32:46.300]  This is the boss.
[03:32:46.300 --> 03:32:51.300]  Turbo Force, back in stock, discounted, infowarsstore.com.
[03:32:51.300 --> 03:32:53.300]  More power, more strength, more energy.
[03:32:57.300 --> 03:33:02.300]  Leading a frontal assault on the lies of the New World Order,
[03:33:02.300 --> 03:33:04.300]  it's Alex Jones.
[03:33:05.500 --> 03:33:20.180]  Broadcasting internationally from the Summit.News headquarters in the United Kingdom, it's Paul
[03:33:20.180 --> 03:33:21.180]  Joseph Watson.
[03:33:21.180 --> 03:33:28.580]  I thought it was Baltimore the previous weekend, it was Chicago's turn, the weekend just gone.
[03:33:28.580 --> 03:33:31.580]  Whose turn will it be this weekend?
[03:33:31.580 --> 03:33:37.740]  Still we see more scenes of rioting, attacks on public and private property, vehicles being
[03:33:37.740 --> 03:33:42.540]  destroyed, people being viciously beaten in the streets.
[03:33:42.540 --> 03:33:46.620]  Whose turn is it this weekend in the United States?
[03:33:46.620 --> 03:33:50.220]  Of course many of you will have seen that footage out of Chicago, it wasn't really seen
[03:33:50.220 --> 03:33:55.580]  nationwide, Chicago media outlets covered it, it wasn't a big story nationally.
[03:33:55.580 --> 03:34:02.420]  In fact on Ground News, which is a website I use, they pointed out that McDonald's launching
[03:34:02.420 --> 03:34:10.860]  a new burger got about four times the amount of press coverage than these riots in Chicago
[03:34:10.860 --> 03:34:13.620]  in Chicago itself.
[03:34:13.620 --> 03:34:17.140]  What's interesting about the riots, and I'm going to come on to Brandon Johnson's comments
[03:34:17.140 --> 03:34:23.620]  after the riots, is what the mayor-elect Brandon Johnson said before the riots, and this brings
[03:34:23.620 --> 03:34:28.660]  us to our first video, which is called He Said It, Then This Happened, let's roll it.
[03:34:29.700 --> 03:34:41.700]  Chicago's new mayor-elect, Brandon Johnson, recently told a pro-BLM group that black people should not be subject to, quote, state-sponsored policing.
[03:34:41.700 --> 03:34:44.700]  Then less than two weeks later, this happened.
[03:34:53.700 --> 03:34:55.700]  Alright, who's got the meme?
[03:34:55.700 --> 03:34:59.700]  Just get away, because there's no fixing this.
[03:34:59.700 --> 03:35:02.700]  All hell broke loose in downtown Chicago on Saturday night,
[03:35:02.700 --> 03:35:07.700]  when hundreds of teenagers smashed car windows, destroyed public and private property,
[03:35:07.700 --> 03:35:09.700]  then later engaged in random shootings,
[03:35:09.700 --> 03:35:14.700]  in scenes that have become normalised in Democrat-run cities across the country.
[03:35:14.700 --> 03:35:29.700]  News stations pulled their reporters from the scene, saying it was too unsafe to be there.
[03:35:29.700 --> 03:35:34.700]  People unfortunate to have driven into the chaos fled in panic as their vehicles were destroyed.
[03:35:44.700 --> 03:35:57.700]  Fox 32 reported that a woman whose car was smashed by people jumping on the windshield
[03:35:57.700 --> 03:36:00.700]  said her husband was beaten as he sat in the driver's seat.
[03:36:00.700 --> 03:36:02.700]  He's been taken to Northwestern Memorial Hospital.
[03:36:02.700 --> 03:36:05.700]  The same thing happened in Baltimore last weekend.
[03:36:05.700 --> 03:36:07.700]  The same thing happened in Austin, Texas a couple of months ago.
[03:36:07.700 --> 03:36:09.700]  And it's not even summer yet.
[03:36:10.700 --> 03:36:14.700]  Progressive, soft-on-crime cities turning into lawless hellholes.
[03:36:14.700 --> 03:36:20.700]  Gangs of youths destroying their communities as major retailers pull out one by one.
[03:36:28.700 --> 03:36:29.700]  Who's to blame?
[03:36:29.700 --> 03:36:33.700]  Democrat politicians for letting urban scumbags and criminals run rampant?
[03:36:33.700 --> 03:36:36.700]  BLM for ramming through defund-the-police policies?
[03:36:36.700 --> 03:36:37.700]  No.
[03:36:37.700 --> 03:36:40.700]  Apparently, it's all Walmart's fault.
[03:36:40.700 --> 03:36:44.700]  Walmart, you should be absolutely ashamed of yourselves.
[03:36:44.700 --> 03:36:50.700]  You are the reason that our communities lack the investment that they have.
[03:36:50.700 --> 03:36:54.700]  I guess we just need more reparations and social workers.
[03:36:56.700 --> 03:36:58.700]  Now, of course, in the aftermath of these riots,
[03:36:58.700 --> 03:37:02.700]  which, of course, were exacerbated by the actions of Lori Light,
[03:37:02.700 --> 03:37:07.700]  the existing mayor, soft-on-crime, friendly to criminals,
[03:37:07.700 --> 03:37:10.700]  the Chicago mayor-elect came out and basically said,
[03:37:10.700 --> 03:37:13.700]  don't demonize the thugs who were looting the stores,
[03:37:13.700 --> 03:37:16.700]  attacking the innocent people on the streets,
[03:37:16.700 --> 03:37:20.700]  trashing vehicles, again, attacking public and private property.
[03:37:20.700 --> 03:37:22.700]  They're just misunderstood.
[03:37:22.700 --> 03:37:24.700]  They're just undervalued.
[03:37:24.700 --> 03:37:27.700]  Chicago mayor-elect Brandon Johnson defended rioters
[03:37:27.700 --> 03:37:30.700]  who caused chaos on Saturday night, saying they shouldn't be demonized.
[03:37:30.700 --> 03:37:32.700]  This video emerged, again, as we spoke about earlier,
[03:37:32.700 --> 03:37:36.700]  of black youth beating a white woman in the street.
[03:37:36.700 --> 03:37:40.700]  He came out with a statement, said, although he doesn't condone the activity,
[03:37:40.700 --> 03:37:43.700]  it's not constructive to demonize youth who have otherwise been starved
[03:37:43.700 --> 03:37:45.700]  of opportunities in their own communities.
[03:37:45.700 --> 03:37:50.700]  Yes, they stole the shoes of that innocent couple on the street
[03:37:50.700 --> 03:37:56.700]  because they've been starved of opportunities in their community, apparently.
[03:37:56.700 --> 03:38:01.700]  Meanwhile, more big retailers are pulling out of major progressive cities,
[03:38:01.700 --> 03:38:04.700]  citing record thefts.
[03:38:04.700 --> 03:38:07.700]  Breitbart reports REI has closed its only Portland store
[03:38:07.700 --> 03:38:09.700]  over break-ins, theft.
[03:38:09.700 --> 03:38:12.700]  Outdoor retail giant REI announced Monday it plans to close
[03:38:12.700 --> 03:38:14.700]  its only store in Portland, Oregon.
[03:38:14.700 --> 03:38:20.700]  Again, this after Walmart closed two flagship stores in the same city,
[03:38:20.700 --> 03:38:22.700]  citing an increase in theft.
[03:38:22.700 --> 03:38:25.700]  REI said its store in Portland had its highest number of break-ins
[03:38:25.700 --> 03:38:29.700]  and thefts in two decades, despite actions to provide extra security.
[03:38:29.700 --> 03:38:32.700]  What a surprise. Defund the police.
[03:38:32.700 --> 03:38:36.700]  Limit the resources that the police have to fight actual criminals.
[03:38:36.700 --> 03:38:38.700]  Let the criminals run loose.
[03:38:38.700 --> 03:38:41.700]  Bail them out, even when they do get caught.
[03:38:41.700 --> 03:38:44.700]  And what a surprise, all the retailers are pulling out
[03:38:44.700 --> 03:38:47.700]  because of record thefts and break-ins.
[03:38:47.700 --> 03:38:52.700]  Of course, I guess, as you just heard, that it's the retailers' fault themselves.
[03:38:52.700 --> 03:38:57.700]  Let's go to another video here, which is an incident that happened in London.
[03:38:57.700 --> 03:39:01.700]  I think you should just watch it, because words don't do it justice.
[03:39:01.700 --> 03:39:05.700]  This is called, Well, What Did You Expect?
[03:39:05.700 --> 03:39:06.700]  Let's roll the video.
[03:39:06.700 --> 03:39:10.700]  A young black man in London thought it would be a fantastic idea
[03:39:10.700 --> 03:39:15.700]  to chase a woman down a dark street at night while making weird noises at her
[03:39:15.700 --> 03:39:16.700]  to prove she's racist.
[03:39:16.700 --> 03:39:19.700]  Absolute unbridled utter genius.
[03:39:23.700 --> 03:39:26.700]  Come here. Come here. Come here.
[03:39:26.700 --> 03:39:30.700]  You scared of black people, yeah? You scared of black people, yeah?
[03:39:30.700 --> 03:39:33.700]  She's just been judging them on the content of their character.
[03:39:38.700 --> 03:39:40.700]  We're not scary. We're just normal people.
[03:39:40.700 --> 03:39:44.700]  Because nothing proves you're normal more than chasing women down dark alleyways
[03:39:44.700 --> 03:39:47.700]  while making growling noises like a rabid dog.
[03:39:48.700 --> 03:39:49.700]  Dumb bitch.
[03:39:51.700 --> 03:39:52.700]  Dumb bitch.
[03:39:54.700 --> 03:39:55.700]  Dumb bitch.
[03:40:04.700 --> 03:40:08.700]  Newsflash. Most women don't want to be walking near random men at night
[03:40:08.700 --> 03:40:10.700]  when there's no one else around.
[03:40:10.700 --> 03:40:13.700]  Lots of people in the Twitter thread saying she would have behaved the same with any man
[03:40:13.700 --> 03:40:14.700]  no matter the skin colour.
[03:40:14.700 --> 03:40:15.700]  Well, I don't know about that.
[03:40:15.700 --> 03:40:17.700]  But does that mean she's racist?
[03:40:17.700 --> 03:40:18.700]  Or just...
[03:40:18.700 --> 03:40:20.700]  If I speak, I am in big trouble.
[03:40:20.700 --> 03:40:25.700]  The overriding point here though is the galaxy brain level logic on display
[03:40:25.700 --> 03:40:29.700]  of believing that a defenceless woman being legitimately scared of your creepy
[03:40:29.700 --> 03:40:32.700]  aggressive behaviour proves she's racist.
[03:40:32.700 --> 03:40:34.700]  Yeah, that'll definitely show her not to be scared next time.
[03:40:34.700 --> 03:40:38.700]  Refers to himself as not scary and normal after chasing her down an alley.
[03:40:38.700 --> 03:40:39.700]  Gosh, I bet she's convinced.
