[00:00:00.149 --> 00:00:01.549]  EANS.
[02:41:55.892 --> 02:42:02.357]  I hope you will get the DVD from us and support them and support us and make copies from the high-quality digital DVD.
[02:42:02.357 --> 02:42:07.900]  And I hope that you'll also get Terrorist Storm and America's Freedom from Fascism at Infowars.com.
[02:42:07.900 --> 02:42:09.341]  But let's go ahead and go to Dylan Avery.
[02:42:09.341 --> 02:42:16.526]  Dylan, you've got an exciting report for people on where Loose Change Final Edition is right now.
[02:42:16.526 --> 02:42:17.007]  Yeah, I do.
[02:42:17.007 --> 02:42:19.909]  First of all, though, I hate to correct you on a couple things, but I have to.
[02:42:21.198 --> 02:42:25.879]  One, I don't really know what our plans are for the second edition, but I plan on, you know, keeping it in circulation.
[02:42:25.879 --> 02:42:28.580]  I don't want to cut off you and the other people who have gotten us where we are.
[02:42:28.580 --> 02:42:28.820]  Oh, good!
[02:42:28.820 --> 02:42:29.360]  I didn't know that.
[02:42:29.360 --> 02:42:32.941]  I thought earlier that that was going to be gone, like the first edition, and then... Oh, no.
[02:42:32.941 --> 02:42:38.063]  I mean, well, yeah, the difference between the first and the second is obviously because, you know, the first just isn't as good as the second one.
[02:42:38.063 --> 02:42:40.263]  But, I mean, the second edition, a lot of people are still going to want it.
[02:42:40.263 --> 02:42:41.384]  People are still going to want to watch it.
[02:42:41.384 --> 02:42:44.484]  And, I mean, it just would be wrong for us to let people watch it.
[02:42:44.484 --> 02:42:46.105]  Well, I'm encouraging people to get it then.
[02:42:47.006 --> 02:42:48.327]  Yeah, that's great, man.
[02:42:48.327 --> 02:42:51.769]  And the other thing is, we don't have a multi-million dollar budget.
[02:42:51.769 --> 02:42:54.051]  Well, you know, I saw that in the newspaper.
[02:42:54.051 --> 02:42:57.373]  Yeah, well, I mean... And I haven't talked to you in a few weeks, I've been out of town.
[02:42:57.373 --> 02:43:00.296]  Well, I know the deal you guys are doing is big, though.
[02:43:00.296 --> 02:43:03.978]  Yeah, it's definitely big, but we don't have a $20 million budget per se.
[02:43:03.978 --> 02:43:08.061]  What we have is we have a potential print and advertising budget of $20 million.
[02:43:08.061 --> 02:43:11.263]  And again, that was just a number that was thrown out and a journalist ran with it.
[02:43:11.263 --> 02:43:14.746]  And the number I heard from other sources behind the scenes was $2 million.
[02:43:15.997 --> 02:43:24.862]  It's probably going to be closer to one, and I mean that's just because clearing footage and music rights and we've got some really insane 3D work being done over in Germany.
[02:43:24.862 --> 02:43:27.043]  But other than that, yeah, things are going great.
[02:43:27.043 --> 02:43:28.204]  We're finalizing the script.
[02:43:28.204 --> 02:43:33.307]  We're working with a bunch of luminaries within the movement that I think might surprise people.
[02:43:33.307 --> 02:43:34.287]  It's coming along good, man.
[02:43:34.287 --> 02:43:36.548]  It's coming along really good.
[02:43:36.548 --> 02:43:39.470]  Tell folks how Final Edition is going to be different from the first edition.
[02:43:41.268 --> 02:43:42.088]  Monumental.
[02:43:42.088 --> 02:43:43.609]  It's going to be monumentally different.
[02:43:43.609 --> 02:43:48.970]  I mean, we're literally almost triple-checking every sentence, you know, making sure every word counts.
[02:43:48.970 --> 02:43:54.131]  We're really trying to stick to, you know, the absolute facts about 9-11.
[02:43:54.131 --> 02:43:57.452]  And what we hope is that people come out and it's really undeniable.
[02:43:57.452 --> 02:44:02.253]  I mean, whether or not you agree it was an inside job, you still have to agree that there's something fishy with the official story.
[02:44:02.253 --> 02:44:04.334]  I mean, we're bringing up all the hard stuff.
[02:44:04.334 --> 02:44:07.454]  You know, we're bringing up Minetta, ISI, I mean, all kinds of stuff.
[02:44:07.454 --> 02:44:09.615]  I think people are really going to be impressed with what we come up with.
[02:44:10.612 --> 02:44:14.494]  Now, what's the section you're going to have where it's showing the controlled mainstream media?
[02:44:14.494 --> 02:44:20.677]  You're even going to use the Michael Moore piece from Martial Law where I confront Moore.
[02:44:20.677 --> 02:44:23.218]  Tell us about some of the other facets.
[02:44:23.218 --> 02:44:30.281]  I can't get too much away, but I can tell you that right now we're planning on having a clothing montage with a bunch of faces, both
[02:44:30.973 --> 02:44:35.496]  People from the movement and 9-11 family members, just a whole wide range of people.
[02:44:35.496 --> 02:44:44.141]  Basically, both of our experiences with the mainstream media and naturally other people's experiences with the mainstream media in regards to this information.
[02:44:44.141 --> 02:44:53.207]  You know, the way the American media marginalized the numbers of the silent march, you know, the way they said it was a handful of people as opposed to the thousands that were actually present.
[02:44:53.207 --> 02:44:54.888]  We really want to mention everything.
[02:44:54.888 --> 02:44:57.810]  We want to mention what happened before 9-11, what happened on 9-11,
[02:44:59.000 --> 02:45:06.525]  And we want to close with the response to the truth movement and show people how we've been treated and how we've been demonized.
[02:45:06.525 --> 02:45:07.906]  I just can't wait.
[02:45:07.906 --> 02:45:08.906]  What's the time frame?
[02:45:08.906 --> 02:45:10.927]  I mean, I know it's, believe me, I've made films.
[02:45:10.927 --> 02:45:11.548]  I know it's hard.
[02:45:11.548 --> 02:45:22.315]  I've been working now for seven months on the film that I'm going to probably have done in six months if I beat my brains out here working 18 hours a day on the total New World Order plan.
[02:45:22.315 --> 02:45:26.197]  But what's the ballpark estimate on when we're going to see this in theaters nationwide?
[02:45:27.029 --> 02:45:29.690]  Well, I can't give an estimate on that.
[02:45:29.690 --> 02:45:36.673]  If I had to guess, I would like for the film to be done by March, because the rough deadline for Cannes Festival, I believe, is March.
[02:45:36.673 --> 02:45:41.655]  Right now, we're trying to take our time, but at the same time, we would like it to be done as soon as possible.
[02:45:41.655 --> 02:45:49.778]  So right now, I'm kind of pushing myself and everyone else that we can hopefully have some kind of a rough cut done by March, and hopefully have it in theaters in the next following month.
[02:45:49.778 --> 02:45:51.318]  I don't want to compete with Spider-Man 3.
[02:45:54.429 --> 02:45:55.509]  I don't think that's going to matter.
[02:45:55.509 --> 02:45:57.950]  There's going to be a huge grassroots surge.
[02:45:57.950 --> 02:45:58.350]  Oh, I know.
[02:45:58.350 --> 02:46:03.792]  I'm just saying, nobody wants to go up against Spider-Man 3.
[02:46:03.792 --> 02:46:06.853]  With great power comes great responsibility, Dylan.
[02:46:06.853 --> 02:46:07.553]  Yeah, you're telling me.
[02:46:07.553 --> 02:46:08.273]  How about you, Alex?
[02:46:08.273 --> 02:46:08.833]  How are you doing?
[02:46:08.833 --> 02:46:10.154]  Enough about me.
[02:46:10.154 --> 02:46:10.974]  I'm doing alright.
[02:46:10.974 --> 02:46:23.938]  I got back Saturday, and I've already done my other radio show on Sunday, and I worked on the film last night, and I'm going to do eight hours of broadcast today, two more hours of TV, two hours of The Rents, and another show, so I've got my work cut out for me.
[02:46:24.728 --> 02:46:26.569]  I'm not bragging when I say I worked that hard.
[02:46:26.569 --> 02:46:27.930]  It's just insane.
[02:46:27.930 --> 02:46:30.491]  But I can't turn down opportunities to fight the globalists.
[02:46:30.491 --> 02:46:32.192]  You only live once.
[02:46:32.192 --> 02:46:34.373]  And I'm just really excited about the film I'm making.
[02:46:34.373 --> 02:46:36.914]  This thing is just going to... It's unbelievable.
[02:46:36.914 --> 02:46:40.396]  Yeah, where are you going with this next one, Alex, if you don't mind my asking?
[02:46:40.396 --> 02:46:44.858]  Well, it's, you know... Because I know you had a couple projects in mind.
[02:46:44.858 --> 02:46:50.901]  Yeah, basically, you know, how I make a film... How I've made the last two, you know.
[02:46:50.901 --> 02:46:53.642]  Before, it was literally on a three-quarter inch deck by myself.
[02:46:54.765 --> 02:47:04.899]  Boycing it with a mr. Microphone and you know they're still pretty good films the first seven though or shoestring just me and Then with martial law order of death
[02:47:05.812 --> 02:47:15.438]  And Terror Storm, you know, I brought in professional symphony, paid a lot of money, you know how it is, professional graphics people, and I've got an even bigger team on it.
[02:47:15.438 --> 02:47:19.160]  But basically, I have to put the raw film together and the pieces I want.
[02:47:19.160 --> 02:47:28.386]  We're bringing in another voice person, I've got to write the... And once I have it all laid out, and I know what footage I'm using, I already know the basic voiceover, but I've got to then write it all.
[02:47:28.766 --> 02:47:28.966]  Thank you.
[02:47:46.616 --> 02:47:50.001]  Is about the Bilderberg Group meeting last year, but that's only going to be about 30% of it.
[02:47:50.001 --> 02:47:56.351]  You know, here's the elite, they're real, here they are, here's the history of the globalists, here's what their plan is, here's what the new world order is.
[02:47:56.351 --> 02:47:58.975]  Oh, okay, so kind of like how you deal with the RNC and martial law.
[02:48:00.117 --> 02:48:08.619]  Yeah, but I'm going to start the film just going into here's the globalists, here's their history, here's how they operate, and here's what their plan is.
[02:48:08.619 --> 02:48:11.739]  And I'm going to look at like three different areas of it.
[02:48:11.739 --> 02:48:21.701]  I'm going to look at the North American Union, how it ties into the other unions, how they're going to use roads to wall off and shut down areas and track and trace and tax everybody.
[02:48:21.701 --> 02:48:25.602]  We're also going to look at some other facets of global government, how it's going to affect people.
[02:48:26.651 --> 02:48:53.446]  and uh... the whole eugenics angle and then uh... basically just show how the public is pretty much unaware of this and uh... the type of society they're building so basically it's the master plan and uh... that's the problem is I've got too much and this time I shot it all in high definition I mean I like went up in airplanes to shoot video of the trans-texas corridor routes the uh... superhighway they're already building and it's just nuts
[02:48:54.244 --> 02:49:07.348]  I mean, I've got like, no exaggeration, we've probably shot 300 hours of footage, and we're just trying to boil, and I've got to make the decision, so I've had to watch 300 hours a couple times.
[02:49:07.348 --> 02:49:08.248]  Yeah, I hear you.
[02:49:08.248 --> 02:49:09.508]  So you know how it is.
[02:49:09.508 --> 02:49:12.469]  Yeah, I do.
[02:49:12.469 --> 02:49:15.410]  Hey, Dylan, try doing radio eight hours a day.
[02:49:15.410 --> 02:49:16.450]  Oh man, I couldn't.
[02:49:16.450 --> 02:49:18.150]  But hey, you brought up radio.
[02:49:18.150 --> 02:49:21.831]  I'm going to have to self-promote and plug in louder than words radio Saturday night.
[02:49:21.831 --> 02:49:22.552]  Oh, I meant to do that.
[02:49:22.552 --> 02:49:23.572]  Yeah, tell folks about that.
[02:49:24.272 --> 02:49:34.885]  Well, you know, Burmus just moved over from RBN Network, which, you know, gratuitously, I don't mean gratuitously, graciously gave Burmus a start in radio, and he just recently moved over to GCN.
[02:49:34.885 --> 02:49:39.931]  So, me and him are now doing the radio, 10 in the morning Eastern, Saturday mornings.
[02:49:41.969 --> 02:49:50.717]  Well that's fabulous and we've got False Flag News coming over to Genesis and a bunch of other folks just from all over Radio Land joining up on the team.
[02:49:50.717 --> 02:49:58.124]  They're opening up a whole other bird to be super hardcore Patriot and of course the rest of it is Truth and Patriot but we're trying to really move
[02:49:58.724 --> 02:50:06.309]  I'm here trying to get everybody else on board because I want to build up the best people out there in this fight.
