[00:00.000 --> 00:15.000]  Another world, another time, in the age of wonder.
[3:35:21.440 --> 3:35:26.320]  And put a K on that, get rid of that C. It's America.
[3:35:26.320 --> 3:35:31.160]  Going back to what's going on in all these countries,
[3:35:31.160 --> 3:35:33.360]  they're rising up against the losses of freedom.
[3:35:33.360 --> 3:35:35.240]  Spain, that's what that's about.
[3:35:35.240 --> 3:35:37.080]  Catalonians want their freedom.
[3:35:37.080 --> 3:35:40.400]  Hong Kong, it's about freedom.
[3:35:40.400 --> 3:35:47.600]  Algeria and all the rest, it's about money, the bottom line.
[3:35:47.600 --> 3:35:50.800]  And the rich having everything and nobody else having anything.
[3:35:50.800 --> 3:35:53.080]  And you know my saying, when people lose everything
[3:35:53.080 --> 3:35:55.440]  and have nothing left to lose, they lose it.
[3:35:55.440 --> 3:35:57.520]  And they're losing it big time.
[3:35:57.520 --> 3:36:01.840]  This is going to be my 40th year in the trend forecasting
[3:36:01.840 --> 3:36:05.880]  business, began in 1980.
[3:36:05.880 --> 3:36:09.360]  Never have I seen what's going on around the world like now.
[3:36:09.360 --> 3:36:14.080]  And most people are totally disconnected.
[3:36:14.080 --> 3:36:15.760]  They're watching the impeachment stuff,
[3:36:15.760 --> 3:36:17.360]  talking about impeachment.
[3:36:17.360 --> 3:36:19.440]  It means nothing.
[3:36:19.440 --> 3:36:22.880]  And Trump knows it.
[3:36:22.880 --> 3:36:26.200]  But I forgot to tell Alex, the other reasons
[3:36:26.200 --> 3:36:30.360]  why Trump is going to win, it'll lower interest rates
[3:36:30.360 --> 3:36:33.920]  to zero with negative interest rate policy by this time
[3:36:33.920 --> 3:36:34.440]  next year.
[3:36:34.440 --> 3:36:37.080]  So the economy will still keep coming.
[3:36:37.080 --> 3:36:41.400]  Next, peace treaty.
[3:36:41.400 --> 3:36:46.400]  That's right, with North Korea and Afghanistan.
[3:36:46.400 --> 3:36:49.920]  End, end a trade deal.
[3:36:49.920 --> 3:36:52.280]  It's the odd at a deal.
[3:36:52.280 --> 3:36:56.320]  And Trump knows how to do it better than the rest.
[3:36:56.320 --> 3:36:58.160]  He's a pro at this.
[3:36:58.160 --> 3:37:02.160]  He's a presidential reality show champion.
[3:37:02.160 --> 3:37:04.960]  And I should say a reality show champion.
[3:37:04.960 --> 3:37:07.600]  He knows how to play the game.
[3:37:07.600 --> 3:37:11.280]  He's up against a bunch of rookies.
[3:37:11.280 --> 3:37:12.480]  You don't believe me.
[3:37:12.480 --> 3:37:14.920]  Just watch a little bit of that freak show
[3:37:14.920 --> 3:37:18.280]  called the impeachment hearings.
[3:37:18.280 --> 3:37:20.320]  So that's what we're looking at.
[3:37:20.320 --> 3:37:22.440]  Now, going back to what I'm talking about,
[3:37:22.440 --> 3:37:26.760]  with all these protests going on around the world,
[3:37:26.760 --> 3:37:30.080]  you're going to start seeing violence, corruption being
[3:37:30.080 --> 3:37:34.840]  attacked off with their heads, 2.0.
[3:37:34.840 --> 3:37:37.080]  That's going to be another trend.
[3:37:37.080 --> 3:37:41.920]  They're going to want to take out the bigs at all the levels.
[3:37:41.920 --> 3:37:43.880]  I've never seen this happen before.
[3:37:43.880 --> 3:37:47.640]  The implications are going to be horrendous.
[3:37:47.640 --> 3:37:53.680]  Again, no one in the media is talking about this
[3:37:53.680 --> 3:37:58.760]  and putting it all together.
[3:37:58.760 --> 3:38:04.520]  What it means, what's going on, and what's next.
[3:38:04.520 --> 3:38:09.040]  And the what's next are going to be horrendous.
[3:38:09.040 --> 3:38:11.800]  The world is not prepared for this.
[3:38:11.800 --> 3:38:14.440]  The governments aren't prepared for it.
[3:38:14.440 --> 3:38:16.840]  They're ignoring it around the world.
[3:38:16.840 --> 3:38:18.200]  Oh, it's only happening in France.
[3:38:18.200 --> 3:38:19.360]  It's only happening in Chile.
[3:38:19.360 --> 3:38:21.040]  It's only happening in Bolivia.
[3:38:21.040 --> 3:38:22.360]  It's only happening in Ecuador.
[3:38:22.360 --> 3:38:26.560]  It's only happening in Argentina.
[3:38:26.560 --> 3:38:28.320]  Oh, yeah, their currency.
[3:38:28.320 --> 3:38:29.440]  What is it?
[3:38:29.440 --> 3:38:34.960]  Oh, it's down only 57% this year.
[3:38:34.960 --> 3:38:35.480]  Iran.
[3:38:39.240 --> 3:38:40.400]  Iraq.
[3:38:40.400 --> 3:38:42.880]  Look what's going on in Iraq.
[3:38:42.880 --> 3:38:48.920]  It killed about 500 people since the protests began in October.
[3:38:48.920 --> 3:38:51.240]  And what are they protesting against?
[3:38:51.240 --> 3:38:55.360]  Corruption, violence, lack of jobs,
[3:38:55.360 --> 3:38:57.760]  the elites running the show.
[3:38:57.760 --> 3:39:00.560]  Well, you know what they're not talking about in any of this?
[3:39:00.560 --> 3:39:03.200]  Who caused the problems in Iraq?
[3:39:03.200 --> 3:39:09.040]  How about the war criminals, the Dick, Cheney, and the Bush?
[3:39:09.040 --> 3:39:12.560]  Dick and Bush, yeah.
[3:39:12.560 --> 3:39:16.560]  Dick and Bush lied us into that war,
[3:39:16.560 --> 3:39:19.320]  destroyed an entire nation, an estimated cost
[3:39:19.320 --> 3:39:23.440]  to we the taxpayers of trillions of dollars,
[3:39:23.440 --> 3:39:26.960]  killed an estimated million people.
[3:39:26.960 --> 3:39:29.680]  Hey, wonder why they have radical terrorists?
[3:39:29.680 --> 3:39:30.720]  We wouldn't be radical.
[3:39:30.720 --> 3:39:36.000]  I could never imagine anyone, anyone,
[3:39:36.000 --> 3:39:41.160]  working with Alex Jones in four wars,
[3:39:41.160 --> 3:39:46.920]  wanting to get even if a foreign nation came in here,
[3:39:46.920 --> 3:39:51.320]  destroy the country, turn Austin into dust,
[3:39:51.320 --> 3:39:56.160]  kill everybody that you love, and you have no future.
[3:39:56.160 --> 3:39:59.360]  Oh, you wouldn't want to fight back?
[3:39:59.360 --> 3:40:01.240]  No.
[3:40:01.240 --> 3:40:06.400]  Your info wars, you just keep your mouth silent
[3:40:06.400 --> 3:40:10.160]  and just be good little boys and good little girls.
[3:40:10.160 --> 3:40:11.760]  Of course not.
[3:40:11.760 --> 3:40:14.440]  You'd be out leading the charge.
[3:40:14.440 --> 3:40:16.760]  And that's what's going on.
[3:40:16.760 --> 3:40:19.160]  As I say, payback's a bitch.
[3:40:19.160 --> 3:40:24.280]  And you reap what you sow.
[3:40:24.280 --> 3:40:28.160]  In America, what America is sowing with these wars,
[3:40:28.160 --> 3:40:30.520]  we're going to be reaping.
[3:40:30.520 --> 3:40:33.280]  Terrorists, guess what?
[3:40:33.280 --> 3:40:35.560]  If you came to my country and destroyed
[3:40:35.560 --> 3:40:42.080]  and killed everybody I love, I'm back at you, Jack and Jill.
[3:40:42.080 --> 3:40:46.800]  Yeah, I'll attack the attacker.
[3:40:46.800 --> 3:40:49.280]  So going back to Iraq, no one's
[3:40:49.280 --> 3:40:53.040]  talking about why it's happening and what's going on,
[3:40:53.040 --> 3:40:55.400]  except to say, oh, the Iranians are influencing.
[3:40:55.400 --> 3:40:58.800]  The Iranians, they got a game, play in a game.
[3:40:58.800 --> 3:41:02.760]  But people forget that under Reagan and that other guy,
[3:41:02.760 --> 3:41:05.880]  Carter, they started, they planned the war,
[3:41:05.880 --> 3:41:08.320]  Iraq against Iran in the 1980s.
[3:41:08.320 --> 3:41:12.120]  They killed over a million Iranians.
[3:41:12.120 --> 3:41:14.080]  So yeah, they're influencing their neighbors over there.
[3:41:14.080 --> 3:41:15.960]  They got stuff going on.
[3:41:15.960 --> 3:41:19.200]  None of my business, I'm an American.
[3:41:19.200 --> 3:41:21.480]  No foreign entanglements.
[3:41:21.480 --> 3:41:23.640]  So going on around the world, the countries
[3:41:23.640 --> 3:41:25.320]  are not prepared for what's going on.
[3:41:25.320 --> 3:41:28.040]  The people are not going to prepare for what's going on.
[3:41:28.040 --> 3:41:30.360]  And we're going to talk more about it tomorrow.
[3:41:30.360 --> 3:41:33.400]  I'm going to try to be on Info Wars tomorrow at 12 o'clock.
[3:41:33.400 --> 3:41:36.000]  And I'm going to feed you, fill you in with more
[3:41:36.000 --> 3:41:38.840]  of the top trends for 2020.
[3:41:38.840 --> 3:41:45.600]  And they connect very deeply to the New World Disorder.
[3:41:45.600 --> 3:41:48.200]  And that's what we have now.
[3:41:48.200 --> 3:41:51.760]  I've never seen anything like this before.
[3:41:51.760 --> 3:41:54.080]  And one more important element.
[3:41:54.080 --> 3:41:57.840]  All of these places that I've mentioned around the world,
[3:41:57.840 --> 3:42:05.600]  from Zimbabwe to Chile, from Colombia to Lebanon,
[3:42:05.600 --> 3:42:07.880]  you know who's leading it?
[3:42:07.880 --> 3:42:09.840]  Not one leader.
[3:42:09.840 --> 3:42:12.640]  It's led by we the people.
[3:42:12.640 --> 3:42:13.600]  That's right.
[3:42:13.600 --> 3:42:17.200]  The people are in charge, not the leaders.
[3:42:17.200 --> 3:42:18.520]  So lead the way.
[3:42:18.520 --> 3:42:20.160]  You're one of the people.
[3:42:20.160 --> 3:42:22.240]  Right back.
[3:42:22.240 --> 3:42:24.680]  The 12 Days of Christmas Super Sale
[3:42:24.680 --> 3:42:27.360]  has come to Info Wars with free shipping
[3:42:27.360 --> 3:42:30.040]  store-wide and double-patriot points.
[3:42:30.040 --> 3:42:32.720]  Finish your Christmas shopping with one click
[3:42:32.720 --> 3:42:34.440]  and support the Info War.
[3:42:34.440 --> 3:42:36.840]  For the 12 Days of Christmas, we're
[3:42:36.840 --> 3:42:39.800]  adding a new special every day, plus free shipping,
[3:42:39.800 --> 3:42:43.440]  double-patriot points, and extra stickers in every package
[3:42:43.440 --> 3:42:45.920]  to be good little elves and spread the Info War,
[3:42:45.920 --> 3:42:47.280]  triggering libtards.
[3:42:47.280 --> 3:42:50.160]  Check in every day to find the new deals.
[3:42:50.160 --> 3:42:55.960]  Secure a bottle of the good halogen, X3 at cost, at $2,995,
[3:42:55.960 --> 3:42:59.320]  and get a free bottle of Biotru Selenium.
[3:42:59.320 --> 3:43:03.320]  Buy real red pill plus and real red pill at 65% off
[3:43:03.320 --> 3:43:05.520]  and get a free bottle of Selenium as well.
[3:43:05.520 --> 3:43:07.960]  Silver bullet is only $9.95.
[3:43:07.960 --> 3:43:10.560]  Ultimate female force and super-female vitality
[3:43:10.560 --> 3:43:13.800]  combo are at cost at $2,995.
[3:43:13.800 --> 3:43:17.280]  Eight-pack power stack is also at cost at $2,995
[3:43:17.280 --> 3:43:19.560]  with free shipping and over 100 others
[3:43:19.560 --> 3:43:22.880]  at InfoWarsStore.com and support the Info War.
[3:43:22.880 --> 3:43:24.960]  My fellow Americans, many of you
[3:43:24.960 --> 3:43:27.560]  will have been following the impeachment proceedings brought
[3:43:27.560 --> 3:43:29.480]  against me by the Democrats.
[3:43:29.480 --> 3:43:32.600]  There's political witch hunt is tearing our country apart
[3:43:32.600 --> 3:43:33.960]  and not in a good way.
[3:43:33.960 --> 3:43:36.320]  While I truly believe that I'm completely
[3:43:36.320 --> 3:43:39.400]  innocent of all charges, I have nonetheless decided
[3:43:39.400 --> 3:43:41.320]  to make the following announcement.
[3:43:41.320 --> 3:43:44.280]  Jeffrey Epstein did not kill himself.
[3:43:44.280 --> 3:43:47.400]  What you just heard was not President Trump.
[3:43:47.400 --> 3:43:50.880]  It was a deep fake that just went live on the internet
[3:43:50.880 --> 3:43:52.000]  yesterday.
[3:43:52.000 --> 3:43:53.720]  President Trump did not say.
[3:43:53.720 --> 3:43:56.240]  Jeffrey Epstein did not kill himself.
[3:43:56.240 --> 3:43:59.800]  Now, the audio can fool you, but the video really does.
[3:43:59.800 --> 3:44:00.520]  Tune in to us.
[3:44:00.520 --> 3:44:02.200]  We'll tell you what's real and what's fake.
[3:44:02.200 --> 3:44:04.440]  When it's mainstream media that famously
[3:44:04.440 --> 3:44:06.840]  has been caught doing thousands of deep fakes,
[3:44:06.840 --> 3:44:10.760]  like ABC and the supposed curd attack footage that was really
[3:44:10.760 --> 3:44:12.800]  Knob Creek machine gun shootout, or stuff
[3:44:12.800 --> 3:44:15.240]  that Megan Kelly has done to me with deep fakes,
[3:44:15.240 --> 3:44:16.840]  these people are sick.
[3:44:16.840 --> 3:44:19.760]  InfoWars has the history of exposing deep fakes,
[3:44:19.760 --> 3:44:23.480]  not being involved in them.
[3:44:23.480 --> 3:44:27.000]  Sometimes the right thing to do is the easy thing to do.
[3:44:27.000 --> 3:44:28.960]  It's the healthy thing to do.
[3:44:28.960 --> 3:44:32.480]  It's the thing that makes all of our lives better,
[3:44:32.480 --> 3:44:35.280]  and that's taking care of our individual health.
[3:44:35.280 --> 3:44:37.720]  And it's never been easier to do the right thing
[3:44:37.720 --> 3:44:41.480]  this Christmas season than to go to infowarstore.com
[3:44:41.480 --> 3:44:43.960]  and get the highest quality supplements that
[3:44:43.960 --> 3:44:47.520]  are life changing in what they will do for you
[3:44:47.520 --> 3:44:50.720]  and your family's body, your outlook on life, your focus,
[3:44:50.720 --> 3:44:53.520]  your health, your stamina, your libido.
[3:44:53.520 --> 3:44:55.680]  But then, of course, it also funds the InfoWars
[3:44:55.680 --> 3:44:57.360]  that is so incredibly critical.
[3:44:57.360 --> 3:45:00.160]  Where else can you spend your hard-earned money
[3:45:00.160 --> 3:45:02.640]  knowing that it's a true 360 win?
[3:45:02.640 --> 3:45:04.240]  Ladies and gentlemen, don't spend your money
[3:45:04.240 --> 3:45:08.000]  with the big box stores and the big globalist online merchants
[3:45:08.000 --> 3:45:09.800]  who literally are working against you
[3:45:09.800 --> 3:45:11.000]  and your family's future.
[3:45:11.000 --> 3:45:13.000]  Spend your money on high-quality products
[3:45:13.000 --> 3:45:15.560]  and have huge savings, and don't fight the big crowds
[3:45:15.560 --> 3:45:18.840]  and the traffic at infowarstore.com.
[3:45:18.840 --> 3:45:20.640]  That's infowarstore.com.
[3:45:20.640 --> 3:45:22.440]  Please make the right decision.
[3:45:22.440 --> 3:45:24.840]  It's shocking but true.
[3:45:24.840 --> 3:45:31.400]  2019 is almost a memory in the rear view mirror.
[3:45:31.400 --> 3:45:36.360]  And Cyber Week is here, the best deals of the year.
[3:45:36.360 --> 3:45:38.840]  Store-wide free shipping, triple Patriot points
[3:45:38.840 --> 3:45:41.680]  for the first time ever, 50% to 70% off.
[3:45:41.680 --> 3:45:44.320]  Many of these products are lost leaders.
[3:45:44.320 --> 3:45:51.200]  We are only 330 days out from the 2020 election.
[3:45:51.200 --> 3:45:53.200]  It is an incredible time to be alive.
[3:45:53.200 --> 3:45:55.200]  It's an incredible time to still be on the air
[3:45:55.200 --> 3:45:57.800]  where almost everybody else has been shut down and censored.
[3:45:57.800 --> 3:45:59.600]  Yes, we were the first to be censored
[3:45:59.600 --> 3:46:01.200]  because we're such a threat to the globalists,
[3:46:01.200 --> 3:46:03.600]  but now, thanks to the infrastructure and your support,
[3:46:03.600 --> 3:46:04.800]  we're still on air.
[3:46:04.800 --> 3:46:08.200]  But bigger attacks are already happening, more are coming.
[3:46:08.200 --> 3:46:10.200]  So please spread the word about the broadcast
[3:46:10.200 --> 3:46:12.200]  and fund our operation while getting great products
[3:46:12.200 --> 3:46:15.200]  at the same time as true 360 win.
[3:46:15.200 --> 3:46:16.600]  Cyber Week is here.
[3:46:16.600 --> 3:46:18.800]  Get those Christmas presents for you and your family today
[3:46:18.800 --> 3:46:20.400]  at infowarstore.com.
[3:46:20.400 --> 3:46:27.400]  You're listening to The Alex Jones Show.
[3:46:27.400 --> 3:46:34.400]  Waging war on corruption, it's Gerald Salente.
[3:46:34.400 --> 3:46:38.400]  You're listening to The Alex Jones Show.
[3:46:38.400 --> 3:46:50.400]  Hello, hello.
[3:46:50.400 --> 3:46:53.400]  Glad to be on The Alex Jones Show.
[3:46:53.400 --> 3:46:59.400]  And don't forget, it's Christmas time and time to do more
[3:46:59.400 --> 3:47:01.400]  to support Info Wars.
[3:47:01.400 --> 3:47:06.400]  And you can get their silver bullet colloidal
[3:47:06.400 --> 3:47:12.400]  silver formula for just $9.95 plus free shipping
[3:47:12.400 --> 3:47:15.400]  and double Patriot points.
[3:47:15.400 --> 3:47:18.400]  Their incredible silver bullet colloidal silver formula
