[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[03:23:07.800 --> 03:23:17.800]  We've reached critical mass enough in terms of awareness that it's important that Kiwis and just people around the world,
[03:23:17.800 --> 03:23:25.800]  I think we've reached a peak point now where good actors in this, white hats, as you say, will pull back the curtain now and let's get into it.
[03:23:25.800 --> 03:23:34.800]  Elon Musk has been absolutely vital in connecting the government with corporate interplay.
[03:23:34.800 --> 03:23:48.800]  And let's go ahead and if you can bring up the slide for day one of the social media conference, I'll show you what I mean here by the absolute connectedness of the New Zealand government.
[03:23:48.800 --> 03:23:57.800]  So you'll see here is a slide. This is a conference that happened in March 2021 and it was held at the University of Otago in New Zealand.
[03:23:57.800 --> 03:24:06.800]  And at this, you can see here, it's a two day conference and this is to discuss disinformation in how it relates to democracy in New Zealand.
[03:24:06.800 --> 03:24:15.800]  Look at the absolute array of people or organizations involved in this. To me, it's staggering.
[03:24:15.800 --> 03:24:28.800]  For instance, looking here at the top, the ICT for Peace Foundation was founded by the United Nations and has been since 2012.
[03:24:28.800 --> 03:24:36.800]  So essentially the United Nations are here using an advisor named Sanjana Hatatua to be essentially the narrative creator, how to respond to the narrative.
[03:24:36.800 --> 03:24:41.800]  Well, Sanjana Hatatua has been doing this for decades. He did it in his native Sri Lanka.
[03:24:41.800 --> 03:24:55.800]  So here we have Sanjana Hatatua of the United Nations meddling in New Zealand's public discourse and actually helping academics, government and media to craft these discussions.
[03:24:55.800 --> 03:25:05.800]  Well, also within Sanjana Hatatua's session there is Kathleen Rean. Kathleen Rean is the head of policy and government for Asia Pacific.
[03:25:05.800 --> 03:25:15.800]  She's based in Singapore, but what's important about Kathleen Rean, who is an American, is that she is a World Economic Fellow forum young leader.
[03:25:15.800 --> 03:25:28.800]  She is a young global leader just like Jacinda Dern. So suddenly those two people, we've got the United Nations and we have the World Economic Forum and even a young global leader and Twitter all in one session.
[03:25:28.800 --> 03:25:41.800]  One session trying to discuss with journalists, with government officials from the Department of Internal Affairs, from other areas of government that are concerned about protecting their narrative.
[03:25:41.800 --> 03:25:47.800]  Because we know that them protecting their narrative is really them covering their butt.
[03:25:47.800 --> 03:26:07.800]  And that is where we've gotten to at a point where when people realize and now see that the government has been interfering, Elon Musk made it abundantly clear in the Twitter disclosures that government had access to Twitter, government had access to Facebook,
[03:26:07.800 --> 03:26:23.800]  government has had access to banning people who have a dissenting voice and who have something critical to say about the effectiveness of various agendas or even the so-called vaccine, which we have all largely seen.
[03:26:23.800 --> 03:26:30.800]  So many people have been passing away just rapidly and suddenly and we know what is causing it.
[03:26:30.800 --> 03:26:41.800]  So Jacinda Dern's stepping down is very much that she was never going to be able to defend her position in this. She was the queen of lockdowns.
[03:26:41.800 --> 03:26:54.800]  It was her brand, her firm kindness. This is the sort of stuff that they wanted to make Jacinda Dern be the perfect example for the rest of the world.
[03:26:54.800 --> 03:27:05.800]  What they're saying now about Jacinda Dern is that she is the mother of compassion.
[03:27:05.800 --> 03:27:17.800]  Looking back at her last five years as Prime Minister, they're saying, especially with what happened in Christchurch, that she is this mother Teresa-like figure.
[03:27:17.800 --> 03:27:24.800]  Obviously it was a massive PR campaign. She is an expert in PR that was her degree. She's a spin doctor.
[03:27:24.800 --> 03:27:30.800]  She knows how to sell herself and she was picked up, as you say, by the global leaders all around the world.
[03:27:30.800 --> 03:27:32.800]  She knows how to sell last week as she sold us down.
[03:27:32.800 --> 03:27:39.800]  She sure did and she went around the world in her job and kind of got this fake compassion and kindness going.
[03:27:39.800 --> 03:27:43.800]  What have we got on the second day of that conference for that slide number five?
[03:27:43.800 --> 03:27:48.800]  Actually, if you go back to slide number four, but go to the bottom half of it.
[03:27:48.800 --> 03:27:55.800]  Again, I showed you the World Economic Forum in the United Nations, but go to the second half of page of that first day.
[03:27:55.800 --> 03:27:58.800]  You've got one minute and then we'll come back and carry on with it.
[03:27:58.800 --> 03:28:00.800]  It'll be quick. It'll be very quick.
[03:28:00.800 --> 03:28:09.800]  You can see here at the bottom of that page, we've got NATO. We've got the Classifications Office of New Zealand, the Chief Sensor.
[03:28:09.800 --> 03:28:14.800]  We've got universities, so we have the whole swamp, as you would say.
[03:28:14.800 --> 03:28:21.800]  The type of activity that Alex Jones has been talking about for many years is alive and well in New Zealand, including the Atlantic Council.
[03:28:21.800 --> 03:28:27.800]  So if this isn't a military coup or takeover of a nation, I don't know what is.
[03:28:27.800 --> 03:28:38.800]  These people spent two solid days under Chatham House rules discussing how to challenge us because we were challenging them.
[03:28:38.800 --> 03:28:48.800]  The Chatham House rule is, of course, no minutes and no record so that we don't actually know exactly what was said.
[03:28:48.800 --> 03:28:53.800]  We'll be back shortly. Damien, sit tight and we'll carry on with the slideshow. Very fascinating stuff.
[03:28:53.800 --> 03:29:09.800]  Keep it locked here.
[03:29:23.800 --> 03:29:34.800]  A lower price, CBD oil of the highest quality, up to 50% less than major competitors selling the exact high quality full spectrum CBD.
[03:29:34.800 --> 03:29:39.800]  And it goes on for all the new M4Wars MD products at M4WarsStore.com.
[03:29:39.800 --> 03:29:49.800]  The highest quality directly from the manufacturer to your door at prices up to 50% in some cases 100% lower than what they're sold for in stores.
[03:29:49.800 --> 03:29:56.800]  M4Wars MD at M4WarsStore.com.
[03:30:20.800 --> 03:30:33.800]  And by the time they launched their attack in 2020, Alex Jones's info wars and our audience were there to warn the people of the deadly vaccines that we knew were coming.
[03:30:33.800 --> 03:30:42.800]  This is why they attack us. This is why we need your support because we tell the truth. Alex Jones was right.
[03:30:42.800 --> 03:30:56.800]  Join the resistance, buy products, donate to the cause, share the links, join us in the fight for freedom and help us defeat the new world order.
[03:30:56.800 --> 03:31:01.800]  Ladies and gentlemen, a very exciting development has just taken place.
[03:31:01.800 --> 03:31:09.800]  I want to encourage you all to go to M4WarsStore.com and check it out for yourself because it is a very strong, high quality formula.
[03:31:09.800 --> 03:31:14.800]  Gallon out sleep support, liquid, is very fast-acting, taken out of the tongue.
[03:31:14.800 --> 03:31:22.800]  It's got a very good dose of melatonin, passion flower, valerian root extract, lemon balm, and German chamomile.
[03:31:22.800 --> 03:31:29.800]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[03:31:29.800 --> 03:31:33.800]  And that is one of the biggest game changers out there with all the stress we have in this world.
[03:31:33.800 --> 03:31:37.800]  And we've got some other great sleep eggs as well and they're excellent. They're all different formulas.
[03:31:37.800 --> 03:31:41.800]  But this one is particularly the strongest one we have.
[03:31:41.800 --> 03:31:44.800]  So, Gallon out, sold out for more than five months.
[03:31:44.800 --> 03:31:47.800]  It's now back available at M4WarsStore.com.
[03:31:47.800 --> 03:31:55.800]  So get better, deeper rests, boost your immune system, and support the M4 War with Gallon out sleep support at M4WarsStore.
[03:31:55.800 --> 03:32:00.800]  The Second American Revolution is happening right now against the New World Order.
[03:32:00.800 --> 03:32:05.800]  And the answer to their 1984 tyranny is the 1776 mindset.
[03:32:05.800 --> 03:32:10.800]  And M4Wars embodies that fight for human liberty against globalist tyranny.
[03:32:10.800 --> 03:32:15.800]  Now, in the last year, we've done a very successful fundraiser of silver coins.
[03:32:15.800 --> 03:32:21.800]  When you buy the coin, you know that you are supporting the transmission and you get a historical memento
[03:32:21.800 --> 03:32:25.800]  so you can remember the great contribution you make to freedom.
[03:32:25.800 --> 03:32:31.800]  Now, despite the fact that the coins are selling out, the last of the four coin series, Teddy Roosevelt Man the Arena,
[03:32:31.800 --> 03:32:38.800]  we're offering it for $30 off right now while supplies last at 1776coin.com.
[03:32:38.800 --> 03:32:44.800]  And just like an NPR pledge drive where they mark up a coffee cup or a t-shirt or a DVD, 300%,
[03:32:44.800 --> 03:32:47.800]  that's what we've done with this because it's a fundraiser.
[03:32:47.800 --> 03:32:53.800]  But despite that, we're offering $30 off exclusively at 1776 on what coins remain.
[03:32:53.800 --> 03:33:02.800]  So please go to 1776coin.com right now.
[03:33:02.800 --> 03:33:11.800]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:33:11.800 --> 03:33:14.800]  Okay, we're back with Damien Dement on the Alex Jones show.
[03:33:14.800 --> 03:33:19.800]  He's an American and Kiwi, of course, we've embraced him as one of our own.
[03:33:19.800 --> 03:33:28.800]  We're back. Where do you want to go next? Because I think people need to realize what's below when we rip the top of the scab.
[03:33:28.800 --> 03:33:33.800]  I'll tell you right now, I'll get into it. Jacinda Dern, just because she's out of the picture doesn't mean this stops.
[03:33:33.800 --> 03:33:36.800]  Doesn't mean the craziness stops. Don't go fooling yourselves.
[03:33:36.800 --> 03:33:40.800]  The World Economic Forum and the globalists are going to take this to the very, very end.
[03:33:40.800 --> 03:33:42.800]  They're going to push as hard as they can.
[03:33:42.800 --> 03:33:48.800]  While I do think that we are winning overall, I do believe that this is not over for New Zealand.
[03:33:48.800 --> 03:33:55.800]  So behind the World Economic Forum are these young global leaders.
