[00:00:17.441 --> 00:00:18.583]  Things are bad.
[03:26:28.556 --> 03:26:30.417]  Where is the outrage?
[03:26:31.523 --> 03:26:32.964]  I like Obama.
[03:26:32.964 --> 03:26:35.865]  Oh, you know, he presented himself so nicely.
[03:26:35.865 --> 03:26:37.906]  Trump is so rude and arrogant.
[03:26:37.906 --> 03:26:39.326]  I like Obama.
[03:26:39.326 --> 03:26:41.667]  I'm really a super liberal freak.
[03:26:41.667 --> 03:26:43.868]  I like Obama.
[03:26:43.868 --> 03:26:54.313]  I don't care if he destroyed Libya, the richest nation in Africa, where the people had more rights than anywhere in Africa.
[03:26:54.313 --> 03:26:57.094]  Oh, couldn't have been for the oil, huh?
[03:26:57.094 --> 03:26:57.394]  Nah.
[03:27:01.328 --> 03:27:05.769]  He goes on.
[03:27:05.769 --> 03:27:27.073]  And when I hear that Sam Donaldson, I think it's an environment that, you know, it's so different, so much more poisoned than the years who were covering the Reagan White House, for example, the first Bush White House and the Clinton White House, former presidents
[03:27:27.762 --> 03:27:32.445]  Didn't have to deal with this parallel universe problem.
[03:27:32.445 --> 03:27:36.148]  How dare you have a parallel?
[03:27:36.148 --> 03:27:38.290]  You will obey what I say?
[03:27:38.290 --> 03:27:42.413]  I'm Hitler!
[03:27:42.413 --> 03:27:44.815]  March to Mussolini!
[03:27:44.815 --> 03:27:47.917]  Salute Stalin and salute you, Obama!
[03:27:50.296 --> 03:27:53.918]  How dare anyone think differently than me?
[03:27:53.918 --> 03:27:59.341]  I'm a little nobody that was brought to the White House by the Pritzker family.
[03:27:59.341 --> 03:28:09.027]  Yeah, you know those folks that own a Hyatt Hotel and that big Pritzker over there that's playing governor of Illinois?
[03:28:09.027 --> 03:28:15.931]  Along with that moronic mayor lighthead in Chicago and the people vote for this?
[03:28:19.048 --> 03:28:21.409]  Oh, and who else is Pritzker?
[03:28:21.409 --> 03:28:24.550]  Oh, she was the Commerce Secretary under Obama.
[03:28:24.550 --> 03:28:28.792]  This guy was a little nobody senator from Illinois.
[03:28:28.792 --> 03:28:35.135]  And they pushed him into a national senator.
[03:28:35.135 --> 03:28:39.297]  He knew how to play the game.
[03:28:39.297 --> 03:28:46.200]  I wrote about it in the Trends Journal back in 2006 or 8 when they were running the campaign.
[03:28:47.495 --> 03:28:49.276]  It's 2008, I forget, anyway.
[03:28:49.276 --> 03:28:52.517]  And he was on Oprah.
[03:28:52.517 --> 03:28:57.058]  And that was the first time Oprah ever supported a presidential candidate.
[03:28:57.058 --> 03:28:58.099]  I call that racist.
[03:28:58.099 --> 03:29:00.139]  I think she supported him because he's black.
[03:29:00.139 --> 03:29:02.060]  How come he never supported a white one?
[03:29:02.060 --> 03:29:03.841]  I was on Oprah twice.
[03:29:03.841 --> 03:29:05.721]  I've been on every show.
[03:29:05.721 --> 03:29:10.663]  I knew, and I wrote, when Oprah supported him, game over.
[03:29:10.663 --> 03:29:11.983]  Hillary gone.
[03:29:11.983 --> 03:29:13.344]  Obama in.
[03:29:13.344 --> 03:29:14.104]  And that's what happened.
[03:29:18.542 --> 03:29:20.363]  Arrogance!
[03:29:20.363 --> 03:29:25.706]  Arrogance!
[03:29:25.706 --> 03:29:30.808]  We come back, I'm going to read more about what this guy says.
[03:29:30.808 --> 03:29:32.229]  And people listen to him.
[03:29:32.229 --> 03:29:33.910]  He's a murderer!
[03:29:33.910 --> 03:29:35.751]  He's a murderer like Bush!
[03:29:35.751 --> 03:29:39.893]  Like Clinton!
[03:29:39.893 --> 03:29:41.934]  Starting wars!
[03:29:41.934 --> 03:29:43.975]  Killing innocent people!
[03:29:43.975 --> 03:29:45.956]  For what?
[03:29:45.956 --> 03:29:46.376]  And now?
[03:29:49.565 --> 03:29:54.627]  We're Biden time.
[03:29:54.627 --> 03:29:58.689]  Mask up.
[03:29:58.689 --> 03:30:01.490]  And get vaccinated.
[03:30:01.490 --> 03:30:03.131]  Yep.
[03:30:03.131 --> 03:30:07.752]  Can you believe they do this every day in the media?
[03:30:07.752 --> 03:30:13.855]  They got some little slime ball with a mask on telling you the news.
[03:30:17.639 --> 03:30:22.925]  Telling you the news to obey and follow orders.
[03:30:22.925 --> 03:30:25.508]  All aboard!
[03:30:25.508 --> 03:30:28.731]  Next train to Auschwitz!
[03:30:28.731 --> 03:30:30.193]  We'll be right back.
[03:30:30.193 --> 03:30:31.995]  Sport Info Awards.
[03:30:34.537 --> 03:30:38.382]  Cognitive dissonance is a major issue amongst the left.
[03:30:38.382 --> 03:30:42.708]  It can be very stressful dealing with facts you refuse to accept.
[03:30:42.708 --> 03:30:51.239]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[03:30:51.579 --> 03:31:08.191]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[03:31:08.191 --> 03:31:14.015]  Recent studies have suggested that high EPA and DHA fish oil can stimulate
[03:31:14.175 --> 03:31:19.159]  The problem with social Darwinism is the so-called elites, the most cunning, smart, inventive people,
[03:31:42.496 --> 03:31:45.438]  ...believe that chivalry doesn't exist anymore.
[03:31:45.438 --> 03:31:50.320]  They don't believe in being aristocrats, trying to hold up civilization and empower the people.
[03:31:50.320 --> 03:31:54.963]  And once the establishment has that predatory idea, civilization collapses very, very quickly.
[03:31:54.963 --> 03:32:00.185]  You can't treat the least of us like garbage and not treat your own family like that.
[03:32:00.185 --> 03:32:02.627]  And so it is this lack of empathy that's going to destroy us.
[03:32:03.967 --> 03:32:13.615]  The globalists can try to be heartless devil worshippers that commit rituals of all sorts of horrible crimes, try to get away from the humanity, but really, they can't escape the laws of the universe.
[03:32:13.615 --> 03:32:18.399]  They may train themselves to commit heinous crimes and not feel it themselves, but...
[03:32:19.219 --> 03:32:24.741]  The repercussions of what they commit always comes back on them and their families and the very structure itself.
[03:32:24.741 --> 03:32:26.882]  Wealth is created by loving God.
[03:32:26.882 --> 03:32:29.082]  Wealth is created by having a connection to God.
[03:32:29.082 --> 03:32:31.803]  God is the source of all creation, all success, all power.
[03:32:31.803 --> 03:32:33.804]  If you deny that, you'll be destroyed.
[03:32:35.768 --> 03:32:40.032]  There are many references in the Holy Bible to the mustard seed.
[03:32:40.032 --> 03:32:41.233]  And why is that?
[03:32:41.233 --> 03:32:49.039]  It's one of the tiniest seeds out there, but a giant tree-like bush grows from it that produces more mustard seeds.
[03:32:49.039 --> 03:32:53.523]  Mustard was known by the ancients around the world to have amazing health effects.
[03:32:53.523 --> 03:32:54.804]  They didn't know why.
[03:32:54.804 --> 03:33:00.569]  Well, with modern science we know it's one of the purest, cleanest organic forms of selenium.
[03:33:01.149 --> 03:33:12.634]  We have BioTrue Selenium, sold out for months, back in stock at InfoWarsStore.com at 50% off, store-wide free shipping, and triple patriot points.
[03:33:12.634 --> 03:33:22.159]  BioTrue Selenium at InfoWarsStore.com is an amazing product, and it's even more amazing in that it funds our operation.
[03:33:22.159 --> 03:33:24.640]  But if you don't know about selenium, research it.
[03:33:24.640 --> 03:33:27.001]  It is an essential nutrient in the body
[03:33:27.361 --> 03:33:27.661]  He's got
[03:33:44.722 --> 03:33:53.914]  It goes together very well with our body's ultimate tumeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:33:53.914 --> 03:33:59.761]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[03:33:59.761 --> 03:34:01.924]  So it's more of an intense delivery system.
[03:34:02.384 --> 03:34:05.605]  The two formulas are different, but both are concentrates.
[03:34:05.605 --> 03:34:07.445]  And our first product got rave reviews.
[03:34:07.445 --> 03:34:09.565]  We've now been testing this out for several months.
[03:34:09.565 --> 03:34:11.746]  Some of our staff like it more than bodies.
[03:34:11.746 --> 03:34:13.106]  Some like bodies better.
[03:34:13.106 --> 03:34:17.247]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:34:17.247 --> 03:34:18.427]  And they fund the InfoWare.
[03:34:18.427 --> 03:34:23.048]  So get our new liquid turmeric extract exclusively at InfoWareStore.com today.
[03:34:23.048 --> 03:34:23.668]  Get an additional 25% off.
[03:34:23.668 --> 03:34:23.988]  This is a 360 win.
[03:34:27.549 --> 03:34:32.637]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[03:34:32.637 --> 03:34:38.727]  Get yours today at InfoWarsLife.com.
[03:34:38.727 --> 03:34:41.351]  You're listening to the Alex Jones Show!
[03:34:57.523 --> 03:35:00.905]  You're listening to the Alex Jones Show!
[03:35:00.905 --> 03:35:07.110]  And now, your host, Gerald Solente!
[03:35:07.110 --> 03:35:08.331]  Hello, hello!
[03:35:08.331 --> 03:35:11.893]  Great being on the Alex Jones Show!
[03:35:11.893 --> 03:35:19.879]  Remember, put your money where your heart and mind are, because this is censorship, and it's only gonna get worse.
[03:35:19.879 --> 03:35:26.163]  And going on with the Nobel Peace of Crap Prize winner, Obama, on that interview yesterday,
[03:35:28.986 --> 03:35:31.547]  Help Americas don't plunge into further discord.
[03:35:31.547 --> 03:35:32.828]  I hope so.
[03:35:32.828 --> 03:35:36.909]  But I don't think, I don't think, I'll hold my breath.
[03:35:36.909 --> 03:35:38.530]  I believe in the First Amendment.
[03:35:38.530 --> 03:35:39.790]  Oh, oh, great, man.
[03:35:39.790 --> 03:35:41.431]  Wow!
[03:35:41.431 --> 03:35:43.231]  Hey, he believes in the First Amendment.
[03:35:43.231 --> 03:35:44.572]  Blow me away!
[03:35:44.572 --> 03:35:55.655]  Oh, if he didn't believe in the First Amendment, then I shouldn't believe in the First Amendment either, because he also says over there, we're operating on just completely different set of facts.
[03:35:55.655 --> 03:35:56.976]  So you could take your facts,
[03:35:57.639 --> 03:36:00.961]  And I have to swallow them?
[03:36:00.961 --> 03:36:04.183]  You're lying facts that kept taking us into war?
[03:36:04.183 --> 03:36:08.786]  You're lying facts with the authorization for military whatever it was?
[03:36:08.786 --> 03:36:14.950]  We could kill any American anywhere, any place, for any reason, without a judge, jury, or trial?
[03:36:14.950 --> 03:36:16.631]  Oh, those facts?
[03:36:16.631 --> 03:36:26.097]  Anyway, he goes on to say, I say, unfortunately, because I do believe in God, I think everyone on this program believes that.
[03:36:26.809 --> 03:36:28.870]  Oh, you do believe in God?
[03:36:28.870 --> 03:36:30.630]  What God do you believe in?
[03:36:30.630 --> 03:36:36.153]  They got a lot of horns over there and that kind of red stuff called Satan?
[03:36:36.153 --> 03:36:52.499]  Because no God, no God, than anybody on Earth, like you say the people believe that, believes in going into a foreign nation and murdering
[03:36:53.493 --> 03:36:56.294]  The leader of that nation that did nothing to you.
[03:36:56.294 --> 03:36:59.535]  I don't like the way he's treating his people.
[03:36:59.535 --> 03:37:04.076]  You know, they didn't have a fair election over there.
[03:37:04.076 --> 03:37:07.197]  That election was rigged.
[03:37:07.197 --> 03:37:10.858]  Yeah, we're going to go over there and slaughter him.
[03:37:10.858 --> 03:37:16.040]  What God are you talking about?
[03:37:16.040 --> 03:37:18.961]  You are using God's name in vain.
[03:37:20.811 --> 03:37:29.937]  As a warrior for the Prince of Peace, who I am, you are using God's name in vain.
[03:37:29.937 --> 03:37:30.497]  That's right.
[03:37:30.497 --> 03:37:33.379]  I launched Occupy Peace.
[03:37:33.379 --> 03:37:49.589]  I fight for peace to stop the murderous wars that you continued throughout your entire Pritzker years playing president.
[03:37:49.589 --> 03:37:49.949]  God.
[03:37:50.925 --> 03:37:53.727]  Oh, and you remember Hillary Clinton.
[03:37:53.727 --> 03:37:55.268]  How happy she was.
[03:37:55.268 --> 03:37:58.289]  How happy she was.
[03:37:58.289 --> 03:38:01.051]  When also on CBS.
[03:38:01.051 --> 03:38:02.652]  Yeah.
[03:38:02.652 --> 03:38:05.614]  Crap broadcasting system.
[03:38:05.614 --> 03:38:12.277]  Asked her, how did you feel when you found out Gaddafi was murdered?
[03:38:12.277 --> 03:38:12.878]  Here she is.
[03:38:12.878 --> 03:38:15.799]  I came.
[03:38:15.799 --> 03:38:17.941]  We came.
[03:38:17.941 --> 03:38:18.541]  We saw.
[03:38:18.541 --> 03:38:19.301]  We conquered.
[03:38:19.301 --> 03:38:20.282]  Words to that effect.
[03:38:23.953 --> 03:38:25.994]  Yep.
[03:38:25.994 --> 03:38:32.116]  She was so happy that he was dead.
[03:38:32.116 --> 03:38:35.857]  And this is a guy they're elevating.
[03:38:35.857 --> 03:38:42.820]  And by the way, when he campaigned for Hitler, he said his reputation counted on whether or not he would lose.
[03:38:42.820 --> 03:38:47.261]  Well, if he lost, I guess your reputation counts as much as your Nobel Peace of Crap Prize.
[03:38:53.988 --> 03:39:00.629]  And finishing up with him, I think everyone on this program believes that.
[03:39:00.629 --> 03:39:17.952]  But how do you stop these organizations, meaning alternative media like Alex Jones and the Trends Journal, that can make money and also propagate the falsehoods to viewers and listeners who want it?
[03:39:17.952 --> 03:39:21.833]  Propagate falsehoods?
[03:39:23.888 --> 03:39:27.409]  You're a propagator of falsehoods.
[03:39:27.409 --> 03:39:36.551]  You lie your way into office by being a peace candidate.
[03:39:36.551 --> 03:39:41.772]  And you turned out to be the Nobel Peace of Crap Prize winner.
[03:39:41.772 --> 03:39:43.032]  Falsehoods?
[03:39:43.032 --> 03:39:48.853]  You mean we gotta swallow the crap that the Cartoon News Network shoves down our throat?
[03:39:50.083 --> 03:39:59.828]  Well, now you got that guy Obama that's in Biden's camp now that used to run Time Magazine and was on MSNBC.
[03:39:59.828 --> 03:40:03.810]  Oh, it's OK to swallow that crap.
