[00:00:13.112 --> 00:00:19.157]  Ladies and gentlemen,
[03:24:26.647 --> 03:24:35.670]  With a miniature horse, Evan Nowak said he noticed the animal which had been brought on board by a fellow traveler while flying on a service from Chicago to Omaha.
[03:24:35.670 --> 03:24:42.772]  He posted the footage to Twitter, which showed the horse calmly sitting near the front of the plane in an ILC.
[03:24:42.772 --> 03:24:45.373]  And again, this is the point.
[03:24:45.373 --> 03:24:46.273]  The same people
[03:24:47.032 --> 03:24:58.539]  Who need emotional support ponies to travel on airplanes to get through a basic day in their lives are also being given the power to control and socially re-engineer Western society.
[03:24:58.539 --> 03:25:03.161]  These are the people being given jobs in all the top social media companies.
[03:25:03.161 --> 03:25:11.286]  These are the people being given roles on hate and extremism advisory boards to determine who and who doesn't have free speech.
[03:25:11.286 --> 03:25:12.787]  You see them multiplying everywhere.
[03:25:13.226 --> 03:25:24.991]  And they literally have emotional support ponies on planes because they're that ridiculously fragile, they can't get through a flight without having an animal on board the airplane.
[03:25:24.991 --> 03:25:34.915]  The person who posted the footage said, at this time we would like to begin boarding with any active duty military families travelling with children under the age of three, and horses!
[03:25:34.915 --> 03:25:36.896]  Another passenger also sponsored the animal.
[03:25:36.896 --> 03:25:41.478]  Check in tweeting, there was a small horse in line at the airport today, I'm curious about it.
[03:25:42.090 --> 03:25:47.834]  It was later revealed to be called Flirty and even had its own Twitter and Instagram account.
[03:25:47.834 --> 03:25:48.915]  Yes.
[03:25:48.915 --> 03:25:49.376]  Really.
[03:25:49.376 --> 03:25:51.517]  They wrote, Flirty and I took to the skies yesterday.
[03:25:51.517 --> 03:25:53.118]  It was a great experience and I learned a lot.
[03:25:53.118 --> 03:25:57.182]  Flirty was fantastic and handled it all like a pro.
[03:25:57.182 --> 03:25:57.602]  So this...
[03:25:58.115 --> 03:26:04.837]  Giant Land Whale literally has to travel with a horse because she's so fragile and can't get through a domestic flight.
[03:26:04.837 --> 03:26:07.578]  These are the people who are taking over society.
[03:26:07.578 --> 03:26:12.180]  These are the people being given power to decide what's offensive.
[03:26:12.180 --> 03:26:17.902]  People who literally can't get through a day without having an emotional support pony.
[03:26:17.902 --> 03:26:21.063]  What could possibly go wrong?
[03:26:21.063 --> 03:26:21.523]  Meanwhile,
[03:26:22.714 --> 03:26:28.700]  Prince Harry urges environmentally friendly travel after taking four private jet trips in just 11 days!
[03:26:28.700 --> 03:26:31.023]  Do as we say, not as we do!
[03:26:31.023 --> 03:26:40.213]  So once again, because of his idiotic, woke social justice wife, Meghan Markle, who is a complete insult to the royal family, he's up!
[03:26:41.033 --> 03:26:45.956]  Lecturing everyone else about how to live their life environment in an environmentally friendly way.
[03:26:45.956 --> 03:26:53.781]  Encouraging environmentally friendly travel after he personally took four private jet trips in the space of just 11 days.
[03:26:53.781 --> 03:27:01.866]  During the event in Amsterdam, which was backed by giant corporations who were responsible for actually emitting the most CO2 as per usual.
[03:27:01.866 --> 03:27:07.630]  He said, we can all do better and while no one is perfect, we all have a responsibility for our own individual impact.
[03:27:09.383 --> 03:27:29.730]  He doesn't really seem to be that concerned about his own individual impact because last month him and his wife took four private jet trips in 11 days generating an estimated seven times the emissions per person compared to a commercial flight when flying home from Nice after visiting Elton John's 18 million dollar mansion.
[03:27:29.730 --> 03:27:38.833]  But it's okay because they buy carbon offset subsidies which are then fed into all the little global corporations controlled by Rothschild and Rockefeller
[03:27:39.585 --> 03:27:41.306]  Who run the entire scam.
[03:27:41.306 --> 03:27:49.431]  Meanwhile, people who are struggling paycheck to paycheck are increasingly being hit with hidden taxes on carbon dioxide emissions.
[03:27:49.431 --> 03:27:57.055]  But don't worry, because Prince Harry is contributing to the very same fund that he will eventually benefit from.
[03:27:57.055 --> 03:28:02.258]  Before the trip to Elton John's $18 million mansion, which I'm sure was very urgent and crucial,
[03:28:03.035 --> 03:28:13.643]  They travelled by private jet with Beta, generating 12.5 tonnes of carbon dioxide per person, an amount of pollution that would take 14 commercial flights to emit.
[03:28:13.643 --> 03:28:18.666]  Prince Harry also attended a Google-organised event in Italy to discuss global warming.
[03:28:18.666 --> 03:28:23.930]  Which, by the way, dozens of celebrities flew from Los Angeles to Italy
[03:28:24.853 --> 03:28:36.243]  Spewing again, thousands of tons of carbon dioxide to lecture you on driving a car, to lecture you on taking too many baths, to lecture you on having a basic standard of living.
[03:28:36.243 --> 03:28:47.614]  The Royal responded to criticism by claiming he had spent, quote, 99% of my life travelling the world by commercial, a dubious claim backed up by zero evidence.
[03:28:47.614 --> 03:28:49.475]  This is the Alex Jones Show live.
[03:28:49.475 --> 03:28:50.817]  Infowars.com.
[03:28:50.817 --> 03:28:51.117]  Goodbye.
[03:28:52.008 --> 03:28:53.949]  Heart disease is on the rise.
[03:28:53.949 --> 03:28:59.252]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[03:28:59.252 --> 03:29:00.853]  But the symptoms are there.
[03:29:00.853 --> 03:29:09.197]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[03:29:09.197 --> 03:29:14.900]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[03:29:15.080 --> 03:29:16.881]  My blood pressure has normalized.
[03:29:16.881 --> 03:29:19.061]  My diabetes has totally improved.
[03:29:19.061 --> 03:29:23.563]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:23.563 --> 03:29:25.743]  I recommend Heart and Body Extract to everyone.
[03:29:25.743 --> 03:29:33.606]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:33.646 --> 03:29:37.809]  Order your two month supply today by calling 8 6 6 2 9 5 5 3 0 5.
[03:29:37.809 --> 03:29:41.692]  That's 8 6 6 2 9 5 5 3 0 5.
[03:29:41.692 --> 03:29:47.176]  Or order online HB extract dot com heart and body extract 8 6 6 2 9 5 5 3 0 5 or HB extract dot com.
[03:29:53.302 --> 03:30:02.906]  There are only a few days left for you to get DNA Force Plus at 50% off and get a free bottle of Carnivore 90 for free.
[03:30:02.906 --> 03:30:12.690]  That's 90 powerful enzyme capsules designed to help you digest and absorb protein and fat and to clean out your guts in a healthy way.
[03:30:12.970 --> 03:30:17.234]  DNA Force Plus is our flagship product and needs no introduction.
[03:30:17.234 --> 03:30:24.039]  But Carnivore is so amazing that I want to offer you a free bottle of it so you can experience how great it is.
[03:30:24.039 --> 03:30:28.883]  We will be out of Carnivore in just the next week or so at current sales levels.
[03:30:28.883 --> 03:30:31.846]  I'm doing this because it's such an important product for people.
[03:30:31.846 --> 03:30:36.329]  I want those of you on the fence to experience it like so many others have.
[03:30:36.329 --> 03:30:36.730]  So again,
[03:30:37.270 --> 03:30:42.917]  We are running this special as long as our stock of Carnivore 90 is still here.
[03:30:42.917 --> 03:30:50.766]  Get your DNA Force Plus 50% off right now at InfoWarsStore.com or InfoWarsLife.com and get a free bottle of Carnivore 90.
[03:30:52.938 --> 03:30:59.082]  Super Mel Vitality is already in the top three of our best sellers for the six years we've had it.
[03:30:59.082 --> 03:31:07.248]  It is a award-winning formula produced in Utah by one of the top herbal companies in the nation that we've been private labeling.
[03:31:07.248 --> 03:31:08.529]  It is cold-pressed.
[03:31:08.529 --> 03:31:14.954]  It takes at least three times the herbs that are wild-crafted and organic to be able to produce this.
[03:31:14.954 --> 03:31:16.135]  It's not boiled.
[03:31:16.135 --> 03:31:16.935]  It's not heated.
[03:31:16.935 --> 03:31:18.096]  It's never been dried.
[03:31:18.096 --> 03:31:19.257]  It's taken from fresh
[03:31:19.797 --> 03:31:20.598]  Herbs.
[03:31:20.598 --> 03:31:23.300]  That's why it's so strong.
[03:31:23.300 --> 03:31:27.063]  That's why it's so effective for libido, stamina, and energy.
[03:31:27.063 --> 03:31:41.054]  And I'm so excited about Super Melo Vitality and Carnivore 30 that I'm offering you with every order of Super Melo Vitality at 25% off a free bottle of Carnivore Digestive Enzyme.
[03:31:41.054 --> 03:31:42.495]  We're going to sell out of this very quickly.
[03:31:42.955 --> 03:31:47.284]  But it's an offer so that you experience how amazing both these products are.
[03:31:47.284 --> 03:31:51.672]  Secure yours at InfoWarsStore.com today or InfoWarsLife.com.
[03:31:53.772 --> 03:31:58.954]  It's been a year since InfoWars and our other channels were completely banned off of YouTube.
[03:31:58.954 --> 03:32:06.877]  We had over 5 million views when we got banned and we're credited with getting Donald Trump elected because we were able to punch through and reach the grassroots.
[03:32:06.877 --> 03:32:14.420]  Now as we enter the 2020 election cycle, it's more important than ever that there be a place where the censors are unable to block the signal.
[03:32:14.860 --> 03:32:15.881]  And it's now here.
[03:32:15.881 --> 03:32:17.641]  Banned.Video.
[03:32:17.641 --> 03:32:32.207]  Banned.Video is the answer for libertarians, conservatives, nationalists, pro-gun, pro-life, pro-human individuals to have their own platform where videos banned by YouTube, Facebook, and Twitter are still available.
[03:32:32.207 --> 03:32:36.068]  Watch your favorite content from media personalities banned by big tech.
[03:32:36.068 --> 03:32:37.209]  Works on every device.
[03:32:37.209 --> 03:32:40.090]  Take your shows on the go with Banned.Video.
[03:32:40.430 --> 03:32:46.633]  Watch live shows, on-demand content, and join in on the conversation from anywhere with Band.Video.
[03:32:46.633 --> 03:32:50.615]  Share videos with your friends via Facebook, Twitter, SMS, email, and more.
[03:32:50.615 --> 03:32:55.618]  Band.Video.
[03:32:55.618 --> 03:32:58.239]  You're listening to the Alex Jones Show.
[03:33:09.494 --> 03:33:10.735]  You found it.
[03:33:10.735 --> 03:33:12.795]  The tip of the spear.
[03:33:12.795 --> 03:33:15.797]  It is the Alex Jones Show.
[03:33:15.797 --> 03:33:20.259]  And now, your host, Paul Joseph Watson.
[03:33:20.259 --> 03:33:26.461]  We're live on the Alex Jones Show, Paul Powell.
[03:33:26.461 --> 03:33:32.544]  Before I get into some more crucial news stories about the Pentagon now targeting viral internet content and memes,
[03:33:33.875 --> 03:33:46.841]  Again, because it had the most influence in terms of electing Donald Trump in the 2016 election, they did studies which found that the most effective means came from the Donald and 4chan, that's why they're targeting them.
[03:33:46.841 --> 03:33:53.384]  Before that though, I want to tell you about the great specials at infowarsstore.com where we have 25% off super male vitality.
[03:33:54.480 --> 03:33:59.964]  And when you take advantage of that discount, you get a free bottle of Carnivore with every purchase.
[03:33:59.964 --> 03:34:05.989]  Just four days left on this huge discount, but we've also got 50% off DNA Force Plus.
[03:34:05.989 --> 03:34:10.573]  Again, that secures you a free bottle of Carnivore with every purchase.
[03:34:10.573 --> 03:34:14.035]  It's absolutely vital that you continue to support this network.
[03:34:14.035 --> 03:34:23.663]  Another way you can do so is by getting the 8-pack Power Stack Total Health Performance System, featuring eight powerful new formulas, one convenient package,
[03:34:24.167 --> 03:34:25.929]  Your everyday health.
[03:34:25.929 --> 03:34:32.016]  That is available at a whopping 50% off discount right now at InfoWarsStore.com.
[03:34:32.016 --> 03:34:40.665]  Again, overwhelmingly positive reviews as there are for all our great products, including BrainForce Plus, which is also available for a 25% discount.
[03:34:40.665 --> 03:34:42.327]  This is Nutropic formula.
[03:34:42.327 --> 03:34:46.231]  It gives you clarity, focus and energy without the come down.
[03:34:47.523 --> 03:34:51.947]  Brain Force Plus available right now for 25% off at InfoWarsStore.com.
