[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[03:17:20.680 --> 03:17:34.022]  Unconscious bias is a staple of behavioural psychology, but suddenly, when she's challenged on her own unconscious bias, she freaks out and the Twitter mob leaps to her defence.
[03:17:34.022 --> 03:17:39.323]  Meanwhile, author Peter Hitchens has said that your grandkids will still be wearing masks in 2050.
[03:17:39.323 --> 03:17:47.965]  He tweeted, if people don't object to this now, their grandchildren will be wearing masks in the 2050s, although nobody will remember why.
[03:17:48.709 --> 03:18:01.316]  This was in response to companies like Ryanair and EasyJet, airliners and other businesses saying that they're just going to ignore the government ruling that all the restrictions are going to be lifted on masks and they're just going to make their own rules.
[03:18:01.316 --> 03:18:13.964]  So de facto lockdown restrictions will continue forever if you're getting on a plane, if you're going in a pub or a restaurant which wants to impose their own rules, if you're going into a shop, an educational institution,
[03:18:14.887 --> 03:18:31.538]  Because they're not, they're suddenly after 15 months of following the government advice to a tee, as soon as the government says you don't have to wear a mask in any of these public places or on airlines, oh well suddenly now they're the experts and they're going to make the rules.
[03:18:31.538 --> 03:18:36.381]  So it's never going to end and it's never going to end because they're going to keep finding
[03:18:37.097 --> 03:18:38.619]  New variants!
[03:18:38.619 --> 03:18:39.760]  New scariants!
[03:18:39.760 --> 03:18:57.701]  Lockdown Skeptics reports restrictions could be reintroduced locally after Freedom Day to deal with new variants, says Sajid Javid, the new Health Secretary of the UK, supposedly anti-lockdown and yet he's already saying regional lockdown restrictions will be reintroduced in the winter.
[03:18:58.576 --> 03:19:07.621]  You're going to have a flu season where people's natural immunity has been lowered because they've been locked inside their houses or refused to come out for the past 15 months.
[03:19:07.621 --> 03:19:10.683]  So you're going to probably have a quite vicious flu season.
[03:19:10.683 --> 03:19:13.945]  We've had that every year in the past and we didn't need to wear masks.
[03:19:13.945 --> 03:19:15.406]  The hospitals were not overcrowded.
[03:19:15.406 --> 03:19:16.647]  We coped with it.
[03:19:16.647 --> 03:19:20.369]  But suddenly now we don't have functioning immune systems as human beings.
[03:19:21.238 --> 03:19:29.245]  So we're going to have to lock down again in winter because of new variants, and lo and behold, they've already found one!
[03:19:29.245 --> 03:19:36.011]  Zero Hedge reports, Lambda variants and usual mutations make it resistant to vaccines.
[03:19:36.011 --> 03:19:39.794]  Oh no, you're going to have to get another vaccine!
[03:19:39.794 --> 03:19:49.282]  And if you don't, well, you're not going to be able to fly, go to a pub, a restaurant, a sporting event, a music venue, two-tier society, the haves and the have-nots.
[03:19:50.385 --> 03:19:56.867]  The Lambada variant, also known as C37, is believed to have first emerged in Peru in August last year.
[03:19:56.867 --> 03:20:03.789]  It's only been recognized as a potential global threat in recent weeks, with the World Health Organization declaring it a variant of interest.
[03:20:03.789 --> 03:20:05.249]  Very interesting.
[03:20:05.249 --> 03:20:09.370]  After it appeared in several countries simultaneously.
[03:20:09.370 --> 03:20:15.292]  The WHO said the variant's neutralizing antibodies could increase its transmissibility or potentially increase its resistance.
[03:20:16.030 --> 03:20:29.762]  So basically saying, they're basically saying that the vaccines won't work, they'll have a period of scaremongering for a few months where we have to lock down yet again, and then they'll come out with a new vaccine that covers this variant.
[03:20:29.762 --> 03:20:35.107]  The people who don't get it won't be able to live their lives or do anything socially or lifestyle-wise whatsoever.
[03:20:35.107 --> 03:20:36.028]  They'll be the have-nots.
[03:20:36.747 --> 03:20:44.856]  People will get the vaccine, they'll be fine, and then we'll unlock for two weeks, then there'll be another variant, and we'll have to lock down again.
[03:20:44.856 --> 03:20:46.358]  It never ends.
[03:20:46.358 --> 03:20:47.019]  Don't go away.
[03:20:47.019 --> 03:20:51.364]  You know, listeners call into the show and they thank me, and it makes me feel pathetic.
[03:20:52.148 --> 03:20:55.509]  Because I sit there and I beg you for support constantly.
[03:20:55.509 --> 03:20:59.411]  For prayer, for financial support, and for word of mouth.
[03:20:59.411 --> 03:21:00.872]  And we're all in this together.
[03:21:00.872 --> 03:21:06.234]  And it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:21:06.234 --> 03:21:06.914]  But it's true.
[03:21:06.914 --> 03:21:10.316]  We're the only media organization in the United States that promotes liberty at this level.
[03:21:11.076 --> 03:21:13.580]  That is not beholden to the big corporate sponsors.
[03:21:13.580 --> 03:21:15.622]  And they've harassed and almost shut down everybody else.
[03:21:15.622 --> 03:21:17.385]  They've crippled all the other groups.
[03:21:17.385 --> 03:21:18.266]  And we're still here.
[03:21:18.266 --> 03:21:22.692]  And as this whole New World Order comes out in the open, our credibility is showing up.
[03:21:22.692 --> 03:21:24.314]  That's why we've got to be taken off air.
[03:21:24.314 --> 03:21:26.456]  That's why America has got to be taken down.
[03:21:26.456 --> 03:21:28.199]  You can't have all these other nations enslaved.
[03:21:28.679 --> 03:21:30.020]  What are champions made of?
[03:21:30.020 --> 03:21:31.581]  Here's a man who can show you.
[03:22:00.510 --> 03:22:02.071]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[03:22:02.071 --> 03:22:03.412]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[03:22:03.412 --> 03:22:04.373]  AAA-253-3139 is the InfoWars store hotline.
[03:22:04.373 --> 03:22:05.474]  AAA-253-3139 is the InfoWars store... Sorry!
[03:22:05.474 --> 03:22:07.035]  AAA-253-3139 is the InfoWars store hotline.
[03:22:07.035 --> 03:22:07.876]  AAA-253-3139 is the InfoWars store...
[03:22:26.750 --> 03:22:30.213]  InfoWarsTore.com is simply the best.
[03:22:30.213 --> 03:22:33.256]  InfoWarsTore.com beats out all the rest.
[03:22:33.256 --> 03:22:34.376]  888-253-3139, 888-253-3139, 888-253-3139 is the InfoWarsTore upline.
[03:22:34.376 --> 03:22:34.497]  888-253-3139, 888-253-3139.
[03:22:44.051 --> 03:22:46.693]  That's Infowars.
[03:22:46.693 --> 03:22:47.734]  Store.com.
[03:22:47.734 --> 03:22:59.425]  Bioremediation is a process used to treat contaminated water, soil, and subsurface material by accelerating naturally occurring environmental conditions to stimulate growth of microorganisms and degrade targeted pollutants.
[03:22:59.745 --> 03:23:06.828]  For the first time, the BioPros are bringing to the public market a suite of bioremediation products to the everyday consumer.
[03:23:06.828 --> 03:23:14.010]  Their first product they are launching is called BioSeptic Pro, a product specifically designed to establish a healthy septic system.
[03:23:14.010 --> 03:23:18.592]  BioSeptic Pro contains live microorganisms, not traditional enzymes like its competitors.
[03:23:18.832 --> 03:23:20.794]  This stuff lives in your septic system.
[03:23:20.794 --> 03:23:30.121]  It's really like probiotics for your septic tank and is at least 100 times more effective than similar microbial products due to its revolutionary patented delivery system.
[03:23:30.121 --> 03:23:34.925]  BioSeptic Pro contains no chemical ingredients and no genetically modified organisms.
[03:23:34.925 --> 03:23:39.069]  Visit TheBiopros.com today and protect your septic system.
[03:23:39.069 --> 03:23:41.090]  That's TheBiopros.com.
[03:23:41.090 --> 03:23:45.254]  This is for anaerobic septic tanks and the job it does is unparalleled.
[03:23:45.254 --> 03:23:46.275]  TheBiopros.com.
[03:23:47.688 --> 03:23:54.667]  The scientific dictatorship that I've been warning you about for 27 years has now gone from beta testing to operational.
[03:23:55.234 --> 03:24:00.737]  The globalists are out in the open with their planetary depopulation takeover, their robot takeover.
[03:24:00.737 --> 03:24:08.602]  But the good news is we've been working, and you've been working, and others have been working across the planet for decades to get ready for this, to be able to fight it off.
[03:24:08.602 --> 03:24:10.082]  Humanity is strong.
[03:24:10.082 --> 03:24:11.043]  We're incredible.
[03:24:11.043 --> 03:24:14.825]  And if we're aware of the attack that's happening, we have a real chance of defeating it.
[03:24:14.825 --> 03:24:17.287]  If we ask God for guidance, we will defeat it.
[03:24:17.287 --> 03:24:23.210]  So prayer is essential, research is essential, getting prepared is essential, and warning others is absolutely essential.
[03:24:23.610 --> 03:24:33.272]  At the same time, supporting InfoWars by buying high-quality products to keep us on air is essential because they're great products for you and your family, and they're also funding our operation.
[03:24:33.272 --> 03:24:35.593]  InfoWarsStore.com.
[03:24:35.593 --> 03:24:38.254]  InfoWarsStore.com is incredible.
[03:24:38.254 --> 03:24:43.575]  A lot of our products that have been sold out because of supply chain breakdowns are back in, like bodies, vasobeats, and others.
[03:24:43.575 --> 03:24:50.156]  So get them today at InfoWarsStore.com, and I thank you for being part of the resistance.
[03:24:50.156 --> 03:24:52.757]  You're listening to the Alex Jones Show.
[03:25:06.231 --> 03:25:26.464]  We're going to throw to this video now because Morrissey, pop icon Morrissey, who will never bow to the collectivist woke mob, is about to release a new album called Bonfire of Teenagers, the title track of which is about the Manchester arena bombing.
[03:25:27.535 --> 03:25:37.679]  And he did an interview on his official website which has caused waves today and the Pitchfork mob are all out attacking him once again because, God forbid, he can actually think for himself.
[03:25:37.679 --> 03:25:43.282]  He's got a new album out and he's done a new interview about lockdown being akin to slavery.
[03:25:43.282 --> 03:25:49.424]  We're going to go to this video now and I'll come back and talk about some of the fallout from this interview on the other side.
[03:25:49.424 --> 03:25:50.665]  Here is the clip.
[03:25:51.838 --> 03:26:04.904]  Music icon Morrissey is back to enrage the bed-wetting mob with a new authentically anti-establishment album and a stinging rebuke of the UK's relentless Covid-19 lockdown.
[03:26:04.904 --> 03:26:16.470]  In an interview published on his Morrissey Central website, the former Smiths frontman ripped into how coronavirus rules and restrictions have been weaponised to widen the gap between us and them.
[03:26:16.670 --> 03:26:22.940]  The interviewer put it to Morrissey that quote, Covid society is also the precise description of slavery.
[03:26:23.539 --> 03:26:29.861]  Yeah, we are supposed to be in a time when anything connected to slavery must be blown up or thrown in a canal in Bristol.
