[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[03:16:29.998 --> 03:16:34.260]  A lot of these Hillary supporters in the media, these elitists, don't get it.
[03:16:34.260 --> 03:16:39.082]  They still think that Trump's entire support base is formulated around racism.
[03:16:39.082 --> 03:16:44.545]  And by the way, just to interrupt because you're so on fire here, this is what Henry Ford pioneered.
[03:16:44.545 --> 03:16:47.186]  You've got to make enough money to be able to buy the product.
[03:16:47.186 --> 03:16:53.889]  Globalism is this thing where they make us impoverished by not ever having an economy to be able to buy the product in the end.
[03:16:53.889 --> 03:16:56.590]  And now we're getting towards the end game when everybody's going broke.
[03:16:56.590 --> 03:16:57.311]  This is not good.
[03:16:59.246 --> 03:17:02.489]  No, and that's whose interest Trump represents.
[03:17:02.489 --> 03:17:15.462]  It's not just people lashing out because they're racist, but the elite's obsession with that, their misrepresentation, their misconception that that is what drives Trump voters, is what could possibly cost them this election.
[03:17:15.462 --> 03:17:17.204]  We saw it with Brexit.
[03:17:17.204 --> 03:17:20.227]  Again, they were overconfident right before the vote.
[03:17:20.227 --> 03:17:23.270]  They thought, oh, only provincial racists are going to support Brexit.
[03:17:23.570 --> 03:17:30.174]  Well no, it was 17 million people, the biggest vote in a UK election ever, and they lost.
[03:17:30.174 --> 03:17:36.318]  And they weren't expecting it, because all the polls before said that it was a comfortable victory for the Remainers.
[03:17:36.318 --> 03:17:47.766]  They got slapped in the face, they got shocked, because they couldn't identify who was voting for Brexit and why, because of their ivory tower elitism, and that's what Michael Moore's talking about in that clip.
[03:17:48.712 --> 03:17:52.734]  Plus, Paul, they demonize everybody that stands up for common sense, fairness.
[03:17:52.734 --> 03:17:54.455]  Nationalism is racist.
[03:17:54.455 --> 03:17:57.697]  The average person doesn't want to be called that, so they're very quiet about their views.
[03:17:57.697 --> 03:18:03.279]  And that's what internal pollsters for Trump know, is there's a good 10% of people that are closeted.
[03:18:03.279 --> 03:18:08.662]  I mean, I wear Trump stuff out just as an exercise in front of my kids.
[03:18:08.662 --> 03:18:09.703]  And people mess with us.
[03:18:09.703 --> 03:18:10.783]  They say stuff here in Austin.
[03:18:10.783 --> 03:18:13.645]  They're very nasty.
[03:18:13.645 --> 03:18:15.586]  No, there is that contingent, but again,
[03:18:16.650 --> 03:18:18.250]  This is being way underplayed.
[03:18:18.250 --> 03:18:22.251]  There's something going on behind the scenes which is not quantifiable by these polls.
[03:18:22.251 --> 03:18:35.674]  And yes, it's partly Hillary's campaign admittedly now in the WikiLeaks document saying, we're going to use this as a tactic to try and convince Trump supporters to lose enthusiasm, saying that it's all tied up, it's in the bag, Hillary's won.
[03:18:35.674 --> 03:18:37.315]  And then you drill into the polls.
[03:18:37.315 --> 03:18:39.755]  And it's the same with the debate polls we've seen.
[03:18:39.755 --> 03:18:42.796]  They oversample Democrats every single time.
[03:18:43.476 --> 03:18:47.640]  In some cases by like 26% Republicans to 40 odd percent Democrats.
[03:18:47.640 --> 03:18:50.062]  And there are easier ways but more sophisticated to steal it.
[03:18:50.062 --> 03:18:54.145]  I'm gonna skip this break so you have more time, Paul, but this is just riveting here listening to you talk.
[03:18:54.145 --> 03:18:55.406]  Why are they so arrogant?
[03:18:55.406 --> 03:19:00.210]  They've always been arrogant, but it seems like they're completely mentally ill now, have no idea all the credibility they've lost.
[03:19:00.936 --> 03:19:04.798]  We have a press conference and 30 million people watch.
[03:19:04.798 --> 03:19:07.120]  CNN doesn't have that in a week, brother.
[03:19:07.120 --> 03:19:10.562]  I mean, you originally have videos with 15, 20 million views.
[03:19:10.562 --> 03:19:11.122]  We do too.
[03:19:11.122 --> 03:19:14.885]  I mean, have they figured out yet how pathetic they are?
[03:19:14.885 --> 03:19:16.406]  I think they're figuring it out.
[03:19:16.826 --> 03:19:23.129]  They had a Washington Post article and an Austin American Statesman article last week admitting InfoWars is bigger than quote, any mainstream show.
[03:19:23.129 --> 03:19:24.890]  So they're now admitting that fact.
[03:19:24.890 --> 03:19:25.991]  We're just one part of this.
[03:19:25.991 --> 03:19:27.912]  Drugs, bigger than all of them combined.
[03:19:27.912 --> 03:19:30.893]  Facebook and New York Times combined, but they're still so arrogant.
[03:19:30.893 --> 03:19:35.536]  So there's almost like the Schizophrenia now, where they're still super arrogant, but they realize we're way bigger than them.
[03:19:35.536 --> 03:19:37.197]  So, what comes out of that paradox?
[03:19:39.045 --> 03:19:41.527]  I think some of them are starting to get it, but most aren't.
[03:19:41.527 --> 03:19:53.335]  I mean, I've talked about that Daily Show clip with Trevor Noah freaking out about this conservative Trump supporter getting tens of millions of views on Facebook, but Brian Stelter of CNN came out last night.
[03:19:53.335 --> 03:19:55.876]  You know, he's this big anti-Trump leftist on CNN.
[03:19:57.037 --> 03:20:01.959]  Basically saying, Trump only gets 60,000 views on his Facebook videos.
[03:20:01.959 --> 03:20:05.981]  Now for a start, I went on Trump's Facebook about 30 minutes ago.
[03:20:05.981 --> 03:20:07.541]  Literally every video.
[03:20:07.541 --> 03:20:09.442]  And they upload numerous videos a day.
[03:20:09.442 --> 03:20:14.284]  800,000, 900,000, 1.5 million, 2 million views.
[03:20:14.284 --> 03:20:15.725]  Every single video.
[03:20:15.725 --> 03:20:17.406]  So again, he got that completely wrong.
[03:20:17.406 --> 03:20:22.508]  And then he bragged about having 1.35 million viewers a week on his own show.
[03:20:23.408 --> 03:20:36.634]  James O'Keefe shot back and said, quote, our YouTube videos have 10 million views in the last seven days, 54 million Twitter impressions for James O'Keefe over the last seven days.
[03:20:36.634 --> 03:20:44.457]  I mean, just on my little Twitter account, I'm getting 165 million Twitter impressions every single month.
[03:20:44.457 --> 03:20:49.560]  Paul, Paul, if you count all of our channels and affiliated channels, we have 5 billion views, 1 billion on one channel.
[03:20:49.560 --> 03:20:51.200]  We're trying to take down right now, by the way, folks.
[03:20:51.200 --> 03:20:51.801]  We're under attack.
[03:20:52.621 --> 03:20:58.965]  And if you add it all together, we're getting 4 to 5 million views a day just on our channels, Paul.
[03:20:58.965 --> 03:21:00.006]  No, it's insane.
[03:21:00.006 --> 03:21:05.029]  We've only just started properly uploading videos to Twitter, which is an entirely new avenue.
[03:21:05.029 --> 03:21:07.751]  So you can add on, you know, 200, 300,000 views for every video or not.
[03:21:07.751 --> 03:21:09.492]  We're absolutely kissing their ass.
[03:21:09.492 --> 03:21:12.033]  And it's not about measuring our Johnsons here.
[03:21:12.033 --> 03:21:14.515]  The point is, they're in decline, we're rising, what do they do?
[03:21:17.099 --> 03:21:19.723]  I think they haven't realised it yet, Alex.
[03:21:19.723 --> 03:21:27.233]  I mean, I get, you know, 300,000 followers on Twitter, that's the current level of it, and, you know, 165 million impressions.
[03:21:27.233 --> 03:21:31.739]  I get more impressions than celebrities with 10 million Twitter followers.
[03:21:32.139 --> 03:21:33.180]  Oh, that's the thing.
[03:21:33.180 --> 03:21:38.646]  They put together these huge Hollywood produced deals with like 30 stars on YouTube with full YouTube push.
[03:21:38.646 --> 03:21:41.408]  It gets 100,000, 90% downvotes.
[03:21:41.408 --> 03:21:43.971]  We do nothing to put out a video that gets a million.
[03:21:43.971 --> 03:21:47.775]  I mean, I'll cut four or five videos in a week and they'll get like two or three million views conservatively.
[03:21:47.775 --> 03:21:49.857]  And I'm just shooting it at my house.
[03:21:49.857 --> 03:21:52.740]  And then they have all these stars and everyone is saying, we hate you.
[03:21:54.278 --> 03:21:56.539]  And it's, again, we're not bragging.
[03:21:56.539 --> 03:21:57.540]  I'll give you another example.
[03:21:57.540 --> 03:22:05.864]  You know, one of these Never Trumpers, Louise Mensch, writes an article saying that I'm in control, Infowars is controlling the Putin troll bots.
[03:22:05.864 --> 03:22:08.906]  It gets five comments in 24 hours.
[03:22:08.906 --> 03:22:10.607]  This is on quite a big website.
[03:22:10.607 --> 03:22:13.409]  Five comments in 24 hours.
[03:22:13.409 --> 03:22:17.751]  The article this morning about the vote fraud in Texas, it's probably passed 4,000 comments by now.
[03:22:19.432 --> 03:22:25.334]  It got over five comments in probably ten seconds because our information resonates.
[03:22:25.334 --> 03:22:36.236]  And let's be clear, let's be clear, it's true that Russian TV takes what we say word for word and Japanese TV and all the others and Mainline Talk Radio and Congress because we know what we're talking about.
[03:22:36.236 --> 03:22:38.817]  We broke Benghazi first, we broke it all first.
[03:22:38.817 --> 03:22:42.678]  It's not that the Russians take their orders, they know truth when they hear it.
[03:22:42.678 --> 03:22:46.439]  We're kicking your ass up one side and down the other, you little arrogant
[03:22:47.366 --> 03:22:52.610]  Pencil-necked, establishment, fake liberal, fascist dirtbags.
[03:22:52.610 --> 03:22:53.050]  Exactly.
[03:22:53.050 --> 03:22:55.632]  I mean, another part of it is they're very lazy.
[03:22:55.632 --> 03:22:58.254]  I mean, we instantaneously react to news.
[03:22:58.254 --> 03:22:59.795]  We're able to get on top of it straight away.
[03:22:59.795 --> 03:23:00.435]  We're completely crazed.
[03:23:00.435 --> 03:23:01.176]  We work 18 hours a day.
[03:23:01.176 --> 03:23:02.196]  I literally foam at the mouth.
[03:23:02.196 --> 03:23:02.797]  Let's just be honest.
[03:23:03.666 --> 03:23:26.648]  Yeah, but I mean, talking about Russia, you've then got comments by the former Prime Minister of Sweden, Carl Bildt, who put out this tweet which he claimed that Russia today got the WikiLeaks before WikiLeaks published them, simply because they tweeted, for example, about Podesta email part 17 before WikiLeaks released it on Twitter or tweeted about it on Twitter.
[03:23:27.088 --> 03:23:32.652]  He said, quote, really impressive by Russian state media to report on WikiLeaks releases before they are released.
[03:23:32.652 --> 03:23:34.173]  Contacts count.
[03:23:34.173 --> 03:23:41.178]  Now, of course, the Podesta emails are released on WikiLeaks' website way before they actually tweet it out.
[03:23:41.178 --> 03:23:46.821]  That's how RT is able to put out that story, because they sit there- They're actually on top of it!
[03:23:46.821 --> 03:23:50.003]  Refreshing the website to get on the story first.
[03:23:50.003 --> 03:23:51.284]  We're not lazy.
[03:23:51.284 --> 03:23:52.045]  You are.
[03:23:52.045 --> 03:23:54.967]  That's why we're kicking your ass, and they're not happy about it.
[03:23:57.239 --> 03:23:58.641]  Wow, this is biblical.
[03:23:58.641 --> 03:24:00.383]  All right, well, I said I'd let you take over.
[03:24:00.383 --> 03:24:01.765]  This is just great to talk to you, Paul.
[03:24:01.765 --> 03:24:06.311]  I got a hold of Paul, so I guess he can come on air with us.
[03:24:06.311 --> 03:24:07.372]  What else is coming up in the next 35 minutes?
[03:24:09.628 --> 03:24:10.709]  What are your big concerns?
[03:24:10.709 --> 03:24:12.711]  Because, I mean, let me tell you, they're desperate.
[03:24:12.711 --> 03:24:13.712]  They want to be the heroes.
[03:24:13.712 --> 03:24:15.073]  I smell false flag.
[03:24:15.073 --> 03:24:18.776]  I smell them killing the election, blowing something up, blaming it on us.
[03:24:18.776 --> 03:24:20.517]  I mean, I just see nastiness.
[03:24:20.517 --> 03:24:21.358]  I see the preparation.
[03:24:21.358 --> 03:24:22.439]  I want to shut down the media.
[03:24:22.439 --> 03:24:23.900]  I think they're going to go all in.
[03:24:23.900 --> 03:24:30.146]  They're either going to back off and realize that they can't stop us and try to just sabotage us, or they're going to go all in, Paul.
[03:24:32.005 --> 03:24:38.471]  Well, I think the only guarantee is you will see riots after the election if Trump wins.
[03:24:38.471 --> 03:24:40.072]  I mean, that's the guarantee, isn't it?
[03:24:40.072 --> 03:24:45.937]  Now that we know, again, that whole thing about, oh, Trump's rhetoric is responsible for the violence at his own rallies.
[03:24:45.937 --> 03:24:47.759]  Don't you dare say anyone else is responsible.
[03:24:47.759 --> 03:24:49.540]  That's the conspiracy theory.
[03:24:49.540 --> 03:24:51.542]  O'Keefe video completely debunked.
[03:24:51.542 --> 03:24:52.583]  They funded it.
[03:24:52.583 --> 03:24:53.344]  They arranged it.
[03:24:53.344 --> 03:24:56.727]  And we have WikiLeaks on top of it, not just O'Keefe.
[03:24:56.727 --> 03:24:58.148]  We have the WikiLeaks that couple with it.
[03:24:59.221 --> 03:24:59.981]  Exactly.
[03:24:59.981 --> 03:25:01.822]  So, that's proven.
[03:25:01.822 --> 03:25:06.224]  They fund, they arrange violence against Trump, against his supporters.
[03:25:06.224 --> 03:25:11.486]  That's why you see graffiti daubed everywhere, Republican HQs being firebombed.
[03:25:11.486 --> 03:25:13.407]  That's what you're going to see if Trump wins.
[03:25:13.407 --> 03:25:14.728]  That's the only guarantee.
