[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[03:18:02.742 --> 03:18:05.444]  They want you to think of a civilization that gets progressively worse.
[03:18:06.224 --> 03:18:07.985]  The globalists fly around in private jets.
[03:18:07.985 --> 03:18:10.127]  They have huge private estates.
[03:18:10.127 --> 03:18:11.708]  They are separate from us.
[03:18:11.708 --> 03:18:13.570]  Their children go to private tutors.
[03:18:13.570 --> 03:18:14.891]  They admit this.
[03:18:14.891 --> 03:18:22.897]  Now they want us locked down, telecommunicating with each other, so that we are not actually out physically building a pro-human infrastructure.
[03:18:23.357 --> 03:18:28.884]  The infrastructure that's left under 5G is meant to control robot autonomous cars and trucks.
[03:18:28.884 --> 03:18:30.626]  This is all their admitted plan.
[03:18:30.626 --> 03:18:35.051]  The public's finally listening because the plan is no longer in beta, it's gone operational.
[03:18:35.051 --> 03:18:36.513]  It's a post-human future.
[03:18:36.513 --> 03:18:37.675]  You better find out about it right now.
[03:18:39.206 --> 03:18:40.466]  The Great Reset is here.
[03:18:40.466 --> 03:18:54.029]  World government has openly been announced and its plan is to bankrupt you and your family and to make you so poor you're forced onto a universal guaranteed income or sinoculations and you must pledge allegiance to the leftist globalist system.
[03:18:54.029 --> 03:19:06.612]  That's why it's important to pray to God, be politically active and get prepared for self-defense and to be able to store food and other emergency products that you and your family need so you're not dependent on the system.
[03:19:06.792 --> 03:19:09.653]  We have the best storable food at the lowest price you're going to find.
[03:19:09.653 --> 03:19:16.134]  All the other big competitors have already gone up on their prices, but our supplier has high quality food in stock, ready to ship to you.
[03:19:16.134 --> 03:19:18.934]  And by January 8th, they're going to have to raise prices some.
[03:19:18.934 --> 03:19:21.695]  So take advantage now, preparewithalex.com.
[03:19:21.695 --> 03:19:27.356]  And on top of that, you can save up to $850 off their regular rates.
[03:19:27.356 --> 03:19:29.457]  Go to preparewithalex.com today.
[03:19:29.457 --> 03:19:31.157]  You've got until January 8th.
[03:19:31.157 --> 03:19:36.398]  And the profit that comes in, that helps fund the info war, fighting for America, fighting for justice, fighting for freedom.
[03:19:36.698 --> 03:19:37.119]  A true 360 win.
[03:19:54.841 --> 03:19:56.062]  This does not have a fluoride.
[03:19:56.062 --> 03:19:57.463]  It doesn't have any additives.
[03:19:57.463 --> 03:19:58.684]  This is a concentrate.
[03:19:58.684 --> 03:20:00.145]  It really is high quality.
[03:20:00.145 --> 03:20:05.310]  It's been sold out for months because of supply chain breakdowns with the whole COVID martial law garbage.
[03:20:05.310 --> 03:20:07.071]  But now it's back in stock.
[03:20:07.071 --> 03:20:11.515]  Info Wars Dr. Jones Naturals Activated Charcoal Toothpaste.
[03:20:11.515 --> 03:20:17.920]  Now back in stock at InfoWarsStore.com or call toll free 888-253-33139.
[03:20:17.920 --> 03:20:23.725]  It also makes a great gift for your family, for your grandkids, for your mother, your father, for everybody.
[03:20:24.005 --> 03:20:25.146]  You're listening to the Alex Jones Show!
[03:20:58.721 --> 03:21:05.543]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:21:05.543 --> 03:21:15.905]  And now, your host, Matt Bracken!
[03:21:15.905 --> 03:21:26.468]  Alright, it's the last show of the year, and I'm very proud and honored to be called in to close it out for you.
[03:21:26.468 --> 03:21:26.848]  You know, I'm
[03:21:28.029 --> 03:21:32.272]  I'm wearing an InfoWars shirt right there today.
[03:21:32.272 --> 03:21:39.796]  I'm not a member of the InfoWars team in any kind of a financial sense.
[03:21:39.796 --> 03:21:41.097]  Never been paid.
[03:21:41.097 --> 03:21:43.778]  I'm doing this from my home in Florida.
[03:21:43.778 --> 03:21:50.382]  But I'm wearing it because I'm proud to stand with Alex and the InfoWars family.
[03:21:50.382 --> 03:21:56.686]  We're going into a new year and, you know, we're going to do this Stop the Steal Rally next week and we don't know how it's going to turn out.
[03:21:57.469 --> 03:22:05.515]  But there's a real serious chance that Biden and Harris are going to be the president and vice president.
[03:22:05.515 --> 03:22:17.265]  Obama will be a mile or so away in the basement of his Washington mansion, feeding their scripts to them, as he has said on TV.
[03:22:17.265 --> 03:22:22.949]  He'll be happy to just be the guy putting the words into the earpieces.
[03:22:22.949 --> 03:22:23.990]  So we know what's coming.
[03:22:24.793 --> 03:22:29.676]  The Department of Justice is going to be run by people like Andrew Weissman.
[03:22:29.676 --> 03:22:35.939]  And it's going to be a very dangerous time for patriots because they're going to be out for revenge.
[03:22:35.939 --> 03:22:38.360]  Very serious revenge.
[03:22:38.360 --> 03:22:52.848]  Anybody that thinks that this is a joke, let me tell you, all of the hassles that we've had with the FBI and the DOJ being in a virtual state of mutiny the last four years, that was with our guy in the White House.
[03:22:52.848 --> 03:22:53.348]  So you put
[03:22:55.185 --> 03:23:05.907]  You know, Obama as the puppet master and others like him, you know, feeding the lines to Harris and Biden, picking his attorney general.
[03:23:05.907 --> 03:23:09.348]  The Department of Justice is going to be out for scalps.
[03:23:09.348 --> 03:23:19.010]  What happened to Roger Stone is going to be magnified many fold, and there won't be a pardon waiting at the end of the Biden-Harris administration.
[03:23:19.010 --> 03:23:21.551]  It'll just be prison.
[03:23:21.551 --> 03:23:23.151]  So anybody that
[03:23:24.022 --> 03:23:28.145]  That snipes at Alex and wants to cut him down?
[03:23:28.145 --> 03:23:31.747]  I'm telling you, who goes to the rallies?
[03:23:31.747 --> 03:23:34.229]  Who gets right out in front?
[03:23:34.229 --> 03:23:36.210]  Excuse me.
[03:23:36.210 --> 03:23:40.152]  Who's fearless when it comes to putting his face right out in front?
[03:23:40.152 --> 03:23:50.439]  You know, the former head of the NSA, General Michael Hayden, said he wants to see Alex charged and put in prison.
[03:23:50.439 --> 03:23:52.100]  They're not kidding, folks.
[03:23:52.100 --> 03:23:53.361]  This is serious business.
[03:23:54.341 --> 03:24:02.022]  Anybody that thinks that this is all like some kind of a grift or a big for-profit deal, I've never been paid a dime.
[03:24:02.022 --> 03:24:07.103]  I'm doing this for the love of it, for the patriotism, for the love of my country.
[03:24:07.103 --> 03:24:08.684]  That's it.
[03:24:08.684 --> 03:24:16.885]  I'm going to Washington next week, and I hope it's such a big rally that it's impossible to find anybody, that it'll be a sea of people.
[03:24:16.885 --> 03:24:18.165]  That's my hope.
[03:24:18.165 --> 03:24:19.745]  That's my goal.
[03:24:19.745 --> 03:24:22.826]  But to all of the anonymous ankle biters,
[03:24:23.701 --> 03:24:28.023]  That, you know, want to pack away at Alex.
[03:24:28.023 --> 03:24:35.427]  Let me tell you, the man has been a fearless leader now for many years and he hasn't quit when it would have been easy.
[03:24:35.427 --> 03:24:41.971]  It would have been so easy at various points in the last couple of years to say, you know what, I've had it.
[03:24:41.971 --> 03:24:44.372]  I'm just going to, I've done my part.
[03:24:44.372 --> 03:24:45.713]  I've done more than my part.
[03:24:45.713 --> 03:24:49.234]  I'm going to exit stage left and just live a quiet life.
[03:24:49.234 --> 03:24:50.455]  He didn't do it.
[03:24:50.455 --> 03:24:52.136]  Just like Donald Trump didn't do it.
[03:24:53.050 --> 03:25:00.814]  Trump could just say, look, the odds of my winning this are slim and none, so I'm just going to concede.
[03:25:00.814 --> 03:25:14.901]  This way it'll put my family out of the line of fire, because you know that if Biden is in the White House next year, they're going to come after the entire Trump family.
[03:25:14.901 --> 03:25:21.825]  They're going to do to everybody with Trump in their name what they did to Roger Stone.
[03:25:22.586 --> 03:25:24.267]  And you know they're going to do it.
[03:25:24.267 --> 03:25:26.007]  They're going to do it hard.
[03:25:26.007 --> 03:25:29.529]  And that's why it's time to really stand up and be counted.
[03:25:29.529 --> 03:25:31.610]  That's why I'm going to Washington.
[03:25:31.610 --> 03:25:33.950]  That's why I do this show.
[03:25:33.950 --> 03:25:38.832]  Because we all are going to hang together or we're going to hang separately.
[03:25:38.832 --> 03:25:42.814]  And the more of us that there are, the more power that we're going to get.
[03:25:42.814 --> 03:25:50.397]  You know, this Great Reset that we've all been talking about for years, it's really about control.
[03:25:51.445 --> 03:26:02.953]  The global elites are now cooperating, are trying to get us to be basically subservient peasants in a total control grid matrix.
[03:26:02.953 --> 03:26:05.195]  And they're very close.
[03:26:05.195 --> 03:26:11.699]  They've been using China as the test bed because there's no Bill of Rights, obviously, in China.
[03:26:11.699 --> 03:26:16.342]  But they're working out all of the technology and all the methodologies in China.
[03:26:16.342 --> 03:26:20.085]  But they're step-by-step going to be using it here in this country.
[03:26:20.962 --> 03:26:26.063]  You're not going to be able to do a lot of things without the vaccine very soon.
[03:26:26.063 --> 03:26:36.145]  First, everybody is trying to get the vaccine, but in a short while, it's going to be, who are the refuseniks that won't take the vaccine?
[03:26:36.145 --> 03:26:41.467]  And they're going to be locked out professionally and locked out of travel.
[03:26:41.467 --> 03:26:43.907]  This is all about control.
[03:26:43.907 --> 03:26:47.088]  So next week, on January 5th and 6th,
[03:26:48.157 --> 03:26:52.079]  What we have to do is show who's really in control.
[03:26:52.079 --> 03:26:54.620]  We don't control social media.
[03:26:54.620 --> 03:26:57.941]  We don't have all of these organs of power.
[03:26:57.941 --> 03:27:00.242]  We don't control the Department of Justice.
[03:27:00.242 --> 03:27:07.605]  We can't decide what criminals will go uncharged and what innocent people will be arrested in the middle of the night.
[03:27:07.605 --> 03:27:09.385]  We don't control that.
[03:27:09.385 --> 03:27:12.967]  But we can overwhelm them with sheer numbers.
[03:27:12.967 --> 03:27:16.288]  And that's why it's going to be our week next week.
[03:27:17.182 --> 03:27:19.804]  You know, we weren't around for Valley Forge.
[03:27:19.804 --> 03:27:24.949]  We weren't around, you know, during any of America's darkest days.
[03:27:24.949 --> 03:27:26.570]  And now we're so comfortable.
[03:27:26.570 --> 03:27:33.956]  It's so easy to sit on the couch, watch the TV, change channels, hit the refrigerator.
[03:27:33.956 --> 03:27:35.117]  There's no problem.
[03:27:35.117 --> 03:27:44.005]  You can just watch your country go down the toilet, watch our elections be stolen, watch our freedom being lost.
[03:27:44.005 --> 03:27:45.406]  Or you can actually rally.
[03:27:45.936 --> 03:27:55.125]  Now, next week, it's not going to be a quick in-and-out like some rallies are, you know, with convenient shuttle buses.
[03:27:55.125 --> 03:27:58.729]  This is going to be a lot of confusion.
[03:27:58.729 --> 03:28:02.773]  I've been told they're not going to put out porta-potties.
[03:28:02.773 --> 03:28:03.414]  The D.C.
[03:28:03.414 --> 03:28:08.119]  government is going to do everything that they can to sabotage and hassle this.
[03:28:08.996 --> 03:28:16.843]  So, if you go to Washington, you can't plan on just getting a hotel room anywhere in Maryland or Virginia, convenient.
[03:28:16.843 --> 03:28:20.887]  You're going to have to go almost with a camping trip mentality.
[03:28:20.887 --> 03:28:22.829]  And the weather should be fairly decent.
[03:28:22.829 --> 03:28:28.774]  The long-range forecast isn't too cold, no front coming through, but you can't tell at this point.
[03:28:28.774 --> 03:28:32.558]  But you're going to have to go with your own plan for food, for water,
[03:28:34.412 --> 03:28:46.617]  And for all of the bodily functions, because if you are in a mob of 500,000 or a million people, you're not going to be able to just look at your map and say, Oh, now I'm going to walk down this street.
[03:28:46.617 --> 03:28:49.938]  You're going to be like a fish in the middle of a giant school.
[03:28:49.938 --> 03:28:54.200]  You're going to go where the school pushes you at some points.
[03:28:54.200 --> 03:29:03.023]  So no matter, you know, unless you get there very early, like on the fourth or fifth and stake out a spot, you know, you may not even get within sight of the Capitol.
[03:29:03.840 --> 03:29:05.381]  But that's alright.
[03:29:05.381 --> 03:29:06.422]  Even if the D.C.
[03:29:06.422 --> 03:29:19.853]  police pull tricks like stopping the metro from running, or searching people going on the metro to hassle them and confiscate signs, things like that, you know, there are other methods that can be done.
[03:29:19.853 --> 03:29:24.256]  You know, giant car caravans can just circle the D.C.
[03:29:24.256 --> 03:29:25.397]  Beltway.
[03:29:25.397 --> 03:29:30.241]  You get enough Trumpsters, enough Stop the Steal ralliers,
[03:29:30.885 --> 03:29:34.487]  To park on the bridges, you can bring Washington, D.C.
[03:29:34.487 --> 03:29:36.088]  to a complete stop.
[03:29:36.088 --> 03:29:45.472]  If they try to prevent this peaceful assembly by keeping people away from the Capitol, then the people are just going to do other things.
[03:29:45.472 --> 03:29:48.814]  And on the other side of this break, we're going to talk some more about that.
