[00:30.000 --> 00:32.000]  3, 2, 1, go!
[3:17:34.700 --> 3:17:40.860]  going to end in 2030, carbon tax, global warming bull, all of it. And none of it can succeed. None
[3:17:40.860 --> 3:17:48.060]  of it can actually be carried out unless everybody is silenced and gas lit. That's why truth comes
[3:17:48.060 --> 3:17:51.900]  with hard work and with research and with diligence. And that's why it's hard to share
[3:17:51.900 --> 3:17:56.220]  in Full Wars links and band up video links. That's why we've got to share them now more than ever.
[3:17:56.220 --> 3:17:59.580]  Experience the next level in high-powered energy
[3:17:59.580 --> 3:18:05.260]  neutropics with our latest brain force offering, Brain Force Ultra. Now it is easier than ever
[3:18:05.260 --> 3:18:10.620]  to take in the new liquid form with eight beneficial super-ingredients. Brain Force Ultra is the
[3:18:10.620 --> 3:18:16.780]  result of years of enhanced formulation. Three of toxic additives each ingredient is specifically
[3:18:16.780 --> 3:18:22.060]  selected for its many key properties. Some of the proprietary super-ingredients behind Brain
[3:18:22.060 --> 3:18:28.220]  Force Ultra include Guarana Seep, which is loaded with energy compounds and antioxidants that have
[3:18:28.220 --> 3:18:34.460]  been used by Amazonian tribes for centuries, Alpha GPC, a natural compound found in the brain that
[3:18:34.460 --> 3:18:40.700]  delivers an essential nutrient, Koli and Ginkoli, which is also known for its exceptional antioxidant
[3:18:40.700 --> 3:18:45.260]  content. This product is more than twice the servings of our Brain Force Plus as well,
[3:18:45.260 --> 3:18:50.540]  so you know it's packed full of the good stuff. Destroy that brain fog today and secure your
[3:18:50.540 --> 3:18:56.380]  bottle of Brain Force Ultra before it is completely sold out at InfoWarsStore.com.
[3:18:57.260 --> 3:19:03.500]  The powerful combination of both Vitamin C and Zinc are great stepping stones to leading a healthier
[3:19:03.500 --> 3:19:08.140]  life. InfoWars has made it easier to make sure you are getting enough in your system with a
[3:19:08.140 --> 3:19:14.140]  supplement that contains both. This InfoWars Life offering Vitamin C Plus Zinc with Rose Hips
[3:19:14.140 --> 3:19:18.940]  should be your next purchase from the InfoWars Store. The Rose Hips contained within are a part
[3:19:18.940 --> 3:19:25.020]  of the rose flower just below the petals that contain the rose plant seeds. Natural chemicals
[3:19:25.020 --> 3:19:29.900]  found in the hips may even be helpful for a variety of health conditions, including those
[3:19:29.900 --> 3:19:35.820]  with osteoarthritis and for those with pain after surgery studies have shown. As for Vitamin C and
[3:19:35.820 --> 3:19:40.860]  Zinc themselves, you probably already know that they play an important role in nutrition, immune
[3:19:40.860 --> 3:19:45.820]  defense and the maintenance of your everyday health. It has been reported that intake of both
[3:19:45.820 --> 3:19:51.340]  is often inadequate even in affluent populations like here in America. So next time you visit,
[3:19:51.340 --> 3:19:56.380]  be sure to check it out at InfoWarsStore.com where we promise our Rose Hips don't lie.
[3:19:57.260 --> 3:20:03.260]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[3:20:03.260 --> 3:20:18.460]  Thank you, Alex. Alex is a good guy. I'm Kate Dally, your guest host and you can go to
[3:20:18.460 --> 3:20:22.220]  KateDallyRadio.com to stream my live show right after this, right after this hour.
[3:20:22.780 --> 3:20:27.500]  I'm happy to have you there. Before we get to our amazing guest, just a side note about
[3:20:27.500 --> 3:20:33.740]  a Ukraine-Russia situation. Everybody's talking about it, me too. I don't think it's World War
[3:20:33.740 --> 3:20:39.980]  III, as many are saying, and I don't think that will happen until our economy is flattened and
[3:20:39.980 --> 3:20:47.020]  until we are unarmed, quite frankly. And I also, obviously it's going to involve us, but I will
[3:20:47.020 --> 3:20:52.380]  be talking to Jill Scousen next week about this right here, and we'll have a great conversation
[3:20:52.380 --> 3:20:58.300]  about that in this hour. I actually think it'll end pretty quick, too. In this hour, I have an
[3:20:58.300 --> 3:21:03.180]  amazing guest. Her information blew me away so much that I had to have her here with me
[3:21:03.180 --> 3:21:08.380]  to speak to you, and I really want you to hear her. She's going to be talking about the shots,
[3:21:08.380 --> 3:21:12.700]  reproductive, what she's finding in the reproductive systems, what she's finding with
[3:21:12.700 --> 3:21:17.660]  possible sterilization, all of these types of things, and then also the massive cover-up on
[3:21:17.660 --> 3:21:23.100]  ivermectin and hydroxychloroquine. She's got some mind-blowing information, and welcome to the show.
[3:21:23.100 --> 3:21:30.380]  Dr. Jansy Lindsay, how are you? Thank you so much, Kate. I'm great. Thanks. I'm glad to have you.
[3:21:30.380 --> 3:21:35.100]  She is a director of toxicology, molecular biology for toxicology. She holds a doctorate,
[3:21:35.100 --> 3:21:41.500]  a PhD in biochemistry, and molecular biology, Anderson Cancer Center in Houston. She has
[3:21:41.500 --> 3:21:48.860]  extensive experience in analyzing the molecular profile of pharmacologic responses as they pertain
[3:21:48.860 --> 3:21:54.140]  to the dose and response relationship. Her expertise centers on evaluating the complex
[3:21:54.140 --> 3:22:00.300]  dynamics of toxicity. You name it. She knows it. Very, very smart, smart lady. Dr. Lindsay,
[3:22:00.300 --> 3:22:05.660]  you blew me away on the information that you had. Will you please tell everyone what you've been
[3:22:05.660 --> 3:22:12.860]  finding on, and it's scary, on the reproductive nature of the people that will be taking these
[3:22:12.860 --> 3:22:19.340]  shots and getting these shots right now? Yeah, absolutely. First of all, just a little relevant
[3:22:19.340 --> 3:22:25.100]  background. Back in the 1990s, I participated in the development of a contraceptive vaccine. I was
[3:22:25.100 --> 3:22:29.820]  working as a research technician at Baylor College of Medicine, and I worked on the Zona
[3:22:29.820 --> 3:22:37.260]  Pollucida Immunocontraceptive Vaccine. So I'm well aware of the technology. I have worked on vaccine
[3:22:37.260 --> 3:22:45.100]  development myself, and I've since worked in a lot of animal models over the years to study
[3:22:45.100 --> 3:22:50.140]  various diseases and looked at different endpoints, including reproductive and pulmonary endpoints.
[3:22:51.180 --> 3:22:57.420]  So I have a bit to say about what's going on reproductively. I can tell you that a lot of
[3:22:57.420 --> 3:23:03.740]  it's being hidden. There is no way that pregnant women should be getting these shots at all.
[3:23:04.380 --> 3:23:09.100]  There's no way that anybody of reproductive age or future reproductive age should be getting these
[3:23:09.100 --> 3:23:19.180]  shots at all. I believe that the spike protein immunogen is going to act as a syncytin analog,
[3:23:19.820 --> 3:23:25.900]  and syncytins are proteins that are important in our reproductive systems. They regulate a lot of
[3:23:25.900 --> 3:23:31.180]  things. Syncytin 2 regulates immune tolerance to the fetus, so the mother doesn't attack the fetus.
[3:23:31.900 --> 3:23:37.500]  Syncytin 1 is important in placental development and trophoblast invasion. They're both important
[3:23:37.500 --> 3:23:44.540]  in the maintenance of pregnancy. The syncytins are important in fertilization, sperm to egg.
[3:23:44.540 --> 3:23:51.660]  They're fusion proteins, and they have similar conformation and amino acid sequence to the
[3:23:51.660 --> 3:23:58.300]  spike protein that they've chosen as the gene therapy immunogen. Immunocontroceptives don't
[3:23:58.300 --> 3:24:05.020]  always work right away. In fact, many of them take several boosts in order to induce sterility.
[3:24:05.020 --> 3:24:10.780]  So papers coming out now in the beginning saying that if you had one dose or two doses,
[3:24:10.780 --> 3:24:16.220]  and they don't really see much of a reproductive endpoint in some of these studies they've done,
[3:24:16.220 --> 3:24:23.100]  does not guarantee that they are not acting in an additive fashion over time, that they won't
[3:24:23.100 --> 3:24:28.540]  induce sterility, or that there isn't a difference between younger people and older people. In fact,
[3:24:28.540 --> 3:24:32.620]  we've seen with different immunocontroceptive vaccines that if you immunize someone before
[3:24:32.620 --> 3:24:40.060]  they've reached fertility, that can sterilize them while if somebody's already reached ovulation age,
[3:24:40.060 --> 3:24:48.460]  it takes a few boosts to sterilize them. So we just need to keep that in mind, that the game
[3:24:48.460 --> 3:24:56.460]  is not over here in terms of assessing their effect on reproduction. And I don't know if you
[3:24:56.460 --> 3:25:05.900]  want me to go through the numbers, Kate, as we are now. Sure, because I think it's, we all know
[3:25:05.900 --> 3:25:11.820]  that these are eugenics. We all know that we all know their game plan. And I think this needs to
[3:25:11.820 --> 3:25:16.940]  sink in for the American people is that we may have a lot of people trying to get pregnant that
[3:25:16.940 --> 3:25:22.300]  won't be able to. You're starting to see very, very scary things in the lab and have shared those
[3:25:22.300 --> 3:25:26.140]  things because you're trying to go around and speak and talk about all these things to people
[3:25:26.140 --> 3:25:31.980]  and saying, stop doing this to your kids and stop doing these to the young adults. In the FDA
[3:25:31.980 --> 3:25:37.580]  document, which we were talking about a year ago, I'm saying the FDA.gov document on Pfizer,
[3:25:37.580 --> 3:25:42.460]  it said if you want to plan a family, if you want to start a family, do not take this shot.
[3:25:42.460 --> 3:25:47.500]  No one reads the pamphlet when they're getting that shot, I guarantee you. They don't read through
[3:25:47.500 --> 3:25:53.580]  the fine print. Yes, let's have the numbers, Dr. Lindsey. Yeah, so I think some really important
[3:25:53.580 --> 3:25:58.620]  numbers come from the DMED database. This is the Defense Medical Epidemiology database,
[3:25:58.620 --> 3:26:03.020]  and it is extremely reliable, despite the fact that they said they got their numbers wrong for
[3:26:03.020 --> 3:26:10.220]  five years before the latest numbers came out. They have seen a 437 percent increase in ovarian
[3:26:10.220 --> 3:26:17.660]  dysfunction since the shots came out, a 393 percent increase in infertility diagnoses in males,
[3:26:17.660 --> 3:26:26.620]  a 577 percent increase in infertility diagnosis in females, 174 percent increase in congenital
[3:26:26.620 --> 3:26:34.780]  malformations birth defects, 352 percent increase in abnormal menses, and an 85 percent increase
[3:26:34.780 --> 3:26:48.140]  in spontaneous abortion. In the VAERS database, we have now 23,958 reports of menstrual disorders.
[3:26:48.140 --> 3:26:58.940]  We have 4,080 miscarriage, 8,936 vaginal and uterine hemorrhage, 470 cesarean preterm labor
[3:26:58.940 --> 3:27:05.260]  birth difficulties, 115 still births, and we have to remember that the VAERS database is only
[3:27:05.260 --> 3:27:09.820]  estimated to hold less than 1 percent of all adverse effects and deaths, and we have an
[3:27:09.820 --> 3:27:16.700]  additional 11 databases that are being reported into, at this time, that hold vaccine adverse
[3:27:16.700 --> 3:27:24.380]  reactions in deaths so we expect it to be much smaller as well. This is devastating. I don't
[3:27:24.380 --> 3:27:31.580]  know how to get closer people. Right, because this is 1 percent, so everybody needs to calculate
[3:27:31.580 --> 3:27:37.180]  that, and I know everyone in this audience knows that. VAERS is 1 percent, and they shut down the
[3:27:37.180 --> 3:27:43.580]  swine flu shot over 50 deaths. Look at all of the things that are happening. I know everybody here
[3:27:43.580 --> 3:27:48.060]  is aware that the military came out with all of their numbers and increased cancer. You're talking
[3:27:48.060 --> 3:27:53.580]  about all the numbers with miscarriages and all kinds of things that are going on. You can't
[3:27:53.580 --> 3:28:00.700]  ignore this. Even with the VAERS numbers at 1 percent, you cannot ignore this. It blows my mind
