[00:00.000 --> 00:11.520]  You are listening to an Infowars.com frontline report.
[03:36:45.120 --> 03:36:58.120]  Why would you think boys are broken if that is indeed an issue that Michael Ian Black is saying contributes to things like we just saw yesterday in Florida, these shootings?
[03:36:58.120 --> 03:37:11.120]  I profess to you if indeed boys are broken, you're the ones breaking them. Every damn day we're hearing about how horrible straight white men are.
[03:37:11.120 --> 03:37:33.120]  They're how awful they are. Our society for decades now has just been pushing this lump of crap on masculinity and on men and their ability to act like men.
[03:37:33.120 --> 03:37:47.120]  And you become disenfranchised. You become like you're feeling like you're some type of pariah. You're going to lash out, especially if you're already half a psycho like this idiot.
[03:37:47.120 --> 03:38:00.120]  But if Michael Ian Black thinks that boys are broken, it's because of people like Michael Ian Black and the liberal left that is screwed with male identity so bad over decades
[03:38:00.120 --> 03:38:12.120]  that they don't even know what bathroom to go into anymore. They're dressing kids up in dresses at six years old and shooting them up with hormones to make them girls
[03:38:12.120 --> 03:38:18.120]  because that day he wanted to be a girl instead of a fireman like he wanted to be the day before.
[03:38:18.120 --> 03:38:38.120]  This insanity that progressives are telling us is the new humanity is insane. They are trying to twist millennia of evolution of the male, the human male
[03:38:38.120 --> 03:38:49.120]  and trying to twist it and bend it into something they want instead of something that we've evolved into over the course of hundreds of thousands if not a million years.
[03:38:49.120 --> 03:39:00.120]  So when you tell boys they're broken, you broke them. We didn't see this crap in what I call the old days.
[03:39:00.120 --> 03:39:15.120]  Do you know schools many years ago in the 50s, 40s and 50s actually had shooting classes? Kids brought rifles to school like they would their books and pencils
[03:39:15.120 --> 03:39:23.120]  and went into a basement range at certain schools and shot, had target practice.
[03:39:23.120 --> 03:39:35.120]  And none of these kids didn't just turn the guns on the students and start shooting. They were allowed to be men. They were allowed to be men.
[03:39:35.120 --> 03:39:43.120]  They were allowed to walk up to a girl and tell her she was pretty and address her as she.
[03:39:43.120 --> 03:39:55.120]  They were allowed to ask a girl on a date and maybe awkwardly fumble for some romance on that night without being crucified and told that they're a pervert
[03:39:55.120 --> 03:40:04.120]  and something's wrong with them because they actually want to be in some type of intimate physical relationship with a girl.
[03:40:04.120 --> 03:40:15.120]  Insane, broken, Michael Ian Black and the rest of these Hollywood progressive morons. Look at this two little tyke with a rifle.
[03:40:15.120 --> 03:40:20.120]  Look at this adorable little tyke.
[03:40:20.120 --> 03:40:35.120]  But this is like we were allowed to be boys and grow up into men and do things that men have done for thousands of years.
[03:40:35.120 --> 03:40:46.120]  And now that's bad. And when these younger minds are so twisted by what they're saying, Michael Ian Black says that they're busted.
[03:40:46.120 --> 03:40:50.120]  That somehow they're broken and need to be fixed.
[03:40:50.120 --> 03:40:55.120]  There weren't school shootings when, hey kid, you'll shoot your eye.
[03:40:55.120 --> 03:41:10.120]  There weren't these school shootings when kids were taking shooting classes in school, allowed to be proud of themselves, allowed to be men.
[03:41:10.120 --> 03:41:25.120]  You didn't see this garbage, but when you're so disillusioned and feel like you're the bad guy just for being a guy, then there's going to be a problem.
[03:41:25.120 --> 03:41:29.120]  You're going to get more nut jobs out there.
[03:41:29.120 --> 03:41:40.120]  So Michael Ian Black, go screw. Oh, it's the same thing over and over with the leftists and Hollywood.
[03:41:40.120 --> 03:41:46.120]  Oh, please, I've seen it on Facebook and Twitter.
[03:41:46.120 --> 03:42:00.120]  They come out of their gilded cages, crawl out from under their rocks to tell us what we're supposed to do and how we're supposed to protect ourselves and our children.
[03:42:00.120 --> 03:42:06.120]  And what we should use to do that and how we should live our lives, shut up.
[03:42:06.120 --> 03:42:14.120]  Just stop criticizing people for wanting to raise their families in a more traditional sense.
[03:42:14.120 --> 03:42:22.120]  That's the reason we have to be tolerant and tolerance just means put up with. Remember that.
[03:42:22.120 --> 03:42:28.120]  Oh, you're not very tolerant. No, I'm putting up with it. Tolerance doesn't mean embrace.
[03:42:28.120 --> 03:42:32.120]  It doesn't mean smile and do a dance when you see it.
[03:42:32.120 --> 03:42:37.120]  It just means to tolerate. You don't have to like it. You got it tolerated.
[03:42:37.120 --> 03:42:45.120]  When Hollywood and the likes of Michael Ian Black come out and start spewing their crap. That's when I really had it.
[03:42:45.120 --> 03:42:49.120]  And I've had it even more in a few seconds when we return.
[03:42:49.120 --> 03:43:08.120]  I'm so excited. The new product at m4warslife.com in a glass bottle, two month servings filled to the brim, filled to the absolute top, the real red pill.
[03:43:08.120 --> 03:43:16.120]  This is a heart and brain pill, a new tropic that doesn't have any stimulants in it, but boy does it stimulate because it's beyond that.
[03:43:16.120 --> 03:43:22.120]  I've gone off what I saw medical doctors prescribing to their patients, but it wasn't prescription.
[03:43:22.120 --> 03:43:27.120]  But they were charging people a hundred, two hundred dollars for the formula.
[03:43:27.120 --> 03:43:35.120]  And I came up with our own formula working with some scientists and developers non GMO made right here in America, 120 capsules.
[03:43:35.120 --> 03:43:44.120]  And ladies and gentlemen, you add the preglinone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[03:43:44.120 --> 03:43:47.120]  It is amazing.
[03:43:47.120 --> 03:44:15.120]  Red pill now available at m4warsstore.com and your purchase fuzz the operation.
[03:44:18.120 --> 03:44:25.120]  Brain Force Plus is the next generation of advanced neural activation and new tropics.
[03:44:25.120 --> 03:44:33.120]  And now we've added a brand new ingredient called black pepper fruit extract that gives you an added kick.
[03:44:33.120 --> 03:44:46.120]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers that will allow you to flip the switch and supercharge your state of mind.
[03:44:46.120 --> 03:44:48.120]  It's the real deal.
[03:44:48.120 --> 03:44:55.120]  Brain Force Plus, secure your bottle right now at infowarsstore.com.
[03:44:55.120 --> 03:44:59.120]  InfoWarsLive is bringing you a breakthrough in modern medicine.
[03:44:59.120 --> 03:45:10.120]  We have found extraordinary new natural way to help alleviate seasonal distress symptoms including promoting clear nasal and sinus passageways, eye comfort and respiratory health and normal breathing.
[03:45:10.120 --> 03:45:12.120]  This is pollen block.
[03:45:12.120 --> 03:45:25.120]  In the 1960s researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy watery eyes and excessive mucus production.
[03:45:25.120 --> 03:45:29.120]  They began studying the effects in published trials, in their published trials.
[03:45:29.120 --> 03:45:43.120]  Now we are introducing the fruit of the research of fast-acting chewable tablets, just two tablets at the first sign of seasonal distress and fast-acting pollen block starts working in about 15 minutes to help alleviate seasonal distress.
[03:45:43.120 --> 03:45:51.120]  Enjoy the air you breathe naturally with fast-acting pollen block available now at infowarslife.com or by calling toll-free.
[03:45:51.120 --> 03:45:55.120]  Triple A 253-3139.
[03:45:55.120 --> 03:45:58.120]  Mike in Arizona here on the air worldwide, go ahead.
[03:45:58.120 --> 03:46:00.120]  So Alex, you can rent any day of the week.
[03:46:00.120 --> 03:46:10.120]  Thank you sir for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[03:46:10.120 --> 03:46:17.120]  And as a longtime InfoWars listener, I want to say thanks for the awesome BrainForce Anthroplex.
[03:46:17.120 --> 03:46:19.120]  My girlfriend would like to say thanks for the Anthroplex.
[03:46:19.120 --> 03:46:20.120]  Thank you.
[03:46:20.120 --> 03:46:30.120]  I use the Biotru Selenium, the super blue toothpaste for you folks who are big normal toothpaste fans, the super blue is awesome and thank you so much Alex for the InfoWars Life products.
[03:46:30.120 --> 03:46:31.120]  They are quality.
[03:46:31.120 --> 03:46:36.120]  I can't wait to get some more and thank you so much for doing that for us to keep us healthy.
[03:46:36.120 --> 03:46:37.120]  Absolutely.
[03:46:37.120 --> 03:46:50.120]  Because then we could all as educated patriots help our other countrymen and women understand that there's a bigger problems going on and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[03:47:07.120 --> 03:47:25.120]  Live from the InfoWars.com studios, you're listening to the Alex Jones show and now your host, Anthony Kumiya.
[03:47:25.120 --> 03:47:34.120]  All super blue products at the InfoWars store, 50% off limited time in the fight to avoid outside toxins and fluoride.
[03:47:34.120 --> 03:47:39.120]  You may be missing one of the most obvious sources, your store brand toothpaste, my God.
[03:47:39.120 --> 03:47:44.120]  While you try to keep your mouth clean, you may be filling your body with unnatural ingredients and fluoride.
[03:47:44.120 --> 03:47:49.120]  That's why we created super blue fluoride free toothpaste.
[03:47:49.120 --> 03:48:03.120]  This groundbreaking fan favorite InfoWars Life product now 50% off is loaded with the good halogen iodine and other powerful beneficial compounds hand selected for their oral health benefits.
[03:48:03.120 --> 03:48:10.120]  Featuring plenty of natural oils and high quality ingredients used since aboriginal and biblical times.
[03:48:10.120 --> 03:48:17.120]  Super blue fluoride free toothpaste will supercharge your oral health and leave you with fresh minty breath.
[03:48:17.120 --> 03:48:30.120]  Just some of the ingredients in super blue fluoride free toothpaste chosen by our dental experts and formulation scientists include peppermint oil, xylitol, iodine, nano silver and more.
[03:48:30.120 --> 03:48:33.120]  And if you're not a fan of peppermint, don't you worry.
[03:48:33.120 --> 03:48:44.120]  We also have bubblegum flavor and you could also expand your fluoride free products with super blue fluoride free mouthwash for a full and natural bathroom habit.
[03:48:44.120 --> 03:48:46.120]  It's time to start your journey.
[03:48:46.120 --> 03:48:52.120]  A journey towards happier, healthier smile with our super blue fluoride free products at the InfoWars store.
[03:48:52.120 --> 03:48:54.120]  Make sure you get it fast.
[03:48:54.120 --> 03:48:56.120]  This incredible 50% off special.
[03:48:56.120 --> 03:48:59.120]  It won't last, but your fine teeth will.
