[00:00:01.350 --> 00:00:03.072]  News moves fast here.
[02:19:43.253 --> 02:19:44.594]  I talked about it before it happened.
[02:19:44.594 --> 02:19:45.475]  I've taken the heat.
[02:19:45.475 --> 02:19:49.318]  I was attacked first by the Washington Post five days after 9-11.
[02:19:49.318 --> 02:19:50.659]  Huge front story.
[02:19:50.659 --> 02:19:53.041]  I don't want to hear it!
[02:19:53.041 --> 02:19:59.427]  And for any of you that don't like me standing up to you, don't start fights you can't finish!
[02:19:59.427 --> 02:20:02.650]  You try to come up here and mess with the big dog, you're gonna get bit!
[02:20:03.996 --> 02:20:05.337]  Alright, let's go to Paul Watson.
[02:20:05.337 --> 02:20:06.998]  Paul Watson, good to have you with us.
[02:20:06.998 --> 02:20:08.979]  Give us your analysis.
[02:20:08.979 --> 02:20:09.820]  Hello, Alex.
[02:20:09.820 --> 02:20:10.160]  Hello.
[02:20:10.160 --> 02:20:21.007]  Well, I was sitting here listening to the Fox News anchors saying how it was going to put 9-11 conspiracy theories to bed.
[02:20:21.007 --> 02:20:25.810]  So I was expecting it to be this crystal clear footage of Flight 777 hitting the Pentagon.
[02:20:27.999 --> 02:20:33.341]  Um, and then I actually saw the video footage, if it can even be described as that.
[02:20:33.341 --> 02:20:34.881]  It's not even proper video.
[02:20:34.881 --> 02:20:37.042]  It's a handful of frames.
[02:20:37.042 --> 02:20:43.964]  It looks exactly like the four-year-old handful of frames that we've already seen a million times.
[02:20:43.964 --> 02:20:52.666]  If not worse, because the sun glare's hitting the lens, and you can see even less in the frame than you could see in those 2002 images.
[02:20:52.666 --> 02:20:54.327]  Looks like a major Photoshop.
[02:20:54.327 --> 02:20:57.328]  They've gotta blur it really bad if it's fake video.
[02:20:58.320 --> 02:21:02.647]  Uh, show that video experts can't determine if it's a fake.
[02:21:02.647 --> 02:21:05.531]  If something's clear, you can't cover a fake up.
[02:21:05.531 --> 02:21:08.095]  Yeah, which tells you two things.
[02:21:08.095 --> 02:21:13.964]  Either they still are covering up what hit the Pentagon, or they're, as you said, trying to hype it.
[02:21:14.959 --> 02:21:20.362]  Until a later date, where they release crystal clear footage of Flight 77 hitting the Pentagon.
[02:21:20.362 --> 02:21:23.283]  Well, regardless, they're hyping it to release the crystal clear footage.
[02:21:23.283 --> 02:21:24.283]  That's a given.
[02:21:24.283 --> 02:21:32.647]  Which they're very capable of manufacturing, because Forrest Gump was shaking hands with JFK in 1994.
[02:21:32.647 --> 02:21:43.412]  But just the way it was hyped, Fox News commentators, you know, having pensive looks and pursing their lips, saying that it answers the furor over
[02:21:44.031 --> 02:21:46.912]  Secret NSA wiretaps and surveillance.
[02:21:46.912 --> 02:21:51.735]  By the way, Paul, that shows how bad people have been hurting them with 9-11, that they're so gleeful.
[02:21:51.735 --> 02:21:53.616]  This is not a victory for you people.
[02:21:53.616 --> 02:21:54.416]  This is not a victory.
[02:21:54.416 --> 02:21:59.699]  And by the way, add to the article you wrote or write another one about the bin Laden fake Fat Man video.
[02:21:59.699 --> 02:22:00.519]  They've done the voice print.
[02:22:00.519 --> 02:22:01.239]  It's totally fake.
[02:22:01.239 --> 02:22:02.600]  You can look at it and tell it's fake.
[02:22:02.600 --> 02:22:11.845]  The same crowd that comes up with White House memos about staging shoot downs and fat bin Ladens and Zarqawi's, you know, chopping heads off.
[02:22:11.845 --> 02:22:12.365]  All of the
[02:22:12.945 --> 02:22:16.167]  Again, this comes from the same Hollywood crowd.
[02:22:16.167 --> 02:22:19.610]  Yeah, and they were reading off the same script.
[02:22:19.610 --> 02:22:22.052]  You call it gleeful, that's exactly what it was.
[02:22:22.052 --> 02:22:33.880]  And when the footage was finally shown, all the Fox News anchors and Homeland Security and terrorism experts, they all looked disappointed because the footage was so shoddy.
[02:22:33.880 --> 02:22:36.342]  And it backfired to me.
[02:22:36.342 --> 02:22:40.585]  I think it backfired because they'd hyped it so much and it was absolutely pathetic.
[02:22:41.634 --> 02:22:49.019]  Um, but they took the opportunity to attack Charlie Sheen before playing it, because obviously Sheen asked questions about the Pentagon.
[02:22:49.019 --> 02:22:51.880]  Oh my gosh, have we gotten that on tape?
[02:22:51.880 --> 02:22:56.643]  Well, it was on Fox News a couple of hours ago.
[02:22:56.643 --> 02:22:57.604]  We've got it, listeners.
[02:22:57.604 --> 02:23:00.065]  If you've got that, you've got to upload it to the web immediately.
[02:23:00.065 --> 02:23:02.887]  Paul, how long until we get the video ourselves up on the site?
[02:23:02.887 --> 02:23:05.469]  How long until we're able to get those still images up on prisonplanet.com?
[02:23:06.883 --> 02:23:10.111]  Well, I presume it'll be on Fox News.
[02:23:10.111 --> 02:23:12.477]  I mean, they played the video an hour and a half ago.
[02:23:13.047 --> 02:23:16.750]  So, I expect that still... And we're recording all of that right now.
[02:23:16.750 --> 02:23:17.870]  I don't even know what my staff's doing.
[02:23:17.870 --> 02:23:20.412]  I know they're all out there, all like bees, working on it.
[02:23:20.412 --> 02:23:26.196]  So, the best continual coverage will be at PrisonPlanet.com and InfoWars.com.
[02:23:26.196 --> 02:23:29.798]  Paul, we need multiple articles hourly on this.
[02:23:29.798 --> 02:23:31.099]  I'm going to write one as soon as we get off.
[02:23:31.099 --> 02:23:33.421]  I'm going to help you add some material.
[02:23:33.421 --> 02:23:38.184]  But we've got to spell out that this thing is a major psyop.
[02:23:38.184 --> 02:23:39.285]  What did they say about Sheen?
[02:23:39.285 --> 02:23:42.046]  I didn't see it.
[02:23:42.046 --> 02:23:42.687]  They said that
[02:23:43.226 --> 02:23:49.248]  Charlie Sheen came out with some outlandish theories about 9-11, one of which was what happened at the Pentagon.
[02:23:49.248 --> 02:23:52.469]  That answers him.
[02:23:52.469 --> 02:23:55.651]  FoxNews.com, it is on their website right now.
[02:23:55.651 --> 02:23:59.072]  I don't know if they've got the stills, but it says they've got the video, so...
[02:23:59.781 --> 02:24:01.442]  We'll try and grab it off there.
[02:24:01.442 --> 02:24:03.063]  Well, I need that sheen attack.
[02:24:03.063 --> 02:24:05.724]  Whoever's got it, throw it in the mail now in case we don't get it.
[02:24:05.724 --> 02:24:10.627]  I know at my home office I'm recording Fox, and I know that here we're reporting CNN and one other channel.
[02:24:10.627 --> 02:24:15.510]  Paul, I want to take a few calls, but any other caveats you want to add?
[02:24:15.510 --> 02:24:29.177]  Yeah, they've got the gas station video, they've got hotel videos, which are going to show everything that happened, and yet this is exactly the same position, just slightly in front of the stills that we saw four years ago, so it still stings to high heaven.
[02:24:30.262 --> 02:24:33.423]  Paul, I need you to jump on this full court press.
[02:24:33.423 --> 02:24:36.465]  This is a massive psy-op.
[02:24:36.465 --> 02:24:39.106]  This is totally and completely staged.
[02:24:39.106 --> 02:24:45.648]  This is meant to heighten the debate, centralize the focus completely on the Pentagon, away from everything else.
[02:24:45.648 --> 02:24:47.449]  Get blurbs out on that immediately.
[02:24:47.449 --> 02:24:48.209]  How long?
[02:24:48.209 --> 02:24:53.591]  I want the best, and it's already there, the best continual coverage on PrisonPlanet.com.
[02:24:53.591 --> 02:24:56.192]  Tell us what to look for in the next few hours.
[02:24:56.192 --> 02:24:59.154]  Well, there's an article up there right now which has gone around the internet.
[02:25:00.760 --> 02:25:03.442]  And we obviously had the video up in the stills.
[02:25:03.442 --> 02:25:09.207]  But they hyped it so much, within five minutes after showing the stills, they were talking about American Idol.
[02:25:09.207 --> 02:25:13.930]  So I think they were disappointed as to its impact, because it really was pathetic.
[02:25:13.930 --> 02:25:16.853]  Well, that's because they're not high-level insiders at Fox and other places.
[02:25:16.853 --> 02:25:18.654]  They're just gleeful pawns.
[02:25:18.654 --> 02:25:22.517]  They haven't got the big picture yet that I believed.
[02:25:22.517 --> 02:25:24.018]  Paul, what does your gut tell you?
[02:25:24.018 --> 02:25:29.863]  But from all the indicators, I think this is to heighten the debate, centralize it more around the Pentagon, to later release even better video.
[02:25:30.956 --> 02:25:32.757]  I've got no doubt that there's video of it.
[02:25:32.757 --> 02:25:38.699]  In fact, there was video of Flight 77 played on BBC News on the morning of 9-11.
[02:25:38.699 --> 02:25:42.080]  So I've got no doubt that they've got that video.
[02:25:42.080 --> 02:25:45.882]  They're just waiting for the most politically expedient time to release it.
[02:25:45.882 --> 02:25:48.343]  What do you mean that it was on BBC?
[02:25:48.343 --> 02:25:54.325]  Um, there are screenshots of Flight 77 in the air over Washington.
[02:25:55.188 --> 02:25:59.471]  They were taken from BBC News and it was played once and never played again.
[02:25:59.471 --> 02:26:02.313]  Well, I wish we could get a hold of that, Paul.
[02:26:02.313 --> 02:26:04.174]  Yeah, it's pretty difficult.
[02:26:04.174 --> 02:26:05.535]  This is unbelievable.
[02:26:05.535 --> 02:26:07.557]  So we've got a big report up there right now.
[02:26:07.557 --> 02:26:08.898]  Get it out to everybody.
[02:26:08.898 --> 02:26:13.101]  And we've got more big reports coming out as we continue to analyze this.
[02:26:13.101 --> 02:26:18.225]  Paul, I tell you, this just stinks to high heaven.
[02:26:18.225 --> 02:26:19.686]  Well, definitely.
[02:26:19.686 --> 02:26:21.547]  It's a honeypot and it's a straw man that
[02:26:22.159 --> 02:26:26.982]  As you said, all the hit pieces obsess about what happened at the Pentagon.
[02:26:26.982 --> 02:26:36.487]  Even though the focus of 9-11 research has gone towards what happened to Building 7, but these attack pieces still focus on the Pentagon, and yeah, it's for a reason they're hyping it.
[02:26:37.831 --> 02:26:39.152]  All right, good job, Watson.
[02:26:39.152 --> 02:26:42.775]  Continual coverage at InfoWars.com and PrisonPlanet.com.
[02:26:42.775 --> 02:26:49.661]  And you can better believe upcoming shows here on Genesis After Mine will be detailing it in great detail as well.
[02:26:49.661 --> 02:26:50.222]  Stay with us.
[02:26:50.222 --> 02:26:54.706]  We'll jam in all your calls, Alex, Will, Chad, and others on the other side.
[02:26:57.133 --> 02:27:04.282]  Hey folks, Alex Jones here and I'm very excited to announce the release of my bombshell documentary film 9-1-1 The Road to Tyranny on DVD.
[02:27:04.282 --> 02:27:05.844]  That's right folks, DVD.
[02:27:05.844 --> 02:27:08.207]  The original film was 144 minutes long.
[02:27:08.207 --> 02:27:10.570]  The DVD version is 170 minutes.
[02:27:10.570 --> 02:27:14.034]  If you want to wake up your friends and families to the truth of what happened on September 11th, this...
[02:27:15.848 --> 02:27:16.448]  Everybody.
[02:27:16.448 --> 02:27:19.529]  Herbal Healers via Correspondence Education.
[02:27:19.529 --> 02:27:26.612]  For a limited time, you can sign up on the website and receive our 104-page catalog and a current Herbal Healer newsletter free.
[02:27:26.612 --> 02:27:28.853]  Simply log on to HerbalHealer.com.
[02:27:28.853 --> 02:27:33.515]  Check out our online member testimonials and our hundreds of exceptional products.
[02:27:33.515 --> 02:27:36.776]  We have been working hard since 1988 to save the remnant.
[02:27:36.776 --> 02:27:42.638]  That's HerbalHealer.com, your website for safe, effective, natural alternatives and education.
[02:27:48.986 --> 02:27:51.168]  Alright, jumping right back in live here, final segment.
