[00:00.000 --> 00:05.000]  Government cover-ups. You want answers? Well, so does he.
[2:45:58.000 --> 2:46:01.000]  And then they get on horseback and go to the state capital.
[2:46:01.000 --> 2:46:07.000]  And then they, you know, deliver the popular vote as the delegate.
[2:46:07.000 --> 2:46:08.000]  That goes back to the whole.
[2:46:08.000 --> 2:46:13.000]  All we can do is see what, what it comes to.
[2:46:13.000 --> 2:46:17.000]  I think it's a tricky situation right now.
[2:46:17.000 --> 2:46:24.000]  And the three candidates to me are dreadful.
[2:46:24.000 --> 2:46:31.000]  And it's a sad commentary that the United States has to choose from such people.
[2:46:31.000 --> 2:46:32.000]  Well, I agree with you, Bob.
[2:46:32.000 --> 2:46:33.000]  We don't have much time left.
[2:46:33.000 --> 2:46:35.000]  What do you think is most important?
[2:46:35.000 --> 2:46:38.000]  A, that listeners know about what's currently happening?
[2:46:38.000 --> 2:46:43.000]  B, when do you see, I mean, gold's already gone back up quite a bit in the last day.
[2:46:43.000 --> 2:46:46.000]  But when do you see gold going back above a thousand?
[2:46:46.000 --> 2:46:49.000]  What's your forecast there?
[2:46:49.000 --> 2:46:51.000]  Well, first off, we've had a rally.
[2:46:51.000 --> 2:46:54.000]  It'll probably flatten out tomorrow.
[2:46:54.000 --> 2:47:04.000]  And early around when I looked at the market, the price of gold was around 906.
[2:47:04.000 --> 2:47:09.000]  And two things, one of two things will happen here either.
[2:47:09.000 --> 2:47:12.000]  We've already tested the lows once.
[2:47:12.000 --> 2:47:14.000]  We might go back and test them again.
[2:47:14.000 --> 2:47:16.000]  But then again, we may not.
[2:47:16.000 --> 2:47:22.000]  And the bottom is in, the question is how long will it take?
[2:47:22.000 --> 2:47:23.000]  It's hard to say.
[2:47:23.000 --> 2:47:25.000]  It came down quickly.
[2:47:25.000 --> 2:47:29.000]  And when something comes down quickly, it tends to go back up quickly.
[2:47:29.000 --> 2:47:36.000]  It's obvious that the United States government and others leased gold and sold gold into the market
[2:47:36.000 --> 2:47:40.000]  to take it down on an intraday basis about $150 an ounce.
[2:47:40.000 --> 2:47:44.000]  I think they've accomplished what they wanted to do for the time being,
[2:47:44.000 --> 2:47:47.000]  because there was so much bad news coming out.
[2:47:47.000 --> 2:47:52.000]  They got the stock market back up from 11.6 to 12.6 on the Dow.
[2:47:52.000 --> 2:47:58.000]  And that gives them a lot of leeway in the downside because they're going to get more and more bad news
[2:47:58.000 --> 2:48:03.000]  because the credit crisis is nowhere near being solved.
[2:48:03.000 --> 2:48:08.000]  Well, that's the thing is they've pumped all this money and liquidity in.
[2:48:08.000 --> 2:48:11.000]  The economy is contracting at the grassroots level.
[2:48:11.000 --> 2:48:13.000]  Inflation is accelerating.
[2:48:13.000 --> 2:48:15.000]  And they're saying everything's fine.
[2:48:15.000 --> 2:48:18.000]  We're out of the recession before it ever even began.
[2:48:18.000 --> 2:48:23.000]  Meanwhile, they're devaluing the dollar and they're trying to suppress gold,
[2:48:23.000 --> 2:48:26.000]  but it's not working.
[2:48:26.000 --> 2:48:32.000]  Well, it comes back like a monster in their look at it.
[2:48:32.000 --> 2:48:35.000]  And that is that the zombie just won't go away.
[2:48:35.000 --> 2:48:38.000]  It just keeps on coming back from the dead.
[2:48:38.000 --> 2:48:40.000]  And it's going to continue to do so.
[2:48:40.000 --> 2:48:45.000]  We're going extremely higher in gold and silver.
[2:48:45.000 --> 2:48:47.000]  And the dollar's going lower.
[2:48:47.000 --> 2:48:49.000]  They've abandoned the dollar.
[2:48:49.000 --> 2:48:56.000]  And what they're doing instead of defending the dollar and the American economy
[2:48:56.000 --> 2:48:58.000]  is they're saving Wall Street.
[2:48:58.000 --> 2:49:00.000]  It's as simple as that.
[2:49:00.000 --> 2:49:03.000]  And that's been obvious for the last several weeks.
[2:49:03.000 --> 2:49:06.000]  And if not months.
[2:49:06.000 --> 2:49:11.000]  And I believe that you're going to have the deflationary factor
[2:49:11.000 --> 2:49:15.000]  from the continual breakdown of the housing market and the foreclosures
[2:49:15.000 --> 2:49:17.000]  and all of those things and the credit problems.
[2:49:17.000 --> 2:49:22.000]  At the same time, the Fed's going to crank out $200 billion more every month.
[2:49:22.000 --> 2:49:25.000]  Overseas are going to do the same thing.
[2:49:25.000 --> 2:49:26.000]  Well, I'll tell you what I'm doing.
[2:49:26.000 --> 2:49:32.000]  I think now that gold has gone down a little bit, that's a buying opportunity.
[2:49:32.000 --> 2:49:34.000]  Well, I couldn't agree with you more.
[2:49:34.000 --> 2:49:39.000]  Especially in here now that it looks like it may well have set a bottom.
[2:49:39.000 --> 2:49:47.000]  And if that, in fact, is the case, what the aluminum on the inside have done
[2:49:47.000 --> 2:49:52.000]  very simply has given you an opportunity to buy cheap gold and silver.
[2:49:52.000 --> 2:49:54.000]  When do you think it's going to go back above 1,000?
[2:49:54.000 --> 2:49:55.000]  Six months from now?
[2:49:55.000 --> 2:49:56.000]  A month from now?
[2:49:56.000 --> 2:49:57.000]  No telling.
[2:49:57.000 --> 2:50:00.000]  I think it could be quicker than that.
[2:50:00.000 --> 2:50:06.000]  I think there's a possibility we could see that approach again here in the next six weeks.
[2:50:06.000 --> 2:50:08.000]  It is not by the end of the year.
[2:50:08.000 --> 2:50:11.000]  We've been going at this now for eight years.
[2:50:11.000 --> 2:50:16.000]  They have extended this gold-silver rally by suppressing it.
[2:50:16.000 --> 2:50:19.000]  And sooner or later, they're going to run out of gold and silver.
[2:50:19.000 --> 2:50:21.000]  And as you probably have heard...
[2:50:21.000 --> 2:50:23.000]  Major shortages.
[2:50:23.000 --> 2:50:27.000]  Yes, to get delivery particularly in silver bars.
[2:50:27.000 --> 2:50:29.000]  And this is all over the world.
[2:50:29.000 --> 2:50:31.000]  You read The International Forecaster.
[2:50:31.000 --> 2:50:36.000]  You see the letters that come in there from people who live down the street from the Perth Mint, et cetera.
[2:50:36.000 --> 2:50:37.000]  It's amazing, Bob.
[2:50:37.000 --> 2:50:39.000]  Bob Chapman, TheInternationalForecaster.com.
[2:50:39.000 --> 2:50:41.000]  I want to get you up a full hour next week.
[2:50:41.000 --> 2:50:42.000]  Stay there.
[2:50:42.000 --> 2:50:43.000]  I'd like to talk to you during the break.
[2:50:43.000 --> 2:50:45.000]  Final segment, key announcements coming up.
[2:50:45.000 --> 2:50:46.000]  Stand by.
[2:50:48.000 --> 2:50:50.000]  It is a big idea.
[2:50:50.000 --> 2:50:52.000]  A new world order.
[2:50:52.000 --> 2:50:57.000]  In the near future, Earth is dominated by a powerful world government.
[2:50:57.000 --> 2:51:00.000]  It's known as the Bilderberg Group.
[2:51:00.000 --> 2:51:03.000]  But their objective being world domination.
[2:51:03.000 --> 2:51:06.000]  For thousands of years, their dark order grew.
[2:51:06.000 --> 2:51:09.000]  Now as they hail the birth of the New World Order,
[2:51:09.000 --> 2:51:14.000]  their great dream of exterminating 80% of humanity is at hand.
[2:51:16.000 --> 2:51:18.000]  For the first time in history,
[2:51:18.000 --> 2:51:22.000]  the elite's plan for world government is blown wide open.
[2:51:22.000 --> 2:51:26.000]  You will learn the secret that drives the entire New World Order agenda.
[2:51:26.000 --> 2:51:29.000]  Bilderberg is making great progress for the world government.
[2:51:29.000 --> 2:51:30.000]  Most people have no idea.
[2:51:30.000 --> 2:51:31.000]  They're not after money.
[2:51:31.000 --> 2:51:32.000]  They have all the money they need.
[2:51:32.000 --> 2:51:33.000]  They're after power.
[2:51:33.000 --> 2:51:34.000]  That's their affidavit.
[2:51:34.000 --> 2:51:39.000]  Order in-game on DVD at prisonplanet.com or infowars.com
[2:51:39.000 --> 2:51:42.000]  or watch it online right now at prisonplanet.tv.
[2:51:42.000 --> 2:51:45.000]  In-game blueprint for global enslaved.
[2:51:45.000 --> 2:51:47.000]  You have been warned.
[2:51:47.000 --> 2:51:51.000]  More than 700 chemicals have been found in our drinking water.
[2:51:51.000 --> 2:51:54.000]  And did you know that you have greater exposure to these chemicals
[2:51:54.000 --> 2:51:56.000]  while taking hot showers than when drinking the water?
[2:51:56.000 --> 2:51:59.000]  That's because many chemicals are inhaled when they evaporate
[2:51:59.000 --> 2:52:01.000]  and others are absorbed into the skin.
[2:52:01.000 --> 2:52:05.000]  The KDF dual media shower filter works with both hot and cold water
[2:52:05.000 --> 2:52:09.000]  and is designed to reduce chlorine, lead, mercury and iron.
[2:52:09.000 --> 2:52:13.000]  And it inhibits the growth of bacteria, mold, algae and fungus.
[2:52:13.000 --> 2:52:17.000]  The KDF dual media shower filter typically lasts 10,000 gallons
[2:52:17.000 --> 2:52:19.000]  or one year whichever comes first.
[2:52:19.000 --> 2:52:23.000]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine.
[2:52:23.000 --> 2:52:25.000]  Iron, heavy metals and bacteria.
[2:52:25.000 --> 2:52:26.000]  What about you?
[2:52:26.000 --> 2:52:32.000]  Order your KDF shower filter normally $49 for a special price of only $39.99 with free shipping.
[2:52:32.000 --> 2:52:38.000]  Call the Berkey guy and order now by calling 1-877-886-3653.
[2:52:38.000 --> 2:52:42.000]  That's 1-877-886-3653.
[2:52:42.000 --> 2:52:46.000]  Or simply click on the banner at GCNLive.com to order online now.
[2:52:47.000 --> 2:52:51.000]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[2:52:51.000 --> 2:52:56.000]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[2:52:56.000 --> 2:52:58.000]  Hi folks, Alex Jones here.
[2:52:58.000 --> 2:53:01.000]  Why not go back to basics and be safe with Calben Pure Soaps?
[2:53:01.000 --> 2:53:07.000]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[2:53:07.000 --> 2:53:13.000]  Marty Schachter founded Calben Soap Company in 1947 and provided products for health institutions.
[2:53:13.000 --> 2:53:15.000]  Now Calben Soaps are available to you and me.
[2:53:15.000 --> 2:53:20.000]  Triple concentrated for all your cleaning needs from bathing and laundry to dishes, hair and more.
[2:53:20.000 --> 2:53:22.000]  No harsh chemicals, no animal testing.
[2:53:22.000 --> 2:53:27.000]  I use them and love them, knowing they're all natural and safe and I save big time.
[2:53:27.000 --> 2:53:31.000]  Call Calben Pure Soap at 1-800-340-7091.
[2:53:31.000 --> 2:53:34.000]  That's 1-800-340-7091.
[2:53:34.000 --> 2:53:39.000]  Or log on to 5starsoap.com now for a free catalog.
[2:53:39.000 --> 2:53:50.000]  Again that number 1-800-340-7091 at 5starsoap.com for all your cleaning needs.
[2:54:24.000 --> 2:54:27.000]  No time to be young, I know that feeling.
[2:54:27.000 --> 2:54:34.000]  Deadlines and commitments, what to leave in, what to leave out.
[2:54:34.000 --> 2:54:42.000]  By the way, they are giving children thousands of times higher level fluoride than what's in the water at school every week across the country.
[2:54:42.000 --> 2:54:46.000]  I covered this in the first hour of the show today.
[2:54:46.000 --> 2:54:50.000]  It's going to restart in about 4 minutes at infowars.com.
[2:54:50.000 --> 2:54:52.000]  Please let everybody tune in.
[2:54:52.000 --> 2:55:01.000]  This is just a continual emergency transmission as we warn the world and try to keep them from brain damaging our children and the cold blooded eugenics operation.
[2:55:01.000 --> 2:55:08.000]  We also get into more on Barack Obama and the proof that his pastor is right about AIDS being engineered in the first hour.
[2:55:08.000 --> 2:55:13.000]  Re-eared on a lot of AM and FM stations throughout the evening in the morning but also at infowars.com.
[2:55:13.000 --> 2:55:16.000]  You go there and that's where you hear the streams.
[2:55:16.000 --> 2:55:20.000]  Also big announcement coming up Monday at noon, you'll want to hear it.
[2:55:20.000 --> 2:55:25.000]  Don't forget I had Jesse Ventura on yesterday just an out of sight interview.
[2:55:25.000 --> 2:55:30.000]  We're being censured by AOL, a bunch of other people, they admit it, we have their letters.
[2:55:30.000 --> 2:55:32.000]  We need this to break out into the news.
[2:55:32.000 --> 2:55:38.000]  He came out and said, I apologize, I didn't look at it, I looked at it, I'm a demolitions expert, they blew up the towers.
[2:55:38.000 --> 2:55:40.000]  New World Order.
[2:55:40.000 --> 2:55:42.000]  This is a big deal to have a governor do this.
[2:55:42.000 --> 2:55:49.000]  Call AP, call everybody, help me, call all the radio stations, help us get this out.
[2:55:49.000 --> 2:55:51.000]  So more people have the courage to go public.
[2:55:51.000 --> 2:55:54.000]  Now, we only got about 3 minutes with him.
[2:55:54.000 --> 2:56:01.000]  Ted Anderson, I bought a little bit of gold and silver when it hit 1,000, dropped down to 850, now it's back up above 900.
[2:56:01.000 --> 2:56:03.000]  This is a buying opportunity.
[2:56:03.000 --> 2:56:07.000]  Gold and oil are up because the dollars devalued.
[2:56:07.000 --> 2:56:15.000]  And we know the IMF and central banks came in admittedly and dumped tons of gold, hundreds of billions into the market the last two weeks to drive it down.
[2:56:15.000 --> 2:56:18.000]  It's not stopping it from going back up.
