[00:00:08.095 --> 00:00:10.216]  It's Friday, August 28th.
[03:28:32.374 --> 03:28:35.975]  Not very many, I can assure you.
[03:28:35.975 --> 03:28:43.497]  And so you're not really free because if you're in debt, like most Americans who think they own something, they own it with the banks.
[03:28:44.207 --> 03:28:52.249]  And they're paying a third of their productive wealth to taxes and a third of their productive wealth to interest to bankers, bankers tax.
[03:28:52.249 --> 03:28:54.630]  And then they're keeping a third to live on.
[03:28:54.630 --> 03:28:57.970]  OK, that's how people who pay taxes function.
[03:28:57.970 --> 03:29:01.951]  Small business people function or used to.
[03:29:01.951 --> 03:29:06.492]  But think about just the printing of money and the dumping of money out there.
[03:29:06.492 --> 03:29:12.514]  And as long as it keeps buying things and exchanging it fairly close to the same value, nobody kind of minds.
[03:29:13.143 --> 03:29:19.605]  But what happens if all of a sudden there's a void again and no one's sucking up that debt?
[03:29:19.605 --> 03:29:27.148]  Debt slaves, you see, is really what has become the true base pyramid of the hierarchy of needs.
[03:29:27.148 --> 03:29:29.249]  It's no longer food, clothing and shelter.
[03:29:29.249 --> 03:29:31.550]  It's debt slaves.
[03:29:31.550 --> 03:29:42.434]  And so when you think of slavery today, this idea that somebody was freed and somebody wasn't, you know, we're all in the same umbrella right now.
[03:29:43.617 --> 03:29:46.652]  We're all in this same matrix right now.
[03:29:48.497 --> 03:29:54.221]  Functioning in a globalist frame, you're exempt from a lot of the taxes until Trump came along.
[03:29:54.221 --> 03:29:55.963]  That's why they're so angry at them.
[03:29:55.963 --> 03:30:03.108]  They're taxing, even if it's a low rate, they're taxing their global incomes for the first time.
[03:30:03.108 --> 03:30:09.512]  Yours and mine were, you know, individuals, you know, and corporations both have the same rights as individuals.
[03:30:09.512 --> 03:30:10.133]  B.S.
[03:30:10.133 --> 03:30:13.535]  If you don't have a living soul, you don't have free speech as a corporation.
[03:30:13.535 --> 03:30:17.058]  If you don't have a living soul, you don't have the right to assembly.
[03:30:17.916 --> 03:30:24.861]  If you don't have a living soul, you don't have a right to religion, you don't have a living soul, you're a machine.
[03:30:24.861 --> 03:30:26.882]  A machine.
[03:30:26.882 --> 03:30:28.724]  A corporation.
[03:30:28.724 --> 03:30:32.006]  Something else that's not a living soul.
[03:30:32.006 --> 03:30:36.870]  And that something else controls too much of the power in this country and around the world.
[03:30:36.870 --> 03:30:37.810]  This is Nick Begich.
[03:30:37.810 --> 03:30:38.551]  We'll be right back.
[03:30:41.491 --> 03:30:43.712]  Democrats are just going more and more left.
[03:30:43.712 --> 03:30:47.135]  Many positive about socialism, liking it more than capitalism.
[03:30:47.135 --> 03:30:53.098]  Many of the ideas we fought for that were considered radical are now mainstream.
[03:30:53.098 --> 03:31:00.443]  The radical left has taken over the Democratic Party and Joe Biden is marching in lockstep with them.
[03:31:00.443 --> 03:31:06.487]  Biden and the far left are promising to crush middle class families with trillions in new taxes.
[03:31:06.667 --> 03:31:09.148]  If you elect me, your taxes are going to be raised, not cut.
[03:31:09.148 --> 03:31:13.709]  Promising amnesty and health care for 11 million illegal immigrants.
[03:31:13.709 --> 03:31:16.771]  Citizenship for 11 million undocumented folks.
[03:31:16.771 --> 03:31:22.653]  Promising to shut down energy exploration, killing jobs, and hurting America's economy.
[03:31:22.653 --> 03:31:23.373]  I guarantee you.
[03:31:24.073 --> 03:31:25.034]  There's a nauseating sense to it.
[03:31:25.034 --> 03:31:27.335]  Not a sense of triumph, but a sense of victory.
[03:31:27.335 --> 03:31:28.636]  Not a sense of completion.
[03:31:53.078 --> 03:31:56.741]  A sense of sick nausea.
[03:31:56.741 --> 03:32:08.130]  Though we were right about the world government, we were right about the anti-human plans, we were right about all the horrible things the globalists and their satanic order want to do to us.
[03:32:08.130 --> 03:32:16.076]  Now we sit here, warning people for decades, trying to get people ready, trying to stop what was coming, but you know what?
[03:32:17.510 --> 03:32:20.432]  Revelations and God's Word says it's coming so you can't stop it.
[03:32:20.432 --> 03:32:34.660]  And it's in that understanding that we're part of God's larger plan that we come to the point in our own psyche, our own spirit, our own will that we submit to God and realize God's in charge, God has power.
[03:32:34.660 --> 03:32:36.581]  And the devil is set as the tester.
[03:32:36.581 --> 03:32:39.022]  And now it's up to us to make the right decision.
[03:32:39.022 --> 03:32:40.243]  That's what it's really always been about.
[03:32:41.837 --> 03:32:43.758]  I'm not going to lie to you.
[03:32:43.758 --> 03:32:47.599]  I want to stay in the fight against Soros and Hillary and the New World Order.
[03:32:47.599 --> 03:32:52.901]  And the only way I do is if you buy a lot of products at Infowarshore.com.
[03:32:52.901 --> 03:33:03.785]  You got to sell a lot of vitamins and a lot of minerals and a lot of fish oil and a lot of t-shirts and a lot of water filters to fund an operation in the face of the globalists and all the DNC lawsuits.
[03:33:03.785 --> 03:33:05.346]  But they're so close to losing right now.
[03:33:06.533 --> 03:33:14.820]  Plus, I go out, just like with Info, and I bring you the very best items, the very best products that I personally use and I love.
[03:33:14.820 --> 03:33:25.850]  So, go to InfoWarsTore.com, check out the products, get some today, share them with friends, review them, and know that you cannot lose because you're fighting the Info War, let's fight the globalists.
[03:33:25.850 --> 03:33:28.292]  Plus, these are great products, but I want to thank you.
[03:33:28.752 --> 03:33:29.955]  For keeping me in the game.
[03:33:29.955 --> 03:33:32.841]  I want to thank you for funding our operation.
[03:33:32.841 --> 03:33:38.011]  So continue to spread the word and fund InfoWars and InfoWarsTour.com and I salute you once again.
[03:33:41.687 --> 03:33:44.970]  We launched the Everyday Essentials Special a week ago.
[03:33:44.970 --> 03:33:46.291]  It ends on Monday.
[03:33:46.291 --> 03:33:50.073]  That means you've got four days to take advantage of it while I'm cutting this ad.
[03:33:50.073 --> 03:33:54.957]  A Back Power Stack NX2 Back in Stock, 60% off, free shipping.
[03:33:54.957 --> 03:33:58.780]  Heart and Body Combo Extend-A-Wise Vaseline Beads, 50% off, free shipping.
[03:33:58.780 --> 03:34:02.323]  Survival Shield X2 by itself, back in stock, 30% off, free shipping.
[03:34:02.323 --> 03:34:05.585]  Ultimate Fish Roll, back in stock, 30% off, free shipping.
[03:34:05.585 --> 03:34:09.188]  Survival Shield X2 NX3 Combo, 50% off, krill oil,
[03:34:09.888 --> 03:34:11.409]  17% off, free shipping.
[03:34:11.409 --> 03:34:16.450]  Take advantage of these sales and others with free shipping at InfoWarsStore.com.
[03:34:16.450 --> 03:34:18.551]  They're great products that changed my life.
[03:34:18.551 --> 03:34:21.611]  They've got 98% reviews all over the internet.
[03:34:21.611 --> 03:34:24.032]  Check it out for yourselves and advance the InfoWars 360 win.
[03:34:24.032 --> 03:34:27.333]  The only way you lose is not by taking action.
[03:34:27.333 --> 03:34:29.053]  And I want to explain that again.
[03:34:29.053 --> 03:34:31.034]  Your support of InfoWars
[03:34:31.334 --> 03:34:33.116]  You're listening to the Alex Jones Show!
[03:35:00.573 --> 03:35:07.761]  Live from Austin, Texas, broadcasting worldwide, it's Nick Vagic.
[03:35:07.761 --> 03:35:10.524]  You're listening to the Alex Jones Show.
[03:35:13.741 --> 03:35:14.821]  And welcome back.
[03:35:14.821 --> 03:35:24.765]  You know, just thinking about all this stuff every Friday afternoon, you know, it gets like a bit overwhelming, you know, when you when you think about how the news comes at us.
[03:35:24.765 --> 03:35:26.145]  And that's part of the deal, right?
[03:35:26.145 --> 03:35:33.328]  It's to overwhelm our sensory systems to cause us to sort of blank it out, shut it down, become more numb.
[03:35:34.729 --> 03:35:38.071]  Less feeling, more isolated.
[03:35:38.071 --> 03:35:40.493]  You see how all these things sort of flow together.
[03:35:40.493 --> 03:35:51.222]  It is important right now to reach out to each other in a physical way and be in contact with your friends.
[03:35:51.222 --> 03:35:53.744]  If you feel uncomfortable doing that, okay.
[03:35:54.540 --> 03:35:58.821]  At least then go ahead and maintain your distance.
[03:35:58.821 --> 03:36:01.262]  But you need the personal contact.
[03:36:01.262 --> 03:36:05.123]  The electronic contact filtering is not the answer.
[03:36:05.123 --> 03:36:12.264]  And you're just laying down your information for someone else to steal and manipulate you with.
[03:36:12.264 --> 03:36:15.945]  Person-to-person communication without electronic devices in the room.
[03:36:15.945 --> 03:36:21.886]  Keep conversations private, at least right now in most places.
[03:36:21.886 --> 03:36:23.927]  But you know, here's the thing about all of it.
[03:36:25.422 --> 03:36:28.404]  It's not just about your personal privacy.
[03:36:28.404 --> 03:36:36.968]  It's about your whole process of thinking, because now so much of what we're being told is wrong about our thinking.
[03:36:36.968 --> 03:36:42.831]  So now we go, oh wow, if we say anything, you know, maybe they'll beat me up in the street.
[03:36:42.831 --> 03:36:46.613]  So a lot of people are holding their truth internally.
[03:36:46.613 --> 03:36:47.494]  And I get that.
[03:36:47.494 --> 03:36:48.914]  I understand that.
[03:36:48.914 --> 03:36:51.676]  I get it.
[03:36:51.676 --> 03:36:53.637]  But when you go in the election booth,
[03:36:55.856 --> 03:37:06.759]  You know, hopefully we keep the integrity of that still together enough to pull the lever, you know, and make change and hold the position that we're in right now where it matters.
[03:37:06.759 --> 03:37:10.861]  And here's the thing.
[03:37:10.861 --> 03:37:13.482]  This lawlessness that's happening right now.
[03:37:14.356 --> 03:37:18.577]  And has been amplifying all over the country is a theme.
[03:37:18.577 --> 03:37:19.958]  It's used often.
[03:37:19.958 --> 03:37:22.738]  And what does it usually bring in?
[03:37:22.738 --> 03:37:24.179]  Take a look at the Middle East.
[03:37:24.179 --> 03:37:29.900]  Remember the freedom, you know, let freedom ring, right?
[03:37:29.900 --> 03:37:39.583]  And all the demonstrations that happened a number of years ago didn't really result in, you know, a new spring.
