[00:00.000 --> 00:14.000]  🎵
[3:25:29.360 --> 3:25:35.120]  your friendship with me for five minutes i know but it's kind of like it's too much for me okay
[3:25:35.120 --> 3:25:44.560]  please you're making a big scene here so there you hear harvey weinstein again trying to groom
[3:25:44.560 --> 3:25:49.520]  this poor woman trying to basically verbally beat her down to come into his hotel room you heard him
[3:25:49.520 --> 3:25:55.440]  say there that he was used to it what did he mean by that well that was revealed in a separate
[3:25:55.440 --> 3:26:01.840]  instance where he bragged about being used to women saying no and they said no over and over
[3:26:01.840 --> 3:26:08.400]  and over again until he pressured them into it either physically or via verbal intimidation threats
[3:26:08.400 --> 3:26:14.160]  that he would ruin their careers if they didn't go along with it so that's what he meant when he said
[3:26:14.160 --> 3:26:19.680]  oh i'm used to it when she kept saying no no no i don't want to go in i don't want to go in and
[3:26:19.680 --> 3:26:25.440]  going back to what i said before he got excitement according to one of his victims he would he got
[3:26:25.440 --> 3:26:32.000]  excited the more they resisted the more frightened they became that actually turned him on this is
[3:26:32.000 --> 3:26:37.440]  the level of depravity that we're dealing with here let's read another quote from the new york
[3:26:37.440 --> 3:26:43.520]  article again from one of his female victims i was very petrified again that's the one we just
[3:26:44.240 --> 3:26:52.160]  read out she said that he got off on her freaking out i mean that's basically serial killer mentality
[3:26:52.160 --> 3:26:56.640]  not that he's a serial killer but it's the same kind of mentality there's another quote
[3:26:57.840 --> 3:27:02.160]  and it's by the same woman who said quote i know that everybody i mean everybody in
[3:27:02.160 --> 3:27:08.160]  hollywood knows that it's happening of course that was before the last couple of days of revelations
[3:27:08.160 --> 3:27:13.760]  when nobody had come out and disavowed it so everybody knew about it back then he's been
[3:27:13.760 --> 3:27:19.920]  getting away with it for three decades same thing with the jimmy savill pedophile scandal over in
[3:27:19.920 --> 3:27:25.440]  britain where everybody in the entertainment industry in britain knew about it and he got away
[3:27:25.440 --> 3:27:33.120]  with it because he was being protected by higher ups who's protecting harvey winestein who was
[3:27:33.120 --> 3:27:39.680]  protecting him at least for the past three decades that will probably never come to life will it
[3:27:40.320 --> 3:27:45.520]  we do know that matt daemon who still hasn't come out and disavowed him this is out of the daily mail
[3:27:45.520 --> 3:27:51.040]  matt daemon called spineless profiteer who stays silent by harvey winestein victim rose mcgowan
[3:27:51.840 --> 3:27:55.760]  matt daemon may soon be forced to comment on the decades of sexual harassment harvey winestein
[3:27:55.760 --> 3:28:00.080]  inflicted upon his staff and a number of hollywood actresses after one of those stars took aim at the
[3:28:00.080 --> 3:28:06.480]  oscar winning writer and star of goodwill hunting again this is about how they found out what they
[3:28:06.480 --> 3:28:14.800]  knew about the fact that winestein's procura was being paid 400 000 a year for a role in a film
[3:28:14.800 --> 3:28:20.640]  company when he was doing nothing whatsoever in that film company his entire job was to procure
[3:28:20.640 --> 3:28:27.440]  women so that harvey winestein could try and sexually abuse them matt daemon according to
[3:28:27.440 --> 3:28:34.240]  this article and russell crow knew about it they made phone calls that spiked an investigation in
[3:28:34.240 --> 3:28:44.240]  the new york times back in 2004 13 years ago they helped cover it up absolutely incredible
[3:28:44.240 --> 3:28:49.600]  revelations will be back though with our guest continuing to talk about hollywood after the
[3:28:49.600 --> 3:28:57.600]  break info wars dot com men give your body the support it needs with info wars life prostagard
[3:28:57.600 --> 3:29:03.280]  it's time to start assisting the body in regulating proper prostate balance info wars life has set
[3:29:03.280 --> 3:29:07.520]  out to bring you formulations that are not only the highest quality out there but formulas that
[3:29:07.520 --> 3:29:12.240]  you can use on a daily basis to give your body the natural herbs and extracts that our experts
[3:29:12.240 --> 3:29:18.000]  recommend the prostagard formula does just that with its mixture of plant-based nutrients and
[3:29:18.000 --> 3:29:24.320]  antioxidants that help give your body total support it's a hand-selected blend of saw palmetto
[3:29:24.320 --> 3:29:32.080]  lycopene plant sterols zinc vitamin d3 selenium and copper prostagard is something that the men
[3:29:32.080 --> 3:29:36.880]  on the info wars crew take every day and from our research it's something that men should really be
[3:29:36.880 --> 3:29:41.920]  adding to their daily regimen in order to keep their body going at optimal levels now's the
[3:29:41.920 --> 3:29:47.840]  time to start naturally supporting your body get prostagard on your side today exclusively at info
[3:29:47.840 --> 3:29:56.640]  wars life dot com that's info wars life dot com refresh your breath with emeryx essentials
[3:29:56.640 --> 3:30:02.240]  organic mouthwash our formula is made from organic herbal ingredients to help stimulate
[3:30:02.240 --> 3:30:08.160]  the gums and provide a cleansing effect while adding a pleasant refreshing taste emeryx essentials
[3:30:08.160 --> 3:30:15.200]  mouthwash is non-gmo certified organic made without alcohol chemicals or other artificial
[3:30:15.200 --> 3:30:21.760]  ingredients such as flavors fragrances or dyes the pure organic plant extracts are concentrated
[3:30:21.760 --> 3:30:27.040]  containing antibacterial properties that work well to help tone gums and freshen your breath
[3:30:27.040 --> 3:30:31.920]  this antiseptic mouthwash is a concentrated formula you will need to dilute one part
[3:30:31.920 --> 3:30:37.440]  mouthwash to 10 parts water emeryx essentials mouthwash is a great addition to your daily
[3:30:37.440 --> 3:30:43.120]  brushing routine it is effective yet gentle enough for the most sensitive gums and canker
[3:30:43.120 --> 3:30:49.520]  sores go organic today with emeryx essentials visit info wars store dot com to learn more
[3:30:49.520 --> 3:30:57.040]  that's info wars store dot com as most of you already know i am a voracious consumer of news
[3:30:57.040 --> 3:31:02.080]  and information and in the last four or five years doing more and more research i came across
[3:31:02.080 --> 3:31:07.760]  the fact that the elite establishment is fully aware of the fact that our ancient ancestors
[3:31:07.760 --> 3:31:13.600]  in many cases had much better nutrition than we do today and our ancient ancestors sought out the
[3:31:13.600 --> 3:31:19.120]  bones of the animals that they were hunting killing and then processing and so i set out to
[3:31:19.120 --> 3:31:26.240]  develop caveman but to not just have concentrated bone broth from chicken but seven other super food
[3:31:26.240 --> 3:31:33.120]  ingredients known for cleansing and supercharging the body at the same time info wars isn't just
[3:31:33.120 --> 3:31:38.800]  fighting the globalist we're getting results and we're expanding in the face of the complete media
[3:31:38.800 --> 3:31:45.360]  assault and winning because of your support caveman is back in stock people absolutely love it so
[3:31:45.360 --> 3:31:53.040]  please secure your caveman today at info wars life dot com or by calling toll free triple a 2533139
[3:31:53.040 --> 3:31:57.360]  it's not just our water we need to filter it's not just our food that needs to be cleaned it's the
[3:31:57.360 --> 3:32:03.040]  air we're breathing especially for our children the artificial particulates the chemicals is
[3:32:03.040 --> 3:32:08.800]  absolutely weighing down our immune systems the same team based right here in america that brought
[3:32:08.800 --> 3:32:15.120]  you the alexa pure groundbreaking water filtration systems have now developed alexa pure breeze
[3:32:15.120 --> 3:32:20.160]  whether it's your home or office you it's yourself your co-workers your family your children
[3:32:20.160 --> 3:32:25.360]  through the best job you can to purify your air the elite are masters at poisoning our environment
[3:32:25.360 --> 3:32:31.040]  while themselves doing things that mitigate or avoid most toxic effects for themselves the general
[3:32:31.040 --> 3:32:38.720]  publicism the alexa pure breeze would be a steel at 300 400 500 one of these systems can keep 800
[3:32:38.720 --> 3:32:42.960]  square feet incredibly clean this is a system i'm personally putting in throughout my house
[3:32:42.960 --> 3:32:48.800]  replacing older more expensive filters that didn't do as good a job find out why this system is so
[3:32:48.800 --> 3:32:51.360]  revolutionary today then for our store dot com
[3:32:55.120 --> 3:33:01.360]  you're listening to the alex jones show
[3:33:01.360 --> 3:33:04.400]  you
[3:33:16.160 --> 3:33:24.320]  big brother mainstream media government cover-ups you want to stop tyranny well so does he
