[00:00:01.000 --> 00:00:03.000]  InfoWars, tomorrow's news, today.
[03:42:45.500 --> 03:42:46.500]  Love that URL as well.
[03:42:46.500 --> 03:42:49.900]  We'll be right back with the final segment of this four hour powerhouse transmission
[03:42:49.900 --> 03:42:59.180]  that Owen Troyer takes over in full wars.com forward slash show two of our best selling
[03:42:59.180 --> 03:43:04.780]  new tropics or brain boosters are now back in stock at info or store.com for a limited
[03:43:04.780 --> 03:43:05.780]  time.
[03:43:05.780 --> 03:43:09.500]  They're 50% off when you get them together or 40% off when you get them individually.
[03:43:09.500 --> 03:43:13.740]  Brain force plus and brain force ultra two separate formulas.
[03:43:13.740 --> 03:43:16.740]  They both give you good clean energy without the crash.
[03:43:16.740 --> 03:43:22.340]  One is a four to six hour good base of clean energy again with no hangover or letdown and
[03:43:22.340 --> 03:43:25.380]  the other is a very special proprietary formula.
[03:43:25.380 --> 03:43:28.300]  That's brain force ultra that hits really, really quick and I love it.
[03:43:28.300 --> 03:43:31.220]  It wears off in two to three hours, so I've got to work at night, but don't want to stay
[03:43:31.220 --> 03:43:32.220]  up all night.
[03:43:32.220 --> 03:43:35.260]  I can take it and say nine o'clock at night and I stay up till midnight working, doing
[03:43:35.260 --> 03:43:39.860]  a radio interview or something and boom or writing an article or writing a book and then
[03:43:39.860 --> 03:43:43.540]  I get two, three hours of energy and then you go right to bed after it.
[03:43:43.540 --> 03:43:48.460]  Brain force ultra brain force plus both 50% off by themselves or 40% off individually.
[03:43:48.460 --> 03:43:49.780]  A lot of people love these products.
[03:43:49.780 --> 03:43:52.980]  They've got five star reviews, but if you haven't tried them, you really should.
[03:43:52.980 --> 03:43:55.460]  50% off info or store.com.
[03:44:01.180 --> 03:44:02.660]  I want to say brain force is great.
[03:44:02.660 --> 03:44:04.660]  I want to say turbo force is amazing.
[03:44:04.660 --> 03:44:10.140]  It is, but if you took it with fish oil, it's like the fish oil is it.
[03:44:10.140 --> 03:44:13.340]  The fish oil is better than that and that's an example of what I'm talking about.
[03:44:13.340 --> 03:44:19.020]  Fish oil is liquid energy, brain, body, heart, the cleanest, the best out there.
[03:44:19.020 --> 03:44:22.820]  Krill oils is the best and it'll give you the damn burps and I'm just sorry you want
[03:44:22.820 --> 03:44:23.820]  something like this.
[03:44:23.820 --> 03:44:24.820]  You don't get stuff for free.
[03:44:24.820 --> 03:44:25.820]  The krill is hallucinogenic.
[03:44:25.820 --> 03:44:26.820]  It's so good.
[03:44:26.820 --> 03:44:27.820]  In my view.
[03:44:27.820 --> 03:44:30.500]  I'm not making a medical statement here, but let me tell you something and I eat five
[03:44:30.500 --> 03:44:32.620]  capulets of krill oil before I go to bed.
[03:44:32.620 --> 03:44:36.100]  I'm seeing Santa Claus that night.
[03:44:36.100 --> 03:44:43.620]  So your brain is made basically out of what fish oil is.
[03:44:43.620 --> 03:44:47.060]  So we don't make a big profit off of it, but you notice I just obsess because whatever
[03:44:47.060 --> 03:44:49.420]  the best is we've got, I just can't lie to you.
[03:44:49.420 --> 03:44:55.900]  I just can't do it.
[03:44:55.900 --> 03:45:02.340]  Two amazing nootropics, that means brain power, are back in stock at InfoWarsTore.com and
[03:45:02.340 --> 03:45:04.780]  they're both 50% off.
[03:45:04.780 --> 03:45:09.100]  We haven't offered these for 50% off since last Christmas.
[03:45:09.100 --> 03:45:13.020]  These are amazing products and for those of you on the fence, I want you to try them.
[03:45:13.020 --> 03:45:17.780]  Brain Force Ultra hits in 15 minutes, only lasts three hours with no hangover.
[03:45:17.780 --> 03:45:19.140]  It is a game changer.
[03:45:19.140 --> 03:45:20.860]  Nobody's got something close to this.
[03:45:20.860 --> 03:45:25.940]  Then our Brain Force Plus is a good, basic, clean nootropic, gives you four to six hours
[03:45:25.940 --> 03:45:29.620]  of amazing energy, again, with no hangover, no jitters.
[03:45:29.620 --> 03:45:35.380]  Both products back in stock, InfoWarsTore.com for 50% off and it funds the InfoWar.
[03:45:35.380 --> 03:45:40.340]  So get your Brain Force Ultra, your Brain Force Plus, and your TurboForce all exclusively
[03:45:40.340 --> 03:45:47.420]  at InfoWarsTore.com and know you're funding the second American Revolution 1776 worldwide.
[03:45:47.420 --> 03:45:54.420]  The answer to 1984 is 1776 and the answer for energy is Brain Force.
[03:46:17.420 --> 03:46:25.420]  The answer to 1984 is Brain Force.
[03:46:47.420 --> 03:46:55.420]  Brain Force.
[03:46:55.500 --> 03:47:04.500]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:47:06.800 --> 03:47:11.800]  It's so easy to blow up your problems
[03:47:11.800 --> 03:47:15.800]  It's so easy to blow up your problems
[03:47:15.800 --> 03:47:20.800]  It's so easy to blow up your problems
[03:47:35.800 --> 03:47:40.800]  It's so easy to blow up your problems
[03:47:40.800 --> 03:47:45.800]  So easy to blow up your problems
[03:47:45.800 --> 03:47:50.800]  So easy to blow up your problems
[03:47:50.800 --> 03:47:55.800]  So easy to blow up your problems
[03:47:55.800 --> 03:48:00.800]  So easy to blow up your problems
[03:48:00.800 --> 03:48:02.800]  So easy to blow up your proteins
[03:48:02.800 --> 03:48:06.960]  you know, not the best. Here, I'm actually into the music. That's why they've got so much. So,
[03:48:06.960 --> 03:48:12.720]  find out more at revival.com. Can't forget that URL. And if you've got friends and family that
[03:48:12.720 --> 03:48:16.800]  live in leftist areas, not any good churches, well, make this church their church. They've
[03:48:16.800 --> 03:48:20.560]  also got a lot of other affiliated churches around the country who are doing a great job
[03:48:20.560 --> 03:48:24.880]  winning souls and really taking care of people. So, be sure to check it out at the website
[03:48:24.880 --> 03:48:28.800]  revival.com. I want to thank them. In the 10 minutes we've got left, you guys are really
[03:48:28.800 --> 03:48:34.880]  smart constitutional lawyer, you know, former NSA, a military Russia expert. What else do you
[03:48:34.880 --> 03:48:39.679]  want to impart to the listeners out there about the world right now? I would say something
[03:48:39.679 --> 03:48:44.640]  encouraging. You know, we've been traveling, doing, teaching the constitution, the history,
[03:48:44.640 --> 03:48:52.720]  and this stuff for over a decade now. And one thing a few years ago, once the Snowden revelations
[03:48:53.599 --> 03:49:01.359]  came out, we saw this reaction and this rise of young people in America. So, a lot of the,
[03:49:01.359 --> 03:49:06.960]  you know, so-called millennials and Gen Z and whatever, they all get lumped in with David Hogg
[03:49:06.960 --> 03:49:12.800]  and just, you know, a bunch of crazy lefty young people. But we've seen all over the country,
[03:49:12.800 --> 03:49:19.279]  Chris Ann taught something like 260 meetings in 22 states every year for at least six years.
[03:49:19.599 --> 03:49:25.599]  We've traveled everywhere and we see this rise in what we call the liberty generation. So,
[03:49:26.320 --> 03:49:32.240]  this young generation is not monolithic. And there's so many young people that are sick of
[03:49:32.240 --> 03:49:39.920]  this liberal nonsense, this pedophilia, this pervert society that's out there going nuts.
[03:49:39.920 --> 03:49:47.519]  And so, we've been very encouraged, particularly the last five or six years, over the rise and
[03:49:47.519 --> 03:49:52.640]  the engagement of our youth, of our young people, 20-somethings and below, the teenagers. We have
[03:49:52.640 --> 03:50:02.240]  a son, 17. I mean, he loves you, Jordan Peterson, you know, Joe Rogan. I mean, he's totally not
[03:50:02.240 --> 03:50:07.759]  into this stuff. And all his friends are. Rediscovering freedom and God is the new
[03:50:07.759 --> 03:50:11.840]  avant-garde. It's the new counterculture. Absolutely. Absolutely. So, that's encouraging
[03:50:11.840 --> 03:50:16.480]  us. I don't know if people see that everywhere, where they are, but we see this all over.
[03:50:16.480 --> 03:50:20.000]  You're out in the field. So, people alone think we're losing. We're actually winning.
[03:50:20.000 --> 03:50:20.400]  Correct.
[03:50:20.400 --> 03:50:23.119]  See, the enemy wants to overwhelm us, make us be demoralized and give up.
[03:50:23.679 --> 03:50:25.039]  But instead, they're losing.
[03:50:25.039 --> 03:50:25.519]  Absolutely.
[03:50:25.519 --> 03:50:32.000]  Well, here's Jefferson wrote, people are willing to suffer evil as long as evil is
[03:50:32.000 --> 03:50:35.920]  sufferable. That's in the Declaration of Independence. But after a long train of
[03:50:35.920 --> 03:50:41.679]  abuses and usurpations, then the people will rise up. See, that's how the enemy loses.
[03:50:41.679 --> 03:50:48.080]  The enemy loses with oppression, right? The enemy loses with censorship. The enemy
[03:50:48.080 --> 03:50:54.560]  loses with persecution because the more persecution that comes against the church
[03:50:55.119 --> 03:51:02.080]  strengthens the body of Christ. It ignites the Holy Spirit within us to stand up.
[03:51:02.080 --> 03:51:10.720]  And the most powerful, formidable force against oppressive government has always been
[03:51:11.359 --> 03:51:20.000]  the educated, organized, united, Holy Ghost filled body of Christ. You also add to that,
[03:51:20.000 --> 03:51:28.880]  that all of the extremist ideology that's being taught in our schools, the alienation of our
[03:51:28.880 --> 03:51:33.599]  children who think differently from the mainstream status quo.
[03:51:33.599 --> 03:51:35.039]  Well, the bullying of our children.
[03:51:35.039 --> 03:51:39.840]  Yes. It's actually driving people to the truth.
[03:51:39.840 --> 03:51:43.279]  Well, we've seen the videos everywhere, even in the UK and Europe. They show them this horrible
[03:51:44.000 --> 03:51:48.640]  pedo stuff and the kids go, no, no, we ain't. And they're like, you're in trouble.
[03:51:48.640 --> 03:51:49.920]  You're going to look at this.
[03:51:49.920 --> 03:51:56.320]  Right. I mean, and think about children have that natural rebellion in them. So that becomes
[03:51:56.320 --> 03:52:01.679]  the thing that they're being forced to do and forced to gobble up in that sort of bullying
[03:52:01.679 --> 03:52:07.279]  manner. They're going to rebel against that. So I think I told you earlier, bad news these days is
[03:52:07.279 --> 03:52:13.199]  good news because the more stuff they break, the more out of control it gets. The globalists are
[03:52:13.199 --> 03:52:16.960]  building the army against them by their own actions.
[03:52:16.960 --> 03:52:21.199]  Six months ago, they said nobody wants to ban your gas stoves. It was official policy proposal.
[03:52:21.199 --> 03:52:28.800]  Now they're banning gas stoves and fireplaces, barbecuing and cold fired pizza ovens. I mean,
[03:52:28.800 --> 03:52:32.480]  they're going to take your pizza oven away saying it's bad. We put out carbon.
[03:52:32.480 --> 03:52:39.679]  Here's the thing, though, right? Our founders had such a level of wisdom and understanding
[03:52:39.679 --> 03:52:44.800]  of human nature, government and history as well. They actually gave us the tool.
[03:52:45.439 --> 03:52:54.160]  But Samuel Adams remarked that it ignorance that will cause us to come to our own destruction.
[03:52:54.160 --> 03:52:58.880]  He said no people will tamely surrender their liberties nor be easily subdued
[03:52:58.880 --> 03:53:03.840]  when knowledge is diffused and virtue is preserved. He said, on the contrary,
[03:53:03.840 --> 03:53:07.679]  when the people become universally ignorant and debauched in their manners,
[03:53:07.679 --> 03:53:12.880]  they will sink underneath their own weight without the aid of foreign invaders.
[03:53:12.880 --> 03:53:21.519]  The federal government unequivocally constitutionally has no authority to regulate
[03:53:21.519 --> 03:53:28.880]  charcoal gas ovens or any of that. The response and the cure to this overreach
[03:53:28.880 --> 03:53:36.480]  is the knowledge that the American people must acquire that they do not have to submit
[03:53:36.480 --> 03:53:41.840]  to these federal regulations when they are inconsistent with the Constitution.
[03:53:41.840 --> 03:53:46.960]  We don't need the Supreme Court of the United States on our side. As a matter of fact,
[03:53:46.960 --> 03:53:52.640]  the Supreme Court has been more wrong about the Constitution than they've been right throughout
[03:53:52.640 --> 03:53:59.439]  history. Article six clause two of the Constitution declares anything the federal
[03:53:59.439 --> 03:54:05.519]  government does that is contrary or not made consistent with the Constitution.
[03:54:05.519 --> 03:54:11.439]  The state and the people are not bound by that. And that's the amendment.
[03:54:11.439 --> 03:54:14.640]  That's it's Article six clause two, which is called
