[00:00.000 --> 00:26.000]  You want to stop tyranny well so does he live from the infowars.com studios it's Alex Jones
[3:32:20.000 --> 3:32:32.000]  Do the best job you can to purify your air. The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves. The general public doesn't.
[3:32:32.000 --> 3:32:47.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[3:32:47.000 --> 3:33:03.000]  Find out why this system is so revolutionary today and then for our store.com.
[3:33:03.000 --> 3:33:22.000]  Hi, this is former mayor and the greatest mayor, Mr. Ryan Eleven, Rudy Giuliani, and you're listening to Roger Stone on Infowars.
[3:33:33.000 --> 3:33:53.000]  Welcome back. I'm Roger Stone and you're on the Alex Jones show. Joining me now is one of the most impressive young hard charging conservatives in the US Congress, Matt Gates of the first district of Florida.
[3:33:53.000 --> 3:34:10.000]  Matt Gates first came to my attention when he was a member of the Florida House. He is a take no prisoners conservative in the Reagan mold, someone whom great things are expected of.
[3:34:10.000 --> 3:34:35.000]  And he has emerged as a substantial critic of Attorney General Jeff Sessions, specifically in regard to the foibles of the Clinton Foundation and why there doesn't seem to be any current federal investigation of the violations of both law and IRS regulation going on there.
[3:34:35.000 --> 3:34:40.000]  Joining me now Congressman Matt Gates. Matt, welcome to Infowars.
[3:34:40.000 --> 3:34:57.000]  It's good to be on with you, Roger. You know, it is so frustrating that after a rule of law election that we had to send Donald Trump to 1600 Pennsylvania Avenue, we still have not seen a thorough robust investigation of the Clinton Foundation.
[3:34:57.000 --> 3:35:08.000]  And here's why that's important. We may have people around the world who purport to be acting on behalf of the United States government where there really wasn't an arms length transaction.
[3:35:08.000 --> 3:35:15.000]  They just got a designation or a contract or some special treatment because they made some donation to the Clinton Foundation.
[3:35:15.000 --> 3:35:23.000]  And so let me set the stage for you and for our viewers regarding how this issue came to be in the House Judiciary Committee.
[3:35:23.000 --> 3:35:35.000]  Each and every week in the House Judiciary Committee, we've got Democrats lobbing these crazy resolutions about Roger Stone, Paul Manafort, Donald Trump, Jared Kushner.
[3:35:35.000 --> 3:35:42.000]  And frankly, I was sick and tired of hearing about it while the American people are expecting us to be delivering on our promises.
[3:35:42.000 --> 3:35:56.000]  And so I filed an amendment to strip every word of the Democrat resolution and to put into that legislation a demand from the House Judiciary Committee that we get to the bottom of what's going on with the Clinton Foundation.
[3:35:56.000 --> 3:36:05.000]  And, you know, is there a situation with Fusion GPS or that made this false dossier on President Trump that we need to know about?
[3:36:05.000 --> 3:36:12.000]  The Uranium One deal that you've covered to a great extent on Infowars remains really something that hasn't been investigated.
[3:36:12.000 --> 3:36:30.000]  And so I've been joined by some of my colleagues in the Congress calling for a special counsel to be appointed by Jeff Sessions or his designee to take this matter up and really get to the bottom of whether or not the United States government was sold out by Hillary Clinton.
[3:36:30.000 --> 3:36:38.000]  Matt, what kind of a response have you gotten both from your colleagues in the House and, of course, from the Justice Department?
[3:36:38.000 --> 3:36:50.000]  Well, in the House, I've had a couple dozen people join me in sponsoring a resolution calling for this special counsel, but with 218 Republicans, we certainly are with more than that.
[3:36:50.000 --> 3:36:59.000]  I'm sorry, with more than 240 Republicans, it's a shame that we don't have more than about 10% of the conference signing on to do this real investigation.
[3:36:59.000 --> 3:37:04.000]  As for Attorney General Sessions, I really wish that there was a stronger response.
[3:37:04.000 --> 3:37:15.000]  He has deferred all issues regarding Russia to Mr. Rosenstein, and I just don't get the sense that Rosenstein is really interested in taking up an investigation of Hillary Clinton.
[3:37:15.000 --> 3:37:28.000]  He seems to be more interested in looking into Donald Trump, and it would be really disappointing, Roger, if just by losing an election, Hillary Clinton got some sort of de facto immunity deal.
[3:37:28.000 --> 3:37:32.000]  That doesn't seem fair to me, and I don't think it seems fair to the American people.
[3:37:32.000 --> 3:37:35.000]  It does seem like she has gotten a pass.
[3:37:35.000 --> 3:37:45.000]  Now, obviously, when you talk about the Clinton Foundation or the Clinton scandals, sure, there's a big piece of this that has to do with Russia.
[3:37:45.000 --> 3:38:02.000]  We now know that John Podesta and his brother were making millions of dollars from the clique around Putin, that Bill and Hillary were paid hundreds of thousands of dollars in speaking fees to give 15-minute speeches in Moscow, in Bill's case.
[3:38:02.000 --> 3:38:19.000]  That's a thinly described, disguised bribe in my opinion, but there is so much more there, particularly the abuse in the wake of the Haitian earthquake, where literally millions of dollars have disappeared.
[3:38:19.000 --> 3:38:29.000]  It boggles the mind that no one at the Trump Justice Department seems to be at all interested in this regard.
[3:38:29.000 --> 3:38:33.000]  Roger, I think they're scared.
[3:38:33.000 --> 3:38:35.000]  The facts are there.
[3:38:35.000 --> 3:38:49.000]  We have evidence that suggests that the Clinton campaign was working in concert with Fusion GPS to proliferate false dossiers about President Trump both before and after his election in order to discredit him.
[3:38:49.000 --> 3:38:55.000]  That is the only evidence that there is with a Russia connection to this election that is out of the ordinary.
[3:38:55.000 --> 3:39:06.000]  I mean, of course, Russia throughout the world engages in efforts to try to manipulate the national discussion and the global discussion of human events and affairs.
[3:39:06.000 --> 3:39:08.000]  That's not anything new.
[3:39:08.000 --> 3:39:13.000]  What's new is that it looks like there was this Russian firm that may have been connected to the Clinton campaign.
[3:39:13.000 --> 3:39:15.000]  Now, you've asked about next steps.
[3:39:15.000 --> 3:39:26.000]  I think it's very disappointing that Attorney General Sessions has taken the position that his recusal on the Russia question means that he won't investigate the Clinton Foundation.
[3:39:26.000 --> 3:39:28.000]  You mentioned Haiti.
[3:39:28.000 --> 3:39:42.000]  There are a number of other circumstances where the Clinton Foundation was essentially a money laundering operation where they would take donations in exchange for special access, special favors, and special treatment with the State Department.
[3:39:42.000 --> 3:39:51.000]  That goes well beyond Russia, so I believe it is entirely within the discretion of Attorney General Sessions to appoint a special counsel.
[3:39:51.000 --> 3:40:03.000]  But he has chosen to take a pass on that and to give all the authority to Rosenstein, who no one elected, and who was not someone that certainly I think the president has tremendous confidence in.
[3:40:03.000 --> 3:40:08.000]  And so I'm looking forward to a circumstance where we get that special counsel appointed.
[3:40:08.000 --> 3:40:09.000]  That really is the next step.
[3:40:09.000 --> 3:40:25.000]  We need a special counsel pursuing Hillary Clinton and the Clinton Foundation because otherwise we send the message to the American people that if someone loses an election, whatever their crimes are, whatever violations of the law they were involved in, they're immediately forgiven upon losing an election.
[3:40:25.000 --> 3:40:30.000]  And that is not the type of sense that the American people have.
[3:40:30.000 --> 3:40:35.000]  We elected Donald Trump because we want to see the rule of law enforced.
[3:40:35.000 --> 3:40:40.000]  You know, I see on the screen now our viewers are able to see this connection to Loretta Lynch.
[3:40:40.000 --> 3:40:43.000]  That's another issue that we think deserves an investigation.
[3:40:43.000 --> 3:40:53.000]  Why did Loretta Lynch tell James Comey to go and lie to the American people and call the Clinton investigation a matter instead of an investigation?
[3:40:53.000 --> 3:40:54.000]  You remember that, Roger?
[3:40:54.000 --> 3:41:00.000]  I mean, that was the Attorney General of the United States telling the FBI director to go and lie to the American people.
[3:41:00.000 --> 3:41:08.000]  The fact that as a Judiciary Committee, as a Congress, we have not investigated that, that really gives me a great sense of discomfort.
[3:41:08.000 --> 3:41:17.000]  The Democrats have always been much better than the Republicans when it came to weaponizing the legal system and the judicial system.
[3:41:17.000 --> 3:41:33.000]  While we're at it, that special prosecutor you refer to can look into these FISA court declarations that indicate that 30,000 Americans were illegally and unconstitutionally surveilled by the Obama NSA.
[3:41:33.000 --> 3:41:50.000]  Yet no one has brought an action against Ms. Rice, Mr. Brennan, Admiral Rogers, and Mr. Clapper, a proven perjurer who lied to the Congress about the fact that he said we had no metadata collection program.
[3:41:50.000 --> 3:41:56.000]  This is extraordinarily important stuff, but the Democrats seem to be getting a pass.
[3:41:56.000 --> 3:42:05.000]  Matt, if you'll stick with us, I'd like to bring you back in the next segment because there's a couple other issues in the Congress I want to pick your brain about.
[3:42:05.000 --> 3:42:07.000]  You're at Infowars.
[3:42:07.000 --> 3:42:11.000]  I'm Roger Stone sitting in for Alex Jones.
[3:42:11.000 --> 3:42:25.000]  And if you like our programming, if you like the way that we are carrying the flag for freedom, well, then I ask you to go to the Infowars.com site now and look at our terrific product line.
[3:42:25.000 --> 3:42:28.000]  40% off survival shield.
[3:42:28.000 --> 3:42:30.000]  That's an extraordinary price.
[3:42:30.000 --> 3:42:33.000]  50% off my favorite brain force.
[3:42:33.000 --> 3:42:39.000]  You see, we don't have a George Soros sitting in the wings writing us big checks.
[3:42:39.000 --> 3:42:42.000]  We can only depend on you.
[3:42:42.000 --> 3:42:44.000]  I will be right back.
[3:42:44.000 --> 3:42:51.000]  James Madison, the father of the Bill of Rights, wrote,
[3:43:15.000 --> 3:43:18.000]  That is the ultimate concern.
[3:43:18.000 --> 3:43:24.000]  The concentration of power, the excess of power, was always the chief concern of the founders of this country.
[3:43:24.000 --> 3:43:27.000]  It was why the anti-fetalists opposed the Constitution.
[3:43:27.000 --> 3:43:35.000]  They believed they put safeguards in the Constitution to abuse that concentration of power, but as James Madison also pointed out, knowledge will forever govern ignorance.
[3:43:35.000 --> 3:43:41.000]  People who mean to be their own governors must arm themselves with the power that knowledge gives.
[3:43:41.000 --> 3:43:46.000]  Arm yourself with the information of what your rulers are doing, of what the real constraints upon them are.
[3:43:46.000 --> 3:43:50.000]  Only then will you have the courage to nullify their actions.
[3:43:50.000 --> 3:44:12.000]  For Infowars.com, I'm David Knight.
