[00:00:03.114 --> 00:00:07.156]  Ladies and gentlemen.
[03:16:35.686 --> 03:16:37.267]  NASA PAC Technology.
[03:16:37.267 --> 03:16:37.867]  Bacon.
[03:16:37.867 --> 03:16:42.029]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[03:16:42.029 --> 03:16:43.470]  Or warm and served.
[03:16:43.470 --> 03:16:45.510]  Life-saving, ready-to-eat bacon.
[03:16:45.510 --> 03:16:47.451]  10-year shelf life bacon.
[03:16:47.451 --> 03:16:50.232]  Ships free at FullyCookedBacon.com.
[03:16:50.232 --> 03:16:51.473]  FullyCookedBacon.com.
[03:16:52.253 --> 03:16:59.018]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[03:16:59.018 --> 03:17:03.280]  Since 2005, thousands have depended on Berkey Purified Water.
[03:17:03.280 --> 03:17:07.904]  The Berkey guy provides the lowest price filtration systems in every size.
[03:17:07.904 --> 03:17:13.467]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[03:17:13.467 --> 03:17:13.607]  877-886-3653.
[03:17:13.607 --> 03:17:13.948]  GoBerkey.com.
[03:17:22.353 --> 03:17:30.855]  If you or someone you care about loves outdoor adventure, then check out slingbow.com for some unique holiday gift ideas.
[03:17:30.855 --> 03:17:39.657]  That's slingbow.com, where we have some innovative new products for the archer, hunter, or bow fishing enthusiast in your family.
[03:17:39.657 --> 03:17:44.438]  Now through January, use the promo code HOLIDAY to get free shipping in the U.S.
[03:17:44.438 --> 03:17:45.579]  or Canada.
[03:17:45.579 --> 03:17:51.580]  And from all of us at Slingbow Industries, have a safe, joyous, and peaceful holiday season.
[03:17:53.880 --> 03:17:58.266]  You go to InfoWarsTore.com and get game-changing, amazing products.
[03:17:58.266 --> 03:18:02.051]  We've been sold out of DNA Force for almost four months.
[03:18:02.051 --> 03:18:04.815]  These ingredients are nutraceutical grade.
[03:18:04.815 --> 03:18:07.618]  You have the highest quality, the BioPQQ, all of it.
[03:18:07.618 --> 03:18:07.839]  It's 25% off.
[03:18:09.060 --> 03:18:15.267]  The truck got in this morning and it's back but it is a limited run because of all the testing and all the rest of it.
[03:18:15.267 --> 03:18:16.429]  It's the highest quality.
[03:18:16.429 --> 03:18:18.411]  Read about what it'll do for you and your family.
[03:18:18.411 --> 03:18:19.272]  It is amazing.
[03:18:19.272 --> 03:18:24.057]  We also have been sold out for three months on biome defense super high quality probiotic.
[03:18:24.057 --> 03:18:24.257]  It's 25% off.
[03:18:25.899 --> 03:18:30.063]  Out of the gates, back in stock, but for a very limited time.
[03:18:30.063 --> 03:18:32.625]  So you get the highest quality, the very cleanest stuff out there.
[03:18:32.625 --> 03:18:34.027]  We're really, really proud of it.
[03:18:34.027 --> 03:18:35.909]  DNA Force and Biome Defense.
[03:18:35.909 --> 03:18:36.429]  Probiotic.
[03:18:36.429 --> 03:18:37.290]  Now back in stock.
[03:18:37.290 --> 03:18:38.451]  Infowarslife.com.
[03:18:38.451 --> 03:18:42.295]  And when you buy products from Globalist, it's an act of trading with the enemy.
[03:18:42.295 --> 03:18:43.396]  It is an act of war.
[03:18:43.396 --> 03:18:45.457]  It is an act of standing up.
[03:18:45.457 --> 03:18:51.043]  When you spread the links, the articles, and buy products from us, and when we commit to rampage against the enemy totally,
[03:18:53.325 --> 03:19:03.529]  I know I don't have to remind most of you of the fact that culturally, societally, economically, spiritually, militarily, the planet's sitting on top of a giant time bomb.
[03:19:03.529 --> 03:19:09.311]  With populations, and globalism, and the neural orders manipulation of people's minds.
[03:19:10.311 --> 03:19:11.853]  Things are getting crazy.
[03:19:11.853 --> 03:19:14.455]  We're trying to fix the country and fix the planet.
[03:19:14.455 --> 03:19:17.178]  We've also got to have rear-guard actions to be prepared.
[03:19:17.178 --> 03:19:21.722]  The number one thing, after getting right with God, is to have high-quality, storable food.
[03:19:21.722 --> 03:19:27.767]  Well, the entire line of My Patriot Supply Foods, private-labeled as MFOR Select, is now 50% off.
[03:19:27.767 --> 03:19:31.891]  We've only done that one time before previously.
[03:19:31.891 --> 03:19:32.732]  50% off.
[03:19:32.732 --> 03:19:33.753]  You cannot beat that.
[03:19:34.073 --> 03:19:36.694]  And we're only doing that through Cyber Monday.
[03:19:36.694 --> 03:19:40.494]  So it starts today on Thanksgiving and runs through next Monday.
[03:19:40.494 --> 03:19:41.475]  Infowarsstore.com.
[03:19:41.475 --> 03:19:43.615]  You can go right there.
[03:19:43.615 --> 03:19:45.415]  It's the full spectrum My Patriot.
[03:19:45.415 --> 03:19:46.656]  It's private label by us.
[03:19:46.656 --> 03:19:47.576]  Totally fresh.
[03:19:47.576 --> 03:19:49.216]  Last 25 years.
[03:19:49.216 --> 03:19:50.736]  50% off.
[03:19:50.736 --> 03:19:50.937]  50% off.
[03:19:50.937 --> 03:19:54.917]  Take action today.
[03:19:54.917 --> 03:19:57.558]  You're listening to the Alex Jones Show.
[03:20:17.055 --> 03:20:21.939]  Defending the Republic from enemies, foreign and domestic.
[03:20:21.939 --> 03:20:30.887]  It's Alex Jones, live from Austin, Texas, broadcasting worldwide from the InfoWars.com studios.
[03:20:34.953 --> 03:20:41.478]  Jack Posobiec here, hosting the big fourth hour on InfoWars this Cyber Monday.
[03:20:41.478 --> 03:20:45.141]  Make sure you go and check out your Cyber Monday purchases if you're going to make those.
[03:20:45.141 --> 03:20:45.481]  Great.
[03:20:45.481 --> 03:20:48.944]  Now is the time to buy your Christmas presents.
[03:20:48.944 --> 03:20:49.384]  Get in there.
[03:20:49.384 --> 03:20:50.505]  Dare I say Christmas presents?
[03:20:50.505 --> 03:20:51.926]  Are we allowed to say Christmas presents again?
[03:20:51.926 --> 03:20:52.967]  Well, I'm saying it.
[03:20:52.967 --> 03:20:55.248]  So now is the time to buy those.
[03:20:55.248 --> 03:20:59.051]  If you go to Amazon, you can get the Citizens for Trump book.
[03:20:59.051 --> 03:21:03.855]  That's my book, all about the inside story of the People's Movement to Take Back America.
[03:21:04.315 --> 03:21:13.043]  And if you also travel over to the InfoWars store, you can find a lot of deals over there, so much that's going on, so many sales that are available just for today.
[03:21:13.043 --> 03:21:17.787]  Now I want to keep that, make sure that everybody knows that these sales are only available today.
[03:21:17.787 --> 03:21:18.948]  They're Cyber Monday sales.
[03:21:20.527 --> 03:21:25.232]  For people who've been following me for a while, you may have known that I recently got married.
[03:21:25.232 --> 03:21:31.159]  And getting married, it changes your perspective on so many things in ways that I didn't expect.
[03:21:31.159 --> 03:21:38.708]  It was a beautiful wedding, my wife looked amazing, so many people were there, everybody was there, but it changed your perspective on a lot of things.
[03:21:38.708 --> 03:21:39.548]  I didn't see that coming.
[03:21:39.548 --> 03:21:40.830]  I honestly didn't
[03:21:41.676 --> 03:21:41.756]  It's
[03:21:57.000 --> 03:21:57.460]  We're good.
[03:22:19.756 --> 03:22:19.856]  I'm 32.
[03:22:35.194 --> 03:22:35.374]  I think?
[03:22:54.395 --> 03:22:56.255]  With the Autoship is in there.
[03:22:56.255 --> 03:22:57.416]  It has a delivery entry.
[03:22:57.416 --> 03:22:59.976]  It's normally $79.95.
[03:22:59.976 --> 03:23:01.417]  Today it's $39.95.
[03:23:01.417 --> 03:23:03.277]  $40 savings.
[03:23:03.277 --> 03:23:07.938]  Actually, 50.03% off today if you get it for Cyber Monday.
[03:23:07.938 --> 03:23:09.979]  And it's just an amazing product.
[03:23:09.979 --> 03:23:16.440]  It's giving you those vitamins, those minerals, and the pregnalone that is going in there that's really going to support your health.
[03:23:16.440 --> 03:23:17.741]  It's going to support your brain function.
[03:23:17.741 --> 03:23:19.461]  That is so much of what you need.
[03:23:20.447 --> 03:23:20.847]  As you get
[03:23:38.846 --> 03:23:41.287]  Free shipping all through Cyber Monday.
[03:23:41.287 --> 03:23:43.128]  The Silver Bullet Collidal Silver.
[03:23:43.128 --> 03:23:44.148]  The Brain Force.
[03:23:44.148 --> 03:23:45.369]  Survival Shield X2.
[03:23:45.369 --> 03:23:46.729]  Supermail Vitality.
[03:23:46.729 --> 03:23:48.030]  Knockout Sleep Aid.
[03:23:48.030 --> 03:23:49.270]  The All Pure Pro.
[03:23:49.270 --> 03:23:53.652]  That's the air filter that the InfoWars studio uses.
[03:23:53.652 --> 03:23:54.273]  It's amazing.
[03:23:54.273 --> 03:23:55.093]  It's incredible.
[03:23:55.093 --> 03:23:57.354]  You guys should really check it out if you want.
[03:23:57.734 --> 03:23:58.015]  Thank you.
[03:24:12.620 --> 03:24:20.124]  And living that way, going non-GMO, because we talked about it, because my wife comes from Europe, and in Europe, people don't eat the way we do here.
[03:24:20.124 --> 03:24:22.346]  They eat from the village.
[03:24:22.346 --> 03:24:26.148]  They eat straight, I mean, they don't even talk about farm-to-table, because it is farm-to-table.
[03:24:26.148 --> 03:24:27.269]  It's all farm-to-table.
[03:24:27.269 --> 03:24:28.529]  So they eat straight from the village.
[03:24:28.529 --> 03:24:30.531]  They eat vegetables that are straight from the garden.
[03:24:30.531 --> 03:24:37.175]  It's so different, and they have so many vitamins and minerals that are taken out of that food in the processing.
[03:24:38.997 --> 03:24:39.637]  I think so.
[03:25:08.072 --> 03:25:13.674]  And she gets up there today, excuse me, yesterday, and so they ask her about John Conyers.
[03:25:13.674 --> 03:25:24.737]  Now John Conyers, it's been proven that he had a settlement, a sexual harassment settlement, with a former staffer who alleged that he demanded
[03:25:25.606 --> 03:25:25.926]  That's right.
[03:25:47.919 --> 03:25:50.480]  About Roy Moore and Donald Trump.
[03:25:50.480 --> 03:25:58.124]  She goes around and she says, oh well, no, if it's John Conyers we need to have a due process, we need to have an investigation.
[03:25:58.124 --> 03:26:04.548]  I'm unwilling to look into this stuff because these women haven't come forward publicly.
[03:26:04.548 --> 03:26:09.791]  Keep in mind, coming forward publicly when you're the victim of sexual assault is what Nancy Pelosi was calling for here.
[03:26:09.791 --> 03:26:10.451]  And then she said,
[03:26:11.599 --> 03:26:18.402]  She basically what happened was the Democrats are now all freaking out because she stepped out of line when it comes to the Democrat talking point.
[03:26:18.402 --> 03:26:19.863]  So the media is upset at her.
[03:26:19.863 --> 03:26:21.584]  Chuck Todd from NBC is upset at her.
[03:26:21.584 --> 03:26:27.867]  Daily Beast, which is a Clinton organ, is super upset at her because she spoke out of turn.
[03:26:27.867 --> 03:26:32.269]  And she actually had the temerity, believe it, the audacity even.
[03:26:32.941 --> 03:26:45.012]  To suggest that we adhere to constitutional due process and rule of law in this country, rather than immediately turning over, right, and saying someone is guilty just because of allegations.
[03:26:45.012 --> 03:26:48.595]  And I will say to her on this, to her credit, she's actually right.
[03:26:48.595 --> 03:26:49.375]  She's actually right.
[03:26:49.375 --> 03:26:54.040]  We should have that for any allegations or any due process.
[03:26:54.040 --> 03:27:00.005]  Anytime there are these allegations, especially in the case of Roy Moore or President Trump, when these are done,
[03:27:01.539 --> 03:27:04.460]  Right before an election, we should have investigations.
[03:27:04.460 --> 03:27:08.482]  But look at NBC, even NBC's headline, she stumbles on alleged harassment.
[03:27:08.482 --> 03:27:12.864]  It said, well actually Pelosi, what she said was constitutional.
[03:27:12.864 --> 03:27:21.307]  What she said was for once in her life, in line with the United States Constitution that says, under the Bill of Rights, that says that everyone gets
[03:27:22.381 --> 03:27:24.963]  The right to due process and a fair trial.
[03:27:24.963 --> 03:27:26.525]  I believe it's the Sixth Amendment.
[03:27:26.525 --> 03:27:32.770]  So, with her remarks, they were saying, oh no, the progressives are saying it's muddling the message on misconduct.
[03:27:32.770 --> 03:27:35.573]  It's putting politics ahead of women.
[03:27:35.573 --> 03:27:44.200]  What she actually said was flying in the face of the entire war on women narrative that the whole left, the media, the Washington Post, everyone has been trying to say.
[03:27:44.200 --> 03:27:47.243]  So, she actually pointed out that it was constitutional
[03:27:47.643 --> 03:27:48.924]  To investigate these things.
[03:27:48.924 --> 03:27:54.610]  Now, the one point, though, where I would suggest that Pelosi is actually wrong in this case is that here's the issue.
[03:27:54.610 --> 03:27:56.672]  There was due process already.
[03:27:56.672 --> 03:28:09.725]  There was due process when this was brought before the settlement committee, when the committee looked into it, and the settlement was agreed upon by John Conyers' office and by the complainant, the woman who was the accuser in this case.
