[00:00:01.596 --> 00:00:02.618]  It's official.
[03:34:55.415 --> 03:35:00.499]  But the UK government has gone so far as to say they can constantly spy on these apps.
[03:35:01.522 --> 03:35:08.808]  There's a fine of £18 million or $32 million, sorry, for Big Tech if they don't comply.
[03:35:08.828 --> 03:35:19.617]  And then senior managers at Big Tech face fines and criminal prosecution, jail time, if they don't police content online, users.
[03:35:20.219 --> 03:35:21.961]  Can get six months of jail time.
[03:35:22.421 --> 03:35:34.154]  Remember the journalist, Alex Harimono, his name's escaping me right now, but he's the one who broke the story about Trudeau welcoming an actual Nazi into Parliament and the standing ovation that happened there.
[03:35:34.554 --> 03:35:36.876]  And he was actually arrested for that in the UK.
[03:35:37.717 --> 03:35:44.318]  So this is, they're talking about six months of jail time for anyone who tells the truth in the UK.
[03:35:44.698 --> 03:35:46.339]  This is regular people, yeah?
[03:35:46.359 --> 03:35:50.100]  So you know how Alex always says, they came after me and then they're going to come after you.
[03:35:50.360 --> 03:35:57.881]  They'll debank, they'll de-platform, they'll do all of this as a test case for the people and then they'll do it to the rest of the people.
[03:35:57.901 --> 03:36:01.782]  This is what the digital dictatorship social credit system is, guys.
[03:36:02.751 --> 03:36:03.772]  This is what it is.
[03:36:04.452 --> 03:36:07.335]  And it's not just a temporary freezing of your bank account.
[03:36:07.715 --> 03:36:14.881]  You are permanently not allowed to participate in society because you said the wrong thing, you thought the wrong thing, you didn't get enough injections.
[03:36:16.202 --> 03:36:18.164]  This is their model for the future.
[03:36:19.085 --> 03:36:34.771]  This is why it's so important, these two bills that I mentioned before about the United States exiting the UN and the WHO because they're the ones that are bringing this stuff forward is so crucial for everyone and I might get the team to bring it up again at the end of the broadcast but...
[03:36:36.072 --> 03:36:46.400]  It allows the government, through their government-approved software, to scan through your phone, files, photos, everything, for what they say is illegal content.
[03:36:46.440 --> 03:36:49.422]  And of course, that term is broad and can change every single day.
[03:36:50.683 --> 03:36:59.449]  They say that it's going to be used to, quote-unquote, clamp down on online trolls, but it requires big tech to verify all users.
[03:36:59.490 --> 03:37:02.652]  And this is where we come into the Australian discussion.
[03:37:03.823 --> 03:37:06.785]  Tim, if you can bring up Senator Malcolm Roberts.
[03:37:07.666 --> 03:37:11.809]  He's tweeted two things and made a request of Elon.
[03:37:12.710 --> 03:37:20.916]  And in this, in his request, basically what's happened is there's a senator in Australia who's introduced this digital ID bill here.
[03:37:20.936 --> 03:37:22.897]  Her name is Senator Katie Gallagher.
[03:37:23.818 --> 03:37:31.384]  Anyone who wants to learn more about her can go and look up a video on YouTube on Senator Gallagher and mansplaining where she made an absolute
[03:37:31.784 --> 03:37:34.265]  Full of herself, and that went viral.
[03:37:34.625 --> 03:37:42.988]  But dear Elon Musk, this is Senator Malcolm Roberts who said this, and you would all recall, regular viewers of this broadcast, he's been on here with me.
[03:37:43.088 --> 03:37:47.689]  Very brave senator, fantastic senator out of Australia, who came on InfoWars.
[03:37:48.029 --> 03:37:48.769]  We love him here.
[03:37:49.630 --> 03:37:56.252]  But he's talking about the fact that senators in Australia can turn off their comments, and it's a threat to Australian democracy.
[03:37:56.292 --> 03:38:00.193]  So he's actually making an appeal here to Elon to stop
[03:38:01.418 --> 03:38:05.373]  Government representatives being able to censor comments.
[03:38:06.092 --> 03:38:19.356]  Because Senator Katie Gallagher, who introduced the Digital ID Bill, you know, for safeguarding and transparency and all of these buzzwords they like to use, is so transparent that she has her comments off.
[03:38:19.636 --> 03:38:20.976]  And let me play you a clip.
[03:38:21.196 --> 03:38:24.777]  Guys, if you can cue up the clip of Senator Gallagher.
[03:38:24.797 --> 03:38:28.278]  It's called Katie Gallagher, Digital ID.
[03:38:28.738 --> 03:38:31.579]  And just watch what she actually said in our Parliament.
[03:38:32.319 --> 03:38:33.680]  This is the single biggest
[03:38:34.727 --> 03:38:41.552]  When you meet with business, when you meet with small business, this is the thing that they want in place.
[03:38:41.612 --> 03:38:45.095]  They want a regulator in place, they want legislation around it.
[03:38:45.215 --> 03:38:49.198]  It is not about giving anybody a digital identity.
[03:38:53.241 --> 03:38:56.204]  The bill's called the Digital ID Bill.
[03:38:56.224 --> 03:39:02.769]  It's not about giving anyone a digital identity, she says.
[03:39:03.619 --> 03:39:06.921]  As she introduces the digital ID bill.
[03:39:09.503 --> 03:39:13.486]  Guys, can you play the clip of Matt Canavan responding to that, please?
[03:39:15.302 --> 03:39:21.408]  I just heard the minister in her contribution say that this bill is not about a digital identity.
[03:39:21.928 --> 03:39:24.071]  The bill is called the Digital ID Bill 2023!
[03:39:24.231 --> 03:39:28.755]  I mean, talk about misinformation here!
[03:39:29.396 --> 03:39:34.521]  Why is your bill called the Digital ID Bill 2023 if it's not about providing a digital ID?
[03:39:37.926 --> 03:39:50.117]  And if you see here, digital ID is not compulsory, it's voluntary, secure and convenient way for you to access online services safely without having your personal documents stored by third parties.
[03:39:50.157 --> 03:39:50.857]  That is false.
[03:39:51.918 --> 03:39:57.123]  Guys, if you can bring up where she actually got community noted, I retweeted, but you can't
[03:39:57.583 --> 03:39:59.584]  You can't actually mention her even.
[03:39:59.664 --> 03:40:02.005]  She's a serving representative.
[03:40:02.025 --> 03:40:03.326]  You can't comment on her stuff.
[03:40:03.346 --> 03:40:04.326]  You can't mention her.
[03:40:04.346 --> 03:40:06.627]  But she got community noted on that.
[03:40:06.708 --> 03:40:14.411]  Labeling digital ID as voluntary can be misleading if it becomes an implicit requirement for essential services.
[03:40:14.451 --> 03:40:15.892]  And that is exactly the point.
[03:40:16.212 --> 03:40:27.178]  So this Senator who says this is not about a digital ID as she introduces this monster legislation which I spent a huge amount of time reading yesterday.
[03:40:27.439 --> 03:40:28.659]  Digital ID Bill.
[03:40:28.739 --> 03:40:30.420]  It's not about a digital ID.
[03:40:30.440 --> 03:40:32.982]  Gets mocked in Parliament.
[03:40:34.002 --> 03:40:37.965]  She's, I mean, it's unbelievable.
[03:40:37.985 --> 03:40:43.588]  Is also posting misinformation on X, getting community noted.
[03:40:44.955 --> 03:40:49.976]  Getting called out by other Senators for the fact that she's got all her comments off, she can't be mentioned.
[03:40:51.056 --> 03:41:03.638]  She is promoting censorship on her own ex-account and yet she wants to talk to us about transparency and keeping people safe online and businesses are apparently demanding.
[03:41:04.099 --> 03:41:05.579]  Businesses are demanding!
[03:41:06.279 --> 03:41:10.540]  This is when she goes out and talks to businesses, they all want a digital ID!
[03:41:10.580 --> 03:41:10.840]  Really?
[03:41:12.344 --> 03:41:23.787]  Pretty sure small businesses are still trying to claw back their costs from the time that people like you, Senator Gallagher, supported lockdowns and injection mandates.
[03:41:23.827 --> 03:41:26.688]  Which, by the way, weren't compulsory either.
[03:41:27.348 --> 03:41:28.509]  Remember that, everyone?
[03:41:29.149 --> 03:41:31.190]  Injections weren't compulsory either.
[03:41:31.330 --> 03:41:34.731]  You just had to get one to keep your job and keep feeding your children.
[03:41:34.751 --> 03:41:39.112]  Yeah, voluntary.
[03:41:39.918 --> 03:41:43.382]  But this digital ID bill in Australia is very, very dystopian.
[03:41:43.402 --> 03:41:45.424]  And it matters for the whole world.
[03:41:45.905 --> 03:41:51.390]  In the next segment, I'm going to talk about how Bill Gates is actually trying to roll this out worldwide.
[03:41:52.211 --> 03:41:52.612]  And again,
[03:41:55.724 --> 03:42:06.654]  When you see this type of thing happening in lockstep in every country like you did with COVID, like you did with the lockdowns, like you are with climate change, you know that there's a wider agenda at play here.
[03:42:07.014 --> 03:42:11.998]  And so just because it's happening over the other side of the world doesn't mean it's not important to everyone.
[03:42:12.018 --> 03:42:13.940]  That's why I spoke about the UK bill.
[03:42:14.300 --> 03:42:18.985]  What has just been imposed on the UK population is horrific.
[03:42:19.045 --> 03:42:20.426]  We should rally behind them.
[03:42:20.786 --> 03:42:24.669]  What they're trying to impose on the Australian population is horrific!
[03:42:25.329 --> 03:42:34.396]  What they did to Canadians when they made it so that you can't see local accounts that are desperately trying to tell them the truth is horrific!
[03:42:35.501 --> 03:42:49.966]  So this is happening absolutely everywhere and X is like the last bastion of a mainstream platform right now that exists for us to get this truth out there in this arms race to defeat censorship.
[03:42:49.986 --> 03:42:52.987]  So we're going to talk on that in the last segment.
[03:42:53.027 --> 03:42:53.867]  Don't go anywhere.
[03:42:54.408 --> 03:42:55.628]  We'll be back after this short break.
[03:42:57.066 --> 03:43:06.213]  What would you do if there was a tyrannical totalitarian world government taking over whose plan was to kill 90% of the world population and they were already beginning to do it?
[03:43:06.673 --> 03:43:07.573]  You would rally against it?
[03:43:07.593 --> 03:43:08.134]  You would fight it?
[03:43:08.494 --> 03:43:09.855]  And that's what we're doing.
[03:43:10.335 --> 03:43:11.436]  This is the reality of 2023.
[03:43:12.657 --> 03:43:27.360]  I just want to thank listeners and viewers for your last year's support, and I want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it from the broadcast, and to buy products that enrich your life at infowarestore.com.
[03:43:27.700 --> 03:43:34.022]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[03:43:34.462 --> 03:43:39.623]  Twice as long as my last book, incredibly powerful, signed or unsigned, infowarestore.com.
[03:43:40.083 --> 03:43:42.885]  And we have X2 finally back in stock after over a year.
[03:43:43.225 --> 03:43:44.166]  InfoWareStore.com.
[03:43:44.406 --> 03:43:49.610]  We have TurboForce, 10-hour clean energy, back in stock, and a bunch of other great products as well.
[03:43:49.910 --> 03:43:53.633]  So please visit InfoWareStore.com and do your Christmas shopping there.
