[00:00.000 --> 00:01.840]  replace the
[02:49:07.400 --> 02:49:12.400]  a tower to collapse like that?
[02:49:12.400 --> 02:49:15.400]  You know, it just...
[02:49:15.400 --> 02:49:20.400]  And I'm kind of getting to thinking maybe there is something to what you're kind of
[02:49:20.400 --> 02:49:21.400]  warned people about.
[02:49:21.400 --> 02:49:25.400]  Well, they could debate Tower 1 and 2, which is impossible, but let's just say the planes
[02:49:25.400 --> 02:49:26.400]  did it, which it didn't.
[02:49:26.400 --> 02:49:30.400]  But look at 7, lay down the street, not hit by a plane.
[02:49:30.400 --> 02:49:31.400]  Yeah, I know.
[02:49:31.400 --> 02:49:35.400]  You showed that, and I was like, wait a minute.
[02:49:35.400 --> 02:49:36.400]  It wasn't attacked.
[02:49:36.400 --> 02:49:38.400]  How did it collapse?
[02:49:38.400 --> 02:49:39.400]  You know.
[02:49:39.400 --> 02:49:41.400]  It's a perfect demolition signature.
[02:49:41.400 --> 02:49:43.400]  Yeah, it was.
[02:49:43.400 --> 02:49:44.400]  Textbook job.
[02:49:44.400 --> 02:49:45.400]  Yeah.
[02:49:45.400 --> 02:49:53.400]  Also, I got to see part on YouTube, the Dark Secrets in the Bohemian Grove series.
[02:49:53.400 --> 02:49:57.400]  I don't think it was all uploaded, so I think you can see all of it.
[02:49:57.400 --> 02:50:02.400]  There was part of the ritual that was taped, that was uploaded on YouTube.
[02:50:02.400 --> 02:50:07.400]  We got to watch that, and got to see the 44-hour malloc.
[02:50:07.400 --> 02:50:09.400]  It's very Christian.
[02:50:09.400 --> 02:50:10.400]  Yeah, right.
[02:50:10.400 --> 02:50:13.400]  They'll probably start having those in our houses for Christmas.
[02:50:13.400 --> 02:50:14.400]  No, not me.
[02:50:14.400 --> 02:50:17.400]  It's sarcastic.
[02:50:17.400 --> 02:50:24.400]  Anyway, that got me to thinking, have you ever heard of a cartoon series that's on Cartoon
[02:50:24.400 --> 02:50:26.400]  Network right now called Yu-Gi-Oh!
[02:50:26.400 --> 02:50:28.400]  It's on the second season?
[02:50:28.400 --> 02:50:29.400]  I have.
[02:50:29.400 --> 02:50:30.400]  Yeah.
[02:50:30.400 --> 02:50:36.400]  Okay, there is a bone character in the second season called Sartorius, and he runs a secret
[02:50:36.400 --> 02:50:39.400]  society called the Society of Light.
[02:50:39.400 --> 02:50:41.400]  But if you look at his face-
[02:50:41.400 --> 02:50:43.400]  Which means Illuminati.
[02:50:43.400 --> 02:50:50.400]  Yeah, if you look at his face and his hair and his eyes, it resembles an owl.
[02:50:50.400 --> 02:50:54.400]  I mean, facially, an owl.
[02:50:54.400 --> 02:50:57.400]  Well, you know what the Society of Light means.
[02:50:57.400 --> 02:50:58.400]  That's what the Illuminati means.
[02:50:58.400 --> 02:50:59.400]  Yeah.
[02:50:59.400 --> 02:51:02.400]  It's the Society of the Illuminated Ones.
[02:51:02.400 --> 02:51:03.400]  Yeah.
[02:51:03.400 --> 02:51:05.400]  It's very good.
[02:51:05.400 --> 02:51:07.400]  Gerald Ford, they all win.
[02:51:07.400 --> 02:51:08.400]  It's very Christian.
[02:51:08.400 --> 02:51:13.400]  It's kind of according to Nixon, who told Harper's Magazine that it's a homosexual cult.
[02:51:13.400 --> 02:51:18.400]  But, you know, again, don't look for Pat Robertson to criticize the organization.
[02:51:18.400 --> 02:51:20.400]  Anything else?
[02:51:20.400 --> 02:51:25.400]  No, I just want to say, God bless you and keep up the good work.
[02:51:25.400 --> 02:51:26.400]  I'll try.
[02:51:26.400 --> 02:51:27.400]  I appreciate it.
[02:51:27.400 --> 02:51:28.400]  Glad to have you on board.
[02:51:28.400 --> 02:51:29.400]  We'll be right back.
[02:51:29.400 --> 02:51:32.400]  More calls, more news.
[02:51:32.400 --> 02:51:36.400]  It's here after a year in production and traveling the distant lands.
[02:51:36.400 --> 02:51:38.400]  The film Terror Storm is complete.
[02:51:38.400 --> 02:51:46.400]  Shocking, declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:51:46.400 --> 02:51:54.400]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:54.400 --> 02:52:05.400]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spy, secret police torture, the latest 9-11 information, and much, much more.
[02:52:05.400 --> 02:52:09.400]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:52:09.400 --> 02:52:11.400]  It's an anthology of government crimes.
[02:52:11.400 --> 02:52:16.400]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:52:16.400 --> 02:52:24.400]  Get your copy today on Infowars.com or PrisonPlanet.com, or by calling toll 3-1-888-2533-139.
[02:52:24.400 --> 02:52:28.400]  Or watch it right now online at PrisonPlanet.tv.
[02:52:28.400 --> 02:52:37.400]  Do you know where the 78 potentially active volcanoes in U.S. are located? And do you know the locations of the top 300 prime terrorist targets?
[02:52:37.400 --> 02:52:42.400]  You can find these answers and more in the new interactive, seedy book, Bruton Places USA.
[02:52:42.400 --> 02:52:47.400]  With the more than 50 interactive parameters, you can pinpoint natural and man-made disaster areas,
[02:52:47.400 --> 02:52:53.400]  brewing environmental catastrophes, the safest cities, the best places for solar and wind energy, and much, much more.
[02:52:53.400 --> 02:52:58.400]  Complete with 3 gigabytes of detailed information on each of 3,000-plus counties in the U.S.,
[02:52:58.400 --> 02:53:03.400]  including 550 high-resolution full-color maps and full-color photographs,
[02:53:03.400 --> 02:53:08.400]  as well as detailed information and analysis to help you zero in on the best places to live,
[02:53:08.400 --> 02:53:13.400]  the ideal location for cabins and vacation homes, as well as safe and unsafe areas.
[02:53:13.400 --> 02:53:21.400]  Get Bruton Places USA for only $29 worth shipping by calling new millennium at 888-803-4438.
[02:53:21.400 --> 02:53:24.400]  That's 888-803-4438.
[02:53:24.400 --> 02:53:28.400]  To order on the web or at burkeawater.com.
[02:53:28.400 --> 02:53:33.400]  For years, you've been hearing about Herbal Healer Academy and how it's remained the leader
[02:53:33.400 --> 02:53:37.400]  in effective alternative and natural medicine and education.
[02:53:37.400 --> 02:53:40.400]  But how can they continue to hold that title for years on end?
[02:53:40.400 --> 02:53:44.400]  The answer is high quality and huge selection.
[02:53:44.400 --> 02:53:49.400]  Just visit HerbalHealer.com and shop online or request a free catalog.
[02:53:49.400 --> 02:53:52.400]  You're bound to find the alternative you're looking for.
[02:53:52.400 --> 02:53:57.400]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[02:53:57.400 --> 02:54:02.400]  You can also count on Herbal Healer for the largest selection of safe and natural supplements
[02:54:02.400 --> 02:54:05.400]  just for children. And don't forget your pets.
[02:54:05.400 --> 02:54:11.400]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[02:54:11.400 --> 02:54:15.400]  Take a peek at their online calendar and you're sure to find everything you need
[02:54:15.400 --> 02:54:18.400]  and maybe something you didn't realize you need.
[02:54:18.400 --> 02:54:23.400]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[02:54:23.400 --> 02:54:28.400]  HerbalHealer.com, working with the power of nature.
[02:54:28.400 --> 02:54:35.400]  The Genesis Communications Radio Network proudly presents the Alex Jones show
[02:54:35.400 --> 02:54:38.400]  because there's a war on for your mind.
[02:54:38.400 --> 02:54:43.400]  These are the types of mainstream news headlines we saw in 2006.
[02:54:43.400 --> 02:54:48.400]  Microchip implants versus cash. The race is on.
[02:54:48.400 --> 02:54:51.400]  There were hundreds of articles about how good it is to get a chip.
[02:54:51.400 --> 02:54:56.400]  We're going to play a clip about 10 minutes or so, maybe even more.
[02:54:56.400 --> 02:55:03.400]  Next hour from back in 2001 on the day of 9-11, this audio was surfaced. I didn't have it.
[02:55:03.400 --> 02:55:05.400]  It's on YouTube.
[02:55:05.400 --> 02:55:11.400]  Very interesting information and we'll also get into the Saddam execution a lot more.
[02:55:11.400 --> 02:55:13.400]  Right now, let's go back to your calls.
[02:55:13.400 --> 02:55:18.400]  We're going to go to Dival and Steve and Joe and Peter and others.
[02:55:18.400 --> 02:55:22.400]  But first I'm going to go to George in Arizona because he says he disagrees with something.
[02:55:22.400 --> 02:55:26.400]  So you go to the head of the line when you disagree. Go ahead.
[02:55:26.400 --> 02:55:35.400]  Hi Alex. I was watching the execution hanging up on Saddam Hussein on drugs.
[02:55:35.400 --> 02:55:37.400]  It's up on infowars.com by the way.
[02:55:37.400 --> 02:55:42.400]  And his hands are not tied behind his back. He's holding a clamp.
[02:55:42.400 --> 02:55:46.400]  The fact that his hands are not tied behind his back means that he's not dead.
[02:55:46.400 --> 02:55:52.400]  And also you don't get to see the hanging. Right before the trap door drops, they cut it off.
[02:55:52.400 --> 02:55:54.400]  So no one sees the hanging itself.
[02:55:54.400 --> 02:55:58.400]  Oh no. You've seen an exercise video, sir.
[02:55:58.400 --> 02:56:02.400]  Okay. Somebody does have the actual hanging.
[02:56:02.400 --> 02:56:08.400]  Yes, it's a complex issue. I'm going to try to walk through it in the next hour.
[02:56:08.400 --> 02:56:13.400]  And again, we don't know what the truth is, but I'll tell you what I think about it.
[02:56:13.400 --> 02:56:15.400]  You can take it for what it's worth.
[02:56:15.400 --> 02:56:18.400]  I'm certainly not the last. The buck doesn't stop here.
[02:56:18.400 --> 02:56:22.400]  But you don't think it's Saddam or you think it's fake?
[02:56:22.400 --> 02:56:25.400]  Well, frankly, he doesn't have his hands tied behind his back.
[02:56:25.400 --> 02:56:30.400]  It tells me that he didn't die because any human being will use his hands to climb the rope
[02:56:30.400 --> 02:56:32.400]  so his neck doesn't get stretched.
[02:56:32.400 --> 02:56:35.400]  Well, actually, if you hang somebody right, it breaks.
[02:56:35.400 --> 02:56:39.400]  When you hit the end of it, you're not going to be doing any grabbing at the rope.
[02:56:39.400 --> 02:56:44.400]  You torture somebody. Listen, listen, you know, you see in the movies where they got the rope behind your neck
[02:56:44.400 --> 02:56:48.400]  and you fall down and the person jerks around and flops and fights.
[02:56:48.400 --> 02:56:53.400]  If they hang somebody right, the rope sticking out from the side and it breaks your neck
[02:56:53.400 --> 02:56:55.400]  and almost severing your head if you're a big man.
[02:56:55.400 --> 02:56:57.400]  And it almost severed his head, by the way.
[02:56:57.400 --> 02:57:03.400]  Okay, well, that's my comment. A lot of times when you really hang somebody, the body snaps off.
[02:57:03.400 --> 02:57:08.400]  Well, okay, but I'm just saying, to me, that's very suspicious.
[02:57:08.400 --> 02:57:11.400]  They say that his hands were not bound. You are correct.
[02:57:11.400 --> 02:57:12.400]  Okay.
[02:57:12.400 --> 02:57:14.400]  Anything else, sir?
[02:57:14.400 --> 02:57:15.400]  That's it. Thank you.
[02:57:15.400 --> 02:57:17.400]  Thank you. I appreciate the call.
[02:57:17.400 --> 02:57:23.400]  That's why I hate to even say I think it may have been Saddam and that not give evidence
[02:57:23.400 --> 02:57:27.400]  because, again, I'm not saying I know that. They lie so much.
[02:57:27.400 --> 02:57:31.400]  I want to go over the history of Saddam briefly and then how they captured him.
[02:57:31.400 --> 02:57:34.400]  That's an admitted fraud. Admitted fraud.
[02:57:34.400 --> 02:57:36.400]  And then was it Saddam?
[02:57:36.400 --> 02:57:39.400]  I tend, well, I'll tell you what I think later.
[02:57:39.400 --> 02:57:42.400]  Let's go ahead and talk to Dival is it in Pennsylvania?
[02:57:42.400 --> 02:57:43.400]  Go ahead.
[02:57:43.400 --> 02:57:44.400]  Deval.
[02:57:44.400 --> 02:57:45.400]  Oh, Deval. Okay, go ahead.
[02:57:45.400 --> 02:57:46.400]  Okay.
[02:57:46.400 --> 02:57:54.400]  Yes, I wanted to ask you if you feel that the 9-11 truth movement might suffer the same
[02:57:54.400 --> 02:58:03.400]  fate as the people who tried to seek the truth in the Kennedy assassination where years later,
[02:58:03.400 --> 02:58:09.400]  most of the American public believes that there was government involvement or there was
[02:58:09.400 --> 02:58:12.400]  a conspiracy, but nothing really happens.
[02:58:12.400 --> 02:58:14.400]  There seems to be a stance still.
[02:58:14.400 --> 02:58:16.400]  Okay, let me answer that question. It's a very good question.
[02:58:16.400 --> 02:58:19.400]  We've already eclipsed the Kennedy assassination movement.
[02:58:19.400 --> 02:58:24.400]  It took 30-plus years for a majority of Americans to believe that was an inside job.
[02:58:24.400 --> 02:58:30.400]  Within five years of 9-11, 84% of Americans believe they've been lied to, 36% believe total
[02:58:30.400 --> 02:58:34.400]  inside job, 68% believe that it could be an inside job.
[02:58:34.400 --> 02:58:35.400]  All right.
[02:58:35.400 --> 02:58:37.400]  And it's not just the scientific polls.
[02:58:37.400 --> 02:58:42.400]  I've done thousands of radio interviews, hundreds where I'm being attacked by the host,
[02:58:42.400 --> 02:58:47.400]  and almost every caller calls in agreeing with me even while I'm under attack.
