[00:00:05.563 --> 00:00:06.103]  Forget it!
[04:04:35.872 --> 04:04:37.873]  We got along great and everything.
[04:04:37.873 --> 04:04:39.675]  I went and I took the test.
[04:04:39.675 --> 04:04:45.679]  And afterwards, I wasn't supposed to, I guess, enter it, you know, when I finished.
[04:04:45.679 --> 04:04:48.742]  And when I did, it broke it down to some subcategories.
[04:04:48.742 --> 04:04:53.185]  And it said, you know, follows orders excessively.
[04:04:53.815 --> 04:04:55.776]  It said, uh, sociability.
[04:04:55.776 --> 04:04:57.437]  And then it said, fair.
[04:04:57.437 --> 04:05:01.059]  It said, you know, like, listening to good, fair, poor, such and such.
[04:05:01.059 --> 04:05:04.001]  And then at the bottom it said, overall fit for a job.
[04:05:04.001 --> 04:05:05.622]  And then it said, good.
[04:05:05.622 --> 04:05:11.185]  So when he came over, he reviewed it, and he said, well, you weren't supposed to, you know, finish the test and see the answers.
[04:05:11.185 --> 04:05:13.526]  And I said, well, it says overall fit, good.
[04:05:13.526 --> 04:05:17.349]  And he said, um, well, I've never seen an excessive before.
[04:05:17.349 --> 04:05:19.550]  I have to go and, you know, review this with my boss.
[04:05:20.367 --> 04:05:22.649]  So, you know, here we had gotten along real well and everything.
[04:05:22.649 --> 04:05:26.372]  I thought I was going to get the job, and that pretty much blew it for me.
[04:05:26.372 --> 04:05:33.798]  But if I was following orders excessively, I wouldn't have pressed enter after he said not to.
[04:05:33.798 --> 04:05:40.023]  Those tests aren't complex enough to accurately peg somebody.
[04:05:40.023 --> 04:05:41.445]  Humans are too multifaceted.
[04:05:42.213 --> 04:05:42.473]  Absolutely.
[04:05:42.473 --> 04:05:42.553]  Yep.
[04:05:42.553 --> 04:05:44.195]  I just wanted to get your thoughts on it, Alex.
[04:05:44.195 --> 04:05:44.875]  Happy to have you here.
[04:06:04.127 --> 04:06:12.394]  For 30, 40 years, hundreds of thousands of people went to prison, probably millions, but I know hundreds of thousands went to prison off lie detectors.
[04:06:12.394 --> 04:06:14.315]  And it turned out a lot of them were completely innocent.
[04:06:14.315 --> 04:06:17.137]  They'd say, I'm not lying.
[04:06:17.137 --> 04:06:23.883]  It was an excuse for the FBI examiner, and it turned out the FBI crime lab framed tens of thousands.
[04:06:23.883 --> 04:06:24.563]  That's admitted.
[04:06:24.563 --> 04:06:26.585]  Frederick Whitehurst went public about that, Dr. Frederick Whitehurst.
[04:06:27.674 --> 04:06:30.195]  And all these other state crime labs and city crime labs.
[04:06:30.195 --> 04:06:33.017]  Came out a few years ago, the Houston Crime Lab framed anybody and everybody.
[04:06:33.017 --> 04:06:35.278]  You know, they would just say anything was cocaine.
[04:06:35.278 --> 04:06:38.219]  They'd say proof you murdered somebody.
[04:06:38.219 --> 04:06:43.242]  But what they do is, they just say, oh, the lie detector says you're a liar.
[04:06:43.242 --> 04:06:46.864]  Well, it got proven that that was a fraud.
[04:06:46.864 --> 04:06:55.148]  Now, the reason I say this is like an oracle is that in Greece, they would have a drugged out, uh, Vestal Virgin
[04:06:56.466 --> 04:07:03.448]  on hallucinogenic drugs and she would mumble and babble a bunch of bull to the royalty and people would come pay to hear what I had to say.
[04:07:03.448 --> 04:07:08.209]  And then a priest would say, and she'd be like, Ach-bloogie-mah-zula-pah-konda!
[04:07:08.209 --> 04:07:09.009]  Or, you know, whatever.
[04:07:09.009 --> 04:07:11.290]  Oh, booga booga!
[04:07:11.290 --> 04:07:16.311]  Or Arcadian Isis, you know, or who knows what babble.
[04:07:16.311 --> 04:07:21.073]  And then the priest would say, they say give more money to the priest to it.
[04:07:21.073 --> 04:07:21.633]  I mean, literally.
[04:07:22.315 --> 04:07:31.383]  And that's why, you know, they have it in like 300, kind of a stylized deal, you know, where the enemy comes and pays off the oracles to tell them they're going to lose.
[04:07:31.383 --> 04:07:34.086]  I mean, it's the same thing over and over again.
[04:07:34.086 --> 04:07:37.609]  So, the oracle, the lie detector says you're guilty.
[04:07:37.609 --> 04:07:38.650]  Turns out it's total bull.
[04:07:40.618 --> 04:07:49.381]  It could be used when somebody was lying to say, oh, this shows you're being evasive to trick people thinking it was magic into admitting they were lying.
[04:07:49.381 --> 04:07:51.221]  But again, the operator can lie.
[04:07:51.221 --> 04:07:57.403]  The machine is not anywhere close to 100%.
[04:07:57.403 --> 04:07:57.984]  It's bull.
[04:07:57.984 --> 04:07:58.904]  It's called quackery.
[04:08:00.123 --> 04:08:00.403]  Okay.
[04:08:00.403 --> 04:08:04.246]  It'd be like if I claimed this pen could find water and sold it for a million bucks.
[04:08:04.246 --> 04:08:09.789]  Well, this magical pen, blessed by bubble schnobble, you know, says that it can find water.
[04:08:09.789 --> 04:08:11.050]  I'm sure I could find an idiot to buy it.
[04:08:15.276 --> 04:08:17.657]  It's the same thing over and over again.
[04:08:17.657 --> 04:08:20.379]  Now they have passive brain scanners in the airports.
[04:08:20.379 --> 04:08:34.306]  Why, the brain scanner showed an area of your brain was upset, or, oh, now they'll show you an image of a dead body, or an image of the crime scene, and if your brain registers that it's seen it before, that means that you did the murder.
[04:08:35.356 --> 04:08:50.584]  But we've seen millions of simulated murders and most people have seen something similar because of television to that, so there's already studies showing that these computer programs that they're convicting people with, it's bull!
[04:08:50.584 --> 04:09:03.090]  I mean, they show you a picture of a fourteen-year-old naked girl and it's similar enough to a twenty-year-old naked woman that your brain clicks recognize and they go, oh that's it, he's a pedophile, prison.
[04:09:04.565 --> 04:09:05.586]  There's cases of that now.
[04:09:05.586 --> 04:09:10.592]  Or, you know, they show you a woman, you know, handcuffed with her guts cut out.
[04:09:10.592 --> 04:09:11.673]  Murder photo.
[04:09:11.673 --> 04:09:12.674]  Oh!
[04:09:12.674 --> 04:09:14.837]  Your brain says you recognize that.
[04:09:14.837 --> 04:09:17.039]  Well, of course it recognizes it!
[04:09:17.039 --> 04:09:19.763]  It's seen that a million times on television.
[04:09:19.763 --> 04:09:20.604]  Similar things.
[04:09:20.604 --> 04:09:22.806]  The brain, you know, has categories.
[04:09:22.806 --> 04:09:23.547]  This is a computer.
[04:09:23.547 --> 04:09:24.148]  Electrochemical.
[04:09:25.365 --> 04:09:30.086]  And they've got new lie detectors they hook you up to, and they've got all these tests on this bull.
[04:09:30.086 --> 04:09:38.829]  And it is true that these multi-phase, you know, tests can find a low-grade moron liar, or someone who thinks they're smart and deceptive.
[04:09:38.829 --> 04:09:40.349]  There's lots of those.
[04:09:40.349 --> 04:09:45.511]  But generally, it's not reliable.
[04:09:45.511 --> 04:09:47.352]  I mean, it's not anywhere near 100%.
[04:09:47.352 --> 04:09:51.913]  A lot of people will be lazy, and just kind of, well, now you found out they're lazy.
[04:09:53.680 --> 04:09:55.342]  So there's all sorts of stuff going on.
[04:09:55.342 --> 04:09:58.865]  Also, the elite is having to do all this because they've destroyed society by design.
[04:09:58.865 --> 04:10:00.767]  The public's completely fallen apart.
[04:10:00.767 --> 04:10:10.097]  My dad was sent, he's a medical company, mid-level, mid-high, you know, what do you say between mid and high?
[04:10:10.097 --> 04:10:15.802]  You know, kind of a lower-level, high-level executive for a pretty good-sized medical company.
[04:10:16.877 --> 04:10:17.037]  Yeah.
[04:10:34.995 --> 04:11:00.086]  Surf slaves that would, you know, basically follow easy orders, and that the German kindergarten brainwashing model worked too well, so everybody's annihilated now, so they're either immoral or stupid or both, and so now what corporations want to find is actually anti-New World Order people who are still intelligent and moral, but then your problem is that if you're doing something immoral, you can't really control them, and all this stuff.
[04:11:00.086 --> 04:11:01.327]  I mean, that's what it is!
[04:11:01.327 --> 04:11:03.288]  They have just annihilated the public,
[04:11:04.215 --> 04:11:12.737]  To where they're just a... because they've dumbed us down to just a bestial level, where they just program primitive responses, and then they just punch those buttons.
[04:11:12.737 --> 04:11:27.021]  And to make us more easily controllable, they've dumbed us down, narrowed our psychological vision, our overall psyche's plane of view, you know, the overall universe, and it's just devastating.
[04:11:27.021 --> 04:11:30.082]  It's a great crime against humanity, and they're just now getting started
[04:11:31.024 --> 04:11:40.809]  So they have to ask all these questionnaires and have drug tests and spy on their employees because the public itself is just filled with scum and trash and criminals and delusion.
[04:11:40.809 --> 04:11:42.450]  The public is under mass delusion.
[04:11:42.450 --> 04:11:51.055]  Instead of wanting to know the truth, instead of really wanting to know what's really going on with yourself, your neighbors, your life, instead of wanting to get real, find out the fundamentals of humanity, being alive on this planet,
[04:11:52.165 --> 04:11:59.588]  People have gotten into lying to themselves, being deceitful, being delusional, imagining they're something they're not, whether it's good or bad.
[04:11:59.588 --> 04:12:16.574]  You know, Madison Avenue is there to make good people, who are really high quality and wondrous souls, just literally radiating with potential and power and beauty and creativity in the universe, they make you feel inadequate because your hips are a little plump, which is actually what men want.
[04:12:16.574 --> 04:12:20.095]  You don't look like a ten-year-old boy, you know, when you're a thirty-year-old woman.
[04:12:21.035 --> 04:12:29.157]  Because that's the men that run the fashion thing, like 10-year-old boys, they don't like 30-year-old women.
[04:12:29.157 --> 04:12:38.059]  And so that's why men in all these studies don't like the supermodel look, they like the, you know, what do they call it, MILFs.
[04:12:38.059 --> 04:12:39.979]  You know, I'm getting a lot of control here.
[04:12:39.979 --> 04:12:44.100]  The point is, is that this is the mass programming.
[04:12:45.834 --> 04:12:50.438]  And there's thousands of different points along those lines.
[04:12:50.438 --> 04:13:01.369]  And they've just wrecked society to make it more easily controllable, but they haven't gotten to their robotic society yet, where the mechanized robots and drones and militaries are in place yet.
[04:13:01.369 --> 04:13:05.433]  And so they're having trouble finishing their New World Order because they've wrecked people so bad.
[04:13:06.502 --> 04:13:09.605]  And so they make good people feel inadequate.
[04:13:09.605 --> 04:13:16.051]  They give men a false image of what a warrior is, not helping your society, your culture, your children, not being informed.
[04:13:16.051 --> 04:13:19.554]  It's loving football and acting tough and having tattoos.
[04:13:21.604 --> 04:13:22.365]  And riding a Harley.
[04:13:22.365 --> 04:13:23.926]  And I'm not saying you're bad if you have to ride a Harley.
[04:13:23.926 --> 04:13:24.446]  You know what I mean.
[04:13:24.446 --> 04:13:25.467]  That's their whole image.
[04:13:25.467 --> 04:13:27.089]  Get out of my way!
[04:13:27.089 --> 04:13:28.670]  Call me!
[04:13:28.670 --> 04:13:30.531]  You know, just kind of real stupid.
[04:13:30.531 --> 04:13:50.508]  But on the other side, it's about making people feel inadequate and also then making the petty yuppies and other subclasses feel real secure and good in their own little niches, which are pre-programmed little social engineer niches that are controlled and serviced by substrata propaganda conduits from the overall master matrix integration center.
[04:13:51.718 --> 04:14:00.704]  Okay, so the big mainframe comes up with the different countercultures through the systems and they deliver that down knowing people want to be individualistic and rebel.
[04:14:00.704 --> 04:14:12.552]  They give them false individualistic rebel constructs to enter into in the overall scheme and then they play the different subgroups off against each other in that nexus port.
[04:14:12.552 --> 04:14:15.414]  And they got the police in their subculture, they've got all the other subcultures.
[04:14:17.930 --> 04:14:24.605]  And so that's why I found even bashing the police, which I still primitively do, actually plays into the overall vortices
[04:14:25.791 --> 04:14:35.277]  As they play the public off against the police when we're really all in the same substratum together with the enemy emplacements engaging in the social engineering attacks against us all.
[04:14:35.277 --> 04:14:53.349]  Only by breaking through those membrane separation points and seeing our commonality and our common goal and our common future to work together in defense of humanity and honor and liberty can we overall invade the matrix level system before it gets to its next phase when it'll be really hard to get rid of when the armies are robotic
[04:14:54.690 --> 04:15:13.352]  When the attack craft are all pre-programmed and drone, where one globalist can launch an entire worldwide military attack, even if the military says no, it won't matter because a pre-programmed war game system has been put into function and that attack profile, they'll have hundreds of attack profiles put in for their robotic
