[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[03:22:21.498 --> 03:22:23.959]  That's right, no paperwork whatsoever.
[03:22:23.959 --> 03:22:30.342]  Your cash will hit your bank account as soon as tomorrow as our lenders have millions of dollars to lend regardless of your credit history.
[03:22:30.342 --> 03:22:34.983]  Visit 45cash.com and you can have up to $5,000 in no time.
[03:22:34.983 --> 03:22:41.006]  Just have a checking account and a regular source of income and you can get the loan you need now regardless of your credit.
[03:22:41.246 --> 03:22:46.171]  Go to 45cash.com from your smartphone or computer to get the cash you need.
[03:22:46.171 --> 03:22:48.273]  Visit 45cash.com.
[03:22:48.273 --> 03:22:53.498]  Type www.45cash.com directly into the address bar.
[03:22:53.498 --> 03:22:54.419]  That's 45cash.com.
[03:22:54.419 --> 03:22:54.920]  45cash.com.
[03:22:58.826 --> 03:23:12.961]  Now on DVD and Digital HD, Hillary's America, the secret history of the Democratic Party, exposes the Democratic Party's hidden past and follows the controversial rise of presidential candidate Hillary Clinton.
[03:23:12.961 --> 03:23:17.066]  Hillary's America, own it today on DVD and Digital HD.
[03:23:18.627 --> 03:23:32.778]  Now on DVD and Digital HD, Hillary's America, the secret history of the Democratic Party, exposes the Democratic Party's hidden past and follows the controversial rise of presidential candidate Hillary Clinton.
[03:23:32.778 --> 03:23:36.881]  Hillary's America, own it today on DVD and Digital HD.
[03:23:38.442 --> 03:23:52.593]  Now on DVD and Digital HD, Hillary's America, the secret history of the Democratic Party, exposes the Democratic Party's hidden past and follows the controversial rise of presidential candidate Hillary Clinton.
[03:23:52.593 --> 03:23:56.696]  Hillary's America, own it today on DVD and Digital HD.
[03:24:00.123 --> 03:24:13.654]  Welcome back to the Alex Jones Show, I'm David Night, and before we get back to what Donald Trump said breaking down how Hillary Clinton has literally defined world government for us and how we're going to get there,
[03:24:27.469 --> 03:24:33.135]  Before we do that, I want to just remind you that we've extended for one final day the special on DNA Force.
[03:24:33.135 --> 03:24:36.818]  That's 23% off at Infowarriorslife.com.
[03:24:36.818 --> 03:24:39.481]  Now, DNA Force is our special
[03:24:40.447 --> 03:24:42.990]  Formulation with Bio PQQ.
[03:24:42.990 --> 03:24:45.532]  It's backed by 175 clinical studies.
[03:24:45.532 --> 03:24:46.954]  Very hard to secure.
[03:24:46.954 --> 03:24:48.535]  Very expensive to produce.
[03:24:48.535 --> 03:24:49.496]  Just one ingredient.
[03:24:49.496 --> 03:24:53.681]  That one ingredient costs $30,000 per batch to run through.
[03:24:53.681 --> 03:24:55.302]  But of course, that's not all that it has.
[03:24:55.302 --> 03:25:00.828]  It also has very powerful things like CoQ10, digestive enzymes,
[03:25:02.369 --> 03:25:08.731]  Resveratrol, many other things that are in the DNA Force, but of course that is a key ingredient.
[03:25:08.731 --> 03:25:16.733]  It makes it very expensive for us to produce, as well as difficult to produce, and a 23% discount is a huge discount.
[03:25:16.733 --> 03:25:21.535]  Right now, you can get that at Infowarslife.com, 23% off DNA Force.
[03:25:21.535 --> 03:25:24.876]  Today is the last day that that will be discounted.
[03:25:24.876 --> 03:25:28.157]  Also, a new sale, a flash sale today.
[03:25:28.897 --> 03:25:30.399]  Knock out sleep support.
[03:25:30.399 --> 03:25:32.822]  25% off at Infowarslife.com.
[03:25:32.822 --> 03:25:39.771]  This is a lot of natural ingredients, safe ingredients that will help you get a good night's rest.
[03:25:39.771 --> 03:25:46.379]  Valerian root extract, melatonin, chamomile flower extract, L-tryptophan, and many other key ingredients.
[03:25:48.019 --> 03:25:52.721]  You know, that's what's in turkey that makes you sleepy on Thanksgiving Day.
[03:25:52.721 --> 03:25:56.341]  So, that's a lot of natural ingredients and that really works.
[03:25:56.341 --> 03:26:04.984]  I tell you, when I take that, when I'm having difficulty sleeping, I take knockout sleep support and that really does the trick.
[03:26:04.984 --> 03:26:06.344]  Gives me a very restful night's sleep.
[03:26:06.344 --> 03:26:11.685]  Right now, 25% off a flash sale at Infowarslife.com.
[03:26:11.685 --> 03:26:14.486]  I want to go back to this speech that Donald Trump gave yesterday.
[03:26:15.667 --> 03:26:18.409]  This was in Florida, Tuesday night.
[03:26:18.409 --> 03:26:20.110]  He had about 8,000 people.
[03:26:20.110 --> 03:26:22.872]  As I mentioned before we went to the break, he said, we have to investigate Hillary Clinton.
[03:26:22.872 --> 03:26:26.394]  We have to investigate the investigation, he said.
[03:26:26.394 --> 03:26:28.795]  And he went on to call her a carpet-bagging U.S.
[03:26:28.795 --> 03:26:30.256]  Senator from New York.
[03:26:30.256 --> 03:26:32.317]  Yeah, that's exactly what she is.
[03:26:32.317 --> 03:26:34.198]  She's gone both different directions.
[03:26:34.198 --> 03:26:38.121]  She's carpet-bagging going from north to south and from south to north.
[03:26:39.442 --> 03:26:53.554]  They said, by the time the crowd estimated 8,000 filed back to their cars, this is Daily Mail, he had accused her of secretly plotting to eliminate America's national borders in favor of a single global government with control over trade and immigration.
[03:26:54.295 --> 03:26:58.700]  Now, you have to understand, he didn't accuse her of this.
[03:26:58.700 --> 03:27:07.949]  What he read was her statement saying that that is her dream, that is her goal, and laying out the three tactics to achieve that, just as I pointed that out in the last segment.
[03:27:07.949 --> 03:27:17.899]  And then he goes on to say this, speaking in secret to a foreign bank, again, just revealed, Hillary said, my dream is a hemispheric common market with open trade, open borders.
[03:27:18.439 --> 03:27:22.081]  And he quoted a digest of previously undisclosed transcripts of speeches.
[03:27:22.081 --> 03:27:32.467]  These are the things that came out on Friday that were so damaging to Hillary Clinton that they came out with this locker room talk that Donald Trump had, the tape, and that's all that they wanted to talk about.
[03:27:32.467 --> 03:27:40.832]  That was the red herring, so you wouldn't pay attention to so many of the things that Hillary Clinton, that came out about Hillary Clinton in these speeches.
[03:27:40.832 --> 03:27:43.874]  He says, well, there goes the rest of your businesses, folks.
[03:27:43.874 --> 03:27:45.035]  There goes your country, folks.
[03:27:45.535 --> 03:27:57.247]  He said behind closed doors, this is Donald Trump talking about Hillary Clinton's admission that she wants a hemispheric open trade, open borders, she wants a common market, she wants the North American Union.
[03:27:57.247 --> 03:28:02.352]  The North American Union that they always told us was a fantasy of the conspiracy theorists.
[03:28:02.352 --> 03:28:04.654]  No, she laid it out there in detail.
[03:28:04.654 --> 03:28:07.157]  And it's not going to stop with the North American Union.
[03:28:07.777 --> 03:28:09.839]  It's not going to stop with the European Union.
[03:28:09.839 --> 03:28:20.291]  They are combining those together with the TTIP, just as they are combining America with a governance of our economy with the TPP with Asian countries.
[03:28:20.291 --> 03:28:27.699]  He goes on, he says, behind closed doors, when she thought no one was listening, she pledged to dissolve the borders of the United States of America.
[03:28:27.699 --> 03:28:28.240]  No borders.
[03:28:28.740 --> 03:28:31.761]  And he goes on to say, if you don't have borders, you don't have a country.
[03:28:31.761 --> 03:28:45.085]  He said, WikiLeaks has given us a window into the secret corridors of government power, where we see a former Secretary of State announcing her desire to end forever the American independence that our founders gave us and wanted us to have.
[03:28:45.085 --> 03:28:49.407]  He said, we're protecting the borders of foreign countries, but not our borders.
[03:28:49.407 --> 03:28:49.967]  Think about that.
[03:28:51.186 --> 03:29:03.205]  Think about the fact that we have our government all over the world fighting wars that have multiplied under the Obama administration, multiplied under Hillary Clinton's Secretary of State administration.
[03:29:04.110 --> 03:29:05.952]  We have set the Middle East on fire.
[03:29:05.952 --> 03:29:11.799]  We're abroad protecting the borders of foreign countries, said Donald Trump, but nobody is protecting our borders.
[03:29:11.799 --> 03:29:17.426]  These WikiLeaks emails confirm what those of us here today have known all along, he continued.
[03:29:17.426 --> 03:29:23.273]  Hillary Clinton is the vessel of a corrupt globalist establishment that's raiding our country.
[03:29:23.593 --> 03:29:25.574]  Surrendering the sovereignty of our nation.
[03:29:25.574 --> 03:29:36.500]  This criminal government cartel doesn't recognize borders, but believes in global governance, unlimited immigration, and rule by corporations.
[03:29:36.500 --> 03:29:49.726]  The few multinational corporations that have written the TPP and the TTIP and are handing it down to our people like Paul Ryano who will rubber stamp it through with a non-constitutional process.
[03:29:49.726 --> 03:29:50.707]  We'll be right back.
[03:29:50.707 --> 03:29:52.208]  The empire's on the run.
[03:29:53.188 --> 03:30:00.151]  Alex Jones and the GCN Radio Network.
[03:30:00.151 --> 03:30:05.033]  Russia has ordered all of its officials to fly home, including any relatives living abroad.
[03:30:05.033 --> 03:30:09.295]  This news comes as tension mounts over the prospect of pending global war.
[03:30:09.295 --> 03:30:14.477]  A failure to heed the instruction could put promotion chances at risk, according to local reports from Moscow.
[03:30:14.957 --> 03:30:17.819]  This news comes amid worsening relations between Russia and the U.S.
[03:30:17.819 --> 03:30:18.699]  over Syria.
[03:30:18.699 --> 03:30:24.002]  Politicians and high-ranking figures are said to have received a direct warning from Russian President Vladimir Putin.
[03:30:24.002 --> 03:30:30.026]  This news comes as Putin has canceled a planned visit to France amid conflict over Moscow's role in the Syrian theater.
[03:30:30.026 --> 03:30:35.990]  Just days after this news emerged, the Kremlin has moved nuclear-capable missiles near the Polish border.
[03:30:35.990 --> 03:30:42.974]  Russian political analyst Stanislav Bilkowski said this is all part of a package of measures to prepare elites to some big war.
[03:30:43.294 --> 03:30:45.336]  Relations between Russia and the U.S.
[03:30:45.336 --> 03:30:49.201]  are at their lowest since the Cold War and continue to deteriorate.
[03:30:49.201 --> 03:30:56.670]  Even former Soviet leader Mikhail Gorbachev has warned the world is in a dangerous point due to rising tensions between Russia and the U.S.
[03:30:56.670 --> 03:30:59.333]  I'm Margaret Hale reporting for InfoWars.com
[03:30:59.773 --> 03:31:01.435]  Clean, pure drinking water.
[03:31:01.435 --> 03:31:02.916]  You can't survive without it.
[03:31:02.916 --> 03:31:04.117]  But where do you get it?
[03:31:04.117 --> 03:31:10.102]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:31:10.102 --> 03:31:15.827]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:31:16.007 --> 03:31:32.874]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:31:33.274 --> 03:31:35.756]  Filter capacity up to 5,000 gallons.
[03:31:35.756 --> 03:31:37.217]  Stainless steel construction.
