[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[3:42:24.000 --> 3:42:32.000]  You know, it's more practicality. And then the Doctors Clinic 30 program, we actually published that research in international general obesity, and it's a proven program.
[3:42:32.000 --> 3:42:36.000]  And I co-authored that with J.T. Cooper. And that's the fourth edition.
[3:42:36.000 --> 3:42:45.000]  Thank you, Dr. Fatikoff. Sorry to cut you off there, but we're going to break. I appreciate your time on the show. You've got good advice for people. Stay with us, folks.
[3:42:45.000 --> 3:43:08.000]  We'll talk about World War III on the other side of this, but that was Dr. Fatikoff. Stay with us.
[3:43:08.000 --> 3:43:35.000]  For 26 years, Alex Jones and Info Wars have been sounding the alarm for patriots worldwide, waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of communist China, the plan for global depopulation, and global elite pedophiles who pray off of our young.
[3:43:35.000 --> 3:43:47.000]  The enemy has done their best to destroy us, but because of your support, our fight continues. Join us, support the Info War, and together we will slay the dragon.
[3:43:47.000 --> 3:43:50.000]  Keep fighting, Alex. You're the gladiator.
[3:43:50.000 --> 3:44:08.000]  Listen, there's a show from PBS called It's Okay to Be Smart. So everyone who's been smart and has been put down for it and persecuted, it's okay to finally be smart.
[3:44:08.000 --> 3:44:20.000]  All right, there's not two sexes, and families are bad, and the right thing to do is to sterilize your son so he doesn't become an evil warm hunger. I mean, a lot of feminists are saying we should have the government pass laws that mail embryos that count.
[3:44:20.000 --> 3:44:27.000]  But what's better and more reformed and more humanitarian is to convince them when they're five years old to have their testicles chopped off.
[3:44:27.000 --> 3:44:36.000]  And again, global warming's real. We've got to pay Lord Rothschild all of our money and the pandemic's all real. We've got to be locked up in our houses. We've got to use the language the universities say.
[3:44:36.000 --> 3:44:45.000]  We're not a culture or anything. Oh, no, no, we're not. We're good people. We're good people that went to these corporate systems that didn't brainwash us.
[3:44:45.000 --> 3:45:07.000]  No, no, they enlightened us how to censor and how to rule and how to control. As men age, they often experience a slowdown in vitality, energy and overall wellness. And that's why we made one of our most popular formulas to date.
[3:45:07.000 --> 3:45:18.000]  Super male vitality specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[3:45:18.000 --> 3:45:29.000]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[3:45:29.000 --> 3:45:42.000]  Yes, we're talking about ancient wisdom combined with modern technology working together in perfect synchronicity to help you get the most out of this herb packed formula.
[3:45:42.000 --> 3:46:02.000]  So what are you waiting for? Go to the N4 store. Never been a better time than right now. Super male vitality at N4store.com.
[3:46:13.000 --> 3:46:27.000]  X2 just did. X3 is going to 60% off. That's right, folks, even though it's about to sell out. Our amazing super blue fluoride free toothpaste with the nano silver, the tea tree oil and the iodine, it's still 50% off about to sell out.
[3:46:27.000 --> 3:46:44.000]  And then real red pill, real red pill plus the big multi vitamin mineral with pregnant under all that zinc. It's 50% off right now at infowarstore.com and a bunch of other best selling items are as well. So get your X3 before it sells out 60% off.
[3:46:44.000 --> 3:46:54.000]  Get your real red pill plus 50% off. Get living defense 40% off DNA force 50% off at infowarstore.com.
[3:46:54.000 --> 3:47:05.000]  You're listening to the Alex Jones show.
[3:47:05.000 --> 3:47:15.000]  Waging war on corruption. It's Alex Jones with Mike Adams.
[3:47:15.000 --> 3:47:31.000]  So the game plan for the Democrats and the globalists is to continue these lockdowns for as long as they can get away with leading to social unrest and mass uprisings combined with food shortages nationwide and economic collapse.
[3:47:31.000 --> 3:47:45.000]  And then that is their strategy to get rid of Trump. And they are so far succeeding in that the only way that Trump can stop that effort to destroy America is to turn to the things that I have recommended here.
[3:47:45.000 --> 3:47:59.000]  And many others, not just me, but you know, I'm sorry to sound like a broken record, but it really does come down to masks and zinc and vitamin D3 and testing everybody in order to identify the asymptomatic carriers with those things we can end the lockdowns.
[3:47:59.000 --> 3:48:14.000]  Now, I've disagreed with many of the economists oriented individuals who over the last month or so kept demanding to just end the lockdowns anyway, even though they knew nothing about nutrition and they weren't talking about wearing masks and so on.
[3:48:14.000 --> 3:48:21.000]  They just said end the lockdowns, take the hit, you know, lose maybe 5% of the population. We've got to get the economy running.
[3:48:21.000 --> 3:48:38.000]  I think that is irrational and disastrous. But the good news is we can end the lockdowns with these other solutions so that all of us can get what we want, which is getting the economy running again, plus protecting health and not having the mass casualties that we are starting to see right now.
[3:48:38.000 --> 3:48:50.000]  You know, the number of deaths in America is about to go over a thousand per day. And according to models released by the White House itself, where Trump is now, I mean, his numbers are now worse than mine.
[3:48:50.000 --> 3:48:58.000]  You know, my numbers were considered horrific when I first released them in early March. Now the White House's numbers are double my projections.
[3:48:58.000 --> 3:49:12.000]  But they're projecting 2,200 deaths on April 15 on that day alone, followed by a waning of the deaths after that. Well, I'm here to tell you that, you know, these deaths don't ever have to be repeated again.
[3:49:12.000 --> 3:49:18.000]  And many of them could be stopped from occurring right now if we turn to nutrition and these natural health solutions.
[3:49:18.000 --> 3:49:29.000]  But the Democrats who run the media and big pharma is going to block all information about nutrition and prevention because they want vaccines to be your savior.
[3:49:29.000 --> 3:49:38.000]  They want everybody to be lined up with mandatory vaccines with an RFID chip. You know, Mark of the Beast, you have to have a vaccine. You know, this is the Bill Gates thing, right?
[3:49:38.000 --> 3:49:50.000]  You have to have a vaccine, a document or proof, biometrics on your body before you can board a plane or before you can ride in a taxi cab or enter a football stadium or anything like that.
[3:49:50.000 --> 3:50:07.000]  And that's insane. That's their goal. That's part of this whole globalist goal is to enslave everybody, crush the economy, get everybody basically living on the government dole where the government pays you to stay at home and be a slave.
[3:50:07.000 --> 3:50:16.000]  And that's kind of where the economy is right now for about a third, maybe even half of America. It's insane. And they accomplish it very, very quickly. We don't need to have that happen.
[3:50:16.000 --> 3:50:32.000]  We know the solutions. And frankly, not to toot my own horn here, but if President Trump would have listened to my information sooner here on Infowars.com, then he could have taken action sooner and we would have cut this thing off even earlier.
[3:50:32.000 --> 3:50:43.000]  And I'm begging the president to listen to me now. Do not do not keep people enslaved waiting for big pharma and the vaccine industry to save America. That's never going to happen.
[3:50:43.000 --> 3:50:51.000]  The solutions are available and abundant right now. And they start with nutrition and wearing masks and testing everybody who goes back to work.
[3:50:51.000 --> 3:50:55.000]  And it's that simple. That's how we beat this thing. That's how we all win again.
[3:50:55.000 --> 3:51:11.000]  All right, now let's talk about World War Three, because I am convinced that this deliberate release of this biological weapon, which was engineered in communist China based on early samples that were allowed to be sold to China under the Obama administration.
[3:51:11.000 --> 3:51:18.000]  In other words, the earlier versions of this were being engineered in U.S. universities that had a lot of communist infiltration.
[3:51:18.000 --> 3:51:26.000]  Because of that, China was able to build this weapon and then they released it either accidentally or on purpose one way or another.
[3:51:26.000 --> 3:51:30.000]  You pick what scenario you believe we'll probably never know which way it happened.
[3:51:30.000 --> 3:51:37.000]  But we know it was engineered on purpose and we know that the release was designed to eventually infect America.
[3:51:37.000 --> 3:51:45.000]  They knew it would go global. China covered it up to make sure it would go global while they continued their flights out of Wuhan and out of Beijing.
[3:51:45.000 --> 3:51:51.000]  And they even pressured the WHO to tell nations of the world to not block flights from China.
[3:51:51.000 --> 3:51:54.000]  That was part of the plan to spread the infection.
[3:51:54.000 --> 3:52:00.000]  This is an act of warfare by communist China, an act of war against the United States.
[3:52:00.000 --> 3:52:10.000]  And now with our aircraft carriers, our sailors being infected, the military readiness of our nation now compromised by this virus, it is absolutely an act of war.
[3:52:10.000 --> 3:52:14.000]  But this is just the opening salvo. China has more in store for us.
[3:52:14.000 --> 3:52:17.000]  And I'm going to bring your attention to three important facts.
[3:52:17.000 --> 3:52:22.000]  I cover this in a story that I published this morning or last night on natural news.
[3:52:22.000 --> 3:52:23.000]  Three important facts.
[3:52:23.000 --> 3:52:33.000]  Number one, Mike Pompeo has now demanded that all American citizens return to America because, well, something big is about to go down.
[3:52:33.000 --> 3:52:38.000]  And he probably doesn't want to have to negotiate for the release of American prisoners in China once this war breaks out.
[3:52:38.000 --> 3:52:48.000]  Secondly, the Pentagon has ordered high-level staffers to go into the underground bunkers, the military complexes, 2,000 feet underground in Colorado.
[3:52:48.000 --> 3:52:53.000]  We're talking about a NORAD order to put the high-level military commanders underground.
[3:52:53.000 --> 3:52:57.000]  You don't do that for a virus, and you certainly don't do that for the flu.
