[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[03:48:22.000 --> 03:48:27.000]  The overman would eventually emerge and kind of be beyond all limitations,
[03:48:27.000 --> 03:48:29.000]  beyond all morality, beyond good and evil.
[03:48:29.000 --> 03:48:32.000]  So there's kind of elements of all of these figures,
[03:48:32.000 --> 03:48:37.000]  as well as elements of Platonism in terms of technocracy
[03:48:37.000 --> 03:48:43.000]  that go into the overriding view of today's elites and where they're trying to take us.
[03:48:43.000 --> 03:48:49.000]  And Hegel's idea that we could evolve to the history itself would produce God, right?
[03:48:49.000 --> 03:48:52.000]  We've heard of people like Ray Kurzweil. I don't believe in God yet, right?
[03:48:52.000 --> 03:48:59.000]  Because God would be the thing that emerges from creation that is the sentient AI or whatever.
[03:48:59.000 --> 03:49:06.000]  And this is, again, very close to Hegelianism because the idea is that as we evolve to transhumanism,
[03:49:06.000 --> 03:49:08.000]  or as we evolve to what he called the omega point,
[03:49:08.000 --> 03:49:14.000]  all of reality becomes spirit, all of reality becomes self-consciousness, and is God.
[03:49:14.000 --> 03:49:18.000]  God in process coming to Self-Realization that all reality is God.
[03:49:18.000 --> 03:49:22.000]  I mean, that sounds crazy, but, I mean, isn't that kind of what New Ages teach?
[03:49:22.000 --> 03:49:25.000]  Isn't that kind of what Eastern religions teach?
[03:49:25.000 --> 03:49:30.000]  And, believe it or not, Hegel was actually involved in hermetic secret societies.
[03:49:30.000 --> 03:49:34.000]  This is now confirmed. There's a book, Hegel and Hermeticism.
[03:49:34.000 --> 03:49:42.000]  Now, again, I'm not saying that the world elites are going and hiding in bunkers and reading Hegel, right?
[03:49:42.000 --> 03:49:44.000]  Very few people can read. I mean, he's almost unreadable.
[03:49:44.000 --> 03:49:50.000]  But that's his philosophy. That's his process philosophy that did influence a lot of people,
[03:49:50.000 --> 03:49:54.000]  and including people in the transhumanist movement.
[03:49:54.000 --> 03:49:58.000]  So, if you have heard of Neuval Harari and the way he speaks about things,
[03:49:58.000 --> 03:50:04.000]  and Klaus Schwab and Ray Kurzweil, they may not be self-conscious Hegelians,
[03:50:04.000 --> 03:50:06.000]  but they're definitely influenced by this train of thought.
[03:50:06.000 --> 03:50:10.000]  This dialectical process philosophy that is moving us towards transhumanism,
[03:50:10.000 --> 03:50:16.000]  or this belief that we can transcend time and space, bodily limitations through technology.
[03:50:16.000 --> 03:50:20.000]  Now, I think that's a pipe dream. I don't think you can actually achieve those things.
[03:50:20.000 --> 03:50:22.000]  Certainly, technology can help us.
[03:50:22.000 --> 03:50:26.000]  But what I'm trying to get at is that these are real philosophical things,
[03:50:26.000 --> 03:50:30.000]  that real power elites do believe and do get into.
[03:50:30.000 --> 03:50:35.000]  And if we don't understand their approach and their ideas, how could you ever go against this?
[03:50:35.000 --> 03:50:38.000]  You don't even know what you're fighting.
[03:50:38.000 --> 03:50:46.000]  So, I was talking about the reorganization of societies, cultures, civilizations in every area of life.
[03:50:46.000 --> 03:50:49.000]  That's what you're up against. That's what we're up against.
[03:50:49.000 --> 03:50:52.000]  We're not up against political opponents.
[03:50:52.000 --> 03:51:00.000]  It's much wilder and crazier and farfetched beyond anything like stupid politics debates, right?
[03:51:00.000 --> 03:51:04.000]  It manifests in politics, but it's much more than that.
[03:51:04.000 --> 03:51:09.000]  We're talking about the changing of religion everywhere and across the entire globe.
[03:51:09.000 --> 03:51:18.000]  We're talking about not necessarily eradication of it, but turning it into a tool for global power structures for globalism.
[03:51:18.000 --> 03:51:21.000]  Religion as an NGO for globalism is what I'm saying.
[03:51:21.000 --> 03:51:27.000]  Education is purely socialization, purely indoctrination.
[03:51:27.000 --> 03:51:29.000]  That's it.
[03:51:29.000 --> 03:51:33.000]  The state is, as Hegel says, the march of God in history.
[03:51:33.000 --> 03:51:34.000]  Okay.
[03:51:34.000 --> 03:51:39.000]  And I'm sorry if you're a libertarian, that doesn't mean that it's vindication of libertarianism.
[03:51:39.000 --> 03:51:43.000]  For libertarians, it's the private corporations that own the state.
[03:51:43.000 --> 03:51:52.000]  Now, I know many libertarians who believe in opposing monopoly, corporatism would agree with that, or monopoly capitalism.
[03:51:52.000 --> 03:51:58.000]  But it's much more than these older debates of free market versus centralization.
[03:51:58.000 --> 03:51:59.000]  It's way beyond that.
[03:51:59.000 --> 03:52:07.000]  We're talking about full-on, post-industrial, austerity, great reset, shutting down of everything.
[03:52:07.000 --> 03:52:16.000]  And that's why what you're hearing called for is not people that are stupid that want to shut down gastos.
[03:52:16.000 --> 03:52:21.000]  It's not dumb people who want to call to ban cars.
[03:52:21.000 --> 03:52:22.000]  They're not dumb people.
[03:52:22.000 --> 03:52:35.000]  They're a layer of dummies run by highly sophisticated psychological warfare and mad scientist elites.
[03:52:35.000 --> 03:52:37.000]  That's why they want death care.
[03:52:37.000 --> 03:52:38.000]  Use in Asia.
[03:52:38.000 --> 03:52:42.000]  That's why they want the banning of cars, the banning of meat.
[03:52:42.000 --> 03:52:44.000]  This is warfare 101.
[03:52:44.000 --> 03:52:51.000]  Plato said you have to control the plebs and the people at the bottom of the pyramid, what they eat.
[03:52:51.000 --> 03:52:53.000]  You can't feed them meat, feed them grains.
[03:52:53.000 --> 03:52:58.000]  Keep them weak, docile, fat, and dumb.
[03:52:58.000 --> 03:53:01.000]  The shutting down of travel, the shutting down of commerce.
[03:53:01.000 --> 03:53:02.000]  Those are elements of freedom.
[03:53:02.000 --> 03:53:04.000]  Those are elements of sovereignty.
[03:53:04.000 --> 03:53:13.000]  Those are elements of you having power and self-sufficiency and independence apart from a global super state.
[03:53:13.000 --> 03:53:15.000]  You can't have that in a global super state.
[03:53:15.000 --> 03:53:19.000]  And so they said 100 years ago, we'll have a universal basic income credit system.
[03:53:19.000 --> 03:53:22.000]  Bertrand Russell, H.G. Wells said that 100 years ago.
[03:53:22.000 --> 03:53:25.000]  This is not something that Mark Zuckerberg jumped up.
[03:53:25.000 --> 03:53:29.000]  It's not an invention of any Silicon Valley tech nerd.
[03:53:29.000 --> 03:53:35.000]  This is something invented by people 100 years ago, like Lord Birkenhead saying that we'll have babies in test tubes.
[03:53:35.000 --> 03:53:37.000]  In the 1930s, he said that.
[03:53:37.000 --> 03:53:43.000]  And he was one of the Lord Milner circles, one of the Cecil Rose Roundtable people.
[03:53:43.000 --> 03:53:48.000]  Look up Lord Birkenhead's famous essay in Cosmopolitan magazine where he says,
[03:53:48.000 --> 03:53:54.000]  Save my essay because in 100 years, we'll start genetically engineering babies, bring them out of test tubes.
[03:53:54.000 --> 03:53:57.000]  We'll have a completely controlled technocracy.
[03:53:57.000 --> 03:54:01.000]  100 years ago.
[03:54:01.000 --> 03:54:03.000]  That's the real plan.
[03:54:03.000 --> 03:54:12.000]  And I think the argument here is that if people aren't smart enough to go and read a freaking public essay and figure out that it's a 100-year-old plan,
[03:54:12.000 --> 03:54:14.000]  then the idea is that you deserve it.
[03:54:14.000 --> 03:54:22.000]  Now, I don't think that that's true, but we will be defeated if we don't wake up and understand that.
[03:54:22.000 --> 03:54:36.000]  I mean, how hard is it to go and look and see if Lord Birkenhead wrote an essay in the 1920s or 1930s in Cosmopolitan magazine about growing babies in test tubes in 100 years?
[03:54:36.000 --> 03:54:38.000]  There it is.
[03:54:38.000 --> 03:54:39.000]  Okay, there you go.
[03:54:39.000 --> 03:54:40.000]  It's a 100-year plan.
[03:54:40.000 --> 03:54:48.000]  He was one of the top elites in the circles of Milner, Cecil Rhodes, et cetera, et cetera.
[03:54:48.000 --> 03:54:51.000]  This is the type of thing that you read in Brave New World.
[03:54:51.000 --> 03:54:54.000]  All of a sudden he's hanging out in the circles of these people.
[03:54:54.000 --> 03:54:57.000]  That's why he wrote the book.
[03:54:57.000 --> 03:55:02.000]  So, like, how, why can't anybody figure this out?
[03:55:02.000 --> 03:55:05.000]  And that's why they want to ban cars.
[03:55:05.000 --> 03:55:07.000]  That's why they want to ban stoves.
[03:55:07.000 --> 03:55:09.000]  That's why they want to have no families.
[03:55:09.000 --> 03:55:12.000]  That's why they want to have 15-minute cities, right?
[03:55:12.000 --> 03:55:15.000]  That's why they want to have death care, euthanasia.
[03:55:15.000 --> 03:55:17.000]  It's in all the sci-fi stories.
[03:55:17.000 --> 03:55:18.000]  Logan's Runs.
[03:55:18.000 --> 03:55:24.000]  That's why this is the Agenda 21 Treaty, the Rio Bush Treaty.
[03:55:24.000 --> 03:55:31.000]  Well, if they had plan for 2030, it's all in that as well, which Alex has been talking about for 23 years, 25 years.
[03:55:31.000 --> 03:55:37.000]  The UN Biodiversity Project, the Rewilding Project.
[03:55:37.000 --> 03:55:44.000]  All of those are real plans and projects for the shutting down of the existing system.
[03:55:44.000 --> 03:55:51.000]  Remember the CDC guy? He said, let's blow up the existing system to bring in the new medical system.
[03:55:51.000 --> 03:55:55.000]  And he said that before, the COOF.
[03:55:55.000 --> 03:56:02.000]  So, why are they letting all of this come out about, you know, the stabbies and all that as the SPARS documents?
[03:56:02.000 --> 03:56:05.000]  Because that's part of blowing up the existing system by design.
[03:56:05.000 --> 03:56:07.000]  It's a technique of warfare.
[03:56:07.000 --> 03:56:10.000]  And they're going to blame it, of course, on everybody else.
[03:56:10.000 --> 03:56:18.000]  It was, you know, these low-level people, oh, and it was your fault that it's everybody else's fault that the stabbies are doing this, right?
[03:56:18.000 --> 03:56:23.000]  They'll just say that it was a new, you know, COVID-27 is going around and doing it.
[03:56:23.000 --> 03:56:29.000]  We didn't know that COVID-27 is causing people to have, you know, cardiac arrest, blah, blah, blah.
[03:56:29.000 --> 03:56:33.000]  Those are, again, all, it's all just psyopsis, all just gaslighting.
[03:56:33.000 --> 03:56:36.000]  But the point is that this is all part of a bigger plan.
[03:56:36.000 --> 03:56:37.000]  You don't understand the bigger plan.
[03:56:37.000 --> 03:56:38.000]  None of this is ever going to be solved.
[03:56:38.000 --> 03:56:39.000]  It's not going to be stopped.
[03:56:39.000 --> 03:56:43.000]  So, all you have to do is go read Lord Birkenhead's essay.
[03:56:43.000 --> 03:56:44.000]  It's not very long.
[03:56:44.000 --> 03:56:46.000]  And you can see it's a plan.
[03:56:46.000 --> 03:56:48.000]  It's not a plan that Klaus cooked up.
[03:56:48.000 --> 03:56:51.000]  It's not a plan that Henry Kissinger cooked up.
[03:56:51.000 --> 03:56:58.000]  In fact, it's not even a plan David Rockefeller cooked up because he went and studied under these people.
[03:56:58.000 --> 03:57:03.000]  He studied under Harold Lasky at Harvard and at the London School of Economics.
[03:57:03.000 --> 03:57:12.000]  And that was set up by who? By the Fabian socialists who wanted to align themselves, combine Marxism with big capitalism.
[03:57:12.000 --> 03:57:13.000]  That's their whole thing.
[03:57:13.000 --> 03:57:15.000]  That explains everything, doesn't it?
[03:57:15.000 --> 03:57:16.000]  It's a perfect explanation.
[03:57:16.000 --> 03:57:22.000]  It's a perfect way to understand what's going on now.
[03:57:22.000 --> 03:57:24.000]  And if we don't understand that, we're not going to fix it.
[03:57:24.000 --> 03:57:29.000]  So, all of these institutions, all these global institutions, they have this as their origin.
