[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[03:45:23.894 --> 03:45:27.737]  Hey, how would you like to take InfoWars with you wherever you go?
[03:45:27.737 --> 03:45:32.960]  Well, now you can do just that with the new official InfoWars app.
[03:45:32.960 --> 03:45:34.281]  And here's the best part.
[03:45:34.281 --> 03:45:36.102]  It is absolutely free.
[03:45:36.102 --> 03:45:41.326]  At the Apple Store and Google Play, you can join the InfoWars today.
[03:45:41.326 --> 03:45:45.068]  Check it out right now at InfoWars.com forward slash app.
[03:45:45.068 --> 03:45:49.411]  It's the InfoWars official app, taken on the globalist at point-blank range.
[03:45:49.411 --> 03:45:53.514]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[03:45:54.294 --> 03:46:00.561]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[03:46:00.561 --> 03:46:04.925]  This powerful combo is perfect for supporting your thyroid and health.
[03:46:04.925 --> 03:46:12.212]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[03:46:12.212 --> 03:46:14.414]  Our super high quality nascent iodine
[03:46:14.634 --> 03:46:20.856]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[03:46:20.856 --> 03:46:28.619]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[03:46:28.619 --> 03:46:35.522]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[03:46:35.902 --> 03:46:42.125]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[03:46:42.125 --> 03:46:45.947]  Take control of your chemistry today with this super combo.
[03:46:45.947 --> 03:46:57.272]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[03:46:57.272 --> 03:46:59.913]  You're listening to The Alex Jones Show.
[03:47:10.004 --> 03:47:23.408]  leading a frontal assault on the lives of the New World Order.
[03:47:23.408 --> 03:47:31.951]  It's Alex Jones on the GCN Radio Network.
[03:47:31.951 --> 03:47:32.671]  Welcome back.
[03:47:32.671 --> 03:47:33.411]  Welcome back.
[03:47:33.411 --> 03:47:36.532]  This is Gerald Cilenti hosting this hour
[03:47:37.421 --> 03:47:42.043]  On InfoWars, I want to thank Alex Jones and all the staff for having me on.
[03:47:42.043 --> 03:47:45.145]  It's always a great privilege and an honor to do this.
[03:47:45.145 --> 03:47:49.047]  To speak the truth at a time when it's very hard to find.
[03:47:49.047 --> 03:47:52.909]  It's not only fake news out there, it's dumbed down news.
[03:47:52.909 --> 03:47:56.871]  You know, when this whole thing really started to get dumbed down, I'll never forget when it happened.
[03:47:56.871 --> 03:47:59.112]  When the old Jay Simpson story hit.
[03:47:59.112 --> 03:48:02.854]  I remember I was on this show called 48 Hours on CBS.
[03:48:02.854 --> 03:48:06.356]  And after they filmed it, I said, what's going on with this coverage?
[03:48:06.952 --> 03:48:08.733]  It's every day.
[03:48:08.733 --> 03:48:14.177]  You know, and you look at the newspapers today, and they're a shadow of what they used to be.
[03:48:14.177 --> 03:48:18.240]  I mean, here's the toilet paper record.
[03:48:18.240 --> 03:48:19.480]  The New York Times.
[03:48:19.480 --> 03:48:20.441]  And I read everything.
[03:48:20.441 --> 03:48:22.222]  I want to get everybody's viewpoint.
[03:48:22.222 --> 03:48:24.384]  But look at all the photos here.
[03:48:24.384 --> 03:48:29.467]  You look at the old New York Times with story after story after story after story.
[03:48:29.467 --> 03:48:35.471]  And now all they are is photos after photos after photos after photos.
[03:48:35.471 --> 03:48:36.732]  I'm not making this up.
[03:48:38.083 --> 03:48:41.985]  Well, you see, all these pictures used to be print.
[03:48:41.985 --> 03:48:44.947]  So you're getting very few stories.
[03:48:44.947 --> 03:48:49.970]  And what you're getting is really not worth very much money.
[03:48:49.970 --> 03:48:54.933]  After three decades, she's turning in her keys to Montauk Lighthouse.
[03:48:54.933 --> 03:48:55.393]  Great.
[03:48:55.393 --> 03:48:56.714]  Isn't that a wonderful story?
[03:48:56.714 --> 03:48:58.835]  Yep.
[03:48:58.835 --> 03:49:06.499]  One huge picture after another, and no, hardly any print.
[03:49:06.499 --> 03:49:06.960]  Look at this.
[03:49:09.139 --> 03:49:15.861]  So that's why you tune in to InfoWars and of course the Trends Journal Hour Magazine to read history before it happens.
[03:49:15.861 --> 03:49:21.222]  And again, just to remind everyone, I'll be on August 18th down in Washington, D.C.
[03:49:21.222 --> 03:49:24.003]  at Ron Paul's Summer Conference.
[03:49:24.003 --> 03:49:30.724]  It's a great honor for me, so if you can make it down there, I'd love to see you go to Ron Paul's website.
[03:49:30.724 --> 03:49:36.566]  And for liberty, peace, and prosperity, and for all of the details.
[03:49:36.566 --> 03:49:38.006]  I want to stay on again with this
[03:49:38.513 --> 03:49:43.957]  Harry, all things are connected in our field of forecasting trends.
[03:49:43.957 --> 03:50:03.749]  I'm talking about a lot with what I believe Trump is going to be ending the wars overseas, closing down the bases, bringing the troops home from South Korea, from maybe even Okinawa and other useless bases in Germany and in Italy and around the world.
[03:50:03.749 --> 03:50:05.430]  What do we have, 800 bases in 80 countries?
[03:50:05.430 --> 03:50:05.751]  For what?
[03:50:08.863 --> 03:50:13.084]  To put the troops to work rebuilding America.
[03:50:13.084 --> 03:50:17.026]  As I say, the business of America has been war.
[03:50:17.026 --> 03:50:19.286]  But you know what our real war is going to be?
[03:50:19.286 --> 03:50:20.887]  It's going to be an economic war.
[03:50:20.887 --> 03:50:22.627]  And you know who it's going to be with?
[03:50:22.627 --> 03:50:23.888]  China.
[03:50:23.888 --> 03:50:27.149]  Because the business of China is business.
[03:50:27.149 --> 03:50:31.670]  China has about 440 million people in the middle class.
[03:50:31.670 --> 03:50:33.371]  We have a nation of only 320 million.
[03:50:33.371 --> 03:50:35.071]  They have 1.3 billion people.
[03:50:37.369 --> 03:50:51.795]  So I did a little something today to show you what China's doing in the business of business while America still concentrates on the business of war.
[03:50:51.795 --> 03:51:02.499]  Chinese build wind farm in Ethiopia, Africa's second largest.
[03:51:02.499 --> 03:51:04.820]  President Xi meets Brazilian President
[03:51:05.526 --> 03:51:08.728]  Calling for more solidarity, coordination.
[03:51:08.728 --> 03:51:12.490]  This is just within the last week, by the way.
[03:51:12.490 --> 03:51:21.355]  Chinese President Xi, on Thursday, met with Brazilian counterpart Michael Temer.
[03:51:21.355 --> 03:51:22.356]  Blah, blah, blah, blah.
[03:51:22.356 --> 03:51:33.862]  China and Brazil, as the largest developing country in emerging markets in the Eastern and Western Hemisphere, respectively, should boost solidarity and coordination and pursue common development
[03:51:34.485 --> 03:51:52.342]  Under the current situation, remember I said about emerging markets, you're looking at the yuan going down because the dollar is getting strong too, 13-month lows, the Brazilian Real is down, the Argentinian Peso is down, one currency after another.
[03:51:52.342 --> 03:52:00.289]  But anyway, Xi, Ramaphosa, open light
[03:52:01.241 --> 03:52:06.982]  Open high-level dialogue between Chinese and South African scientists.
[03:52:06.982 --> 03:52:17.924]  Chinese President Xi addressed the opening ceremony of the South Africa-China Sciences High-Level Dialogue in Pretoria, South Africa.
[03:52:17.924 --> 03:52:21.585]  It was July 24th.
[03:52:21.585 --> 03:52:28.706]  One after another, you're seeing what China is doing.
[03:52:28.706 --> 03:52:29.806]  And what else do we have here?
[03:52:31.295 --> 03:52:39.517]  Ah, Chinese President arrives in Rwanda for a state visit.
[03:52:39.517 --> 03:52:50.139]  Yep, Chinese President Xi arrived here on Sunday for a state visit to Rwanda, the first by a Chinese head of state to the African country.
[03:52:50.139 --> 03:52:54.080]  The business of China is business.
[03:52:54.080 --> 03:52:58.881]  They want to exploit their natural resources as much as they can.
[03:53:00.091 --> 03:53:07.975]  They're going to turn these places, a lot of them, into tourist attractions and they'll buy up everything that they can.
[03:53:07.975 --> 03:53:12.758]  And what else do we have here?
[03:53:12.758 --> 03:53:15.119]  It's one story after another.
[03:53:15.119 --> 03:53:15.800]  Ah!
[03:53:15.800 --> 03:53:25.565]  United Arab Emirates visit showcases achievements, promises, more Sino-Arab cooperation.
[03:53:27.790 --> 03:53:49.261]  President Xi wrapped up his first state visit to the UAE showcasing the great achievements and bright future of the mutually beneficial cooperation between China and the UAE and the Arab world as a whole.
[03:53:49.261 --> 03:53:54.604]  Chinese Senegalese president pledged to create better future
[03:53:56.033 --> 03:54:12.921]  Chinese President Xi Jinping and the Senegalese President Macky Sall held talks, vowing to create a better future for China and Senegal ties.
[03:54:12.921 --> 03:54:25.227]  Senegal firmly adheres to the one China policy, is committed to deepening the comprehensive strategic cooperative partnership with China, stands ready to enhance cooperation
[03:54:26.013 --> 03:54:43.283]  In areas such as infrastructure construction, water conservation, industrialization, agricultural product processing, tourism, culture, and sports.
[03:54:43.283 --> 03:54:50.187]  She arrives in Meritus for a friendly visit.
[03:54:50.187 --> 03:54:53.709]  Yep, he did that on Friday.
[03:54:53.709 --> 03:54:54.129]  He felt
[03:54:54.571 --> 03:55:05.998]  The profound friendship the people in the government of Meritus have toward the Chinese people upon arrival.
[03:55:05.998 --> 03:55:13.642]  China Focus Forum explores new opportunities in China-African cooperation.
[03:55:13.642 --> 03:55:23.128]  The two-day forum was launched Monday today by a leading Chinese think tank to explore new opportunities in China, Africa,
[03:55:23.709 --> 03:55:25.591]  Cooperation.
[03:55:25.591 --> 03:55:28.153]  You see where this is going?
[03:55:28.153 --> 03:55:31.415]  The business of China is business.
[03:55:31.415 --> 03:55:34.198]  They're not talking about war.
[03:55:34.198 --> 03:55:36.780]  They're not talking about terror.
[03:55:36.780 --> 03:55:40.282]  They're talking about money.
[03:55:40.282 --> 03:55:41.804]  It's the bottom line.
[03:55:41.804 --> 03:55:47.829]  And it's the bottom line that lifts all boats.
[03:55:47.829 --> 03:55:49.570]  And that's what China's doing.
[03:55:51.112 --> 03:55:53.794]  The business of China is business.
[03:55:53.794 --> 03:56:02.139]  The business of America for too long, and you know the motto of the Trends Research Institute and the Trends Journal, is think for yourself.
[03:56:02.139 --> 03:56:05.221]  I think it's been too much war.
[03:56:05.221 --> 03:56:10.104]  Follow the China's yellow silk road.
[03:56:10.104 --> 03:56:11.985]  They're building it.
[03:56:11.985 --> 03:56:14.767]  And we need to do the same thing.
[03:56:14.767 --> 03:56:18.489]  That to us is our greatest threat.
[03:56:18.489 --> 03:56:19.390]  The Chinese
[03:56:20.373 --> 03:56:46.473]  Taking over the world economically because the Europeans and the American manufacturers sold us out by going overseas to get their products made, offshoring, to use slave labor to bring up their margins, get more profits, kill the jobs in America, and we the people pay for it.
[03:56:46.473 --> 03:56:49.055]  So wrapping it all up and putting it together.
[03:56:50.240 --> 03:56:51.961]  Oil and interest rates.
[03:56:51.961 --> 03:56:53.903]  Watch those, too.
[03:56:53.903 --> 03:56:56.485]  Gold, we believe, is near a bottom.
[03:56:56.485 --> 03:57:01.208]  If the dollar goes too high, the emerging markets go low.
[03:57:01.208 --> 03:57:07.713]  If oil prices go too high, the global economy slows down.
[03:57:07.713 --> 03:57:17.801]  Trump's Afghanistan policy of ending the war, bringing home troops, and building a Troops Progress Administration
[03:57:18.866 --> 03:57:21.490]  So thank you very much for having me on.
[03:57:21.490 --> 03:57:24.173]  It's an honor to be on InfoWars.
[03:57:24.173 --> 03:57:27.778]  Put your money where your mind is and buy those products.
[03:57:27.778 --> 03:57:28.099]  Thank you.
[03:57:47.216 --> 03:57:52.920]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[03:57:52.920 --> 03:58:00.805]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
