[00:00:03.086 --> 00:00:04.287]  You found it!
[03:26:02.954 --> 03:26:04.055]  Here's an idea for the UN.
[03:26:04.055 --> 03:26:05.136]  Just get lost.
[03:26:05.136 --> 03:26:06.557]  How about that?
[03:26:06.557 --> 03:26:07.517]  Thanks for the call, Lana.
[03:26:07.517 --> 03:26:09.379]  Let's go to Josh in Connecticut.
[03:26:09.379 --> 03:26:11.400]  Go ahead, Josh.
[03:26:11.400 --> 03:26:14.262]  How you doing, Count Owen?
[03:26:14.262 --> 03:26:14.722]  Good, thank you.
[03:26:14.722 --> 03:26:15.262]  Hello?
[03:26:15.262 --> 03:26:16.063]  Yep.
[03:26:16.063 --> 03:26:19.926]  I'm calling, Reverend, so I bought a bunch of them Space Force shirts.
[03:26:27.107 --> 03:26:31.190]  I'm so glad you called in on this, Josh, because you're so right.
[03:26:31.190 --> 03:26:33.411]  I actually was wearing... They love it!
[03:26:33.411 --> 03:26:34.052]  They do!
[03:26:34.052 --> 03:26:35.833]  Everyone loves the Space Force t-shirt.
[03:26:35.833 --> 03:26:37.254]  Guys, pull it up.
[03:26:37.254 --> 03:26:39.236]  I wore my Space Force t-shirt.
[03:26:39.236 --> 03:26:40.797]  I was on vacation last week.
[03:26:40.797 --> 03:26:41.517]  I was back home in St.
[03:26:41.517 --> 03:26:41.677]  Louis.
[03:26:42.540 --> 03:26:44.181]  You're 100% right, Josh.
[03:26:44.181 --> 03:26:47.402]  You wear the Space Force t-shirt out, everybody loves it.
[03:26:47.402 --> 03:26:51.224]  I don't know what it is about that design or the colors, but everybody loves it.
[03:26:51.224 --> 03:26:55.905]  I got more compliments wearing that t-shirt out than like any other t-shirt I've ever worn.
[03:26:55.905 --> 03:27:01.528]  But yeah, that's the funny thing is I had a couple liberals tell me they liked the shirt and asked me where I got it.
[03:27:01.528 --> 03:27:02.908]  I said Info Wars.
[03:27:02.908 --> 03:27:05.329]  They literally had like a chronic breakdown!
[03:27:09.028 --> 03:27:10.549]  That's fantastic.
[03:27:10.549 --> 03:27:12.190]  That's brilliant.
[03:27:12.190 --> 03:27:13.330]  Isn't that hilarious?
[03:27:13.330 --> 03:27:15.732]  But it's like, it's like, oh, hey, I like something.
[03:27:15.732 --> 03:27:16.612]  And you're like, oh, cool.
[03:27:16.612 --> 03:27:17.273]  Here's what I got.
[03:27:17.273 --> 03:27:19.094]  Oh, I don't like it anymore.
[03:27:19.094 --> 03:27:20.915]  No, you did like it, though.
[03:27:20.915 --> 03:27:24.056]  You separate the art from the artist, don't you?
[03:27:24.056 --> 03:27:25.497]  They can't.
[03:27:25.497 --> 03:27:26.277]  No, they can't.
[03:27:26.277 --> 03:27:28.499]  They can't do it anymore, which is too bad.
[03:27:28.499 --> 03:27:31.640]  I mean, it's like, I mean, I can't stand
[03:27:33.356 --> 03:27:34.137]  Who was it?
[03:27:34.137 --> 03:27:35.078]  Was it Robert De Niro?
[03:27:35.078 --> 03:27:40.765]  That he was like, Trump's a, he's a punk, he's a, he's a bitch, he's a mutt, he's a dog, like all these insults.
[03:27:40.765 --> 03:27:44.389]  Well, there's still some films that I like that Robert De Niro's a good actor.
[03:27:44.389 --> 03:27:45.230]  But sorry, Josh.
[03:27:45.230 --> 03:27:48.514]  Yeah, the Space Force t-shirt, InfoWarsTore.com, very popular.
[03:27:48.514 --> 03:27:49.095]  One more thing.
[03:27:49.867 --> 03:27:53.292]  Um, Beto was changing a tire on, it was a V8 truck.
[03:27:53.292 --> 03:27:55.574]  I love my truck, but those guys don't want trucks.
[03:27:55.574 --> 03:27:57.397]  So what's he doing driving a V8 truck?
[03:27:57.397 --> 03:27:58.779]  Yeah, yeah, oh my gosh!
[03:27:58.779 --> 03:28:00.060]  What is Beto doing?
[03:28:00.060 --> 03:28:01.882]  He's against climate change.
[03:28:01.882 --> 03:28:04.386]  He's driving around a big V8 truck.
[03:28:04.386 --> 03:28:05.908]  He's eating cheeseburgers.
[03:28:06.348 --> 03:28:06.828]  Yeah.
[03:28:06.828 --> 03:28:07.949]  How about that fraud?
[03:28:07.949 --> 03:28:08.930]  I have seen that, yeah.
[03:28:08.930 --> 03:28:14.755]  That was a... In fact, AOC even got caught eating burgers as well after going on her big rant about climate change.
[03:28:14.755 --> 03:28:16.256]  And he was eating pizza too?
[03:28:16.256 --> 03:28:19.158]  I mean, how many cows had to fart to make that pizza?
[03:28:19.158 --> 03:28:22.441]  I'm noticing a lot of hypocrisy coming from them.
[03:28:22.441 --> 03:28:26.644]  You know, oh, let's save the climate while I drive everywhere in my big truck and fly on private jets.
[03:28:26.644 --> 03:28:30.987]  In this case, oh, let's help the poor people while I live in a multi-million dollar mansion.
[03:28:30.987 --> 03:28:31.688]  I don't get it.
[03:28:31.688 --> 03:28:31.728]  Or...
[03:28:33.189 --> 03:28:34.130]  Love Trump's hate.
[03:28:34.130 --> 03:28:37.735]  By the way, I hate you, and I'm gonna beat the crap out of you because you like Trump.
[03:28:37.735 --> 03:28:39.057]  But love Trump's hate, everybody!
[03:28:39.057 --> 03:28:41.180]  Love Trump's hate!
[03:28:41.180 --> 03:28:43.003]  We love peace and tolerance!
[03:28:43.003 --> 03:28:45.807]  By the way, I'm gonna beat your ass because you like Trump!
[03:28:45.807 --> 03:28:45.887]  Oh!
[03:28:47.867 --> 03:28:48.467]  Me too!
[03:28:48.467 --> 03:28:48.947]  Me too!
[03:28:48.947 --> 03:28:49.528]  Me too!
[03:28:49.528 --> 03:28:51.968]  Hey, Jeffrey Epstein was sex trafficking 30 women.
[03:28:51.968 --> 03:28:53.169]  Oh, I didn't see anything about that.
[03:28:53.169 --> 03:28:55.349]  Heart disease is on the rise.
[03:28:55.349 --> 03:29:00.671]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[03:29:00.671 --> 03:29:02.252]  But the symptoms are there.
[03:29:02.252 --> 03:29:10.614]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[03:29:10.614 --> 03:29:16.296]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[03:29:16.676 --> 03:29:18.297]  My blood pressure has normalized.
[03:29:18.297 --> 03:29:20.559]  My diabetes has totally improved.
[03:29:20.559 --> 03:29:24.962]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:24.962 --> 03:29:27.163]  I recommend Heart and Body Extract to everyone.
[03:29:27.163 --> 03:29:34.969]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:35.049 --> 03:29:37.392]  Order your two month supply today by calling 866-295-5305.
[03:29:37.392 --> 03:29:37.733]  That's 866-295-5305.
[03:29:37.733 --> 03:29:39.775]  Or order online at hbextract.com.
[03:29:39.775 --> 03:29:42.439]  Heart and body extract 866-295-5305 or hbextract.com.
[03:29:54.381 --> 03:30:02.488]  Our powerful line of fluoride free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[03:30:02.488 --> 03:30:08.073]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[03:30:08.073 --> 03:30:14.238]  Super Blue Toothpaste is the fan favorite fluoride free toothpaste that every info warrior loves.
[03:30:14.238 --> 03:30:20.463]  Powered by iodine and nano silver, it's designed to deliver a powerful clean while supporting good oral health
[03:30:20.703 --> 03:30:23.726]  And fresh breath available in two refreshing flavors.
[03:30:23.726 --> 03:30:28.591]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[03:30:28.591 --> 03:30:34.237]  Super Blue Immune Gargle is the only option for on the go immune system support like no other.
[03:30:34.237 --> 03:30:37.841]  With a scientifically proven patented ingredient silver salt in
[03:30:37.961 --> 03:30:39.262]  Three different sizes.
[03:30:39.262 --> 03:30:40.942]  You can take it wherever you go.
[03:30:40.942 --> 03:30:44.924]  Support good oral health with our one of a kind super blue products.
[03:30:44.924 --> 03:30:48.085]  Don't miss out on revolutionizing your morning routine.
[03:30:48.085 --> 03:30:52.727]  Head to InfoWarsStore.com and get our line of super blue products today.
[03:30:53.584 --> 03:31:06.775]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[03:31:06.775 --> 03:31:09.678]  And today, the communist Chinese have banned all U.S.
[03:31:09.678 --> 03:31:11.439]  farming goods a week ago.
[03:31:11.439 --> 03:31:15.083]  And we've seen massive increases in polls, support for the president.
[03:31:15.723 --> 03:31:20.287]  And what he's doing in this trade war wants China to put pressure on our farmers.
[03:31:20.287 --> 03:31:21.328]  That's beautiful.
[03:31:21.328 --> 03:31:23.230]  Americans aren't going to be bullied.
[03:31:23.230 --> 03:31:24.832]  And we aren't going to back down.
[03:31:24.832 --> 03:31:32.419]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[03:31:32.419 --> 03:31:34.761]  And all you've done is awaken the human spirit.
[03:31:34.761 --> 03:31:38.925]  And the human spirit lives at InfoWars.com and NewsWars.com.
[03:31:38.925 --> 03:31:39.865]  And I'm asking listeners,
[03:31:40.626 --> 03:31:44.750]  Whatever you do, spread those links because we are the light in the dark of the night.
[03:31:44.750 --> 03:31:45.851]  We are the resistance.
[03:31:45.851 --> 03:31:53.517]  We are 1776 worldwide.
[03:31:53.517 --> 03:31:57.701]  The globalists are hyper-competitive scientific dictators.
[03:31:57.701 --> 03:31:58.762]  They are technocrats.
[03:31:58.762 --> 03:32:01.064]  They are control freaks in their own words.
[03:32:01.064 --> 03:32:07.930]  And they believe allowing you to live your own life, make your own decisions, it's in the way of their great destiny to merge with AI gods.
[03:32:08.490 --> 03:32:10.270]  We're fighting them hard in cyberspace.
[03:32:10.270 --> 03:32:12.731]  We're fighting them hard right here in the third dimension.
[03:32:12.731 --> 03:32:19.232]  But one of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[03:32:19.232 --> 03:32:24.413]  If I wasn't taking the highest quality supplements from 4warsandlife.com, I couldn't do it.
[03:32:24.413 --> 03:32:33.435]  That's why we decided to take our original Secret 12 that was incredibly high-quality medical bottlement and double the strength of it in a new formula, Ultra 12.
[03:32:34.395 --> 03:32:40.377]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[03:32:40.377 --> 03:32:41.317]  It is amazing.
[03:32:41.317 --> 03:32:51.380]  Experience pure Methylcobalamin B12 for yourself and fund the Second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLive.com, or 888-253-3139.
[03:32:51.380 --> 03:32:52.721]  You're listening to the Alex Jones Show.
[03:33:09.344 --> 03:33:15.246]  And now, the tip of the spear, leading the fight to take back the nation.
[03:33:15.246 --> 03:33:18.146]  It's Owen Troyer.
[03:33:18.146 --> 03:33:24.868]  You're listening to the Alex Jones Show.
[03:33:24.868 --> 03:33:26.049]  Oh my gosh!
[03:33:26.049 --> 03:33:27.029]  I can't believe it!
[03:33:28.655 --> 03:33:37.199]  The surveillance footage from outside Epstein's prison cell is just, it's just glitchy and it's just unusable.
[03:33:37.199 --> 03:33:38.099]  Amazing, isn't it?
[03:33:38.099 --> 03:33:47.723]  We just have, you know, all these security cameras, all these security guards, this max security jail cell, all this attention on this sex trafficker, and he just, he just offs himself.
[03:33:47.723 --> 03:33:55.286]  Nobody knows, nobody knows anything, no, no camera footage, off suicide watch, inmate taken out of the cell, nothing to see here.
[03:33:55.286 --> 03:33:57.047]  Disappointed, but not surprised.
[03:33:58.385 --> 03:33:59.145]  Amazing.
[03:33:59.145 --> 03:34:00.225]  Who are these people?
[03:34:00.225 --> 03:34:03.426]  Seriously, who are these people that have so much power they can get away with this?
[03:34:03.426 --> 03:34:05.606]  Alright, we are with Count Dankula.
[03:34:05.606 --> 03:34:08.667]  We're taking your phone calls here on the final hour of the Alex Jones Show.
[03:34:08.667 --> 03:34:12.168]  Let's just continue down the line here.
[03:34:12.168 --> 03:34:14.188]  Let's go with Bill in Wisconsin.
[03:34:14.188 --> 03:34:15.528]  Alright, Bill, go ahead.
[03:34:15.528 --> 03:34:18.349]  Yeah, hello gentlemen.
[03:34:18.349 --> 03:34:20.629]  I'm calling just because I'm done with Fox.
[03:34:20.629 --> 03:34:23.230]  I would only watch them to watch Tucker.
[03:34:23.230 --> 03:34:25.690]  I got sick of Hannity when he became a warmonger.
[03:34:26.334 --> 03:34:41.181]  But then all of a sudden, Tucker mysteriously disappears for two weeks, and then I'm like, alright, he's back on, and then all of a sudden I tune in last night, and he's gone again for the next two days, and Brian Kilmeade's chilling in.
