[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[02:36:37.615 --> 02:36:39.535]  You can't go in half the facility.
[02:36:40.859 --> 02:36:44.964]  Even though I might have accidentally got into one once.
[02:36:44.964 --> 02:36:48.348]  The point is, is that it's all about mind control.
[02:36:48.348 --> 02:36:50.270]  Because that's what control is all about.
[02:36:50.270 --> 02:36:52.373]  Mind war, is what they call it.
[02:36:52.373 --> 02:36:54.615]  Chris Emery, finishing up your points, continuing here.
[02:36:55.503 --> 02:36:56.783]  I'm going to do a wide shot of this.
[02:36:56.783 --> 02:36:59.044]  This one of your shirts, Alex, is Defend Freedom.
[02:36:59.044 --> 02:37:08.007]  And that's you defend your freedom by finding out the truth, whether it be your loved ones or your neighbors or people that are horrifically murdered in the case of this last week.
[02:37:08.007 --> 02:37:10.068]  We base our research on the facts.
[02:37:10.068 --> 02:37:19.071]  And like I said, I urge every one of the victims, family members and survivors and their close friends that have the wherewithal, that have the resources to find out what happened last week.
[02:37:19.071 --> 02:37:23.232]  You deserve the truth and you're not going to get it from the controllers from the federal government.
[02:37:23.232 --> 02:37:25.013]  I wish I could say the differently, but
[02:37:25.433 --> 02:37:29.856]  We've gone over literally dozens of cases, big and small, and it's consistent.
[02:37:29.856 --> 02:37:35.320]  They will lie to you and have no compunction about doing it.
[02:37:35.320 --> 02:37:40.344]  We just got the issue of Rolling Stone Magazine out of my PO Box this weekend.
[02:37:40.344 --> 02:37:44.667]  The Making of Dark Knight, two-page article on here, and it's called Nolan's Reboot.
[02:37:44.667 --> 02:37:47.129]  It's basically a review from director Christopher Nolan.
[02:37:47.129 --> 02:37:49.071]  Let me read this real quick, just a few sentences.
[02:37:49.711 --> 02:37:55.395]  Anyone who's tried telling stories after 9-11 noticed that the real world becomes horrifically fictional.
[02:37:55.395 --> 02:37:58.176]  So all of our fictions seem to aspire toward realism.
[02:37:58.176 --> 02:38:02.439]  In Nolan's films, Batman is a soldier, and it echoes the whole War on Terror.
[02:38:02.439 --> 02:38:05.441]  They're the best expression of Batman that's been done so far.
[02:38:05.441 --> 02:38:12.505]  This is a line between reality and fiction, and it's becoming crystal clear that who's controlling and who's blurring that line.
[02:38:12.505 --> 02:38:14.826]  That's right, they're blurring it on purpose.
[02:38:14.826 --> 02:38:16.828]  They're blurring it on purpose.
[02:38:16.828 --> 02:38:18.689]  I've talked to high-level producers
[02:38:19.449 --> 02:38:20.790]  Chris Carter of X-Files.
[02:38:20.790 --> 02:38:22.292]  I've talked to his top people.
[02:38:22.292 --> 02:38:34.583]  The CIA came to them and said do an episode where a hijacked jet gets flown into the World Trade Center and the government's really behind it as a way to attack Afghanistan and they use a drill to make everybody stand down.
[02:38:34.583 --> 02:38:41.589]  What do you guys continue along that line of why they're trying to blur reality with fiction but then also what do you make of the drill
[02:38:42.210 --> 02:38:49.944]  At the university being run, of a local movie theater being attacked, by a guy who uses smoke bombs as a distraction.
[02:38:50.891 --> 02:38:57.215]  Well, the whole Batman mythos is about legitimizing covert state operations.
[02:38:57.215 --> 02:39:16.788]  It's all about the forces of law and order that are unable to cope with this evil, and they must call upon this man in black to skirt the law and do things that aren't really approved of, but really society needs someone to be behind the scenes doing these covert operations to fight evil.
[02:39:17.668 --> 02:39:19.830]  A product, maybe, of the Cold War.
[02:39:19.830 --> 02:39:27.055]  I need to do my homework on the origins of the Batman comics, but that's certainly what the mythos is being used for today.
[02:39:27.055 --> 02:39:31.519]  And we see, like, the telltale signs, the concurrent drills.
[02:39:31.519 --> 02:39:39.985]  One of the signs that something is fishy is if there's a concurrent intelligence, military, or police operation or drill
[02:39:40.405 --> 02:40:00.920]  That simulates the real thing and now we have a drill being run out of a medical department simulating a mass shooting in Colorado in a theater with bombs being thrown also almost to a tee and this was the only medical department in the country that was running this kind of drill and it was just down the road from the theater from where it took place.
[02:40:02.392 --> 02:40:09.180]  And again, Webster Tarpley's written synthetic terror of 300 and something page book, 400 page book, breaking this down.
[02:40:09.180 --> 02:40:14.025]  It's done so that other agencies, if they discover it, you just say it's part of the drill.
[02:40:14.025 --> 02:40:17.108]  It's also used to confuse NSA chatter.
[02:40:17.108 --> 02:40:17.309]  Yes.
[02:40:18.690 --> 02:40:21.033]  The concurrent operations have several different functions.
[02:40:21.033 --> 02:40:25.157]  One, to move assets in place, to cover their butts as they move assets in place.
[02:40:25.157 --> 02:40:26.999]  It's under the cover of this drill.
[02:40:26.999 --> 02:40:31.283]  And then afterwards, it also is part of the cover-up.
[02:40:31.283 --> 02:40:38.651]  Because the people involved in executing what they thought was a drill, only afterwards may or may not realize that it was actually part of the real thing.
[02:40:39.051 --> 02:40:43.172]  And now they're either complicit or they're kept in the dark about their true role.
[02:40:43.172 --> 02:40:45.072]  It also aids the cover-up.
[02:40:45.072 --> 02:40:56.275]  As in the case of Oklahoma City, after the bombing, a lot of the cops on the scene were being told by their superiors that the bombing was the result of a sting operation that went bad.
[02:40:56.275 --> 02:40:59.756]  Of course, this is not part of the official story, but this is what the cops were being told.
[02:40:59.756 --> 02:41:01.176]  This was a cover story.
[02:41:01.176 --> 02:41:07.598]  The sting operation was to move the assets in place, move the truck in place, get the explosives inside the building.
[02:41:08.138 --> 02:41:15.503]  And then afterwards, as part of the cover-up, well now you're going to interfere with justice if you blow the whistle on the sting operation.
[02:41:15.503 --> 02:41:18.064]  So it has a lot of different components, and it worked.
[02:41:18.064 --> 02:41:19.485]  And that's what they use.
[02:41:19.485 --> 02:41:20.526]  They use what works.
[02:41:20.526 --> 02:41:22.547]  You see the same methodology over and over again.
[02:41:22.547 --> 02:41:23.107]  No, that's right.
[02:41:23.107 --> 02:41:24.428]  It's totally pathological.
[02:41:24.428 --> 02:41:25.269]  Because it's effective.
[02:41:25.953 --> 02:41:26.914]  Now let's expand.
[02:41:26.914 --> 02:41:32.937]  We also have the FBI flyer that was put out about theaters being attacked.
[02:41:32.937 --> 02:41:43.943]  This was put out in June, that theaters were going to be attacked by Al-Qaeda there in the Colorado area, that there'd be mass shootings in them.
[02:41:43.943 --> 02:41:47.485]  They pulled the flyer once this shooting happened.
[02:41:47.485 --> 02:41:48.886]  They don't normally do that.
[02:41:48.886 --> 02:41:50.387]  Why don't they want us seeing that flyer?
[02:41:51.187 --> 02:42:00.294]  Well, if this was legit, Alex, they would actually be waving the flyer around and taking credit for warning the American people about this threat.
[02:42:00.294 --> 02:42:06.078]  The fact that they pulled that flyer, which I just learned from you, means that they have something to hide.
[02:42:06.078 --> 02:42:11.362]  And they don't want us knowing that they were warning, that they actually had this plan underway.
[02:42:11.362 --> 02:42:14.344]  Perhaps they were picking up chatter, and then it was covered up.
[02:42:14.344 --> 02:42:15.185]  I don't know.
[02:42:15.185 --> 02:42:18.507]  But the fact that they pulled that flyer means that there was something to hide, definitely.
[02:42:18.527 --> 02:42:22.790]  Now I know we have a lot of new listeners tuning in every millisecond on AM and FM's across the country.
[02:42:22.790 --> 02:42:25.913]  Explain to people why you do a false flag.
[02:42:25.913 --> 02:42:40.764]  I mean, they never do these unless there's a key piece of legislation like an omnibus crime bill they couldn't pass, or an assault weapons ban they can't pass, or a UN treaty where they're like two votes short in the Senate, and now there's all this pressure.
[02:42:40.764 --> 02:42:44.287]  Explain the motive for false flags, and then I want to get into mind control.
[02:42:45.464 --> 02:42:45.944]  Exactly.
[02:42:45.944 --> 02:42:59.575]  Well, the unfortunate consequence of people waking up to the truth is that when people start to resist an agenda and they can't get it passed by conventional political means, they will get desperate and they will shed blood.
[02:42:59.575 --> 02:43:00.596]  They have done this time
[02:43:01.116 --> 02:43:02.978]  And time again, they did it in Oklahoma City.
[02:43:02.978 --> 02:43:07.001]  The timing of the Oklahoma City bombing was two years after Waco.
[02:43:07.001 --> 02:43:10.303]  Waco, like you said, happened exactly because of Ruby Ridge.
[02:43:10.303 --> 02:43:25.475]  The criticism the ATF and federal law enforcement was facing over their unconstitutional abuses and infringement on individual rights and the atrocities they were committing, that was all washed away with Oklahoma City, which happened two years the day after Waco.
[02:43:25.475 --> 02:43:27.777]  And then we look at this attack, which happens a week before.
[02:43:28.277 --> 02:43:41.947]  A controversial gun ban treaty is going to be voted upon at the same time that Fast and Furious has really taken the wind out of the sails of the gun control agenda.
[02:43:41.947 --> 02:43:44.369]  They needed something to push it over the top.
[02:43:44.369 --> 02:43:48.532]  Fast and Furious had really been, it really blew up in their face.
[02:43:48.532 --> 02:43:49.513]  There was a lot of blowback.
[02:43:49.993 --> 02:43:59.358]  And the unfortunate consequences of us waking up, of people waking up and fighting back is that they get desperate and they pull these aces out of their sleeves and they shed blood.
[02:43:59.358 --> 02:44:06.842]  They want to be able to pose as heroes and have the moral authority and they're the mommy and the daddy, we're the bad children.
[02:44:06.842 --> 02:44:13.546]  But don't worry, they're going to keep us safe now with more highway checkpoints and pat-downs at movie theaters and shopping malls.
[02:44:13.546 --> 02:44:17.228]  All of this is coming and ladies and gentlemen, you cannot
[02:44:18.068 --> 02:44:19.749]  Uh, you know, have pat-downs for evil.
[02:44:19.749 --> 02:44:21.849]  There is always going to be evil out there.
[02:44:21.849 --> 02:44:23.070]  The answer is guns.
[02:44:23.070 --> 02:44:26.251]  I want to show people a brief clip of their watching on TV.
[02:44:26.251 --> 02:44:28.152]  If not, just go to Infowars.com.
[02:44:28.152 --> 02:44:33.194]  And there's an article there from Natural News by our own Mike Adams.
[02:44:33.194 --> 02:44:39.336]  And he shows, of course, that video from earlier last week of the old man in the internet cafe
[02:44:40.596 --> 02:44:53.282]  And they don't want people thinking like this and understanding that the answer to people coming at you with guns is that you have a gun.
[02:44:53.282 --> 02:44:57.244]  And here he is when two thugs come in with their mask on.
[02:44:57.244 --> 02:44:58.924]  He comes in and is able to stop them.
[02:44:58.924 --> 02:45:04.487]  Let's go ahead and roll that video.
[02:45:04.487 --> 02:45:08.689]  And then we can, after that, we can also direct people.
[02:45:11.778 --> 02:45:16.280]  A patron at Palms Internet Cafe shot two robbers July 13th.
[02:45:16.280 --> 02:45:19.342]  The suspects survived and were arrested.
[02:45:19.342 --> 02:45:23.344]  And they come in, one with a baseball bat, one with a handgun.
[02:45:23.344 --> 02:45:26.746]  They come in to rob everybody.
[02:45:26.746 --> 02:45:29.928]  Everybody's got to watch this video and get it out to everybody they know.
[02:45:29.928 --> 02:45:33.750]  And then a senior citizen in the back
[02:45:40.273 --> 02:45:46.058]  Shoots them and chases them out of the building.
[02:45:46.058 --> 02:45:51.844]  And again, it's already scrolled off the top news stories on InfoWars.
[02:45:51.844 --> 02:45:54.846]  So I'm going to have it reposted up there so everybody can see it.
[02:45:54.846 --> 02:45:56.588]  It's also at our Twitter.
[02:45:56.588 --> 02:46:01.713]  Twitter.com forward slash realalexjones.
[02:46:03.820 --> 02:46:08.563]  Says the media doesn't want you to know how the massacre could have been stopped.
