[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[2:27:38.740 --> 2:27:41.740]  and this country, and it's very scary to me, Paul.
[2:27:41.740 --> 2:27:43.740]  Let's take some phone calls.
[2:27:43.740 --> 2:27:45.740]  Let's go to Ron in Arkansas.
[2:27:45.740 --> 2:27:48.740]  Ron, are you there?
[2:27:48.740 --> 2:27:49.740]  No, did Ron drop?
[2:27:49.740 --> 2:27:50.740]  All right.
[2:27:50.740 --> 2:27:53.740]  All right, let's try.
[2:27:53.740 --> 2:27:54.740]  Let's go to Sean in New York.
[2:27:54.740 --> 2:27:56.740]  Sean, are you there?
[2:27:56.740 --> 2:27:58.740]  Hey, how's it going?
[2:27:58.740 --> 2:27:59.740]  Good, man.
[2:27:59.740 --> 2:28:00.740]  How you doing?
[2:28:00.740 --> 2:28:01.740]  All right, all right.
[2:28:01.740 --> 2:28:02.740]  Good job on those chains.
[2:28:02.740 --> 2:28:04.740]  I mean, we'll get a lot of people up for me.
[2:28:04.740 --> 2:28:05.740]  I'll tell you.
[2:28:05.740 --> 2:28:07.740]  Well, thank you, man.
[2:28:07.740 --> 2:28:10.740]  Well, I'd like to spell a couple of myths.
[2:28:10.740 --> 2:28:18.740]  I mean, I hear a lot of talk about, well, there are some good police, et cetera, et cetera.
[2:28:18.740 --> 2:28:23.740]  If they're a good police, how could they stand by and watch what's happening?
[2:28:23.740 --> 2:28:28.740]  If they were good, they would do something about it instead of going along with it.
[2:28:28.740 --> 2:28:34.740]  For them to go along with it and sometimes participate in it, it makes them just as bad.
[2:28:34.740 --> 2:28:39.740]  No, I agree with you there, but I think it's kind of like that hive mind mentality that
[2:28:39.740 --> 2:28:44.740]  even though I didn't start it, that's my friend doing it and I have to, you know, defend them.
[2:28:44.740 --> 2:28:45.740]  What do you think, Paul?
[2:28:45.740 --> 2:28:47.740]  Yeah, it's like a gang mentality.
[2:28:47.740 --> 2:28:54.740]  I mean, if you saw that video yesterday, in LA, there was a shooting of a police officer
[2:28:54.740 --> 2:29:00.740]  or something and they got someone at a traffic stop, which they believed might have been linked
[2:29:00.740 --> 2:29:02.740]  to it, I think was the case.
[2:29:02.740 --> 2:29:08.740]  And all the police just dash out like madmen and run up to these guys and kick the living
[2:29:08.740 --> 2:29:10.740]  bleep out of them.
[2:29:10.740 --> 2:29:11.740]  Yeah, that's the Philadelphia one.
[2:29:11.740 --> 2:29:13.740]  Yeah, it does look like a gang beating.
[2:29:13.740 --> 2:29:15.740]  Yeah, well, we'll come back to you on the other side, Sean.
[2:29:15.740 --> 2:29:17.740]  Yeah, it did look like a gang beating.
[2:29:17.740 --> 2:29:21.740]  I mean, literally got the baton out, the dogs were out, there were soccer kicks going on,
[2:29:21.740 --> 2:29:25.740]  three people versus a dozen, a dozen and a half, maybe two dozen cops.
[2:29:25.740 --> 2:29:48.740]  We'll be back after this, taking your phone calls with Paul Joseph Watson.
[2:29:48.740 --> 2:29:56.740]  Yes, there is an Indash AMFM shortwave radio for limited time and in limited numbers, the
[2:29:56.740 --> 2:30:00.740]  Sony GT 160S AMFM shortwave radio and CD player is available only at the power hour.
[2:30:00.740 --> 2:30:04.740]  This radio is designed to eliminate interference from ignition systems and the result is clear,
[2:30:04.740 --> 2:30:05.740]  clean reception.
[2:30:05.740 --> 2:30:08.740]  So you can hear your favorite broadcasts both domestically and internationally.
[2:30:08.740 --> 2:30:12.740]  Get your Sony AMFM shortwave radio and CD player from the power hour today.
[2:30:12.740 --> 2:30:15.740]  Call 877-817-9829.
[2:30:15.740 --> 2:30:19.740]  That's 877-817-9829 to order.
[2:30:19.740 --> 2:30:23.740]  Only $249 plus shipping and handling and we'll ship it right to you.
[2:30:23.740 --> 2:30:28.740]  There's even an input to plug in an external source, your MP3 player, your iPod, your DVD
[2:30:28.740 --> 2:30:32.740]  player or any other source will sound great through your new Sony receiver.
[2:30:32.740 --> 2:30:36.740]  These radios are not available anywhere else and for a limited time, so call now.
[2:30:36.740 --> 2:30:46.740]  Call 877-817-9829.
[2:30:46.740 --> 2:31:10.740]  That's 877-817-9829 to order.
[2:31:10.740 --> 2:31:36.740]  Call 877-817-9829 to order.
[2:31:36.740 --> 2:31:51.740]  Call 877-817-9829 to order.
[2:31:51.740 --> 2:32:02.740]  Call 877-817-9829 to order.
[2:32:02.740 --> 2:32:30.740]  Call 877-817-9829 to order.
[2:32:30.740 --> 2:32:58.740]  Call 877-817-9829 to order.
[2:32:58.740 --> 2:33:24.740]  Call 877-817-9829 to order.
[2:33:24.740 --> 2:33:50.740]  Call 877-817-9829 to order.
[2:33:50.740 --> 2:34:14.740]  Call 877-817-9829 to order.
[2:34:14.740 --> 2:34:40.740]  Call 877-817-9829 to order.
[2:34:40.740 --> 2:35:06.740]  Call 877-817-9829 to order.
[2:35:06.740 --> 2:35:26.740]  Call 877-817-9829 to order.
[2:35:26.740 --> 2:35:54.740]  Call 877-817-9829 to order.
[2:35:54.740 --> 2:36:20.740]  Call 877-817-9829 to order.
[2:36:20.740 --> 2:36:46.740]  Call 877-817-9829 to order.
[2:36:46.740 --> 2:37:12.740]  Call 877-817-9829 to order.
[2:37:12.740 --> 2:37:38.740]  Call 877-817-9829 to order.
[2:37:38.740 --> 2:38:04.740]  Call 877-817-9829 to order.
[2:38:04.740 --> 2:38:24.740]  Call 877-817-9829 to order.
[2:38:24.740 --> 2:38:52.740]  Call 877-817-9829 to order.
[2:38:52.740 --> 2:39:18.740]  Call 877-817-9829 to order.
[2:39:18.740 --> 2:39:44.740]  Call 877-817-9829 to order.
[2:39:44.740 --> 2:40:10.740]  Call 877-817-9829 to order.
[2:40:10.740 --> 2:40:36.740]  Call 877-817-9829 to order.
[2:40:36.740 --> 2:41:02.740]  Call 877-817-9829 to order.
[2:41:02.740 --> 2:41:30.740]  Call 877-817-9829 to order.
[2:41:30.740 --> 2:41:52.740]  Call 877-817-9829 to order.
[2:41:52.740 --> 2:42:12.740]  Call 877-817-9829 to order.
[2:42:12.740 --> 2:42:38.740]  Call 877-817-9829 to order.
[2:42:38.740 --> 2:43:04.740]  Call 877-817-9829 to order.
[2:43:04.740 --> 2:43:30.740]  Call 877-817-9829 to order.
[2:43:30.740 --> 2:43:56.740]  Call 877-817-9829 to order.
[2:43:56.740 --> 2:44:22.740]  Call 877-817-9829 to order.
[2:44:22.740 --> 2:44:50.740]  Call 877-817-9829 to order.
[2:44:50.740 --> 2:45:16.740]  Call 877-817-9829 to order.
[2:45:16.740 --> 2:45:42.740]  Call 877-817-9829 to order.
[2:45:42.740 --> 2:46:08.740]  Call 877-817-9829 to order.
[2:46:08.740 --> 2:46:34.740]  Call 877-817-9829 to order.
[2:46:34.740 --> 2:47:02.740]  Call 877-817-9829 to order.
[2:47:02.740 --> 2:47:30.740]  Call 877-817-9829 to order.
[2:47:30.740 --> 2:47:50.740]  Call 877-817-9829 to order.
[2:47:50.740 --> 2:48:10.740]  Call 877-817-9829 to order.
[2:48:10.740 --> 2:48:38.740]  Call 877-817-9829 to order.
[2:48:38.740 --> 2:49:04.740]  Call 877-817-9829 to order.
[2:49:04.740 --> 2:49:28.740]  Call 877-817-9829 to order.
[2:49:28.740 --> 2:49:48.740]  Call 877-817-9829 to order.
[2:49:48.740 --> 2:50:16.740]  Call 877-817-9829 to order.
[2:50:16.740 --> 2:50:36.740]  Call 877-817-9829 to order.
[2:50:36.740 --> 2:51:04.740]  Call 877-817-9829 to order.
[2:51:04.740 --> 2:51:32.740]  Call 877-817-9829 to order.
[2:51:32.740 --> 2:51:56.740]  Call 877-817-9829 to order.
[2:51:56.740 --> 2:52:16.740]  Call 877-817-9829 to order.
[2:52:16.740 --> 2:52:44.740]  Call 877-817-9829 to order.
[2:52:44.740 --> 2:53:04.740]  Call 877-817-9829 to order.
[2:53:04.740 --> 2:53:32.740]  Call 877-817-9829 to order.
[2:53:32.740 --> 2:53:54.740]  Call 877-817-9829 to order.
[2:53:54.740 --> 2:54:20.740]  Call 877-817-9829 to order.
[2:54:20.740 --> 2:54:46.740]  Call 877-817-9829 to order.
[2:54:46.740 --> 2:55:14.740]  Call 877-817-9829 to order.
[2:55:14.740 --> 2:55:40.740]  Call 877-817-9829 to order.
[2:55:40.740 --> 2:56:06.740]  Call 877-817-9829 to order.
[2:56:06.740 --> 2:56:32.740]  Call 877-817-9829 to order.
[2:56:32.740 --> 2:56:58.740]  Call 877-817-9829 to order.
[2:56:58.740 --> 2:57:24.740]  Call 877-817-9829 to order.
[2:57:24.740 --> 2:57:50.740]  Call 877-817-9829 to order.
[2:57:50.740 --> 2:58:14.740]  Call 877-817-9829 to order.
[2:58:14.740 --> 2:58:38.740]  Call 877-817-9829 to order.
[2:58:38.740 --> 2:59:04.740]  Call 877-817-9829 to order.
[2:59:04.740 --> 2:59:30.740]  Call 877-817-9829 to order.
[2:59:30.740 --> 2:59:58.740]  Call 877-817-9829 to order.
[2:59:58.740 --> 3:00:24.740]  Call 877-817-9829 to order.
[3:00:24.740 --> 3:00:52.740]  Call 877-817-9829 to order.
[3:00:52.740 --> 3:01:18.740]  Call 877-817-9829 to order.
[3:01:18.740 --> 3:01:46.740]  Call 877-817-9829 to order.
[3:01:46.740 --> 3:02:12.740]  Call 877-817-9829 to order.
[3:02:12.740 --> 3:02:38.740]  Call 877-817-9829 to order.
[3:02:38.740 --> 3:03:06.740]  Call 877-817-9829 to order.
[3:03:06.740 --> 3:03:32.740]  Call 877-817-9829 to order.
[3:03:32.740 --> 3:03:58.740]  Call 877-817-9829 to order.
[3:03:58.740 --> 3:04:24.740]  Call 877-817-9829 to order.
[3:04:24.740 --> 3:04:44.740]  Call 877-817-9829 to order.
[3:04:44.740 --> 3:05:10.740]  Call 877-817-9829 to order.
[3:05:10.740 --> 3:05:38.740]  Call 877-817-9829 to order.
[3:05:38.740 --> 3:06:06.740]  Call 877-817-9829 to order.
[3:06:06.740 --> 3:06:34.740]  Call 877-817-9829 to order.
[3:06:34.740 --> 3:06:46.740]  Call 877-817-9829 to order.
[3:06:46.740 --> 3:07:14.740]  Call 877-817-9829 to order.
[3:07:14.740 --> 3:07:38.740]  Call 877-817-9829 to order.
[3:07:38.740 --> 3:08:04.740]  Call 877-817-9829 to order.
[3:08:04.740 --> 3:08:30.740]  Call 877-817-9829 to order.
[3:08:30.740 --> 3:08:56.740]  Call 877-817-9829 to order.
[3:08:56.740 --> 3:09:22.740]  Call 877-817-9829 to order.
[3:09:22.740 --> 3:09:48.740]  Call 877-817-9829 to order.
[3:09:48.740 --> 3:10:14.740]  Call 877-817-9829 to order.
[3:10:14.740 --> 3:10:36.740]  Call 877-817-9829 to order.
[3:10:36.740 --> 3:11:02.740]  Call 877-817-9829 to order.
[3:11:02.740 --> 3:11:30.740]  Call 877-817-9829 to order.
[3:11:30.740 --> 3:11:56.740]  Call 877-817-9829 to order.
[3:11:56.740 --> 3:12:22.740]  Call 877-817-9829 to order.
[3:12:22.740 --> 3:12:48.740]  Call 877-817-9829 to order.
[3:12:48.740 --> 3:13:10.740]  Call 877-817-9829 to order.
[3:13:10.740 --> 3:13:36.740]  Call 877-817-9829 to order.
[3:13:36.740 --> 3:14:02.740]  Call 877-817-9829 to order.
[3:14:02.740 --> 3:14:28.740]  Call 877-817-9829 to order.
[3:14:28.740 --> 3:14:54.740]  Call 877-817-9829 to order.
[3:14:54.740 --> 3:15:22.740]  Call 877-817-9829 to order.
[3:15:22.740 --> 3:15:48.740]  Call 877-817-9829 to order.
[3:15:48.740 --> 3:16:14.740]  Call 877-817-9829 to order.
[3:16:14.740 --> 3:16:40.740]  Call 877-817-9829 to order.
[3:16:40.740 --> 3:17:06.740]  Call 877-817-9829 to order.
[3:17:06.740 --> 3:17:32.740]  Call 877-817-9829 to order.
[3:17:32.740 --> 3:17:58.740]  Call 877-817-9829 to order.
[3:17:58.740 --> 3:18:24.740]  Call 877-817-9829 to order.
[3:18:24.740 --> 3:18:50.740]  Call 877-817-9829 to order.
[3:18:50.740 --> 3:19:16.740]  Call 877-817-9829 to order.
[3:19:16.740 --> 3:19:44.740]  Call 877-817-9829 to order.
[3:19:44.740 --> 3:20:10.740]  Call 877-817-9829 to order.
[3:20:10.740 --> 3:20:38.740]  Call 877-817-9829 to order.
[3:20:38.740 --> 3:21:04.740]  Call 877-817-9829 to order.
[3:21:04.740 --> 3:21:32.740]  Call 877-817-9829 to order.
[3:21:32.740 --> 3:21:58.740]  Call 877-817-9829 to order.
[3:21:58.740 --> 3:22:26.740]  Call 877-817-9829 to order.
[3:22:26.740 --> 3:22:54.740]  Call 877-817-9829 to order.
[3:22:54.740 --> 3:23:20.740]  Call 877-817-9829 to order.
[3:23:20.740 --> 3:23:44.740]  Call 888-257-2847 to order.
[3:23:50.740 --> 3:24:18.740]  Call 877-817-9829 to order.
[3:24:18.740 --> 3:24:44.740]  Call 877-817-9829 to order.
[3:24:44.740 --> 3:25:10.740]  Call 877-817-9829 to order.
[3:25:10.740 --> 3:25:36.740]  Call 877-817-9829 to order.
[3:25:36.740 --> 3:25:58.740]  Call 877-817-9829 to order.
[3:25:58.740 --> 3:26:24.740]  Call 877-817-9829 to order.
[3:26:24.740 --> 3:26:50.740]  Call 877-817-9829 to order.
[3:26:50.740 --> 3:27:16.740]  Call 877-817-9829 to order.
[3:27:16.740 --> 3:27:44.740]  Call 877-817-9829 to order.
[3:27:44.740 --> 3:28:08.740]  Call 877-817-9829 to order.
[3:28:08.740 --> 3:28:34.740]  Call 877-817-9829 to order.
[3:28:34.740 --> 3:29:00.740]  Call 877-817-9829 to order.
[3:29:00.740 --> 3:29:20.740]  Call 877-817-9829 to order.
[3:29:30.740 --> 3:29:56.740]  Call 877-817-9829 to order.
[3:29:56.740 --> 3:30:22.740]  Call 877-817-9829 to order.
[3:30:22.740 --> 3:30:44.740]  Call 877-817-9829 to order.
[3:30:44.740 --> 3:31:06.740]  Call 877-817-9829 to order.
[3:31:06.740 --> 3:31:26.740]  Call 877-817-9829 to order.
[3:31:26.740 --> 3:31:54.740]  Call 877-817-9829 to order.
[3:31:54.740 --> 3:32:22.740]  Call 877-817-9829 to order.
[3:32:22.740 --> 3:32:44.740]  Call 877-817-9829 to order.
[3:32:44.740 --> 3:33:10.740]  Call 877-817-9829 to order.
[3:33:10.740 --> 3:33:32.740]  Call 877-817-9829 to order.
[3:33:32.740 --> 3:33:58.740]  Call 877-817-9829 to order.
[3:33:58.740 --> 3:34:24.740]  Call 877-817-9829 to order.
[3:34:24.740 --> 3:34:50.740]  Call 877-817-9829 to order.
[3:34:50.740 --> 3:35:16.740]  Call 877-817-9829 to order.
[3:35:16.740 --> 3:35:44.740]  Call 877-817-9829 to order.
